##NAME|SUBNAME|ID|TELNUM|ADDR|NEWADDR|ETCADDR|MTYPE|XCOORD|YCOORD@@LF아울렛
LF|인천작전아울렛|2521|032-541-2002|인천 계양구 작전동 854-2|인천광역시 계양구 계양대로 114|(작전동)|아울렛|126.7229245|37.5338817
LF|울산모다아울렛/질스튜어트스포츠|559026|052-935-3063|울산 북구 진장동 283-4|울산 북구 진장유통로 78-6|1층|아울렛|129.3572024|35.577077
LF|여주프리미엄아울렛/이자벨마랑|3934|031-880-1320|경기도 여주시 상거동 460 여주프리미엄아울렛|경기도 여주시 명품로 360|(상거동, 여주프리미엄아울렛) 1층|아울렛|127.6124838|37.2412687
LF|여주프리미엄아울렛/라움|4710|031-880-1441|경기도 여주시 상거동 460 여주프리미엄아울렛|경기도 여주시 명품로 360|(상거동, 여주프리미엄아울렛)|아울렛|127.6124838|37.2412687
LF|양산공장아울렛|2469|055-385-0494|경남 양산시 유산동 119|경상남도 양산시 어실로 46|(유산동)|아울렛|129.0364082|35.3670096
LF|안양물류아울렛|2475|031-424-6851|경기 안양시 동안구 관양동 934-1|경기도 안양시 동안구 흥안대로439번길 40|(관양동)|아울렛|126.9722278|37.393734
LF|아산퍼스트TNGT|1567184|041-536-0674|충남 아산시 둔포면 신항리 17-3|충남 아산시 둔포면 해위안길 127|본관 3층|아울렛|127.0276529|36.8971975
LF|신세계사이먼/부산프리미엄아울렛|3233|-|부산광역시 기장군 장안읍 좌천리 545 부산프리미엄아울렛|부산광역시 기장군 정관로 1133|(장안읍, 부산프리미엄아울렛)|아울렛|129.2356861|35.3228737
LF|신세계사이먼/부산프리미엄아울렛|3242|-|부산광역시 기장군 장안읍 좌천리 545 부산프리미엄아울렛|부산광역시 기장군 정관로 1133|(장안읍, 부산프리미엄아울렛)|아울렛|129.2356861|35.3228737
LF|신내종합아울렛|2504|02-3422-5043|서울 중랑구 신내동 387-1|서울특별시 중랑구 용마산로 623|(신내동)|아울렛||
LF|시흥첼시/닥스ACC|711922|031-8072-3117|경기 시흥시 정왕동 1772-7|경기 시흥시 서해안로 699|신세계 프리미엄 아울렛|아울렛||
LF|스타필드고양TNGT|4678|031-5173-2011|경기 고양시 덕양구 동산동 77-19|경기 고양시 덕양구 고양대로 1972-8|(동산동) 스타필드고양점 2층|아울렛|126.8978037|37.6458842
LF|스타필드고양/앳코너|4723|031-5173-1011|경기도 고양시 덕양구 동산동 77-19|경기도 고양시 덕양구 고양대로 1972-8|(동산동) 1층 1119호|아울렛|126.8978803|37.6459204
LF|스타필드고양/블루라운지마에스트로|4688|031-5173-2087|경기도 고양시 덕양구 동산동 77-19|경기도 고양시 덕양구 고양대로 1972-8|(동산동) 2층 BLM(신사관)|아울렛|126.8978803|37.6459204
LF|스타필드/코엑스/앳코너|625918|02-551-3533|서울 강남구 삼성동 159|서울 강남구 영동대로 513|스타필드 코엑스 지하1층 앳코너|아울렛||
LF|스퀘어원TNGT|1562406|032-456-4239|인천 연수구 동춘동 926|인천 연수구 청능대로 210|스퀘어원 2층|아울렛|126.6835083|37.4060753
LF|수원영통아울렛|2471|031-273-3715|경기 용인시 기흥구 영덕동 516-2|경기도 용인시 기흥구 중부대로56번길 13|(영덕동)|아울렛|127.0756518|37.2662416
LF|성산아울렛|2567|02-326-0263|서울 마포구 성산동 266-1|서울특별시 마포구 월드컵로 158|(성산동)|아울렛|126.9052277|37.5619877
LF|서수원아울렛|2472|031-273-0007|경기 수원시 권선구 구운동 220|경기도 수원시 권선구 수인로 321|(구운동)|아울렛|126.968355|37.2848384
LF|서래마을라움아울렛|3929|02-596-8088|서울특별시 서초구 반포동 94-8 명궁빌딩|서울특별시 서초구 서래로 41|(반포동, 명궁빌딩) 1층, 2층 (단독건물)|아울렛|126.998167|37.4987818
LF|부평아이즈빌/블루라운지|621140|032-517-1520|인천 부평구 청천동 386|인천 부평구 마장로 489|아이즈빌아울렛 1층(1428호)|아울렛||
LF|부산프리미엄아울렛/라움|3933|051-940-1155|부산광역시 기장군 장안읍 좌천리 545 부산프리미엄아울렛|부산광역시 기장군 정관로 1133|(장안읍, 부산프리미엄아울렛)|아울렛|129.2356861|35.3228737
LF|부산프리미엄/이자벨마랑|3935|051-940-1140|부산광역시 기장군 장안읍 좌천리 545 부산프리미엄아울렛|부산광역시 기장군 정관로 1133|(장안읍, 부산프리미엄아울렛) 1층|아울렛|129.2356861|35.3228737
LF|부산대청아울렛|2486|051-469-0500|부산 중구 대청동1가 35-2|부산광역시 중구 대청로 113|(대청동1가)|아울렛|129.0322958|35.103072
LF|부산녹산종합아울렛|3346|051-831-8312|부산광역시 강서구 녹산동 159-11|부산광역시 강서구 낙동남로 658|(녹산동)|아울렛|128.8895319|35.1169624
LF|방배아울렛|2487|02-521-8118|서울 서초구 방배1동 938-7|서울특별시 서초구 서초대로 88|(방배동)|아울렛|126.9921335|37.4869091
LF|문정아울렛|2473|02-449-0764|서울 송파구 문정동 54-2번지|서울특별시 송파구 동남로 92|(문정동)|아울렛|127.1217087|37.4888061
LF|모다인천TNGT|86004|032-288-7821|인천 서구 원창동 381-69|인천 서구 북항로32번안길 50|모다아울렛 인천점 2층|아울렛|126.647725|37.5099192
LF|모다울산/질스튜어트스포츠|4704|052-935-3063|울산광역시 북구 진장동 283-5 모다아울렛|울산광역시 북구 진장유통로 78-6|(진장동, 모다아울렛) 1층|아울렛|129.357194|35.5768646
LF|모다대전/블루라운지|740590||대전 유성구 대정동 303-2|대전 유성구 대정로 5|모다아울렛 1F|아울렛||
LF|모다대구/블루라운지|735812||대구 달서구 호림동 16|대구 달서구 달서대로 411|모다아울렛 패션관 3F|아울렛||
LF|모다남양주TNGT|4736|031-514-8368|경기도 구리시 갈매동 267-19 구리갈매지구 판매시설|경기도 구리시 경춘북로 230|(갈매동, 구리갈매지구 판매시설) 3F|아울렛|127.1160473|37.6333691
LF|모다남양주/질스튜어트스포츠|4769|031-514-8496|경기 구리시 갈매동 266|경기도 구리시 경춘북로 230 갈매역사|(갈매동, 모다아울렛) 3층|아울렛|127.1168666|37.634833
LF|롯데파주TNGT|4489|031-960-2468|경기 파주시 문발동 645|경기 파주시 회동길 390|롯데프리미엄 아울렛|아울렛|126.6937911|37.7179538
LF|롯데청주아울렛/TNGT복합|2726|043-717-2915|충북 청주시 흥덕구 비하동 811|충북 청주시 흥덕구 2순환로 1004|롯데아울렛 3층|아울렛|127.4215854|36.6450692
LF|롯데청량리TNGT|1161054|02-3707-1584|서울 동대문구 전농동 591-53|서울 동대문구 왕산로 214|롯데백화점 5층|아울렛|127.048979|37.581387
LF|롯데진주아울렛TNGT|38224|055-791-2317|경남 진주시 충무공동 35|경남 진주시 동진로 440|롯데아울렛 진주점 3F|아울렛|128.1398985|35.1801245
LF|롯데이천아울렛TNGT|1552850|031-887-4360|경기 이천시 호법면 단천리 864|경기 이천시 호법면 프리미엄아울렛로 177-74|백자동 2층|아울렛|127.3999916|37.2419902
LF|롯데이천아울렛|3299|031-887-4715|경기도 이천시 호법면 단천리 46-1 롯데 프리미엄 아울렛 백자동|경기도 이천시 프리미엄아울렛로 177-74|(호법면, 롯데 프리미엄 아울렛 백자동)|아울렛|127.3989563|37.2370924
LF|롯데아울렛청주/ML|47780|043-717-2917|충북 청주시 흥덕구 비하동 811|충북 청주시 흥덕구 2순환로 1004|롯데아울렛 청주점 3F|아울렛||
LF|롯데아울렛광명/ML|43002|02-6226-2478|경기 광명시 일직동 500|경기 광명시 일직로 17|롯데아울렛 광명점 4F|아울렛||
LF|롯데아울렛/김해점|1621|055-900-2500|경상남도 김해시 장유면 신문리 김해관광유통단지 1B 4L 번지|경상남도 김해시 장유로 469|(장유면)|아울렛||
LF|롯데수완TNGT|1548072|00-000-0000|광주 광산구 장덕동 1678|광주 광산구 장신로 98|롯데아울렛 2층|아울렛|126.8202887|35.1902455
LF|롯데서울역아울렛TNGT|2752|02-6965-2701|서울 중구 봉래동2가 122-11번지 롯데백화점 아울렛 서울역점 3층|서울특별시 중구 한강대로 405, 롯데백화점 아울렛 서울역점 3층|(봉래동2가)|아울렛|126.9694287|37.5563363
LF|롯데봉무헤지스아울렛|2125|053-945-2663|대구광역시 동구 봉무동 1545 롯데몰 이시아폴리스점 265호|대구광역시 동구 팔공로49길 16|(봉무동)|아울렛|128.6373545|35.9215563
LF|롯데봉무TNGT|1543294|053-945-2654|대구 동구 봉무동 1545|대구 동구 팔공로49길 16|롯데아울렛 이시아 폴리스점 275호|아울렛|128.637366|35.9215486
LF|롯데몰은평TNGT|4444|02-6975-5238|서울 은평구 진관동 63|서울 은평구 통일로 1050|롯데은평몰 2층|아울렛|126.9179003|37.6375366
LF|롯데목포남악헤지스아울렛|4443|061-801-2190|전라남도 무안군 삼향읍 남악리 2622|전라남도 무안군 남악로162번길 80|(삼향읍)|아울렛|126.4651753|34.8025093
LF|롯데대구율하TNGT|1452512|053-960-2749|대구 동구 율하동 1117|대구 동구 안심로 80|롯데아울렛대구율하점|아울렛|128.6933836|35.8684385
LF|롯데김해아울렛TNGT|1442956|055-900-2765|경남 김해시 신문동 1414|경남 김해시 장유로 469|김해롯데프리미엄 아울렛 본관 2층|아울렛|128.8297625|35.1850981
LF|롯데구리아울렛TNGT|1438178|031-8034-2422|경기 구리시 인창동 419-7|경기 구리시 동구릉로136번길 47|롯데구리아울렛 4층|아울렛|127.1405391|37.611879
LF|롯데광주수완아울렛종합|2669|062-616-2247|광주 광산구 장덕동 1678번지|광주광역시 광산구 장신로 98|(장덕동)|아울렛|126.8203004|35.1902722
LF|롯데광명아울렛TNGT|1419066|02-6226-2458|경기 광명시 일직동 500|경기 광명시 일직로 17|롯데 프리미엄 아울렛 광명점 4층|아울렛|126.8828732|37.4243218
LF|롯데광교TNGT|1414288|031-8064-2230|경기 수원시 영통구 이의동 1338|경기 수원시 영통구 도청로 10|롯데아울렛 광교점 2층|아울렛|127.0559172|37.2861928
LF|롯데고양아울렛TNGT|1409510|031-936-3728|경기 고양시 일산동구 백석동 1242|경기 고양시 일산동구 중앙로 1036|롯데고양터미널아울렛 3층|아울렛|126.7897236|37.6432279
LF|동아쇼핑블루라운지|90782|053-252-7577|대구 중구 덕산동 53-3|대구 중구 달구벌대로 2085|동아쇼핑점 5F|아울렛|128.5918294|35.8662955
LF|동대구아울렛|2535|053-962-6200|대구 동구 용계동 702-4|대구광역시 동구 동촌로 451|(용계동)|아울렛|128.6882115|35.8748189
LF|덕소라푸마아울렛|1456|031-577-9788|경기도 남양주시 삼패동 358-1|경기도 남양주시 경강로 356|(삼패동)|아울렛|127.1967784|37.5936596
LF|더플러스유성TNGT|95560|042-826-7842|대전 유성구 봉명동 669|대전 유성구 한밭대로 502|홈플러스 3층|아울렛|127.3542494|36.3584824
LF|더플러스몰김해TNGT|4738|055-337-0770|경남 김해시 내동 1131-2|경남 김해시 김해대로 2078|홈플러스 3층|아울렛|128.8702625|35.241904
LF|대전유천아울렛|2495|042-531-3602|대전 중구 유천동 307-3|대전광역시 중구 계백로1565번길 1|(유천동)|아울렛|127.3937455|36.3177399
LF|대전모다아울렛TNGT|1404732|070-7872-2649|대전 유성구 대정동 303-2|대전 유성구 대정로 5||아울렛|127.3189917|36.3126534
LF|대구이현아울렛|2474|053-563-8728|대구 서구 이현동 42-363|대구광역시 서구 와룡로 469|(이현동)|아울렛|128.5385258|35.8746265
LF|뉴코아평촌/블루라운지마에스트로|4753|031-478-5061|경기도 안양시 동안구 호계동 1039-3 킴스아울렛|경기도 안양시 동안구 동안로 119|(호계동, 킴스아울렛) 6F|아울렛|126.9511334|37.3891515
LF|뉴코아일산/블루라운지마에스트로|4755|031-900-5923|경기도 고양시 일산동구 마두동 797-2 뉴코아백화점일산점|경기도 고양시 일산동구 중앙로 1206|(마두동, 뉴코아백화점일산점) 5F|아울렛|126.776793|37.6545314
LF|뉴코아아울렛창원TNGT|100338|055-270-3026|경남 창원시 의창구 팔용동 30-1|경남 창원시 의창구 창원대로397번길 6|뉴코아창원점 3층|아울렛|128.6421915|35.2345063
LF|뉴코아아울렛인천TNGT|4089|032-430-5712|인천 남동구 구월동 1465-1|인천 남동구 인하로 485|(구월동, 뉴코아아울렛 인천점)|아울렛|126.7006956|37.4440285
LF|뉴코아강남질스튜어트|2597|02-534-4139|서울 서초구 잠원동 70-2|서울특별시 서초구 잠원로 51|(잠원동)|아울렛|127.0073473|37.5094096
LF|뉴코아강남숙녀아울렛|2514|02-595-6958|서울 서초구 반포동 70-2|| |아울렛|127.001669|37.4997305
LF|김포헤지스아울렛|2480|031-987-2229|경기 김포시 장기동 37|경기도 김포시 김포대로 1473|(장기동)|아울렛|126.6678385|37.6561132
LF|구미형곡아울렛|2651|054-444-7188|경북 구미시 형곡동 105-3|경상북도 구미시 형곡로 5|(형곡동)|아울렛|128.3384011|36.1157958
LF|구로마리오신사아울렛|2508|02-2067-3681|서울 금천구 가산동 60-22|서울특별시 금천구 디지털로 185|(가산동)|아울렛|126.8871141|37.4782312
LF|구로마리오TNGT|1395176|02-2067-3636|서울 금천구 가산동 60-22|서울 금천구 디지털로 185|마리오아울렛 1관 4층|아울렛|126.8871141|37.4782312
LF|구로W몰헤지스골프아울렛|2697|02-2081-0649|서울 금천구 가산동 60-27|서울특별시 금천구 디지털로 188|(가산동)|아울렛|126.8876854|37.4773316
LF|구로W몰질복합|4123|02-2081-0130|서울특별시 금천구 가산동 60-27 더블유몰|서울특별시 금천구 디지털로 188|(가산동, 더블유몰)|아울렛|126.8876854|37.4773316
LF|구로W몰TNGT|2707|02-2081-0412|서울 금천구 가산동 60-27|서울 금천구 디지털로 188|W몰 4층|아울렛|126.8877184|37.4773527
LF|구로W몰/질스튜어트스포츠|568582|02-2081-0541|서울 금천구 가산동 60-27|서울 금천구 디지털로 188|5층|아울렛|126.8877184|37.4773527
LF|구로W몰/앳코너|4124|02-2081-0129|서울특별시 금천구 가산동 60-27 더블유몰|서울특별시 금천구 디지털로 188|(가산동, 더블유몰)|아울렛|126.8876854|37.4773316
LF|구로W몰|330|02-2081-0470|서울시 금천구 가산동 60-27번지 W몰|서울특별시 금천구 디지털로 188, W몰|(가산동)|아울렛|126.8876854|37.4773316
LF|광주아울렛|4529|062-375-3055|광주광역시 서구 마륵동 183-11|광주광역시 서구 상무대로 627|(마륵동)|아울렛|126.8331286|35.1407943
LF|광주세정TNGT|2574|062-370-9249|광주 서구 치평동 1326 세정아울렛 249호|광주광역시 서구 상무대로 773, 세정아울렛 249호|(치평동)|아울렛|126.8472815|35.1466649
LF|광주세정/블루라운지마에스트로|678476|062-385-2999|광주 서구 치평동 1326|광주 서구 상무대로 773|세정아울렛 2층 248호|아울렛||
LF|광주서방아울렛|2476|062-511-0249|광주 동구 계림동 547-11|광주광역시 동구 중앙로 361|(계림동)|아울렛|126.9194408|35.1639035
LF|광양LF스퀘어/헤지스골프|4464|061-815-4726|전라남도 광양시 광양읍 덕례리 739 SK주유소|전라남도 광양시 순광로 440|(광양읍, SK주유소)|아울렛|127.5663193|34.9636207
LF|광양LF스퀘어/헤지스|4463|061-815-4639|전라남도 광양시 광양읍 덕례리 739 SK주유소|전라남도 광양시 순광로 440|(광양읍, SK주유소)|아울렛|127.5663193|34.9636207
LF|광양LF스퀘어/질스튜어트뉴욕|4461|061-815-4629|전라남도 광양시 광양읍 덕례리 739 SK주유소|전라남도 광양시 순광로 440|(광양읍, SK주유소)|아울렛|127.5663193|34.9636207
LF|광양LF스퀘어/마에스트로|4462|061-815-4600|전라남도 광양시 광양읍 덕례리 739 SK주유소|전라남도 광양시 순광로 440|(광양읍, SK주유소)|아울렛|127.5663193|34.9636207
LF|광양LF스퀘어/라움|4467|061-815-4645|전라남도 광양시 광양읍 덕례리 739 SK주유소|전라남도 광양시 순광로 440|(광양읍, SK주유소)|아울렛|127.5663193|34.9636207
LF|광양LF스퀘어/닥스ACC|4465|061-815-4644|전라남도 광양시 광양읍 덕례리 739 SK주유소|전라남도 광양시 순광로 440|(광양읍, SK주유소)|아울렛|127.5663193|34.9636207
LF|고양스타필드/헤지스종합|4671|031-5173-1036|경기도 고양시 덕양구 동산동 370 스타필드 고양|경기도 고양시 덕양구 고양대로 1955|(동산동, 스타필드 고양)|아울렛|126.8948043|37.6470973
LF|경주포항아울렛|4126|054-774-1355|경상북도 경주시 천북면 모아리 960-5|경상북도 경주시 산업로 4894|(천북면)|아울렛|129.2427282|35.9135184
LF|NC수원터미널TNGT|1385620|031-8065-3840|경기 수원시 권선구 권선동 1189|경기 수원시 권선구 경수대로 270|NC백화점 3층|아울렛|127.0208724|37.2504676
LF|NC대구엑스코TNGT|4555|053-662-9431|대구 북구 산격동 1668|대구 북구 유통단지로14길 22|NC아울렛|아울렛|128.6103633|35.9052164
LF|LG패션/상계아울렛|1841|02-930-0270|서울시 노원구 상계동 318-2|서울특별시 노원구 노원로 408|(상계동)  |아울렛|127.0681293|37.6532005
LF|LF연수/질스튜어트스포츠|563804|032-717-0595|인천 연수구 청학동 455|인천 연수구 용담로 14|LF스퀘어 인천점 2층|아울렛|126.6690093|37.4186472
LF|LF양주/질스튜어트스포츠|554248|031-894-2714|경기 양주시 회정동 453-19|경기 양주시 평화로 1593|LF스퀘어 3층|아울렛|127.052446|37.831463
LF|LF스퀘어인천연수TNGT|1734414|032-818-3810|인천 연수구 청학동 455|인천 연수구 용담로 14|V-PLUS 인천연수아울렛 지하1층|아울렛|126.6691079|37.4197237
LF|LF스퀘어양주TNGT|1366508|031-894-2660|경기 양주시 회정동 453-19|경기 양주시 평화로 1593|3층|아울렛|127.052446|37.831463
LF|LF스퀘어양주/질스튜어트/스포츠|4702|031-894-2714|경기도 양주시 회정동 453-19 V PLUS|경기도 양주시 평화로 1593|(회정동, V PLUS) 3층|아울렛|127.052467|37.8314052
LF|LF스퀘어양주/앳코너|4740|031-894-2431|경기도 양주시 회정동 453-19 V PLUS|경기도 양주시 평화로 1593|(회정동, V PLUS) 2F|아울렛|127.052467|37.8314052
LF|LF스퀘어광양앳코너|4458|061-815-4764|전라남도 광양시 광양읍 덕례리 739 SK주유소|전라남도 광양시 순광로 440|(광양읍, SK주유소)|아울렛|127.5663193|34.9636207
LF|LF스퀘어광양라푸마|4459|061-815-4805|전라남도 광양시 광양읍 덕례리 739 SK주유소|전라남도 광양시 순광로 440|(광양읍, SK주유소)|아울렛|127.5663193|34.9636207
LF|LF스퀘어광양TNGT|4456|061-815-4632|전남 광양시 광양읍 덕례리 707|전남 광양시 광양읍 순광로 466|LF스퀘어 1층|아울렛||
LF|2001아울렛천호/블루라운지마에스트로|673698|02-2224-6465|서울 강동구 천호동 563|서울 강동구 구천면로 189|2001아울렛 천호점 3층|아울렛||
