##NAME|SUBNAME|TELNUM|NEWADDR
명랑핫도그|하동점||경남 하동군 하동읍 중앙로 26 1층 일부
명랑핫도그|광명하안점||경기 광명시 하안로 295 1층 101호 (하안동,노벨빌딩)
명랑핫도그|둔산점||대전 서구 둔지로 36 1층 106(일부)호 (둔산동,갤러리타워)
명랑핫도그|삼육대점||경기 남양주시 불암로 41-22 102호 (별내동)
명랑핫도그|제주동홍점||제주특별자치도 서귀포시 태평로537번길 49 동홍동
명랑핫도그|제주동문점||제주특별자치도 제주시 동문로 8 1층 (일도일동)
명랑핫도그|서초우성점||서울 서초구 사임당로 178 110호(서초동, 이즈타워)
명랑핫도그|대구서부점||대구 달서구 월배로 469 1층 (송현동)
명랑핫도그|안산중앙점||경기 안산시 단원구 예술대학로 17 1층 127-1호 (고잔동, 안산중앙 노블레스)
명랑핫도그|의정부신곡점||경기 의정부시 추동로 9 1층 111호 (신곡동)
명랑핫도그|고덕점||서울 강동구 아리수로50길 50 상가동 148호(고덕동, 래미안힐스테이트 고덕)
명랑핫도그|영종도하늘도시점||인천 중구 하늘달빛로 94 117호 (중산동 1875-3, 스타타워)
명랑핫도그|순천오천점||전남 순천시 순천만정원로 86 1층 116호 (풍덕동, 지플레이스)
명랑핫도그|천안청당점||충남 천안시 동남구 청수14로 60 1층 112호
명랑핫도그|세종소담점||세종특별자치시 한누리대로 2009 1층 109호
명랑핫도그|서산테크노밸리점||충남 서산시 성연면 성연3로 76 근림생활시설2동 104호 (힐스테이트 서산아파트)
명랑핫도그|창원감계점||경남 창원시 의창구 북면 감계로110번길 54-29 제1층 제103호(감계에코타워)
명랑핫도그|대구논공점||대구 달성군 논공읍 논공로9길 79-4 1층
명랑핫도그|구리/수택점||경기 구리시 이문안로 81 상가동 1층 1호
명랑핫도그|용인천리점||경기 용인시 처인구 이동읍 백옥대로 622 1층
명랑핫도그|용인역북점||경기 용인시 처인구 역북동 759-1 1층
명랑핫도그|보광동점||서울 용산구 보광동 231-43 1층
명랑핫도그|강화점||인천 강화군 강화읍 강화대로403번길 4 1동 1층
명랑핫도그|강진점||전남 강진군 강진읍 남성리 38-2 1층
명랑핫도그|남구로점||서울 구로구 구로동 169-4 1층
명랑핫도그|원주혁신도시점||강원 원주시 혁신로 37-1 1층 108호
명랑핫도그|말바우시장점||광주 북구 우산동 232-11 빌리오네빌딩 102호
명랑핫도그|판암점||대전 동구 동부로 73 상가동 105호
명랑핫도그|양평점||경기 양평군 양평읍 시민로 28 1층
명랑핫도그|가리봉점||서울 구로구 디지털로27길 65 1층(가리봉동)
명랑핫도그|마산호계점||경남 창원시 마산회원구 내서읍 호원로 311 107호
명랑핫도그|목감점||경기 시흥시 목감우회로 45 107호(목감동)
명랑핫도그|서판교점||경기 성남시 분당구 운중로 118 101호(운중동,스타타워)
명랑핫도그|울진점||경북 울진군 울진읍 울진중앙로 118 1층
명랑핫도그|대구중리점||대구 서구 국채보상로34길 12 중리롯데캐슬상가
명랑핫도그|산곡점||인천 부평구 산청로 41 1층 2호(산곡동)
명랑핫도그|동덕여대점||서울 성북구 하월곡동 27-108 1층
명랑핫도그|대흥역점||서울 마포구 백범로 101-1 1층
명랑핫도그|무안점||전남 무안군 무안읍 면성1길 116 1층
명랑핫도그|용두암점||제주특별자치도 제주시 용담로 64 1층
명랑핫도그|원당점||경기 고양시 덕양구 호국로789번길 3 1층 106호(주교동)
명랑핫도그|문정점||서울 송파구 송파대로 201 A동 1층 103호(문정동, 송파테라타워2)
명랑핫도그|용인보라점||경기 용인시 기흥구 한보라1로10번길 5 1층 112호
명랑핫도그|옥암점||전남 무안군 삼향읍 남악2로74번길 33 102호
명랑핫도그|오산대역점||경기 오산시 내삼미로79번길 12 107호
명랑핫도그|아산배방2호점||충남 아산시 배방읍 북수로 104 1동 103호
명랑핫도그|제주시청점||제주특별자치도 제주시 신성로13길 5 한라빌딩 1층
명랑핫도그|자양1동점||서울 광진구 자양동 626-4 1층
명랑핫도그|망월사역점||경기 의정부시 호원동 459 1층 108호
명랑핫도그|광주하남2지구점||광주 광산구 목련로21번길 20 상가2-107호(산정동)
명랑핫도그|전남영암점||전남 영암군 영암읍 중앙로 35-1 1층
명랑핫도그|동구청점||대구 동구 신암동 341-5 1층
명랑핫도그|산성점||대전 중구 보문산로 57 1층
명랑핫도그|평택현화점||경기 평택시 안중읍 현화리 249 1층
명랑핫도그|만수역점||인천 남동구 만수동 948-5 1층 103호
명랑핫도그|신방화역점||서울 강서구 마곡동 739-2 우성르보아투 1층 106호
명랑핫도그|세종대점||서울 광진구 군자동 102-5 1층
명랑핫도그|장흥점||전남 장흥군 장흥읍 건산리 720-69 1층
명랑핫도그|천안성거점||충남 천안시 서북구 성거읍 신월리 6-2 오월빌딩 1층 104호
명랑핫도그|대야점||경기 시흥시 비둘기공원7길 46 1층 110호
명랑핫도그|부천중동점||경기도 부천시 중동 11731 보람마을 동남상가 1층
명랑핫도그|부천소사점||경기 부천시 소사본동 96-52 1층
명랑핫도그|대구역점||대구 중구 동성로 86 1층
명랑핫도그|장성점||전라남도 장성군 장성읍 영천로 175-9
명랑핫도그|가재울뉴타운점||서울특별시 서대문구 수색로 56, 1층 117호 (북가좌동,성공타워1층)
명랑핫도그|순천터미널점||전라남도 순천시 장천동 85-2
명랑핫도그|강일점||서울특별시 강동구 강일동 675-4 골드프라자 제1층 제107호
명랑핫도그|약수역점||서울특별시 중구 신당동 374-19
명랑핫도그|석수점||경기도 안양시 만안구 석수동 759-1번지
명랑핫도그|화천점||강원도 화천군 화천읍 상승로 42-19
명랑핫도그|서산호수공원점||충청남도 서산시 예천동 1256-2
명랑핫도그|목3동점||서울특별시 양천구 목동 중앙북로 7길 6, 1층 일부 (목동)
명랑핫도그|신월7동점||서울특별시 양천구 지양로7길 4, 1층 (신월동)
명랑핫도그|대전낭월점||대전광역시 동구 산내로 1312-1, 1층(낭월동)
명랑핫도그|조치원점||세종특별자치시 조치원읍 새내로 117-1 1층
명랑핫도그|부천원종사거리점||경기도 부천시 원종로 33, 1층 (원종동)
명랑핫도그|평택이충점||경기도 평택시 이충로 35번길 24, 105호 (이충동,보람플러스11)
명랑핫도그|마천점||서울특별시 송파구 마천로45길 41, 1층(마천동)
명랑핫도그|화정힐스테이트점||광주광역시 서구 화정로 256, 1층 (화정동)
명랑핫도그|조선대점||광주광역시 동구 필문대로273번길 29, 1층(지산동)
명랑핫도그|나운2호점||전라북도 군산시 문화로 36, 상가동 109호(나운동,주공아파트)
명랑핫도그|천호점||서울특별시 강동구 천호대로157길 49, 1층 (천호동)
명랑핫도그|주안점||인천광역시 남구 미추홀대로 735, 103호(주안동)
명랑핫도그|영광점||전라남도 영광군 영광읍 중앙로 181, 1층
명랑핫도그|망원역점||서울특별시 마포구 월드컵로13길 17길 (망원동)
명랑핫도그|연희점||서울특별시 서대문구 증가로 13-9, 지하층 102호 (연희동)
명랑핫도그|중곡시장점||서울특별시 광진구 능동로49길 41, 1층(중곡동)
명랑핫도그|잠실장미점||서울특별시 송파구 올림픽로35길 124, 내제1동 1층 111호 (신천동,장미A상가동)
명랑핫도그|나주빛가람점||전라남도 나주시 상야1길 21, A동 1층 109호 (빛가람동,킹덤프라자)
명랑핫도그|새롬점||세종특별자치시 새롬중앙로 51 1층 106호(새롬동, 에스월드 빌딩)
명랑핫도그|연천전곡점||경기도 연천군 전곡읍 온골로 50-2
명랑핫도그|오목교점||서울특별시 양천구 신목로 83, 1층 102호(신정동)
명랑핫도그|아산풍기점||충청남도 아산시 용화고길90, 상가동 1층 101호 용화동, 용화마을 신도브래뉴아파트
명랑핫도그|인천동양점||인천광역시 계양구 동양로 115, 102호 (동양동)
명랑핫도그|대구세천점||대구광역시 달성군 다사읍 세천로 160
명랑핫도그|의왕오전점||경기도 의왕시 원골로 14, 1층 (오전동)
명랑핫도그|세종보람점||세종특별자치시 남세종로 454 1층 110호 (보람동, 강남제일타워)
명랑핫도그|보은점||충청북도 보은군 보은읍 보은로 120
명랑핫도그|고창점||전라북도 고창군 고창읍 중거리당산로 177
명랑핫도그|아산둔포테크노밸리점||충청남도 아산시 둔포면 아산밸리 중앙로 67, 412(상가)동 지하1층 B101호 (아산테크노밸리 EG the1 4단지 아파트)
명랑핫도그|광양마동점||전라남도 광양시 사동로 193, 1층입구 (마동)
명랑핫도그|신대방1동점||서울특별시 동작구 여의대방로 30, 12동 B층 119호 (신대방동, 현대상가)
명랑핫도그|성수점||서울특별시 성동구 아차산로 7길 18, 1층성수동2가 289-237)
명랑핫도그|포천터미널점||경기도 포천시 중앙로 128 (신읍동)
명랑핫도그|행당점||서울특별시 성동구 행당로 100, 1층 (행당동)
명랑핫도그|대전봉명점||대전광역시 유성구 계룡로 47, 지상1층 (봉명동)
명랑핫도그|화성남양점||경기도 화성시 남양읍 시청로 6, 107호 (훼밀리프라자)
명랑핫도그|속초교동점||강원도 속초시 중앙로 31-1(교동)
명랑핫도그|남양주별내점||경기도 남양주시 별내중앙로 54, 103호 (별내동)
명랑핫도그|전남진도점||전라남도 진도군 진도읍 남문길 30
명랑핫도그|동탄능동점||경기도 화성시 동탄지성로 136, 104호 (능동,우리프라자)
명랑핫도그|외대점||서울특별시 동대문구 휘경로 22, 1층 (이문동)
명랑핫도그|대천해수욕장점||충청남도 보령시 머드광장로 14(신흑동)
명랑핫도그|광주두암점||광주 동구 산수동 683 1층
명랑핫도그|천안두정역점||충청남도 천안시 서북구 봉정로 347, 1층 103호 (두정동)
명랑핫도그|청주오창2산단점||충청북도 청주시 청원구 오창읍 2산단3로 16, 주건축물제1동 1층
명랑핫도그|서산터미널점||충청남도 서산시 안견로 190, 1층 (동문동, 제1호)
명랑핫도그|괴정롯데점||대전광역시 서구 용문로 41-80, 1층 104호 (괴정동 리베라아이누리주상복합)
명랑핫도그|대구교대점||대구광역시 남구 중앙대로 219-1 (대명동)
명랑핫도그|영진전문대점||대구광역시 북구 복현동 336-4번지
명랑핫도그|대전부사점||대전광역시 중구 대종로 299, 1층 (부사동)
명랑핫도그|단국대점||경기도 용인시 수지구 죽전로 150 (죽전동, 단대프라자 3차 103호)
명랑핫도그|성남점||경기도 성남시 중원구 원터로 105번길 2, 1층 (성남동)
명랑핫도그|동래역점||부산광역시 동래구 명륜로 129번길 1, 1층 (명륜동)
명랑핫도그|천안두정점||충청남도 천안시 서북구 부성1길 4, 1층 101호 (두정동)
명랑핫도그|작전역점||인천광역시 계양구 계양대로 41, 1층 일부 (작전동)
명랑핫도그|수원터미널점||경기도 수원시 권선구 덕영대로 1201번길 28, 103호 (권선동)
명랑핫도그|부천상동역점||경기도 부천시 길주로 115, 101호(상동, 시그마타워)
명랑핫도그|사당역점||서울특별시 서초구 과천대로 946, 1층7호(방배동)
명랑핫도그|논산취암점||충남 논산시 계백로 1000 (취암동)
명랑핫도그|전주혁신점||전라북도 전주시 덕진구 안전로 197 ,4동 1층 150호 (장동, 스카이빌딩)
명랑핫도그|경인교대역점||인천광역시 계양구 계산로 89, 1층(계산동)
명랑핫도그|대진대점||경기도 포천시 호국로 997.1층(선단동, 영일빌딩)
명랑핫도그|대전내동점||대전광역시 서구 갈마로 262. 501동 105호(내동,맑은아침아파트)
명랑핫도그|함안점||경상남도 함안군 가야읍 함안대로561
명랑핫도그|마전역점||인천광역시 서구 완정로 59, 1층(마전동,금강빌딩)
명랑핫도그|충북영동점||충청북도 영동군 영동읍 계산로 16
명랑핫도그|군산나운점||전라북도 군산시 의료원로 149. 3동 1층 103호
명랑핫도그|광명소하2호점||경기도 광명시 오리로 379, 1층(소하동)
명랑핫도그|광주오치점||광주광역시 북구 서하로 156. A동 1층(용봉동)
명랑핫도그|충남예산점||충청남도 예산군 예산읍 벚꽃로 155번길21
명랑핫도그|까치산역점||서울특별시 강서구 곰달래로 136, 1층 101호(화곡동)
명랑핫도그|인천부개점||인천광역시 부평구 길주남로 155, 109호(부개동,성진프라자)
명랑핫도그|인천신현점||인천광역시 서구 가정로 384(가정동)
명랑핫도그|파주가람마을점||경기 파주시 미래로 620 1층 104호(와동동, 해솔프라자)
명랑핫도그|둔촌점||서울특별시 강동구 양재대로 1329. 1층(성내동)
명랑핫도그|의정부코스트코점||경기도 의정부시 용민로 483, 1층 115호
명랑핫도그|천안신방점||충청남도 천안시 동남구 서부대로 276, 105호
명랑핫도그|숙명여대점||서울특별시 용산구 청파로47길 74, 1층(청파동2가)
명랑핫도그|대전갈마동점||대전광역시 서구 갈마로 66. 1층(갈마동)
명랑핫도그|인하대점||인천광역시 남구 인하로77번길 18, 1층(용현동)
명랑핫도그|전주쪽구름로점||전라북도 전주시 덕진구 쪽구름로 55, 1층(여의동)
명랑핫도그|순천금당점||전라남도 순천시 해룡면 상삼리 657외1필지 부영원앙@상가동 130호
명랑핫도그|수원정자시장점||경기도 수원시 장안구 정자동 76-3
명랑핫도그|해남점||전라남도 해남군 해남읍 군청길 2
명랑핫도그|광주일곡점||광주광역시 북구 설죽로503. 1층 105호(일곡동)
명랑핫도그|김포마송점||경기도 김포시 통진읍 조강로39, 1층
명랑핫도그|울산매곡점||울산광역시 북구 매곡1로 46, 1층109호 (매곡동,대우프라자)
명랑핫도그|성주점||경상북도 성주군 성주읍 성주로 3215-1
명랑핫도그|안성공도점||경기도 안성시 공도읍 공도로 87, 1층 106호
명랑핫도그|남원도통점||전라북도 남원시 오들1길 19(도통동)
명랑핫도그|여수신기점||전라남도 여수시 흥국상가길 3(신기동)
명랑핫도그|목포터미널점||전라남도 목포시 상동 179-10
명랑핫도그|창원팔용점||경상남도 창원시 의창구 반계로 97,1층105호(팔용동,창대빌딩)
명랑핫도그|강남지하상가점||서울특별시강남구 강남대로 지하 393, 지하층 B-25호 (역삼동, 강남역 지하상가)
명랑핫도그|전주삼익수영장점||전라북도 전주시 완산구 거마산3길, 1층 1호, (정자동, 휘데스빌딩)
명랑핫도그|충북괴산점||충청북도 괴산군 괴산읍 읍내로 11길 7-1
명랑핫도그|광주쌍촌점||광주광역시서구쌍촌동 1350-4번지
명랑핫도그|광주소촌점||광주광역시 광산구 소촌로 152번길 30
명랑핫도그|덕정점||경기도 양주시 화합로 1363, 101호(덕정동)
명랑핫도그|청주용암중흥마을점||충청북도 청주시 상당구 중흥로187번길 4, 1층(용암동)
명랑핫도그|남성역점||서울특별시 동작구 사당로13길 31, 상가동 지하1층 2-2호 (사당동, 두산위브트레지움)
명랑핫도그|세종도담점||세종특별자치시 보듬4로 9 반도 유보라 카림에비뉴(도담동 1층 83호)
명랑핫도그|아차산점||서울특별시 광진구 천호대로 131길 7, 1층 102동(구의동)
명랑핫도그|광주금호점||광주광역시 서구 운천로 27-1, 1층(금호동)
명랑핫도그|광주첨단2호점||광주광역시 광산구 월계로 195, 상가동 1-2호 (월계동)
명랑핫도그|예천점||경상북도 예천군 예천읍 중앙로 23
명랑핫도그|고양삼송점||경기도 고양시 덕양구 삼송로 94-22, 1층 106호(삼송동)
명랑핫도그|중화산점||전라북도 전주시 완산구 유연로 282, 1층(중화산동2가)
명랑핫도그|인천검암점||인천광역시 서구 승학로 497 1층 112호(검암동, 검암프라자)
명랑핫도그|울산남외점||울산광역시 중구 남외1길 28, 1층 104호(남외동)
명랑핫도그|응암오거리점||서울특별시 은평구 응암로 173-1, 1층 우측호(응암동)
명랑핫도그|상계보람점||서울특별시 노원구 한글비석로 459, 1층(상계동)
명랑핫도그|종로3가점||서울특별시 종로구 종로112.1층(종로3가)
명랑핫도그|대전복수점||대전광역시 서구 복수동로 53, 1층 103호(복수동)
명랑핫도그|청주가경점||충청북도 청주시 흥덕구 가경동 1189 형석1차아파트 상가 13동 105호
명랑핫도그|양산범어점||경상남도 양산시 물금읍 범어리 2711-1 세종메디컬센터 112-1호
명랑핫도그|홍성점||충청남도 홍성군 홍성읍 조양로 136번길 13
명랑핫도그|당진중앙점||충청남도 당진시 당진중앙1로 195, 1층(읍내동, 골드프라자)
명랑핫도그|석계역점||서울특별시 노원구 석계로 2(월계동, 1층)
명랑핫도그|을지대점||경기도 성남시 중원구 은이로5번길 23, 1층(은행동)
명랑핫도그|과천점||경기도 과천시 중앙로 131, 108호 (중앙동, 현대빌딩)
명랑핫도그|서곡점||전라북도 전주시 완산구 서곡1길 1-5, 1층(효자동3가)
명랑핫도그|목1동점||서울특별시 양천구 목동서로 221, 1층 105호(목동, 굿모닝탑)
명랑핫도그|염주사거리점||광주광역시 서구 염화로 99, 1층(화정동)
명랑핫도그|화성향남2지구점||경기도 화성시 향남읍 상신하길로298번길 7-23, 106호
명랑핫도그|월곡점||광주광역시 광산구 사암로 252, 1층(월곡동)
명랑핫도그|충주연수점||충청북도 충주시 갱고개로 154(연수동)
명랑핫도그|청주금천점||충청북도 청주시 상당구 산성로 92번길 43-1, 1층 101-2호(금천동)
명랑핫도그|아산배방점||충청남도 아산시 배방읍 배방로 53, 1층 101호(황금프라자)
명랑핫도그|김제검산점||전라북도 김제시 도작로 66(검산동)
명랑핫도그|인천연수점||인천광역시 연수구 용담로 146, 1층 일부(연수동)
명랑핫도그|간석역점||인천광역시 남동구 간석동 395-29
명랑핫도그|정림동점||대전광역시 서구 정림동로7번길 22, 117호(정림동)
명랑핫도그|구룡포점||경상북도 포항시 남구 구룡포읍 호미로 253-3, 1층
명랑핫도그|검단사거리역점||인천광역시 서구 검단로 474, 103호(왕길동, 뷰비스타운)
명랑핫도그|둔산3동점||대전광역시 서구 둔산로 220, 1층 101호(둔산동, 훼미리타운)
명랑핫도그|용인구성점||경기도 용인시 기흥구 구성로102, 1층 109호(언남동, 푸른종합상가)
명랑핫도그|안성중앙점||경기도 안성시 중앙로 387, 1층 3호(대천동)
명랑핫도그|구월선수촌점||인천광역시 남동구 선수촌로46번길 4, 1층 102호(구월동, 구월드림프라자(근생6-1-2))
명랑핫도그|구서점||부산광역시 금정구 구서로 12, 1층 24호(구서동)
명랑핫도그|퇴계원점||경기도 남양주시 퇴계원면 퇴계원로 53, 1층 (인왕빌딩)
명랑핫도그|전주호성동점||전라북도 전주시 덕진구 호성3길 12, 101호(호성동1가)
명랑핫도그|목동역점||서울특별시 양천구 목동로 219, 1층 107호(신정동)
명랑핫도그|영덕점||경상북도 영덕군 영덕읍 중앙길 96-8
명랑핫도그|하남미사1호점||경기도 하남시 미사강변북로30번길 130, 102호 (망월동)
명랑핫도그|왕지점||전라남도 순천시 백연길 98, 1층(조례동)
명랑핫도그|잠실신천역점||서울특별시 송파구 석촌호수로 60, 1층(잠실동)
명랑핫도그|송강점||대전광역시 유성구 봉산로 11, 106호(송강동)
명랑핫도그|청주강서점||충청북도 청주시 흥덕구 서현북로 68, 1층 103호(가경동)
명랑핫도그|부안점||전라북도 부안군 부안읍 석정로 207
명랑핫도그|인천효성점||인천광역시 계양구 안남로 562, 1층 1호(효성동)
명랑핫도그|양산사거리||광주광역시 북구 하서로415, 1층(용두동)
명랑핫도그|수원북문점||경기도 수원시 장안구 정조로 932, 1층(영화동)
명랑핫도그|부여점||충청남도 부여군 부여읍 사비로 96
명랑핫도그|목포남악점||전라남도 무안군 삼향읍 남악5로 22번길 23, 102호
명랑핫도그|관저대자연마을점||대전광역시 서구 관저북로 53, 103호(관저동)
명랑핫도그|광주풍암1지구점||광주광역시 서구 풍암중앙로 55, 1층 103호(풍암동, 메디광빌딩)
명랑핫도그|동해천곡점||강원도 동해시 대학로 35, 104호(천곡동, 삼성아파트상가)
명랑핫도그|단양고수동굴점||충청북도 단양군 단양읍 고수리 111-18
명랑핫도그|대전월평점||대전광역시 서구 청사서로 41, 1층 116호 (월평동,백합상가)
명랑핫도그|신구대점||경기도 성남시 중원구 금빛로 52, 1층(금광동)
명랑핫도그|옥천점||충청북도 옥천군 옥천읍 중앙로 45
명랑핫도그|송도캠퍼스타운점||인천광역시 연수구 송도과학로27번길 55, 301동 8-120호(송도동,롯데캐슬 캠퍼스타운)
명랑핫도그|봉선점||광주광역시 남구 봉선중앙로 15, 1층(봉선동)
명랑핫도그|수원정자점||경기도 수원시 장안구 대평로 80, 115호(정자동, 정연메이저)
명랑핫도그|일산주엽역점||경기도 고양시 일산서구 중앙로 1406, 1층 119호(주엽동,한솔코아)
명랑핫도그|쌍문점||서울특별시 도봉구 해등로190, 1층 118호 (쌍문동, 신원주상2차아파트상가)
명랑핫도그|화원점||대구광역시 달성군 화원읍 비슬로 2578, 1층
명랑핫도그|상대점||대전광역시 유성구 도안대로 511-12, 지상1층 104호(상대동)
명랑핫도그|파주문산점||경기도 파주시 문산읍 문산로 51, 1층 일부
명랑핫도그|용인죽전점||경기도 용인시 수지구 현암로 153, 114호(죽전동, 건영타운)
명랑핫도그|홍성내포신도시점||충청남도 홍성군 홍북면 청사로 42, 1층 107호(내포CS빌딩)
명랑핫도그|용인상현점||경기도 용인시 수지구 만현로 106, 104호(상현동,만현프라자)
명랑핫도그|분당이매점||경기도 성남시 분당구 판교로 446, 1층 103호(이매동)
명랑핫도그|효자휴먼시아점||전라북도 전주시 완산구 호암로 77 (효자동2가)
명랑핫도그|전주하가점||전라북도 전주시 덕진구 가련산로 13, 1층 101호(덕진동2가,청목빌딩)
명랑핫도그|순천호수공원점||전라남도 순천시 왕지2길 19-9, 1층(왕지동)
명랑핫도그|사가정점||서울특별시 중랑구 사가정로52길 20 (면목동)
명랑핫도그|영도동삼점||부산광역시 영도구 동삼로 63(동삼동)
명랑핫도그|파주운정점||경기도 파주시 미래로 369-71, 105호(동패동, 동방프라자)
명랑핫도그|여주중앙점||경기도 여주시 세종로14번길 18 중앙프라자
명랑핫도그|수원오목천점||경기도 수원시 권선구 삼천병마로 1593, 1층(오목천동)
명랑핫도그|분당구미점||경기도 성남시 분당구 미금로 36, 1층 101호(구미동)
명랑핫도그|충남아산점||충청남도 아산시 번영로 223, 1층 105호 (모종동,동양고속터미널)
명랑핫도그|순천연향점||전라남도 순천시 연향번영길 94, 1층 118호(동성아파트상가동)
명랑핫도그|성신여대점||서울특별시 성북구 동소문로22길 6(동선동1가)
명랑핫도그|다대포점||부산광역시 사하구 다송로 23, 111호(다대동, 다대롯데캐슬블루상가)
명랑핫도그|온천장역점||부산광역시 금정구 오시게로 38, 1층(부곡동)
명랑핫도그|영대병원점||대구광역시 남구 명덕시장길 53(대명동)
명랑핫도그|신가점||광주광역시 광산구 수등로 245,1층(신가동)
명랑핫도그|익산모현동점||전라북도 익산시 고현로7길 4, 107호(모현동1가)
명랑핫도그|부산시청점||부산광역시 연제구 시청로 12, 상가동 1층 111호(연산동, 부산 더샵시티애비뉴2)
명랑핫도그|광주진월점||광주광역시 남구 서문대로 713, 1층(진월동)
명랑핫도그|모란역점||경기도 성남시 중원구 성남대로 1158, 1층일부(성남동)
명랑핫도그|청주용암점||충청북도 청주시 상당구 월평로 225, 상가동 1층 15호(용암동, 효성아파트)
명랑핫도그|충남서천점||충청남도 서천군 서천읍 서천로 107
명랑핫도그|개롱역점||서울특별시 송파구 오금로 396, 1층 113호 (가락동, 에스케이허브파크)
명랑핫도그|대전배재대점||대전광역시 서구 배재로 170, 1층 102호(도마동)
명랑핫도그|서변점||대구광역시 북구 호국로 219 (서변동, 1층)
명랑핫도그|수원태장사거리점||경기도 수원시 영통구 태장로 84, 1층 109호(망포동, 망포프라자)
명랑핫도그|원주무실점||강원도 원주시 능라동길 48-1, 지상1층 112호(무실동, 아트리움112호)
명랑핫도그|충남금산점||충청남도 금산군 금산읍 비단로 313, c동 106호
명랑핫도그|나주중앙점||전라남도 나주시 중앙로 38-1, 1층 2호(중앙동)
명랑핫도그|모래내역점||인천광역시 남동구 호구포로 818, 1층 100호(구월동,퍼스트하임프라자)
명랑핫도그|안동용상점||경상북도 안동시 경동로 940-1, 1층(용상동)
명랑핫도그|북마산점||경상남도 창원시 마산합포구 북성로 91, 1층(상남동)
명랑핫도그|용인흥덕점||경기도 용인시 기흥구 흥덕중앙로 59, 1층 108호(영덕동,흥덕노블레스)
명랑핫도그|상계1호점||서울특별시 노원구 한글비석로20길 21, 1층(중계동)
명랑핫도그|대전목동점||대전광역시 중구 목중로 19, 1층(목동)
명랑핫도그|의정부민락점||경기도 의정부시 오목로205번길 29, 113호(민락동)
명랑핫도그|청주분평점||충청북도 청주시 서원구 1순환로 1107번길 20, 1층 104호(분평동,해피존빌딩 주동)
명랑핫도그|동성로아카데미점||대구광역시 중구 중앙대로 412-16, 1층(사일동)
명랑핫도그|수원성대역점||경기도 수원시 장안구 서부로 2129-1, 1층 104호(율전동)
명랑핫도그|익산부송동점||전라북도 익산시 부송로 66, 1층(부송동)
명랑핫도그|대구장기점||대구광역시 달서구 장기로 247, 1층(장기동)
명랑핫도그|광주문흥점||광주광역시 북구 문산로 30-1(문흥동,상가 1층 3호)
명랑핫도그|용인상현역점||경기도 용인시 수지구 광교중앙로 294, 103호(상현동,엘리치안)
명랑핫도그|기흥구청점||경기도 용인시 기흥구 구갈로 74, 108호(구갈동, 구갈스포츠센터)
명랑핫도그|인천송현점||인천광역시 동구 수문통로 58, 1층(송현동)
명랑핫도그|내발산점||서울특별시 강서구 수명로 74, 103호(내발산동,발산시티타워)
명랑핫도그|만촌점||대구광역시 수성구 달구벌대로 2610(만촌동)
명랑핫도그|광주용봉점||광주광역시 북구 용봉택지로 38 (용봉동,1층)
명랑핫도그|김해연지점||경상남도 김해시 내외로77번길 12, 102호(내동. 경보스포츠프라자)
명랑핫도그|울산야음점||울산광역시 남구 수암로 149번길 9, 101동 109호(야음동,대하미르빌)
명랑핫도그|신정점||서울특별시 양천구 목동동로 59, 1층 105호(신정동,로얄프라자)
명랑핫도그|과기대점||서울특별시 노원구 공릉로 208, 1층6호(공릉동)
명랑핫도그|오산역점||경기도 오산시 원동로 37번길 38, 1층(원동)
