ID|NAME|BRANCH|ADDR|TELL|TIME|XCORD|YCORD
NC0562|한솥도시락|파주교하점|경기도 파주시 교하동 동패리 1694-3 105호|0319434858|9:00~20:00|126.7180827|37.7245382
NC0564|한솥도시락|수지도서관점|경기도 용인시 수지구 풍덕천동 1089-3|0318970809|9:00~21:00|127.0940163|37.3212423
NC0363|한솥도시락|용인명지대앞점|경기도 용인시 처인구 남동 615-1 우영빌딩 101호|0313341181|7:00~21:00|127.1881557|37.2262188
NC0382|한솥도시락|의정부북부점|경기도 의정부시 가능1동 648-25|0318792452|8:00~21:00|127.0424424|37.7480733
NC0279|한솥도시락|광명소하이마트옆점|경기도 광명시 소하동 1341-3 청학프라자 101호|0226125933|9:00~21:00|126.8833501|37.4469649
NC0297|한솥도시락|대림대앞점|경기도 안양시 동안구 비산동 543-2|0314640013|9:00~20:30|126.93163597857358|37.40179206380885
NC0298|한솥도시락|안양대앞점|경기도 안양시 만안구 안양5동 707-143호|0314697458|9:00~20:00|126.9209818|37.3935894
NC0429|한솥도시락|의정부2청사점|경기도 의정부시 신곡동 761-1|031-852-0603|8:00~21:00|127.0698898|37.7495396
NC0554|한솥도시락|수정구청점|경기도 성남시 수정구 신흥동 30-5번지|0317236910|9:00~21:00|127.1463412|37.4501912
NC0591|한솥도시락|구리교문점|경기 구리시 경춘로172번길 5, 1층|0315153036|7:00~21:00|127.1345201725303|37.60019442126615
NC0617|한솥도시락|고양능곡병원앞점|경기도 고양시 덕양구 토당동 845번지|0319381180|7:00~21:00|126.8241187|37.6260862
NC0460|한솥도시락|부천중동현대점|경기도 부천시 원미구 중동 1161-1 디아뜨2차 B동|0323251255|9:00~21:00|126.7616236|37.5025264
NC0440|한솥도시락|일산라페스타점|경기도 고양시 일산동구 장항동 734-2 104호|0318121212|8:00~21:00|126.7679197|37.6631063
NC0415|한솥도시락|미금역점|경기도 성남시 분당구 금곡동 153번지|0317173515|8:00~21:00|127.1107925|37.3504053
NC0503|한솥도시락|선부다이아몬드공원점|경기도 안산시 단원구 선부동 1070-16 칠성플러스타운 1층 115호|0314834533|8:00~21:00|126.8087963|37.3364175
NC0582|한솥도시락|행신서정마을점|경기도 고양시 덕양구 행신동 1083-3|0319389994|7:00~21:00|126.846703|37.6179943
NC0592|한솥도시락|군포초등학교앞점|경기도 군포시 당동 904-5번지 그린프라자 107호|0313973838|9:00~21:00|126.9439417|37.3479211
NC0453|한솥도시락|포천대진대점|경기도 포천시 선단동 대진대학교 내 학생회관 1층|0315345358|9:00~20:00|127.15664850000007|37.871337
NC0631|한솥도시락|부천북부역사거리점|경기도 부천시 원미구 심곡동 169-5|0326612022|9:00~21:00|126.7840516|37.4859153
NC0632|한솥도시락|일산후곡점|경기도 고양시 일산서구 일산3동 1061번지|0319161114|9:00~20:00|126.7649675|37.6786428
NC0653|한솥도시락|안성공도읍사무소앞점|경기도 안성시 공도읍 만정리 817-2번지 101호|0316168455|7:00~21:00|127.1721254|37.0004875
NC0598|한솥도시락|파주LCD8공구점|경기도 파주시 월롱면 덕은리 1284번지 113호|0319428046|9:00~22:00|126.7776769|37.8115274
NC0666|한솥도시락|동수원월드메르디앙점|경기도 수원시 팔달구 우만동 600|0312157366|8:30~21:00|127.0346833|37.2807204
NC0698|한솥도시락|용인상갈점|경기도 용인시 기흥구 상갈동 125-22|0312840039|9:00~21:00|127.1069438|37.266586
NC0801|한솥도시락|일산대화역킨텍스점|경기도 고양시 일산서구 대화동 2203-1|0319120001|8:00~21:00|126.7481737|37.6762836
NC0706|한솥도시락|성남신구대점|경기도 성남시 중원구 1793번지|0317489981|7:00~21:00|127.1662579|37.446311
NC0796|한솥도시락|용인전대점|경기도 용인시 포곡읍 전대리 191-8 |0313335198|9:00~21:00|127.2172047|37.2865898
NC0697|한솥도시락|일산풍동점|경기도 고양시 일산동구 풍동 1279-3|0319045949|8:00~21:00|126.7993909|37.667394
NC0718|한솥도시락|파주금릉역앞점|경기도 파주시 금촌동 988-1 우평프라자 109호|0319457694|8:00~21:00|126.7668908|37.7519469
NC0725|한솥도시락|운정한울점|경기도 파주시 동패동 와석순환로 125, 현대프라자 101호|0319487227|8:00~21:00|126.74577769999996|37.712095
NC0671|한솥도시락|시화세종점|경기도 시흥시 정왕동 1882-8 106호|0314349494|8:00~21:00|126.7302357|37.3627692
NC0672|한솥도시락|권선롯데마트앞점|경기도 수원시 권선동 1297-4|0312352990|9:00~21:00|127.034673|37.2510555
NC0675|한솥도시락|용인양지점|경기도 용인시 처인구 양지면 양지리 575-4|0313328118|9:00~21:00|127.2842293|37.2343671
NC0777|한솥도시락|송내로데오점|경기도 부천시 원미구 상일로 94번길 15(상동 송내부건프라자 1층 103호)|0323211914|7:00~21:00|126.7527879|37.4908098
NC0880|한솥도시락|병점점|경기도 화성시 진안동 진안동 914-2, 105호|0312380835|8:00~21:00|127.0349528|37.2133419
NC0773|한솥도시락|망월사역점|경기도 의정부시 평화로 196,122(호원동,신일엘리시움)|0318772992|7:00~21:00|127.0484246|37.7094804
NC0813|한솥도시락|동탄남광장점|경기도 화성시 반송동 107-1|0316132446|9:00~21:00|127.0715448|37.1999948
NC0936|한솥도시락|동탄2신도시점|경기도 화성시 동탄순환대로 704 102호|0313735949|9:00~21:00|127.110949|37.206982
NC0839|한솥도시락|일산시장점|경기도 고양시 일산서구 일산동 615-3|0319755252|8:00~20:00|126.7705615|37.6862141
NC0844|한솥도시락|수원디지털엠파이어점|경기도 수원시 영통구 영통동 980-3|0313034949|9:00~21:00|127.0599149|37.2451284
NC0765|한솥도시락|라성호텔사거리점|경기도 안산시 단원구 원곡동 846-3|07042048288|8:00~21:00|126.8010123|37.3272026
NC0767|한솥도시락|용인보라점|경기도 용인시 기흥구 보라동 578-1 110호|0312751184|8:00~21:00|127.1099067|37.2543354
NC0791|한솥도시락|일산주엽점|경기도 고양시 일산서구 주엽동 106-1|0319123229　|9:00~21:00|126.7625808|37.6691987
NC0810|한솥도시락|일산탄현점|경기도 고양시 일산서구 탄현동 1573-7 탄현프라자 101호|0319125992|8:00~22:00|126.7631366|37.6910366
NC0898|한솥도시락|부천원종사거리점|경기도 부천시 오정구 원종동 227-5|0326720793|7:00~21:00|126.8044917|37.5229136
NC0901|한솥도시락|가평점|경기도 가평군 가평읍 읍내리 475-11|0315824884|7:00~20:00|127.5147761|37.8276566
NC0910|한솥도시락|덕소삼거리점|경기도 남양주시 와부읍 덕소리 466-2|0315762676|8:00~21:00|127.2118836|37.5866946
NC0979|한솥도시락|성남금강펜테리움점|경기도 성남시 중원구 갈마치로 215 지하1층 123-2호|0317471008|7:00~21:00|127.173382|37.433437
NC0980|한솥도시락|광교상현역점|경기도 용인시 수지구 광교중앙로 313, 104호(상현동, 광교프리미어타워)|0312132014|7:00~21:00|127.0690616|37.2980141
NC0967|한솥도시락|향남2지구점|경기 화성시 향남읍 하길리 133-2|0313539144|7:00~21:00|126.913374|37.111959
NC0972|한솥도시락|수원호매실점|경기도 수원시 권선구 금곡동 1083-2 |0312929533|7:00~21:00|126.9413511|37.2721046
NC0991|한솥도시락|평택소사벌점|경기도 평택시 비전5로 21, 113호 (비전동, 쏘울스퀘어)|0316555055|7:00~21:00|127.11396720180505|37.000920625631785
NC0992|한솥도시락|시흥장곡점|경기도 시흥시 장곡로 49번길 9-1, 102호(장곡동)|0313160828|8:00~21:00|126.783352|37.378383
NC0997|한솥도시락|동천역U타워점|경기도 용인시 수지구 동천동 899 U타워 213호|0315253322|8:00~21:00|127.101693|37.338231
NC1001|한솥도시락|평택법원점|경기도 평택시 동삭동 662-4 (102호)|0316530045|8:30~20:30|127.09468|37.0100018
NC0906|한솥도시락|평촌금강펜테리움점|경기도 안양시 관양동 810번지 금강펜테리움 IT타워|03180690410|7:00~21:00|126.9692063|37.4009257
NC0913|한솥도시락|포승공단점|경기도 평택시 포승읍 평택항로184번길 3-33 1동 104호  |03180941122|9:00~21:00|126.8434841|36.9771129
NC0818|한솥도시락|동탄능동점|경기도 화성시 능동 1113-3 에이앤비프라자 101호|0316136151|9:00~21:00|127.0601236|37.2098932
NC0829|한솥도시락|남양뉴타운점|경기도 화성시 남양동 1203번지|0313555661|7:00~21:00|126.8180597|37.2089486
NC0924|한솥도시락|심곡본동점|경기도 부천시 소사구 성주로 195-4|0322213013|7:00~22:00|126.7782903|37.4785296
NC0894|한솥도시락|김포통진점|경기도 김포시 통진읍 마송리 110-2|0319868001|8:00~21:00|126.5976226|37.6909239
NC0885|한솥도시락|수원월드컵체육센타점|경기도 수원시 팔달구 우만동 228|0312445552|9:00~21:00|127.0376031|37.2872733
NC1012|한솥도시락|오산세교점|경기도 오산시 수목원로 458, 세교삼성프라자 102호|0313761038|9:00~21:00|127.048516|37.1581171
NC1021|한솥도시락|양주고읍점|경기도 양주시 고읍남로 14, 층 103호(광사동,  더테라스1)|0318480303|07:00 ~ 21:00|127.07971797340247|37.79503602344095
NC1006|한솥도시락|시흥시화공고옆점|경기도 시흥시 정왕동 1516|0313191929|07:00 ~ 21:00|126.75223289999997|37.344227
NC1006|한솥도시락|시흥시화공고옆점|경기도 시흥시 정왕동 1516|031-319-1929|7:00~21:00|126.75223289999997|37.344227
NC1004|한솥도시락|성남모란역4번출구앞점|경기도 성남시 중원구 성남대로 1130번길  3, 102호(성남동 엠스퀘어빌딩)|0317569991|07:00 ~ 21:00|127.12978599999997|37.4306939
NC1035|한솥도시락|시흥대야동점|복지로 96, 105호|031-313-2747|08:00~22:00|126.79180080000003|37.4472354
NC1036|한솥도시락|의정부민락예스타워점|오목로 205번길 1, 1층 103호|031-852-0709|07:00~21:00|127.0980735357208|37.744508322987016
NC1037|한솥도시락|용인보정동카페거리점|기흥구 죽전로 10, 장은메디칼프라자 1층 103호|031-889-8480|07:00~21:00|127.10980470000004|37.3202465
NC1044|한솥도시락|배곧유호엔시티점|경기도 시흥시 서울대학로 278번길 43-7, 131호|031-488-9870|07:00 ~ 21:00|126.7297477|37.3687493
NC1047|한솥도시락|삼성전자화성캠퍼스점|경기도 화성시 석우동 31-2 디지털스테이션 제1층 제121호 |031-613-8255|07:00 ~ 21:00|127.07787380000002|37.2181827
NC1050|한솥도시락|광교서희스타힐스점|경기도 수원시 영통구 센트럴타운로 111, 103호 (이의동, 광교스타힐스 오피스텔)|031-216-9898||127.0491057322937|37.29269947099845
NC1057|한솥도시락|시흥능곡점|경기도 시흥시 장현능곡로 198, 105호|031-313-8585||126.81199319999996|37.3690346
NC1059|한솥도시락|동탄능동스타점|경기도 화성시 동탄원천로 354-11, 1층 113호 (능동, 동탄퍼스트빌스타)|031-8003-1840||127.05771942272338|37.21876915733995
NC1061|한솥도시락|부천원미점|경기도 부천시 원미로 126, 1층 104호(원미동, 원미동명성프라자)|032-655-0822||126.79143410000006|37.493816
NC1063|한솥도시락|광교법조타운점|경기도 수원시 영통구 광교중앙로 266번길 30, 110호|031-211-1559||127.06869548789678|37.29234706971052
NC1067|한솥도시락|오산궐동점|경기도 오산시 궐리사로 82, 104호 (궐동, 혜민BD)|031-373-8032||127.0613545|37.1582335
NC1077|한솥도시락|별내신안점|경기도 남양주 별내동 1096 1층 1호|031-574-8683||127.11404025663171|37.64994013323658
NC1079|한솥도시락|안양관양동점|경기도 안양시 동안구 관악대로 287번길 27 103호|031-342-8552|07:00~21:00|126.95445960000006|37.4041003
NC1060|한솥도시락|김포운양점|경기도 김포시 김포한강1로 227 126호|031-991-9516|(평일) 09:00 ~ 21:00(주말) 09:00 ~ 21:00|126.68307133763415|37.65413026485878
NC1082|한솥도시락|파주야당역1호점|경기도 파주시 야당동 1074-2 연세프라자 1층 121호|031-944-0155||126.76005450000002|37.715406
NC1088|한솥도시락|목감신도시점|경기도 시흥시 목감둘레로 253-7, 1층 112호(조남동, 목감역이지움더테라스2차)|031-507-9700||126.86106114065183|37.38076149786807
NC1093|한솥도시락|양주옥정엠타워점|경기도 양주시 옥정동 963-15 엠타워 104호|031-864-1005||127.09301854914145|37.81857670437567
NC1096|한솥도시락|죽전건영캐스빌점|수지구 현암로 153, 114호 (죽전동 건영타운)|031-889-2988|(평일)07:00~21:00 (주말) 07:00~21:00|127.12643320000006|37.3319196
NC1098|한솥도시락|별내이레타워점|경기 남양주시 별내면 1006-3 102호|031-516-8959|(평일)07:00~21:00 (주말) 07:00~21:00|127.1246208|37.7024045
NC1100|한솥도시락|화정별빛마을점|경기도 고양시 덕양구 화신로 278 (화정동, 세일빌딩)|031-979-3288|(평일)08:00~21:00 (주말) 08:00~21:00|126.83055850000005|37.6311224
NC1104|한솥도시락|구리갈매아름터점|경기 구리시 갈매중앙로 83 아름터프라자 1층 105호|031-527-0532|(평일)08:00~21:00 (주말) 08:00~21:00|127.11855930000002|37.6307959
NC1102|한솥도시락|일산MBC드림센타점|경기도 고양시 일산동구 정발산로 15 (장항동, 드림월드빌딩) 1층 113호|031-932-6600|(평일)08:00~21:00 (주말) 08:00~21:00|126.77049869999996|37.65632120000001
NC1107|한솥도시락|정자동동양파라곤점|경기 성남시 분당구 정자동 13-1 동양파라곤 제3단지상가 115호|031-712-9230|(평일)08:00~21:00 (주말) 08:00~21:00|127.10606000000007|37.369239
NC1110|한솥도시락|고양원흥점|덕양구 도래울로 34, 1(일부)층 (도내동)|031-969-2500|(평일)08:30~21:30 (주말) 08:30~21:30|126.86840585634468|37.628948445580534
NC1114|한솥도시락|경기광주이마트점|광주대로 30, 1층 103호|031-799-7997|(평일)08:00~21:00 (주말) 08:00~21:00|127.26122859999998|37.409522
NC1118|한솥도시락|시흥은계점|은계남로 12, 상가동 1층 153호|031-313-1993|(평일)08:00~21:00 (주말) 08:00~21:00|126.79782120000004|37.4476924
NC1118|한솥도시락|김포구래점|김포한강4로 521, 107호(구래동, 한강메디플라자)|031-987-7741|(평일)08:00~21:00 (주말) 08:00~21:00|126.63266049999993|37.63735339999999
NC1126|한솥도시락|부천중동미리내점|경기도 부천시 중동로248번길 44, 106호|032-328-0309||126.7711775|37.5012036
NC1129|한솥도시락|부천오정점|경기도 부천시 오정로 249, 1층 116호|032-671-2747||126.7859591|37.5298209
NC1125|한솥도시락|김포마산점|경기도 김포시 김포한강8로 166|031-981-6869||126.97796919999996|37.566535
NC1139|한솥도시락|의정부회룡점|경기도 의정부시 신흥로 84 (호원동) 마스터메디컬프라자 1층|031-826-7942||127.04415538965146|37.72350918358521
NC1140|한솥도시락|광명일직점|일직동 510-13 105호|02) 899-9877||126.88317030944825|37.42171843808626
NC0012|한솥도시락|김해내외동점|경상남도 김해시 내동  1142-1 풍림마이다스 2  103호|0553332741|9:00~21:00|128.8678427|35.2366873
NC0122|한솥도시락|거제삼성중공업후문점|경상남도 거제시 장평동 346-25|0556381224|9:00~21:00|128.604604|34.8927282
NC0013|한솥도시락|진주들말점|경상남도 진주시 신안동 760-4|0557480556|9:00~21:00|128.064116|35.1788089
NC0111|한솥도시락|장유무계점|경상남도 김해시 장유면 무계리 191-7  청학프라자 1층 101호|0553120801|7:00~21:00|128.8150757|35.1999997
NC0192|한솥도시락|김해삼계점|경상남도 김해시 삼계동 1488-11 월드프라자 102호|0553121119|9:00~21:00|128.8696914|35.2608347
NC0155|한솥도시락|창원세광병원후문점|경상남도 창원시 성산구 상남동 2-5|0552755521|9:00~21:00|128.6866341|35.2234033
NC0173|한솥도시락|거제고현중곡점|경상남도 거제시 고현동 988-10|0556373400|8:00~21:00|128.6298076|34.8965189
NC0075|한솥도시락|김해인제대점|경상남도 김해시 어방동 458-1  우신그린피아아파트 상가동 1층 107호|0553322161|9:00~21:00|128.9029411|35.2461578
NC0042|한솥도시락|대우조선남문점|경상남도 거제시 두모동 367-3번지|0556824555|8:00~21:00|128.694392|34.8669419
NC0207|한솥도시락|하동점|경상남도 하동군 하동읍 읍내리 210-1번지|0558835456|7:00~21:00|127.7502361|35.0691295
NC0215|한솥도시락|양산신도시점|경상남도 양산시 중부동 697-1  현대아파트상가  109호|0553845589|8:30~21:00|129.0336885|35.3355346
NC0216|한솥도시락|양산북부점|경상남도 양산시 북부동  409-7번지|0553655557|9:00~21:00|129.0385379|35.3457129
NC0203|한솥도시락|경남과기대점|경상남도 진주시 칠암동 490-2|0557626234|7:30~21:00|128.0939016|35.1786534
NC0580|한솥도시락|밀양삼문점|경상남도 밀양시 삼문동 221-13|0553530388|7:00~20:00|128.7546218|35.4879729
NC0425|한솥도시락|사천터미널점|경상남도 사천시 사천읍 평화리 168-4|0558543660|8:00~21:00|128.0878386|35.0813598
NC0560|한솥도시락|장유젤미점|경상남도 김해시 번화1로84번길 28 탑스코아|0553396111|9:00~21:00|128.80235719999996|35.1954727
NC0604|한솥도시락|창원도계점|경상남도 창원시 의창구 도계동 353-4 강남뉴프라자 101호|0557137333|7:30~21:00|128.6382902|35.2583284
NC0452|한솥도시락|통영북신사거리점|경상남도 통영시 북신동 666-20|0556466377|7:00~21:00|128.4287062|34.8536126
NC0517|한솥도시락|통영죽림점|경상남도 통영시 광도면 죽림리 1583-8|0556496438|8:00~21:00|128.4187457|34.8767196
NC0574|한솥도시락|용원그랜드점|경상남도 창원시 진해구 용원동 1211-1 용원그랜드쇼핑 111호|0557160716|8:00~21:00|128.8103031|35.1020543
NC0634|한솥도시락|양산덕계점|경상남도 양산시 덕계동 750-2|0553880770|8:00~21:00|129.1495856|35.372768
NC0712|한솥도시락|창원중앙동점|경상남도 창원시 성산구 중앙동 97-6 캔버라타운 107,108호|0552685222|9:00~21:00|128.6768262|35.2212244
NC0786|한솥도시락|진주경상대정문점|경상남도 진주시 진주대로 514,101(가좌동,프리월)|0557522277|8:00~21:00|128.1059562|35.1526471
NC0766|한솥도시락|창원대학교앞점|경상남도 창원시 의창구 사림동 54-10|0559805519|7:30~21:00|128.6893085|35.2421586
NC0797|한솥도시락|장유율하점|경상남도 김해시 장유면 율하리 1339-1 그린프라자103호|0553330882|7:00~21:00|128.8129021|35.1706849
NC0709|한솥도시락|김해휴앤락점|경상남도 김해시 내동 1131-4 휴앤락 쇼핑몰 314호|0553209877|8:00~21:00|128.8685866|35.242169
NC0953|한솥도시락|양산증산신도시점|경상남도 양산시 물금읍 가촌리 1280-8 아르누보시티 111호|0553666601|7:00~21:00|129.0028335|35.3162556
NC0821|한솥도시락|진영신도시점|경상남도 김해시 진영읍 진영리1612-4　|0553424248　|7:00~21:00|128.7298823|35.3082596
NC0860|한솥도시락|마산경남대점|경상남도 창원시 마산합포구 대내동 5-4번지|0552223303|9:00~20:00|128.5570989|35.1819579
NC0686|한솥도시락|양산이마트앞점|경상남도 양산시 중부동 691-17 준이프라자 103호|0553833533|8:00~21:00|129.0284991|35.3369384
