NAME|BRANCH|ADDR|TELL
7242901|올떡|사가정역점|서울특별시 중랑구 사가정로 393 (면목동) 지하1층 (면목동,사가정역)|
8062601|올떡|잠실역점|서울 송파구 잠실동 27 지하철 2호선 잠실역구내B호|
7184402|올떡|수원SK스카이뷰점(올떡)|경기도 수원시 장안구 이목로 24 601동 102호(정자동, 수원SKSKYVIEW)|0312341232
7347401|올떡|GS암사캐슬점(올떡)|서울시 강동구 고덕로 133, 지하1층 (암사동, GS롯데캐슬점) 슈퍼마켓 내 지하1층 |010-8926-66
7212901|올떡|야탑장미마을점|경기도 성남시 분당구 장미로 55 (야탑동, 장미마을) |031-703-5005
9015801|올떡|화성송산안녕점(참숯)|경기 화성시 송산동 화산중앙로 44, 미림프라자 106, 107호|031-234-9288
8006501|올떡|영통신나무실점|경기 수원시 영통구 영통동 968번지 신명동보상가 107|031-203-5201
8034902|올떡|분당효자촌점|경기도 성남시 분당구 불정로 381 (서현동, 효자촌동진프라자) 1층|031-781-3390
7157103|올떡|평택현화2점|경기도 평택시 안중읍 안현로서8길 57 (붐붐프라자 106호)|031-684-9094
7415901|올떡|광주태전점(우쿠야&올떡)|경기도 광주시 고불로 94 1층 113호(태전동, 태경빌딩)|031-234-1232
7115002|올떡|광주쌍령점(올리브떡볶이)(2)|경기도 광주시 경충대로1422번길 16 (쌍령동) 102호|01027609005
8044902|올떡|GS용인포곡점(올떡)(2)|경기 용인시 처인구 포곡읍 둔전리 140-1 GS슈퍼마켓|000000000000
8042401|올떡|안성공도점|경기 안성시 공도읍 만정리 880 블루밍단지내상가 109호|031-618-7277
7244001|올떡|변산대명리조트|전북 부안군 변산면 격포리 257 |00000000000
8020301|올떡|신방2점|충남 천안시 동남구 신방동 6-6 성대빌딩 103호|041-562-5460
8019501|올떡|양구점|강원 양구군 양구읍 상리 334-11|033-481-2455
8065601|올떡|이천사동본점|경기 이천시 대월면 사동리 441-1 현대종합상가 101호|031-637-7050
7322802|올떡|양평휴게소(하)올떡(명변)|경기도 양평군 양동면 송석2길 52 (양평휴게소)|01091602804
7235101|올떡|세종도담점|세종특별자치시 한누리대로 583 도담센트럴프라자 116호 |
8055501|올떡|익산어양점|전북 익산시 어양동 701-9|070-8729-8090
8007801|올떡|대전송강테크노점(우쿠야&올떡)|대전광역시 유성구 와룡로 9 (송강동) 1층|042-936-1289
7253501|올떡|대전관저점|대전광역시 서구 관저로 83 (관저동, 신선마을아파트) 신선마을아파트상가|0425441080
7257802|올떡|원주일산점(구, 이마트원주점)|강원도 원주시 천사로 175 (일산동) 지상2층|00000000000
8040401|올떡|대전월평점|대전 서구 월평동 301 누리아파트상가 110|042-485-3733
7287102|올떡|올떡 둔산둥지점|대전광역시 서구 청사로 254 (둔산동, 둥지아파트) 상가동 110호|0424884678
7215101|올떡|대전둔산점(명변,프리미엄)|대전광역시 서구 둔산남로105번길 18 (둔산동) 102(둔산동)|042-471-9282
7287201|올떡|올떡 광주산정점|광주광역시 광산구 손재로110번길 21 (하남동) 106호|062-959-3629
8049901|올떡|전주교대점|전북 전주시 완산구 동서학동 141|063-282-7090
8061201|올떡|속초교동점|강원 속초시 교동 781|033-638-0741
7103101|올떡|괴산대박점|충북 괴산군 괴산읍 동부리 682-2|043-832-7365
8060801|올떡|광주터미널점|광주 서구 광천동 49-1|062-368-1555
8039901|올떡|전남대후문점|광주 북구 용봉동 1274-5|062-266-9284
3223201|올떡|강원영월점|강원도 영월군 영월읍 영월로 2085 (한영빌라) |0333756777
8059901|올떡|정선점|강원 정선군 정선읍 봉양리 340-17|033-563-7717
3211102|올떡|제주법원점(명변)(우쿠야&올떡)|제주 제주시 이도2동 1081|064-727-8999
3224501|올떡|제주화북점(우쿠야&올떡)|제주특별자치도 제주시 일주동로 250 |064-721-8990
7298801|올떡|삼척쏠비치점|강원도 삼척시 수로부인길 453 (갈천동, (주)대명레저산업삼척지점) 1층|033-803-7861
7406801|올떡|안동중앙점(우쿠야&올떡)|경상북도 안동시 중앙로 36-1 2층(삼산동)|01035489329
3220302|올떡|여수교동점(우쿠야&올떡)|전라남도 여수시 통제영3길 10 (교동) |061-665-1003
7101604|올떡|GS진주평거점|경상남도 진주시 순환로 546 (평거동) GS마트내|055-743-7464
3224402|올떡|침산행운점(우쿠야&올떡)|대구광역시 북구 침산로 153 105동 C7호(침산동, 명성푸르지오상가)|053-351-5842
8049201|올떡|사천벌리점|경남 사천시 벌리동 258-4|055-833-1318
8039701|올떡|창원성원행복점|경남 창원시 상남동 45-1 성원주상가지하B101-1-24호|055-286-1214
7404401|올떡|창원NC파크점(레몬)|경상남도 창원시 마산회원구 삼호로 63 창원NC파크마산구장내 상가 지상3층 (양덕동)|055-713-9292
7396801|올떡|스탠포드통영점(특화)|경상남도 통영시 도남로 347 (도남동) |055-725-0070
7257301|올떡|진해경화점|경상남도 창원시 진해구 경화시장로 60-1 (경화동, 경화신발) (경화동)|055-543-2345
7414501|올떡|거제효빈점(올떡&우쿠야)|경상남도 거제시 중곡로7길 12 1층(고현동)|01073801626
7205501|올떡|GS포항죽도점|경상북도 포항시 북구 중흥로 244 (죽도동) 1층|000000000000
8044502|올떡|울산언양점|울산 울주군 언양읍 서부리 137|052-262-0777
7230301|올떡|울산무거점(올떡볶이)|울산광역시 남구 옥현로 29 (무거동) |01072290061
7221101|올떡|서면대박점|부산광역시 부산진구 동천로 67 (부전동) 1층|111111111111
8064701|올떡|연수점|부산광역시 수영구 망미로7번길 15 (망미동, 동진캐슬) |051-754-8540
7202601|올떡|부산사직구장점|부산광역시 기장군 기장읍 읍내로104번길 16 (기장시장) |000000000000
