NAME|BRANCH|ADDR|TELL|TIME|XCORD|YCORD
커피베이|대림3동사거리점|서울특별시 영등포구 가마산로 352, 1층 커피베이 (대림동)|02-831-4054||126.898164|37.499995
커피베이|노원월계점|서울특별시 노원구 월계동 321-2 희성프라자 1층 커피베이|02-977-8891||127.061042|37.630881
커피베이|동대문이문점|서울특별시 동대문구 천장산로7길 16,1층커피베이(이문동)|02-966-7774||127.056945|37.598744
커피베이|여수국동우체국점|전라남도 여수시 신월로 631 1층 커피베이|061-642-0020|09:00 ~ 23:00|127.714269|34.728605
커피베이|충북대중문점|충청북도 청주시 서원구 내수동로102번길 34(사창동) ,1층 커피베이|043-263-2015||127.458315|36.628299
커피베이|평내호평역점|경기도 남양주시 경춘로 1375 평내호평역 내 맞이방 커피베이|031-593-6406|||
커피베이|금천시흥동점|서울특별시 금천구 독산로50길 60-12, 1층 커피베이(시흥동)|02-6326-8180||126.9078|37.462071
커피베이|강남선릉점|서울특별시 강남구 선릉로 100길 42,A동  1층 커피베이((삼성동,엘지선릉에클라트)|02-555-9613||127.050913|37.506487
커피베이|진접내각점|경기도 남양주시  진접읍 내각1로 73번길 8, 2층 커피베이|031-572-5345|10:00 ~ 22:00|127.164784|37.705173
커피베이|순천시청점|전라남도 순천시 장명로 27-1(장천동),1층 커피베이 |061-741-0564||127.487175|34.951165
커피베이|울산대점|울산광역시 남구 대학로43번길 16,(무거동) 1층 커피베이|052-951-4940||129.255501|35.540464
커피베이|강서공항점|서울특별시 강서구 방화동로 57(방화동) 1,2층 커피베이|02-2662-0221||126.812007|37.565681
커피베이|미아북부점|서울 강북구 도봉로 136, 1층  커피베이(미아동,풍양빌딩) |02-980-1799|08:00 ~ 23:00|127.028673|37.621383
커피베이|대전도안점|대전광역시 유성구 봉명동 1049-4 1층 커피베이|042-826-1657|08:00 ~ 22:00일요일 휴무|127.341502|36.345309
커피베이|가평현리점|경기도 가평군 조종면 조종희망로 18 1층 커피베이|031-585-0012||127.350537|37.818258
커피베이|용두점|서울시 동대문구 용두동 26-14 커피베이|02-967-8253|09:30 ~ 21:30|127.038749|37.577256
커피베이|길동자이점|서울특별시 강동구 명일로 18길 29,1층 커피베이(길동)|02-470-7474||127.147914|37.538266
커피베이|상암점|서울특별시 마포구 매봉산로2길 15,(상암동) 1층 커피베이|02-302-1033||126.895043|37.578651
커피베이|의정부중앙역점|경기도 의정부시 호국로 1309 1층 커피베이(의정부동)|031-847-0901||127.049643|37.743871
커피베이|광양청암점|전라남도 광양시 눈소5길 26, 1층 커피베이 (마동)|061-792-6633||127.710045|34.936628
커피베이|마곡역점|서울특별시 강서구 공항대로 205, 1층 커피베이(마곡동, 에스에이치빌딩)|02-2668-3654||126.830844|37.560278
커피베이|남악점|전라남도 무안군 삼향읍 남악리 1727번지 커피베이|061-281-0938|평일 : 8:00 ~ 23:00주말 : 10:00|126.474766|34.811191
커피베이|조치원점|세종특별자치시 조치원읍 대첩로 75(세종메디컬프라자)1층 커피베이|044-863-3122|09:00 ~ 23:00|127.287761|36.594706
커피베이|이천하이닉스후문점|경기도 이천시 부발읍 가좌로 1번길8, 1층 커피베이|031-636-2994||127.471058|37.252793
커피베이|당진읍내동점|충청남도 당진시 교동길 141, 1층 커피베이(읍내동)|041-358-7200||126.630199|36.892072
커피베이|동대문쇼핑몰점|서울특별시 중구 퇴계로73가길 36, 1층 커피베이(신당동)|02-6398-1341||127.013428|37.567221
커피베이|여수여서점|전라남도 여수시 여서1로 90 , 1층 커피베이 (여서동) |070-4038-4132 ||127.707035|34.754098
커피베이|홈플러스수원원천점|경기도 수원시 영통구 중부대로 437,1층 커피베이 (원천동,홈플러스테스코주식회사)|||127.063589|37.270250
커피베이|미아사거리점 |서울특별시 성북구 월계로 46,1층 커피베이 (하월곡동)|02-909-6449||127.034937|37.6133997
커피베이|마포점|서울시 마포구 마포동 349-4 커피베이|02-712-1855|평일 : 7:30 ~ 22:30주말 : 8:30|126.944228|37.536259
커피베이|목포평화광장점|전라남도 목포시 평화로 41, 1층 커피베이 (상동)|061-285-5080||126.429658|34.796457
커피베이|화성시청점|경기도 화성시 남양읍 시청로 202번길 8-51,1층 커피베이|031-357-6638||126.885235|37.175929
커피베이|원주시청점|강원도 원주시 무실동 423번지 커피베이|033-748-7558|10:00 ~ 23:00|127.923999|37.342507
커피베이|수원금곡점|경기도 수원시 권선구 서수원로577번길 341, 상가동 1층 커피베이(금곡동)|031-295-7707||126.952171|37.278030
커피베이|의정부역점|경기도 의정부시 흥선로154번길 51,1층 커피베이 (의정부동,이든타워)|031-877-5900||127.044135|37.739162
커피베이|익산동산점|전라북도 익산시 동산동 609-53 커피베이|063-831-2012||126.959294|35.928752
커피베이|중곡대원점|서울특별시 광진구 용마산로 109 ,1층 커피베이(중곡동) |02-446-7003||127.086684|37.563574
커피베이|청라에일린의뜰점|인천광역시 서구 청라커낼로 300,5동 1층 커피베이(청라동,청라센트럴 에일린의뜰)|032-567-7515||126.652918|37.532063
커피베이|서천장항점|충청남도 서천군 장항읍 장항로 165 , 1층 커피베이|041-957-0101||126.696121|36.011383
커피베이|일산아이파크점|경기도 고양시 일산동구 중산로 70,상가2동 1층 커피베이( 중산동 ,일산세트럴아이파크)|031-976-0090||126.787572|37.679641
커피베이|송파여성문화회관점|서울특별시 송파구 백제고분로42길 6,1층 커피베이(송파동)|02-2202-6020||127.109434|37.505968
커피베이|야탑점|경기도 성남시 분당구 야탑동 341번지 테마폴리스 3층 커피베이|031-703-2001|10:00 ~ 22:00|127.127948|37.413063
커피베이|안양동점|경기도 안양시 만안구 장내로 81,1층 커피베이 (안양동) |031-445-9845||126.917550|37.394944
커피베이|원주중앙점|강원도 원주시 중앙동 265번지 커피베이|033-744-4181|평일 : 8:30 ~ 22:00주말 : 9:30|127.953189|37.347462
커피베이|이마트의왕점|경기도 의왕시 경수대로 262 서해그랑블 지하1층 이마트 내 커피베이|||126.973874|37.349811
커피베이|가산대륭20차점|서울특별시 금천구 가산디지털1로 5,1층 커피베이(가산동,대륭테크노타운20차 )|02-2224-0970||126.886836|37.466786
커피베이|AK&amp;기흥점|경기도 용인시 기흥구 기흥역로 63, 상가동 2층 북스리브로 내 커피베이(구갈동,힐스테이트 기흥)|070-4354-7732||127.116674|37.275133
커피베이|김포감정동점|경기도 김포시 중봉로 9,1층 102호 커피베이 (감정동,주연메디컬)|031-985-7617||126.697136|37.623299
커피베이|안산중앙역점|경기도 안산시 단원구 광덕4로 244 ,1층 102호 커피베이( 고잔동,천혜그레이스빌딩)|031-410-9533||126.839354|37.314368
커피베이|중계점|서울특별시 노원구 동일로207길 23, 1층 커피베이 (중계동,동은유치원)|02-973-8783||127.063237|37.642947
커피베이|평택역서문점|경기도 평택시 평택동 185-629 커피베이|031-654-5312|07:30 ~ 23:00|127.084638|36.989819
커피베이|동부산대점|부산광역시 해운대구 반송2동 40-594번지 커피베이|변경예정|10:30 ~ 23:00|129.156227|35.231896
커피베이|천안순천향병원점|충청남도 천안시 동남구 순천향4길 54,1층 커피베이 (봉명동)|041-572-8850||127.137151|36.802790
커피베이|대구테크노폴리스점|대구광역시 달성군 유가읍 테크노순환로12길 3, 1층 103호 커피베이 (테크노프라자3)|053-614-7931||128.455639|35.677977
커피베이|경북도청점|경상북도 예천군 호명면 행복로146, 1층  101호 커피베이 (주영빌딩)|054-652-9300||128.468362|36.594384
커피베이|용인한숲시티점|경기도 용인시 처인구 남사면 한숲로 60 ,2층 212호 커피베이|031-333-8447||127.172686|37.152358
커피베이|안산원곡동점|경기도 안산시 단원구 원곡로 50, 1층 커피베이(원곡동)|031-493-8338||126.793757|37.331332
커피베이|울산삼산강변점|울산광역시 남구 삼신로 44-1,  3,4층 커피베이 (삼산동)|052-268-9992||129.328207|35.548515
커피베이|분당정자역점|경기도 성님시 분당구 성남대로 지하 333 분당선 정자역사내  커피베이|010-7316-4456||127.108071|37.366036
커피베이|전주삼천점|전라북도 전주시 완산구  거마평로 67,1층 커피베이(삼천동1가 )|063-229-0029||127.116559|35.798271
커피베이|갈마1동점|대전광역시 서구 신갈마로211번길 3, 1층 커피베이 (갈마동)|042-535-8008||127.367500|36.352757
커피베이|안양박달시장점|경기도 안양시 만안구 안양로405번길 23,1층 커피베이(안양동) |031-465-5886||126.913429|37.406179
커피베이|진월점|광주광역시 남구 화산로31번길 6,1층 커피베이(진월동) |062-672-5558||126.900681|35.112674
커피베이|울산중산더스타점|울산광역시 북구 중산로 43,309동 1층  104호 커피베이(중산동,U-스타시티일동미라주 더 스타3단지)|052-282-7005||129.317297|35.524356
커피베이|아차산역점|서울특별시 광진구 용마산로 4,1층 커피베이(중곡동)|02-444-2191||127.088756|37.554030
커피베이|전북부안점|전북 부안군 부안읍 석정로 197 ,1층 커피베이|063-581-8259||126.737443|35.728047
커피베이|안양우성점|경기도 안양시 만안구 양화로105번길 55, 1층 커피베이(박달동)|031-466-1006||126.908246|37.401737
커피베이|인천논현대로점|인천광역시 남동구 논고개로 136번길 6-8  ,1층 커피베이 (논현동)|032-422-5001||126.724199|37.402890
커피베이|염창투웨니퍼스트점|서울특별시 강서구 공항대로81길 35,1층 102호 커피베이 (염창동 ,염창투웨니퍼스트)|070-7809-2100||126.876123|37.548589
커피베이|부산화명롯데카이저점|부산광역시 북구 금곡대로 166 ,903동 215호 커피베이 (화명동,롯데캐슬카이저)|051-365-7900||129.010406|35.222667
커피베이|김해대동점|경상남도 김해시 대동면 동남로41번길 4,1층 커피베이|055-329-0386||128.993918|35.236625
커피베이|시흥정왕점|경기도 시흥시 함송로14번길 13-10,1층 커피베이 (정왕동)|||126.729103|37.362570
커피베이|이천신하리점|경기도 이천시 부발읍 경충대로 2252 ,1층 커피베이|031-631-1120||127.476578|37.260701
커피베이|송파개롱점|서울특별시 송파구 오금로46길 27,1층 102호 커피베이 (가락동,진영빌딩) |02-6080-3966||127.134632|37.495016
커피베이|수원정자시장점|경기도 수원시 장안구 정자천로188번길 75,1층 커피베이(정자동)|031-247-1006||126.998440|37.293484
커피베이|낙성대역점|서울특별시 관악구  남부순환로247길 3,1층 커피베이 (봉천동)|02-882-7779||126.965922|37.476489
커피베이|인천계산역점|인천광역시 계양구 경명대로 1085,1층 커피베이 (계산동 , 조흥프라자텔)|032-542-1005||126.727524|37.543632
커피베이|동대신점|부산광역시 서구 보수대로 221-1, 1층 커피베이(동대신동3가)|051-911-2145||129.019170|35.114412
커피베이|안산라프리모점|경기도 안산시 단원구 선부광장1로 173,지하1층 108호 커피베이 (선부동) |031-405-0177||126.810034|37.334283
커피베이|시흥센트럴병원점|경기도 시흥시 공단1대로 237, 센트럴병원 1층 커피베이 (정왕동)|031-509-5502 ||126.727998|37.336870
커피베이|익산영등점|전라북도 익산시  무왕로 1020,1층 커피베이 (영등동)|063-856-7550||126.969980|35.958338
커피베이|울산대왕암공원점|울산광역시 동구 등대로 99,1층 커피베이|052-233-8104||129.435636|35.491221
커피베이|수원정자점|경기도 수원시 장안구 파장로 91,까사미아파트상가 ,1층 커피베이 (정자동)|031-271-2234||126.990796|37.307150
커피베이|세종마크원애비뉴점|세종특별자치시  국세청로 32,마크원애비뉴 4층 A-421호 커피베이 (나성로)|044-865-4321||126.794125|37.481073
커피베이|용인구성점|경기도 용인시 기흥구 구성3로28번길 16, 1층 103호 커피베이(청덕동,우성프라자 )|031-283-7171||127.152079|37.295035
커피베이|제천왕암점|충청북도 제천시 왕암동 바이오밸리로178,  1층 커피베이|043-920-0502||128.169476|37.150348
커피베이|광주풍암점|광주광역시 서구 풍암1로21번길 3-11,1층 커피베이 (풍암동,운회빌딩)|062-651-0805||126.878148|35.125888
커피베이|화성송산그린시티점|경기도 화성시 꽃내음1길 19-26, 1층 105호 커피베이 (세솔동,채울프라자)|031-355-5243||126.942052|37.231630
커피베이|화순일심점|전남 화순군 화순음 일심리 425-1,1층 커피베이|061-373-8826||127.000044|35.061180
커피베이|양평에이스하이테크시티점|서울특별시 영등포구 양평동3가 5-4 ,1층 커피베이|||126.891333|37.525452
커피베이|성신여대점|서울특별시 성북구 보문로34길 80, 1층 커피베이 (동선동2가 )|02-921-2014||127.019681|37.591145
커피베이|화성남양점|경기도 화성시 남양읍 시청로 7,1층 커피베이 (위더스프라자)|070-7576-4393||126.830010|37.199102
커피베이|대구각산점|대구광역시 동구 각산동 374-20 ,1층 커피베이|053-965-5051||128.713888|35.872943
커피베이|홈플러스간석점|인천광역시 남동구 경원대로 971 홈플러스 간석점 2F|070-7543-1348||126.689179|37.469575
커피베이|진해자은점|경상남도 창원시 진해구 자은로88번길 55,1층 커피베이 (자은동)|X||128.710815|35.150652
커피베이|정왕중심상가점|경기도 시흥시 중심상가3길 22,1층 107호 커피베이 (정왕동) |031-433-5882||126.735889|37.344315
커피베이|잠실푸르지오월드마크점|서울특별시 송파구 올림픽로35가길 9,1층 136호 커피베이 (신천동,잠실푸르지오월드마크점)|02-6015-0415||127.103576|37.517543
커피베이|광주각화점|광주광역시 북구 군왕로 297, 1층 커피베이 (각화동,솔로몬타워)|062-413-9203||126.933448|35.173871
커피베이|춘천후평점|강원도 춘천시 후평동 805-3|033-912-7505||127.754062|37.876432
커피베이|동락공원점|경상북도 구미시 3공단1로 288,상가동 1층 108호 커피베이 (임수동)|054-475-0025||128.403225|36.101663
커피베이|부산개금역점|부산광역시 부산진구 가야대로 450 , 상가동 1층 102호 커피베이 (개금동,금강펜테리움더스퀘어아파트)|051-898-0338||129.021047|35.152774
커피베이|부평삼산타운점|인천광역시 부평구 충선로209번길 13,1층  107호(삼산동 ,SM프라자) |032-277-3406||126.735598|37.507843
커피베이|중화역점|서울특별시  중랑구 동일로 803 2층 커피베이 (중화동)|02-433-8004||127.078983|37.602118
커피베이|울산청량점|울산광역시 울주군 청량읍 상남길43,1층 커피베이 |052-265-4566||129.305017|35.485692
커피베이|구로동점|서울특별시 구로구 구로중앙로 31길 2 ,1층 커피베이 (구로동,세일빌딩)|02-857-2193||126.883444|37.499358
커피베이|서산의료원점|충청남도 서산시 중앙로 149 서산의료원 1층 커피베이  (석림동,재활복합병동)|041-662-8256||126.465094|36.775619
커피베이|장흥읍점|전라남도 장흥군 장흥읍 건산로 8,1층 커피베이 |061-862-0049||126.909976|34.677738
커피베이|구로항동점|서울특별시 구로구 항동로 42,상가동 1층 114호 커피베이 (항동,한양수자인에듀힐즈) |X||126.825046|37.481147
커피베이|전남도청점|전라남도 무안군 삼향읍 대죽서로 25-14,1층 101호 커피베이|061-284-4558||126.462259|34.812337
커피베이|광주용봉점|광주광역시 북구 용봉택지로39, 1동 112호 커피베이  (용봉동)|062-512-8283||126.905795|35.176170
커피베이|일원동점|서울특별시 강남구 일원로9길 14, 1층 커피베이  (일원동)|02-451-5577||127.082734|37.489499
커피베이|세종다정점|세종특별자치시 다정중앙로 19,상가1동 지하1층 111호, 커피베이(다정동,가온마을4단지)|044-862-3772||126.863490|37.499704
커피베이|원주무실롯데시네마점|강원도 원주시 능라동길 51,1층 115호 커피베이 (무실동,씨네시티타워)|033-743-4300||127.922654|37.333479
커피베이|전주삼성본점|전라북도 전주시 완산구 천잠로 361,1층 커피베이 (효자동3가)|063-226-3330||127.094227|35.818973
커피베이|홈플러스청주점|충청북도 청주시 흥덕구 서부로 1291,1층 커피베이 (가경동,홈플러스청주점) |043-231-5100||127.442206|36.615381
커피베이|인천연수점|인천광역시 연수구 용담로 134-1, 1,2층 커피베이 (연수동)|032-818-0168||126.679155|37.413613
커피베이|김포풍무점|경기도 김포시 풍무로 146번길 52-18,1층 커피베이  (풍무동)|031-983-1347||126.726224|37.608177
커피베이|울산일산점|울산광역시 동구  진성9길 2,1층 105호  커피베이(일산동) |052-235-4568||129.428382|35.506631
커피베이|대전문화점|대전광역시 중구 계백로1716번길 26, 1층  105호 커피베이 (문화동,미성프라자)|042-223-2590||127.410245|36.320466
커피베이|춘천명동점|강원도 춘천시 금강로 61-1,1층 커피베이 (조양동)|033-254-5777||127.729712|37.879557
커피베이|평촌역점|경기도 안양시 동안구 관평로170번길 43,123-1호 1층 커피베이 (관양동,훼미리타운)|031-388-0126||126.962088|37.392577
커피베이|인천신기점 |인천광역시 미추홀구 인주대로366번길 6,1층 커피베이 (주안동)|032-212-2040||126.676922|37.451122
커피베이|하남시청역점|경기도 하남시 하남대로 821,1층 커피베이 (덕풍동,일흥빌딩)|031-795-3374||127.206457|37.541604
커피베이|길음래미안센터피스점|서울특별시 성북구 숭인로 50, 2113호 커피베이 (길음동,래미안길음센터피스)|02-980-3331||127.027263|37.612405
커피베이|곤지암점|경기도 광주시 곤지암읍 광여로 845, 1층 커피베이 |031-765-0780||127.406024|37.387712
커피베이|시흥센텀하임점|경기도 시흥시 비둘기공원 7길 10,1층 102호 커피베이 (대야동,e편한세상 시흥센텀하임)|031-311-3340||126.792430|37.444726
커피베이|강동롯데캐슬퍼스트점|서울특별시 강동구 고덕로 133, 상가동 1층 144호 커피베이 (암사동,강동롯데캐슬퍼스트아파트)|02-427-2741||127.140323|37.555229
커피베이|시흥신천동점|경기도 시흥시 삼미시장1길 37,1층 109호 커피베이 (신천동)|070-7543-3710||126.782574|37.440929
커피베이|용현금호어울림점|인천광역시 미추홀구 낙섬동로 51, 108동 112호 커피베이 (용현동 ,금호어울림3단지)|032-888-3682||126.640099|37.450823
커피베이|울산무거점|울산광역시 남구 신복로72번길 24-36,1층 커피베이 (무거동)|052-221-0770||129.256337|35.552388
커피베이|송도퍼스트월드점|인천광역시 연수구 해돋이로 107,G동 상가 1층 66호 커피베이 (송도동 ,송도더샵퍼스트월드)|032-835-7788||126.64767881153024|37.39254164695989
커피베이|부평평천점|인천광역시 부평구 평천로 134, 1층 커피베이(청천동)|032-505-2303||126.706533|37.519992
커피베이|남부대학교점|광주광역시 광산구 첨단중앙로 23,112동 1층 커피베이 (월계동,남부대시립국제수영장)|062-460-2094||126.842047|35.207124
커피베이|송도파크자이점|인천광역시 연수구 앵고개로 94 ,1층 커피베이(동춘동)|032-833-1038||126.656272|37.412626
커피베이|홈플러스전주효자점|전라북도 전주시 완산구 용머리로 31,홈플러스1층 커피베이 (효자동1가)|063-222-8131||127.114072|35.806578
커피베이|만덕금정산점|부산광역시 북구 상학로 3, 1층 커피베이|051-332-6002||129.036618|35.214281
커피베이|부산명륜점|부산광역시 동래구 명륜로 213,1층 커피베이(명륜동)|051-556-7940||129.082882|35.212817
커피베이|인천송현점|인천 동구 송현로 20 ,1,2층 커피베이|032-772-3973||126.634833|37.477852
커피베이|강릉내곡점|강원도 강릉시 남부로 17번길 26,1층 커피베이 (내곡동)|033-647-4202||128.882664|37.741127
커피베이|롯데마트화정점|경기도 고양시 덕양구 화중로 66 ,1층 커피베이 (화정동,롯데마트 )|031-978-1700||126.831106|37.632912
커피베이|영동역점|충청북도 영동군 영동읍 새심1안길 26 ,1층 커피베이|043-743-5004||127.787577|36.168210
커피베이|양산중부점|경상남도 양산시 양산역 5길 10-1,1층 101호 커피베이 (중부동)|055-381-3385||129.025845|35.335869
커피베이|가양더리브점|서울특별시 강서구 양천로 400-12 , 2층 커피베이(가양동,더리브골드타워) |02-6967-1789||126.845872|37.565266
커피베이|정릉점|서울특별시 성북구 솔샘로6길 46 (정릉동) , 1층 커피베이|02-909-0948||127.007774|37.609331
커피베이|전주송천뜨란채점|전라북도 전주시 덕진구 솔내로 184 ,1층 110호 커피베이(송천동2가)|063-273-0809||127.127406|35.866392
커피베이|부천오정점|경기도 부천시 상오정로 20 ,1층 커피베이(오정동)|032-217-0777||126.785914|37.523970
커피베이|신길역점|서울특별시 영등포구 영등포로 358 ,1층 102호 커피베이 (신길동,대윤메디컬센터)|02-847-7658||126.917962|37.514389
커피베이|동대문더퍼스트데시앙점|서울특별시 동대문구 장한로27가길 37,상가동 107호 커피베이  (장안동 ,동대문 더퍼스트 데시앙)|02-2213-0605||127.071072|37.574674
커피베이|경주모아초교점|경산북도 경주시 천북면 산업로 4974-3 ,나동 1,2층 커피베이 |070-8774-7000||129.245771|35.920400
커피베이|구미진평점|경상북도 구미시 인동20길 22-4 ,1층 커피베이 (진평동) |054-471-4211||128.425365|36.097829
커피베이|세이브존성남점|경기도 성남시 수정구 산성대로 337, 2층 커피베이(신흥동,세이브존 )|031-732-4292||127.153464|37.443890
커피베이|진주역점|경상남도 진주시 관문로 7, 1층 113호 커피베이 (가좌동)|055-752-2110||128.100538|35.156319
커피베이|자양동점|서울특별시 광진구 자양로13길 28,1층 커피베이(자양동)|02-6959-2388||127.082549|37.535060
커피베이|영덕장사해수욕장점|경북 영덕군 남정면 장사리 23, 1층 커피베이|054-732-2121||129.374019|36.286271
커피베이|안산와동점|경기도 안산시 단원구 보화로 3,1층 커피베이(와동)|031-365-3275||126.827895|37.332306
커피베이|도곡삼성래미안점|서울특별시 강남구 남부순환로 2803,1층 101호 커피베이(도곡동 삼성래미안상가)|070-4647-4070||127.050587|37.489679
커피베이|군자역점|서울특별시 광진구 능동로 327,1층 커피베이 (중곡동)|02-466-2286||127.091745|37.560455
커피베이|부천계남고점|경기 부천시 부흥로 256 (중동, 계남아카데미빌딩)|032-654-0813||126.770845|37.495017
커피베이|관악신사시장점|서울특별시 관악구 조원로 136,1층 커피베이 (신림동)|02-6959-7932||126.917415|37.485327
커피베이|서울숲AK밸리점|서울특별시 성동구 성수일로 99, 1층 107,108호 커피베이(성수동1가,서울숲AK밸리)|02-6329-3333||127.051106|37.549325
커피베이|시흥신천점|경기도 시흥시 신천천서로 24, 2층 커피베이 (신천동)|031-365-5569||126.784025|37.438677
커피베이|화정브릿지타워점|경기도 고양시 덕양구 화신로 263,1층  109호 커피베이 (화정동)|031-926-3751||126.831996|37.630320
커피베이|인천동화마을점|인천광역시 중구 차이나타운로 7, 1,2층 커피베이 (송월동3가)|032-773-2007||126.619741|37.478479
커피베이|경북의성점|경상북도 의성군 의성읍 중앙길 83,1층 커피베이|054-833-9550||128.696300|36.351746
