NAME|BRANCH|ADDR|TELL|TIME
새마을식당|성남신흥역점|경기도 성남시 수정구 산성대로255번길 9, 1층|031-745-7753|오후 12:00 ~ 새벽 02:00
새마을식당|선릉점|서울시 강남구 테헤란로 64길 24, 1층|02-508-1026|24시간
새마을식당|서울대점|서울특별시 관악구 관악로16길 13, 1층|02-884-7797|11:00 ~ 24:00
새마을식당|삼성코엑스점|서울특별시 강남구 삼성로104길 23, 1층|02-558-6062|24시간
새마을식당|분당정자점|경기도 성남시 분당구 느티로 16, 2층|031-715-2767|월~토 11:00 ~ 익일 01:00 , 일요일 11:00 ~ 22:00
새마을식당|분당서현점|경기도 성남시 분당구 서현로180번길 13, 110-111호 (서현동,서현프라자)|031-703-2888|오전 10:30 ~ 익일 새벽 05:00/일요일은 ~23:00 까지
새마을식당|양재교육회관점|서울특별시 서초구 매헌로34, 2층|02-579-1660|평일 11:00~밤12:00 (브레이크타임: 15:00~17:00)<br>주말 11:00~밤12:00
새마을식당|약수역점|서울특별시 중구 다산로 135|02-2235-2983|10:00 ~ 익일 06:00
새마을식당|압구정역점|서울특별시 강남구 압구정로30길 17 이소니플라자 1층|02-3445-5513|10:30~24:00
새마을식당|신촌점|서울특별시 서대문구 연세로2길 6, 1층|02-365-3284|11:00 ~ 익일 07:30 (마지막 주문 06:00)
새마을식당|시흥정왕점|경기도 시흥시 중심상가3길 31-1, 1층|031-433-7855|11:00 ~ 23:00
새마을식당|이수점|서울특별시 동작구 동작대로27다길 10, 1층|02-593-3392|11:00 ~ 익일 04:00
새마을식당|의정센트럴점|경기도 의정부시 시민로 80, 센트럴타워 188호|031-875-5252|10:00 ~ 익일 01:00
새마을식당|원주단계점|강원도 원주시 장미공원길 27-3, 1층|033-744-0473|24시간
새마을식당|울산삼산점|울산광역시 남구 삼산중로48번길 5, 1층|052-269-4009|
새마을식당|용인처인구청점|경기도 용인시 처인구 금령로71번길 6-4, 1층|031-322-7434|월~토(오전11:30~오전6:00) / 일요일(11:30~23:00)
새마을식당|오목교역점|서울특별시 양천구 목동동로 260|02-2651-2020|11:00 ~ 익일 04:30
새마을식당|역삼스타타워|서울특별시 강남구 테헤란로20길 19 엘지에클라트 109호|02-556-1587|월~금: 11am~5am(익일) / 토, 일: 11am~11pm (브레이크 타임 15:30~17:00)
새마을식당|역삼GS점|서울특별시 강남구 봉은사로30길 73, 1층|02-568-4942|11:00 ~ 24:00
새마을식당|잠실신천점|서울특별시 송파구 백제고분로 7길 45|02-417-0120|24시간 영업
새마을식당|인천연수점|인천광역시 연수구 샘말로21번길 20, 1층|032-815-9191|[월] 17:00 ~ 익일 오전 05:00 (마지막주문 04:00)<br>[화~토] 11:30 ~ 익일 오전 05:00 (마지막주문 04:00) <br> [일] 11:30~24:00(마지막주문 23:00)
새마을식당|인천송도점|인천광역시 연수구 컨벤시아대로 69, 밀레니엄빌딩 130호|032-833-0778|11:30 ~ 익일 02:00
새마을식당|인천논현점|인천광역시 남동구 논현남로26번길 22|032-424-9233|17:00 ~ 익일 6:00
새마을식당|인덕원역점|경기도 안양시 동안구 인덕원로30번길 34|031-423-9288|10:00 ~ 익일 06:00
새마을식당|평촌역점|경기도 안양시 동안구 관평로170번길 43 훼미리타운 116,117호|031-384-8592|화.수.목.금.토.일 - 24시간 / 월요일 23시까지 영업 / 익일 10시 30분 영업시작
새마을식당|판교점|경기도 성남시 분당구 대왕판교로 670 유스페이스 10블록 2층|031-628-6694|11:00 ~ 24:00
새마을식당|탄현역점|경기도 고양시 일산서구 일현로 35|031-919-3993|11:00 ~ 익일 04:00
새마을식당|충북대중문점|충청북도 청주시 흥덕구 1순환로674번길 38, 1층|043-276-0018|11:00 ~ 24:00
새마을식당|청주용암점|충청북도 청주시 상당구 월평로184번길 113|043-292-0018|15:00 ~ 익일 05:00
새마을식당|청주복대점|충청북도 청주시 흥덕구 짐대로 45, 1층|043-239-1237|24시간
새마을식당|창원상남점|경상남도 창원시 성산구 마디미로43번길 9 1층|055-285-5858|17:00 ~익일10:00 
새마을식당|창원더시티세븐점|경상남도 창원시 의창구 원이대로 320 더시티세븐 상업시설동 1층|055-600-5239|11:30 ~ 익일01:00(12일 : 11~23시, 13일 : 15~23시, 14일 : 11~23시)
새마을식당|진해석동점|경상남도 창원시 진해구 동진로 61번길 1|055-552-5242|11:30 ~ 익일 02:00
새마을식당|주안역점|인천광역시 남구 주안로104번길 21, 1층|032-438-3727|오전 11시~익일 새벽 5시<br>(수요일 오전11시~밤 12시)
새마을식당|화성병점점|경기도 화성시 병점중앙로156번길 5-9, 1층|031-236-9922|24시간
새마을식당|홍대서교점|서울특별시 마포구 어울마당로 144|02-332-0120|24시간
새마을식당|춘천애막골점|강원도 춘천시 우석로79번길 16-26|033-264-4333|[월~목,일]11:30~02:00 / [금,토]11:30~03:00
새마을식당|수원역점|경기도 수원시 팔달구 향교로 15 ,2층|031-258-5115|[일~목] 11:30~24:00 / [금,토] 11:30~02:00
새마을식당|김포구래점|경기도 김포시 김포한강9로 76번길21 애플상가 1층|031-986-1011|월~토 - 11:00 ~ 새벽 1:00 / 일 - 11:00 ~ 24:00 
