NAME|BRANCH|ADDR|TELL|TIME
유가네닭갈비|대신점|부산 서구 동대신동2가 331-1 2층 유가네닭갈비 대신점|051-711-0913|11:00~22:00 *매주 목요일 정기휴무
유가네닭갈비|세종나성점|세종특별자치시 나성동 788 205호 유가네 세종나성점|044-715-5253|11:00~22:00
유가네닭갈비|대구칠곡점|대구 북구 동천동 899-4 유가네 대구칠곡점|053-322-9233|11:00~22:00
유가네닭갈비|경북청도점|경북 청도군 청도읍 고수리 829-8 유가네닭갈비 경북청도점|054-371-1013|11:00~22:00
유가네닭갈비|대구월성점|대구 달서구 월성동 1848 그루타워 202호|053-633-9239|11:00~22:00 *매주 화요일 정기휴무
유가네닭갈비|장림점|부산 사하구 장림동 328-9 2층|051-264-6411|11:00~22:00
유가네닭갈비|마곡발산점|서울 강서구 마곡동 797-9 210,211호|02-6052-7997|11:00~22:00
유가네닭갈비|인천루원시티점|인천 서구 가정동 618-3 201호|032-262-1397|11:00~22:00
유가네닭갈비|장한평역점|서울 동대문구 장안동 463-9 2층|02-6104-8900|11:00 ~ 23:00
유가네닭갈비|평택소사벌점|비전동 1103-1 20-24 로데오 더 테라스|031-654-9980|11:00 ~ 23:00
유가네닭갈비|영천점|경북 영천시 망정동 348-1 2층|054-335-1919|11:00 ~ 22:00
유가네닭갈비|파주야당점|경기 파주시 야당동 1072-1 2층 208로|031-926-3399|11:00 ~ 22:00
유가네닭갈비|선부점|경기 안산시 단원구 선부동 1070-18 상록타운 202호|031-402-6402|11:00 ~ 22:00
유가네닭갈비|울산구영점|울산 울주군 범서읍 구영리 853-1 영림프라자 2층|052-245-3138|11:00 ~ 22:00
유가네닭갈비|송도트리플스트리트점|인천 연수구 송도동 174-3 트리플스트리트 B동, 지하3층 308호|032-310-9450|11:00 ~ 22:00
유가네닭갈비|울산우정혁신점|울산 중구 유곡동 469-5 대와빌딩 2층|052-211-1777|am 11:00 ~ pm 10:00
유가네닭갈비|개금점|부산 부산진구 가야동 632-5 1층|051-891-3311|am 11:00 ~ pm 10:00
유가네닭갈비|율리점|부산 북구 금곡동 1880-10 2층|051-361-2225|am 11:00 ~ pm 10:00
유가네닭갈비|분당오리역점|경기 성남시 분당구 구미동 187-2 1층|031-782-2100|am 11:00 ~ pm 10:00
유가네닭갈비|울산송정점|울산 북구 화봉동 1466-1 2층|052-289-7197|am 11:00 ~ pm 10:00
유가네닭갈비|달동점|울산 남구 달동 632-1 1층|052-265-8295|am 11:00 ~ pm 10:00 *매주 화요일 정기휴무
유가네닭갈비|수원인계점|경기 수원시 팔달구 인계동 1041-4 1층|031-236-1357|am 11:30 ~ am 01:00
유가네닭갈비|김해 장유코아점|경남 김해시 부곡동 1161-2 일진프라자 2층 201호|055-337-9233|am 11:00 ~ pm 11:00 *매주 목요일 정기휴무
유가네닭갈비|수영점|부산 수영구 수영동 446-13 2층|051-757-9658|am 11:00 ~ pm 10:00
유가네닭갈비|모라점|부산 사상구 모라동 1344-3 연일빌딩 1층|051-996-8989|am 11:00 ~ pm 10:00
유가네닭갈비|김해삼계점|경남 김해시 삼계동 1490-3 석세스빌딩 1F|055-313-1232|am 11:00 ~ pm 10:00
유가네닭갈비|울산신천점|울산 북구 신천동 109-5 리치빌딩 2층|052-281-7197|am 11:00 ~ pm 10:00
유가네닭갈비|부천옥길점|경기 부천시 옥길동 744-1 2층 206호 유가네닭갈비|032-343-8788|am 11:00 ~ pm 10:30
유가네닭갈비|김포운양점|경기 김포시 운양동 1297-1 1층 101,102호|031-984-4375|am 11:00 ~ pm 12:30
유가네닭갈비|천안두정점|충남 천안시 서북구 두정동 1464 1층 105호|041-556-4455|am 11:00 ~ pm 11:00
유가네닭갈비|파주운정점|경기 파주시 목동동 947 신운정프라자 110~111호|031-945-7744|am 11:00 ~ pm 10:00
유가네닭갈비|함양점|경남 함양군 함양읍 용평리 694-1 1층|055-962-0063|am 11:00 ~ pm 10:00 *매월 1,3주 수요일 정기휴무
유가네닭갈비|초읍연지점|부산 부산진구 연지동 340-7 2층|051-938-2468|am 11:00 ~ pm 11:00
유가네닭갈비|세종시청점|세종특별자치시 대평동 63-7 202호|044-866-6599|am 11:00 ~ pm 10:00
유가네닭갈비|광주경안점|경기 광주시 역동 23-11 1층|031-769-3392|am 11:00 ~ pm 10:00
유가네닭갈비|반송점|부산 해운대구 반송동 722-5 2층|051-545-0529|am 11:00 ~ pm 10:00
유가네닭갈비|진해용원점|경남 창원시 진해구 용원동 1211-2 용원마이다스빌딩 208호|055-552-3222|am 11:00 ~ pm 11:00
유가네닭갈비|명장점|부산 동래구 명장동 62-3 1층|051-529-7768|am 11:00 ~ pm10:00
유가네닭갈비|명지국제신도시점|부산 강서구 명지동 3357-3 명지코아빌딩 204호|051-293-2836|am 11:00 ~pm 11:00
유가네닭갈비|은평뉴타운점|서울 은평구 진관동 74 211호|02-355-4617|am 11:00  pm 11:00
유가네닭갈비|인천청라점|인천 서구 연희동 800-3 2층|032-567-0721|am 11:00 ~ pm 11:00
유가네닭갈비|서동점|부산 금정구 서동 203-46 2층|051-925-9233|10:00~24:00
유가네닭갈비|다대점|부산 사하구 다대동 1575-2 2층|051-264-9233|11:00 ~ 23:00
유가네닭갈비|신천점|서울 송파구 잠실동 189-11 1층|02-424-4292|am11:00 ~ pm12:00
유가네닭갈비|창원북면점|경남 창원시 의창구 북면 감계리 235-1 코아상가 204호|055-299-7882|am 11:00 ~ pm 11:00 *격주 화요일 정기휴무
유가네닭갈비|명동역점|서울 중구 충무로2가 9 2층|02-775-3392|am 9:00  ~ am 01:00
유가네닭갈비|일산웨스턴돔점|경기 고양시 일산동구 장항동 862 1층|031-907-7887|a.m 11:00 ~ p.m 11:00
유가네닭갈비|용인흥덕점|경기 용인시 기흥구 영덕동 986-1 2층|031-216-3007|a.m 11:00 ~ p.m 11:00
유가네닭갈비|진주중안점|경남 진주시 중안동 12-4 1층|055-748-7700|am11 ~ am11
유가네닭갈비|학장점|부산 사상구 학장동 797-17 2층|051-323-0508|am 11:00 ~ pm 23:00 *매주 일요일 정기휴무
유가네닭갈비|양산신도시점|경남 양산시 중부동 693-2 2층 204호|055-366-4661|am 11:00 ~ pm 22:00 *격주 월요일 정기휴무
유가네닭갈비|신사가로수길점|서울 강남구 신사동 514-8 2층|02-541-1476|am 11:00 ~ am 1:00
유가네닭갈비|동래역점|부산 동래구 명륜동 502-13 2층|051-552-5818|am 11: 00 ~ pm 24:00
유가네닭갈비|만덕점|부산 북구 만덕동 317-2 1층|051-337-3780|am  11:00  pm 11:00
유가네닭갈비|구미역점|경북 구미시 원평동 371-11 1층|054-456-9291|am 10:00 ~ pm 12:00
유가네닭갈비|양산석산점|경남 양산시 동면 석산리 1455-13 1층|055-367-3880|am 11:00 ~ pm 11:00
유가네닭갈비|부산시청점|부산 연제구 연산동 1495-15 1층|051-851-9297|am 11:00  pm 10:00
유가네닭갈비|마산내서점|경남 창원시 마산회원구 내서읍 삼계리 24-4 2층|055-609-0123|am11 ~ pm11
유가네닭갈비|당감점|부산 부산진구 부암동 385-15 1층|051-989-8420|am11 ~ pm11
유가네닭갈비|남포점|부산 중구 창선동1가 38-9 유가네닭갈비 남포점|051)241-4632|am11:00~23:00
유가네닭갈비|부산대3호점|부산 금정구 장전동 418-12 2층 유가네닭갈비 부산대3호점|051)518-9900|am11:00~24:00
유가네닭갈비|문현점|부산 남구 문현동 205-64 1층 유가네닭갈비|051.631.9992|11:00~22:00
유가네닭갈비|김해 내외점|경남 김해시 외동 252 2층 201호|055-333-9252|am11:00~23:00
유가네닭갈비|광안점|부산 수영구 광안동 151-13 유가네닭갈비|051-757-9903|am11:00~23:00
유가네닭갈비|반여점|부산 해운대구 반여동 1206-44 2층|051-525-1216|am11:00~24:00
유가네닭갈비|세천점|대구 달성군 다사읍 세천리 1580-9 2층|053-591-9953|am11:00~23:00 *매주 월요일 정기휴무
유가네닭갈비|거창점|경남 거창군 거창읍 상림리 203 유가네닭갈비 거창점|055-945-3390|am11:00~23:00 *매주 화요일 정기휴무
유가네닭갈비|부평점|인천 부평구 부평동 201-111 1층 유가네닭갈비 부평점|032-512-9233|am11:00~24:00
유가네닭갈비|연산점|부산 연제구 연산동 2139-58 유가네닭갈비 연산점|051-853-0010|am11:00~pm10:30
유가네닭갈비|아산테크노밸리점|충남 아산시 둔포면 석곡리 1707 1동 1층 (102호)|041-532-7755|11:00~22:00
유가네닭갈비|계양점|인천 계양구 작전동 911-7 거성프라자  201호|032-555-5532|11:00~23:00
유가네닭갈비|부산진역점|부산 동구 수정동 217-3 (수정동)|051-466-9233|11:00~22:00
유가네닭갈비|강남역점|서울 강남구 역삼동 814-6 214호, CGV강남|02-534-9595|11:00~24:00
유가네닭갈비|증산점|경남 양산시 물금읍 가촌리 1280-4 나래메트로시티 F동 115호|055-381-9290|11:00~23:00
유가네닭갈비|인천송도신도시점|인천 연수구 송도동 3-1 송도밀레니엄2층 219호|032-831-6100|11:00~23:00
유가네닭갈비|정관점|부산 기장군 정관읍 매학리 713-3 2층 203호(진우빌딩)|051-728-5151|11:00~22:00
유가네닭갈비|밀양점|경상남도 밀양시 해천안길1 (내이동) 2층|055-353-5282|11:00~22:00 *매주 수요일 정기휴무
유가네닭갈비|김포풍무점|경기 김포시 풍무동 803 2층 201호 (오성프라자5차)|031-984-9230|am11~pm10
유가네닭갈비|명륜점|부산 동래구 명륜동 98-17 1층 102호|051-558-0854|11:00~24:00
유가네닭갈비|진량점|경북 경산시 진량읍 신상리 182-1 1층|053-857-1444|11:00~22:00 *매주 토요일 정기휴무
유가네닭갈비|울산삼산점|울산 남구 삼산동 1573-13 1층|052-258-6364|11:00~23:00 *2,4주 화요일 정기휴무
유가네닭갈비|봉래점|부산 영도구 영선동1가 5-1 1층|051-245-8800|11:00~22:00
유가네닭갈비|장산점|부산 해운대구 좌동 1479-3 251호 2층 (좌동 세종월드 프라자)|051-704-1243|am11~pm11
유가네닭갈비|홍대2호점|서울 마포구 서교동 357-2 1층|02-323-0239|am11~am01:00
유가네닭갈비|김해율하신도시점|경남 김해시 율하동 1329-2 201호|055-327-9233|11:00~23:00 *매주 화요일 정기휴무
유가네닭갈비|기장점|부산 기장군 기장읍 동부리 155-8 유가네|051-721-7686|am11~pm11
유가네닭갈비|유스퀘어몰점|광주광역시 서구 무진대로904 2층(광천동)|062-352-2383|10:00~22:00
유가네닭갈비|창원메트로점|경남 창원시 의창구 중동 18B 11L 103호|055-298-4250|am11 ~ pm11
유가네닭갈비|마산창동점|경남 창원시 마산합포구 동성동 265번지|055-244-9233|am11~pm11
유가네닭갈비|경기대점|경기 수원시 영통구 대학로 46 경기 수원시 영통구 대학로 46|031-211-9992|am11~pm11
유가네닭갈비|화명점|부산 북구 화명동 2267-1번지 샤롯데플러스|051-363-8878|am11~pm11
유가네닭갈비|안산한양대점|경기 안산시 상록구 사동 1569-1번지 B동 2층|031-417-8865|am11~pm11
유가네닭갈비|부산외대점|부산 금정구 남산동 124-1|051-583-0340|am11~pm11
유가네닭갈비|가좌점|인천 서구 가좌동 7 (가좌한신휴플러스 / 403동 201호)  -  던킨도너츠 2층|032-572-7792|am11~pm11
유가네닭갈비|명지오션시티점|부산 강서구 명지동 3239-2|051-271-5585|10:00~22:00
유가네닭갈비|부천중동점|경기 부천시 원미구 중동 1166-6|032-326-9244|am11~am01
유가네닭갈비|영등포2호점|서울 영등포구 영등포동3가 10-38|02-2637-3335|am11~pm12
유가네닭갈비|상인점|대구 달서구 상인동 1506번지 리젠트프라자|053-637-0111|am10:30~pm9:30
유가네닭갈비|온천천점|부산 동래구 안락동 221-25|051-522-8123|am11:00 ~ pm10:00
유가네닭갈비|서면롯데점|부산 부산진구 부전2동 242-21|051-817-9233|11:00~02:00
유가네닭갈비|건대점|서울 광진구 화양동 47-72 47-72|02-466-6123|am 11:00 ~ pm 12:00
유가네닭갈비|동삼점|부산 영도구 동삼1동 231-19|051-404-3389|10:00-11:00
유가네닭갈비|금왕점|충북 음성군 금왕읍 무극리 60-4|043-882-2271|11:00-10:00
유가네닭갈비|명동3호점|서울 중구 충무로1가 22-6 유화빌딩 201호|02-318-3367|am09:00~am01:00
유가네닭갈비|산본점|경기 군포시 산본로323번길 20-21 경기 군포시 산본로323번길 20-21|031-398-9992|AM11:00~PM12:00
유가네닭갈비|광교신도시점|경기도 용인시 수지구 상현동 1117-5 푸르지오2차 C동 2F 207호 경기도 용인시 수지구 상현동 1117-5 푸르지오2차 C동 2F 207호|031-211-3338|am11~pm11
유가네닭갈비|오산점|경기 오산시 원동 776-5|031-372-8077|am11~pm11
유가네닭갈비|원주점|강원 원주시 일산동 72-4|033-744-9233|am10:30~ Pm11
유가네닭갈비|홍대1호점|서울 마포구 동교동 163-11|02-333-4655|10:00~24:00
유가네닭갈비|천호점|서울 강동구 천호동 413-6|02-470-0788|am 11 ~ am1
유가네닭갈비|종로점|서울 종로구 관철동 13-1|02-737-3933|am 11 ~ am12
유가네닭갈비|신림점|서울 관악구 신림동 1640-29 1층|02-878-3392|am11~am2
유가네닭갈비|서울대점|서울 관악구 봉천동 1601-2|02-883-6123|am11~am2
유가네닭갈비|명동2호점|서울 중구 명동2가 55-8 2층 (명동2가)|02-3789-2492|10:00~24:00
유가네닭갈비|명동1호점|서울 중구 명동2가 3-1|02-3789-3392|am10:45~ am12
유가네닭갈비|수지점|경기 용인시 수지구 풍덕천동 1080-9|031-262-5092|am 11 ~ pm 11
유가네닭갈비|수원 아주대점|경기 수원시 팔달구 우만동 59-1|031-214-2692|am10~am12
유가네닭갈비|철산역점|경기 광명시 디지털로33번길 23 (철산동) 다모아빌딩 2층|02-2612-8734|am 11 ~ pm 11:30
유가네닭갈비|구월점|인천 남동구 구월동 1463-2|032-446-3345|am10~am1
유가네닭갈비|의정부점|경기 의정부시 의정부동 193-4|031-841-3391|am10~pm10
유가네닭갈비|안양 일번가점|경기 안양시 만안구 안양로304번길 18 경기 안양시 만안구 안양로304번길 18|031-469-9392|am11~am12
유가네닭갈비|안산중앙점|경기 안산시 단원구 고잔동 540-2|031-484-0205|10:00~23:00 *last order 22:20
유가네닭갈비|수원역점|경기 수원시 팔달구 매산로1가 41-2|031-247-7392|am 11 ~ pm 11
유가네닭갈비|송탄점|경기 평택시 서정동 818-37 1층|031-664-9233|am10~am12
유가네닭갈비|부천역점|경기 부천시 원미구 심곡동 174-11|032-665-9233|am11~pm11
유가네닭갈비|충남대점|대전 유성구 궁동 421-2|042-824-9289|am11~pm11
유가네닭갈비|청주성안점|충북 청주시 상당구 북문로1가 156-1 156-1|043-253-9233|am11 ~ pm11
유가네닭갈비|대전 은행점|대전 중구 은행동 76-11|042-222-9001|am10~pm10:30
유가네닭갈비|진주 초전점|경남 진주시 초전동 1647-2|055-755-3392|am11:30~ pm10 *매주 월요일 정기휴무
유가네닭갈비|평산점|경남 양산시 평산동 105-2 104-8 1층|055-365-7855|am11~ pm10 *매주 화요일 정기휴무
유가네닭갈비|진영점|경남 김해시 진영읍 여래리 700-227|055-342-5054|am11:30~ pm11:30 *매월 1,3주 화요일 정기휴무
유가네닭갈비|서창점|경남 양산시 삼호동 1012-5 1층|055-387-9662|am11~ pm10
유가네닭갈비|삼천포점|경남 사천시 벌리동 256-13|055-835-3392|am10:30~ pm10:30
유가네닭갈비|통영점|경남 통영시 무전동 1032-12|055-649-9298|am10:30~ am12
유가네닭갈비|김해 인제대점|경남 김해시 어방동 528-3||am10:30~ pm10:30
유가네닭갈비|울산성남점|울산 중구 성남동 219-62|052)212-3392~3|am11 ~ am12
유가네닭갈비|울산대점|울산 남구 무거동 630-16|052-225-3392~3|am11 ~ pm11
유가네닭갈비|포항점|경북 포항시 북구 대흥동 723-1|054-247-7295|am10 ~ pm10:30
유가네닭갈비|대구 동성로점|대구 중구 남일동 65-1|053-421-0760|11:00~22:30
유가네닭갈비|계명대점|대구 달서구 신당동 1790-15 1층|053-584-1192|am10 ~ pm8:30  *매주 화요일 정기휴무. 브레이크타임15:00-17:00
유가네닭갈비|경북대점|대구 북구 산격동  1327-7|053-944-7572|am11 ~ am12
유가네닭갈비|창원대점|경남 창원시 의창구 사림동 25|055-273-8250~1|am11 ~ pm11
유가네닭갈비|창원 상남점|경남 창원시 성산구 상남동 12-7|055-266-4201|am11 ~ pm11
유가네닭갈비|마산 합성점|경남 창원시 마산회원구 합성동 84-45|055-256-9600|am11 ~ pm10
유가네닭갈비|마산 경남대점|경남 창원시 마산합포구 해운동 5-64|055-246-9334|am11~ pm10:30
유가네닭갈비|동서대점|부산 사상구 주례동 55-198|051-312-9233|am10~ pm11:30 *매주 토요일 정기휴무
유가네닭갈비|부민점|부산 서구 부민동1가 6-1|051-257-9233|am10 ~ am12
유가네닭갈비|괴정점|부산 사하구 괴정동 947-6|051-207-9222|am11 ~ Pm10
유가네닭갈비|해운대점|부산 해운대구 우동 542-12 601-15 3층 유가네닭갈비 해운대점|051-746-9912|am11 ~ am12
유가네닭갈비|양정점|부산 부산진구 양정동 364-4|051-867-7574|am10:30~ pm11:30
유가네닭갈비|서면 본점|부산 부산진구 부전동 172-3|051-802-7573|11:00~ 23:00
유가네닭갈비|사직점|부산 동래구 사직동 92-7|051-504-9233|am11 ~ Pm10
유가네닭갈비|사상점|부산 사상구 괘법동 526-7|051-325-1004|am11 ~ am12
유가네닭갈비|부산대점|부산 금정구 장전동 422-32|051-514-7573|am11 ~ am12
유가네닭갈비|동아대점|부산 사하구 하단동 497-17 동아대점|051-293-1039|am10 ~ am12
유가네닭갈비|덕천점|부산 북구 덕천동 402-4|051-335-8395|am10 ~ am12
