NAME|BRANCH|ADDR|TELL|TIME|XCORD|YCORD
정관장|서울 홈플러스동대문점|서울 동대문구 용두동 33-1 홈플러스 동대문점 지하2층 정관장|02-957-2304|10:00 ~ 22:00|127.03878760263231|37.57451245863653
정관장|서울 홈플러스강동점|서울 강동구 천호동 42번지 홈플러스 강동점 지하 1층 정관장|02-489-2304|10:00 ~ 22:00|127.14224944045438|37.54572017984734
정관장|서울 이마트천호점|서울 강동구 천호동 454-1 이마트 천호점 1층 정관장|02-477-5304|10:00 ~ 22:00|127.1255444261663|37.53864645706127
정관장|서울 이마트성수점|서울 성동구 성수동 2가 333-16 이마트 성수점 1층|02-461-2304|10:00 ~ 22:00|127.05299925631898|37.53971041838494
정관장|서울 롯데마트강변점|서울 광진구 구의동 546-4 롯데마트 강변점 지하2층 정관장|02-454-2305|10:00 ~ 22:00|127.09576465640687|37.5357010612649
정관장|서울 홈플러스월드컵점|서울 마포구 성산동 515 홈플러스 월드컵경기장점 1층 정관장|02-302-2304|10:00 ~ 22:00|126.89841017425695|37.56945117232269
정관장|서울 홈플러스잠실점|서울 송파구 신천동 7-12번지 지하 2층(지하2층)|02-417-5304|10:00 ~ 22:00|127.1030334037921|37.51625853293245
정관장|서울 이마트가든파이브점|서울 송파구 문정동 292번지 가든5 Tool동 지하 1층|02-400-2304|10:00 ~ 22:00|127.12137814206658|37.47846372632054
정관장|서울 이마트마포공덕점|서울 마포구 신공덕동 69-2 지하1층 정관장|02-715-2304|10:00 ~ 22:00|126.95338970829192|37.54247738023192
정관장|서울 롯데마트서울역점|서울 중구 봉래동2가 122번지 롯데마트 서울역점 2층 정관장|02-365-2304|10:00 ~ 22:00|126.96958694995945|37.55816724272944
정관장|서울 신도림역점|서울 구로구 구로5동 8-12|02-863-2304|10:00 ~ 21:00|126.88910108588342|37.50525555652857
정관장|서울 신대방점|서울 동작구 신대방1동 587-10|02-845-2304|10:00 ~ 21:00|126.90857117638498|37.49105075031615
정관장|서울 신당점|서울 중구 신당4동 333-206 성원빌딩 1층|02-2232-2304|10:00 ~ 21:00|127.01289380000003|37.5582571
정관장|서울 신내점|서울 중랑구 신내동 648|02-2208-2385|10:00 ~ 21:00|127.0912928100391|37.61695985963967
정관장|서울 신길점|서울 영등포구 신길동 252-1|02-845-3232|10:00 ~ 21:00|126.91039513109583|37.50521596402272
정관장|서울 시흥사거리점|서울 금천구 시흥1동 999-48|02-809-2304|10:00 ~ 21:00|126.89994894278304|37.45471864746671
정관장|서울 수유점 (우수가맹점 2회 선정)|서울 강북구 수유동 248-7|02-904-0325|10:00 ~ 21:00|127.02116139378579|37.64425351175455
정관장|서울 수서역점 (우수가맹점 1회 선정)|서울 강남구 수서동 724로즈데일빌딩 1층12호|02-451-2304|10:00 ~ 21:00|127.10313838880545|37.48732895767851
정관장|서울 수색역점|서울 은평구 수색동 154-2|02-307-2304|10:00 ~ 21:00|126.89716208728268|37.58147295843335
정관장|서울 수락산역점 (우수가맹점 1회 선정)|서울 노원구 상계동 1132-102|02-936-2304|10:00 ~ 21:00|127.0555683869478|37.67757142673079
정관장|서울 송파역점|서울 송파구 송파2동 97-35|02-425-2304|10:00 ~ 21:005|127.11142667029678|37.5011753083909
정관장|서울 소공점|서울 중구 소공동 87-1소공지하상가 34호|02-754-2304|10:00 ~ 21:00|126.97921875978042|37.56485112242312
정관장|서울 성행당점|서울 동대문구 제기동 944-4 1층|02-960-2304|10:00 ~ 21:00|127.0382476700574|37.58123405125385
정관장|서울 성산점|서울 마포구 성산동 152-5번지 청화상가 106호|02-376-0355|10:00 ~ 21:00|126.90477603811765|37.56960424180991
정관장|서울 선사점|서울 강동구 암사동 413-3 프라이어팰리스상가 109호|02-442-2304|10:00 ~ 21:00|127.1407450120233|37.55445445286573
정관장|서울 서초역점|서울 서초구 서초동 1540-9 서초빌딩 103|02-598-0389|10:00 ~ 21:00|127.00835391488486|37.48970909310101
정관장|서울 서울시청역점|서울 중구 서소문동 25번지 1층|02-3789-2350|10:00 ~ 21:00|126.97537977885595|37.56381243657679
정관장|서울 서울대입구역점|서울 관악구 봉천동 875-10 102호|02-882-2304|09:00 ~ 21:00|126.94989120048096|37.48126172074543
정관장|서울 서여의도점 (우수가맹점 3회 선정)|서울 영등포구 여의도동 14-21 엘지에끌라드 1층|02-3775-2304|10:00 ~ 21:00|126.9191719913018|37.52992419947779
정관장|서울 갤러리아압구정점|서울 강남구 압구정1동 갤러리아백화점 웨스트관 지하1층|02-6905-3745|해당 백화점 운영 시간에 따름|127.04007980000006|37.5284665
정관장|서울 롯데강남점|서울 강남구 대치동 937번지 지하1층|02-531-2854|해당 백화점 운영 시간에 따름|127.05327310000007|37.4969255
정관장|서울 현대무역점|서울 강남구 삼성동 159-7 지하1층|02-3467-8904|해당 백화점 운영 시간에 따름|127.0597808|37.5086154
정관장|서울 현대본점|서울 강남구 압구정동 429번지 지하1층|070-4422-8049|해당 백화점 운영 시간에 따름|127.02742650000005|37.5273268
정관장|서울 롯데영등포점|서울 영등포구 영등포1동 618-496 지하1층 정관장|070-4422-8104|해당 백화점 운영 시간에 따름|126.90668230000006|37.5154709
정관장|서울 신세계영등포점|서울 영등포구 영등포동4가 434-5 신세계백화점 지하1층 정관장|070-4422-8100|해당 백화점 운영 시간에 따름|126.9037763|37.5175989
정관장|서울 현대목동점|서울 양천구 목동 916 지하2층 정관장|070-4422-8107|해당 백화점 운영 시간에 따름|126.87497819999999|37.5268253
정관장|서울 AK플라자구로점|서울 구로구 구로동 573 지하1층 정관장|070-4422-8113|해당 백화점 운영 시간에 따름|126.8827953|37.5012056
정관장|서울 현대디큐브시티점|서울 구로구 신도림동 692 현대디큐브시티점 B2층|070-4422-8380|해당 백화점 운영 시간에 따름|126.88935079999999|37.5091137
정관장|서울 롯데김포공항점|서울 강서구 방화동 886 GF층|070-4422-8161|해당 백화점 운영 시간에 따름|126.80251180000005|37.5667733
정관장|서울 롯데백화점본점|서울 중구 소공동 1번지 지하1층|02-752-2304|해당 백화점 운영 시간에 따름|126.98136899999997|37.5649903
정관장|서울 신세계백화점본점|서울 중구 충무로1가 52-5 지하1층|02-310-5297|해당 백화점 운영 시간에 따름|126.98098890000006|37.5609008
정관장|서울 롯데청량리점|서울 동대문구 전농동 591-53 롯데백화점청량리역사점 B2층|02-3707-1985|해당 백화점 운영 시간에 따름|127.04790070000001|37.5792928
정관장|서울 롯데노원점|서울 노원구 상계2동713번지 B1층|02-950-2089|해당 백화점 운영 시간에 따름|127.06115169999998|37.6552101
정관장|서울 롯데스타시티점|서울 광진구 자양동 227-342|02-2218-3016|해당 백화점 운영 시간에 따름|127.07108310000001|37.5387765
정관장|서울 롯데미아점|서울 강북구 미아4동 70-6번지|02-944-1969|해당 백화점 운영 시간에 따름|127.0305098|37.6145502
정관장|서울 현대신촌점|서울 서대문구 창천동 30-33 지하1층|02-336-2304|해당 백화점 운영 시간에 따름|126.93579769999997|37.5560736
정관장|서울 뉴코아강남점|서울 서초구 잠원동 70-2 지하1층|02-3477-2001|해당 백화점 운영 시간에 따름|127.00730820000001|37.509517
정관장|서울 위례광장로본점|서울 송파구 장지동 894위례아이파크상가 3동 115호|02-448-2304|10:00 ~ 21:00|127.14254961842647|37.47629748168877
정관장|정관장라운지 서울 신천역본점|서울 송파구 잠실동 19-3 파인애플상가 1A25,26호|02-419-2304|10:00 ~ 21:00|127.08366021360406|37.51208327541411
정관장|정관장&동인비 테헤란로본점|서울 강남구 삼성2동 144-22|02-561-5330|10:00 ~ 21:00|127.05500269198271|37.50674722804412
정관장|서울 종로2가본점|서울 종로구 종로2가 40 육의전빌딩1층|02-747-2304|10:00 ~ 21:00|126.98909241554719|37.57053592880566
정관장|서울 HUB 종각역본점|서울 종로구 견지동 110번지 대성스카이렉스102호|02-734-2304|10:00 ~ 21:00|126.98255830498812|37.57236596649361
정관장|정관장&동인비 은평뉴타운본점|서울 은평구 진관동22 은평뉴타운구파발상가914-102|02-358-2304|10:00 ~ 21:00|126.92126692570791|37.6425618671426
정관장|정관장라운지 서울 왕십리역사본점|서울 성동구 행당동168-1왕십리민자역사3층 sp-3호|02-2200-1320|10:00 ~ 21:00|127.03841864137779|37.56144093402141
정관장|정관장&동인비 양재역본점|서울 서초구 양재동 24 스포타임 1층|02-578-2304|10:00 ~ 21:00|127.03503170720174|37.48291419709791
정관장|정관장라운지 서울 명동본점|서울 중구 명동2가 108-1|02-318-2304|10:00 ~ 21:00|126.9816461778266|37.56209447574003
정관장|서울 KT&G타워본점|서울 강남구 대치1동 1002 코스모타워지하|02-556-2303|09:30 ~ 19:30|127.06537155915909|37.50660859617733
정관장|정관장라운지 서울 을지로본점|서울 중구 을지로2가 101-5 1층|02-779-1147|10:00 ~ 21:00|126.98934655298957|37.56647786763547
정관장|정관장라운지 서울 문래본점|서울 영등포구 문래동5가 4-1 KT&G영등포지사 1층|02-2677-2304|10:00 ~ 21:00|126.88752455812124|37.5157741894057
정관장|서울 HUB 대치타워본점|서울 강남구 대치동 945-10번지 1층|02-564-2304|10:00 ~ 21:00|127.06200662063985|37.50770242836362
정관장|서울 HUB 대치본점|서울 강남구 대치1동 1022-2|02-566-2206|10:00 ~ 21:00|127.0588230765956|37.49793715620778
정관장|서울 대방로점|서울 동작구 신대방2동 377-1|02-821-2304|10:00 ~ 21:00|126.92066295169849|37.4980152611763
정관장|서울 당산점|서울 영등포구 당산동5가 42 삼성래미안 4차상가 112호|02-2069-0303|10:00 ~ 21:00|126.9030634995026|37.53195554661554
정관장|서울 답십리점|서울 동대문구 답십리동 496-2번지|02-2217-2304|10:00 ~ 21:00|127.05152077798442|37.56821864235944
정관장|서울 능동점|서울 광진구 능동 283-6|02-3436-2304|10:00 ~ 21:00|127.07755738945637|37.55296675367523
정관장|서울 논현점|서울 강남구 논현동 164-11|02-3444-2304|10:00 ~ 21:00|127.0235069004|37.5075073307
정관장|서울 남현점|서울 관악구 남현동 1057-15 102|02-588-3588|10:00 ~ 21:00|126.97694152015355|37.47632175295752
정관장|서울 남영점|서울 용산구 남영동 129-4|02-797-4565|10:00 ~ 21:00|126.97357687596983|37.54094831932186
정관장|서울 남부터미널역점|서울 서초구 서초동 1445-4래미안서초유니빌 104호|02-521-2304|10:00 ~ 21:00|127.01696902827089|37.4846985649404
정관장|서울 남부법원점|서울 양천구 신정동 1013-4 성배법조빌딩 1층|02-2065-8800|10:00 ~ 21:00|126.86202562528068|37.52241817837243
정관장|서울 남가좌점|서울 서대문구 남가좌1동 270-9|02-306-3336|10:00 ~ 21:00|126.91357265921516|37.5703606373408
정관장|서울 길음점|서울 성북구 하월곡동 88-677 숭인회관|02-981-2304|10:00 ~ 21:00|127.02853021580397|37.60678532092675
정관장|서울 금호점 (우수가맹점 1회 선정)|서울 성동구 금호동4가 610번지|02-2294-2304|10:00 ~ 21:00|127.02068133840102|37.54739701588101
정관장|서울 구산역점|서울 은평구 구산동 196-3|02-357-2304|10:00 ~ 21:00|126.91564924616459|37.61198796630715
정관장|서울 구로2동점|서울 구로구 구로동 426-92|02-855-0303|10:00 ~ 21:00|126.88400344680534|37.49304383459725
정관장|서울 교대역점|서울 서초구 서초동 1689-6 경복빌딩 101호|02-3478-2304|10:00 ~ 21:00|127.0187627002674|37.49548515703653
정관장|서울 광희점|서울 중구 쌍림동 283-1 1층|02-2272-3304|10:00 ~ 21:00|127.00643802428925|37.56385807594239
정관장|서울 광화문점 (우수가맹점 4회 선정)|서울 종로구 내수동 95 파크팰리스|02-720-2304|10:00 ~ 21:00|126.9705902961|37.5739313228
정관장|서울 광장시장점|서울 종로구 종로4가 137-3|02-2267-1483|10:00 ~ 21:00|126.99865975721508|37.57053282110969
정관장|서울 광나루점|서울 광진구 구의동 200-4|02-456-2304|10:00 ~ 21:00|127.0951015714|37.5409958727
정관장|서울 고덕점|서울 강동구 명일동 46-1 명성프라자|02-427-2323|10:00 ~ 21:00|127.15407252571242|37.55465225139214
정관장|서울 거여역점|서울 송파구 거여동 26-2번지|02-409-2308|10:00 ~ 21:00|127.14419030595718|37.49350293573713
정관장|서울 개포점|서울 강남구 개포동 186-17 1층 107호|02-459-2304|10:00 ~ 21:00|127.06881649445499|37.48927127883752
정관장|서울 개봉점 (우수가맹점 2회 선정)|서울 구로구 개봉2동 481현대아파트1차정문상가101호|02-2066-2304|10:00 ~ 21:00|126.85849463174304|37.49207898790344
정관장|서울 개롱역점|서울 송파구 가락2동 166 아람빌딩 1층|02-408-2312|10:00 ~ 21:00|127.13478530209093|37.49781724555696
정관장|서울 강서구청점|서울 강서구 화곡동 986-13 1층|02-2696-2304|10:00 ~ 21:00|126.84748803010592|37.54969653969828
정관장|서울 강동구청역점 (우수가맹점 1회 선정)|서울 강동구 성내1동 코오롱2차상가 104호|02-485-2304|10:00 ~ 21:00|127.12178702208918|37.53253079881624
정관장|서울 강남구청역점 (우수가맹점 3회 선정)|서울 강남구 논현동 241-1강남파라곤S동B101호|02-541-2304|10:00 ~ 21:00|127.0401375821117|37.51655253697078
정관장|서울(주)인삼유통|서울 동대문구 제기동 1019 본관2층20401호|02-960-0523|없음|127.0391431628|37.5790389368
정관장|서울 LG트윈타워점|서울 영등포구 여의도동 20번지 LG트윈타워 지하1층|02-780-2303|10:00 ~ 21:00|126.92923040581323|37.52794935280495
정관장|서울 GS타워점|서울 강남구 역삼동 679번지 GS타워 1층|02-508-2304|10:00 ~ 21:00|127.03689070148643|37.50176360392802
정관장|서울 흑석점|서울 동작구 흑석동 9-27|02-817-2304|10:00 ~ 21:00|126.96487534523412|37.50756211178652
정관장|서울 화곡역점|서울 강서구 화곡동 1067-19|02-2691-2304|10:00 ~ 21:00|126.83667280206458|37.54092121883704
정관장|서울 홍대입구역점|서울 마포구 서교동 354-11 대영빌딩103|02-324-2304|10:00 ~ 21:00|126.92036830994401|37.55393845049794
정관장|서울 혜화역점|서울 종로구 명륜동2가 175-1|02-765-2303|10:00 ~ 21:00|126.99958789452288|37.58348552272096
정관장|서울 행당역점|서울 성동구 행당2동 346번지 한진타운상가104호|02-2282-0382|10:00 ~ 21:00|127.0292079500324|37.55588261765666
정관장|서울 한티역점 (우수가맹점 1회 선정)|서울 강남구 대치동 922-28 101호|02-539-9701|10:00 ~ 21:00|127.05221454228932|37.49828264435924
정관장|서울 한남점|서울 용산구 한남동 72-1 리첸시아빌딩 1층 118|02-798-2304|10:00 ~ 21:00|127.0079018130421|37.534471016572
정관장|서울 한강로점|서울 용산구 한강로1가 303-2|02-795-0667|10:00 ~ 21:00|126.97161089136105|37.533429915635
정관장|서울 하계점|서울 노원구 하계동 256-13|02-975-2304|10:00 ~ 21:00|127.07392227757728|37.63985346720759
정관장|서울 포이사거리점 (우수가맹점 1회 선정)|서울 서초구 양재동 277-1 태암빌딩|02-2057-2304|10:00 ~ 21:00|127.0456104490641|37.47627555539698
정관장|서울 평창점|서울 종로구 평창동 182-11|02-395-2306|10:00 ~ 21:00|126.96710763036106|37.60615349291533
정관장|서울 태능입구역점|서울 노원구 공릉동 617-7번지|02-975-0500|10:00 ~ 21:00|127.07562768322947|37.61883057784829
정관장|서울 충무로역점|서울 중구 충무로4가 306 남산센트럴자이113호|02-2265-2304|10:00 ~ 21:00|126.99776800961399|37.56254637953401
정관장|서울 청담사거리점|서울 강남구 청담동 124-4 101|02-544-2304|10:00 ~ 21:00|127.04916953699234|37.52479870476783
정관장|서울 창동점 (우수가맹점 1회 선정)|서울 도봉구 창5동 338 신원리베르텔 105호|02-990-2304|10:00 ~ 21:00|127.0459349442193|37.65145073059992
정관장|서울 증산역점|서울 서대문구 북가좌동 343-1|02-305-5333|10:00 ~ 21:00|126.91111639487315|37.58362144628211
정관장|서울 중화동점|서울 중랑구 중화동 295-24|02-434-2304|10:00 ~ 21:00|127.08031346475158|37.59865973811544
정관장|서울 종암점|서울 성북구 종암동 86-1|02-943-0303|10:00 ~ 21:00|127.03367336049779|37.60016348911969
정관장|서울 종로4가점 (우수가맹점 1회 선정)|서울 종로구 종로4가 8 광림빌딩 1층|02-766-0303|10:00 ~ 21:00|126.99931628972868|37.5711166716871
정관장|서울 정릉점|서울 성북구 정릉동 401-46|02-913-2304|10:00 ~ 21:00|127.01010228098838|37.60887953400636
정관장|서울 전농점 (우수가맹점 5회 선정)|서울 동대문구 전농동 38 - 12|02-2245-2304|10:00 ~ 21:00|127.05884062578444|37.57788109358767
정관장|서울 장안동점|서울 동대문구 장안동 장한로 120|02-2215-2304|10:00 ~ 21:00|127.07126881239158|37.57105912177644
정관장|서울 장승배기점|서울 동작구 상도동 527 브라운스톤상가 b-206호|02-822-2304|10:00 ~ 21:00|126.94358048623434|37.50632398848222
정관장|서울 잠실본동점 (우수가맹점 1회 선정)|서울 송파구 잠실본동 336-5포스빌|02-425-0384|10:00 ~ 21:00|127.08729194206516|37.50417252988619
정관장|서울 잠실나루역점|서울 송파구 신천동 11-8 스타리버상가101호|02-421-2303|10:00 ~ 21:00|127.10440677525776|37.51800166896879
정관장|서울 자양점|서울 광진구 자양동 627-21|02-455-3304|10:00 ~ 21:00|127.08385219513123|37.53506140016297
정관장|서울 일원점|서울 강남구 일원동 615-1 기호빌딩102호|02-3411-2312|10:00 ~ 21:00|127.07930730033905|37.49127214686581
정관장|서울 이문점|서울 동대문구 이문동 258-52|02-969-2304|10:00 ~ 21:00|127.06211933422222|37.59995012332463
정관장|서울 응암점|서울 은평구 응암동 98-50|02-383-0389|10:00 ~ 21:00|126.92352582419198|37.60038858637437
정관장|서울 은행나무사거리점|서울 금천구 시흥동 830-4 1층|02-895-2304|10:00 ~ 21:00|126.9093839539074|37.45098164818212
정관장|서울 원효로점|서울 용산구 원효로2가 85-13|02-717-2304|10:00 ~ 21:00|126.96193876149364|37.53523280013453
정관장|서울 오류점|서울 구로구 오류1동 33-73 1층 1호|02-2617-0309|10:00 ~ 21:00|126.84620920656081|37.49682094642407
정관장|서울 영등포시장점|서울 영등포구 영등포동4가 146-1|02-2665-2304|10:00 ~ 21:00|126.90325996279634|37.5199976115752
정관장|서울 염창점|서울 강서구 염창동 265-22|02-2659-2304|10:00 ~ 21:00|126.87091227191942|37.5514872735475
정관장|서울 연희점|서울 서대문구 연희동 188-57|02-332-5230|10:00 ~ 21:00|126.93030660843185|37.56650102543884
정관장|서울 연신내역점|서울 은평구 불광동 484-78|02-384-2304|10:00 ~ 21:00|126.92027849908872|37.62119928235609
정관장|서울 역삼점|서울 강남구 역삼동 798-31|02-568-2304|10:00 ~ 21:00|127.03961350765468|37.4923372930409
정관장|서울 여의도동점|서울 영등포구 여의도동 53 우정상가111호|02-6341-2304|10:00 ~ 21:00|126.93279839158359|37.51933334946116
정관장|서울 애오개역점 (우수가맹점 3회 선정)|서울 마포구 공덕동 463 현대하이엘빌딩 104호|02-3142-2304|10:00 ~ 21:00|126.95439909606118|37.54981551014328
정관장|서울 압구정로점|서울 강남구 신사동 638-2 반도빌딩 103|02-544-2303|10:00 ~ 21:00|127.03465494529885|37.52884034444239
정관장|서울 암사점|서울 강동구 암사동 463-4 1층 정관장|02-3426-2304|10:00 ~ 21:00|127.1288321886|37.5529291487
정관장|서울 안국역점|서울 종로구 경운동 96-15 경운동 운현SKY빌딩 1층|02-745-2304|10:00 ~ 21:00|126.98557316307982|37.576316334393
정관장|서울 아차산역점|서울 광진구 중곡동 93-33 1층|02-455-2304|10:00 ~ 21:00|127.08870896568216|37.55474648143958
