ID|NAME|CAT|NEWADDR|OLDADDR|XX|YY|TELL|업데이트날짜|모두_운영시간|모두_현장요금|모두_URL|카카오_주차면수|카카오_결제방법|카카오_운영시간|카카오_현장요금
12413204|영희초등학교 공영주차장|공영주차장||서울 강남구 일원동 617|127.08195745|37.49197493|02-2176-0934|2021.01.25.|[{'start': '00:00', 'end': '24:00', 'title': '매일'}, {'start': '00:00', 'end': '24:00', 'title': '공휴일'}]|[{'price': '600원', 'title': '30분'}, {'price': '1,200원', 'title': '1시간'}, {'price': '2,400원', 'title': '2시간'}, {'price': '4,800원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=b7e35fc35f7c9980e9c49ee20a6b082d&type=P&usingTime=60&id=2|||||
26205089|SK허브오피스텔 주차장|주차장|서울 강남구 선릉로 431|서울 강남구 역삼동 708-27|127.04915325|37.5034251||2019.08.02.|||||||{'today': {'dayDisp': '매일', 'basePrice': 5500, 'baseTime': 30, 'unitTime': 30, 'unitPrice': 5500}, 'prices': [{'dayDisp': '매일', 'basePrice': 5500, 'baseTime': 30, 'unitTime': 30, 'unitPrice': 5500}, {'dayDisp': '공휴일', 'basePrice': 5500, 'baseTime': 30, 'unitTime': 30, 'unitPrice': 5500}]}|
20593695|M타워 주차장|주차장||서울 강남구 삼성동 154-14|127.05809576|37.5093938||2019.07.19.|[{'start': '07:00', 'end': '23:00', 'title': '주중'}, {'start': '07:00', 'end': '15:00', 'title': '토'}]|[{'price': '3,000원', 'title': '30분'}, {'price': '6,000원', 'title': '1시간'}, {'price': '12,000원', 'title': '2시간'}, {'price': '24,000원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=496228c6803429cd25a027afb6dc3021&type=P&usingTime=60&id=2||||{'today': {'dayDisp': '월~토', 'basePrice': 1000, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 1000, 'maxDayPrice': 20000}, 'prices': [{'dayDisp': '월~토', 'basePrice': 1000, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 1000, 'maxDayPrice': 20000}]}|
26843476|명성빌딩 주차장|주차장|서울 강남구 강남대로 498|서울 강남구 논현동 165-3|127.02381566|37.50674131||2020.04.24.|[{'start': '08:00', 'end': '19:00', 'title': '매일'}, {'start': '08:00', 'end': '19:00', 'title': '공휴일'}]|[{'price': '2,000원', 'title': '30분'}, {'price': '4,000원', 'title': '1시간'}, {'price': '8,000원', 'title': '2시간'}, {'price': '16,000원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=dea3153ebcb14767e13394ba65a518a4&type=P&usingTime=60&id=2|||||
1069843127|논현1호 주차장|주차장|서울 강남구 학동로6길 19|서울 강남구 논현동 123-11|127.02450663|37.51070029||2020.12.23.|[{'start': '00:00', 'end': '24:00', 'title': '매일'}, {'start': '00:00', 'end': '24:00', 'title': '공휴일'}]|[{'price': '2,400원', 'title': '30분'}, {'price': '4,800원', 'title': '1시간'}, {'price': '9,600원', 'title': '2시간'}, {'price': '19,200원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=66a0d4a32f3027d80bde7e6325029c06&type=P&usingTime=60&id=2||||{'today': {'dayDisp': '매일', 'basePrice': 800, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 800}, 'prices': [{'dayDisp': '매일', 'basePrice': 800, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 800}, {'dayDisp': '공휴일', 'basePrice': 800, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 800}]}|
367663563|도파트너스 안암삼성 주차장|주차장||서울 강남구 삼성동 158-14|127.05847385|37.50835295||2019.05.14.|[{'start': '00:00', 'end': '24:00', 'title': '매일'}, {'start': '00:00', 'end': '24:00', 'title': '공휴일'}]|[{'price': '2,000원', 'title': '30분'}, {'price': '5,000원', 'title': '1시간'}, {'price': '11,000원', 'title': '2시간'}, {'price': '23,000원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=3e14de5e47f54ad89065a02decdf6485&type=P&usingTime=60&id=2|||||
567918239|스윙파크골프연습장 주차장|주차장|서울 강남구 남부순환로391길 15|서울 강남구 대치동 647|127.05694201|37.49288884||2019.12.20.|||||||{'today': {'dayDisp': '매일', 'basePrice': 6000, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 2000}, 'prices': [{'dayDisp': '매일', 'basePrice': 6000, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 2000}, {'dayDisp': '공휴일', 'basePrice': 6000, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 2000}]}|
26537147|휘선빌딩 주차장|주차장||서울 강남구 논현동 93-14|127.03819031|37.52208534||2020.03.23.|[{'start': '09:00', 'end': '23:00', 'title': '주중'}, {'start': '10:00', 'end': '23:00', 'title': '토'}, {'start': '10:00', 'end': '18:00', 'title': '일'}, {'start': '10:00', 'end': '18:00', 'title': '공휴일'}]|[{'price': '3,000원', 'title': '30분'}, {'price': '6,000원', 'title': '1시간'}, {'price': '12,000원', 'title': '2시간'}, {'price': '24,000원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=dcdf20ef4c3581ac739cc088f4d09024&type=P&usingTime=60&id=2|||||
1032691976|새마을시장 노상공영주차장|공영주차장||서울 송파구 잠실동 209|127.0864302|37.50912148||2020.03.27.|[{'start': '10:00', 'end': '22:00', 'title': '매일'}, {'start': '10:00', 'end': '22:00', 'title': '공휴일'}]|[{'price': '1,500원', 'title': '30분'}, {'price': '3,000원', 'title': '1시간'}, {'price': '6,000원', 'title': '2시간'}, {'price': '12,000원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=0edc7d34a427442c77f20b4129f6c434&type=P&usingTime=60&id=2||||{'today': {'dayDisp': '매일', 'basePrice': 250, 'baseTime': 5, 'unitTime': 5, 'unitPrice': 250}, 'prices': [{'dayDisp': '매일', 'basePrice': 250, 'baseTime': 5, 'unitTime': 5, 'unitPrice': 250}, {'dayDisp': '공휴일', 'basePrice': 250, 'baseTime': 5, 'unitTime': 5, 'unitPrice': 250}]}|
26537220|대승주차장|주차장|서울 서초구 신반포로 340|서울 서초구 반포동 706-8|127.020911|37.51073972||2019.07.22.|||||||{'today': {'dayDisp': '매일', 'basePrice': 2000, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 1000}, 'prices': [{'dayDisp': '매일', 'basePrice': 2000, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 1000}, {'dayDisp': '공휴일', 'basePrice': 2000, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 1000}]}|
1632931830|하이파킹 더피나클강남점 주차장|주차장|서울 강남구 학동로 343|서울 강남구 논현동 119|127.04061315|37.51744257|1522-0000|2021.10.14.|[{'start': '00:00', 'end': '24:00', 'title': '매일'}, {'start': '00:00', 'end': '24:00', 'title': '공휴일'}]|[{'price': '3,000원', 'title': '30분'}, {'price': '6,000원', 'title': '1시간'}, {'price': '12,000원', 'title': '2시간'}, {'price': '24,000원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=c4ea05ee40ada2d9cd6ea0b86f89f5e6&type=P&usingTime=60&id=2||||{'today': {'dayDisp': '매일', 'basePrice': 3000, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 1000, 'maxDayPrice': 30000}, 'prices': [{'dayDisp': '매일', 'basePrice': 3000, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 1000, 'maxDayPrice': 30000}, {'dayDisp': '공휴일', 'basePrice': 3000, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 1000, 'maxDayPrice': 30000}]}|
946740373|한동빌딩 주차장|주차장|서울 강남구 테헤란로8길 37|서울 강남구 역삼동 828-7|127.03239761|37.49667334||2019.07.18.|||||||{'today': {'dayDisp': '월~토', 'basePrice': 5000, 'baseTime': 30, 'unitTime': 30, 'unitPrice': 5000}, 'prices': [{'dayDisp': '월~토', 'basePrice': 5000, 'baseTime': 30, 'unitTime': 30, 'unitPrice': 5000}]}|
607252732|GS타임즈 양재근린공원 주차장|주차장||서울 서초구 양재동 244-2|127.04056159|37.47232376||2020.03.10.|[{'start': '00:00', 'end': '24:00', 'title': '매일'}, {'start': '00:00', 'end': '24:00', 'title': '공휴일'}]|[{'price': '3,000원', 'title': '30분'}, {'price': '6,000원', 'title': '1시간'}, {'price': '12,000원', 'title': '2시간'}, {'price': '24,000원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=3d1a0027d266c80ec444665b7fa72bef&type=P&usingTime=60&id=2||||{'today': {'dayDisp': '매일', 'basePrice': 1000, 'baseTime': 20, 'unitTime': 20, 'unitPrice': 1000, 'maxDayPrice': 10000}, 'prices': [{'dayDisp': '매일', 'basePrice': 1000, 'baseTime': 20, 'unitTime': 20, 'unitPrice': 1000, 'maxDayPrice': 10000}, {'dayDisp': '공휴일', 'basePrice': 1000, 'baseTime': 20, 'unitTime': 20, 'unitPrice': 1000, 'maxDayPrice': 10000}]}|
1325105776|미왕빌딩 주차장|주차장|서울 강남구 강남대로 364|서울 강남구 역삼동 826-21|127.029293|37.49555149||2019.07.19.|||||||{'today': {'dayDisp': '매일', 'basePrice': 4000, 'baseTime': 60, 'unitTime': 60, 'unitPrice': 4000}, 'prices': [{'dayDisp': '매일', 'basePrice': 4000, 'baseTime': 60, 'unitTime': 60, 'unitPrice': 4000}, {'dayDisp': '공휴일', 'basePrice': 4000, 'baseTime': 60, 'unitTime': 60, 'unitPrice': 4000}]}|
836343015|하이파킹 아이콘역삼빌딩 주차장|주차장|서울 강남구 테헤란로44길 8|서울 강남구 역삼동 706-19|127.04428957|37.50240078||2021.06.28.|[{'start': '00:00', 'end': '24:00', 'title': '매일'}, {'start': '00:00', 'end': '24:00', 'title': '공휴일'}]|[{'price': '3,000원', 'title': '30분'}, {'price': '6,000원', 'title': '1시간'}, {'price': '12,000원', 'title': '2시간'}, {'price': '24,000원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=507b0457097f4a0de877d956b9ac7027&type=P&usingTime=60&id=2||||{'today': {'dayDisp': '매일', 'basePrice': 1000, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 1000}, 'prices': [{'dayDisp': '매일', 'basePrice': 1000, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 1000}, {'dayDisp': '공휴일', 'basePrice': 1000, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 1000}]}|
1838899475|양재벤처타워 주차장|주차장|서울 강남구 도곡로 182|서울 강남구 도곡동 545-14|127.0392874|37.49148235||2019.12.20.|[{'start': '07:00', 'end': '23:00', 'title': '매일'}, {'start': '07:00', 'end': '23:00', 'title': '공휴일'}]|[{'price': '2,000원', 'title': '30분'}, {'price': '5,000원', 'title': '1시간'}, {'price': '11,000원', 'title': '2시간'}, {'price': '23,000원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=6230113d2b502b23df97c87749885b00&type=P&usingTime=60&id=2||||{'today': {'dayDisp': '매일', 'basePrice': 2000, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 1000}, 'prices': [{'dayDisp': '매일', 'basePrice': 2000, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 1000}, {'dayDisp': '공휴일', 'basePrice': 2000, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 1000}]}|
20576068|호텔데님 주차장|주차장|서울 강남구 논현로 66|서울 강남구 개포동 1229-19|127.04670477|37.47621566||2019.08.01.|||||||{'today': {'dayDisp': '매일', 'basePrice': 2000, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 1000, 'maxDayPrice': 15000}, 'prices': [{'dayDisp': '매일', 'basePrice': 2000, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 1000, 'maxDayPrice': 15000}, {'dayDisp': '공휴일', 'basePrice': 2000, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 1000, 'maxDayPrice': 15000}]}|
1557304119|칠산대치 주차장|주차장|서울 강남구 역삼로 605|서울 강남구 대치동 1005-5|127.06581536|37.50583258||2018.12.28.|||||||{'today': {'dayDisp': '월~금', 'basePrice': 2000, 'baseTime': 30, 'unitTime': 15, 'unitPrice': 1000, 'maxDayPrice': 30000}, 'prices': [{'dayDisp': '월~금', 'basePrice': 2000, 'baseTime': 30, 'unitTime': 15, 'unitPrice': 1000, 'maxDayPrice': 30000}]}|
26598010|리치타워 주차장|주차장||서울 강남구 삼성동 141-34|127.04939517|37.50498374||2019.05.24.|[{'start': '07:30', 'end': '22:00', 'title': '주중'}, {'start': '07:30', 'end': '15:00', 'title': '토'}]|[{'price': '2,000원', 'title': '30분'}, {'price': '4,000원', 'title': '1시간'}, {'price': '8,000원', 'title': '2시간'}, {'price': '16,000원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=02ffe7c95c3f13e499399a86e918af71&type=P&usingTime=60&id=2||||{'today': {'dayDisp': '월~토', 'basePrice': 1500, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 500}, 'prices': [{'dayDisp': '월~토', 'basePrice': 1500, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 500}]}|
26826619|원수유료민영주차장|주차장|서울 강남구 역삼로92길 30|서울 강남구 대치동 980-5|127.06305181|37.50247965||2019.05.21.|[{'start': '00:00', 'end': '24:00', 'title': '매일'}, {'start': '00:00', 'end': '24:00', 'title': '공휴일'}]|[{'price': '1,500원', 'title': '30분'}, {'price': '3,000원', 'title': '1시간'}, {'price': '6,000원', 'title': '2시간'}, {'price': '12,000원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=4089e83297a18a504a057df61d57b8d0&type=P&usingTime=60&id=2|||||
17766785|구룡공원공영주차장|공영주차장|서울 서초구 논현로5길 29|서울 서초구 양재동 399|127.04852876|37.4716396||2021.03.26.|[{'start': '00:00', 'end': '24:00', 'title': '매일'}, {'start': '00:00', 'end': '24:00', 'title': '공휴일'}]||https://m.modu.kr/#/parkinglot?seq=8da4751d6d9f58fa5f516ba48283a0e0&type=P&usingTime=60&id=2||||{'today': {'dayDisp': '매일', 'basePrice': 300, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 300}, 'prices': [{'dayDisp': '매일', 'basePrice': 300, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 300}, {'dayDisp': '공휴일', 'basePrice': 300, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 300}]}|
984699777|금화빌딩 주차장|주차장|서울 강남구 도산대로11길 28|서울 강남구 신사동 535-9|127.02259209|37.5193431||2019.05.17.||[{'price': '6,000원', 'title': '30분'}, {'price': '6,000원', 'title': '1시간'}, {'price': '12,000원', 'title': '2시간'}, {'price': '24,000원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=45b815d38e653d0e27ad034471d860f7&type=P&usingTime=60&id=2|||||
1382225459|골프존타워 서울본관 주차장|주차장|서울 강남구 영동대로 735|서울 강남구 청담동 68-22|127.05459296|37.52339887|1577-4333|2019.08.05.|||||||{'today': {'dayDisp': '매일', 'basePrice': 1000, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 1000, 'maxDayPrice': 33000}, 'prices': [{'dayDisp': '매일', 'basePrice': 1000, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 1000, 'maxDayPrice': 33000}, {'dayDisp': '공휴일', 'basePrice': 1000, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 1000, 'maxDayPrice': 33000}]}|
222742309|한국과학기술회관 주차장|주차장|서울 강남구 테헤란로7길 22|서울 강남구 역삼동 635-4|127.03077988|37.50067874||2019.07.25.|[{'start': '07:00', 'end': '20:00', 'title': '매일'}, {'start': '07:00', 'end': '20:00', 'title': '공휴일'}]|[{'price': '1,500원', 'title': '30분'}, {'price': '3,000원', 'title': '1시간'}, {'price': '6,000원', 'title': '2시간'}, {'price': '12,000원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=0e5e10d1756e6172f127bd2cdc411edd&type=P&usingTime=60&id=2||||{'today': {'dayDisp': '매일', 'basePrice': 500, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 500, 'maxDayPrice': 15000}, 'prices': [{'dayDisp': '매일', 'basePrice': 500, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 500, 'maxDayPrice': 15000}, {'dayDisp': '공휴일', 'basePrice': 500, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 500, 'maxDayPrice': 15000}]}|
26597907|참이맛감자탕 강남점 유료주차장|주차장||서울 서초구 서초동 1302-43|127.02285519|37.50298982||2019.05.16.||[{'price': '6,000원', 'title': '30분'}, {'price': '6,000원', 'title': '1시간'}, {'price': '12,000원', 'title': '2시간'}, {'price': '24,000원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=6d55b429336b9dd59e0a85f34a8568d6&type=P&usingTime=60&id=2|||||
26928493|현대백화점 무역점 주차장|주차장|서울 강남구 테헤란로 517|서울 강남구 삼성동 159-7|127.05936197|37.50869219||2021.08.26.|||||||{'today': {'dayDisp': '매일', 'basePrice': 1000, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 1000, 'maxDayPrice': 48000}, 'prices': [{'dayDisp': '매일', 'basePrice': 1000, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 1000, 'maxDayPrice': 48000}, {'dayDisp': '공휴일', 'basePrice': 1000, 'baseTime': 10, 'unitTime': 10, 'unitPrice': 1000, 'maxDayPrice': 48000}]}|
27507750|호텔더디자이너스리즈강남 주차장|주차장|서울 강남구 봉은사로 113|서울 강남구 논현동 201-4|127.0258598|37.50538137|02-2273-1755|2020.06.01.|[{'start': '00:00', 'end': '24:00', 'title': '매일'}, {'start': '00:00', 'end': '24:00', 'title': '공휴일'}]|[{'price': '3,000원', 'title': '30분'}, {'price': '6,000원', 'title': '1시간'}, {'price': '12,000원', 'title': '2시간'}, {'price': '24,000원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=c732d38987e4dde253c8c8d2dca6ed3f&type=P&usingTime=60&id=2|||||
2115541207|그랜드인터컨티넨탈 서울파르나스 주차장|주차장|서울 강남구 테헤란로 521|서울 강남구 삼성동 159-8|127.06080896|37.50919151||2021.06.14.|||||||{'today': {'dayDisp': '매일', 'basePrice': 4500, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 1500, 'maxDayPrice': 70000}, 'prices': [{'dayDisp': '매일', 'basePrice': 4500, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 1500, 'maxDayPrice': 70000}, {'dayDisp': '공휴일', 'basePrice': 4500, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 1500, 'maxDayPrice': 70000}]}|
1820400350|대치2차아이파크 주차장|주차장|서울 강남구 영동대로85길 34|서울 강남구 대치동 944-27|127.06088395|37.50683444||2019.12.20.|||||||{'today': {'dayDisp': '매일', 'basePrice': 2000, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 1500, 'maxDayPrice': 50000}, 'prices': [{'dayDisp': '매일', 'basePrice': 2000, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 1500, 'maxDayPrice': 50000}, {'dayDisp': '공휴일', 'basePrice': 2000, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 1500, 'maxDayPrice': 50000}]}|
7917469|삼성유료주차장|주차장||서울 강남구 역삼동 725-28|127.04029602|37.49985867|02-562-1339|2019.07.23.|[{'start': '07:00', 'end': '22:00', 'title': '주중'}, {'start': '10:00', 'end': '18:00', 'title': '토'}]|[{'price': '2,000원', 'title': '30분'}, {'price': '5,000원', 'title': '1시간'}, {'price': '11,000원', 'title': '2시간'}, {'price': '23,000원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=cc2b6b7b7b09614ec9fc06b160c11af5&type=P&usingTime=60&id=2|||||
666032285|밀레익스피리언스센터 주차장|주차장||서울 강남구 역삼동 607-10|127.03403022|37.50590819||2019.07.24.|||||||{'today': {'dayDisp': '월~금', 'basePrice': 2000, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 1000}, 'prices': [{'dayDisp': '월~금', 'basePrice': 2000, 'baseTime': 30, 'unitTime': 10, 'unitPrice': 1000}]}|
