##NAME|SUBNAME|ID|TELNUM|NEWADDR|FEAT|OT|XCOORD|YCOORD@@본죽
본죽|화정명지병원점|SJAY007|031-968-6288|경기도 고양시 덕양구 화중로138번길 5-3 (화정동)|포장;예약|평일 09:00~21:00 주말/공휴일 09:00~21:00|126.83263194965792|37.63961735832686
본죽|고양행신역점|SJAY004|031-978-4988|경기도 고양시 덕양구 충경로 38 (행신동)|포장;예약|평일/주말/공휴일 10:00~22:00|126.833710591596|37.61520217226189
본죽|고양관산점|SJAY008|031-962-6279|경기도 고양시 덕양구 통일로 763 (관산동)|포장;주차;예약|평일/토요일 11:00~21:00*일요일/공휴일 휴무|126.86542119169191|37.68733559915219
본죽|일산백석점|SJBA003|031-902-3739|경기도 고양시 일산동구 중앙로 1055 (백석동)|포장;주차;예약|평일/주말/공휴일 09:30~22:30|126.78646608483633|37.643694564375174
본죽|일산후곡점|SJAZ024|031-912-6288|경기도 고양시 일산서구 일산로 562 (일산동)|포장;주차;예약|10:00 ~ 21:00 브레이크타임(오후3시~4시)|126.76590599608964|37.6788802553199
본죽|일산가좌점|SJAZ022|031-922-6233|경기도 고양시 일산서구 가좌3로 11 (가좌동)|포장;예약|월~토 09:00~21:00 주말/공휴일 10:00~20:00 *둘째, 넷째 일요일은 정기휴무|126.71995101411977|37.68577526130892
본죽|일산마두역점|SJAZ019|031-905-6288|경기도 고양시 일산동구 중앙로 1189 (장항동)|포장;예약|평일 09:00~21:00 주말/공휴일 09:00~21:00|126.77682591047102|37.652791052965
본죽|일산백마점|SJAZ017|031-903-6288|경기도 고양시 일산동구 일산로 238 (마두동)|포장;주차;예약|평일/토요일 10:00~21:00일요일/공휴일 10:00~21:00|126.78866135395|37.65750876188636
본죽|고양원당점|SJAY011|031-962-7282|경기도 고양시 덕양구 호국로790번길 17 (성사동)|포장;주차;예약|09:00 ~ 21:00|126.8372545216812|37.65628119079998
본죽|고양신원점|SJAY010|02-381-6288|경기도 고양시 덕양구 신원로1길 22 (신원동)|포장;주차;예약|평일/주말/공휴일 09:00~21:00|126.88911232419447|37.66254008766912
본죽|고양서정마을점|SJAY009|031-971-6282|경기도 고양시 덕양구 중앙로 450 (행신동)|포장;주차;예약|평일,주말,공휴일 10:00~21:30|126.84554675113601|37.61844018844658
본죽|고양화정점|SJAY006|031-971-1771|경기도 고양시 덕양구 화신로272번길 3 (화정동)|포장;주차;예약|평일/토요일 09:00~21:00 일요일/공휴일 09:00~21:00|126.83095635058213|37.631062825403404
본죽|행신롯데마트옆점|SJAY005|031-970-7720|경기도 고양시 덕양구 중앙로558번길 7-4 (행신동)|포장;주차;예약|평일 09:30~22:00 주말/공휴일 09:30~22:00|126.83567508174907|37.62424002033498
본죽|일산능곡점|SJAY003|031-970-7002|경기도 고양시 덕양구 토당로 115 (토당동)|포장;예약|평일/주말/공휴일 09:30~21:30|126.81699500543249|37.62541984877084
본죽|고양점|SJAY001|031-969-6282|경기도 고양시 덕양구 혜음로 21 (고양동)|포장;예약|평일 09:00~21:20 / 토요일 09:00~20:30 / 일요일 09:30~20:00|126.90160348757341|37.70254737751143
본죽|과천점|SJBB001|02-507-6288|경기도 과천시 별양상가2로 29 (별양동)|포장;예약|월~토 10:00~21:00*일요일/공휴일 휴무|126.99224518549876|37.42589581936886
본죽&비빔밥|철산역점|SMAI108|1644-6288|경기도 광명시 오리로 857 (철산동, 일청빌딩)|포장||126.86625976930814|37.47489680075308
본죽&비빔밥|광명소하지구점|SMAI056|02-898-6288|경기도 광명시 금하로 464 (소하동)|포장;주차;예약|평일, 토요일 08:00 - 22:00 / 일요일 08:00 - 22:00|126.88404068532874|37.44845468266094
본설|광명소하지구점|BS0048|02-897-6088|경기도 광명시 금하로 464 (소하동)|포장||126.88404068532874|37.44845468266094
본죽&비빔밥|철산역점|SMAI108|1644-6288|경기도 광명시 오리로 857 (철산동, 일청빌딩)|포장||126.86625976930814|37.47489680075308
본죽&비빔밥|광명소하지구점|SMAI056|02-898-6288|경기도 광명시 금하로 464 (소하동)|포장;주차;예약|평일, 토요일 08:00 - 22:00 / 일요일 08:00 - 22:00|126.88404068532874|37.44845468266094
본죽|광명하안점|SJBC011|02-803-6288|경기도 광명시 하안로 294-9 (하안동)|포장;주차;예약|평일 09:30~21:30, 주말 10:00~21:00* 명절 당일 휴무|126.88098964363685|37.462543484018006
본죽|광명사거리점|SJBC001|02-2685-6233|경기도 광명시 광명로 890 (광명동)|포장;주차;예약|평일/주말/공휴일 9시30분~21시30분 (명절 연휴 휴무)|126.85424247212062|37.47833885807557
본죽|광명2동점|SJBC009|02-2611-6288|경기도 광명시 광명로 965 (광명동)|포장;주차;예약|평일,토요일 09:30~22:00 * 일요일 휴무|126.8563961599678|37.4848611905512
본죽|광명소하점|SJBC008|02-899-6288|경기도 광명시 오리로 381 (소하동)|포장;예약|평일 09:00~21:00 주말/공휴일 09:00~21:00|126.87929537313003|37.43645923203267
본죽&비빔밥|경기광주점|SMAI069|031-766-6289|경기도 광주시 광주대로 11-26 (역동)|포장;예약|평일/주말 10:00 - 21:00|127.25945874392913|37.40830822203026
본죽&비빔밥|경기광주태전점|SMAI030|031-769-6252|경기도 광주시 고불로 54 (중대동)|포장;예약|평일/주말 10:00 - 21:00|127.23206009943559|37.393282109488204
본죽|광주쌍령점|SJBD013|031-765-6288|경기도 광주시 경충대로 1430 (쌍령동, 대광로제비앙)|포장;주차;예약|평일/주말 10:00 - 21:00 , 매주 일요일 휴무|127.275166281304|37.39795064453882
본죽|경기광주신현점|SJBD012|031-711-6288|경기도 광주시 오포읍 신현로 51|포장;주차;예약|평일 : 09:30 ~ 21:00 / 토요일 : 09:30 ~ 20:00 / 일요일 휴무|127.15247444494167|37.36087373062265
본죽|경기광주장지점|SJBD011|031-763-6288|경기도 광주시 장지1길 28 (장지동)|포장;주차;예약|평일/토요일 : 09:00 ~ 21:00, 일요일 휴무|127.24515571521196|37.39617498961604
본죽&비빔밥|경기광주점|SMAI069|031-766-6289|경기도 광주시 광주대로 11-26 (역동)|포장;예약|평일/주말 10:00 - 21:00|127.25945874392913|37.40830822203026
본죽|곤지암점|SJBD009|031-769-6286|경기도 광주시 곤지암읍 곤지암로 65|포장;예약|평일/토요일 9:00~21:00, 일요일 09:00~14:00|127.33941144211532|37.34946732339935
본죽|광주양벌점|SJBD008|031-764-6281|경기도 광주시 오포읍 양벌로 207 외 2필지|포장;주차;예약|평일/토요일/공휴일 09:00~21:00, 일요일 휴무|127.2543964538235|37.37829002556731
본죽|광주탄벌점|SJBD003|031-761-6279|경기도 광주시 포돌이로 6-1 (탄벌동)|포장;주차;예약|평일/주말 10:00~21:00|127.25043182163829|37.4151393778728
본죽&비빔밥|경기광주태전점|SMAI030|031-769-6252|경기도 광주시 고불로 54 (중대동)|포장;예약|평일/주말 10:00 - 21:00|127.23206009943559|37.393282109488204
본죽&비빔밥|구리갈매점|SMAI062|031-571-6492|경기도 구리시 갈매중앙로 70 (갈매동)|포장;주차;예약|월-금 10:00-21:00 / 토요일 10:00-20:00 / 일요일 휴무|127.1171433976458|37.63053472091013
본죽|구리수택점|SJBE009|031-558-6288|경기도 구리시 검배로 55 (수택동)||월-목: 10:30~21:00, 금: 14:00~21:00, 토: 10:30~19:00 *일요일 휴무|127.14523707395784|37.59714530617016
본죽|구리한대병원점|SJBE001|031-565-6288|경기도 구리시 경춘로 167 (교문동)|포장;예약|평일 08:00~21:30 주말 및 공휴일 08:00~21:00|127.13387937022355|37.60088523184107
본죽|구리토평점|SJBE002|031-554-6560|경기도 구리시 장자대로 74 (수택동)|포장;주차;예약|평일/주말/공휴일 09:00~23:00|127.13876864604914|37.58719172827686
본죽&비빔밥|구리갈매점|SMAI062|031-571-6492|경기도 구리시 갈매중앙로 70 (갈매동)|포장;주차;예약|월-금 10:00-21:00 / 토요일 10:00-20:00 / 일요일 휴무|127.1171433976458|37.63053472091013
본죽|구리인창점|SJBE008|031-556-6990|경기도 구리시 건원대로34번길 25 (인창동, 신아월드코아)|포장;예약|평일/토요일/공휴일: 오전 10시 ~ 오후 9시 30분 *일요일: 휴무 *홀 식사는 오후 9시 10분까지 주문하신 고객만 가능|127.14173632171438|37.6045809274511
본죽|구리아름마을점|SJBE007|031-568-6233|경기도 구리시 동구릉로85번길 9 (인창동)|포장;주차;예약|평일/주말 09:00~22:00 *일요일 휴무|127.13335314107063|37.60805770412662
본죽|구리수택3동점|SJBE006|031-555-6288|경기도 구리시 이문안로 81 (수택동, 구리신성미소지움)|포장;주차;예약|매일 10:00~21:30 *매월 둘째, 넷째 일요일 휴무 / 명절당일 휴무|127.14037271424591|37.59246964287012
본죽&비빔밥|군포부곡점|SMAI111|1644-6288|경기도 군포시 군포첨단산업2로 4 (부곡동, 티타워)|포장||126.94032299712052|37.32580236524734
본죽&비빔밥|산본로데오점|SMAI015|031-398-6282|경기도 군포시 산본로323번길 16-15 (산본동)||월~토 09:00~21:50 /*일요일휴무|126.93158218207377|37.35942046959102
본죽&비빔밥|군포부곡점|SMAI111|1644-6288|경기도 군포시 군포첨단산업2로 4 (부곡동, 티타워)|포장||126.94032299712052|37.32580236524734
본죽|산본점|SJBF002|031-390-6330|경기도 군포시 번영로 505 산본대우디오플러스  103호|포장;주차;예약|평일 09:00~22:00 주말/공휴일 09:00~22:00|126.93321722461945|37.358783476536246
본죽|군포G샘병원점|SJBF015|031-454-6288|경기도 군포시 군포로 581 (당동)||8:30 오픈~ 20:30 마감|126.94748113039587|37.35774908157107
본죽|산본제일병원점|SJBF014|031-394-6388|경기도 군포시 산본로 394 대림프라자 1층 105호|포장;주차;예약|평일,토요일 10:00~21:00 / 일요일 10:30~20:00|126.92972565190684|37.36513189232568
본죽&비빔밥|산본로데오점|SMAI015|031-398-6282|경기도 군포시 산본로323번길 16-15 (산본동)||월~토 09:00~21:50 /*일요일휴무|126.93158218207377|37.35942046959102
본죽|군포당동점|SJBF001|031-399-6474|경기도 군포시 고산로 256 금강프라자  102호|포장;주차;예약|평일,토요일 10:00~21:30 / 일요일 휴무|126.94433789078072|37.34657128546811
본죽|산본래미안점|SJBF013|031-392-6289|경기도 군포시 금산로 109 (산본동, 산본두성프라자)|포장;주차;예약|평일, 토요일 9:00~21:00 / 일요일휴무|126.93585219332348|37.371561491711496
본죽|군포당동2지구점|SJBF011|031-396-6288|경기도 군포시 삼성로20번길 4-6|포장;주차;예약|평일 10:00~21:00, 주말/공휴일 10:00~20:00* 둘째, 넷째 일요일 휴무 / 마감1시간 전에는 포장만 가능|126.93346658183272|37.337155312283
본죽|한세대점|SJBF010|031-427-3934|경기도 군포시 고산로151번길 25 (당정동, 럭키빌딩)|포장;예약|평일/토요일/공휴일 09:00~21:00*일요일 휴무|126.95626474511762|37.346734877122536
본죽|군포금정역점|SJBF003|031-391-6233|경기도 군포시 산본천로 222 세환타워 104호|포장;주차;예약|평일/토요일 09:00~22:00 일요일/공휴일 10:00~22:00|126.94191256760493|37.3714456879932
본죽&비빔밥|김포풍무역점|SMAI079|031-987-0210|경기도 김포시 유현로238번길 31 (풍무동)||월~토요일 09:00~21:00, 일요일 휴무|126.7328470639425|37.61139857536823
본죽&비빔밥|김포운양점|SMAI013|031-985-6280|경기도 김포시 김포한강11로 288-27|포장;주차;예약|매일 9:00 - 21:00 일요일 휴무|126.68335968633875|37.65478280033616
본죽|김포마산점|SJBG017|031-985-7655|경기도 김포시 김포한강8로 167 (마산동)|포장||126.64369329613473|37.63742131085202
본죽|김포장기초당마을점|SJBG016|031-998-6288|경기도 김포시 김포한강2로 96 (장기동, 계림프라자투)|포장|평일, 토, 일요일 09:00 - 20:40|126.67282233012692|37.63888959140499
본죽&비빔밥|김포풍무역점|SMAI079|031-987-0210|경기도 김포시 유현로238번길 31 (풍무동)||월~토요일 09:00~21:00, 일요일 휴무|126.7328470639425|37.61139857536823
본죽|김포양곡점|SJBG014|031-989-6266|경기도 김포시 양촌읍 양곡2로 30 (김포메디컬시티)|포장;주차;예약|9시30분 ~ 20시30분 까지(연중무휴)|126.62757175609777|37.654090087819654
본죽|김포전원마을점|SJBG013|031-981-6288|경기도 김포시 김포한강11로 133 (장기동)||10:00~21:00|126.68138106076597|37.645764073196375
본죽|김포구래점|SJBG009|031-984-6289|경기도 김포시 김포한강9로76번길 41 (구래동)|포장;주차;예약|09 : 30 ~ 21 : 30|126.62725281825948|37.64444140378862
본죽|김포통진점|SJBG010|031-982-6288|경기도 김포시 통진읍 조강로 62-1|포장;예약|평일(월~금) 11:00 ~ 20:30 토/공휴일12:00 ~ 18:00 / 일요일 휴무|126.59920039345717|37.691182106655425
본죽|김포장기점|SJBG006|031-988-6282|경기도 김포시 김포한강1로51번길 28 (장기동)|포장;주차;예약|평일 10:00~22:00 주말/공휴일 10:00~22:00|126.66704779755298|37.64414597486357
본죽&비빔밥|김포운양점|SMAI013|031-985-6280|경기도 김포시 김포한강11로 288-27|포장;주차;예약|매일 9:00 - 21:00 일요일 휴무|126.68335968633875|37.65478280033616
본죽|김포고촌점|SJBG007|031-985-6233|경기도 김포시 고촌읍 김포대로 334|포장;주차;예약|평일/토요일 09:00~22:00일요일/공휴일 09:00~20:00|126.77112465938549|37.600728430694446
본죽|김포풍무점|SJBG004|031-989-6282|경기도 김포시 풍무로 102 (풍무동)|포장;주차;예약|평일/토요일 09:00~21:00, 일요일: 09:00~20:00|126.72239836555593|37.60457020621583
본죽|김포사우점|SJBG002|031-988-6620|경기도 김포시 사우동   934|포장;주차;예약|월~토 09:30 - 21:00 / 일, 공휴일10:00 - 18:00|126.71849715387543|37.61925064442573
본죽|김포감정점|SJBG011|031-984-6286|경기도 김포시 중봉로 4 (감정동)|포장;주차;예약|월~금 10:00-21:30 / 토, 일 10:00 - 21:00|126.69792163840204|37.622911822117295
본죽&비빔밥|남양주덕소점|SMAI109|031-577-6777|경기도 남양주시 와부읍 덕소로97번길 13|포장||127.21364562178084|37.58612850507958
본죽&비빔밥|남양주마석점|SMAI104|031-559-6288|경기도 남양주시 화도읍 맷돌로91번길 4-18|포장||127.30151828860103|37.65811279683474
본죽&비빔밥|남양주도농점|SBAB026|031-558-8008|경기도 남양주시 도농로 24 (도농동, 부영애시앙)|포장;주차;예약|평일/토요일 09:00~22:00 일요일/공휴일 09:00~21:30|127.15775266188658|37.60820420509507
본설|다산신도시점|BS0049|031-558-3007|경기도 남양주시 다산중앙로123번길 9 (다산동)|포장||127.15194906241464|37.623539420886054
본죽&비빔밥|남양주덕소점|SMAI109|031-577-6777|경기도 남양주시 와부읍 덕소로97번길 13|포장||127.21364562178084|37.58612850507958
본죽&비빔밥|남양주마석점|SMAI104|031-559-6288|경기도 남양주시 화도읍 맷돌로91번길 4-18|포장||127.30151828860103|37.65811279683474
본죽|남양주사능점|SJBH022|031-528-6233|경기도 남양주시 진건읍 진건오남로 75|포장;주차;예약|평일/토요일 09:00~22:00일요일 09:00~21:00*공휴일 휴무|127.17804287676411|37.657498844174796
본죽|남양주호평점|SJBH018|031-592-3088|경기도 남양주시 늘을1로16번길 29 (호평동)|포장;주차;예약|평일 09:30~22:00 주말/공휴일 09:30~20:00 일요일 휴무|127.24333124977463|37.65408104422777
본죽|남양주진접점|SJBH027|031-529-6668|경기도 남양주시 진접읍 해밀예당3로 61 호평프라자|포장;주차;예약|9:30~21:30|127.19781973725402|37.715126212535985
본죽|별내로데오점|SJBH030|031-571-6288|경기도 남양주시 별내3로 66 (별내동)|포장;주차;예약|오전 10시 ~ 오후 21시 30분 휴무일 : 매주 일요일|127.12119813256433|37.64669428578293
본죽|남양주진접롯데시네마점|SJBH029|031-575-4288|경기도 남양주시 진접읍 해밀예당1로 30-9|포장;주차;예약|오전 10시 ~ 오후 09시 (매주 일요일 휴무)|127.1867914799864|37.71162320087705
본죽|남양주가운점|SJBH020|031-552-6281|경기도 남양주시 가운로1길 1 (가운동)|포장;주차;예약|평일 09:00~22:00 주말/공휴일 09:00~21:30 *일요일 휴무|127.15856465574808|37.604455002785585
본죽|남양주퇴계원점|SJBH017|031-527-6233|경기도 남양주시 퇴계원면 퇴계원로 21|포장;주차;예약|평일/토요일/공휴일 10:00~22:00 일요일 10:00~21:00|127.14038837233682|37.648990338137224
본죽|남양주금곡점|SJBH001|031-594-6988|경기도 남양주시 금곡로 72 (금곡동)|포장;주차;예약|평일/토요일 10:00~21:00*일요일 휴무|127.21111024600391|37.63447285749506
본죽&비빔밥|남양주도농점|SBAB026|031-558-8008|경기도 남양주시 도농로 24 (도농동, 부영애시앙)|포장;주차;예약|평일/토요일 09:00~22:00 일요일/공휴일 09:00~21:30|127.15775266188658|37.60820420509507
본죽|남양주평내점|SJBH031|031-511-2414|경기도 남양주시 경춘로1256번길 20 번지|포장;주차;예약|매일 09:30~21:00|127.23542034070705|37.64515215484976
본죽|별내북부점|SJBH028|031-527-6288|경기도 남양주시 별내3로 318 (별내동)|포장;주차;예약|평일/주말/공휴일 09:00~21:00|127.11791067249196|37.66585969657233
