##NAME|SUBNAME|TELNUM|NEWADDR|ID|TYPE|XCOORD|YCOORD@@BBQ
BBQ|원주우산점|033-746-7282|강원도 원주시 우산로 45 (우산동) 지상1층|7196502|Express|127.936346|37.36829
BBQ|원주무실스타점|033-731-5858|강원도 원주시 봉바위길 60 1층 (무실동)|7181402|프리미엄Cafe|127.929459|37.331692
BBQ|원주흥업점|033-765-9982|강원도 원주시 흥업면 남원로 85 |7217901|올리브치킨|127.919952|37.303743
BBQ|원주태장점|033-748-9242|강원도 원주시 흥양로18번길 35 (태장동) 1층 101호|7247301|Express|127.950384|37.380317
BBQ|원주일산점|033-732-0669|강원도 원주시 천사로 175 (일산동,1층)|7176601|Cafe|127.943676|37.350109
BBQ|원주명륜점|033-765-9243|강원 원주시 명륜동 824-4번지|1306902|Express|127.943397|37.329501
BBQ|원주구곡점|033-765-9249|강원도 원주시  늘품로 45 늘품로 46|7108001|Express|127.950702|37.324088
BBQ|원주개운점|033-762-8669|강원도 원주시 단구로 243 (단구동) |7206001|Express|127.953856|37.332425
BBQ|원주봉산점|033-742-5621|강원도 원주시 우물시장길 64-7 (봉산동) |1215802|Express|127.961851|37.344286
BBQ|소양댐점|033-242-9595|강원도 춘천시 신북읍 신샘밭로 701 2층|7260402|특화|127.78773|37.930455
BBQ|원주단관점|033-764-9285|강원도 원주시 단관길 110-10 1층(단구동)|7406401|올리브카페|127.957891|37.319847
BBQ|횡성점|033-345-9282|강원 횡성군 횡성읍 읍상리 292-5|7259701|Express|127.987258|37.489837
BBQ|원주혁신도시점|033-764-9282|강원도 원주시 입춘로 73 지상 1층 108호(반곡동, 채움빌딩)|7231902|Express|127.980964|37.326512
BBQ|철원동송점|033-455-8835|강원 철원군 동송읍 이평리 683-24|1246702|Express|127.218759|38.20767
BBQ|치악산길카페점|0331234567|강원 원주시 행구동 207-11|7235001|특화|128.010508|37.344715
BBQ|횡성우천점|033-343-8100|강원도 횡성군 우천면 수남로 349 |7237101|올리브치킨|128.064785|37.46002
BBQ|화천점|033-442-2740|강원 화천군 화천읍 하리 50-5  3/3|1263501|Express|127.706151|38.103562
BBQ|와수점|033-458-9991|강원 철원군 서면 와수리 1141-1번지|1346901|Express|127.437058|38.238659
BBQ|화천간동점|033-442-5772|강원 화천군 간동면 오음리 634-6|1364001|한마리반|127.816827|38.055708
BBQ|횡성둔내점|033-345-7292|강원 횡성군 둔내면 자포곡리 414-10|1361701|올리브카페|128.218206|37.511449
BBQ|강원양구점|033-482-1318|강원 양구군 양구읍 상리 273-3|1113903|Express|127.989466|38.106854
BBQ|휘닉스파크|033-333-9282|강원도 평창군 봉평면 태기로 89 |7323002|치킨&비어|128.321292|37.588057
BBQ|강원인제점|033-463-9288|강원 인제군 인제읍 상동리 347-1|1114404|올리브치킨|128.171458|38.068471
BBQ|인제원통점|033-461-3133|강원도 인제군 북면 원통로 179-1 |7241001|올리브치킨|128.203887|38.123145
BBQ|영월점|033-374-1782|강원도 영월군 영월읍 하송로 72 |1206902|Cafe|128.462418|37.181704
BBQ|서화천도리점|033-462-1104|강원도 인제군 서화면 금강로 1759-1 |7230801|올리브치킨|128.209104|38.251841
BBQ|강원정선점|033-563-8501|강원도 정선군 정선읍 녹송로 93 |1324403|특화|128.670708|37.385338
BBQ|알펜시아리조트점|033-339-0655|강원도 평창군 대관령면 솔봉로 325 (R15호)|7155401|특화|128.673757|37.657777
BBQ|용평리조트점|00000000000|강원도 평창군 대관령면 올림픽로 715 (용평리조트) 1층(타워프라자)|7238101|특화|128.682666|37.645499
BBQ|대관령점|033-336-8292|강원도 평창군 대관령면 대관령로 98 |1115103|Express|128.707223|37.671863
BBQ|강원양양점|033-671-9285|강원 양양군 양양읍 남문1리 97-3번지|1354601|Express|128.621361|38.075102
BBQ|강원양양점(비비큐레몬)|033-672-2101|강원도 양양군 양양읍 군청길 73-1 |7399901|Lemon|128.626221|38.078347
BBQ|속초노학점|033-638-5592|강원 속초시 이옥로 104-2 (노학동) |7263801|Express|128.579445|38.195319
BBQ|속초교동스타점|033-635-8292|강원도 속초시 미시령로3337번길 6-49 (교동, 현대1차아파트상가) 1층 105호|7339501|올리브치킨|128.573438|38.206664
BBQ|속초청초호점|033-635-9282|강원도 속초시 엑스포로 41 (조양동) 3~4층|7374501|치킨&비어|128.586592|38.191031
BBQ|속초조양점|033-638-9282|강원 속초시 조양동 1378~1499 1484-11|1184702|Express|128.601434|38.187099
BBQ|양양하조대점|033-672-3555|강원도 양양군 현북면 하조대1길 54 (토크쇼) |7289302|Express|128.724067|38.019787
BBQ|하이캐슬리조트점|033-560-7750|강원도 정선군 사북읍 하이원길 202 (하이캐슬콘도) |7250801|특화|128.814218|37.206117
BBQ|강원랜드워터월드점(특화)|000000000|강원도 정선군 사북읍 하이원길 175 (하이원워터월드) |7388201|특화|128.81687|37.212785
BBQ|강원간성점|033-681-1789|강원 고성군 간성읍 신안리 162-2|1326301|Express|128.473172|38.378574
BBQ|사북고한점|0335919288|강원도 정선군 고한읍 고한로 89 |7311401|Express|128.848208|37.205257
BBQ|주문진점|033-661-9582|강원도 강릉시 주문진읍 신리천로 56 |7252801|Cafe|128.824729|37.883992
BBQ|강릉유천점(올리브카페)|033-644-3368|강원도 강릉시 선수촌로63번길 14-6 1층(홍제동)|7406701|올리브카페|128.869229|37.756817
BBQ|강릉교동택지점|033-644-3367|강원도 강릉시 교동광장로100번길 20 1층(교동)|7383401|프리미엄Cafe|128.876619|37.766539
BBQ|내곡홍제점(올리브카페)|033-642-8892|강원도 강릉시 강변로114번길 13 (내곡동) 1층(내곡동)|7404301|올리브카페|128.882208|37.744052
BBQ|강원거진점|033-682-4484|강원도 고성군 거진읍 거진길 30-1 |1301802|올리브치킨|128.454532|38.446579
BBQ|강릉교동점|033-644-3392|강원 강릉시 화부산로 118|1112102|Express|128.887721|37.763806
BBQ|고성대진점|033-681-2114|강원 고성군 현내면 대진리 111-7|1362001|올리브치킨|128.424203|38.500479
BBQ|강릉성덕점|033-652-3392|강원도 강릉시 월대산로 64 (입암동) (입암동)|7206801|Express|128.917442|37.759857
BBQ|강원태백점|033-553-2848|강원 태백시 황지동 215-7|1114502|Express|128.987988|37.160162
BBQ|태백장성점|033-581-2999|강원 태백시 장성동 150-13번지 4/1|1278601|올리브카페|129.009283|37.102113
BBQ|동해북삼점|033-521-9282|강원도 동해시 효자남길 29-8 (쇄운동) |7348501|올리브카페|129.105769|37.488822
BBQ|동해천곡점|033-532-9983|강원도 동해시 천곡로 38 (천곡동, 굿모닝플라워) |7313901|Express|129.109312|37.524218
BBQ|삼척대명리조트점|0331234567|강원 삼척시 갈천동 산 16-4번지 메인로비 1층 |7302101|치킨&비어|129.1647|37.470343
BBQ|삼척점|0335748844|강원도 삼척시 중앙로 249 (남양동) |7288101|Cafe|129.167536|37.445527
BBQ|위례중앙본점|031-753-8892|경기도 성남시 수정구 위례광장로 311 (창곡동, 위례35단지) 상가동 2층 205호|7326301|올리브치킨|127.143591|37.472579
BBQ|위례점|031-754-9288|경기도 성남시 수정구 위례광장로 41 (창곡동) 1층 113호(창곡동,지엠프라자)|7312601|Express|127.140128|37.46795
BBQ|성남신흥점|031-748-7626|경기 성남시 수정구 산성동 1466|1183303|Express|127.150988|37.454233
BBQ|성남수진점|031-722-0337|경기 성남시 수정구 수진동 3395-2번지 1층|1183203|Express|127.132301|37.438878
BBQ|성남금광점|031-745-9999|경기 성남시 중원구 금광동 2889 1층|1334601|Express|127.165305|37.450541
BBQ|성남중앙점|031-746-9944|경기도 성남시 중원구 광명로 242-3 (중앙동) 1층|7319101|Express|127.153748|37.442025
BBQ|하대원점|031-758-9282|경기 성남시 중원구 하대원동 132 |7299801|Express|127.149351|37.430072
BBQ|성남시청점|031-757-9277|경기 성남시 중원구 여수동 201 103호 |7298401|치킨&비어|127.126887|37.418519
BBQ|와인친구/분당점|02-2155-1879|경기 성남시 분당구 야탑동 340~361 361-5호 304호|7143401|특화|127.129852|37.412179
BBQ|분당야탑점|031-8017-9282|경기도 성남시 분당구 야탑동 383-4 1층|7394901|Cafe|127.133026|37.412239
BBQ|미사강변점(올리브카페)(명변)|031-791-7272|경기도 하남시 미사강변대로 55-1 2308동 상가101호,102호(풍산동, 미사강변더샵센트럴포레)|7386402|올리브카페|127.184224|37.554692
BBQ|동판교봇들마을점|031-8016-9233|경기도 성남시 분당구 동판교로 212 봇들마을6단지아파트 봇들마을가상가 101|1337901|Express|127.117536|37.401798
BBQ|판교테크노밸리점|031-696-7557|경기도 성남시 분당구 판교역로 231 (삼평동, 에이치스퀘어 에스동) 121호|7380602|Cafe|127.108654|37.401272
BBQ|분당아름마을점|031-706-9234|경기도 성남시 분당구 성남대로779번길 48 (이매동,골든프라자106호)|7184201|Express|127.123279|37.399471
BBQ|하남풍산행복점|031-792-9268|경기 하남시 덕풍3동 811-3|1314801|Express|127.210054|37.548019
BBQ|위니월드머스탱점|00000000000|경기도 과천시 경마공원대로 107 (주암동) |7317201|특화|127.016283|37.441188
BBQ|미사점|031-795-9285|경기도 하남시 미사강변대로 212 (망월동, 미사센트럴프라자) 1층 120호|7319001|Express|127.184752|37.568635
BBQ|하남점|031-794-4234|경기 하남시 신장동 96-3|1362702|Express|127.219531|37.542153
BBQ|구리교문점|031-563-7676|경기 구리시 교문동 803|1317302|Express|127.131579|37.590323
BBQ|(주)한국문화진흥(뉴서울컨트리클럽)(취급)|031-760-8065|경기도 광주시 삼지곡길 95 (삼동) |7290601|특화|127.209536|37.425227
BBQ|분당이매촌점|031-706-9222|경기도 성남시 분당구 서현로 181 (이매동, 이매촌한신아파트) 상가1층103호|7224301|Express|127.124551|37.389127
BBQ|구리수택점|031-552-9282|경기도 구리시 이문안로99번길 24 (수택동) 1층|7254701|Express|127.142578|37.59289
BBQ|서판교산운마을점|031-8016-9294|경기도 성남시 분당구 운중로 131 (운중동, 스타식스 메트로) 1층 103호, 104호 (운중동)|1333603|Express|127.075042|37.389129
BBQ|과천부림점|02-502-3346|경기 과천시 부림동 20-1 일반상가 6호|1124101|Express|126.997113|37.438954
BBQ|분당서현점|031-705-8292|경기 성남시 분당구 서현동 94 현대아케이트 127|1177305|Express|127.13017|37.379707
BBQ|분당수내점|031-711-9282|경기도 성남시 분당구 수내로 74 (수내동, 양지마을금호1단지아파트) 108호|7330901|올리브치킨|127.116238|37.376657
BBQ|과천점|02-502-3640|경기 과천시 별양동 1-3  제일상가 2층 204호|1124202|Cafe|126.993193|37.428739
BBQ|인창점|031-556-3392|경기 구리시 인창동 640-1 엘지상가, 비비큐치킨|1183801|올리브치킨|127.131707|37.607588
BBQ|덕소진도점|031-521-0015|경기 남양주시 와부읍 덕소리 537-3번지 진도A 상가|1154703|Express|127.211202|37.583042
BBQ|분당정자점|031-717-3311|경기도 성남시 분당구 내정로129번길 17 (정자동) |7256901|Express|127.114707|37.372465
BBQ|분당본점|031-709-0257|경기 성남시 분당구 분당동 123-1|1177203|Express|127.146321|37.370381
BBQ|경기광주2호점|031-798-9285|경기 광주시 탄벌동 765 경남아파트상가비동103호|1360001|Express|127.236108|37.410993
BBQ|다산1동부영점|031-565-0369|경기 남양주시 지금동 390-16번지  예전빌딩 1층|1131603|Express|127.16222|37.614602
BBQ|광주송정점|031-761-8292|경기도 광주시 광주대로224번길 1 (송정동) 1층 3호|7368201|올리브카페|127.258183|37.426776
BBQ|분당중앙점|031-713-8292|경기도 성남시 분당구 불정로 141 1층 104호(정자동, 정든마을 상가)|7260603|올리브치킨|127.120153|37.360485
BBQ|경기광주태전점|031-762-6350|경기도 광주시 태봉로 23 (태전동) |1118002|Express|127.230562|37.390989
BBQ|경기광주중앙점|031-765-1477|경기도 광주시 중앙로 150 (경안동) |7233602|Cafe|127.257247|37.412921
BBQ|구리갈매점|031-527-7979|경기도 구리시 갈매중앙로 89-8 102호(갈매동, 로데오프라자)|7408801|올리브카페|127.117319|37.632864
BBQ|분당미금점|031-717-6201|경기 성남시 분당구 구미동 47-3|1177105|Express|127.111786|37.347267
BBQ|안양인덕원점|031-421-6762|경기 안양시 동안구 관양동 1508-5|1202303|Express|126.977484|37.397355
BBQ|태전행복점|031-764-1314|경기도 광주시 태봉로 174 (태전동) 지1층 104호(태전동, 힐스테이트 태전 1634)|7378501|올리브치킨|127.229846|37.378153
BBQ|의왕내손점|031-423-9285|경기 의왕시 내손동 652-16|1201303|Express|126.982133|37.389349
BBQ|용인동천유타워점|031-299-2292|경기도 용인시 수지구 신수로 767 (동천동, 분당수지U-TOWER) B동 A-125호|7320901|치킨&비어|127.101472|37.338538
BBQ|경기능골점|031-766-1898|경기 광주시 오포읍 능평리 174-33|1117201|Express|127.176429|37.345805
BBQ|분당구미점|031-714-0866|경기도 성남시 분당구  미금로 48 101|1176704|Express|127.116446|37.337714
BBQ|안양관양점|031-385-5330|경기 안양시 동안구 관양동 1387-23 지상1층|1201103|Express|126.954862|37.403934
BBQ|통일스타점|031-421-2806|경기도 안양시 동안구 평촌대로427번길 60-8 (비산동) |7256201|프리미엄Cafe|126.947245|37.409011
BBQ|안양비산중앙점|031-446-9966|경기 안양시 동안구 관양동 1586|1291401|Express|126.953537|37.400102
BBQ|경기양벌리점|031-765-0111|경기 광주시 오포읍 양벌리 561-1|1117701|올리브카페|127.248046|37.37262
BBQ|금곡점|031-591-9822|경기 남양주시 금곡동 430-34번지|1334502|Express|127.207505|37.633926
BBQ|용인죽전새터점|031-896-2992|경기도 용인시 수지구 죽전로 253-3 (죽전동, 경혁프라자) (죽전동,상생프라자101,102호)|1287501|Express|127.127366|37.332217
BBQ|별내점(올리브카페)|031-575-9281|경기도 남양주시 식송1로 41 1층(별내동)|7404801|올리브카페|127.112476|37.653344
BBQ|안양평촌향촌점|031-387-4433|경기 안양시 동안구 평촌동 341-1|1203405|Express|126.962329|37.385762
BBQ|의왕갈뫼점|031-459-8592|경기 의왕시 내손동 757번지 |1217203|올리브카페|126.968609|37.374959
BBQ|용인죽전점|031-262-8206|경기 용인시 수지구 죽전동 1261 도담마을우미이노스빌 제상가동 102호|1190602|Express|127.11989|37.325917
BBQ|용인풍덕천점|031-265-5335|경기 용인시 풍덕천동 750번지|1211803|Express|127.095694|37.325312
BBQ|광주도평리점|031-797-3392|경기도 광주시 초월읍 현산로 106 |7208501|올리브치킨|127.292215|37.396753
BBQ|양수리점|031-773-9178|경기도 양평군 양서면 양수로 153 |7114701|Cafe|127.319161|37.544327
BBQ|특수전교육단|031-760-6110|경기 광주시 오포읍 매산리 산 117 |7229301|특화|127.251013|37.360366
BBQ|호계플라자|031-456-9282|경기 안양시 동안구 호계동 933-25|1203504|Express|126.952661|37.381063
BBQ|안양호계점|031-458-7221|경기 안양시 동안구 호계동 1002-5|1203608|올리브카페|126.961449|37.371788
BBQ|안양덕천점|031-444-1500|경기 안양시 만안구 안양동 1380 주공뜨란채상가 106호|1201403|Express|126.927204|37.400497
BBQ|안양예술공원점|031-464-9992|경기도 안양시 만안구 예술공원로 73 (안양동) 1층|1267701|Express|126.916959|37.414667
BBQ|의왕오전점|031-458-1631|경기 의왕시 오전동 104-10|1217501|Express|126.967979|37.359077
BBQ|안양코암호텔점|031-448-7556|경기 안양시 만안구 안양동 431-10|6020502|치킨&비어|126.931404|37.39183
BBQ|성복점|031-261-9287|경기도 용인시 수지구 성복2로76번길 25-30 (성복동, 영진) 지하1층|1284203|Cafe|127.079243|37.315147
BBQ|석수역점|031-474-0303|경기도 안양시 만안구 연현로 103 1층 107호 (석수동,석수두산위브상가)|7308701|치킨&비어|126.901832|37.433315
BBQ|평내1점|031-592-9205|경기도 남양주시 평내로29번안길 34 ,101(평내동,모던빌)|7163201|Express|127.234639|37.645053
BBQ|용인상현행복점|031-272-3382|경기도 용인시 수지구 이현로 115 130(상현동,상현프라자)|7182101|Express|127.091112|37.312265
BBQ|안양4점|031-444-9285|경기도 안양시 만안구 냉천로 161 (안양동) |1201002|Express|126.921492|37.394714
BBQ|안양석수점|031-472-9282|경기 안양시 만안구 석수2동 304-23|1202106|Express|126.907391|37.411579
BBQ|상현점|031-266-7734|경기도 용인시 수지구 수지로 70-1 (상현동, 동원한의원) |1210903|Express|127.076735|37.308937
BBQ|용인마북점|031-287-4005|경기도 용인시 기흥구 마북로 159 (마북동, 한성프라자) 111호|7230901|Cafe|127.123528|37.304057
BBQ|금정점|031-392-7292|경기도 군포시 산본동 1036-2 화남상가 101-102|1202707|올리브카페|126.938564|37.36698
BBQ|경기광주쌍동점|031-768-9285|경기도 광주시 초월읍 경충대로 1081-36 104호|1279903|올리브카페|127.298303|37.371234
BBQ|광명하안중앙점|02-807-0099|경기도 광명시 하안로 293-10 (하안동, 정산빌딩) |1125105|Express|126.879331|37.461649
BBQ|산본3점|031-395-8252|경기 군포시 산본2동 1078번지 1층|1179406|Express|126.928805|37.372858
BBQ|안양충훈본점|031-472-4401|경기도 안양시 만안구 와룡로 21-1 (석수동, 지상1층) |1202607|올리브카페|126.89781|37.406255
BBQ|용인구성점|031-284-9508|경기 용인시 기흥구 마북동 409~475 475-1|1209706|Express|127.108801|37.297973
BBQ|광교상현점|031-214-9201|경기도 용인시 수지구 법조로 242 1층 101호, 201호(상현동, 광교파크프라자)|7258603|프리미엄Cafe|127.074627|37.300495
BBQ|광명철산점|02-2617-9173|경기 광명시 철산동 241-2 바상가106호|1125003|Express|126.870494|37.477298
BBQ|용인언남점|031-286-4666|경기도 용인시 기흥구 구성로 77번길 2(언남동)|1211204|Express|127.118288|37.294935
BBQ|광명철산푸르지오|02-2619-9288|경기도 광명시 디지털로 24 (철산동, 철산푸르지오하늘채아파트) 113동B125호|7202301|Cafe|126.868852|37.470668
BBQ|언남점|0312864666|경기도 용인시 기흥구 구성로 93 1층 114호(언남동, 언남프라자)|1211205|올리브치킨|127.120107|37.29466
BBQ|광명역점|02-897-9285|경기도 광명시 일직로12번길 11 (일직동) 1층 4호|7345501|올리브치킨|126.88326|37.421599
BBQ|산본2점|031-397-3433|경기 군포시 산본동 1118-6번지 1층 103호|1179303|올리브카페|126.92291|37.366614
BBQ|광명하안점|02-898-9031|경기도 광명시 가림로 54-11 (하안동, 하안주공아파트5단지) 일반상가 107호)|7215501|치킨&비어|126.86585|37.465098
BBQ|군포당동점|031-399-0999|경기 군포시 당동 872-2 산본리빙스텔 107호|1134203|Express|126.943262|37.345847
BBQ|용인청덕점|031-275-8280|경기 용인시 기흥구 청덕동 250-1 호반베르디움상가 106,107호|1319901|Express|127.148341|37.291388
BBQ|용인신갈점|031-281-2199|경기도 용인시 기흥구 새천년로26번길 10 103호(신갈동, 반석프라자)|1324604|올리브카페|127.111948|37.288328
BBQ|산본1호점|031-396-9282|경기도 군포시  번영로 380-1 |7111101|Express|126.926474|37.349391
BBQ|파장점|031-258-2350|경기 수원시 장안구 파장동 588|6015501|치킨&비어|126.995078|37.307669
BBQ|수원조원점|031-253-1555|경기도 수원시 장안구 경수대로 920 (조원동) 2층|7234501|치킨&비어|127.009709|37.301638
BBQ|광명본점|02-2614-3080|경기 광명시 광명7동 720-5   1층|1124605|Express|126.854428|37.469881
BBQ|광교도청점|031-213-9991|경기도 수원시 영통구 도청로89번길 31 이의동, 지타워101호|7151701|올리브카페|127.047251|37.289763
BBQ|수원야구장|010-4900-301|경기도 수원시 장안구 경수대로 893 (조원동, 수원KT위즈파크2층)) C동 2층 203호|7337901|특화|127.011329|37.298524
BBQ|곤지암리조트점|031-8026-5520|경기도 광주시 도척면 도척윗로 278 |7259501|프리미엄Cafe|127.29637|37.337504
BBQ|수원야구장2호점(특화)|01049003016|경기도 수원시 장안구 경수대로 893 H-101호(조원동, 수원종합운동장(야구장))|7381101|특화|127.011338|37.297822
BBQ|용인동백호수점|031-693-9292|경기 용인시 기흥구 동백동 619-3|1299201|Cafe|127.153491|37.282657
BBQ|용인구갈점|031-275-6690|경기도 용인시 기흥구 기흥로 18 (구갈동, 길부동산) |7265302|Express|127.116233|37.277772
BBQ|국방대학교|02-300-2510|경기도 고양시 덕양구 제2자유로 33 (덕은동) |7230001|특화|126.871149|37.584077
BBQ|수원정자행운점|031-271-9282|경기도 수원시 장안구 정자천로189번길 40 (정자동, 연꽃마을벽산아파트) 분산상가동 101,102호|7236402|Express|126.995295|37.298137
BBQ|수원천천점|031-268-7700|경기 수원시 장안구 정자동 914 대림진흥상가 101호|1190802|Express|126.988212|37.300636
BBQ|흥덕지구점|031-214-1232|경기 용인시 기흥구 영덕동 974-7 미래도프라자 103호|7193001|Cafe|127.07381|37.277845
BBQ|오남점|031-575-9282|경기도 남양주시 오남읍 진건오남로 692 , 108호|7167801|올리브치킨|127.213278|37.694641
BBQ|수원우만1점|031-255-0999|경기 수원시 팔달구 우만동 522|1189303|Express|127.033034|37.28498
BBQ|양평서종점|031-774-0123|경기도 양평군 서종면 북한강로 769 |7140902|한마리반|127.349125|37.605885
BBQ|마석행복점|031-592-9272|경기 남양주시 화도읍 마석우리 588번지 104호|1336101|Express|127.30213|37.654833
BBQ|수원성대점|031-271-0602|경기 수원시 장안구 천천동 561-1 105호|1187702|Express|126.97428|37.302445
BBQ|정자영화점|031-269-0206|경기도 수원시 장안구 장안로 52-1 (영화동, 음악자녀교육신문사) 1층|7313701|Express|127.004456|37.289411
BBQ|강남대점|031-8005-8292|경기도 용인시 기흥구 강남동로 12 (구갈동) 108, 109호|7255401|올리브카페|127.127904|37.270857
BBQ|수원지동점|031-258-4410|경기 수원시 팔달구 지동 144-7|1190702|Express|127.024222|37.28097
BBQ|의정부호원점|031-872-9285|경기도 의정부시 평화로190번길 5 (호원동) 2층|7286101|Express|127.048473|37.708962
BBQ|수원성대역점(올리브카페)|031-295-9289|경기도 수원시 장안구 서부로2126번길 27 (율전동) |1326602|Cafe|126.973088|37.298019
BBQ|수원성대역점|031-295-9289|경기도 수원시 장안구 서부로2126번길 27 1층(율전동)|1326603|올리브카페|126.973088|37.298019
BBQ|곤지암점|031-769-9930|경기 광주시 실촌면 곤지암리 453-48번지|1123204|Express|127.338601|37.348966
BBQ|진접택지점|031-528-9211|경기 남양주시 진접읍 금곡리 1081-1번지|1345101|Express|127.186903|37.712294
BBQ|수원영통1점(7)(cafe)|031-202-6300|경기도 수원시 영통구 영통로 523 1층(영통동)|1188710|Cafe|127.077366|37.265527
BBQ|수원꽃뫼마을점|031-298-8292|경기 수원시 팔달구 화서2동 685-3 101호|1186902|Express|126.985994|37.285993
BBQ|용인상갈점|031-282-9287|경기 용인시 기흥구 상갈동 485-1|1210202|Express|127.105071|37.261351
BBQ|수원화서2점|031-251-8995|경기도 수원시 팔달구 동말로25번길 96 (화서동,1층)|7181301|Express|126.99495|37.281681
BBQ|매탄점|031-213-2138|경기도 수원시 팔달구 권광로 246 (인계동, 래미안 노블클래스) 상가동 114호|7332201|Express|127.035331|37.269383
BBQ|양평초컬릿점|031031031|경기 양평군 서종면 수능리 250-10 |7303401|특화|127.38948|37.579375
BBQ|부천옥길점(올리브치킨)(2)|032-349-9282|경기도 부천시 옥길로 117 1층 107호(옥길동, 제일프라자)|7371302|올리브카페|126.822167|37.467546
BBQ|신매탄점|031-217-3880|경기도 수원시 영통구 매탄로 142 (매탄동, 양성프라자) 102호|7257501|Express|127.044202|37.263291
BBQ|용인둔전점|031-339-5449|경기도 용인시 처인구 포곡읍 포곡로 82 (이바돔감자탕) 1층|7255001|Express|127.215137|37.268033
BBQ|용인보라점|031-286-9907|경기도 용인시 기흥구 한보라2로 5-5 (보라동) (보라동,B01호)|7200801|Cafe|127.110201|37.254596
BBQ|수원시청점|031-239-9280|경기도 수원시 팔달구 효원로 307번길 39 (효원동)|7201301|프리미엄Cafe|127.035756|37.262583
BBQ|시흥목감점|031-414-9282|경기도 시흥시 산현마을길 50 목감레이크타워 1층 106호|7392801|올리브카페|126.849956|37.376398
BBQ|고양원흥점|031-966-9285|경기도 고양시 덕양구 삼원로 102 (원흥동, 엘에이치원흥도래울마을1단지) 상가동 105호|7229602|Express|126.872859|37.636659
BBQ|의정부신곡중앙점|031-848-7007|경기도 의정부시 경의로 196 (신곡동) 1층(신곡동)|7263301|치킨&비어|127.06015|37.729085
BBQ|의정부용현점|031-844-9282|경기도 의정부시 오목로15번길 24 1층 일부(용현동)|1218807|올리브카페|127.085334|37.732806
BBQ|삼송스타점|02-381-7070|경기도 고양시 덕양구 세솔로 114-1 1층 101호(삼송동)|7245403|올리브치킨|126.886819|37.65401
BBQ|역곡역점|032-345-0669|경기도 부천시 원미구 부일로 702 (역곡동, 남영아파트) 상가동 105, 106호|7253201|치킨&비어|126.807948|37.484496
BBQ|수원구운점|031-294-5959|경기 수원시 권선구 구운동 530-2|1186605|Express|126.973171|37.275267
BBQ|부천괴안역곡점|032-345-6479|경기 부천시 소사구 범안로 54, 그린홈프라자 204호|1175303|Cafe|126.807673|37.476861
BBQ|의정부범골점|031-871-9288|경기도 의정부시 범골로63번길 31 224동 지하1층 203호(의정부동, 의정부롯데캐슬골드파크2단지)|7408701|올리브카페|127.036252|37.730524
BBQ|부천원종초등점|032-681-8255|경기도 부천시 오정구 삼작로 400 (원종동, 원종시장) 127호(원종동,원종시장)|7168701|Express|126.806345|37.519881
BBQ|진접장현점|031-528-1177|경기도 남양주시 진접읍 금강로1573번길 1 1층(금강주택)|7396901|올리브카페|127.193546|37.731442
BBQ|소사시온점|032-342-1900|경기도 부천시 소사본동 409-1 (유성메트로) 1층 111호|7310301|Express|126.803214|37.472906
BBQ|수원곡선점|031-224-1189|경기 수원시 권선구 권선동 1259-9|1186502|Express|127.029256|37.25251
