##NAME|SUBNAME|TYPE|ID|TELNUM|ADDR|NEWADDR|XCOORD|YCOORD@@프로미카월드
프로미카월드|파주법원점|DII|W008017|031-959-9923|경기 파주시 법원읍 가야리 376-5번지 드림모터스|경기 파주시 법원읍 사임당로770번길 7-11 드림모터스 (법원읍)|126867175|37849922
프로미카월드|파주운정점|DII|W007756|031-942-5005|경기 파주시 와동동 1624-5(운정카독크)|경기 파주시 가람로21번길 25-1,  (와동동)|126752175|37735042
프로미카월드|평택비전점|DII|W007426|031-653-0116|경기 평택시 비전동 451(승진공업사)|경기도 평택시 평택1로 94, (비전동)|127089241|37000154
프로미카월드|평택서탄점|DII|W006758|031-611-8940|경기 평택시 서탄면 수월암리 1028(B&D서비스)|경기도 평택시 서탄면 서탄로 500,|127019995|37121687
프로미카월드|평택송탄점|DII|W008010|031-663-1309|경기 평택시 서정동 907-6 스카이모터스|경기 평택시 송탄로 193 스카이모터스 (서정동)|127058240|37061040
프로미카월드|평택청북점|DII|W007633|031-684-1551|경기 평택시 청북면 고렴리 632(원일모터스)|경기 평택시 청북면 서해로 1978-3,  (청북면)|126919826|37063128
프로미카월드|포천소흘읍점|DII|W007353|031-541-1192|경기 포천시 소흘읍 송우리 50-5번지 형제프로미|경기도 포천시 소흘읍 솔모루로 161,|127151948|37834765
프로미카월드|포천신읍점|DII|W007084|031-534-0337|경기 포천시 신읍동 19-7번지 포천제일오토카|경기도 포천시 중앙로 150, (신읍동)|127205553|37899102
프로미카월드|하남덕풍점|DII|W008136|031-794-5268|경기 하남시 덕풍동 705번지 제이 모터스|경기 하남시 덕풍북로105번길 92 제이 모터스 (덕풍동)|127201857|37555964
프로미카월드|화성남양점|DII|W006345|031-356-1949|경기 화성시 남양읍 남양리 62번지 현대오토타운|경기 화성시 남양읍 화성로 1192, 현대오토타운|126815185|37212216
프로미카월드|화성동탄점|DII|W007156|031-8015-1129|경기 화성시 반송동 35-2(에이스카정비)|경기도 화성시 동탄반송길 17-1, (반송동)|127063891|37210022
프로미카월드|화성장안점|DII|W008165|--|경기 화성시 장안면 수촌리 883-4번지 스마트카|경기 화성시 장안면 3.1만세로 364 스마트카 (장안면)|126842882|37102557
프로미카월드|화성향남점|DII|W007425|031-352-9124|경기 화성시 향남읍 장짐리 359-5(우리자동차정비)|경기도 화성시 향남읍 발안만세실 179, (장짐리)|126899296|37139281
프로미카월드|거제고현점|DII|W007851|010-3553-1939|경남 거제시 고현동 328-2 세길카부분정비|경남 거제시 거제중앙로10길 18-6, 세길카부분정비 (거제중앙로10길)|128629020|34881430
프로미카월드|거제능포점|DII|W007858|055-681-1179|경남 거제시 능포동 352-2(능포자동차 부분정비)|경남 거제시 능포로 160,  (능포동)|128732830|34877668
프로미카월드|거창점|DII|W007320|055-945-2258|경남 거창군 거창읍 대평리 1501-4(성민카 부분정비)|경상남도 거창군 거창읍 거함대로5길 47,|127920534|35682707
프로미카월드|고성점|DII|W005943|055-672-4625|경남 고성군 고성읍  동외리220-2|경남 고성군 고성읍 남산로 86,  (남산로)|128330004|34973816
프로미카월드|김해장유점|DII|W006429|055-313-1145|경남 김해시 내덕동 190-11번지(프로미월드장유점)|경상남도 김해시 장유면 내덕로 52, 52|128814159|35205589
프로미카월드|김해중앙점|DII|W005909|055-327-6551|경남 김해시 전하동 9-20번지 중앙카정비|경상남도 김해시 전하로 226, (전하동)|128871774|35224049
프로미카월드|동김해점|DII|W006428|055-321-8979|경남 김해시 어방동 1091-9번지 활천카클리닉|경상남도 김해시 분성로501번길 4, (어방동)|128900939|35235517
프로미카월드|밀양점|DII|W006430|055-355-8988|경남 밀양시 삼문동 222-7 태화카센타|경상남도 밀양시 삼문로 42, (삼문동)|128754396|35487732
프로미카월드|사천점|DII|W006721|055-854-8838|경남 사천시 사천읍 사주리 261 김박사카센터|경남 사천시 사천읍 항공로 32-7, 김박사카센터  (항공로)|128079572|35081092
프로미카월드|양산북정점|DII|W007372|055-386-8101|경남 양산시 북정동 918-5번지 모던카|경상남도 양산시 공단로 83, (북정동)|129043023|35354007
프로미카월드|양산삼호점|DII|W007238|055-385-4563|경남 양산시 삼호동 993-3(조은카서비스)|경상남도 양산시 삼호로 33, (삼호동)|129168825|35409787
프로미카월드|양산어곡점|DII|W007258|055-388-2996|경남 양산시 어곡동 187-5(25시카)|경상남도 양산시 어곡로 10, (어곡동)|129026359|35373597
프로미카월드|진영휴게소점|DII|W007315|055-342-5595|경남 김해시 진영읍 우동리 289-1(진영정비소)|경남 김해시 진영읍 하계로96번길 68 진영정비소 (진영읍)|128715687|35279893
프로미카월드|진주상평점|DII|W005200|010-3831-5755|경남 진주시 상평동 309-2번지 동부정비공업사|경상남도 진주시 큰들로 190, (상평동)|128123680|35171438
프로미카월드|진주초전점|DII|W007879|055-752-4352|경남 진주시 초전동 844-4(남강카부분정비)|경남 진주시 대신로 449,(남강카부분정비)  (대신로)|128115881|35200816
프로미카월드|창녕점|DII|W007344|055-533-4047|경남 창녕군 대지면 효정리 26-1번지 좋은차만들기|경상남도 창녕군 대지면 우포2로 1155,|128484325|35547804
프로미카월드|창원내서점|DII|W007873|055-232-2252|경남 창원시 마산회원구 내서읍 중리 1125-19 (수성자동차정비)|경남 창원시 마산회원구 내서읍 중리공단로1길 46,  (내서읍)|128507712|35241995
프로미카월드|창원도계점|DII|W006434|055-265-8080|경남 창원시 의창구 도계동 904-8번지 김임수자동차|경상남도 창원시 의창구 도계로 124, (도계동)|128641621|35254433
프로미카월드|창원마산점|DII|W005715|055-255-6455|경남 창원시 마산합포구 신포동1가 64-4번지 좋은차만들기|경상남도 창원시 마산합포구 해안대로 295, (신포동1가)|128573403|35199615
프로미카월드|창원사파점|DII|W007690|055-275-0887|경남 창원시 성산구 사파동 4번지(신현대자동차정비)|경남 창원시 성산구 창이대로663번길 9,  (사파동)|128699753|35225968
프로미카월드|창원진해점|DII|W007539|055-545-8008|경남 창원시 진해구 석동 43-8번지 프로미카월드 상원카|경남 창원시 진해구 이동로68번길 2, 프로미카월드(상원카)|128699281|35151327
프로미카월드|창원팔용점|DII|W007024|055-256-4994|경남 창원시 의창구 팔용동 148-4(에이스정비)|경상남도 창원시 의창구 사화로18번길 34, (팔용동)|128607395|35254538
프로미카월드|통영점|DII|W007843|055-642-1919|경남 통영시 동호동 47-10(카포스자동차정비)|경남 통영시 항북길 55-10|128429489|34844457
프로미카월드|경산자인교점|DII|W006438|053-817-4384|경북 경산시 압량면 당리리 55-4번지 자인교종합카랜드|경상북도 경산시 압량면 원효로 600,|128800440|35812502
프로미카월드|경산중방점|DII|W007842|053-813-3006|경북 경산시 중방동 830-3(한지모터스)|경북 경산시 중방로 22,  (중방동)|128736512|35829840
프로미카월드|경산진량점|DII|W006679|053-856-6111|경북 경산시 진량읍 봉회리 300번지 현대카서비스|경상북도 경산시 진량읍 공단로 597,|128817149|35884570
프로미카월드|경산하양점|DII|W007390|053-852-4972|경북 경산시 하양읍 동서리 757-4 프로미카월드하양점|경북 경산시 하양읍 대경로 803 프로미카월드하양점|128826700|35915400
프로미카월드|경주동천점|DII|W006439|054-746-5623|경북 경주시 동천동 587번지 경동오토패밀리|경상북도 경주시 알천북로 255-1, (동천동)|129226643|35847381
프로미카월드|경주안강점|DII|W006053|054-762-1148|경북 경주시 안강읍 산대리 2404-8번지 참좋은모터샵|경상북도 경주시 안강읍 구부랑3길 22,|129194356|36001335
프로미카월드|경주외동점|DII|W007763|054-748-3579|경북 경주시 외동읍 입실리 1259-3 (외동정비카센타)|경북 경주시 외동읍 산업로 2246,  (외동읍)|129320922|35712073
프로미카월드|경주용강점|DII|W007584|054-774-1182|경북 경주시 용강동 1326-2(골드정비)|경북 경주시 소금강로61번길 45,  (용강동)|129224937|35863554
프로미카월드|경주휴게소점|DII|W007817|054-746-0908|경북 경주시 내남면 월산리 산 43-1번지 경주휴게소 차량경정비|경북 경주시 내남면 경부고속도로 59,  (내남면)|129192974|35724275
프로미카월드|고령다산점|DII|W007510|054-955-6982|경북 고령군 다산면 평리리238-25(형제종합세차장)|경북 고령군 다산면 평리1길 46,  (다산면)(형제종합세차장)|128455784|35824524
프로미카월드|구미북삼점|DII|W005308|054-975-3080|경북 칠곡군 북삼읍 인평리 1083-1번지 로얄자동차|경상북도 칠곡군 북삼읍 금오대로 284,|128348363|36070116
프로미카월드|구미선산점|DII|W007025|054-482-0017|경북 구미시 선산읍 완전리 278-4(대명자동차정비)|경상북도 구미시 선산읍 선상서로 24-6, (완전리)|128299743|36238453
프로미카월드|구미원평점|DII|W005258|010-6846-1187|경북 구미시 도량동 436-3번지 EPS자동차정비|경상북도 구미시 송선로 478-5, (도량동)|128320416|36134308
프로미카월드|구미인의점|DII|W005257|054-476-2700|경북 구미시 인의동 336-1(프로미카월드 인의점)|경북 구미시 여헌로 96,  (인의동, 제2종근린생활시설(이충혁))|128425837|36110034
프로미카월드|군위점|DII|W006376|054-382-7660|경북 군위군 군위읍 금구리 785-3번지 오토카24시|경상북도 군위군 군위읍 경북대로 3399, 3399|128563810|36208806
프로미카월드|김천부곡점|DII|W006702|054-434-4535|경북 김천시 부곡동 490-6번지 붕붕카부분정비공장|경상북도 김천시 영남대로 1474, (부곡동)|128097043|36128093
프로미카월드|김천점|DII|W005264|054-432-5645|경북 김천시 신음동 418-6번지 프로미월드 김천점|경상북도 김천시 시청로 20, (신음동)|128118601|36130042
프로미카월드|남예천점|DII|W006865|010-3827-1285|경북 예천군 예천읍 남본리 246-8(월드카)|경상북도 예천군 예천읍 시장로 19,|128447995|36652185
프로미카월드|문경점|DII|W005266|054-553-1189|경북 문경시 모전동 632-2번지 문경특수레카|경상북도 문경시 매봉로 106, (모전동)|128184329|36591261
프로미카월드|봉화점|DII|W005270|070-7750-5694|경북 봉화군 봉화읍 내성리 200-4 서비스코너 봉화점|경상북도 봉화군 봉화읍 내성로 50-3,|128741071|36887064
프로미카월드|상주점|DII|W006441|054-535-8669|경북 상주시 낙양동 25번지 차량일번지 (낙양3길)|경북 상주시 낙양3길 103-10, 차량일번지  (낙양3길)|128150009|36413915
프로미카월드|성주점|DII|W006054|054-932-1400|경북 성주군 성주읍 성산리 2093-9번지 디지털1급기능사의집|경상북도 성주군 성주읍 성주순환로 262, (성산리)|128292008|35920021
프로미카월드|안동태화점|DII|W008207|054-822-4944|경북 안동시 태화동 75-5번지 로얄카프라자경신레카|경북 안동시 서부시장길 56, 로얄카프라자경신레카 (서부시장길)|128715668|36566113
프로미카월드|영덕점|DII|W007492|054-734-9900|경북 영덕군 영덕읍 화개리 198-1(TS영덕화개점)|경상북도 영덕군 영덕읍 화개동길 38,|129367865|36417184
프로미카월드|영주가흥점|DII|W006639|054-631-4842|경북 영주시 가흥동 1564번지 동진카라이프|경상북도 영주시 대학로284번길 29-10, (가흥동)|128608777|36821330
프로미카월드|영주휴천점|DII|W005911|010-6846-1732|경북 영주시 가흥동 642-400번지 월드모터스,영주렉카|경북 영주시 지천로 184, 월드모터스,영주렉카|128620397|36816423
프로미카월드|영천금노점|DII|W005291|054-331-7577|경북 영천시 금노동 420-2번지 새영천카|경상북도 영천시 영화로 4, (금노동)|128931184|35952459
프로미카월드|예천점|DII|W005295|070-7738-3412|경북 예천군 예천읍 동본리 457-2번지 대길카써비스|경상북도 예천군 예천읍 한천길 55,|128460406|36657310
프로미카월드|의성봉양점|DII|W006719|054-833-0446|경북 의성군 봉양면 도원리 920번지 신안부분정비|경상북도 의성군 봉양면 봉기길 9-1,|128574204|36293584
프로미카월드|청도점|DII|W005303|054-371-5533|경북 청도군 청도읍 원정리 540-7번지 위드카센터|경북 청도군 청도읍 새마을로 1284 위드카센터 (청도읍)|128751371|35645944
프로미카월드|칠곡왜관점|DII|W006911|070-8222-6995|경북 칠곡군 왜관읍 삼청리 543-1(현대3급정비)|경상북도 칠곡군 왜관읍 현대로 40-42,|128425727|35981718
프로미카월드|포항오천점|DII|W005314|054-292-4300|경북 포항시 남구 오천읍 구정리 251-5번지 동성카서비스|경상북도 포항시 남구 오천읍 정몽주로 754,|129410029|35984777
프로미카월드|포항장성점|DII|W007920|054-275-3353|경북 포항시 북구 장성동 1405-4 온리원카센터|경북 포항시 북구 장성로 101, 온리원카센터 (장성로)|129391731|36085258
프로미카월드|포항죽도점|DII|W006690|016-799-5207|경북 포항시 북구 죽도동 701번지 죽도점|경상북도 포항시 북구 상대로 16, (죽도동)|129349476|36018095
프로미카월드|포항중앙점|DII|W007671|054-281-5031|경북 포항시 북구 죽도동 623-31(중앙24시정비)|경북 포항시 북구 양학천로 19,  (죽도동)|129354357|36023459
프로미카월드|광주남구점|DII|W007094|062-652-6100|광주 남구 진월동 489-1 (프로미카월드 남구점)|광주 남구 진제길 9-1, 프로미카월드 남구점 (진월동)|126901681|35113487
프로미카월드|광주도천점|DII|W007432|062-954-3714|광주 광산구 도천동 630-9(재철카)|광주광역시 광산구 비아로 30, (도천동)|126821829|35220261
프로미카월드|광주동구점|DII|W005320|062-228-5454|광주 동구 소태동 585-25번지 타이어프로 종원카센타|광주광역시 동구 남문로 639, (소태동)|126930262|35127746
프로미카월드|광주북구점|DII|W007674|062-268-4747|광주 북구 오치동 961-14(프로미북구점)|광주 북구 서하로 265-1,  (서하로)|126950510|35214370
프로미카월드|광주서구점|DII|W006781|062-385-4994|광주 서구 치평동 884-3번지 주식회사 프로미 서구점|광주 서구 상무누리로 137, 주식회사 프로미 서구점 (상무누리로, 삼삼1급정비)|126837818|35155348
프로미카월드|광주신창점|DII|W007431|062-959-8331|광주 광산구 신창동 1237-13(신창현 자동차서비스)|광주광역시 광산구 신창로106번길 8-3, (신창동)|126838410|35194305
프로미카월드|대구감삼점|DII|W006912|053-572-5006|대구 달서구 감삼동 337-5(대성카부분정비)|대구광역시 달서구 장기로 202, (감삼동)|128538314|35843797
프로미카월드|대구고성점|DII|W006455|053-352-9458|대구 북구 고성동1가 52-25번지 프로미남경카서비스|대구광역시 북구 칠성남로 60, (고성동1가)|128587164|35878831
프로미카월드|대구구암점|DII|W006211|053-327-2333|대구 북구 구암동 822-10번지 모터스쿨|대구광역시 북구 구암로54길 7-6, (구암동)|128567929|35936606
프로미카월드|대구논공점|DII|W005234|053-616-5333|대구 달성군 논공읍 남리 569-2번지 에프원모터샵|대구 달성군 논공읍 논공중앙로 104 에프원모터샵 (논공읍)|128447137|35726532
프로미카월드|대구다사점|DII|W007348|053-588-5429|대구 달성군 다사읍 매곡리 306-8(동서카서비스)|대구광역시 달성군 다사읍 왕선로 55,|128463805|35864656
프로미카월드|대구대명점|DII|W008006|053-657-5758|대구 남구 대명동 142-3번지 성준모터스|대구 남구 대명로 293 성준모터스 (대명동)|128587912|35844474
프로미카월드|대구도원점|DII|W005229|053-636-2580|대구 달서구 도원동 1446번지 대곡종합카|대구광역시 달서구 미리샘길 7, (도원동)|128543471|35807165
프로미카월드|대구만촌점|DII|W008011|053-754-0888|대구 수성구 만촌동 447-2번지 K모터스|대구 수성구 공경로 47 K모터스 (만촌동)|128643646|35871897
