##NAME|SUBNAME|ID|TELNUM|NEWADDR|TYPE|FEAT@@삼성화재
삼성화재|GA4프론티어/3지점|4211|02-369-9332|서울 중구 수표로 34, 시티센터 15층 GA 4 프론티어 (저동2가)|지역단/지점|
삼성화재|GA4프론티어/4지점|4212|02-369-9331|서울 중구 수표로 34, 시티센터 15층 GA 4 프론티어 (저동2가)|지역단/지점|
삼성화재|GA4프론티어/5지점|4213|02-369-9294|서울 중구 수표로 34, 15층 (저동2가, 쌍용빌딩)|지역단/지점|
삼성화재|GA4프론티어/7지점|4215|02-369-9296|서울 중구 수표로 34, 15층 (저동2가, 쌍용빌딩)|지역단/지점|
삼성화재|GA5부/1지점|3636|02-2189-4388|서울 서초구 방배천로 91, 17층 삼성화재 전략영업5부 (방배동, 구산타워)|지역단/지점|
삼성화재|GA5부/2지점|3637|02-2189-4441|서울 서초구 방배천로 91, 17층 (방배동, 구산타워)|지역단/지점|
삼성화재|GA5부/3지점|4119|02-2189-4322|서울 서초구 방배천로 91, 17층 (방배동, 구산타워)|지역단/지점|
삼성화재|GA5부/4지점|4120|02-2189-4420|서울 서초구 방배천로 91, 17층 GA5부 (방배동, 구산타워)|지역단/지점|
삼성화재|GA5부/5지점|4124|02-2189-4422|서울 서초구 방배천로 91, 17층 GA영업5부 5 지점 (방배동, 구산타워)|지역단/지점|
삼성화재|GA5부/6지점|4122|02-2189-4412|서울 서초구 방배천로 91, 17층 GA영업5부 6 지점 (방배동, 구산타워)|지역단/지점|
삼성화재|GA5부/7지점|4123|02-2189-4433|서울 서초구 방배천로 91, 17층 삼성화재 GA5부 7 지점 (방배동, 구산타워)|지역단/지점|
삼성화재|GA6부/1지점|3792|02-369-9433|서울 중구 수표로 34, 14층 GA영업6부 (저동2가, 쌍용빌딩)|지역단/지점|
삼성화재|GA6부/2지점|3793|02-369-9434|서울 중구 수표로 34, 14층 GA영업6부 (저동2가, 쌍용빌딩)|지역단/지점|
삼성화재|GA6부/3지점|4125|02-369-9436|서울 중구 수표로 34, 14층 GA영업6부 (저동2가, 쌍용빌딩)|지역단/지점|
삼성화재|GA6부/5지점|4127|02-369-9273|서울 중구 수표로 34, 센터시티 14층 (저동2가)|지역단/지점|
삼성화재|GA6부/6지점|4129|02-369-9443|서울 중구 수표로 34, 시티센터 14층 (저동2가)|지역단/지점|
삼성화재|GA6부/7지점|4342|02-369-9450|서울 중구 수표로 34, 14층 삼성화재 GA영업6부 (저동2가,시티센터타워)|지역단/지점|
삼성화재|GA8부/1지점|3967|032-500-3931|인천 부평구 부평대로 75, 14층 GA영업8부 (부평동,한화생명빌딩)|지역단/지점|
삼성화재|GA8부/2지점|3968|032-500-3908|인천 부평구 부평대로 75, 한화생명 부평사옥 14층 GA영업8부 (부평동)|지역단/지점|
삼성화재|GA8부/3지점|4074|032-500-3921|인천 부평구 부평대로 75, 14층 GA 3 프론티어 지점 (부평동, 한화생명빌딩)|지역단/지점|
삼성화재|GA8부/4지점|4216|032-500-3918|인천 부평구 부평대로 75, 14층 (부평동, 한화생명빌딩)|지역단/지점|
삼성화재|GA8부/5지점|4392|032-500-3966|인천 부평구 부평대로 75, 14층 GA3프론티어 5지점 (부평동,한화생명빌딩)|지역단/지점|
삼성화재|GA8부/6지점|4393|032-500-3904|인천 부평구 부평대로 75, 14층 ga영업8부 (부평동,한화생명빌딩)|지역단/지점|
삼성화재|GA영업1부|0649|02-369-9362|서울 중구 수표로 34, 16층 (저동2가,씨티센터타워)|지역단/지점|
삼성화재|GA영업2부|0651|02-850-6103|서울 영등포구 양평로 76, 영등포사옥 8층 GA영업2부 (양평동4가)|지역단/지점|
삼성화재|GA영업3부|0650|02-2018-9692|서울 강남구 테헤란로 302, 9층 (역삼동,PCA Life Tower)|지역단/지점|
삼성화재|GA영업4부|0342|02-850-6317|서울 영등포구 문래로28길 25, 영시티 N타워 6층 삼성화재 GA영업4부 (문래동3가)|지역단/지점|
삼성화재|GA영업5부|0343|02-2189-4303|서울 서초구 방배천로 91, 17층 삼성화재 전략5부 (방배동, 구산타워)|지역단/지점|
삼성화재|GA영업6부|0465|02-369-9432|서울 중구 수표로 34, 14층 GA영업6부 (저동2가, 쌍용빌딩)|지역단/지점|
삼성화재|GA영업8부|0845|032-500-3960|인천 부평구 부평대로 75, 14층 GA영업8부 (부평동,한화생명빌딩)|지역단/지점|
삼성화재|SRA프론티어|0897|02-3465-8150|서울 서초구 강남대로 355, 6층 SRA프론티어 (서초동,삼성화재서초사옥)|지역단/지점|
삼성화재|TM영업부/1지점|2504|02-3788-7712|서울 중구 을지로 19, 삼성빌딩 11층 TM영업부.1지점 (을지로1가,삼성화재)|지역단/지점|
삼성화재|TM영업부/2지점|3562|02-3788-7125|서울 중구 을지로 19, 10층 서울POM센터 (을지로1가,삼성빌딩)|지역단/지점|
삼성화재|TM영업부/5지점|3433|-1600-0446|서울 중구 을지로 19, 삼성빌딩 11층 TM영업부.5지점 (을지로1가)|지역단/지점|
삼성화재|TM영업부/6지점|3335|02-3788-7559|서울 중구 을지로 19, 삼성빌딩 12층 TM영업부.6지점 (을지로1가)|지역단/지점|
삼성화재|가평지점|2925|031-581-6114|경기 가평군 가평읍 연인2길 2, 3층 유진빌딩|지역단/지점|
삼성화재|강남CS지점|0916|02-2187-2601|서울 강남구 테헤란로 114, 16층 강남CS지점 (역삼동,역삼빌딩)|지역단/지점|
삼성화재|강남교차지점|4595|02-3468-9420|서울 강남구 테헤란로 114, 13층 (역삼동,역삼빌딩)|지역단/지점|
삼성화재|강남금융지점|0425|02-3468-9072|서울 강남구 테헤란로 114, 15층 강남금융지점 (역삼동, 역삼빌딩)|지역단/지점|
삼성화재|강남리더스지점|2240|02-3468-9530|서울 강남구 테헤란로 114, 16층 역삼빌딩 강남리더스 (역삼동)|지역단/지점|
삼성화재|강남법인지점|3959|02-3468-9320|서울 강남구 테헤란로 114, 11층 강남법인지점 (역삼동,역삼빌딩)|지역단/지점|
삼성화재|강남삼성지점|2295|02-3468-9430|서울 강남구 테헤란로 114, 15층 강남삼성지점 (역삼동,서초세무서)|지역단/지점|
삼성화재|강남아너스지점|3377|02-3468-9511|서울 강남구 테헤란로 114, 19층 (역삼동,역삼빌딩)|지역단/지점|
삼성화재|강남역지점|4028|02-3468-9335|서울 강남구 테헤란로 114, 17층 강남역지점 (역삼동,서초세무서)|지역단/지점|
삼성화재|강남육성지점|3835|02-3468-9518|서울 강남구 테헤란로 114, 17층 역삼빌딩 (역삼동)|지역단/지점|
삼성화재|강남중앙육성지점|4167|02-2187-2640|서울 강남구 테헤란로 114, 12층 CS육성지점 (역삼동,서초세무서)|지역단/지점|
삼성화재|강남중앙지역단|4166|02-2187-2643|서울 강남구 테헤란로 114, 12층 CS영업추진파트 (역삼동,서초세무서)|지역단/지점|
삼성화재|강남지역단|0126|02-3468-9102|서울 강남구 테헤란로 114, 17층 역삼빌딩 (역삼동)|지역단/지점|
삼성화재|강동육성지점|3829|02-483-8145|서울 강동구 천호대로 1077, 5층 강동육성지점 (천호동,이스트센트럴빌딩)|지역단/지점|
삼성화재|강동지역단|0205|02-6377-8149|서울 강동구 천호대로 1077, 5층 강동지역단 (천호동,이스트센트럴타워)|지역단/지점|
삼성화재|강동지점|2154|02-488-6709|서울 강동구 천호대로 1077, 6층 강동지점 (천호동,래미안강동팰리스)|지역단/지점|
삼성화재|강릉경포지점|2756|033-644-4020|강원 강릉시 율곡로 2853, 5층 대동빌딩 삼성화재 강릉경포지점 (옥천동)|지역단/지점|
삼성화재|강릉육성지점|3833|033-655-8651|강원 강릉시 율곡로 2853, 2층 대동빌딩 삼성화재 강릉육성지점 (옥천동)|지역단/지점|
삼성화재|강릉율곡지점|3469|033-641-1703|강원 강릉시 율곡로 2853, 4층 율곡지점 (옥천동)|지역단/지점|
삼성화재|강릉지점|2084|033-648-2860|강원 강릉시 율곡로 2853, 2층 삼성화재 강릉지점 (옥천동,대동빌딩)|지역단/지점|
삼성화재|강북CS지점|0917|02-6031-8144|서울 중구 남대문로9길 40, 11층 강북cs지점 (다동,센터플레이스)|지역단/지점|
삼성화재|강북HC지점|3718|02-940-6263|서울 동대문구 왕산로 168, 11층  삼성화재빌딩 (용두동)|지역단/지점|
삼성화재|강북교차지점|4594|02-940-6481|서울 동대문구 왕산로 16, 16층 (신설동,삼성화재청량리사옥)|지역단/지점|
삼성화재|강북법인지점|3958|02-940-6278|서울 동대문구 왕산로 168 (용두동)|지역단/지점|
삼성화재|강북육성지점|4533|02-2126-1224|서울 강북구 도봉로 314, 15층 삼성화재 강북육성지점 (번동,삼성화재빌딩)|지역단/지점|
삼성화재|강북중앙육성지점|4267|-369-9467|서울 중구 수표로 34, 13층 강북중앙육성 (저동2가,씨티센터타워)|지역단/지점|
삼성화재|강북중앙지역단|0820|02-369-9461|서울 중구 수표로 34, 15층 강북중앙지역단 (저동2가,씨티센터타워)|지역단/지점|
삼성화재|강북지역단|4508|02-2126-1216|서울 강북구 도봉로 314, 8층 삼성화재 강북지역단 (번동,삼성화재빌딩)|지역단/지점|
삼성화재|강북지점|2097|02-2126-1350|서울 강북구 도봉로 314, 11층 강북지점 (번동,삼성화재빌딩)|지역단/지점|
삼성화재|강서CS지점|0918|02-2096-8001|서울 영등포구 문래로28길 25, 6층 삼성화재 강서CS지점 (문래동3가,영시티)|지역단/지점|
삼성화재|강서교차지점|4596|02-320-7050|서울 영등포구 양평로 76, 9층 (양평동4가,삼성화재영등포사옥)|지역단/지점|
삼성화재|강서법인지점|4158|02-320-7294|서울 영등포구 양평로 76, 4층 강서법인1지점 (양평동4가,삼성화재영등포사옥)|지역단/지점|
삼성화재|강서사업단|4580|02-850-6164|서울 영등포구 양평로 76, 11층 강서사업단 (양평동4가,삼성화재영등포사옥)|지역단/지점|
삼성화재|강서삼성지점|2170|02-2693-7281|서울 강서구 마곡동로 55, 3층 강서삼성지점 (마곡동,마커스빌딩)|지역단/지점|
삼성화재|강서성공지점|3727|02-2658-8114|서울 강서구 마곡동로 55, 5층 (마곡동,마커스빌딩)|지역단/지점|
삼성화재|강서육성지점|3838|02-2620-1011|서울 강서구 마곡동로 55, 5층 육성지점 (마곡동,마커스빌딩)|지역단/지점|
삼성화재|강서지역단|0215|02-2620-1002|서울 강서구 마곡동로 55, 5층 강서지역단 (마곡동,마커스빌딩)|지역단/지점|
삼성화재|강서지점|2357|02-2601-6449|서울 강서구 마곡동로 55, 4층 강서지점 (마곡동,마커스빌딩)|지역단/지점|
삼성화재|강일지점|2881|02-488-6890|서울 강동구 천호대로 1077, 6층 강일지점 (천호동,래미안강동팰리스)|지역단/지점|
삼성화재|거제지점|2594|055-637-2463|경남 거제시 거제중앙로 1934, 2층 (고현동,정광빌딩)|지역단/지점|
삼성화재|거제통영육성지점|3862|055-638-9495|경남 거제시 거제중앙로 1934, 4층 거제통영육성지점 (고현동,정광빌딩)|지역단/지점|
삼성화재|거창지점|2685|055-942-1625|경남 거창군 거창읍 거창대로 100, 4층 삼성화재 거창지점 (대동리,선보프라자)|지역단/지점|
삼성화재|검단지점|4555|032-566-0961|인천 서구 원당대로 649, 4층 (마전동,케이탑리츠완정빌딩)|지역단/지점|
삼성화재|경기광주지점|4251|031-763-2451|경기 광주시 광주대로 53, 2층 삼성화재 경기광주지점 (경안동,광주프라자)|지역단/지점|
삼성화재|경기교차지점|4597|031-230-1150|경기 수원시 팔달구 권광로 205, 14층 (인계동,삼성화재수원사옥)|지역단/지점|
삼성화재|경기법인지점|3811|031-230-1091|경기 수원시 팔달구 권광로 205, 18층 경기법인지점 (인계동,삼성화재수원사옥)|지역단/지점|
삼성화재|경북육성지점|4305|054-857-8102|경북 안동시 광명로 166, 6층 삼성화재 경북육성지점 (옥동,한양빌딩)|지역단/지점|
삼성화재|경북프론티어|4298|054-857-8314|경북 안동시 광명로 166, 6층 (옥동,한양빌딩)|지역단/지점|
삼성화재|경산지점|2627|053-813-8132|경북 경산시 경안로 233, 3층 도륜빌딩 (중방동)|지역단/지점|
삼성화재|경인사업단|4581|032-650-7114|경기 부천시 신흥로 197, 3층 경인사업단 (중동,삼성화재부천사옥)|지역단/지점|
삼성화재|경주지점|2821|054-775-8896|경북 경주시 원화로 396, 5층 삼성화재 경주지점 (동천동, 동부빌딩)|지역단/지점|
삼성화재|경희지점|2429|02-779-5344|서울 중구 무교로 21, 10층 삼성화재 경희지점 (무교동)|지역단/지점|
삼성화재|계룡지점|3787|042-841-3688|충남 계룡시 장안로 43, 5층  대승빌딩 삼성화재 계룡지점 (금암동)|지역단/지점|
삼성화재|계산지점|4431|032-541-2640|인천 부평구 장제로 138, 2층 (부평동,동부빌딩)|지역단/지점|
삼성화재|계양지점|2400|032-553-7114|인천 부평구 부평대로 75, 12층 계양지점 (부평동, 한화생명빌딩)|지역단/지점|
삼성화재|고성지점|3010|055-673-8477|경남 고성군 고성읍 동외로 175, 5층 양강빌딩 삼성화재|지역단/지점|
삼성화재|고양지점|3491|031-965-1223|경기 고양시 일산동구 중앙로 1161, 10층 고양지점 (장항동,삼성화재(주)일산사옥)|지역단/지점|
삼성화재|고창지점|3785|063-563-2615|전북 고창군 고창읍 보릿골로 85, 3층 (아이지빌딩)|지역단/지점|
삼성화재|고현지점|2845|055-633-6114|경남 거제시 거제중앙로31길 8, 2층 한영빌딩 (고현동)|지역단/지점|
삼성화재|고흥지점|2934|061-833-6120|전남 고흥군 고흥읍 고흥로 1655, 2층, 삼성화재 고흥지점 (남계리)|지역단/지점|
삼성화재|공주지점|2603|041-852-5850|충남 공주시 웅진로 186, 8층 삼성생명빌딩 (산성동)|지역단/지점|
삼성화재|광교지점|2020|02-779-5790|서울 중구 무교로 21, 5층 삼성화재 광교지점 (무교동)|지역단/지점|
삼성화재|광명지점|2246|02-2689-7114|경기 광명시 철산로 1, 10층 (철산동,삼성빌딩)|지역단/지점|
삼성화재|광양지점|2574|061-792-1395|전남 광양시 중마로 535, 3층 (마동,마동빌딩)|지역단/지점|
삼성화재|광주육성지점|3870|062-601-1511|광주 서구 운천로 273, 6층 삼성화재 광주육성지점 (치평동,한국주택금융공사)|지역단/지점|
삼성화재|광주지역단|0306|062-601-1500|광주 서구 운천로 273, 6층 삼성화재 광주지역단 (치평동,한국주택금융공사)|지역단/지점|
삼성화재|광주지점|2058|062-601-1630|광주 서구 운천로 273, 10층 광주무진지점 (치평동)|지역단/지점|
삼성화재|광진육성지점|3820|02-450-6830|서울 성동구 왕십리로 326, 5층 삼성화재 성동육성지점 (도선동, 코스모빌딩)|지역단/지점|
