##NAME|SUBNAME|TELNUM|ADDR|NEWADDR|XCOORD|YCOORD@@현대해상
현대해상화재보험|동대구사업부|053-742-2626|None|대구 수성구 달구벌대로 2418, 4층|128.62708187922|35.8582712048628
현대해상화재보험|동래사업부|051-866-6636|None|부산 연제구 중앙대로 1125, 시티타워 10층|129.080421557557|35.1879807458945
현대해상화재보험|북부산사업부|051-336-2688|None|부산 북구 금곡대로 27, 4층 현대해상 북부산사업부|129.004208|35.212361
현대해상화재보험|제주사업부|064-746-3882|제주 제주시 노형동 1294-5 현대해상빌딩 2층|제주 제주시 도령로 33, 2층|126.482399428256|33.4881174320107
현대해상화재보험|순천사업부|061-723-2491|전남 순천시 연향동 1690-3 현대빌딩 5층|전남 순천시 팔마2길 57, 5층|127.518971913372|34.9341150224265
현대해상화재보험|전북사업부|063-834-4345|전북 익산시 어양동 637-5 신용빌딩 5층|전북 익산시 무왕로 1135, 5층|126.982785962089|35.9590208259658
현대해상화재보험|목포사업부|061-284-1212|None|전남 목포시 백년대로 352, 5층 현대해상 목포사업부|126.425449|34.805881
현대해상화재보험|천안사업부|041-578-1355|충남 천안시 서북구 성정동 1520 H.S빌딩 7층|충남 천안시 서북구 동서대로 129-16, 7층|127.13789512517411|36.82719304169649
현대해상화재보험|청주사업부|043-258-1212|None|충북 청주시 상당구 사북로 164, 우민타워 3층|127.48911808350004|36.6445340922929
현대해상화재보험|서산사업부|041-667-8878|충남 서산시 읍내동 37-4번지 3층|충남 서산시 호수공원2로 25, 3층|126.448018231|36.7766078572
현대해상화재보험|중부지점|02-6742-2230|None|서울 중구 명동2길 20, 8층 중부지점|126.982283114612|37.5623525286757
현대해상화재보험|초동지점|02-6742-2052|서울 중구 명동2가 92-3 현대해상빌딩 9층|서울 중구 명동2길 20, 현대해상빌딩 9층|126.982283114612|37.5623525286757
현대해상화재보험|답십리지점|02-2243-4906|None|서울 성동구 왕십리로 326, 코스모타워 11층|127.033828|37.562696
현대해상화재보험|왕십리지점|02-433-6301|None|서울 성동구 왕십리로 326, 12층|127.033828|37.562696
현대해상화재보험|성동지점|02-2243-9832|None|서울 성동구 왕십리로 326, 코스모타워 11층|127.033828|37.562696
현대해상화재보험|광진지점|02-2243-9838|None|서울 성동구 왕십리로 326, 12층|127.033828|37.562696
현대해상화재보험|일산지점|031-905-5655|None|경기 고양시 일산동구 중앙로 1066, 9층|126.786344721445|37.6447830095551
현대해상화재보험|일산중앙지점|031-919-5656|경기 고양시 일산동구 백석동 1294-3 재능빌딩 8층|경기 고양시 일산동구 중앙로 1066, 8층|126.786344721445|37.6447830095551
현대해상화재보험|일산제일지점|031-580-9464|None|경기 고양시 일산동구 중앙로 1066, 6층|126.786344721445|37.6447830095551
현대해상화재보험|파주지점|031-942-7887|None|경기 파주시 금릉역로 84, 6층|126.765957074462|37.7521544831005
현대해상화재보험|불광지점|02-387-0923|None|서울 은평구 통일로 834, 삼성연신내빌딩 7층|126.92265588648604|37.61812309089609
현대해상화재보험|명동지점|02-6742-2330|None|서울 중구 명동2길 20, 현대해상빌딩 12층|126.982283114612|37.5623525286757
현대해상화재보험|강북지점|02-999-9912|None|서울 강북구 도봉로 358, 7층|127.02747302780966|37.63913461931188
현대해상화재보험|도봉지점|02-999-1215|서울 강북구 번동 418-1 코스타타워 7층|서울 강북구 도봉로 358, 7층|127.02747302780966|37.63913461931188
현대해상화재보험|북부지점|02-906-2483|None|서울 강북구 도봉로 358, 6층|127.02747302780966|37.63913461931188
현대해상화재보험|의정부지점|031-877-2141|None|경기 의정부시 신흥로 243, 서관 2층|127.042952105646|37.737782943987
현대해상화재보험|경기북부지점|031-876-8274|None|경기 의정부시 신흥로 243, 서관 7층|127.042952105646|37.737782943987
현대해상화재보험|동두천지점|031-859-9871|None|경기 동두천시 지행로 53, 6층|127.052517099236|37.8927507947778
현대해상화재보험|포천송우지점|031-543-1107|경기 포천시 소흘읍 송우리 146-1 뉴스토리빌딩 7층|경기 포천시 소흘읍 솔모루로 55, 7층|127.144597664884|37.8273512011888
현대해상화재보험|은평지점|02-382-7390|None|서울 은평구 통일로 861, 12층 현대해상 은평지점|126.920194440727|37.6197859397174
현대해상화재보험|은평제일지점|02-3156-6251|None|서울 은평구 통일로 861, 4층 현대해상 은평제일지점|126.920194440727|37.6197859397174
현대해상화재보험|남양주지점|031-591-0346|None|경기 남양주시 늘을2로 32, 호평프라자 5층|127.24407978450031|37.65565080753321
현대해상화재보험|구리지점|031-551-5656|None|경기 구리시 경춘로 189, 구리빌딩 5층|127.136494|37.600828
현대해상화재보험|잠실중앙지점|02-2152-8511|None|서울 송파구 송파대로 570, 6층 현대해상 잠실중앙지점|127.0991145064|37.5157861567
현대해상화재보험|송파지점|02-2152-8521|서울 송파구 신천동 7-30번지 TOWER730 7층|서울 송파구 송파대로 570, 7층 현대해상 송파지점|127.0991145064|37.5157861567
현대해상화재보험|신천지점|02-2152-8531|서울 송파구 신천동 7-30번지 TOWER730 7층|서울 송파구 송파대로 570, 7층 현대해상 신천지점|127.0991145064|37.5157861567
현대해상화재보험|영등포지점|02-2635-7075|서울 구로구 구로동 3-25 신도림테크노마트 16층|서울 구로구 새말로 97, 16층|126.890227359619|37.5070440291655
현대해상화재보험|신도림지점|02-2632-6903|None|서울 구로구 새말로 97, 15층|126.890227359619|37.5070440291655
현대해상화재보험|구로지점|02-2634-0024|서울 구로구 구로동 3-25 신도림테크노마트 15층|서울 구로구 새말로 97, 15층|126.890227359619|37.5070440291655
현대해상화재보험|광명지점|02-2634-7878|경기 광명시 철산동 250 융창빌딩 7층|경기 광명시 철산로 5, 7층|126.866791926095|37.4761514195223
현대해상화재보험|명일지점|02-477-0178|None|서울 송파구 송파대로 570, 7층 현대해상 명일지점|127.0991145064|37.5157861567
현대해상화재보험|강동지점|02-488-6257|서울 송파구 신천동 7-30번지 TOWER730 6층|서울 송파구 송파대로 570, 6층 현대해상 강동지점|127.0991145064|37.5157861567
현대해상화재보험|잠실지점|02-477-8492|None|서울 송파구 송파대로 570, 6층 현대해상 길동지점|127.0991145064|37.5157861567
현대해상화재보험|강남제일지점|02-2009-8560|None|서울 강남구 테헤란로 137 8층|127.034000558397|37.5003413341666
현대해상화재보험|신천AM지점|02-2009-8350|서울 강남구 역삼동 646 현대해상빌딩 3층|서울 강남구 테헤란로 137, 3층|127.034000558397|37.5003413341666
현대해상화재보험|역삼지점|02-2009-8113|None|서울 강남구 테헤란로 137 8층|127.034000558397|37.5003413341666
현대해상화재보험|강남지점|02-2009-8200|None|서울 강남구 테헤란로 137 8층|127.034000558397|37.5003413341666
현대해상화재보험|여의도지점|02-2671-0473|서울 영등포구 당산동3가 393-2 현대해상빌딩 12층|서울 영등포구 당산로 141, 현대해상강서사옥 12층|126.896576290965|37.5274922652188
현대해상화재보험|강서지점|02-2672-4730|서울 영등포구 당산동3가 393-2 현대해상빌딩 6층|서울 영등포구 당산로 141, 현대해상강서사옥 6층|126.896576290965|37.5274922652188
현대해상화재보험|강서중앙지점|02-2628-4922|서울 영등포구 당산동3가 393-2 현대해상빌딩 6층|서울 영등포구 당산로 141, 현대해상강서사옥 6층|126.896576290965|37.5274922652188
현대해상화재보험|서울지점|02-2676-5201|서울 영등포구 당산동3가 393-2 현대해상빌딩 6층|서울 영등포구 당산로 141, 현대해상강서사옥 6층|126.896576290965|37.5274922652188
현대해상화재보험|김포지점|031-982-6223|경기 김포시 사우동 936 네오프라자빌딩 7층|경기 김포시 김포대로 855, 7층|126.7186882281|37.6202457875
현대해상화재보험|서울중앙지점|02-2628-4200|서울 영등포구 당산동3가 393-2 현대해상빌딩 6층|서울 영등포구 당산로 141, 현대해상강서사옥 6층|126.896576290965|37.5274922652188
현대해상화재보험|성남지점|031-756-5600|None|경기 성남시 분당구 황새울로258번길 29, BS타워 2층|127.1167669|37.3791713
현대해상화재보험|분당지점|031-703-6291|None|경기 성남시 분당구 황새울로258번길 29, BS타워 2층|127.1167669|37.3791713
현대해상화재보험|경기광주지점|031-763-0401|None|경기 광주시 광주대로 53 광주프라자 3층|127.26017428623065|37.41140975371015
현대해상화재보험|여주지점|031-881-2211|경기 여주군 여주읍 홍문리 72 동부빌딩 4층|경기 여주시 세종로 31 동부빌딩 4층|127.636696466275|37.2949331373553
현대해상화재보험|이천지점|031-633-5032|경기 이천시 창전동 163 양정빌딩 5층|경기 이천시 영창로 202 양정빌딩 5층|127.445230584853|37.2806971185124
현대해상화재보험|이천중앙지점|031-633-9393|경기 이천시 창전동 163 양정빌딩 5층|경기 이천시 영창로 202 양정빌딩 5층|127.445230584853|37.2806971185124
현대해상화재보험|동울산지점|052-229-1360|울산 남구 달동 120-1 현대해상빌딩 19층|울산 남구 번영로 131, 19층|129.327709235748|35.5367626496637
현대해상화재보험|중부지점|052-229-1030|None|울산 남구 번영로 131, 15층|129.327709235748|35.5367626496637
현대해상화재보험|신울산지점|052-229-1660|울산 남구 달동 120-1 현대해상빌딩 7층|울산 남구 번영로 131, 7층|129.327709235748|35.5367626496637
현대해상화재보험|삼산지점|052-229-1080|None|울산 남구 번영로 131, 18층|129.327709235748|35.5367626496637
현대해상화재보험|마산지점|055-299-6450|None|경남 창원시 마산회원구 3.15대로 628 무학건설빌딩 11층|128.5760017193594|35.229252565023195
현대해상화재보험|마산중앙지점|055-298-9809|None|경남 창원시 마산회원구 3.15대로 628 무학건설빌딩 11층|128.5760017193594|35.229252565023195
현대해상화재보험|경남지점|055-281-8950|None|경남 창원시 성산구 중앙대로84번길 3 범한빌딩 11층|128.67990143986032|35.22199337625424
현대해상화재보험|창원지점|055-287-3602|None|경남 창원시 성산구 중앙대로84번길 3 범한빌딩 11층|128.67990143986032|35.22199337625424
현대해상화재보험|울산지점|052-229-1760|None|울산 남구 번영로 131, 15층|129.327709235748|35.5367626496637
현대해상화재보험|번영로지점|052-229-1860|None|울산 남구 번영로 131, 4층|129.327709235748|35.5367626496637
현대해상화재보험|울산현대지점|052-229-1820|None|울산 남구 번영로 131, 19층|129.327709235748|35.5367626496637
현대해상화재보험|신정지점|052-229-1525|None|울산 남구 번영로 131, 18층|129.327709235748|35.5367626496637
현대해상화재보험|옥포지점|055-687-8828|None|경남 거제시 옥포로 199, SMS빌딩 3층 301호|128.691010296625|34.8925638498937
현대해상화재보험|거제지점|055-635-3868|None|경남 거제시 거제중앙로31길 16, 2층|128.620383659773|34.8904594079377
현대해상화재보험|통영지점|055-648-2990|None|경남 통영시 중앙로 315, 정덕빌딩 4층|128.428270352498|34.8585075026582
현대해상화재보험|진주지점|055-763-3525|경남 진주시 칠암동 414-10 아이비타워 4층|경남 진주시 진주대로 888, 아이비타워 4층|128.091058930168|35.1798095022774
현대해상화재보험|방어진지점|052-252-7814|울산 동구 일산동 577-1 세인트에스타워 6층|울산 동구 방어진순환도로 633, 5층|129.427717750078|35.4983637365527
현대해상화재보험|화봉지점|052-288-6308|None|울산 북구 화봉로 75, 5층|129.367332351739|35.5885922479539
현대해상화재보험|청운지점|052-251-3001|None|울산 동구 방어진순환도로 633, 5층|129.427717750078|35.4983637365527
현대해상화재보험|미포지점|052-233-0856|None|울산 동구 방어진순환도로 633, 10층|129.427717750078|35.4983637365527
현대해상화재보험|울산남목지점|052-252-8385|None|울산 동구 방어진순환도로 633, 4층|129.427717750078|35.4983637365527
현대해상화재보험|용인지점|031-285-8562|경기 용인시 기흥구 중동 844-1번지 3층|경기 용인시 기흥구 동백3로11번길 53, 3층|127.1500062128|37.2731126431
현대해상화재보험|기흥지점|031-281-1031|None|경기 용인시 기흥구 동백3로11번길 53, 5층|127.1500062128|37.2731126431
현대해상화재보험|용인중앙지점|031-285-8514|None|경기 용인시 기흥구 동백3로11번길 53, 6층|127.1500062128|37.2731126431
현대해상화재보험|수원지점|031-254-5131|경기 수원시 권선구 권선동 1014 현대해상빌딩 5층|경기 수원시 권선구 효원로 268, 현대해상빌딩 5층|127.030861544449|37.2615477832094
현대해상화재보험|안성지점|031-677-3311|None|경기 안성시 안성맞춤대로 1040, 3층|127.269317039728|37.0061071230449
현대해상화재보험|송탄지점|031-666-2616|None|경기 평택시 경기대로 1286, 4층|127.065118609885|37.0597638165738
현대해상화재보험|서평택지점|031-651-3481|None|경기 평택시 비전5로 31, 6층(희성프라자)|127.1144184886|37.0013707646
현대해상화재보험|평택지점|031-657-1491|None|경기 평택시 비전5로 31, 5층|127.1144184886|37.0013707646
현대해상화재보험|인천지점|032-222-1613|None|인천 남동구 미래로 7 현대해상화재보험빌딩 13층|126.70397693863309|37.450703324203125
현대해상화재보험|새인천지점|032-222-1642|인천 남동구 구월동 1128-10 현대해상빌딩 4층|인천 남동구 미래로 7 현대해상화재보험빌딩 4층|126.70397693863309|37.450703324203125
현대해상화재보험|송도지점|032-222-1340|None|인천 남동구 미래로 7 현대해상화재보험빌딩 13층|126.70397693863309|37.450703324203125
현대해상화재보험|구월지점|032-222-1610|None|인천 남동구 미래로 7 현대해상화재보험빌딩 11층|126.70397693863309|37.450703324203125
현대해상화재보험|인천중앙지점|032-222-1481|None|인천 남동구 미래로 7 현대해상화재보험빌딩 12층|126.70397693863309|37.450703324203125
현대해상화재보험|남동지점|032-222-1561|None|인천 남동구 미래로 7 현대해상화재보험빌딩 13층|126.70397693863309|37.450703324203125
현대해상화재보험|백운지점|032-528-6927|None|인천 부평구 부평대로 60, 15층|126.722986973509|37.4967515806655
현대해상화재보험|부평지점|032-514-5653|None|인천 부평구 부평대로 60, 15층|126.722986973509|37.4967515806655
현대해상화재보험|경인지점|032-528-6926|None|인천 부평구 부평대로 60, 15층|126.722986973509|37.4967515806655
현대해상화재보험|청라지점|032-564-1780|인천 부평구 부평동 203-14 현대해상빌딩 14층|인천 부평구 부평대로 60, 14층|126.722986973509|37.4967515806655
현대해상화재보험|평촌지점|031-424-6187|None|경기 안양시 동안구 시민대로 180, G스퀘어 12층|126.949965|37.389829
현대해상화재보험|범계지점|031-445-0471|None|경기 안양시 동안구 시민대로 180, G스퀘어 15층|126.949775|37.390045
현대해상화재보험|안양중부지점|031-446-8555|None|경기 안양시 동안구 시민대로 180, G스퀘어 12층|126.949775|37.390045
현대해상화재보험|안양지점|031-468-5666|None|경기 안양시 동안구 시민대로 180, 안양G스퀘어 12층 현대해상 안양지점|126.949775|37.390045
현대해상화재보험|시흥지점|031-314-2727|None|경기 시흥시 비둘기공원7길 51 대명프라자빌딩 2층|126.791902011045|37.4416331893565
현대해상화재보험|소사지점|032-664-6100|None|경기 부천시 원미구 신흥로 161 신영증권빌딩 5층|126.777041809725|37.4980005437146
현대해상화재보험|부천지점|032-663-2062|None|경기 부천시 원미구 신흥로 161 신영증권빌딩 3층|126.777041809725|37.4980005437146
현대해상화재보험|안산지점|031-414-4100|None|경기 안산시 단원구 고잔로 76, 7층|126.834874276248|37.3188412702907
현대해상화재보험|고잔지점|031-484-4688|None|경기 안산시 단원구 고잔로 76, 7층|126.834874276248|37.3188412702907
현대해상화재보험|상록지점|031-485-1214|None|경기 안산시 단원구 고잔로 76, 7층|126.834874276248|37.3188412702907
현대해상화재보험|단원지점|031-484-5757|경기 안산시 단원구 고잔동 533-3 영풍빌딩 6층|경기 안산시 단원구 고잔로 76, 6층|126.834874276248|37.3188412702907
현대해상화재보험|안산제일지점|031-410-0406|None|경기 안산시 단원구 고잔로 76, 15층|126.834874276248|37.3188412702907
현대해상화재보험|원주지점|033-761-3120|None|강원 원주시 능라동길 61, 7층|127.931233110234|37.3341486507191
현대해상화재보험|북원지점|033-731-1096|강원 원주시 무실동 1857-6 정한빌딩 7층|강원 원주시 능라동길 61, 7층|127.931233110234|37.3341486507191
현대해상화재보험|춘천지점|033-243-7200|None|강원 춘천시 방송길 104, 스카이원빌딩 7층|127.720861608772|37.86751738589749
현대해상화재보험|호반지점|033-252-5403|None|강원 춘천시 방송길 104, 스카이원빌딩 8층|127.720861608772|37.86751738589749
현대해상화재보험|제천지점|043-648-6400|충북 제천시 장락동 849번지 8층|충북 제천시 청전대로 216 8층|128.2210112227|37.1515580813
현대해상화재보험|속초지점|033-633-3575|None|강원 속초시 청대로 343, 2층|128.572160302977|38.1971077986395
현대해상화재보험|강릉지점|033-648-2040|None|강원 강릉시 옥가로 27, 산림조합건물 3층|128.899275|37.758881
현대해상화재보험|동해지점|033-533-4456|강원 동해시 천곡동 802-3 흥국생명빌딩 7층|강원 동해시 천곡로 71, 7층|129.11297014476|37.5238698193369
현대해상화재보험|삼척지점|033-574-2021|None|강원 삼척시 중앙로 270, 2층|129.16727768843168|37.447429205340086
현대해상화재보험|수원중앙지점|031-230-0952|None|경기 수원시 권선구 효원로 268, 현대해상빌딩 4층|127.030861544449|37.2615477832094
현대해상화재보험|동수원지점|031-230-0900|경기 수원시 권선구 권선동 1014 현대해상빌딩 11층|경기 수원시 권선구 효원로 268, 현대해상빌딩 11층|127.030861544449|37.2615477832094
현대해상화재보험|오산지점|031-376-0522|None|경기 오산시 성호대로 122, 메디칼프라자 6층|127.07480557709|37.1485046991901
현대해상화재보험|대구제일지점|053-650-0652|None|대구 달서구 달구벌대로 1790, 18층 대구제일지점|128.560797027703|35.8585579629308
현대해상화재보험|대구지점|053-650-0300|대구 달서구 두류동 135-13 현대해상빌딩 17층|대구 달서구 달구벌대로 1790, 17층|128.560797027703|35.8585579629308
현대해상화재보험|대구강북지점|053-322-8602|대구 북구 구암동 765-4번지 DN트윈스빌딩 2층|대구 북구 학정로 432, 2층|128.56408699415567|35.943204579886014
현대해상화재보험|대성지점|053-650-0340|대구 달서구 두류동 135-13 현대해상빌딩 17층|대구 달서구 달구벌대로 1790, 17층|128.560797027703|35.8585579629308
현대해상화재보험|대구남지점|053-636-1570|대구 달서구 진천동 607-2번지 태양빌딩 2층|대구 달서구 월배로 63 태양빌딩 2층|128.5393214502569|35.81778206945678
현대해상화재보험|구미제일지점|054-456-3782|경북 구미시 송정동 457-4 그랜드빌딩 2층|경북 구미시 송정대로 92, 2층|128.348507644963|36.1167882717934
현대해상화재보험|신구미지점|054-457-2747|None|경북 구미시 송정대로 92, 6층|128.348507644963|36.1167882717934
현대해상화재보험|김천지점|054-433-7840|None|경북 김천시 김천로 74, 3층|128.11078885096|36.1253156862703
현대해상화재보험|구미지점|054-458-0130|경북 구미시 송정동 457-4 그랜드빌딩 6층|경북 구미시 송정대로 92, 6층|128.348507644963|36.1167882717934
현대해상화재보험|상주지점|054-535-2797|경북 상주시 서성동 26-4번지 6층|경북 상주시 삼백로 143, 6층|128.159665646516|36.4190529035345
현대해상화재보험|포항남지점|054-277-8221|None|경북 포항시 남구 포스코대로 346, 6층|129.361050100243|36.0169391718866
현대해상화재보험|형산지점|054-277-8233|경북 포항시 남구 대도동 135-19 KT빌딩 7층|경북 포항시 남구 포스코대로 346, 7층|129.361050100243|36.0169391718866
현대해상화재보험|경주지점|054-772-3878|None|경북 경주시 화랑로 125, 2층|129.214467889564|35.8448451621585
현대해상화재보험|영일지점|054-274-3134|None|경북 포항시 남구 포스코대로 346, 7층|129.361050100243|36.0169391718866
현대해상화재보험|영천지점|054-333-5778|None|경북 영천시 천문로 277, 스타빌딩 4층|128.9315189|35.963054
현대해상화재보험|경산지점|053-811-5335|경북 경산시 정평동 206-14 청호빌딩 3층|경북 경산시 대학로 44, 청호빌딩 3층|128.727466943677|35.8338532470052
현대해상화재보험|동대구지점|053-742-8032|None|대구 수성구 달구벌대로 2418, 8층|128.62708187922|35.8582712048628
현대해상화재보험|범어지점|053-744-2051|대구 수성구 범어동 190-2번지 8층|대구 수성구 달구벌대로 2418, 8층|128.62708187922|35.8582712048628
현대해상화재보험|대구중앙지점|053-650-1340|대구 달서구 두류동 135-13 현대해상빌딩 16층|대구 달서구 달구벌대로 1790, 16층|128.560797027703|35.8585579629308
현대해상화재보험|광장지점|053-650-0521|대구 달서구 두류동 135-13 현대해상빌딩 16층|대구 달서구 달구벌대로 1790, 16층|128.560797027703|35.8585579629308
현대해상화재보험|동래지점|051-863-6940|부산 연제구 연산동 1124-3 시티타워 9층|부산 연제구 중앙대로 1125, 시티타워 9층|129.080421557557|35.1879807458945
현대해상화재보험|수영지점|051-761-5760|None|부산 연제구 중앙대로 1125, 시티타워 10층|129.080421557557|35.1879807458945
현대해상화재보험|금정지점|051-864-2722|None|부산 연제구 중앙대로 1125, 시티타워 10층|129.080421557557|35.1879807458945
현대해상화재보험|김해지점|055-332-1470|None|경남 김해시 가락로 26, 9층|128.882673681587|35.2289375081322
현대해상화재보험|김해중앙지점|055-325-2121|None|경남 김해시 가락로 26, 9층|128.882673681587|35.2289375081322
현대해상화재보험|양산지점|055-385-5797|경남 양산시 중부동 685-7 크리스탈타워 7층|경남 양산시 강변로 438, 704호|129.026766462101|35.3380533213798
현대해상화재보험|대광지점|051-960-1311|None|부산 동구 중앙대로 240, 11층|129.041865721862|35.1182245176602
현대해상화재보험|신선지점|051-960-1700|None|부산 동구 중앙대로 240, 12층|129.041865721862|35.1182245176602
현대해상화재보험|동백지점|051-960-1280|None|부산 동구 중앙대로 240, 10층|129.041865721862|35.1182245176602
현대해상화재보험|연제지점|051-633-3971|부산 연제구 연산동 1124-3 시티타워 9층|부산 연제구 중앙대로 1125, 시티타워 9층|129.080421557557|35.1879807458945
현대해상화재보험|해운대지점|051-642-5080|None|부산 연제구 중앙대로 1125, 시티타워 9층|129.080421557557|35.1879807458945
현대해상화재보험|서귀포지점|064-762-2273|제주 서귀포시 서귀동 209-10 3층|제주 서귀포시 중정로 104, 3층|126.567335322245|33.2483913816364
현대해상화재보험|행운지점|064-744-6147|None|제주 제주시 도령로 33, 8층|126.482399428256|33.4881174320107
현대해상화재보험|백록지점|064-749-6767|None|제주 제주시 도령로 33, 7층|126.482399428256|33.4881174320107
현대해상화재보험|신제주지점|064-743-5201|제주 제주시 노형동 1294-5 현대해상빌딩 5층|제주 제주시 도령로 33, 5층|126.482399428256|33.4881174320107
현대해상화재보험|제주지점|064-746-3600|제주 제주시 노형동 1294-5 현대해상빌딩 9층|제주 제주시 도령로 33, 9층|126.482399428256|33.4881174320107
현대해상화재보험|광주지점|062-350-1600|None|광주 서구 시청로 72, 17층|126.85232432691937|35.15485509625759
현대해상화재보험|무등지점|062-350-1642|None|광주 서구 시청로 72, 18층|126.85232432691937|35.15485509625759
현대해상화재보험|광주직할지점|062-350-1210|광주 서구 치평동 1220 현대해상빌딩 16층|광주 서구 시청로 72, 16층|126.85232432691937|35.15485509625759
현대해상화재보험|순천지점|061-723-2457|전남 순천시 연향동 1690-3 현대빌딩 4층|전남 순천시 팔마2길 57, 4층|127.518971913372|34.9341150224265
현대해상화재보험|여수지점|061-651-8141|전남 여수시 문수동 783-3 현대빌딩 3층|전남 여수시 문수로 17, 3층|127.699156228957|34.7500759949836
현대해상화재보험|여수제일지점|061-684-0262|전남 여수시 문수동 783-3 현대빌딩 2층|전남 여수시 문수로 17, 2층|127.699156228957|34.7500759949836
현대해상화재보험|광양지점|061-794-5656|None|전남 광양시 시청로 62, 이편한세상 2층|127.6985877909|34.939310333
현대해상화재보험|광주제일지점|062-350-0810|광주 서구 치평동 1220 현대해상빌딩 6층|광주 서구 시청로 72, 현대해상빌딩 6층|126.85232432691937|35.15485509625759
