##NAME|SUBNAME|TELNUM|ADDR|NEWADDR|XCOORD|YCOORD@@현대해상하이카
하이카프라자|강남/논현점|02-544-9685|서울 강남구 논현동 149-7|서울 강남구 학동로20길 37|127.028004962783 |37.5108866212784 
하이카프라자|송파/삼전점|02-423-0745|서울 송파구 삼전동 33|서울 송파구 삼전로 46|127.087254746462 |37.5030173263068 
하이카프라자|은평/갈현점|02-387-6408|서울 은평구 갈현동 418-6|서울 은평구 갈현로 340-4|126.919092428784 |37.6262034693546 
하이카프라자|울산/방어점|052-232-5109|울산 동구 방어동 914-1|울산 동구 봉수로 30|129.417274935931 |35.4901964486053 
하이카프라자|울산/반구점|052-281-6701|울산 중구 반구2동 243-5|울산 중구 구교로 185|129.340840208915 |35.5612026582614 
하이카프라자|인천/도화점|032-773-6996|인천 남구 도화동 7-18번지|인천 남구 송림로 213|126.6567225142|37.4755658624
하이카프라자|경주/용강점|054-771-2488|경북 경주시 용강동 1345-5|경북 경주시 소금강로61번길 3|129.226755148773 |35.8603023976912 
하이카프라자|경북/의성/읍내점|054-832-1424|경북 의성군 의성읍 도서리 92-1|경북 의성군 의성읍 구봉길 246|128.695760397085 |36.3471098504694 
하이카프라자|대전/장대점|042-823-5555|대전 유성구 장대동 272-2|대전 유성구 장대로 57|127.335749300473 |36.3599774967099 
하이카프라자|부산/해운대점|051-742-4476|부산 해운대구 중동 1328 1층|부산 해운대구 좌동로 31|129.170139822577 |35.1688089053247 
하이카프라자|강동/둔촌점|02-488-9307|서울 강동구 둔촌동 50-2 도성빌딩|서울 강동구 천호대로 1196|127.144279423759 |37.5343854276657 
하이카프라자|광주/쌍촌점|062-372-8869|광주 서구 쌍촌동 282-7|광주 서구 월드컵4강로 214|126.869693224986 |35.1552784928120 
하이카프라자|성동/행당점|02-2281-5109|서울 성동구 행당동 317-77|서울 성동구 행당로 113-2|127.031523950002 |37.5581786914604 
하이카프라자|광주/운암점((주)현대자동차서비스운암점)|062-512-8582|광주 북구 운암동 1078-3|광주 북구 북문대로 183|126.870589903913 |35.1844909813080 
하이카프라자|경북/청송/진보점|054-874-5300|경북 청송군 진보면 시량리 669-1|경북 청송군 진보면 영양로 34-35|129.081884879846 |36.5419562791755 
하이카프라자|충남/예산점|041-335-3000|충남 예산군 예산읍 신례원리 480-2|충남 예산군 예산읍 신례원로 103|126.839055910971 |36.7192824879266 
하이카프라자|송파/풍납점|02-478-7877|서울 송파구 풍납동 505-7|서울 송파구 올림픽로 537|127.120000608772 |37.5300203720839 
하이카프라자|전주/덕진점|063-271-6064|전북 전주시 덕진구 덕진동2가 167-30|전북 전주시 덕진구 권삼득로 424|127.118226171961 |35.8494406572280 
하이카프라자|나주/성북점|061-337-7900|전남 나주시 금천면 원곡리 257|전남 나주시 금천면 영산로 5678|126.749440143964 |35.0350300448950 
하이카프라자|충주/성남점|043-847-4789|충북 충주시 성남동 213|충북 충주시 형설로 165|127.937980484020 |36.9687024185629 
하이카프라자|충북/증평점|043-838-4779|충북 괴산군 증평읍 초중리 10-6|충북 증평군 증평읍 중앙로 129|127.576167400424 |36.7788234510677 
하이카프라자|대전/월평점|042-537-6588|대전 서구 갈마1동 393-9|대전 서구 갈마로 92|127.369304284906 |36.3442077543690 
하이카프라자|순천/조례점|061-721-4972|전남 순천시 조례동 1817-3|전남 순천시 왕궁중앙길 67|127.535750732063 |34.9567260796997 
하이카프라자|강릉/주문진점|033-661-8272|강원 강릉시 주문진읍 교항리 29-16|강원 강릉시 주문진읍 연주로 285|128.827210292742 |37.8779503307521 
하이카프라자|창원/남양점|055-267-5949|경남 창원시 남양동 31-7|경남 창원시 성산구 가양로98번길 18|128.704154602847 |35.2071746007876 
하이카프라자|용인/신갈점|031-281-7639|경기 용인시 기흥구 하갈동 279-27|경기 용인시 기흥구 덕영대로 1979|127.098367627798 |37.2615556277441 
하이카프라자|전북/순창/복흥점|063-652-7773|전북 순창군 복흥면 정산리 231-16|전북 순창군 복흥면 가인로 27|126.932687004897 |35.4334334991329 
하이카프라자|충남/예산/덕산점|041-338-5161|충남 예산군 덕산면 읍내리 180|충남 예산군 덕산면 수암산로 26|126.668161322268 |36.7018973148820 
하이카프라자|전북/고창점|063-564-5511|전북 고창군 고창읍 덕산리 227-6|전북 고창군 고창읍 덕산길 59|126.689705272030 |35.4296090622841 
하이카프라자|대구/현풍점|053-616-8112|대구 달성군 현풍면 지리 1367-6|대구 달성군 현풍면 삼강길 9|128.430573227401 |35.6663235918293 
하이카프라자|삼척/마달점|033-573-3777|강원 삼척시 마달동 35-1|강원 삼척시 동해대로 4331|129.160704038407 |37.4578813311733 
하이카프라자|서대문/연희점|02-322-6179|서울 서대문구 연희3동 194-32|서울 서대문구 연희로 78|126.929928160467 |37.5650229793203 
하이카프라자|김해/외동점|055-329-1409|경남 김해시 외동 1229-4|경남 김해시 금관대로 1200|128.853892269129 |35.2336852035582 
하이카프라자|계룡/금암점|042-840-8008|충남 계룡시 금암동 17-2|충남 계룡시 팥거리로 19|127.257278282408 |36.2754059144388 
하이카프라자|전북/부안/줄포점|063-583-0145|전북 부안군 줄포면 장동리 471-2|전북 부안군 줄포면 주을로 66|126.684424888012 |35.5979405201003 
하이카프라자|대전/비래점|042-637-4975|대전 대덕구 비래동 147-5|대전 대덕구 우암로 442|127.453459966287 |36.3575554158070 
하이카프라자|서산/읍내점|041-664-9920|충남 서산시 읍내동 82-1|충남 서산시 고운로 83|126.447345249021 |36.7788027636482 
하이카프라자|전남/무안점|061-453-8401|전남 무안군 무안읍 성남리 158-1|전남 무안군 무안읍 무안로 447|126.474421886673 |34.9846953006815 
하이카프라자|경북/칠곡/왜관점|054-977-9948|경북 칠곡군 약목면 관호리 952-11|경북 칠곡군 약목면 관호8길 25-17|128.390357312652 |36.0009529580541 
하이카프라자|전북/순창점|063-653-7776|전북 순창군 순창읍 복실리 313|전북 순창군 순창읍 옥천로 215-10|127.139003936084 |35.3917269221577 
하이카프라자|광주/운남점|062-952-8889|광주 광산구 운남동 514-31|광주 광산구 임방울대로 136|126.817820714305 |35.1733100615800 
하이카프라자|경기/가평점|031-582-7732|경기 가평군 가평읍 읍내리 615-3|경기 가평군 가평읍 석봉로 204|127.509955837411 |37.8331705100073 
하이카프라자|충남/금산점|041-754-8276|충남 금산군 금산읍 신대리 488-1|충남 금산군 금산읍 인삼로 238|127.507369261610 |36.1015461332712 
하이카프라자|대구/평리점|053-572-2221|대구 서구 평리동 1094-1|대구 서구 서대구로 162|128.555280815574 |35.8724382180971 
하이카프라자|청주/가로수점|043-234-7820|충북 청주시 흥덕구 비하동 75-5|충북 청주시 흥덕구 가로수로 1138|127.423121451649 |36.6262739234951 
하이카프라자|동대문/장안점|02-2215-5183|서울 동대문구 장안동 139-23 1층|서울 동대문구 답십리로 239-17|127.067192268100 |37.5735763408497 
하이카프라자|인천/임학점|032-554-6447|인천 계양구 임학동 4-5|인천 계양구 계양산로 181-1|126.736037707113 |37.5477478289726 
하이카프라자|상주/냉림점|054-532-2345|경북 상주시 냉림동 132-9|경북 상주시 상산로 383|128.158240843841 |36.4250606765258 
하이카프라자|금천/독산점|02-851-9500|서울 금천구 독산4동 1023-4|서울 금천구 독산로 229|126.901588994266 |37.4673224685374 
하이카프라자|부산/장림점|051-263-6506|부산 사하구 장림동 283|부산 사하구 다대로 282|128.976684300564 |35.0771992871768 
하이카프라자|강릉/포남점|033-647-1815|강원 강릉시 포남동 1117-3|강원 강릉시 강릉대로 331|128.903590108582 |37.7657399293673 
하이카프라자|대구/용산점|053-554-6626|대구 달서구 용산동 947-11|대구 달서구 용산서로 78-1|128.525604329348 |35.8543449537364 
하이카프라자|부산/청룡점|051-508-4004|부산 금정구 청룡동 81-7|부산 금정구 중앙대로 2135|129.092394035331 |35.2750733298478 
하이카프라자|노원/하계점|02-948-8206|서울 노원구 하계동 170-42|서울 노원구 공릉로 319|127.070899197340 |37.6354776180222 
하이카프라자|영주/휴천점|054-632-3022|경북 영주시 휴천동 700-1|경북 영주시 구성로 282|128.627980040660 |36.8181338827505 
하이카프라자|영천/문외점|054-336-8585|경북 영천시 문외동 97|경북 영천시 최무선로 323|128.934290492087 |35.9688043983808 
하이카프라자|광주/주월점|062-673-0944|광주 남구 주월동 1252-12|광주 남구 대남대로139번길 15|126.910243052966 |35.1324010140630 
하이카프라자|전남/영광점|061-351-0951|전남 영광군 영광읍 남천리 15-10|전남 영광군 영광읍 중앙로 125|126.511772336291 |35.2701623267799 
하이카프라자|안양/평촌점|031-421-4200|경기 안양시 동안구 관양동 1433-26번지|경기 안양시 동안구 관악대로 395|126.9667575504|37.404958926
하이카프라자|대구/지산점|053-781-8944|대구 수성구 지산동 1160-11|대구 수성구 지범로 45|128.626719373246 |35.8264329837984 
하이카프라자|포항/해도점|054-275-5131|경북 포항시 남구 해도1동 431-12|경북 포항시 남구 중앙로 120|129.368658131578 |36.0238303599501 
하이카프라자|강원/양양점|033-671-7740|강원 양양군 양양읍 남문리 3-21|강원 양양군 양양읍 남문1길 3|128.624709966506 |38.0759435517936 
하이카프라자|부산/초량점|051-462-5787|부산 동구 초량동 1164-3|부산 동구 중앙대로 282|129.043724660336 |35.1347464786991 
하이카프라자|안양/안양1점|031-469-6678|경기 안양시 만안구 안양9동 969-14|경기 안양시 만안구 양화로25번길 60|126.911633494905 |37.3945411950569 
하이카프라자|인천/간석점|032-439-2972|인천 남동구 간석동 280-3|인천 남동구 경인로626번길 37|126.707486239421 |37.4641969733494 
하이카프라자|진주/상평점|055-756-0303|경남 진주시 상평동 164-9|경남 진주시 큰들로150번길 6|128.119179876617 |35.1709603419216 
하이카프라자|은평/역촌점|02-352-4775|서울 은평구 역촌동 35-27|서울 은평구 연서로 42|126.916046009999 |37.6028513950855 
하이카프라자|인천/선학점(윤성자동차공업사)|032-817-6437|인천 연수구 선학동 382-12|인천 연수구 학나래로46번길 3|126.696758841433 |37.4257377973796 
하이카프라자|대전/송강점|042-936-5379|대전 유성구 관평동 1244|대전 유성구 관평1로 94-17|127.394286390876 |36.4214229733891 
하이카프라자|경기/양주/장흥점|031-855-0803|경기 양주시 장흥면 일영리 331-3|경기 양주시 장흥면 호국로123번길 12|126.935411777969 |37.7148678006143 
하이카프라자|원주/우산점(SJ모터스)|033-746-7641|강원 원주시 우산동 126-1|강원 원주시 상지대길 31|127.943638415685 |37.3754410025960 
하이카프라자|세종/조치원점|044-864-4006|세종 조치원읍 서창리 73-1|세종 조치원읍 충현로 220|127.294066857636 |36.6082430131059 
하이카프라자|천안/목천점|041-522-2442|충남 천안시 동남구 목천읍 신계리 166|충남 천안시 동남구 목천읍 목천안터2길 6|127.211812633110 |36.7752304376414 
하이카프라자|충북/청원/북이점|043-217-5000|충북 청주시 청원구 북이면 현암리 50-12|충북 청주시 청원구 북이면 현암길 5|127.544161345303 |36.7426561988015 
하이카프라자|광양/중동점|061-791-1010|전남 광양시 중동 1612-1|전남 광양시 광장로 6|127.690993001772 |34.9384704266486 
하이카프라자|전주/중화산점|063-227-8282|전북 전주시 완산구 중화산동2가 628-6|전북 전주시 완산구 중산중앙로 34|127.121732038042 |35.8163290192495 
하이카프라자|정읍/망제점|063-536-7373|전북 정읍시 망제동 31|전북 정읍시 황토현로 1003|126.841417254470 |35.6051820593766 
하이카프라자|대전/산성점|042-583-8033|대전 중구 산성동 142-3|대전 중구 대둔산로 469|127.388264169470 |36.3110051310608 
하이카프라자|송파/가락점|02-404-5007|서울 송파구 가락동 123-12|서울 송파구 송이로 141|127.124226969437 |37.4943214645448 
하이카프라자|안산/본오점|031-416-3315|경기 안산시 상록구 본오동 1126-5|경기 안산시 상록구 각골로 117|126.872656962315 |37.2999891235357 
하이카프라자|안산/와동점|031-482-3733|경기 안산시 단원구 와동 846-6|경기 안산시 단원구 화정로2길 2|126.819882756227 |37.3312481913597 
하이카프라자|부산/서동점|051-523-5104|부산 금정구 서동 208-12|부산 금정구 반송로 391|129.107098644333 |35.2131209638095 
하이카프라자|안양/안양2점|031-465-9228|경기 안양시 만안구 석수동 268-22번지|경기 안양시 만안구 만안로 449|126.9095054014|37.4177018192
하이카프라자|용인/삼가점|031-339-3702|경기 용인시 처인구 삼가동 197-8|경기 용인시 처인구 중부대로 1138|127.171720472395 |37.2400720758692 
하이카프라자|인천/송월점|032-773-3668|인천 중구 송월동 2가 5-15|인천 중구 제물량로 308|126.619172646910 |37.4787533149545 
하이카프라자|수원/송죽점|031-268-6790|경기 수원시 장안구 송죽동 448-14|경기 수원시 장안구 정조로1110번길 2|127.001343982693 |37.3037189192104 
하이카프라자|인천/심곡점|032-565-8801|인천 서구 심곡동 335-10|인천 서구 승학로235번길 26|126.669811792790 |37.5436750725979 
하이카프라자|안양/호계점|031-427-7282|경기 안양시 동안구 호계동 904-11|경기 안양시 동안구 경수대로 751|126.948647054671 |37.3880295012146 
하이카프라자|충북/영동점|043-744-8729|충북 영동군 영동읍 부용리 129-7|충북 영동군 영동읍 학산영동로 1146|127.767704159097 |36.1659407289276 
하이카프라자|성북/상월곡점|02-969-8282|서울 성북구 상월곡동 23-168|서울 성북구 화랑로 178|127.050292743840 |37.6070627836811 
하이카프라자|마포/망원점|02-334-1066|서울 마포구 망원동 418-11|서울 마포구 희우정로 122|126.900174507904 |37.5555014453350 
하이카프라자|경산/삼북점|053-816-3697|경북 경산시 삼북동 93|경북 경산시 장산로 132|128.739311105601 |35.8182887768155 
하이카프라자|경주/모화점|054-741-1222|경북 경주시 외동읍 입실리 1058-8|경북 경주시 외동읍 입실로3길 27-1|129.323163398072 |35.7155531468381 
하이카프라자|울산/범서점|052-244-4010|울산 울주군 범서읍 구영리 394-8|울산 울주군 범서읍 구영앞길 2|129.245920461354 |35.5670076679625 
하이카프라자|울산/무거점|052-277-6736|울산 남구 무거동 174-1|울산 남구 북부순환도로 46|129.268738712344 |35.5520980248104 
하이카프라자|양천/신월점|02-2692-7477|서울 양천구 신월동 992-1|서울 양천구 지양로 20|126.837774569681 |37.5183020729909 
하이카프라자|대전/선화점|042-254-9997|대전 중구 선화동 155-5|대전 중구 동서대로 1430|127.414822992784 |36.3354007995394 
하이카프라자|안산/원곡점|031-494-0951|경기 안산시 단원구 원곡동 786-13|경기 안산시 단원구 부부로 16|126.789251485679 |37.3300990102601 
하이카프라자|목포/산정점|061-279-1003|전남 목포시 산정동 1774-24호|전남 목포시 원산로70번길 3-1|126.376776024287 |34.8055835857275 
하이카프라자|영등포/신길점|02-834-2356|서울 영등포구 신길6동 3965|서울 영등포구 대방천로 217-1|126.915166642678 |37.4986653791432 
하이카프라자|김천/다수점|054-432-5817|경북 김천시 다수동 207-2|None|128.078991623798 |36.1265183217657 
하이카프라자|성남/정자점|031-712-4587|경기 성남시 분당구 정자동 150-1|경기 성남시 분당구 황새울로12번길 5-6|127.110757880397 |37.3615426707485 
하이카프라자|부천/역곡점|032-351-0711|경기 부천시 원미구 역곡2동 26-1|경기 부천시 원미구 부일로 668|126.804408179561 |37.4833980755836 
하이카프라자|울산/화정점|052-235-1688|울산 동구 화정동 138-5|울산 동구 학문로 79|129.420284627401 |35.5034602035801 
하이카프라자|울산/삼산점|052-268-3166|울산 남구 삼산동 1542-1|울산 남구 돋질로339번길 4|129.342295498746 |35.5443367711721 
하이카프라자|대전/정림점|042-537-9100|대전 서구 정림동 267-1|대전 서구 계백로 1265|127.363425609146 |36.3077868225358 
하이카프라자|대구/침산점|053-356-4235|대구 북구 침산동 509-11번지|대구 북구 성북로5길 13|128.5865029035|35.8921726831
하이카프라자|광주/송정리점|062-942-5577|광주 광산구 송촌동 205-1|광주 광산구 동곡로 646|126.776861581144 |35.1392734135620 
하이카프라자|울산/달동점|052-266-4985|울산 남구 달동 623-2|울산 남구 신정로68번길 6|129.321986020095 |35.5379813303293 
하이카프라자|대구/진천점|053-639-1222|대구 달서구 진천동 809-24|대구 달서구 상화로 143|128.529381092748 |35.8099585166737 
하이카프라자|부산/보수점|051-253-5656|부산 중구 보수동2가 106-2|부산 중구 흑교로45번길 4|129.024735098520 |35.1037346839028 
하이카프라자|논산/취암점|041-735-9796|충남 논산시 취암동 140-2|충남 논산시 중앙로 314|127.095170709351 |36.1940368471471 
하이카프라자|부산/하단점|051-208-0994|부산 사하구 하단동 242-7|부산 사하구 괴정로 46|128.968933551724 |35.1025090947648 
하이카프라자|강원/태백/삼수점|033-552-8250|강원 태백시 삼수동 14-39|강원 태백시 외솔배기길 64|128.974952386862 |37.1792785795351 
하이카프라자|대구/범어점|053-756-8424|대구 수성구 범어4동 65-6|대구 수성구 청호로 453|128.641839563578 |35.8567185188983 
하이카프라자|진해/풍호점|055-546-1164|경남 창원시 진해구 풍호동 750-21|경남 창원시 진해구 충장로 533|128.701540630618 |35.1418321640578 
하이카프라자|거제/고현점|055-632-8077|경남 거제시 신현읍 고현리 761-4|경남 거제시 계룡로 186|128.619216926281 |34.8856878025999 
하이카프라자|전남/고흥점|061-833-8114|전남 고흥군 고흥읍 행정리 280|전남 고흥군 고흥읍 두원로 57|127.277182228279 |34.6119611741819 
하이카프라자|순천/연향점|061-743-8890|전남 순천시 연향동 1681-2|전남 순천시 팔마3길 23|127.515492188902 |34.9344898405093 
하이카프라자|대전/노은점|042-477-0754|대전 유성구 노은동 499-3|대전 유성구 노은서로 101|127.314262272867 |36.3693050589471 
하이카프라자|전남/함평점|061-324-9898|전남 함평군 함평읍 기각리 877|전남 함평군 함평읍 광남길 69-17|126.519516330913 |35.0644946127033 
하이카프라자|광주/산수점|062-222-6257|광주 동구 산수동 550-46|광주 동구 무등로 426|126.928081085234 |35.1580312049240 
하이카프라자|포항/대도점|054-281-7890|경북 포항시 남구 대도동 648-10|경북 포항시 남구 희망대로 789-1|129.359384338391 |36.0094929240034 
하이카프라자|울산/신천점|010-3620-6390|울산 북구 신천동 386-20|울산 북구 산업로 1425|129.345015253693 |35.6331108234695 
하이카프라자|구미/남통점|054-455-6068|경북 구미시 남통동 11-24|경북 구미시 원남로 25|128.324050630836 |36.1299795562383 
하이카프라자|오산/갈곶점|031-375-5631|경기 오산시 갈곶동 184-3|경기 오산시 오산로 14|127.067510069003 |37.1283073051280 
하이카프라자|전주/삼천점|063-226-8769|전북 전주시 완산구 삼천동1가 702|전북 전주시 완산구 거마중앙로 77|127.123326131950 |35.7937731957150 
하이카프라자|전주/금암점|063-273-0752|전북 전주시 덕진구 금암동 455-20|전북 전주시 덕진구 태진로 130-1|127.135781352118 |35.8326264167537 
하이카프라자|의정부/용현점|031-848-4238|경기 의정부시 용현동 240-33|경기 의정부시 시민로 434|127.081017332290 |37.7325801117963 
하이카프라자|인천/갈산점|032-518-8572|인천 부평구 갈산동 111-45|인천 부평구 주부토로 277|126.727550288682 |37.5197726969232 
하이카프라자|파주/문산점|031-958-1333|경기 파주시 문산읍 문산리 69-7|경기 파주시 문산읍 독산로 7|126.779519550170 |37.8576865111780 
하이카프라자|전북/부안읍점|063-581-0109|전북 부안군 행안면 대초리 94|전북 부안군 행안면 행안중앙로 8|126.712916056431 |35.7122904632139 
하이카프라자|제천/장락점|043-652-9492|충북 제천시 장락동 390-1|충북 제천시 내토로 848|128.227551370444 |37.1513678090794 
하이카프라자|대전/용문점|042-538-7003|대전 서구 용문동 208-4|대전 서구 도산로 468|127.400376620402 |36.3433126085568 
하이카프라자|청주/내덕점|043-272-0951|충북 청주시 상당구 내덕동 380-5|충북 청주시 청원구 공항로44번길 3|127.487580997105 |36.6612449267953 
하이카프라자|청주/산남점|043-284-4972|충북 청주시 흥덕구 산남동 917|충북 청주시 서원구 두꺼비로28번길 2|127.467691850369 |36.6090217131195 
하이카프라자|안산/건건점|031-501-8227|경기 안산시 상록구 건건동 940-28|경기 안산시 상록구 용담마을길 5-9|126.900617154020 |37.3012917614156 
하이카프라자|강릉/교동점|033-642-4262|강원 강릉시 교1동 1053-1|강원 강릉시 화부산로 72|128.886462999350 |37.7628531451981 
하이카프라자|군산/소룡점|063-461-0016|전북 군산시 소룡동 1568-5|전북 군산시 칠성4길 164|126.677370410592 |35.9698060522892 
하이카프라자|이천/부발점|031-635-1114|경기 이천시 부발읍 무촌리 168-14|경기 이천시 부발읍 무촌로97번길 4|127.484852926988 |37.2829568318991 
하이카프라자|익산/금강점|063-857-5344|전북 익산시 금강동 380-17|전북 익산시 서동로 230|126.975461891172 |35.9391538987221 
하이카프라자|강동/암사점|02-428-1776|서울 강동구 암사동 495-4|서울 강동구 올림픽로98길 57|127.129922782724 |37.5495393869705 
하이카프라자|제주/한림점|064-796-8210|제주 제주시 한림읍 한림리 387|제주 제주시 한림읍 명랑남동길 10|126.275376393124 |33.4174195185939 
하이카프라자|경기/광주/퇴촌점|031-768-4949|경기 광주시 퇴촌면 도수리 345|경기 광주시 퇴촌면 천진암로 406|127.315893142571 |37.4699790148504 
하이카프라자|충남/보령/동대점|041-933-7893|충남 보령시 동대동 1822|None|126.603330808907 |36.3467909659988 
하이카프라자|노원/상계점|02-937-0909|서울 노원구 상계동 372-5번지|서울 노원구 노원로 452|127.0671077822|37.6568645002
하이카프라자|중랑/면목점|02-436-3987|서울 중랑구 면목2동 181-27|서울 중랑구 봉우재로 34|127.077163329196 |37.5901847538273 
하이카프라자|강원/영월점|033-375-0014|강원 영월군 영월읍 영흥리 831-5|강원 영월군 영월읍 영모전길 38|128.471267695072 |37.1852723722059 
하이카프라자|동두천/지행점|031-864-3070|경기 동두천시 지행동 352-5|경기 동두천시 평화로 2278|127.057301725513 |37.8911332184364 
하이카프라자|경북/영덕/강구점|054-733-3364|경북 영덕군 강구면 삼사리 71-1|경북 영덕군 강구면 동해대로 4404-4|129.379680534007 |36.3509983991921 
하이카프라자|경기/연천/전곡점|031-832-8212|경기 연천군 전곡읍 은대3리 1862-4|경기 연천군 전곡읍 평화로698번길 92|127.064431134684 |38.0341671908994 
하이카프라자|인천/학익점|032-874-3800|인천 남구 학익동 694-5|인천 남구 한나루로 344|126.662226319339 |37.4387945263262 
하이카프라자|김천/신음점|054-432-4174|경북 김천시 신음리 521|경북 김천시 시청로 164|128.119140881459 |36.1426549781043 
