##NAME|SUBNAME|TYPE|ID|TELNUM|NEWADDR|XCOORD|YCOORD@@한화손해보험
한화손해보험|일산지역단|지역단|1301135|031-931-2780|경기 고양시 일산동구 장항2동 정발산로42번길 5 15층 한화손해보험 일산지역단 (장항동, 한화생명빌딩)|126.7741385|37.6570854
한화손해보험|인천지역단|지역단|1301405|032-429-4769|인천 미추홀구 경원대로 869 6층 한화손해보험 인천지역단 (주안동)|126.6891364|37.4603925
한화손해보험|의정부지역단|지역단|1301451|031-877-5681|경기 의정부시 신흥로 242 9층(서영빌딩.동관) (의정부동)|127.0435763|37.7377521
한화손해보험|울산지역단|지역단|1300201|052-256-2370|울산 남구 삼산로 262 5층 (삼산동, 한화손해보험빌딩)|129.3359279|35.5387326
한화손해보험|영서사업단|지역단|1300090|033-734-6491|강원 원주시 시청로 25 태성프라자3층 (무실동)|127.9194485|37.3281893
한화손해보험|영동지역단|지역단|1301571|033-655-8606|강원 강릉시 율곡로 2806 9층 한화손해보험 영동사업단 (옥천동)|128.9004084|37.7553721
한화손해보험|여수사업단|지역단|1300146|061-692-9650|전남 여수시 망마로 25 7층 (학동, 메디칼빌딩)|127.6659348|34.7602949
한화손해보험|안양지역단|지역단|1300074|031-381-5489|경기 안양시 동안구 시민대로 210 8층 (호계동, 한화금융프라자)|126.9543497|37.3916917
한화손해보험|안산지역단|지역단|1301551|031-487-7240|경기 안산시 단원구 화랑로 396 7층 (고잔동, 한화생명빌딩)|126.8316176|37.3208212
한화손해보험|순천지역단|지역단|1301623|061-741-8341|전남 순천시 해룡면 향매로 105 성용빌딩 2층|127.5509739|34.9333741
한화손해보험|수원지역단|지역단|1300080|031-233-2992|경기 수원시 팔달구 효원로307번길 19 6층 (인계동, 국민연금공단수원회관)|127.0355017|37.2618384
한화손해보험|세종지역단|지역단|1301117|041-881-9051|충남 공주시 신관로 38 8층 (신관동, 주원빌딩)|127.1322301|36.4699864
한화손해보험|성남지역단|지역단|1301452|031-8017-8301|경기 성남시 분당구 황새울로360번길 25 8층 (서현동, 한서빌딩)|127.1254859|37.3854753
한화손해보험|부평지역단|지역단|1300058|032-501-2181|인천 부평구 부평대로 75 한화생명빌딩 9층 (부평동)|126.7218428|37.4981649
한화손해보험|부천지역단|지역단|1300067|032-612-6001|경기 부천시 신흥로 179 9층 (중동, 한화생명빌딩)|126.7765816|37.4996478
한화손해보험|부산지역단|지역단|1300167|051-467-0003|부산 중구 중앙대로 91 한화손해보험5층 (중앙동4가)|129.0358994|35.105738
한화손해보험|무등지역단|지역단|1300136|062-528-6700|광주 북구 제봉로 328 1층 (중흥동, 한화손해보험빌딩)|126.9095297|35.1636107
한화손해보험|마산지역단|지역단|1300209|055-299-6173|경남 창원시 마산회원구 석전2동 3.15대로 700 8층 한화손해보험 (석전동)|128.5802452|35.2348858
한화손해보험|동부산지역단|지역단|1301500|051-866-7306|부산 연제구 중앙대로 1125 11층한화손해보험동부산지역단 (연산동)|129.0803965|35.1880311
한화손해보험|동대구지역단|지역단|1301138|053-759-8184|대구 동구 장등로 20 4층 (신천동, 삼락빌딩)|128.6236694|35.8690378
한화손해보험|대전지역단|지역단|1300103|042-478-6900|대전 서구 둔산중로 8 2층 (탄방동, 한국교직원공제회대전회관)|127.3872845|36.3472953
한화손해보험|대구지역단|지역단|1300181|053-428-2300|대구 서구 서대구로 3 5층 (내당동, DBS타워)|128.5563802|35.8582091
한화손해보험|대구중앙지역단|지역단|1301404|053-476-9471|대구 남구 중앙대로 200 남대구우체국빌딩 8층 (대명동, 남대구우체국)|128.5909973|35.8506953
한화손해보험|광주지역단|지역단|1300128|062-528-2205|광주 서구 상무연하로 112 4층 한화손해보험 광주지역단 (치평동, 제갈량빌딩)|126.8504477|35.1583753
한화손해보험|경북지역단|지역단|1301238|054-458-8711|경북 구미시 송정대로 92 7층 (송정동, 그랜드빌딩)|128.3485102|36.1167742
한화손해보험|경남지역단|지역단|1300220|055-758-9721|경남 진주시 진주대로 977 강남빌딩 2층 (강남동)|128.0868181|35.186974
한화손해보험|거제지역단|지역단|1301403|055-634-5102|경남 거제시 거제중앙로25길 4 8층  유신빌딩 한화손해보험 거제지역단 (고현동)|128.6228817|34.8883893
한화손해보험|강서지역단|지역단|1300034|02-2068-8310|서울 구로구 신도림동 경인로 662 23층 한화손해보험 강서지역단 (신도림동, 디큐브시티)|126.8882146|37.5081235
한화손해보험|강북지역단|지역단|1300025|02-742-6072|서울 동대문구 왕산로 19 10층 (신설동, 한화손해보험빌딩)|127.0255138|37.5766701
한화손해보험|강동지역단|지역단|1300042|02-568-3945|서울 송파구 올림픽로35다길 32 예전빌딩 9층 (신천동)|127.1020454|37.5150196
한화손해보험|강남지역단|지역단|1300050|02-557-6840|서울 강남구 강남대로 372 화인타워7층(역삼동) 한화손해보험 (역삼동)|127.0290715|37.4960345
한화손해보험|홍성지점|창구형지점|1300121|041-632-6433|충남 홍성군 홍성읍 조양로 136 5층 (충남빌딩)|126.6648568|36.6016054
한화손해보험|하동지점|창구형지점|1300226|055-884-5377|경남 하동군 하동읍 경서대로 218 하동재향군인회 1층|127.7560906|35.071404
한화손해보험|통영지점|창구형지점|1300223|055-642-6008|경남 통영시 중앙로 307 4층 (무전동, 에스엠빌딩)|128.4282174|34.8577162
한화손해보험|태백지점|창구형지점|1300097|033-553-9119|강원 태백시 황지연못길 18 2층 (황지동, 연안빌딩)|128.9906932|37.1734277
한화손해보험|충주지점|창구형지점|1300127|043-846-7115|충북 충주시 번영대로 232 3층 (연수동)|127.9433875|36.9868607
한화손해보험|춘천지점|창구형지점|1300095|033-263-8874|강원 춘천시 동내면 춘천순환로 67 5층|127.7513971|37.8559555
한화손해보험|진해지점|창구형지점|1300218|055-544-7158|경남 창원시 진해구 진해대로1114번길 15 3층 (장천동, 경남빌딩)|128.709145|35.129699
한화손해보험|제천지점|창구형지점|1300126|043-646-8808|충북 제천시 의림대로 136 6층  바다빌딩 (중앙로2가)|128.2116859|37.1396161
한화손해보험|정읍지점|창구형지점|1300158|063-533-0525|전북 정읍시 중앙로 124 국민은행 4층 (수성동)|126.8521593|35.5667024
한화손해보험|익산지점|창구형지점|1300156|063-834-1500|전북 익산시 무왕로23길 16 6층 (부송동, 용주빌딩)|126.9887236|35.9608529
한화손해보험|이천지점|창구형지점|1300086|031-636-6766|경기 이천시 이섭대천로 1203 4층 (중리동, 하나빌딩)|127.4464897|37.2777273
한화손해보험|용인지점|창구형지점|1300084|031-336-0020|경기 용인시 처인구 명지로40번길 10 SK프라자 4층 (역북동)|127.1874202|37.2327791
한화손해보험|영천지점|창구형지점|1301089|054-338-1170|경북 영천시 금노동 천문로 277 6층 한화손해보험 영천지점 (금노동, 등영빌딩)|128.9337225|35.9630586
한화손해보험|영주지점|창구형지점|1300198|054-633-0900|경북 영주시 대동로 144 3층 (가흥동, 대성빌딩)|128.6183779|36.8139525
한화손해보험|양산지점|창구형지점|1301393|055-383-0606|경남 양산시 강변로 438 2층 204호 한화손해보험 (중부동, 크리스탈타워)|129.0267754|35.3380527
한화손해보험|안동지점|창구형지점|1300197|054-854-9700|경북 안동시 경동로 559 5층  한화손해보험 (당북동)|128.7189695|36.5639203
한화손해보험|아산지점|창구형지점|1300117|041-546-6220|충남 아산시 번영로 226 8층 (모종동)|127.0156168|36.7838816
한화손해보험|시흥지점|창구형지점|1300072|031-318-8451|경기 시흥시 비둘기공원6길 13-1 701호 (대야동, 월드프라자)|126.7914873|37.4422053
한화손해보험|송탄지점|창구형지점|1300085|031-667-8543|경기 평택시 경기대로 1377 4층 (서정동, 진영빌딩)|127.0638096|37.0680573
한화손해보험|속초지점|창구형지점|1300098|033-638-6761|강원 속초시 동해대로 4215 5층 개성빌딩 (교동)|128.5771978|38.1952249
한화손해보험|성남지점|창구형지점|1300056|031-752-4000|경기 성남시 수정구 성남대로 1227 5층 (수진동, 정풍빌딩)|127.1274295|37.4393168
한화손해보험|서귀포지점|창구형지점|1301027|064-762-0090|제주 서귀포시 일주동로 8671 2층  메트로빌딩 한화손해보험 서귀포지점 (서귀동)|126.5621299|33.2530741
한화손해보험|상주지점|창구형지점|1300199|054-533-1318|경북 상주시 상산로 255 3층  강남빌딩 (남성동)|128.1591993|36.4137637
한화손해보험|삼척지점|창구형지점|1301412|033-572-7653|강원 삼척시 척주로 7 삼일빌딩 402호 (남양동)|129.1646227|37.4444102
한화손해보험|사천지점|창구형지점|1301073|055-884-6791|경남 하동군 진교면 진교중앙길 26 1층|127.9021591|35.0288267
한화손해보험|불광지점|창구형지점|1300020|02-382-2435|서울 은평구 통일로 742 2층 (불광동, 한화생명빌딩)|126.9293447|37.6118204
한화손해보험|목포지점|창구형지점|1300133|061-285-5401|전남 목포시 정의로 10 4층 한화손해보험 목포지점 (옥암동, 정의빌딩)|126.4446693|34.8124601
한화손해보험|동김천지점|창구형지점|1301386|054-437-8695|경북 김천시 시청로 89-1 4층 한화손해보험 (신음동, 지호빌딩)|128.1165915|36.1361641
한화손해보험|논산지점|창구형지점|1300111|041-732-0605|충남 논산시 중앙로 422 KB증권 5층 (취암동)|127.087927|36.2015248
한화손해보험|김해지점|창구형지점|1301394|055-324-6700|경남 김해시 내외중앙로 59 (햄튼타워,5층) 한화손해보험 김해지점 (내동, 햄튼타워)|128.8664916|35.2354593
한화손해보험|군산지점|창구형지점|1300157|063-467-8881|전북 군산시 대학로 331 3층 (나운동, 한화생명빌딩)|126.6942066|35.9642543
한화손해보험|구포지점|창구형지점|1300179|051-341-6311|부산 북구 낙동대로 1789 6층 한화손해보험 (덕천동, 덕천프라자)|129.0046124|35.2101908
한화손해보험|구리지점|창구형지점|1300055|031-555-0146|경기 남양주시 경춘로 368 5층 (가운동, 브릭스타워)|127.1555596|37.6044483
한화손해보험|광양지점|창구형지점|1301128|061-792-8346|전남 광양시 중마중앙로 149 4층 (중동)|127.697783|34.9435406
한화손해보험|경주지점|창구형지점|1300195|054-774-1561|경북 경주시 알천남로 228 3층|129.2235497|35.8465064
한화손해보험|거창지점|창구형지점|1301063|055-944-3327|경남 거창군 거창읍 중앙로1길 1 3층 305호|127.9131221|35.687472
한화손해보험|거제지점|창구형지점|1300224|055-688-1741|경남 거제시 옥포대첩로 53 대봉빌딩 3층 (옥포동)|128.6933487|34.8942631
한화손해보험|강진지점|창구형지점|1300150|061-433-0888|전남 강진군 강진읍 영랑로 8 3층 한화손해보험|126.7680094|34.6379717
한화손해보험|강북지점|창구형지점|1300030|02-999-5144|서울 강북구 도봉로 328 6층 (번동, 가든타워오피스텔)|127.0251761|37.6370888
한화손해보험|효원지점|영업형지점|1300083|031-231-2800|경기 수원시 팔달구 경수대로 472 8층 (인계동)|127.0275754|37.2680133
한화손해보험|황금지점|영업형지점|1300187|053-741-9668|대구 동구 장등로 20 5층 황금지점 (신천동)|128.6236619|35.8690466
한화손해보험|호남지점|영업형지점|1300141|062-528-6770|광주 북구 제봉로 328 6층 한화손해보험호남지점 (중흥동)|126.9095297|35.1636107
한화손해보험|합정지점|영업형지점|1301525|02-779-8643|서울 마포구 양화로 64 9층 합정지점 (서교동)|126.9157927|37.5503331
한화손해보험|한아름지점|영업형지점|1300172|051-603-9100|부산 중구 중앙대로 91 10층 (중앙동4가, 한화손보빌딩)|129.0358994|35.105738
한화손해보험|한밭지점|영업형지점|1300105|042-478-6911|대전 서구 탄방동 둔산중로 8 2층  한밭지점 (탄방동, 한국교직원공제회대전회관)|127.3872845|36.3472953
한화손해보험|한라지점|영업형지점|1300165|064-746-2871|제주 제주시 중앙로 369 도 4층 한화손해보험 한라지점 (이도이동)|126.5394064|33.4893218
한화손해보험|한그루BR|영업형지점|1068102|031-8017-7920|경기 성남시 분당구 황새울로312번길 26 센트럴타워 6층 한화손해보험 한그루BR (서현동, 센트럴타워)|127.1226702|37.3834629
한화손해보험|한강SFP지점|영업형지점|1301550|02-862-6330|서울 구로구 새말로 97 서부금융센터19층 (구로동, 신도림테크노마트)|126.8902294|37.5070442
한화손해보험|포항지점|영업형지점|1300193|054-283-0120|경북 포항시 북구 중앙로 201 5층 (죽도동, 한화생명빌딩)|129.3661374|36.0309172
한화손해보험|포항SFP지점|영업형지점|1301549|054-251-8791|경북 포항시 북구 중앙로 201 5층 (죽도동)|127.1020454|37.5150196
한화손해보험|평촌지점|영업형지점|1300076|031-445-6300|경기 안양시 동안구 시민대로 210 8층 (호계동, 한화금융프라자)|126.9543497|37.3916917
한화손해보험|퍼스트BR|영업형지점|1071103|02-6675-8271|서울 영등포구 여의대로 56 14층 퍼스트BR (여의도동, 한화증권빌딩)|126.9398326|37.5194647
한화손해보험|팔용지점|영업형지점|1301288|055-263-8371|경남 창원시 의창구 창원대로363번길 22-47 12층 한화손해보험 (팔용동, 명빌딩)|128.6419722|35.2366825
한화손해보험|파주지점|영업형지점|1301485|031-943-0813|경기 파주시 금릉역로 84 4층 (금촌동, 청원센트럴타워)|126.7659366|37.7521092
한화손해보험|통영에이스지점|영업형지점|1301090|055-643-4601|경남 통영시 광도면 죽림2로 49-10 미래메디컬센터빌딩 10층 1001호|128.4186761|34.8805063
한화손해보험|테헤란지점|영업형지점|1301120|02-3453-9809|서울 강남구 강남대로 372 11층 화인타워 (역삼동)|127.0290715|37.4960345
한화손해보험|크로바지점|영업형지점|1300110|042-255-4125|대전 중구 대흥동 중앙로138번길 8 4층  한화손해보험빌딩 대흥지점 (대흥동)|127.3872845|36.3472953
한화손해보험|청주지점|영업형지점|1300123|043-256-4056|충북 청주시 흥덕구 강서로 122 6층  가온빌딩 (강서동)|127.4300436|36.6248328
한화손해보험|청라지점|영업형지점|1300065|032-546-7875|인천 서구 염곡로464번길 23 4층 (가정동, 엔시티타워)|126.6720201|37.5263934
한화손해보험|천안지점|영업형지점|1300114|041-551-3496|충남 천안시 동남구 청수14로 96 3층 (청당동, 백석문화센터빌딩)|127.1568243|36.7852542
한화손해보험|처용지점|영업형지점|1301548|052-267-2970|울산 남구 삼산로 262 7층 처용지점 (삼산동, 한화손해보험빌딩)|129.3359279|35.5387326
한화손해보험|챌린저지점|영업형지점|1300022|02-2214-0730|서울 중구 퇴계로 234 6층 (충무로5가)|126.997931|37.561876
한화손해보험|창원지점|영업형지점|1300215|055-261-0273|경남 창원시 성산구 중앙대로 107 한화손해보험 10층 (중앙동)|128.6796904|35.2245068
한화손해보험|진주지점|영업형지점|1300221|055-743-5523|경남 진주시 진주대로 977 강남빌딩 3층 진주지점 (강남동)|128.0868181|35.186974
한화손해보험|진영지점|영업형지점|1301289|055-343-4858|경남 김해시 진영읍 김해대로361번길 12 7층 (시티프라자)|128.729845|35.307843
한화손해보험|직지지점|영업형지점|1300125|043-266-8383|충북 청주시 흥덕구 강서로 122 6층  가온빌딩 (강서동)|127.4300436|36.6248328
한화손해보험|중흥지점|영업형지점|1300137|062-528-6717|광주 북구 제봉로 328 7층 중흥지점 (중흥동, 한화손해보험빌딩)|126.9095297|35.1636107
한화손해보험|중앙지점|영업형지점|1301242|02-779-6794|서울 중구 서소문로 141 2층 중앙지점 (서소문동)|126.976179|37.5643327
한화손해보험|중부산지점|영업형지점|1300175|051-817-3761|부산 부산진구 중앙대로 659 3층 중부산지점 (부전동, 한화생명보험(주)부산사옥)|129.058661|35.1515394
한화손해보험|중동지점|영업형지점|1300070|032-612-1572|경기 부천시 원미구 신흥로 179 9층 (중동, 한화생명빌딩)|126.7765816|37.4996478
한화손해보험|주안지점|영업형지점|1300062|032-429-4787|인천 남구 경인로 407 2층(대우증권빌딩) (주안동)|126.6855226|37.4585701
한화손해보험|종로지점|영업형지점|1300026|02-741-3285|서울 동대문구 신설동 76-10번지 한화손해보험빌딩9층 종로지점|127.0255138|37.5766701
한화손해보험|제주지점|영업형지점|1300164|064-711-4181|제주 제주시 이도2동 1986-1센트럴타워5층한화손해보험제주지점|126.5394064|33.4893218
한화손해보험|제주중앙지점|영업형지점|1300166|064-751-5020|제주 제주시 이도2동 중앙로 369 한화손해보험 6층 제주중앙지점 (이도이동)|126.5394064|33.4893218
한화손해보험|정발산지점|영업형지점|1301144|031-932-7558|경기 고양시 일산동구 정발산로42번길 5 8층 정발산지점 (장항동)|126.7741213|37.6570427
한화손해보험|정동지점|영업형지점|1300018|02-776-0557|서울 중구 서소문로 141 7층 정동지점 (서소문동)|126.976179|37.5643327
한화손해보험|정관지점|영업형지점|1301491|051-728-7430|부산 기장군 정관면 정관로 581 3층 301호 (주)효원 성원프라자|129.1775142|35.3211562
한화손해보험|전진지점|영업형지점|1300169|051-464-4994|부산 중구 중앙대로 91 7층 (중앙동4가, 한화손해보험빌딩)|129.0358994|35.105738
한화손해보험|전주지점|영업형지점|1300154|063-246-3206|전북 전주시 완산구 홍산로 238 메트로빌딩4층 (효자동2가)|127.1064606|35.81486
한화손해보험|전주BR|영업형지점|1300801|063-246-6816|전북 전주시 완산구 홍산로 246 9층 한화손보 전주BR SLC (효자동2가)|127.1064621|35.8155117
한화손해보험|잠실지점|영업형지점|1300048|02-501-1456|서울 송파구 올림픽로35다길 32 9층 (신천동, 예전빌딩)|127.1020331|37.5149831
한화손해보험|일산지점|영업형지점|1300038|031-904-8334|경기 고양시 일산동구 정발산로42번길 5 8층 한화손해보험 일산지점 (장항동)|126.7741213|37.6570427
한화손해보험|인천지점|영업형지점|1301410|032-429-5801|인천 남구 경인로 407 4층 한화손보인천지점 (주안동, KDB대우증권빌딩)|126.6855156|37.4585478
한화손해보험|인계지점|영업형지점|1300082|031-231-2808|경기 수원시 팔달구 경수대로 472 7층 (인계동, 현대빌딩)|127.0275754|37.2680133
한화손해보험|의정부지점|영업형지점|1300032|031-878-2183|경기 의정부시 의정부동 494-8 서영빌딩 동관 2층|127.0435763|37.7377521
한화손해보험|은평지점|영업형지점|1301562|02-353-7912|서울 은평구 통일로 855-8 5층 은평지점 (갈현동)|126.9201953|37.6190571
한화손해보험|유성지점|영업형지점|1301666|042-826-6831|대전 유성구 계룡로 114 9층 (봉명동)|127.3429742|36.3526634
한화손해보험|원주지점|영업형지점|1300093|033-766-2111|강원 원주시 시청로 25 태성프라자4층 (무실동)|127.9194485|37.3281893
한화손해보험|원미지점|영업형지점|1300071|032-666-0907|경기 부천시 신흥로 179 10층 (중동, 한화생명빌딩)|126.7765816|37.4996478
한화손해보험|울산지점|영업형지점|1300202|052-268-4537|울산 남구 신정2동 649-7번지 한화생명빌딩 2층 울산지점|129.312849|35.5370888
한화손해보험|온고을지점|영업형지점|1300153|063-246-4208|전북 전주시 완산구 홍산로 238 4층  메트로빌딩 (효자동2가)|127.1064606|35.81486
한화손해보험|오산지점|영업형지점|1301442|031-378-9273|경기 오산시 성호대로 129 3층  대신증권빌딩 (오산동)|127.075984|37.1490554
한화손해보험|영남BR|영업형지점|1100011|051-999-1621|부산 중구 중앙대로 91 한화손해보험빌딩 4층 경남BR (중앙동4가)|129.0358832|35.1057355
한화손해보험|연제지점|영업형지점|1300176|051-819-5540|부산 부산진구 중앙대로 659 9층 한화손해보험 연제지점 (부전동, 한화생명보험(주)부산사옥)|129.058661|35.1515394
한화손해보험|연산지점|영업형지점|1301482|051-866-7861|부산 연제구 중앙대로 1125 B동 3층 한화손해보험 연산지점 (연산동, CT타워)|129.0803965|35.1880311
한화손해보험|여천지점|영업형지점|1301324|061-692-5866|전남 여수시 망마로 25 6층 (학동)|127.6659348|34.7602949
한화손해보험|여의도지점|영업형지점|1300044|02-538-7135|서울 구로구 경인로 662 13층 한화손해보험 여의도지점 (신도림동, 디큐브시티)|126.8882146|37.5081235
한화손해보험|여의도SLC사업단|영업형지점|1301453|02-6675-8269|서울 영등포구 여의대로 56 14층 (여의도동, 한화투자증권빌딩)|126.9398326|37.5194647
한화손해보험|여의도BR|영업형지점|1070101|02-6675-8209|서울 영등포구 여의대로 56 여의도BR 14층 (여의도동)|126.9398326|37.5194647
한화손해보험|여수지점|영업형지점|1300149|061-651-2241|전남 여수시 망마로 25 8층 (학동, 메디칼빌딩)|127.6659348|34.7602949
한화손해보험|양평지점|영업형지점|1301506|031-774-7570|경기 양평군 양평읍 양근로 177 6층 한화손해보험 양평지점 (이레빌딩)|127.489608|37.4905832
한화손해보험|안양지점|영업형지점|1300075|031-469-6114|경기 안양시 동안구 시민대로 210 13층 (호계동, 한화생명빌딩)|126.9543497|37.3916917
한화손해보험|안산지점|영업형지점|1300077|031-414-3355|경기 안산시 단원구 화랑로 396 7층 (고잔동, 한화생명빌딩)|126.8316176|37.3208212
한화손해보험|안산중앙지점|영업형지점|1301441|031-487-7496|경기 안산시 단원구 화랑로 396 5층 (고잔동, 한화생명빌딩)|126.8316176|37.3208212
한화손해보험|안산SFP지점|영업형지점|1301489|031-499-8468|경기 안산시 단원구 고잔로 58-6 2층 (고잔동, 오션빌딩)|126.7373932|37.3446291
한화손해보험|신화지점|영업형지점|1300185|053-751-4970|대구 남구 중앙대로 200 남대구우체국 11층 (대명동, 남대구우체국)|128.5909973|35.8506953
한화손해보험|신포항지점|영업형지점|1300194|054-275-8485|경북 포항시 북구 중앙로 201 5층 (죽도동, 한화생명빌딩)|129.3661374|36.0309172
한화손해보험|신중동지점|영업형지점|1301129|032-329-9365|경기 부천시 신흥로 179 12층 (중동, 한화생명빌딩)|126.7765816|37.4996478
한화손해보험|신정지점|영업형지점|1301145|052-269-7250|울산 남구 신정2동 삼산로 262 7층 신정지점 (삼산동)|129.3359199|35.5387303
한화손해보험|신성지점|영업형지점|1300829|053-742-0830|대구 동구 장등로 20 7층 (신천동, 삼락빌딩)|128.6236694|35.8690378
한화손해보험|신마산지점|영업형지점|1300214|055-296-3503|경남 창원시 마산회원구 석전2동 3.15대로 700 5층 한화손해보험 신마산지점 (석전동)|128.5802452|35.2348858
한화손해보험|신도림지점|영업형지점|1300037|02-2632-8057|서울 구로구 경인로 662 23층 (신도림동, 디큐브시티)|126.8882146|37.5081235
한화손해보험|신대지점|영업형지점|1301515|061-725-8148|전남 순천시 해룡면 향매로 105 성용빌딩 4층 신대지점|127.563376|34.935271
한화손해보험|승진지점|영업형지점|1301426|051-469-9326|부산 중구 7층  한화손해보험|129.0358994|35.105738
한화손해보험|순천지점|영업형지점|1300147|061-726-2311|전남 순천시 해룡면 향매로 105 4층 (성용빌딩)|127.563376|34.935271
한화손해보험|수원지점|영업형지점|1300081|031-233-7911|경기 수원시 팔달구 효원로307번길 19 국민연금수원사옥 6층(한화손해보험 수원지점) (인계동)|127.0355017|37.2618384
한화손해보험|수원BR|영업형지점|1301107|031-898-8158|경기 수원시 권선구 경수대로 401 KT권선동빌딩 4층 한화손해보험 수원BR (권선동)|127.0241571|37.2623156
한화손해보험|수도지점|영업형지점|1300029|02-763-3520|서울 동대문구 왕산로 19 10층 (신설동)|127.0255138|37.5766701
한화손해보험|송파지점|영업형지점|1300052|02-472-5642|서울 강동구 천호대로 1099 3층 (천호동)|127.1341204|37.535761
한화손해보험|송도지점|영업형지점|1300059|032-420-1546|인천 남구 주안6동 르네상스빌딩 르네상스빌딩 6층 한화손해보험 송도지점|126.6890954|37.4603518
한화손해보험|송내지점|영업형지점|1300069|032-612-6007|경기 부천시 신흥로 179 9층 (중동, 한화생명빌딩)|126.7765816|37.4996478
한화손해보험|세종지점|영업형지점|1300785|044-868-2846|세종 공주시 한누리대로 265 803호 (나성동)|126.6891364|37.4603925
한화손해보험|성서지점|영업형지점|1300191|053-557-9022|대구 서구 서대구로 3 7층 한화손해보험 성서지점 (내당동, DBS빌딩)|128.5564957|35.8582425
한화손해보험|성동지점|영업형지점|1300027|02-741-4972|서울 성동구 코스모타워 3층 한화손해보험|127.0255138|37.5766701
한화손해보험|서초지점|영업형지점|1300046|02-562-7680|서울 강남구 강남대로 372 화인타워 11층 한화손해보험 서초지점 (역삼동)|127.0290715|37.4960345
한화손해보험|서천안지점|영업형지점|1300116|041-553-7911|충남 천안시 동남구 청수14로 96 3층 서천안지점 (청당동)|127.1567889|36.7852536
한화손해보험|서산지점|영업형지점|1300118|041-662-2357|충남 서산시 동문동 한마음12로 16 4층 (동문동, 현성빌딩)|126.4586393|36.7782462
한화손해보험|새청주지점|영업형지점|1300124|043-266-6556|충북 청주시 흥덕구 강서로 122 6층  가온빌딩 (강서동)|127.4300436|36.6248328
한화손해보험|상무지점|영업형지점|1300131|062-463-5400|광주 서구 상무연하로 112 4층 한화손해보험 상무지점 (치평동, 제갈량빌딩)|126.8504696|35.1584078
한화손해보험|사당지점|영업형지점|1300053|02-3471-8321|서울 서초구 동작대로 134 5층 (방배동, 가나안빌딩)|126.9827672|37.4885724
한화손해보험|빛고을지점|영업형지점|1300130|062-525-5744|광주 서구 상무연하로 112 4층 한화손해보험 빛고을지점 (치평동, 제갈량빌딩)|126.8504696|35.1584078
한화손해보험|분당지점|영업형지점|1300057|031-753-0505|경기 성남시 분당구 황새울로360번길 25 8층 (서현동, 한서빌딩)|127.1254964|37.3855106
한화손해보험|부흥지점|영업형지점|1301086|032-505-5662|인천 부평구 부평대로 75 한화생명빌딩 13층 (부평동)|126.7218428|37.4981649
한화손해보험|부평지점|영업형지점|1300064|032-501-0310|인천 부평구 부평동 부평대로 75 한화생명빌딩 9층 (부평동)|126.7218428|37.4981649
한화손해보험|부평중앙지점|영업형지점|1301087|032-505-5659|인천 부평구 부평대로 75 한화생명빌딩 9층 (부평동)|126.4586393|36.7782462
한화손해보험|부천지점|영업형지점|1300068|032-654-0988|경기 부천시 원미구 신흥로 179 9층 (중동, 한화생명빌딩)|126.7765816|37.4996478
한화손해보험|부산지점|영업형지점|1300168|051-464-0090|부산 중구 중앙대로 91 8층 (중앙동4가, 한화손해보험빌딩)|129.0358994|35.105738
한화손해보험|부산중앙지점|영업형지점|1301473|051-469-9220|부산 중구 중앙대로 91 한화손해보험빌딩10층 (중앙동4가)|129.0358994|35.105738
