##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@KB손해보험
KB손해보험|수도GA5-강원지점|127.922711|37.340664|KB손해보험|033-747-8966|강원 원주시 시청로 21|||오전10시~오후4시(월~금)|||||KB손해보험 수도GA5-강원지점|503호 (무실동,요진타워) (무실동 1721-9 요진타워 503호)|||40706
KB손해보험|수도GA5-프런티어2지점|128.876653|37.765035|KB손해보험|033-650-4342|강원 강릉시 교동광장로 107|||오전10시~오후4시(월~금)|||||KB손해보험 수도GA5-프런티어2지점|4층 (교동) (교동 1880-3 4층 (교동))|||40706
KB손해보험|신원주지점|127.929949|37.334364|KB손해보험|033-741-5972|강원 원주시 능라동길 48|||오전10시~오후4시(월~금)|||||KB손해보험 신원주지점|시네프라자 4층 신원주지점 (무실동 1855-1 시네프라자 4층 신원주지점)|||40706
KB손해보험|원일지점|127.929949|37.334364|KB손해보험|033-741-5888|강원 원주시 능라동길 48|||오전10시~오후4시(월~금)|||||KB손해보험 원일지점|5층 KB손해보험 원일지점 (무실동,시네프라자) (무실동 1855-1 5층 KB손해보험 원일지점 (무실동,시네프라자))|||40706
KB손해보험|원주지점|127.929949|37.334364|KB손해보험|033-741-5878|강원 원주시 능라동길 48|||오전10시~오후4시(월~금)|||||KB손해보험 원주지점|5층 KB손해보험 원주지점 (무실동,씨네프라자) (무실동 1855-1 5층 KB손해보험 원주지점 (무실동,씨네프라자))|||40706
KB손해보험|춘천지점|127.730798|37.862932|KB손해보험|033-240-6900|강원 춘천시 남춘로 20|||오전10시~오후4시(월~금)|||||KB손해보험 춘천지점|3층 (퇴계동,국민연금관리공단) (퇴계동 1072번지 국민연금공단 춘천지사 3층)|||40706
KB손해보험|홍천영업소|127.885719|37.688962|KB손해보험|033-435-3114|강원 홍천군 홍천읍 홍천로 364|||▷ 평일 10:00~16:00　　　(점심시간 12:00~13:00)|||||KB손해보험 홍천영업소|4층 (신장대리 KT홍천지사) (홍천읍 신장대리 신장대리 56-1번지 KT홍천지사 4층)|||40706
매직카|강릉노암점|128.899488|37.742700|KB손해보험|033-641-1544|강원 강릉시 남부로 174|||09:00~19:00|||||매직카 강릉노암점|(노암동) (노암동 453-7)|||40706
매직카|강릉주문진점|128.822067|37.903333|KB손해보험|033-662-0102|강원 강릉시 주문진읍 연주로 577|||09:00~19:00|||||매직카 강릉주문진점|(주문리) (주문진읍 주문리 864-14)|||40706
매직카|강릉홍제점|128.878960|37.755256|KB손해보험|033-641-6674|강원 강릉시 하슬라로30번길 2|||09:00~20:00|||||매직카 강릉홍제점|(홍제동) (홍제동 990-3)|||40706
매직카|고성거진점|128.461070|38.388924|KB손해보험|033-681-5601|강원 고성군 거진읍 진부령로 2896||||||||매직카 고성거진점|(대대리,애니카랜드) (거진읍 대대리 245 (애니카랜드))|||40706
매직카|삼척남양점|129.166453|37.434695|KB손해보험|033-573-2238|강원 삼척시 중앙로 125-7|||09:00~18:00|||||매직카 삼척남양점|(남양동 169-1)|||40706
매직카|속초조양점|128.592216|38.188668|KB손해보험|033-637-4846|강원 속초시 선사로 19|||09:00~19:00|||||매직카 속초조양점|(조양동 1519-4)|||40706
매직카|양양양양점|128.618478|38.073848|KB손해보험|033-671-1957|강원 양양군 양양읍 양양로 100|||08:30~19:00|||||매직카 양양양양점|(양양읍 남문1리 354-1)|||40706
매직카|원주문막점|127.823914|37.314864|KB손해보험|033-735-6766||||09:00~19:00|||||매직카 원주문막점||||40706
매직카|원주원동점|127.945755|37.344666|KB손해보험|033-765-0284|강원 원주시 다박골길 11|||08:30~19:30|||||매직카 원주원동점|(원동 271)|||40706
매직카|원주태장점|127.959229|37.383333|KB손해보험|033-744-1747|강원 원주시 흥양로 110|||08:30~19:00|||||매직카 원주태장점|(태장동) (태장동 1321-59)|||40706
매직카|춘천퇴계점|127.725655|37.865957|KB손해보험|033-244-4070|강원 춘천시 우묵길70번길 31|||09:00~20:00|||||매직카 춘천퇴계점|(퇴계동 697-2)|||40706
매직카|평창대관령점|128.704585|37.672825|KB손해보험|033-335-8277|강원 평창군 대관령로 74-3|||09:00~19:00|||||매직카 평창대관령점|(대관령면 횡계리 366-106)|||40706
매직카|평창진부점|128.563028|37.644838|KB손해보험|033-335-0808|강원 평창군 진부면 진부중앙로 160|||08:30   18:30|||||매직카 평창진부점|(하진부리) (진부면 하진부리 31-4)|||40706
매직카|홍천홍천점|127.853836|37.671814|KB손해보험|033-435-2200|강원 홍천군 홍천읍 구시울1길 16|||09:00~20:00|||||매직카 홍천홍천점|(하오안리) (홍천읍 하오안리 772)|||40706
매직카|횡성우천점|128.084647|37.491715|KB손해보험|033-343-6566|강원 횡성군 한우로 1409|||08:30~20:00|||||매직카 횡성우천점|(우천면 우항리 385-1)|||40706
KB손해보험|수원고객센터|127.029202|37.271928|KB손해보험|031-547-3805|경기 수원시 팔달구 경수대로 518|||▷ 평일 09:00~17:30　(환급/대출:09:00~16:00)　(단, 현금지급: 09:30~15:30분까지 방문 요망)|||||KB손해보험 수원고객센터|KB손해보험 수원빌딩 1층 (인계동) (팔달구 인계동 946-3 KB손해보험 수원빌딩 1층)|||40706
KB손해보험|경기스마트대물보상센터|127.029213|37.271881|KB손해보험|031-8081-1407|경기 수원시 팔달구 경수대로 518||||||||KB손해보험 경기스마트대물보상센터|(인계동,KB손해보험수원빌딩),6층 (인계동 946-3 (KB손해보험수원빌딩),6층)|||40706
KB손해보험|경기외제차보상센터|127.109826|37.320749|KB손해보험|031-8081-0453|경기 용인시 기흥구 죽전로 11||||||||KB손해보험 경기외제차보상센터|미래씨티빌딩 6층 605호 (기흥구 보정동 1195-3 미래시티빌딩 6층)|||40706
KB손해보험|고양대물보상센터|126.786562|37.640455|KB손해보험|031-8081-0428|경기 고양시 일산동구 호수로 358-39||||||||KB손해보험 고양대물보상센터|동문굿모닝타워 1차916호 (일산동구 백석동 1323번지 동문굿모닝타워 1차916호)|||40706
KB손해보험|구리대물보상센터|127.155639|37.604608|KB손해보험|031-8081-0474|경기 남양주시 경춘로 368||||||||KB손해보험 구리대물보상센터|506호 (다산동,브릭스타워) (다산동 668-3 506호 (다산동,브릭스타워))|||40706
KB손해보험|구리보상센터|127.144046|37.601930|KB손해보험|070-7861-9772|경기 구리시 경춘로 260||||||||KB손해보험 구리보상센터|1층 (수택동,KB손해보험구리빌딩 구리보상센터) (수택동 531-1 1층 (수택동,KB손해보험구리빌딩 구리보상센터))|||40706
KB손해보험|남수원대물보상센터|127.029202|37.271928|KB손해보험|031-8081-1452|경기 수원시 팔달구 경수대로 518||||||||KB손해보험 남수원대물보상센터|KB빌딩 6층 남수원보상팀 (인계동) (팔달구 인계동 946-3 KB손해보험빌딩 6층 남수원보상팀 )|||40706
KB손해보험|부천대물보상센터|126.772004|37.502997|KB손해보험|032-250-8917|경기 부천시 원미구 길주로 270||||||||KB손해보험 부천대물보상센터|대우마이빌 213,4호 (원미구 중1동 1148-2 대우마이빌2차 213,4호)|||40706
KB손해보험|부천보상센터|126.757262|37.490898|KB손해보험|070-7823-0282|경기 부천시 원미구 부일로 237번길 56||||||||KB손해보험 부천보상센터|405호 (상동,호림빌딩) (원미구 상동 442 405호)|||40706
KB손해보험|북수원대물보상센터|127.029202|37.271928|KB손해보험|031-8081-0460|경기 수원시 팔달구 경수대로 518|||업무시간 : 09:00 ~18:00|||||KB손해보험 북수원대물보상센터|KB손해보험빌딩 6층 수원보상팀 (인계동) (팔달구 인계동 946-3 KB손해보험빌딩 6층 수원보상팀)|||40706
KB손해보험|성남대물보상센터|127.127639|37.442384|KB손해보험|031-8081-0421|경기 성남시 수정구 성남대로 1262||||||||KB손해보험 성남대물보상센터|삼우빌딩 5층 (수정구 태평동 6136번지 삼우빌딩5층 )|||40706
KB손해보험|성남보상센터|127.129223|37.410897|KB손해보험|031-8081-1457|경기 성남시 분당구 성남대로 912|||업무시간 : 09:00 ~18:00|||||KB손해보험 성남보상센터|812호 (야탑동,BYC빌딩) (야탑동 367-1)|||40706
KB손해보험|수원보상센터|127.029196|37.271966|KB손해보험|031-547-3851|경기 수원시 팔달구 경수대로 518||||||||KB손해보험 수원보상센터|KB손해보험수원빌딩 5층 수원보상센터 (인계동 946-3 KB손해보험수원빌딩 5층 수원보상센터)|||40706
KB손해보험|안산대물보상센터|126.827405|37.310206|KB손해보험|031-8081-0486|경기 안산시 단원구 광덕서로 62||||||||KB손해보험 안산대물보상센터|고잔법조빌딩 601호 (단원구 고잔동 710-3 고잔법조빌딩 601호)|||40706
KB손해보험|안산보상센터|126.832040|37.318731|KB손해보험|031-413-3114|경기 안산시 단원구 고잔로 58|||업무시간 : 09:00 ~18:00|||||KB손해보험 안산보상센터|-6 4층 (고잔동,오션빌딩) (고잔동 529-2 4층 (고잔동,오션빌딩))|||40706
KB손해보험|안양대물보상센터|126.944877|37.374164|KB손해보험|031-8081-1403|경기 군포시 엘에스로 153-8||||||||KB손해보험 안양대물보상센터|306호 (산본동,금정하이뷰) (산본동 1026-9번지 금정하이뷰 306호)|||40706
KB손해보험|안양보상센터|0.|0.|KB손해보험||경기 안양시 만안구 안양로 247|||오전 9시~ 오후 6시|||||KB손해보험 안양보상센터|(안양동,안양타워) 9층 (안양동 627-1 (안양타워) 9층)|||40706
KB손해보험|용인대물보상센터|127.109869|37.320753|KB손해보험|031-8081-0487|경기 용인시 기흥구 죽전로 11||||||||KB손해보험 용인대물보상센터|미래씨티빌딩 6층 601호 (보정동 1195-3번지 미래씨티빌딩 6층 601호)|||40706
KB손해보험|용인보상센터|127.153592|37.277670|KB손해보험|031-8081-1474|경기 용인시 기흥구 동백중앙로 283||||||||KB손해보험 용인보상센터|(중동,골드프라자) B동 507호 (중동 829 (골드프라자) B동 507호)|||40706
KB손해보험|의정부대물보상센터|127.041344|37.760861|KB손해보험|031-8081-0449||경기도 의정부시 녹양동 412-10|||||||KB손해보험 의정부대물보상센터|센추럴프라자 301호 (녹양동 412-10 센추럴프라자 301호)|||40706
KB손해보험|의정부보상센터|127.048267|37.732238|KB손해보험|031-8081-1496|경기 의정부시 평화로 452||||||||KB손해보험 의정부보상센터|알리안츠 빌딩 4층 (의정부3동 370-9 알리안츠 생명빌딩 4층)|||40706
KB손해보험|이천대물보상센터|127.436825|37.277053|KB손해보험|043-906-6016|경기 이천시 설봉로 5||||||||KB손해보험 이천대물보상센터|2층 201호 (관고동,한솔빌딩) (관고동 504-7번지 한솔빌딩 2층 201호)|||40706
KB손해보험|일산대물보상센터|126.778559|37.752824|KB손해보험|031-8081-0481|경기 파주시 쇠재2길 14||||||||KB손해보험 일산대물보상센터|(금릉동) 홍심원빌딩 202호 (금릉동 432-1 홍심원빌딩 202호)|||40706
KB손해보험|일산보상센터|0.|0.|KB손해보험||경기 고양시 일산동구 중앙로 1181|||9시 ~ 18시|||||KB손해보험 일산보상센터|(장항동,교보생명일산사옥) 10층 (장항동 893 (교보생명일산사옥) 10층)|||40706
KB손해보험|평택대물보상센터|127.111489|36.995606|KB손해보험|031-8081-0494|경기 평택시 죽백5로 27||||||||KB손해보험 평택대물보상센터|(죽백동,세비온) (죽백동 771 (세비온) 세비온 501호)|||40706
KB손해보험|평택보상센터|127.098115|37.009329|KB손해보험|031-8081-1487|경기 평택시 평남로 1015||||||||KB손해보험 평택보상센터|601호 (동삭동) (동삭동 705-9번지 서재프라자 601호)|||40706
KB손해보험|구리지역단|127.143979|37.601864|KB손해보험|031-550-1500|경기 구리시 경춘로 260|||▷ 평일 09:00~17:30　(환급/대출:09:00~16:00)　(점심시간:12:00~13:00)|||||KB손해보험 구리지역단|KB손해보험 구리빌딩 1층,구리지역단 (수택동) (수택동 531-1 1층 구리지역단)|||40706
KB손해보험|방카슈랑스영업3부|127.029131|37.271940|KB손해보험|031-547-3437|경기 수원시 팔달구 경수대로 518|||업무시간 : 09:30 ~18:00|||||KB손해보험 방카슈랑스영업3부|3층 방카슈랑스영업3부 (인계동,KB손해보험빌딩) (인계동 946-3 KB손해보험빌딩 3층 방카슈랑스영업3부)|||40706
KB손해보험|부천지역단|126.776594|37.499690|KB손해보험|032-215-2114|경기 부천시 원미구 신흥로 179|||▷ 평일 09:00~17:30　(환급/대출:09:00~16:00)　(점심시간:12:00~13:00)|||||KB손해보험 부천지역단|15층 KB손해보험 부천지역단 (중동,한화생명빌딩) (원미구 중동 1132-3 15층 KB손해보험 부천지역단)|||40706
KB손해보험|성남지역단|127.129213|37.410522|KB손해보험|031-8018-8501|경기 성남시 분당구 성남대로 906|||▷ 평일 09:00~17:30　(환급/대출:09:00~16:00)　(점심시간:12:00~13:00)|||||KB손해보험 성남지역단|2층 KB손해보험 성남지역단 (야탑동) (야탑동 367-3 2층 KB손해보험 성남지역단)|||40706
KB손해보험|수도GA5지역단|127.029196|37.271966|KB손해보험|031-547-3884|경기 수원시 팔달구 경수대로 518|||업무시간 : 09:30 ~18:00|||||KB손해보험 수도GA5지역단|11층 수도GA5지역단 (인계동,KB손해보험수원빌딩) (인계동 946-3 11층 수도GA5지역단 (인계동,KB손해보험수원빌딩))|||40706
KB손해보험|수원TC사업단/안산고객센터|126.832049|37.318722|KB손해보험|031-412-2660|경기 안산시 단원구 고잔로 58-6|||▷ 평일 09:00~17:30　(환급/대출:09:00~16:00)　(점심시간:12:00~13:00)|||||KB손해보험 수원TC사업단/안산고객센터|4층 KB손해보험 (고잔동,오션빌딩) (고잔동 529-2번지 오션빌딩 4층)|||40706
KB손해보험|수원지역단|127.029196|37.271966|KB손해보험|031-547-3404|경기 수원시 팔달구 경수대로 518|||업무시간 : 09:30 ~18:00|||||KB손해보험 수원지역단|10층 수원지역단 (인계동,KB손해보험 수원빌딩) (인계동 946-3 10층 수원지역단 (인계동,KB손해보험 수원빌딩))|||40706
KB손해보험|안양안산지역단|126.924367|37.394472|KB손해보험|031-380-9250|경기 안양시 만안구 안양로 247|||▷ 평일 09:00~17:30　(환급/대출:09:00~16:00)　(점심시간:12:00~13:00)|||||KB손해보험 안양안산지역단|6층 안양안산지역단 (안양동,안양타워) (안양동 627-1 6층 안양안산지역단 (안양동,안양타워))|||40706
KB손해보험|의정부지역단|127.048312|37.732274|KB손해보험|031-850-4602|경기 의정부시 평화로 452|||▷ 평일 09:00~17:30　(환급/대출:09:00~16:00)　(점심시간:12:00~13:00)|||||KB손해보험 의정부지역단|7층 KB손해보험 의정부지역단 (의정부동,알리안츠생명빌딩) (의정부동 370-9 알리안츠생명빌딩 7층)|||40706
KB손해보험|일산지역단|126.774178|37.657043|KB손해보험|031-915-2114|경기 고양시 일산동구 정발산로42번길 5|||▷ 평일 09:00~17:30　(환급/대출:09:00~16:00)　(점심시간:12:00~13:00)|||||KB손해보험 일산지역단|9층 KB손해보험 일산지역단 (장항동,한화생명빌딩) (장항2동 848번지 한화생명빌딩 9층 KB손해보험 일산지역단)|||40706
KB손해보험|평택지역단|127.114678|37.002517|KB손해보험|031-657-2114|경기 평택시 비전4로 47|||▷ 평일 09:00~17:30　(환급/대출:09:00~16:00)　(점심시간:12:00~13:00)|||||KB손해보험 평택지역단|강일빌딩 3층 KB손해보험 평택지역단 (비전동 1096번지 강일빌딩 3층 KB손해보험 평택지역단)|||40706
KB손해보험|강서TC지점|126.720548|37.619306|KB손해보험|031-950-5885|경기 김포시 김포대로 835||||||||KB손해보험 강서TC지점|5층 (사우동,E플라자빌딩) (사우동 922번지 5층 (외환은행))|||40706
KB손해보험|경기TC지점|127.029196|37.271966|KB손해보험|031-547-3545|경기 수원시 팔달구 경수대로 518||||||||KB손해보험 경기TC지점|8층 수원TC사업단 경기TC지점 (인계동,KB손해보험) (인계동 946-3 8층 수원TC사업단 경기TC지점 (인계동,KB손해보험))|||40706
KB손해보험|광주지점|127.260731|37.411993|KB손해보험|031-767-1360|경기 광주시 광주대로 64|||▷ 평일 10:00~16:00　　　(점심시간 12:00~13:00)|||||KB손해보험 광주지점|3층 (경안동) (경안동 416-1번지 3층)|||40706
KB손해보험|구리TC지점|127.144025|37.601917|KB손해보험|031-590-5952|경기 구리시 경춘로 260||||||||KB손해보험 구리TC지점|6층 (수택동,KB손해보험 구리빌딩) (수택동 531-1번지 6층 (KB손해보험 구리빌딩))|||40706
KB손해보험|구리지점|127.144046|37.601930|KB손해보험|031-550-1800|경기 구리시 경춘로 260|||오전10시~오후4시(월~금)|||||KB손해보험 구리지점|구리지역단 구리지점 (수택동) (수택동 531-1 구리지역단 구리지점 (수택동))|||40706
KB손해보험|김포지점|126.719129|37.619081|KB손해보험|031-982-2514|경기 김포시 사우중로 48|||▷ 평일 10:00~16:00　　　(점심시간 12:00~13:00)|||||KB손해보험 김포지점|드림월드프라자 5층,KB손해보험 강서지역단 김포지점 (사우동) (사우동 927번지 드림월드프라자 5층)|||40706
KB손해보험|남양주지점|127.143979|37.601864|KB손해보험|031-550-1530|경기 구리시 경춘로 260|||오전10시~오후4시(월~금)|||||KB손해보험 남양주지점|KB손해보험 구리빌딩 5층 (수택동) (수택동 531-1 KB손해보험 5층)|||40706
KB손해보험|동두천지점|127.052490|37.892739|KB손해보험|031-864-3388|경기 동두천시 중앙로 126|||▷ 평일 10:00~16:00　　　(점심시간 12:00~13:00)|||||KB손해보험 동두천지점|생연프라자 7층 701호,KB손해보험 의정부지역단 동두천지점 (지행동) (지행동 693-2번지 생연프라자 7층 701호)|||40706
KB손해보험|동수원지점|127.029196|37.271966|KB손해보험|031-547-3450|경기 수원시 팔달구 경수대로 518|||오전10시~오후4시(월~금)|||||KB손해보험 동수원지점|9층 수원지역단 동수원지점 (인계동,KB손해보험수원빌딩) (인계동 946-3 9층 수원지역단 동수원지점 (인계동,KB손해보험수원빌딩))|||40706
KB손해보험|동안지점|126.924309|37.394632|KB손해보험|031-441-2116|경기 안양시 만안구 안양로 247|||오전10시~오후4시(월~금)|||||KB손해보험 동안지점|9층 KB손해보험 안양안산지역단 동안지점 (안양동,안양타워) (안양동 627-1 안양타워 9층)|||40706
KB손해보험|동탄TC지점|127.073973|37.204948|KB손해보험|031-547-3491|경기 화성시 동탄지성로 2|||오전10시~오후4시(월~금)|||||KB손해보험 동탄TC지점|2층 (반송동,동탄플래티넘) (반송동 90-9 (동탄플래티넘) 2층)|||40706
KB손해보험|드림TC지점|126.836016|37.318809|KB손해보험|031-412-1647|경기 안산시 단원구 고잔로 88||||||||KB손해보험 드림TC지점|705호 (고잔동,지스타프라자) (고잔동 534-2 705호 (고잔동,지스타프라자))|||40706
KB손해보험|부천지점|126.776592|37.499689|KB손해보험|032-210-0199|경기 부천시 신흥로 179|||오전10시~오후4시(월~금)|||||KB손해보험 부천지점|15층 KB손해보험 부천지역단 부천지점 (중동,한화생명빌딩) (중동 1132-3 15층 KB손해보험 부천지역단 부천지점 (중동,한화생명빌딩))|||40706
KB손해보험|분당지점|127.129205|37.410491|KB손해보험|031-8018-8612|경기 성남시 분당구 성남대로 906|||오전10시~오후4시(월~금)|||||KB손해보험 분당지점|3층 KB손해보험 분당지점 (야탑동,KB건물) (분당구 야탑동 367-3번지 3층 KB손해보험 분당지점)|||40706
KB손해보험|비전TC지점|126.832040|37.318731|KB손해보험|031-412-1645|경기 안산시 단원구 고잔로 58|||오전10시~오후4시(월~금)|||||KB손해보험 비전TC지점|-6 4층 비전TC지점 (고잔동,오션빌딩) (고잔동 529-2 4층 비전TC지점 (고잔동,오션빌딩))|||40706
KB손해보험|산본지점|126.924295|37.394630|KB손해보험|031-380-9240|경기 안양시 만안구 안양로 247|||오전10시~오후4시(월~금)|||||KB손해보험 산본지점|9층 KB손해보험 안양안산지역단 산본지점 (안양동,안양타워) (안양동 627-1 안양타워 9층 KB손해보험 안양안산지역단 산본지점)|||40706
KB손해보험|상동지점|126.776906|37.498479|KB손해보험|032-210-0202|경기 부천시 원미구 신흥로 179|||오전10시~오후4시(월~금)|||||KB손해보험 상동지점|13층 KB손해보험 부천지역단 상동지점 (중동,한화생명빌딩) (원미구 중동 1132-3번지 대한생명 중동사옥 13층 KB손해보험 상동지점)|||40706
KB손해보험|서수원지점|127.029196|37.271966|KB손해보험|031-547-3600|경기 수원시 팔달구 경수대로 518|||오전10시~오후4시(월~금)|||||KB손해보험 서수원지점|7층 수원지역단 서수원지점 (인계동,KB손해보험수원빌딩) (인계동 946-3 7층 수원지역단 서수원지점 (인계동,KB손해보험수원빌딩))|||40706
KB손해보험|성남지점|127.142274|37.438960|KB손해보험|031-720-8100|경기 성남시 수정구 산성대로 223|||오전10시~오후4시(월~금)|||||KB손해보험 성남지점|5층 KB손해보험 성남지점 (신흥동,일문파이낸스빌딩) (신흥동 6910 5층 KB손해보험 성남지점 (신흥동,일문파이낸스빌딩))|||40706
KB손해보험|송우지점|127.141612|37.829365|KB손해보험|031-542-3388|경기 포천시 소흘읍 송우로 65|||▷ 평일 10:00~16:00　　　(점심시간 12:00~13:00)|||||KB손해보험 송우지점|메듀파크 7층,KB손해보험 의정부지역단 송우지점 (송우리) (소흘읍 송우리 729-7번지 메듀파크 7층 송우지점)|||40706
KB손해보험|송탄지점|127.062713|37.066500|KB손해보험|031-663-2114|경기 평택시 관광특구로 36|||▷ 평일 10:00~16:00　　　(점심시간 12:00~13:00)|||||KB손해보험 송탄지점|5층 KB손해보험 평택지역단 송탄지점 (서정동,탐앤탐스빌딩) (서정동 847-4 5층 KB손해보험)|||40706
KB손해보험|수도GA5-1지점|127.029196|37.271966|KB손해보험|031-547-3893|경기 수원시 팔달구 경수대로 518|||오전10시~오후4시(월~금)|||||KB손해보험 수도GA5-1지점|KB손해보험수원빌딩 11층 (인계동 946-3 KB손해보험수원빌딩 11층)|||40706
KB손해보험|수도GA5-2지점|126.960405|37.394773|KB손해보험|031-380-9740|경기 안양시 동안구 시민대로 273|||오전10시~오후4시(월~금)|||||KB손해보험 수도GA5-2지점|309호 (관양동,효성인텔리안) (관양동 1594-1 309호 (관양동,효성인텔리안))|||40706
KB손해보험|수도GA5-3지점|127.104879|37.004041|KB손해보험|031-652-7544|경기 평택시 평남로 1013|||오전10시~오후4시(월~금)|||||KB손해보험 수도GA5-3지점|4층 401호 (동삭동,동소빌딩) (동삭동 705-10 동소빌딩 401호)|||40706
KB손해보험|수도GA5-4지점|126.832001|37.318686|KB손해보험|031-412-2690|경기 안산시 단원구 고잔로 58-6||||||||KB손해보험 수도GA5-4지점|2층 KB손해보험 (고잔동,오션빌딩) (고잔동 529-2 오션빌딩 2층)|||40706
KB손해보험|수도GA5-프런티어1지점|127.029196|37.271966|KB손해보험|031-547-3885|경기 수원시 팔달구 경수대로 518|||오전10시~오후4시(월~금)|||||KB손해보험 수도GA5-프런티어1지점|11층 수도GA5지역단 프론티어1지점 (인계동,KB손해보험수원빌딩) (인계동 946-3 11층 수도GA5지역단 프론티어1지점 (인계동,KB손해보험수원빌딩))|||40706
KB손해보험|수원TC지점|127.029196|37.271966|KB손해보험|031-547-3547|경기 수원시 팔달구 경수대로 518|||오전10시~오후4시(월~금)|||||KB손해보험 수원TC지점|5층 수원TC지점 (인계동,KB손해보험빌딩) (인계동 946-3 5층 수원TC지점 (인계동,KB손해보험빌딩))|||40706
KB손해보험|수원지점|127.029202|37.271928|KB손해보험|031-547-3500|경기 수원시 팔달구 경수대로 518|||오전10시~오후4시(월~금)|||||KB손해보험 수원지점|9층 수원지역단 수원지점 (인계동,KB손해보험 수원빌딩) (팔달구 인계동 946-3 KB손해보험 수원빌딩 10층)|||40706
