##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@경남은행
경남은행|도계동지점|128.637979|35.2563242|경남은행|055-277-9358~9|경상남도 창원시 의창구 태복산로 15번길 42||||||||경남은행 도계동지점||||40205
경남은행|동래지점|129.077636|35.2054267|경남은행|051-557-5971~4|부산광역시 동래구 중앙대로 1325||||||||경남은행 동래지점|201호;이센타워|||40205
경남은행|동진주지점|128.107904|35.1792908|경남은행|055-752-8122~3|경상남도 진주시 동진로 154||||||||경남은행 동진주지점||||40205
경남은행|동탄역지점|127.098425|37.1980906|경남은행|031-778-0020~2|경기도 화성시 동탄대로 495||||||||경남은행 동탄역지점|2층 205호~206호;동탄역리치안|||40205
경남은행|마곡지점|126.832777|37.5594952|경남은행|02-2623-5070~3|서울특별시 강서구 공항대로 227||||||||경남은행 마곡지점|2층 204호~207호;마곡센트럴타워1|||40205
경남은행|마린푸르지오지점|128.705394|35.1306693|경남은행|055-801-1556~7|경상남도 창원시 진해구 충장로 657번길 16-1||||||||경남은행 마린푸르지오지점|문화빌딩|||40205
경남은행|마산대학지점|128.506033|35.2604639|경남은행|055-232-8631|경상남도 창원구 마산회원구 내서읍 함마대로 2640||||||||경남은행 마산대학지점||||40205
경남은행|마산법원지점|128.566269|35.1979103|경남은행|055-247-8790~1|경상남도 창원시 마산합포구 완월동 7길 16||||||||경남은행 마산법원지점|마산지원 1층 민원실|||40205
경남은행|마산자유무역지점|128.588681|35.2119946|경남은행|055-255-2651~6|경상남도 창원시 마산회원구 자유무역 1길 24||||||||경남은행 마산자유무역지점||||40205
경남은행|마산합포구청지점|128.567948|35.1970099|경남은행|055-248-4047~8|경상남도 창원시 마산합포구 3.15대로 210||||||||경남은행 마산합포구청지점|합포구청 1층|||40205
경남은행|마산회원구청지점|128.579253|35.2212144|경남은행|055-297-2290|경상남도 창원시 마산회원구 삼호로 63||||||||경남은행 마산회원구청지점|회원구청 민원실 내|||40205
경남은행|메트로시티지점|128.585055|35.2234907|경남은행|055-801-2270~4|경상남도 창원시 마산회원구 삼호로 80||||||||경남은행 메트로시티지점|메트로시티 상가 C동 102호|||40205
경남은행|명곡지점|128.649340|35.2435347|경남은행|055-288-2152~4|경상남도 창원시 의창구 원이대로 265||||||||경남은행 명곡지점||||40205
경남은행|명지지점|128.903900|35.0837042|경남은행|051-271-3894~7|부산광역시 강서구 명지오션시티 4로 59||||||||경남은행 명지지점||||40205
경남은행|명촌지점|129.356522|35.5555512|경남은행|052-287-4961~3|울산광역시 북구 명촌로 54||||||||경남은행 명촌지점||||40205
경남은행|무거동지점|129.258749|35.5520412|경남은행|052-249-8302~4|울산광역시 남구 대학로 147번길 41-42||||||||경남은행 무거동지점||||40205
경남은행|문수로지점|129.297618|35.5341393|경남은행|052-269-2840~3|울산광역시 남구 문수로 403||||||||경남은행 문수로지점|101호;대형빌딩|||40205
경남은행|물금지점|129.006899|35.3119221|경남은행|055-366-2061~4|경상남도 양산시 서들로 148||||||||경남은행 물금지점|115호  116호;채움상가|||40205
경남은행|밀양지점|128.752559|35.4823995|경남은행|055-355-2311~4|경상남도 밀양시 밀양대로 1755-1||||||||경남은행 밀양지점||||40205
경남은행|반송동지점|128.670867|35.2358001|경남은행|055-283-1939~40|경상남도 창원시 성산구 원이대로 473번길 26||||||||경남은행 반송동지점||||40205
경남은행|병영지점|129.344794|35.5684578|경남은행|052-292-5152~3|울산광역시 중구 번영로 574||||||||경남은행 병영지점||||40205
경남은행|본//////점|128.576949|35.2304145|경남은행|055-290-8000|경상남도 창원시 마산회원구 3·15대로 642||||||||경남은행 본//////점||||40205
경남은행|봉곡동지점|128.670842|35.2469485|경남은행|055-237-9822~3|경상남도 창원시 의창구 창이대로 309번길 9||||||||경남은행 봉곡동지점|쌍둥이상가빌딩 101~104호|||40205
경남은행|봉암동지점|128.592671|35.2215117|경남은행|055-297-5722~3|경남 창원시 마산회원구 양덕로 7-1||||||||경남은행 봉암동지점||||40205
경남은행|부산영업부|129.061423|35.1392668|경남은행|051-246-9331~7|부산광역시 동구 조방로 27||||||||경남은행 부산영업부|1층;우신빌딩|||40205
경남은행|북면지점|128.595636|35.3020603|경남은행|055-801-1154~5|경상남도 창원시 의창구 북면 동전로 63||||||||경남은행 북면지점|현대힐프라자 104호, 203호|||40205
경남은행|사상지점|128.980857|35.1621558|경남은행|051-312-7205~8|부산광역시 사상구 광장로 40||||||||경남은행 사상지점||||40205
경남은행|사천지점|128.084853|35.0805213|경남은행|055-853-4452~4|경상남도 사천시 사천읍 역사길 42696||||||||경남은행 사천지점||||40205
경남은행|사파동지점|128.702187|35.219491|경남은행|055-262-5022~3|경상남도 창원시 성산구 창이대로 733||||||||경남은행 사파동지점|동성상가 2층|||40205
경남은행|산막공단지점|129.063444|35.3721071|경남은행|055-367-9267~70|경상남도 양산시 산막공단 북 9길 59||||||||경남은행 산막공단지점|(산막동)|||40205
경남은행|산청지점|127.874921|35.4146914|경남은행|055-973-8714~7|경상남도 산청군 산청읍 산엔청로 12||||||||경남은행 산청지점||||40205
경남은행|산호동지점|128.587009|35.2164056|경남은행|055-241-2391~3|경상남도 창원시 마산합포구 합포로 215||||||||경남은행 산호동지점||||40205
경남은행|삼산동지점|129.341498|35.5396251|경남은행|052-256-4706~8|울산광역시 남구 삼산로 316||||||||경남은행 삼산동지점||||40205
경남은행|삼성창원병원지점|128.592662|35.2429499|경남은행|055-233-5114|경상남도 창원시 마산회원구 팔용로 158||||||||경남은행 삼성창원병원지점|삼성창원병원 신축본관 1층|||40205
경남은행|삼천포지점|128.076578|34.9337037|경남은행|055-833-3541~3|경상남도 사천시 중앙로 85||||||||경남은행 삼천포지점||||40205
경남은행|삼호동지점|129.273173|35.5494488|경남은행|052-247-0833~4|울산광역시 남구 삼호로 79||||||||경남은행 삼호동지점||||40205
경남은행|상남동지점|128.679575|35.2193568|경남은행|055-281-8941~2|경상남도 창원시 성산구 상남로 60||||||||경남은행 상남동지점|오션타워 102호|||40205
경남은행|상안지점|129.344014|35.6291497|경남은행|052-291-0541~2|울산광역시 북구 신답로 36||||||||경남은행 상안지점||||40205
경남은행|서면지점|129.058860|35.1561980|경남은행|051-816-4195~8|부산광역시 부산진구 중앙대로 709||||||||경남은행 서면지점|1층;서면금융프라자빌딩|||40205
경남은행|서부청사지점|128.122923|35.2147695|경남은행|055-801-1711~2|경상남도 진주시 월아산로 2026||||||||경남은행 서부청사지점|경남서부청사 1층|||40205
경남은행|서상지점|128.612618|35.2593145|경남은행|055-252-8445~6|경상남도 창원시 의창구 남산로 21||||||||경남은행 서상지점||||40205
경남은행|서성동지점|128.572917|35.201780|경남은행|055-240-6970~3|경상남도 창원시 마산합포구 동서동로 18||||||||경남은행 서성동지점|1층|||40205
경남은행|서울지점|126.971883|37.5628667|경남은행|02-3455-1900|서울특별시 중구 서소문로 95||||||||경남은행 서울지점|1층;정안빌딩|||40205
경남은행|서진주지점|128.077100|35.1952081|경남은행|055-742-9222~3|경상남도 진주시 진주성로 62||||||||경남은행 서진주지점||||40205
경남은행|서창지점|129.168405|35.4150108|경남은행|055-366-7600~3|경상남도 양산시 삼호 1길 55||||||||경남은행 서창지점||||40205
경남은행|석동지점|128.697620|35.1586820|경남은행|055-544-2693~4|경상남도 창원시 진해구 진해대로 752||||||||경남은행 석동지점|아리온시네마빌딩 1층|||40205
경남은행|성남동지점|129.321556|35.5554971|경남은행|052-246-0850~5|울산광역시 중구 학성로 97||||||||경남은행 성남동지점||||40205
경남은행|성산구청지점|128.703199|35.1982356|경남은행|055-261-0421~2|경상남도 창원시 성산구 창원대로 1086||||||||경남은행 성산구청지점|성산구청 민원실|||40205
경남은행|성안동지점|129.317546|35.5766050|경남은행|052-704-5391~3|울산광역시 중구 성안로 184||||||||경남은행 성안동지점||||40205
경남은행|소계동지점|128.599728|35.2571028|경남은행|055-292-0363~4|경상남도 창원시 의창구 소계로 84번길 3||||||||경남은행 소계동지점||||40205
경남은행|소답동지점|128.623675|35.2634312|경남은행|055-255-6137~8|경상남도 창원시 의창구 의안로 17번길 2||||||||경남은행 소답동지점||||40205
경남은행|수암지점|129.321204|35.5273217|경남은행|052-267-3314~6|울산광역시 남구 수암로 130||||||||경남은행 수암지점|1층;메디어스빌딩|||40205
경남은행|신대방지점|128.707171|35.2085926|경남은행|055-264-7250~3|경상남도 창원시 성산구 가양로 124번길 7||||||||경남은행 신대방지점|선린자모의원 1층|||40205
경남은행|신마산지점|128.561905|35.1881044|경남은행|055-246-9172~4|경상남도 창원시 마산합포구 3·15대로 95||||||||경남은행 신마산지점||||40205
경남은행|신복지점|129.262535|35.5473963|경남은행|052-247-9453~5|울산광역시 남구 대학로 144||||||||경남은행 신복지점||||40205
경남은행|신촌동지점|128.628526|35.1996275|경남은행|055-286-0861~3|경상남도 창원시 성산구 신촌로 112||||||||경남은행 신촌동지점||||40205
경남은행|아주동지점|128.685592|34.8673220|경남은행|055-687-9035-8|경상남도 거제시 아주1로 2길 62||||||||경남은행 아주동지점||||40205
경남은행|야음동지점|129.332445|35.5233749|경남은행|052-274-4216~7|울산광역시 남구 수암로 250||||||||경남은행 야음동지점||||40205
경남은행|양덕동지점|128.584010|35.2305755|경남은행|055-251-7422~5|경상남도 창원시 마산회원구 양덕로 135||||||||경남은행 양덕동지점||||40205
경남은행|양산기업금융지점|129.040698|35.3593437|경남은행|055-367-7645~8|경상남도 양산시 양산대로 998||||||||경남은행 양산기업금융지점||||40205
경남은행|양산시청지점|129.037989|35.3470016|경남은행|055-367-9168~9|경상남도 양산시 북안남2길 ||||||||경남은행 양산시청지점|36 양산시제2청사|||40205
경남은행|양산지점|129.038623|35.3437716|경남은행|055-384-9911~5|경상남도 양산시 삼일로 102||||||||경남은행 양산지점||||40205
경남은행|어방동지점|128.903200|35.2353180|경남은행|055-321-0132~3|경상남도 김해시 분성로 524||||||||경남은행 어방동지점||||40205
경남은행|언양지점|129.124681|35.5660277|경남은행|052-262-0205~6|울산광역시 울주군 언양읍 동문길 58||||||||경남은행 언양지점||||40205
경남은행|여의도지점|126.929462|37.5202576|경남은행|02-785-1271~3|서울특별시 영등포구 여의대방로 65길 20||||||||경남은행 여의도지점|호성빌딩 3층|||40205
경남은행|영업부|128.576968|35.2304151|경남은행|055-290-8800|경상남도 창원시 마산회원구 3·15대로 642||||||||경남은행 영업부||||40205
경남은행|오동동지점|128.576648|35.2070606|경남은행|055-801-2301~2||경상남도 창원시 마산합포구 불종거리 30|||||||경남은행 오동동지점||||40205
경남은행|옥교지점|129.329966|35.5554682|경남은행|052-293-2151~6|울산광역시 중구 구교로 51||||||||경남은행 옥교지점||||40205
경남은행|옥동지점|129.290672|35.5353167|경남은행|052-275-5069|울산광역시 남구 문수로 339||||||||경남은행 옥동지점||||40205
경남은행|옥포지점|128.691914|34.8940777|경남은행|055-687-0151~2|경상남도 거제시 옥포대첩로 39||||||||경남은행 옥포지점||||40205
경남은행|온산지점|129.307468|35.4305406|경남은행|052-238-2126~9|울산광역시 울주군 온산읍 덕남로 72||||||||경남은행 온산지점||||40205
경남은행|외동기업금융지점|129.320128|35.6783452|경남은행|054-777-6106~9|경북 경주시 외동읍 우박길 57||||||||경남은행 외동기업금융지점||||40205
경남은행|용원지점|128.813580|35.1014869|경남은행|055-552-6492~3||경상남도 창원시 진해구 용원동 1217-1|||||||경남은행 용원지점||||40205
경남은행|용지로지점|128.685989|35.2337293|경남은행|055-287-4484~5|경상남도 창원시 의창구 용지로 226||||||||경남은행 용지로지점||||40205
경남은행|우정동지점|129.309076|35.5554296|경남은행|052-246-0751~4|울산광역시 중구 명륜로 33||||||||경남은행 우정동지점||||40205
경남은행|울산과학기술대지점|129.189633|35.5744079|경남은행|052-262-1305~6|울산광역시 울주군 언양읍 유니스트길 50||||||||경남은행 울산과학기술대지점|울산과학기술대 내|||40205
경남은행|울산대지점|129.258596|35.5445861|경남은행|052-277-4291~3|울산광역시 남구 대학로 93||||||||경남은행 울산대지점|울산대학교 학생회관 내|||40205
경남은행|울산도시공사지점|129.308556|35.5305950|경남은행|052-267-3265|울산광역시 남구 두왕로 318||||||||경남은행 울산도시공사지점||||40205
경남은행|울산법원지점|129.287628|35.5366757|경남은행|052-261-2390-3|울산광역시 남구 법대로 55||||||||경남은행 울산법원지점||||40205
경남은행|울산시설공단지점|129.347195|35.5621201|경남은행|052-704-5400~3|울산광역시 중구 염포로 55||||||||경남은행 울산시설공단지점|울산시설공단 내|||40205
경남은행|울산시청지점|129.311365|35.5394971|경남은행|052-265-3871~3|울산광역시 남구 중앙로 201||||||||경남은행 울산시청지점|울산광역시청 내|||40205
경남은행|울산영업부|129.312867|35.5389297|경남은행|052-260-1201~4|울산광역시 남구 중앙로 202||||||||경남은행 울산영업부||||40205
경남은행|울산자유무역지점|129.327010|35.4810910|경남은행|052-269-8613~6|울산광역시 울주군 청량면 처용산업 3길 162||||||||경남은행 울산자유무역지점||||40205
경남은행|울산중앙지점|129.335459|35.5445924|경남은행|052-260-2043~4|울산광역시 남구 돋질로 281||||||||경남은행 울산중앙지점||||40205
경남은행|울산차량등록사업소지점|129.356088|35.5711328|경남은행|052-269-2959|울산광역시 북구 진장유통로 5||||||||경남은행 울산차량등록사업소지점|울산차량등록사업소 내 1층|||40205
경남은행|울산테크노파크지점|129.280183|35.5632987|경남은행|052-277-0791~2|울산광역시 중구 종가로 15||||||||경남은행 울산테크노파크지점||||40205
경남은행|울산항만공사지점|129.382842|35.5047360|경남은행|052-266-8317|울산광역시 남구 장생포고래로 271||||||||경남은행 울산항만공사지점||||40205
경남은행|월영마을지점|128.558671|35.1749427|경남은행|055-247-4642|경상남도 창원시 마산합포구 월영남로 42||||||||경남은행 월영마을지점|월영대동상가 101호|||40205
경남은행|월평지점|129.307126|35.5467780|경남은행|052-265-7416~8|울산광역시 남구 봉월로 161||||||||경남은행 월평지점||||40205
경남은행|위례신도시지점|127.140701|37.4657128|경남은행|031-778-0000~3|경기도 성남시 수정구 위례광장로 19||||||||경남은행 위례신도시지점|2층 205호~206호;아이페리온|||40205
경남은행|육호광장지점|128.575683|35.2173399|경남은행|055-246-8102~3|경상남도 창원시 마산회원구 3·15대로 482||||||||경남은행 육호광장지점|1층;버스공제조합|||40205
경남은행|율하지점|128.815122|35.1731074|경남은행|055-314-0157~9|경상남도 김해시 율하1로 106||||||||경남은행 율하지점|네오프라자 104호|||40205
경남은행|의령지점|128.264117|35.3197581|경남은행|055-573-1235~8|경상남도 의령군 의령읍 의병로 24길 4||||||||경남은행 의령지점||||40205
경남은행|의창구청지점|128.640389|35.2537442|경남은행|055-265-1825~6|경상남도 창원시 의창구 태복산로 15번길 8||||||||경남은행 의창구청지점|의창구청 2층|||40205
경남은행|자산동지점|128.567303|35.2017160|경남은행|055-248-9650~2|경상남도 창원시 마산합포구 3.15대로 261||||||||경남은행 자산동지점|103호|||40205
경남은행|자은동지점|128.708317|35.1534555|경남은행|055-547-9187|경상남도 창원시 진해구 냉천로 106||||||||경남은행 자은동지점|성원상가 2층|||40205
경남은행|장유지점|128.808585|35.2028571|경남은행|055-313-3401~4|경상남도 김해시 능동로 159||||||||경남은행 장유지점|메드피아빌딩 1층|||40205
경남은행|전하동지점|129.429802|35.5078138|경남은행|052-232-2985~7|울산광역시 동구 방어진순환도로 739||||||||경남은행 전하동지점||||40205
경남은행|정관지점|129.179662|35.3203378|경남은행|051-727-8811~3|부산광역시 기장군 정관면 정관로 601||||||||경남은행 정관지점||||40205
경남은행|정촌공단지점|128.103906|35.1281369|경남은행|055-755-7461~4|경상남도 진주시 정촌면 화개천로 126||||||||경남은행 정촌공단지점||||40205
경남은행|주촌공단지점|128.829764|35.2130828|경남은행|055-329-6750~3|경상남도 김해시 주촌면 골든루트로 77||||||||경남은행 주촌공단지점||||40205
경남은행|죽림지점|128.418673|34.8804904|경남은행|055-642-3191~2|경상남도 통영시 광도면 죽림2로 18172||||||||경남은행 죽림지점|102호;미래메디컬빌딩|||40205
경남은행|중리지점|128.523150|35.2617863|경남은행|055-232-3301~4|경상남도 창원시 마산회원구 내서읍 호원로 317||||||||경남은행 중리지점||||40205
경남은행|중소기업지원센터지점|129.360173|35.5713984|경남은행|052-289-9700~2|울산광역시 북구 산업로 915||||||||경남은행 중소기업지원센터지점|1층;울산중소기업종합지원센터|||40205
경남은행|중앙동지점|128.567032|35.1948372|경남은행|055-247-9002~5|경상남도 창원시 마산합포구 3·15대로 188||||||||경남은행 중앙동지점||||40205
경남은행|지내동지점|128.918167|35.2293119|경남은행|055-326-0532~4|경상남도 김해시 김해대로 2669||||||||경남은행 지내동지점||||40205
경남은행|진동지점|128.486388|35.1155527|경남은행|055-271-6413~6|경상남도 창원시 마산합포구 진동면 삼진의거대로 623||||||||경남은행 진동지점||||40205
경남은행|진례기업금융지점|128.769649|35.2278260|경남은행|055-345-6913~6|경상남도 김해시 진례면 서부로 913||||||||경남은행 진례기업금융지점|1층;대경프라자|||40205
경남은행|진영지점|128.736164|35.3065542|경남은행|055-343-5552~4|경상남도 김해시 진영읍 본산로 15-17||||||||경남은행 진영지점|1층;140~144호|||40205
경남은행|진주시청지점|128.108821|35.1802414|경남은행|055-755-7458~9|경상남도 진주시 동진로 155||||||||경남은행 진주시청지점|1층;진주시청|||40205
경남은행|진주영업부|128.148114|35.1765955|경남은행|055-801-7500~5|경상남도 진주시 충의로 26||||||||경남은행 진주영업부||||40205
경남은행|진주중앙지점|128.0848223|35.1927417|경남은행|055-746-9369~70|경상남도 진주시 진주대로 1042||||||||경남은행 진주중앙지점||||40205
경남은행|진해구청지점|128.710127|35.1335158|경남은행|055-541-0646|경상남도 창원시 진해구 진해대로 1101||||||||경남은행 진해구청지점|진해구청 1층|||40205
경남은행|진해기업금융지점|128.709199|35.1296941|경남은행|055-542-6980~3|경상남도 창원시 진해구 진해대로 1114번길 15||||||||경남은행 진해기업금융지점||||40205
경남은행|진해신항지점|128.818896|35.0886532|경남은행|055-801-2320~3|경상남도 창원시 진해구 신항4로 58||||||||경남은행 진해신항지점|1층 101호~104호;오송스퀘어|||40205
경남은행|진해지점|128.665531|35.1518133|경남은행|055-546-5662~5|경상남도 창원시 진해구 충장로 124||||||||경남은행 진해지점||||40205
경남은행|차룡지점|128.614665|35.2470405|경남은행|055-801-1971~7|경상남도 창원시 의창구 평산로 23||||||||경남은행 차룡지점|1층 125호|||40205
경남은행|창녕지점|128.492059|35.5425583|경남은행|055-532-0750~2|경상남도 창녕군 창녕읍 군청길 18||||||||경남은행 창녕지점|102~105호;성동빌딩|||40205
경남은행|창동지점|128.575608|35.2051111|경남은행|055-246-7152~5|경상남도 창원시 마산합포구 남성로 119||||||||경남은행 창동지점||||40205
경남은행|창신대학지점|128.598932|35.2441942|경남은행|055-255-8311|경상남도 창원시 마산회원구 팔용로 262||||||||경남은행 창신대학지점|창신대학 제2캠퍼스 학생회관 1층|||40205
경남은행|창원공단지점|128.648891|35.2146749|경남은행|055-289-1043~6|경상남도 창원시 성산구 공단로 230||||||||경남은행 창원공단지점|제디동 102호|||40205
경남은행|창원대로지점|128.640214|35.2343870|경남은행|055-289-3031~4|경상남도 창원시 의창구 창원대로 390||||||||경남은행 창원대로지점|104호|||40205
경남은행|창원대산지점|128.708460|35.3326753|경남은행|055-252-8823~5|경상남도 창원시 의창구 대산면 진산대로 ||||||||경남은행 창원대산지점|355번길 14-16|||40205
경남은행|창원법원지점|128.701519|35.2240920|경남은행|055-262-5630~2|경상남도 창원시 성산구 창이대로 681||||||||경남은행 창원법원지점|별관1층 내;창원지방법원|||40205
경남은행|창원시청지점|128.682847|35.2282215|경남은행|055-275-7181~2|경상남도 창원시 의창구 중앙대로 151||||||||경남은행 창원시청지점|창원시청 내|||40205
경남은행|창원영업부|128.674596|35.2181004|경남은행|055-281-6112~4|경상남도 창원시 성산구 중앙대로 23||||||||경남은행 창원영업부||||40205
경남은행|창원중앙지점|128.679015|35.2286819|경남은행|055-267-1712~4|경상남도 창원시 의창구 원이대로 581||||||||경남은행 창원중앙지점||||40205
경남은행|창원차량등록사업소지점|128.663806|35.2337959|경남은행|055-282-2796|경상남도 창원시 성산구 원이대로 450||||||||경남은행 창원차량등록사업소지점|창원차량등록사업소|||40205
경남은행|창원컨벤션센터지점|128.657684|35.238489|경남은행|055-212-1190~4|경상남도 창원시 의창구 원이대로 362||||||||경남은행 창원컨벤션센터지점|CECO 내 전시동|||40205
경남은행|초장동지점|128.112614|35.2091491|경남은행|055-752-3626~9|경상남도 진주시 초전북로51번길 8||||||||경남은행 초장동지점||||40205
경남은행|칠서공단지점|128.485782|35.3617722|경남은행|055-586-8225|경상남도 함안군 칠서면 공단안길 12||||||||경남은행 칠서공단지점|칠서일반산업단지관리공단 1층 101호|||40205
경남은행|칠원지점|128.518799|35.3094413|경남은행|055-587-9613-6|경상남도 함안군 칠원면 삼칠로 148||||||||경남은행 칠원지점||||40205
경남은행|태화동지점|129.295389|35.5527237|경남은행|052-245-6984~6|울산광역시 중구 태화로 175||||||||경남은행 태화동지점||||40205
경남은행|토월지점|128.690642|35.2186276|경남은행|055-267-1889~90|경상남도 창원시 성산구 동산로 122||||||||경남은행 토월지점|스카이웰빙파크 111호|||40205
경남은행|통영지점|128.424462|34.8604702|경남은행|055-645-3191~3|경상남도 통영시 무전대로 33||||||||경남은행 통영지점||||40205
경남은행|팔용동지점|128.619621|35.2515608|경남은행|055-252-1511~3|경상남도 창원시 의창구 평산로 96||||||||경남은행 팔용동지점|웰빙프라자 1층 101호|||40205
경남은행|평거동지점|128.064528|35.1786540|경남은행|055-748-4315~6|경상남도 진주시 진양호로 284||||||||경남은행 평거동지점|신안빌딩 1층|||40205
경남은행|평산동지점|129.150391|35.3814689|경남은행|055-367-9808~9|||||||||경남은행 평산동지점||||40205
경남은행|포항지점|129.361901|36.0166182|경남은행|054-273-6114|경북 포항시 남구 포스코대로 358||||||||경남은행 포항지점|일선빌딩 1층|||40205
