##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@현대해상
현대해상화재보험|역삼지점|127.034000558397|37.5003413341666|현대해상|02-2009-8113|서울 강남구 테헤란로 137||||||||현대해상화재보험 역삼지점|8층|||40703
현대해상화재보험|강남지점|127.034000558397|37.5003413341666|현대해상|02-2009-8200|서울 강남구 테헤란로 137||||||||현대해상화재보험 강남지점|8층|||40703
현대해상화재보험|여의도지점|126.896576290965|37.5274922652188|현대해상|02-2671-0473|서울 영등포구 당산로 141|서울 영등포구 당산동3가 393-2|||||||현대해상화재보험 여의도지점|현대해상강서사옥 12층;현대해상빌딩 12층|||40703
현대해상화재보험|강서지점|126.896576290965|37.5274922652188|현대해상|02-2672-4730|서울 영등포구 당산로 141|서울 영등포구 당산동3가 393-2|||||||현대해상화재보험 강서지점|현대해상강서사옥 6층;현대해상빌딩 6층|||40703
현대해상화재보험|강서중앙지점|126.896576290965|37.5274922652188|현대해상|02-2628-4922|서울 영등포구 당산로 141|서울 영등포구 당산동3가 393-2|||||||현대해상화재보험 강서중앙지점|현대해상강서사옥 6층;현대해상빌딩 6층|||40703
현대해상화재보험|서울지점|126.896576290965|37.5274922652188|현대해상|02-2676-5201|서울 영등포구 당산로 141|서울 영등포구 당산동3가 393-2|||||||현대해상화재보험 서울지점|현대해상강서사옥 6층;현대해상빌딩 6층|||40703
현대해상화재보험|김포지점|126.7186882281|37.6202457875|현대해상|031-982-6223|경기 김포시 김포대로 855|경기 김포시 사우동 936|||||||현대해상화재보험 김포지점|7층;네오프라자빌딩 7층|||40703
현대해상화재보험|서울중앙지점|126.896576290965|37.5274922652188|현대해상|02-2628-4200|서울 영등포구 당산로 141|서울 영등포구 당산동3가 393-2|||||||현대해상화재보험 서울중앙지점|현대해상강서사옥 6층;현대해상빌딩 6층|||40703
현대해상화재보험|성남지점|127.1167669|37.3791713|현대해상|031-756-5600|경기 성남시 분당구 황새울로258번길 29||||||||현대해상화재보험 성남지점|BS타워 2층|||40703
현대해상화재보험|분당지점|127.1167669|37.3791713|현대해상|031-703-6291|경기 성남시 분당구 황새울로258번길 29||||||||현대해상화재보험 분당지점|BS타워 2층|||40703
현대해상화재보험|경기광주지점|127.26017428623065|37.41140975371015|현대해상|031-763-0401|경기 광주시 광주대로 53||||||||현대해상화재보험 경기광주지점|광주프라자 3층|||40703
현대해상화재보험|여주지점|127.636696466275|37.2949331373553|현대해상|031-881-2211||경기 여주군 여주읍 홍문리 72|||||||현대해상화재보험 여주지점|동부빌딩 4층;동부빌딩 4층|||40703
현대해상화재보험|이천지점|127.445230584853|37.2806971185124|현대해상|031-633-5032|경기 이천시 영창로 202|경기 이천시 창전동 163|||||||현대해상화재보험 이천지점|양정빌딩 5층;양정빌딩 5층|||40703
현대해상화재보험|이천중앙지점|127.445230584853|37.2806971185124|현대해상|031-633-9393|경기 이천시 영창로 202|경기 이천시 창전동 163|||||||현대해상화재보험 이천중앙지점|양정빌딩 5층;양정빌딩 5층|||40703
현대해상화재보험|동울산지점|129.327709235748|35.5367626496637|현대해상|052-229-1360|울산 남구 번영로 131|울산 남구 달동 120-1|||||||현대해상화재보험 동울산지점|19층;현대해상빌딩 19층|||40703
현대해상화재보험|중부지점|129.327709235748|35.5367626496637|현대해상|052-229-1030|울산 남구 번영로 131||||||||현대해상화재보험 중부지점|15층|||40703
현대해상화재보험|신울산지점|129.327709235748|35.5367626496637|현대해상|052-229-1660|울산 남구 번영로 131|울산 남구 달동 120-1|||||||현대해상화재보험 신울산지점|7층;현대해상빌딩 7층|||40703
현대해상화재보험|삼산지점|129.327709235748|35.5367626496637|현대해상|052-229-1080|울산 남구 번영로 131||||||||현대해상화재보험 삼산지점|18층|||40703
현대해상화재보험|마산지점|128.5760017193594|35.229252565023195|현대해상|055-299-6450|경남 창원시 마산회원구 3.15대로 628||||||||현대해상화재보험 마산지점|무학건설빌딩 11층|||40703
현대해상화재보험|마산중앙지점|128.5760017193594|35.229252565023195|현대해상|055-298-9809|경남 창원시 마산회원구 3.15대로 628||||||||현대해상화재보험 마산중앙지점|무학건설빌딩 11층|||40703
현대해상화재보험|경남지점|128.67990143986032|35.22199337625424|현대해상|055-281-8950|경남 창원시 성산구 중앙대로84번길 3||||||||현대해상화재보험 경남지점|범한빌딩 11층|||40703
현대해상화재보험|창원지점|128.67990143986032|35.22199337625424|현대해상|055-287-3602|경남 창원시 성산구 중앙대로84번길 3||||||||현대해상화재보험 창원지점|범한빌딩 11층|||40703
현대해상화재보험|울산지점|129.327709235748|35.5367626496637|현대해상|052-229-1760|울산 남구 번영로 131||||||||현대해상화재보험 울산지점|15층|||40703
현대해상화재보험|번영로지점|129.327709235748|35.5367626496637|현대해상|052-229-1860|울산 남구 번영로 131||||||||현대해상화재보험 번영로지점|4층|||40703
현대해상화재보험|울산현대지점|129.327709235748|35.5367626496637|현대해상|052-229-1820|울산 남구 번영로 131||||||||현대해상화재보험 울산현대지점|19층|||40703
현대해상화재보험|신정지점|129.327709235748|35.5367626496637|현대해상|052-229-1525|울산 남구 번영로 131||||||||현대해상화재보험 신정지점|18층|||40703
현대해상화재보험|옥포지점|128.691010296625|34.8925638498937|현대해상|055-687-8828|경남 거제시 옥포로 199||||||||현대해상화재보험 옥포지점|SMS빌딩 3층 301호|||40703
현대해상화재보험|거제지점|128.620383659773|34.8904594079377|현대해상|055-635-3868|경남 거제시 거제중앙로31길 16||||||||현대해상화재보험 거제지점|2층|||40703
현대해상화재보험|통영지점|128.428270352498|34.8585075026582|현대해상|055-648-2990|경남 통영시 중앙로 315||||||||현대해상화재보험 통영지점|정덕빌딩 4층|||40703
현대해상화재보험|진주지점|128.091058930168|35.1798095022774|현대해상|055-763-3525|경남 진주시 진주대로 888|경남 진주시 칠암동 414-10|||||||현대해상화재보험 진주지점|아이비타워 4층;아이비타워 4층|||40703
현대해상화재보험|방어진지점|129.427717750078|35.4983637365527|현대해상|052-252-7814|울산 동구 방어진순환도로 633|울산 동구 일산동 577-1|||||||현대해상화재보험 방어진지점|5층;세인트에스타워 6층|||40703
현대해상화재보험|화봉지점|129.367332351739|35.5885922479539|현대해상|052-288-6308|울산 북구 화봉로 75||||||||현대해상화재보험 화봉지점|5층|||40703
현대해상화재보험|청운지점|129.427717750078|35.4983637365527|현대해상|052-251-3001|울산 동구 방어진순환도로 633||||||||현대해상화재보험 청운지점|5층|||40703
현대해상화재보험|미포지점|129.427717750078|35.4983637365527|현대해상|052-233-0856|울산 동구 방어진순환도로 633||||||||현대해상화재보험 미포지점|10층|||40703
현대해상화재보험|울산남목지점|129.427717750078|35.4983637365527|현대해상|052-252-8385|울산 동구 방어진순환도로 633||||||||현대해상화재보험 울산남목지점|4층|||40703
현대해상화재보험|용인지점|127.1500062128|37.2731126431|현대해상|031-285-8562|경기 용인시 기흥구 동백3로11번길 53|경기 용인시 기흥구 중동 844-1|||||||현대해상화재보험 용인지점|3층;3층|||40703
현대해상화재보험|기흥지점|127.1500062128|37.2731126431|현대해상|031-281-1031|경기 용인시 기흥구 동백3로11번길 53||||||||현대해상화재보험 기흥지점|5층|||40703
현대해상화재보험|용인중앙지점|127.1500062128|37.2731126431|현대해상|031-285-8514|경기 용인시 기흥구 동백3로11번길 53||||||||현대해상화재보험 용인중앙지점|6층|||40703
현대해상화재보험|수원지점|127.030861544449|37.2615477832094|현대해상|031-254-5131|경기 수원시 권선구 효원로 268|경기 수원시 권선구 권선동 1014|||||||현대해상화재보험 수원지점|현대해상빌딩 5층;현대해상빌딩 5층|||40703
현대해상화재보험|안성지점|127.269317039728|37.0061071230449|현대해상|031-677-3311|경기 안성시 안성맞춤대로 1040||||||||현대해상화재보험 안성지점|3층|||40703
현대해상화재보험|송탄지점|127.065118609885|37.0597638165738|현대해상|031-666-2616|경기 평택시 경기대로 1286||||||||현대해상화재보험 송탄지점|4층|||40703
현대해상화재보험|서평택지점|127.1144184886|37.0013707646|현대해상|031-651-3481|경기 평택시 비전5로 31||||||||현대해상화재보험 서평택지점|6층 (희성프라자)|||40703
현대해상화재보험|평택지점|127.1144184886|37.0013707646|현대해상|031-657-1491|경기 평택시 비전5로 31||||||||현대해상화재보험 평택지점|5층|||40703
현대해상화재보험|인천지점|126.70397693863309|37.450703324203125|현대해상|032-222-1613|인천 남동구 미래로 7||||||||현대해상화재보험 인천지점|현대해상화재보험빌딩 13층|||40703
현대해상화재보험|새인천지점|126.70397693863309|37.450703324203125|현대해상|032-222-1642|인천 남동구 미래로 7|인천 남동구 구월동 1128-10|||||||현대해상화재보험 새인천지점|현대해상화재보험빌딩 4층;현대해상빌딩 4층|||40703
현대해상화재보험|송도지점|126.70397693863309|37.450703324203125|현대해상|032-222-1340|인천 남동구 미래로 7||||||||현대해상화재보험 송도지점|현대해상화재보험빌딩 13층|||40703
현대해상화재보험|구월지점|126.70397693863309|37.450703324203125|현대해상|032-222-1610|인천 남동구 미래로 7||||||||현대해상화재보험 구월지점|현대해상화재보험빌딩 11층|||40703
현대해상화재보험|인천중앙지점|126.70397693863309|37.450703324203125|현대해상|032-222-1481|인천 남동구 미래로 7||||||||현대해상화재보험 인천중앙지점|현대해상화재보험빌딩 12층|||40703
현대해상화재보험|남동지점|126.70397693863309|37.450703324203125|현대해상|032-222-1561|인천 남동구 미래로 7||||||||현대해상화재보험 남동지점|현대해상화재보험빌딩 13층|||40703
현대해상화재보험|백운지점|126.722986973509|37.4967515806655|현대해상|032-528-6927|인천 부평구 부평대로 60||||||||현대해상화재보험 백운지점|15층|||40703
현대해상화재보험|부평지점|126.722986973509|37.4967515806655|현대해상|032-514-5653|인천 부평구 부평대로 60||||||||현대해상화재보험 부평지점|15층|||40703
현대해상화재보험|경인지점|126.722986973509|37.4967515806655|현대해상|032-528-6926|인천 부평구 부평대로 60||||||||현대해상화재보험 경인지점|15층|||40703
현대해상화재보험|청라지점|126.722986973509|37.4967515806655|현대해상|032-564-1780|인천 부평구 부평대로 60|인천 부평구 부평동 203-14|||||||현대해상화재보험 청라지점|14층;현대해상빌딩 14층|||40703
현대해상화재보험|평촌지점|126.949965|37.389829|현대해상|031-424-6187|경기 안양시 동안구 시민대로 180||||||||현대해상화재보험 평촌지점|G스퀘어 12층|||40703
현대해상화재보험|범계지점|126.949775|37.390045|현대해상|031-445-0471|경기 안양시 동안구 시민대로 180||||||||현대해상화재보험 범계지점|G스퀘어 15층|||40703
현대해상화재보험|안양중부지점|126.949775|37.390045|현대해상|031-446-8555|경기 안양시 동안구 시민대로 180||||||||현대해상화재보험 안양중부지점|G스퀘어 12층|||40703
현대해상화재보험|안양지점|126.949775|37.390045|현대해상|031-468-5666|경기 안양시 동안구 시민대로 180||||||||현대해상화재보험 안양지점|안양G스퀘어 12층 현대해상 안양지점|||40703
현대해상화재보험|시흥지점|126.791902011045|37.4416331893565|현대해상|031-314-2727|경기 시흥시 비둘기공원7길 51||||||||현대해상화재보험 시흥지점|대명프라자빌딩 2층|||40703
현대해상화재보험|소사지점|126.777041809725|37.4980005437146|현대해상|032-664-6100|경기 부천시 원미구 신흥로 161||||||||현대해상화재보험 소사지점|신영증권빌딩 5층|||40703
현대해상화재보험|부천지점|126.777041809725|37.4980005437146|현대해상|032-663-2062|경기 부천시 원미구 신흥로 161||||||||현대해상화재보험 부천지점|신영증권빌딩 3층|||40703
현대해상화재보험|안산지점|126.834874276248|37.3188412702907|현대해상|031-414-4100|경기 안산시 단원구 고잔로 76||||||||현대해상화재보험 안산지점|7층|||40703
현대해상화재보험|고잔지점|126.834874276248|37.3188412702907|현대해상|031-484-4688|경기 안산시 단원구 고잔로 76||||||||현대해상화재보험 고잔지점|7층|||40703
현대해상화재보험|상록지점|126.834874276248|37.3188412702907|현대해상|031-485-1214|경기 안산시 단원구 고잔로 76||||||||현대해상화재보험 상록지점|7층|||40703
현대해상화재보험|단원지점|126.834874276248|37.3188412702907|현대해상|031-484-5757|경기 안산시 단원구 고잔로 76|경기 안산시 단원구 고잔동 533-3|||||||현대해상화재보험 단원지점|6층;영풍빌딩 6층|||40703
현대해상화재보험|안산제일지점|126.834874276248|37.3188412702907|현대해상|031-410-0406|경기 안산시 단원구 고잔로 76||||||||현대해상화재보험 안산제일지점|15층|||40703
현대해상화재보험|원주지점|127.931233110234|37.3341486507191|현대해상|033-761-3120|강원 원주시 능라동길 61||||||||현대해상화재보험 원주지점|7층|||40703
현대해상화재보험|북원지점|127.931233110234|37.3341486507191|현대해상|033-731-1096|강원 원주시 능라동길 61|강원 원주시 무실동 1857-6|||||||현대해상화재보험 북원지점|7층;정한빌딩 7층|||40703
현대해상화재보험|춘천지점|127.720861608772|37.86751738589749|현대해상|033-243-7200|강원 춘천시 방송길 104||||||||현대해상화재보험 춘천지점|스카이원빌딩 7층|||40703
