##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@삼성증권
삼성증권|영통WM지점|127.07402230000002|37.2522986|삼성증권|1588-3305|경기 수원시 영통구 반달로7번길 6|경기 수원시 영통구 영통1동 998-5||09:00~16:00|||||영통WM지점|2층 (영통동,센터프라자);센터프라자 2층|||40505
삼성증권|올림픽WM지점|127.1322328|37.5157197|삼성증권|1588-3305|서울 송파구 양재대로 1222|||09:00~16:00|||||올림픽WM지점|상가 1층 (방이동,올림픽프라자);상가 1층 (방이동,올림픽프라자)|||40505
삼성증권|우리은행/영업부WM브랜치|126.98173250000002|37.5594007|삼성증권|1588-3305|서울 중구 소공로 51|서울 중구 회현동1가 203||09:00~16:00|||||우리은행 영업부WM브랜치(*현금입출금 및 입출고 업무 불가)|우리은행 본점 영업부 1층;우리은행 본점 영업부 1층|||40505
삼성증권|울산WM지점|129.337655|35.539707|삼성증권|1588-3305|울산 남구 삼산로 281|||09:00~16:00|||||울산WM지점|2층 (삼산동,정엔정크리빌빌딩);2층 (삼산동,정엔정크리빌빌딩)|||40505
삼성증권|원주WM브랜치|127.931370|37.334025|삼성증권|1588-3305|강원 원주시 능라동길 61|강원 원주시 무실동 1857-6||09:00~16:00|||||원주WM브랜치|4층 (무실동,정한타워);정한타워 4층|||40505
삼성증권|이촌WM지점|126.97009300000002|37.5203848|삼성증권|1588-3305|서울 용산구 이촌로64길 14|||09:00~16:00|||||이촌WM지점|3층 (이촌동,제일빌딩);3층 (이촌동,제일빌딩)|||40505
삼성증권|익산WM브랜치|126.95200569999997|35.9401492|삼성증권|1588-3305|전라북도 익산시 익산대로16길 39|||09:00~16:00|||||익산WM브랜치|1층 (창인동1가,SK빌딩);1층 (창인동1가,SK빌딩)|||40505
삼성증권|인천WM지점|126.70236290000002|37.4434832|삼성증권|1588-3305|인천 남동구 인하로 501|||09:00~16:00|||||인천WM지점|3층 (구월동,AMC인천빌딩);3층 (구월동,AMC인천빌딩)|||40505
삼성증권|일산WM지점|126.76265760000001|37.6698993|삼성증권|1588-3305|경기 고양시 일산서구 중앙로 1420|||09:00~16:00|||||일산WM지점|2층 (주엽동,진영빌딩);2층 (주엽동,진영빌딩)|||40505
삼성증권|잠실WM지점|127.09963649999997|37.5150441|삼성증권|1588-3305|서울 송파구 송파대로 558|||09:00~16:00|||||잠실WM지점|2층 (신천동,월드타워건물);2층 (신천동,월드타워건물)|||40505
삼성증권|전주WM지점|127.10648549999996|35.8159904|삼성증권|1588-3305|전라북도 전주시 완산구 홍산로 250|전라북도 전주시 완산구 효자동3가 1531-4||09:00~16:00|||||전주WM지점|2층 (효자동3가,우리들빌딩);우리들빌딩 2층|||40505
삼성증권|정자동WM지점|127.107656|37.367339|삼성증권|1588-3305|경기 성남시 분당구 성남대로 349|경기 성남시 분당구 정자동 17-5||09:00~16:00|||||정자동WM지점|시그마타워 2층|||40505
삼성증권|제주WM지점|126.4783486|33.485812|삼성증권|1588-3305|제주 제주시 노형로 407|||09:00~16:00|||||제주WM지점|1층 (노형동,노형타워);1층 (노형동,노형타워)|||40505
삼성증권|진주WM브랜치|128.082977|35.192434|삼성증권|1588-3305|경상남도 진주시 진양호로 526|||09:00~16:00|||||진주WM브랜치|3층 (본성동,명원빌딩);3층 (본성동,명원빌딩)|||40505
삼성증권|창원WM지점|128.67933530000005|35.2216991|삼성증권|1588-3305|경상남도 창원시 성산구 중앙대로 82|||09:00~16:00|||||창원WM지점|1층 (상남동,삼성빌딩);1층 (상남동,삼성빌딩)|||40505
삼성증권|천안아산WM지점|127.10589589999995|36.7971047|삼성증권|1588-3305|충청남도 천안 아산시 배방읍 고속철대로 147|충청남도 천안 아산시 배방읍 장재리 1755||09:00~16:00|||||천안아산WM지점|2층 (장재리,우성메디피아);우성메디피아 2층|||40505
삼성증권|청주WM지점|127.427335|36.642015|삼성증권|1588-3305|충청북도 청주시 흥덕구 대농로 47|||09:00~16:00|||||청주WM지점|2층 (복대동,흥복드림몰);2층 (복대동,흥복드림몰)|||40505
삼성증권|춘천WM브랜치|127.72752700000001|37.8809287|삼성증권|1588-3305|강원 춘천시 금강로 45|||09:00~16:00|||||춘천WM브랜치|4층 (요선동,기업은행빌딩);4층 (요선동,기업은행빌딩)|||40505
삼성증권|판교WM지점|127.1135970000002|37.395223|삼성증권|1588-3305|경기도 성남시 분당구 대왕판교로 606번길 58|경기도 성남시 분당구 삼평동 741||09:00~16:00|||||판교WM지점|푸르지오월드마크상가 2층;푸르지오월드마크상가 2층|||40505
삼성증권|평촌WM지점|126.95223650000002|37.3895159|삼성증권|1588-3305|경기 안양시 동안구 동안로 120|||09:00~16:00|||||평촌WM지점|2층 (호계동,올림픽스포츠센터빌딩);2층 (호계동,올림픽스포츠센터빌딩)|||40505
삼성증권|평택WM브랜치|127.0885538|36.9919212|삼성증권|1588-3305|경기 평택시 중앙2로 13|||09:00~16:00|||||평택WM브랜치|2층 (평택동,센텀스카이);2층 (평택동,센텀스카이)|||40505
삼성증권|포항WM지점|129.36114799999996|36.0168607|삼성증권|1588-3305|경상북도 포항시 남구 포스코대로 346|||09:00~16:00|||||포항WM지점|3층 (대도동,KT빌딩);3층 (대도동,KT빌딩)|||40505
삼성증권|합정WM지점|126.911589|37.550981|삼성증권|1588-3305|서울시 마포구 월드컵로 3길 14|||09:00~16:00|||||합정WM지점|(합정동,마포한강 2차 푸르지오) B동 딜라이트스퀘어;(합정동,마포한강 2차 푸르지오) B동 딜라이트스퀘어|||40505
삼성증권|해운대센텀WM지점|129.1314797|35.1714642|삼성증권|1588-3305|부산 해운대구 센텀동로 25|||09:00~16:00|||||해운대센텀WM지점|2층 208,209호 (우동,대우월드마크센텀빌딩);2층 208,209호 (우동,대우월드마크센텀빌딩)|||40505
