INPUT|ID|BRANCH|OLDADDR|NEWADDR|TELL|CAT|XCORD|YCORD|URL|CAR_ENT|WALK_ENT|MENU|TIME
동부화재|31617399|DB손해보험새설봉대리점|경기도 이천시 중리동 189-10|경기도 이천시 서희로 32-1||['보험', '손해,화재보험']|127.4424010|37.2784710||[{'rep': True, 'x': 127.442334, 'y': 37.278448}]|[{'rep': True, 'x': 127.442334, 'y': 37.278448}]|None|None
동부화재|12891957|DB손해보험 강동사업단|서울특별시 강동구 길동 458-5 동우빌딩 10층|서울특별시 강동구 양재대로 1443 동우빌딩 10층|02-1588-0100|['보험', '손해,화재보험']|127.1385010|37.5347994||[{'rep': True, 'x': 127.138666, 'y': 37.535112}]|[{'rep': True, 'x': 127.138666, 'y': 37.535112}]|None|평일 09:00~16:30
동부화재|758938210|DB손해보험 강남고객플라자|서울특별시 강남구 대치동 891-12 DB금융센터 3층|서울특별시 강남구 테헤란로 432 DB금융센터 3층|02-3011-5240|['보험', '손해,화재보험']|127.0548349|37.5058563|https://www.idbins.com|[{'rep': True, 'x': 127.055253, 'y': 37.50582}]|[{'rep': True, 'x': 127.054538, 'y': 37.505945}, {'rep': False, 'x': 127.055153, 'y': 37.506021}]|None|None
동부화재|18333827|DB손해보험양문점|경기도 포천시 영중면 양문리 848-9|경기도 포천시 영중면 양문로10길 17||['보험', '손해,화재보험']|127.2417540|38.0032620||[{'rep': True, 'x': 127.241856, 'y': 38.003179}]|[{'rep': True, 'x': 127.241832, 'y': 38.003248}]|None|None
동부화재|17962593|DB손해보험 기쁨보험대리점|경기도 평택시 안중읍 안중리 262-22|경기도 평택시 안중읍 안중로114번길 28|031-681-7784|['보험', '손해,화재보험']|126.9278430|36.9864370||[{'rep': True, 'x': 126.92806, 'y': 36.986559}]|[{'rep': True, 'x': 126.927949, 'y': 36.98641}]|None|None
동부화재|425707728|DB손해보험 안중영업소|경기도 평택시 안중읍 현화리 854-3|경기도 평택시 안중읍 안현로서6길 3|031-8092-6533|['보험', '손해,화재보험']|126.9285340|36.9830033||[{'rep': True, 'x': 126.9283549, 'y': 36.9830411}]|[{'rep': True, 'x': 126.9285544, 'y': 36.9831835}, {'rep': False, 'x': 126.9286761, 'y': 36.9829049}]|None|None
동부화재|17970930|DB손해보험 기산대리점|경기도 평택시 안중읍 현화리 883|||['보험', '손해,화재보험']|126.9208009|36.9785922||[{'rep': True, 'x': 126.9204507, 'y': 36.9788169}]|[{'rep': True, 'x': 126.920692, 'y': 36.9785325}, {'rep': False, 'x': 126.9207168, 'y': 36.9788239}]|None|None
동부화재|37498154|DB손해보험장호원영업소|경기도 이천시 장호원읍 장호원리 162-5|경기도 이천시 장호원읍 샘재로145번길 55||['보험', '손해,화재보험']|127.6285321|37.1199351||[{'rep': True, 'x': 127.628917, 'y': 37.120219}]|[{'rep': True, 'x': 127.628917, 'y': 37.120219}]|None|None
동부화재|18337802|DB손해보험 시경대리점|경기도 포천시 영북면 운천리 340-7|경기도 포천시 영북면 영북로 162||['보험', '손해,화재보험']|127.2752780|38.0886371||[{'rep': True, 'x': 127.275114, 'y': 38.088457}]|[{'rep': True, 'x': 127.275114, 'y': 38.088457}]|None|None
동부화재|10990838|DB손해보험 춘천사업단|강원도 춘천시 온의동 513 교원공제빌딩 6층|강원도 춘천시 경춘로 2370 대한교원공제회 강원회관|033-259-5900|['보험', '손해,화재보험']|127.7209857|37.8648393|http://www.idbins.com/|[{'rep': True, 'x': 127.7211499, 'y': 37.8644955}]|[{'rep': True, 'x': 127.7208009, 'y': 37.8648553}, {'rep': False, 'x': 127.7211412, 'y': 37.8649362}]|None|평일 09:00~16:30 점심시간(12:00~13:00) | 주말 휴무 공휴일 포함
동부화재|17768527|DB손해보험봉하인대리점|충청북도 음성군 대소면 오산리 186-1|충청북도 음성군 대소면 오산로 38||['보험', '손해,화재보험']|127.4850990|36.9666530||[{'rep': True, 'x': 127.485055, 'y': 36.966678}]|[{'rep': True, 'x': 127.485055, 'y': 36.966678}]|None|None
동부화재|17841898|DB손해보험성모대리점|충청북도 음성군 금왕읍 무극리 594-18|충청북도 음성군 금왕읍 무극로 295||['보험', '손해,화재보험']|127.5942872|36.9933765||[{'rep': True, 'x': 127.594197, 'y': 36.993326}]|[{'rep': True, 'x': 127.594197, 'y': 36.993326}]|None|None
동부화재|15467099|DB손해보험 대흥대리점|강원도 홍천군 홍천읍 진리 16-13|강원도 홍천군 홍천읍 홍천로 444|033-433-3541|['보험', '손해,화재보험']|127.8930790|37.6930250||[{'rep': True, 'x': 127.892937, 'y': 37.693133}]|None|None|None
동부화재|48949456|DB손해보험진천승리대리점|충청북도 진천군 진천읍 신정리 658|충청북도 진천군 진천읍 문화로 40||['보험', '손해,화재보험']|127.4442020|36.8501506||[{'rep': True, 'x': 127.444177, 'y': 36.85025}]|[{'rep': True, 'x': 127.444085, 'y': 36.850088}]|None|None
동부화재|491290070|DB손해보험 당진지점|충청남도 당진시 읍내동 1055 트윈빌딩 4층|충청남도 당진시 시청1로 84 트윈빌딩 4층|041-359-0862|['보험', '손해,화재보험']|126.6383807|36.8912318||[{'rep': True, 'x': 126.63838, 'y': 36.891302}]|[{'rep': True, 'x': 126.638469, 'y': 36.891124}]|None|None
동부화재|32220728|DB손해보험음성지점|충청북도 음성군 음성읍 읍내리 244-21|충청북도 음성군 음성읍 중앙로 176|043-873-2879|['보험', '손해,화재보험']|127.6913246|36.9394549||[{'rep': True, 'x': 127.69129, 'y': 36.939486}]|[{'rep': True, 'x': 127.691192, 'y': 36.939404}]|None|None
동부화재|38619317|DB손해보험성원대리점|충청북도 충주시 교현동 1189|충청북도 충주시 금릉로 92|043-845-8451|['보험', '손해,화재보험']|127.9261101|36.9845245||[{'rep': True, 'x': 127.926043, 'y': 36.984562}]|[{'rep': True, 'x': 127.926043, 'y': 36.984562}]|None|None
동부화재|21075300|DB손해보험서산대리점|충청남도 서산시 음암면 도당리 1550-4|충청남도 서산시 음암면 도당가금말길 47||['보험', '손해,화재보험']|126.5070097|36.7893598||[{'rep': True, 'x': 126.50708, 'y': 36.789192}]|[{'rep': True, 'x': 126.50708, 'y': 36.789192}]|None|None
동부화재|17629271|DB손해보험홍성지점|충청남도 홍성군 홍북읍 신경리 558|충청남도 홍성군 홍북읍 청사로 158 2층||['보험', '손해,화재보험']|126.6792130|36.6583359||[{'rep': True, 'x': 126.679553, 'y': 36.658275}]|[{'rep': True, 'x': 126.67884, 'y': 36.658232}, {'rep': False, 'x': 126.679181, 'y': 36.658499}]|None|None
동부화재|850172698|DB손해보험 서해사업단|충청남도 홍성군 홍북읍 신경리 558|충청남도 홍성군 홍북읍 청사로 158 2층|041-359-0803|['보험', '손해,화재보험']|126.6792130|36.6583359||[{'rep': True, 'x': 126.679553, 'y': 36.658275}]|[{'rep': True, 'x': 126.67884, 'y': 36.658232}, {'rep': False, 'x': 126.679181, 'y': 36.658499}]|None|None
동부화재|33004071|DB손해보험보상팀|충청남도 홍성군 홍북읍 신경리 587-1|충청남도 홍성군 홍북읍 청사로150번길 10 5층 DB손해보험 홍성보상센터||['보험', '손해,화재보험']|126.6802060|36.6571000||[{'rep': True, 'x': 126.6797794, 'y': 36.6573147}]|[{'rep': True, 'x': 126.6800644, 'y': 36.6566597}]|None|None
동부화재|36678974|DB손해보험 조치원대리점|세종특별자치시 조치원읍 원리 154-2|세종특별자치시 조치원읍 으뜸길 141|044-866-3143|['보험', '손해,화재보험']|127.2972915|36.5979038||[{'rep': True, 'x': 127.297323, 'y': 36.59804}]|[{'rep': True, 'x': 127.297323, 'y': 36.59804}]|None|None
동부화재|17543209|DB손해보험 조치원영업소|세종특별자치시 조치원읍 죽림리 254-3|세종특별자치시 조치원읍 충현로 30|044-865-7701|['보험', '손해,화재보험']|127.2988990|36.5918689||[{'rep': True, 'x': 127.298945, 'y': 36.591962}]|[{'rep': True, 'x': 127.298945, 'y': 36.591962}]|None|None
동부화재|15037692|DB손해보험 양구출장소|강원도 양구군 양구읍 상리 525-8|강원도 양구군 양구읍 양록길 15|033-481-3266|['보험', '손해,화재보험']|127.9847960|38.1068550||[{'rep': True, 'x': 127.984806, 'y': 38.10677}]|[{'rep': True, 'x': 127.984806, 'y': 38.10677}]|None|None
동부화재|20196885|DB손해보험청천대리점|충청북도 괴산군 청천면 청천리 63|충청북도 괴산군 청천면 청천2길 8|043-832-6201|['보험', '손해,화재보험']|127.7379120|36.6592150||[{'rep': True, 'x': 127.737809, 'y': 36.659268}]|[{'rep': True, 'x': 127.738099, 'y': 36.659283}]|None|None
동부화재|15044365|DB손해보험 인제영업소|강원도 인제군 인제읍 상동리 295-6|강원도 인제군 인제읍 비봉로 12|033-461-4040|['보험', '손해,화재보험']|128.1724287|38.0681442||[{'rep': True, 'x': 128.172503, 'y': 38.068127}]|[{'rep': True, 'x': 128.172503, 'y': 38.068127}]|None|None
동부화재|1499341859|DB손해보험 봉평영업소|강원도 평창군 봉평면 창동리 376-12|강원도 평창군 봉평면 기풍로 171||['보험', '손해,화재보험']|128.3766667|37.6175380||[{'rep': True, 'x': 128.376653, 'y': 37.617605}]|[{'rep': True, 'x': 128.376653, 'y': 37.617605}]|None|None
동부화재|17695472|DB손해보험 이호대리점|충청남도 공주시 금성동 200-3|충청남도 공주시 미나리1길 4|041-854-1900|['보험', '손해,화재보험']|127.1237172|36.4614468||[{'rep': True, 'x': 127.123588, 'y': 36.461437}]|[{'rep': True, 'x': 127.123588, 'y': 36.461437}]|None|None
동부화재|853664893|DB손해보험새평창대리점|강원도 평창군 평창읍 하리 277-1|강원도 평창군 평창읍 백오로 24||['보험', '손해,화재보험']|128.3912587|37.3676971||[{'rep': True, 'x': 128.3914344, 'y': 37.367669}]|[{'rep': True, 'x': 128.3912069, 'y': 37.3677624}]|None|None
동부화재|15785364|DB손해보험장평대리점|강원도 평창군 용평면 장평리 339-23|강원도 평창군 용평면 경강로 1638|033-333-6400|['보험', '손해,화재보험']|128.4146193|37.5843842||[{'rep': True, 'x': 128.414462, 'y': 37.58438}]|[{'rep': True, 'x': 128.414462, 'y': 37.58438}]|None|None
동부화재|17751306|DB손해보험 청파대리점|충청남도 청양군 청양읍 읍내리 203-53|충청남도 청양군 청양읍 칠갑산로7길 13|041-943-2504|['보험', '손해,화재보험']|126.8047260|36.4519265||[{'rep': True, 'x': 126.804802, 'y': 36.451995}]|[{'rep': True, 'x': 126.804802, 'y': 36.451995}]|None|None
동부화재|17113652|DB손해보험단양영업소|충청북도 단양군 단양읍 별곡리 588|충청북도 단양군 단양읍 중앙2로 2||['보험', '손해,화재보험']|128.3697000|36.9859596||[{'rep': True, 'x': 128.3700851, 'y': 36.9866852}]|[{'rep': True, 'x': 128.3696763, 'y': 36.9860911}]|None|None
동부화재|546551396|DB손해보험영월영업소|강원도 영월군 영월읍 영흥리 977-1|강원도 영월군 영월읍 단종로 4|033-749-4051|['보험', '손해,화재보험']|128.4683737|37.1838386||[{'rep': True, 'x': 128.468308, 'y': 37.183721}]|[{'rep': True, 'x': 128.468308, 'y': 37.183721}]|None|None
동부화재|17820182|DB손해보험옥천보험대리점|충청북도 옥천군 옥천읍 삼양리 222-30|충청북도 옥천군 옥천읍 중앙로 63||['보험', '손해,화재보험']|127.5699654|36.3027416||[{'rep': True, 'x': 127.570022, 'y': 36.302723}]|[{'rep': True, 'x': 127.570022, 'y': 36.302723}]|None|None
동부화재|15325748|DB손해보험 풍기지점|경상북도 영주시 풍기읍 서부리 22-2|경상북도 영주시 풍기읍 금계로 59||['보험', '손해,화재보험']|128.5252393|36.8775926||[{'rep': True, 'x': 128.52529, 'y': 36.877628}]|[{'rep': True, 'x': 128.52529, 'y': 36.877628}]|None|None
동부화재|15155542|DB손해보험양양믿음대리점|강원도 양양군 양양읍 남문리 101-2|강원도 양양군 양양읍 군청길 32|033-671-5500|['보험', '손해,화재보험']|128.6219384|38.0762946||[{'rep': True, 'x': 128.62191, 'y': 38.076325}]|[{'rep': True, 'x': 128.62191, 'y': 38.076325}]|None|None
동부화재|15025356|DB손해보험 부석대리점|경상북도 영주시 부석면 소천리 389-1|경상북도 영주시 부석면 부석로 77|054-633-3234|['보험', '손해,화재보험']|128.6569720|36.9800460||[{'rep': True, 'x': 128.65705, 'y': 36.979958}]|None|None|None
동부화재|38781813|DB손해보험 상주지점|경상북도 상주시 남성동 84-15|경상북도 상주시 상산로 255|054-450-5650|['보험', '손해,화재보험']|128.1591691|36.4137826||[{'rep': True, 'x': 128.159339, 'y': 36.413828}]|[{'rep': True, 'x': 128.159347, 'y': 36.413721}]|None|None
동부화재|38781496|DB손해보험 영주지점|경상북도 영주시 가흥동 1827|경상북도 영주시 대동로 66 DB타워 3층 영주지점|1588-0100|['보험', '손해,화재보험']|128.6097703|36.8146711||[{'rep': True, 'x': 128.609765, 'y': 36.814526}]|[{'rep': True, 'x': 128.609848, 'y': 36.814744}]|None|None
동부화재|15642446|DB손해보험 봉화중앙대리점|경상북도 봉화군 봉화읍 내성리 276-13|경상북도 봉화군 봉화읍 내성로 82|054-673-8025|['보험', '손해,화재보험']|128.7407280|36.8896670||[{'rep': True, 'x': 128.740643, 'y': 36.889754}]|[{'rep': True, 'x': 128.740643, 'y': 36.889754}]|None|None
동부화재|1156344705|DB손해보험 새연합대리점|전라북도 익산시 부송동 257-48|전라북도 익산시 무왕로 1242|063-834-7393|['보험', '손해,화재보험']|126.9947102|35.9598856||[{'rep': True, 'x': 126.994563, 'y': 35.960092}]|[{'rep': True, 'x': 126.994563, 'y': 35.960092}]|None|None
동부화재|15584516|DB손해보험 안계영업소|경상북도 의성군 안계면 용기리 839-10|경상북도 의성군 안계면 안계길 133-1|054-861-3800|['보험', '손해,화재보험']|128.4377684|36.3839624||[{'rep': True, 'x': 128.437893, 'y': 36.384003}]|[{'rep': True, 'x': 128.437893, 'y': 36.384003}]|None|None
동부화재|11846181|DB손해보험 군산사업단|전라북도 군산시 수송동 30-1|전라북도 군산시 문화로 77|063-472-7105|['보험', '손해,화재보험']|126.7141968|35.9700939||[{'rep': True, 'x': 126.714013, 'y': 35.970239}]|[{'rep': True, 'x': 126.714373, 'y': 35.969968}]|None|매일 00:00~24:00
동부화재|15873342|DB손해보험선산지점|경상북도 구미시 선산읍 동부리 476-2|경상북도 구미시 선산읍 선산중앙로 109-1||['보험', '손해,화재보험']|128.3031815|36.2432790||[{'rep': True, 'x': 128.303188, 'y': 36.243186}]|None|None|None
동부화재|15820489|DB손해보험 안동지점|경상북도 안동시 태화동 779-2|경상북도 안동시 경북대로 326|1588-0100|['보험', '손해,화재보험']|128.7042749|36.5591324||[{'rep': True, 'x': 128.7045468, 'y': 36.559069}]|[{'rep': True, 'x': 128.7041674, 'y': 36.5592236}]|None|None
동부화재|15341263|DB손해보험 안동중앙대리점|경상북도 안동시 삼산동 60-9|경상북도 안동시 태사1길 2|054-857-7729|['보험', '손해,화재보험']|128.7321500|36.5662417||[{'rep': True, 'x': 128.732106, 'y': 36.566241}]|[{'rep': True, 'x': 128.732106, 'y': 36.566241}]|None|None
동부화재|1030080518|DB손해보험 동부인슈대리점|전라북도 전주시 덕진구 인후동2가 1541-10|전라북도 전주시 덕진구 거북바우로 103|063-242-4787|['보험', '손해,화재보험']|127.1469270|35.8420129||[{'rep': True, 'x': 127.14687, 'y': 35.841966}]|[{'rep': True, 'x': 127.14687, 'y': 35.841966}]|None|None
동부화재|38781545|DB손해보험 의성출장소|경상북도 의성군 의성읍 후죽리 725-1|경상북도 의성군 의성읍 문소3길 52|1588-0100|['보험', '손해,화재보험']|128.6953375|36.3506384||[{'rep': True, 'x': 128.695404, 'y': 36.350549}]|[{'rep': True, 'x': 128.695404, 'y': 36.350549}]|None|None
동부화재|1830802806|DB손해보험 옥산대리점|경상북도 의성군 옥산면 입암리 1105-164|경상북도 의성군 옥산면 입암1길 41||['보험', '손해,화재보험']|128.8034687|36.4009270||[{'rep': True, 'x': 128.803419, 'y': 36.400887}]|[{'rep': True, 'x': 128.803419, 'y': 36.400887}]|None|None
동부화재|15498770|DB손해보험금아대리점|경상북도 성주군 초전면 대장리 667-12|경상북도 성주군 초전면 대장길 82-1||['보험', '손해,화재보험']|128.2642380|35.9721930||[{'rep': True, 'x': 128.264198, 'y': 35.972101}]|[{'rep': True, 'x': 128.264198, 'y': 35.972101}]|None|None
동부화재|15908807|DB손해보험 영양중앙투대리점|경상북도 영양군 영양읍 서부리 206-2|경상북도 영양군 영양읍 솔광장길 7||['보험', '손해,화재보험']|129.1133867|36.6654754||[{'rep': True, 'x': 129.113416, 'y': 36.66552}]|[{'rep': True, 'x': 129.113416, 'y': 36.66552}]|None|None
동부화재|15596829|DB손해보험 진보대리점|경상북도 청송군 진보면 각산리 63|경상북도 청송군 진보면 체육공원로 19|054-872-4424|['보험', '손해,화재보험']|129.0505100|36.5280380||[{'rep': True, 'x': 129.050583, 'y': 36.52805}]|[{'rep': True, 'x': 129.050583, 'y': 36.52805}]|None|None
동부화재|15588605|DB손해보험 청송대리점|경상북도 청송군 청송읍 월막리 355-1|경상북도 청송군 청송읍 망미정3길 38|054-872-4444|['보험', '손해,화재보험']|129.0563240|36.4325060||[{'rep': True, 'x': 129.056497, 'y': 36.432486}]|[{'rep': True, 'x': 129.056223, 'y': 36.432537}]|None|None
동부화재|411985967|DB손해보험정읍지점|전라북도 정읍시 수성동 559-17|전라북도 정읍시 중앙로 122||['보험', '손해,화재보험']|126.8519361|35.5669172||[{'rep': True, 'x': 126.85173, 'y': 35.566763}]|[{'rep': True, 'x': 126.851984, 'y': 35.566934}]|None|None
동부화재|16189514|DB손해보험영남제일총괄보험대리점|대구광역시 서구 평리동 1493-18|대구광역시 서구 서대구로 173-1||['보험', '손해,화재보험']|128.5546950|35.8735300||[{'rep': True, 'x': 128.554718, 'y': 35.873584}]|[{'rep': True, 'x': 128.554718, 'y': 35.873584}]|None|None
동부화재|15475130|DB손해보험 고령영업소|경상북도 고령군 대가야읍 지산리 217-1|경상북도 고령군 대가야읍 왕릉로 75|054-954-4848|['보험', '손해,화재보험']|128.2653370|35.7269099||[{'rep': True, 'x': 128.265376, 'y': 35.726831}]|[{'rep': True, 'x': 128.265376, 'y': 35.726831}]|None|None
동부화재|15245115|DB손해보험해인대리점|경상북도 고령군 대가야읍 고아리 129-18|경상북도 고령군 대가야읍 시장길 47|054-954-1282|['보험', '손해,화재보험']|128.2674998|35.7256295||[{'rep': True, 'x': 128.267211, 'y': 35.725615}]|[{'rep': True, 'x': 128.267211, 'y': 35.725615}]|None|None
동부화재|1110469726|DB손해보험 대구고객서비스센터|대구광역시 중구 남산동 375 ABL대구타워 12층|대구광역시 중구 달구벌대로 2058 ABL대구타워 12층|053-251-4100|['보험', '손해,화재보험']|128.5887249|35.8659543||[{'rep': True, 'x': 128.589015, 'y': 35.8660564}]|None|None|평일 09:30~16:30
동부화재|30925132|DB손해보험옥포지점|대구광역시 달성군 옥포읍 기세리 161-8|대구광역시 달성군 옥포읍 비슬로 2288|053-615-3433|['보험', '손해,화재보험']|128.4713549|35.7901401||[{'rep': True, 'x': 128.471432, 'y': 35.790222}]|[{'rep': True, 'x': 128.471432, 'y': 35.790222}]|None|None
동부화재|17587635|DB손해보험 남원지점|전라북도 남원시 도통동 582-1|전라북도 남원시 역재1길 15|063-230-4072|['보험', '손해,화재보험']|127.3976500|35.4185573||[{'rep': True, 'x': 127.397698, 'y': 35.418494}]|[{'rep': True, 'x': 127.397491, 'y': 35.418552}]|None|None
동부화재|15392941|DB손해보험 합천대리점|경상남도 합천군 합천읍 합천리 316-6|경상남도 합천군 합천읍 동서로 114 KT&G합천지점|055-931-4033|['보험', '손해,화재보험']|128.1643649|35.5656561||[{'rep': True, 'x': 128.164434, 'y': 35.565731}]|[{'rep': True, 'x': 128.164434, 'y': 35.565731}]|None|None
