INPUT|ID|BRANCH|OLDADDR|NEWADDR|TELL|CAT|XCORD|YCORD|URL|CAR_ENT|WALK_ENT|MENU|TIME
24게스트하우스|35044884|24게스트하우스 남산|서울특별시 중구 남산동2가 36-6|서울특별시 중구 소공로6길 29|02-774-1212|['숙박', '게스트하우스']|126.9847197|37.5586033|http://blog.naver.com/space_inno|[{'rep': True, 'x': 126.984679, 'y': 37.558662}]|[{'rep': True, 'x': 126.984732, 'y': 37.558553}]|None|매일 00:00~24:00
24게스트하우스|35372899|24게스트하우스 서울역 프리미어점|서울특별시 용산구 동자동 11-7|서울특별시 용산구 후암로 97-1|02-779-0117|['숙박', '게스트하우스']|126.9746631|37.5534073|http://sspremier.24guesthouse.co.kr/|[{'rep': True, 'x': 126.974715, 'y': 37.553469}]|[{'rep': True, 'x': 126.974715, 'y': 37.553469}]|None|None
24게스트하우스|32769233|24게스트하우스 신촌스타일점|서울특별시 서대문구 창천동 57-17|서울특별시 서대문구 연세로5나길 24|02-332-5949|['숙박', '게스트하우스']|126.9348739|37.5570856|http://sinchonstyle.24guesthouse.co.kr/|[{'rep': True, 'x': 126.934891, 'y': 37.556994}]|[{'rep': True, 'x': 126.934891, 'y': 37.556994}]|None|None
24게스트하우스|35125330|24게스트하우스 남산가든|서울특별시 중구 남산동2가 37-1|서울특별시 중구 퇴계로20나길 2-23|02-778-7900|['숙박', '게스트하우스']|126.9851504|37.5588674|http://namsangarden.24guesthouse.co.kr/|[{'rep': True, 'x': 126.98499, 'y': 37.558988}]|[{'rep': True, 'x': 126.98499, 'y': 37.558988}]|None|None
24게스트하우스|34699066|24게스트하우스 명동에비뉴점|서울특별시 중구 북창동 134-1|서울특별시 중구 남대문로1길 6|02-753-8700|['숙박', '게스트하우스']|126.9777012|37.5613749|http://www.24guesthousemyeongdongavenue.com/|[{'rep': True, 'x': 126.977557, 'y': 37.561401}]|[{'rep': True, 'x': 126.977557, 'y': 37.561401}]|None|None
24게스트하우스|35652472|24게스트하우스 여수점|전라남도 여수시 공화동 657|전라남도 여수시 공화남3길 19|061-666-4757|['숙박', '게스트하우스']|127.7448770|34.7475110||[{'rep': True, 'x': 127.744939, 'y': 34.747529}]|[{'rep': True, 'x': 127.744939, 'y': 34.747529}]|None|매일 08:00~22:00 체크인15시 / 체크아웃:11시
24게스트하우스|1221235280|24게스트하우스 전주점|전라북도 전주시 완산구 중노송동 498-17|전라북도 전주시 완산구 현무3길 56|063-715-1616|['숙박', '게스트하우스']|127.1503264|35.8222083|https://jeonju24guesthouse.modoo.at|[{'rep': True, 'x': 127.150227, 'y': 35.822175}]|[{'rep': True, 'x': 127.150227, 'y': 35.822175}]|더블룸 변동가격(업주문의) | 트윈룸 변동가격(업주문의) | 도미토리 변동가격(업주문의)|None
24게스트하우스|64380491|24게스트하우스 자갈치|부산광역시 중구 남포동6가 113-1|부산광역시 중구 구덕로 87-1 하버타워빌딩 5층|010-2604-6089|['숙박', '게스트하우스']|129.0263934|35.0968450|http://24jagalchi.modoo.at/|[{'rep': True, 'x': 129.0263704, 'y': 35.0970865}, {'rep': False, 'x': 129.0265109, 'y': 35.0965815}]|[{'rep': True, 'x': 129.0263125, 'y': 35.0970895}, {'rep': False, 'x': 129.0265109, 'y': 35.0965815}]|None|None
24게스트하우스|38644189|24게스트하우스 서면점|부산광역시 부산진구 부전동 232-15|부산광역시 부산진구 신천대로62번길 46 3, 4층|070-8245-6771|['숙박', '게스트하우스']|129.0585741|35.1528250|http://www.instagram.com/24guesthouse_seomyun|[{'rep': True, 'x': 129.058464, 'y': 35.152842}]|[{'rep': True, 'x': 129.058464, 'y': 35.152842}]|숙박 트윈룸 38,000|None
24게스트하우스|1270112673|24게스트하우스 울산|울산광역시 동구 방어동 375-10|울산광역시 동구 꽃바위로 323|010-3248-0960|['숙박', '게스트하우스']|129.4238004|35.4858970|http://homp.ddnayo.com/preview/1254|[{'rep': True, 'x': 129.423694, 'y': 35.485781}, {'rep': False, 'x': 129.423895, 'y': 35.485978}]|[{'rep': True, 'x': 129.423694, 'y': 35.485781}, {'rep': False, 'x': 129.423895, 'y': 35.485978}]|None|None
