NAME|BRANCH|CAT|ADDR|TELL|TIME|XCORD|YCORD
삼성생명|부천플라자|고객플라자|경기 부천시 원미구 부천로 45 2층 부천고객플라자 (심곡1동,삼성생명빌)|1588-3114|09:00~16:00(오전방문시 빠른응대 가능)<br/>*플라자  현금성 업무는 15:00까지 가능|126.78333|37.488506
삼성생명|부평플라자|고객플라자|인천 부평구 부평대로 95 1층 (부평1동,삼성생명빌딩)|1588-3114|09:00~16:00(오전방문시 빠른응대 가능)<br/>*플라자  현금성 업무는 15:00까지 가능|126.721634|37.499878
삼성생명|동대문플라자|고객플라자|서울 동대문구 왕산로 168 3층 (용두동,삼성화재빌딩)|1588-3114|09:00~16:00(오전방문시 빠른응대 가능)<br/>*플라자  현금성 업무는 15:00까지 가능|127.0422|37.57882
삼성생명|성남플라자|고객플라자|경기 성남시 수정구 수정로 158 5층 삼성생명성남플라자 (신흥동,삼성생명빌딩)|1588-3114|09:00~16:00(오전방문시 빠른응대 가능)<br/>*플라자  현금성 업무는 15:00까지 가능|127.13757|37.442326
삼성생명|송파플라자|고객플라자|서울 송파구 올림픽로 295 1층 (신천동,삼성생명빌딩)|1588-3114|09:00~16:00(오전방문시 빠른응대 가능)<br/>*플라자  현금성 업무는 15:00까지 가능|127.10323|37.51492
삼성생명|울산플라자|고객플라자|울산 남구 삼산로 182 12층 울산고객플라자 (달동,삼성생명빌딩)|1588-3114|09:00~16:00(오전방문시 빠른응대 가능)<br/>*플라자  현금성 업무는 15:00까지 가능|129.3272|35.53695
삼성생명|원주플라자|고객플라자|강원  원주시  원일로 2 삼성생명빌딩 1층 원주플라자 (인동,삼성생명빌딩)|1588-3114|09:00~16:00(오전방문시 빠른응대 가능)<br/>*플라자  현금성 업무는 15:00까지 가능|127.95477|37.34449
삼성생명|인천플라자|고객플라자|인천 남동구 인주대로 611 2층 (구월1동,삼성생명빌딩)|1588-3114|09:00~16:00(오전방문시 빠른응대 가능)<br/>*플라자  현금성 업무는 15:00까지 가능|126.70506|37.45026
삼성생명|전주플라자|고객플라자|전북 전주시 완산구 기린대로 203 2층 전주고객플라자 (서노송동,삼성생명빌딩)|1588-3114|09:00~16:00(오전방문시 빠른응대 가능)<br/>*플라자  현금성 업무는 15:00까지 가능|127.14712|35.82508
삼성생명|여수플라자|고객플라자|전남 여수시 시청로 57 1층 삼성생명 여수고객플라자 (학동,YFC빌)|1588-3114|09:00~16:00(오전방문시 빠른응대 가능)<br/>*플라자  현금성 업무는 15:00까지 가능|127.66231|34.76685
삼성생명|포항플라자|고객플라자|경북 포항시 북구 중흥로 205 1층 고객플라자 (죽도동,삼성빌딩)|1588-3114|09:00~16:00(오전방문시 빠른응대 가능)<br/>*플라자  현금성 업무는 15:00까지 가능|129.35701|36.022297
삼성생명|해운대플라자|고객플라자|부산 해운대구 센텀2로 24 5층 (우2동,센텀다이아몬드)|1588-3114|09:00~16:00(오전방문시 빠른응대 가능)<br/>*플라자  현금성 업무는 15:00까지 가능|129.13245|35.166676
삼성생명|천안플라자|고객플라자|충남 천안시 동남구 충절로 17 10층 천안플라자 (신부동,삼성생명빌딩)|1588-3114|09:00~16:00(오전방문시 빠른응대 가능)<br/>*플라자  현금성 업무는 15:00까지 가능|127.15879|36.81762
삼성생명|청주플라자|고객플라자|충북 청주시 서원구 사직대로 172 2층 (사창동,삼성생명빌딩)|1588-3114|09:00~16:00(오전방문시 빠른응대 가능)<br/>*플라자  현금성 업무는 15:00까지 가능|127.466515|36.634964
삼성생명|초량플라자|고객플라자|부산 동구 중앙대로 222 1층 초량고객플라자 (초량3동,삼성생명)|1588-3114|09:00~16:00(오전방문시 빠른응대 가능)<br/>*플라자  현금성 업무는 15:00까지 가능|129.04097|35.116795
삼성생명|충주창구|고객플라자|충북 충주시 연수동산로 13 삼성생명 충주창구 1층 (연수동,아람마루빌딩)|1588-3114|09:00~16:00(오전방문시 빠른응대 가능)<br/>※ 점심시간 11:50~13:00|127.94173|36.983925
삼성생명|평촌플라자|고객플라자|경기 안양시 동안구 시민대로 181 1층 평촌고객플라자 (달안동,삼성생명)|1588-3114|09:00~16:00(오전방문시 빠른응대 가능)<br/>*플라자  현금성 업무는 15:00까지 가능|126.95118|37.391502
삼성생명|평택플라자|고객플라자|경기 평택시 평택2로 34 1층 평택고객플라자 (평택동,삼성생명빌)|1588-3114|09:00~16:00(오전방문시 빠른응대 가능)<br/>*플라자  현금성 업무는 15:00까지 가능|127.08995|36.993687
삼성생명|강동플라자|고객플라자|서울 송파구 올림픽로 633 1층 (풍납1동,삼성생명빌딩)|1588-3114|09:00~16:00(오전방문시 빠른응대 가능)<br/>*플라자  현금성 업무는 15:00까지 가능|127.122894|37.538242
삼성생명|강원창구|고객플라자|강원 춘천시 방송길 98-1 3층 강원창구 (온의동,MK빌딩)|1588-3114|09:00~16:00(오전방문시 빠른응대 가능)<br/>※ 점심시간 11:50~13:00|127.7204|37.867767
삼성생명|수원플라자|고객플라자|경기 수원시 팔달구 경수대로 560 1층 (인계동,농협빌딩)|1588-3114|09:00~16:00(오전방문시 빠른응대 가능)<br/>*플라자  현금성 업무는 15:00까지 가능|127.03061|37.275635
삼성생명|순천플라자|고객플라자|전남 순천시 중앙로 101 3층 (행동,삼성생명빌딩)|1588-3114|09:00~16:00(오전방문시 빠른응대 가능)<br/>*플라자  현금성 업무는 15:00까지 가능|127.483635|34.954723
삼성생명|안산플라자|고객플라자|경기 안산시 단원구 광덕대로 254 1층 (고잔2동,삼성생명빌딩)|1588-3114|09:00~16:00(오전방문시 빠른응대 가능)<br/>*플라자  현금성 업무는 15:00까지 가능|126.83149|37.31908
삼성생명|구미플라자|고객플라자|경북 구미시 송원동로 14 1층 (송정동,삼성생명빌딩)|1588-3114|09:00~16:00(오전방문시 빠른응대 가능)<br/>*플라자  현금성 업무는 15:00까지 가능|128.34741|36.118668
삼성생명|군산플라자|고객플라자|전북 군산시 대학로 43 1층 군산고객plaza (신창동,삼성생명빌딩)|1588-3114|09:00~16:00(오전방문시 빠른응대 가능)<br/>*플라자  현금성 업무는 15:00까지 가능|126.7111|35.98591
삼성생명|분당플라자|고객플라자|경기 성남시 분당구 서현로 200 5층 분당고객플라자 (서현동,삼성생명빌딩)|1588-3114|09:00~16:00(오전방문시 빠른응대 가능)<br/>*플라자  현금성 업무는 15:00까지 가능|127.124954|37.387405
삼성생명|충남서부창구|고객플라자|충남 서산시 안견로 179 삼성생명 충남서부창구 1층 (동문동)|1588-3114|09:00~16:00(오전방문시 빠른응대 가능)<br/>※ 점심시간 11:50~13:00|126.45961|36.782413
삼성생명|태평로플라자|고객플라자|서울 중구 세종대로 73 2층 태평로고객플라자 (태평로2가,태평로빌딩)|1588-3114|09:00~16:00(오전방문시 빠른응대 가능)<br/>*플라자  현금성 업무는 15:00까지 가능|126.97595|37.562958
삼성생명|영등포플라자|고객플라자|서울 영등포구 국회대로 559 1층 (당산동4가,삼성생명빌딩)|1588-3114|09:00~16:00(오전방문시 빠른응대 가능)<br/>*플라자  현금성 업무는 15:00까지 가능|126.89681|37.52838
삼성생명|은평플라자|고객플라자|서울 은평구 통일로 715 10층 (대조동,WB은평타워)|1588-3114|09:00~16:00(오전방문시 빠른응대 가능)<br/>*플라자  현금성 업무는 15:00까지 가능|126.9304|37.609383
삼성생명|의정부플라자|고객플라자|경기 의정부시 시민로 62 1층 (의정부2동,삼성생명빌딩)|1588-3114|09:00~16:00(오전방문시 빠른응대 가능)<br/>*플라자  현금성 업무는 15:00까지 가능|127.042046|37.738003
삼성생명|일산플라자|고객플라자|경기 고양시 일산동구 중앙로 1161 3층 (장항2동,삼성화재빌딩)|1588-3114|09:00~16:00(오전방문시 빠른응대 가능)<br/>*플라자  현금성 업무는 15:00까지 가능|126.77813|37.65053
삼성생명|제주플라자|고객플라자|제주 제주시 신대로 59 3층 (연동,삼성생명보험제주지사 제주고객플라자)|1588-3114|09:00~16:00(오전방문시 빠른응대 가능)<br/>*플라자  현금성 업무는 15:00까지 가능|126.49703|33.492085
삼성생명|진주플라자|고객플라자|경남 진주시 진주대로 540 7층 (가좌동,JS현서빌딩)|1588-3114|09:00~16:00(오전방문시 빠른응대 가능)<br/>*플라자  현금성 업무는 15:00까지 가능|128.1068|35.15444
삼성생명|창원플라자|고객플라자|경남 창원시 성산구 중앙대로 82 2층 창원고객플라자 (상남동,삼성빌딩)|1588-3114|09:00~16:00(오전방문시 빠른응대 가능)<br/>*플라자  현금성 업무는 15:00까지 가능|128.67917|35.221783
삼성생명|서면플라자|고객플라자|부산 부산진구 중앙대로 639 14층 (범천동,삼성생명보험빌딩)|1588-3114|09:00~16:00(오전방문시 빠른응대 가능)<br/>*플라자  현금성 업무는 15:00까지 가능|129.0588|35.14968
삼성생명|전주융자창구|융자창구|전북 전주시 완산구 기린대로 203, 2층 (서노송동, 삼성생명빌딩)|1588-3114|09:00 ~ 16:00|127.147095|35.825127
삼성생명|서대구융자창구|융자창구|대구 달서구 달구벌대로1790 현대해상빌딩 10층|1588-3114|09:00 ~ 16:00|128.56073|35.858612
삼성생명|인천융자창구|융자창구|인천 남동구 인주대로 611, 2층 (구월동, 삼성생명빌딩)|1588-3114|09:00 ~ 16:00|126.70532|37.45019
삼성생명|일산융자창구|융자창구|경기 고양시 일산동구 중앙로 1161, 3층 (장항동, 삼성화재빌딩)|1588-3114|09:00 ~ 16:00|126.77812|37.650494
삼성생명|수원융자창구|융자창구|경기 수원시 팔달구 경수대로 560, 1층(인계동, 삼성생명빌딩)|1588-3114|09:00 ~ 16:00|127.03061|37.275616
삼성생명|분당융자창구|융자창구|경기 성남시 분당구 서현로 200, 10층 (서현동, 삼성생명빌딩)|1588-3114|09:00 ~ 16:00|127.12491|37.387337
삼성생명|둔산융자창구|융자창구|대전 서구 한밭대로 755, 6층 (둔산동, 삼성생명빌딩)|1588-3114|09:00 ~ 16:00|127.38246|36.358402
삼성생명|청주융자창구|융자창구|충북 청주시 서원구 사직대로 172, 2층 (사창동, 삼성생명빌딩)|1588-3114|09:00 ~ 16:00|127.46655|36.635086
삼성생명|울산융자창구|융자창구|울산 남구 삼산로 182, 5층 (달동,삼성생명빌딩)|1588-3114|09:00 ~ 16:00|129.32726|35.53701
삼성생명|거제통영융자창구|융자창구|경남 거제시 수양로 481, 1층 (양정동, 태화빌딩)|1588-3114|09:00 ~ 16:00|128.63902|34.89151
삼성생명|구포양산융자창구|융자창구|부산 북구 낙동대로 1791, 7층 (덕천동, 한진빌딩)|1588-3114|09:00 ~ 16:00|129.00482|35.21039
삼성생명|대구융자창구|융자창구|대구 중구 달구벌대로 2095, 14층 (덕산동, 삼성생명빌딩)|1588-3114|09:00 ~ 16:00|128.59273|35.866543
삼성생명|포항융자창구|융자창구|경북 포항시 북구 중흥로 205, 1층 (죽도동, 삼성생명빌딩)|1588-3114|09:00 ~ 16:00|129.35716|36.02217
삼성생명|부평융자창구|융자창구|인천 부평구 부평대로 95 삼성생명빌딩 1층 부평고객플라자 내 융자창구|1588-3114|09:00 ~ 16:00|126.72158|37.500565
삼성생명|경인남부융자지점|융자창구|경기 안산시 단원구 고잔로 58(오션빌딩 5층)|1588-3114|09:00 ~ 16:00|126.83207|37.31883
삼성생명|상무융자창구|융자창구|광주광역시 서구 시청로 26, 빛고을고객센터 8층 상무융자창구|1588-3114|09:00 ~ 16:00|126.85219|35.15069
삼성생명|목동융자창구|융자창구|양천구 목동동로 233-3 삼성화재서비스 빌딩 8층 목동융자창구|1588-3114|09:00 ~ 16:00|126.87162|37.528038
삼성생명|북부융자지점|융자창구|서울특별시 노원구 노원로 236 (삼화빌딩) 2층 삼성생명 북부융자지점|1588-3114|09:00 ~ 16:00|127.07509|37.639275
삼성생명|중앙융자지점|융자창구|서울특별시 송파구 올림픽로 289 (잠실시그마타워) 4층, 삼성생명 중앙융자지점|1588-3114|09:00 ~ 16:00|127.102486|37.514736
삼성생명|강동융자창구|융자창구|송파구 올림픽로 633 삼성생명 1층|1588-3114|09:00 ~ 16:00|127.1229|37.53839
삼성생명|충청융자지점|융자창구|대전 서구 한밭대로 755, 19층 (둔산동, 삼성생명빌딩)|1588-3114|09:00 ~ 16:00|127.38246|36.358402
삼성생명|영등포융자창구|융자창구|영등포구 국회대로 559 당산동빌딩 1층|1588-3114|09:00 ~ 16:00|126.89685|37.528336
삼성생명|구미융자창구|융자창구|경상북도 구미시 송원동로 14 삼성생명빌딩 1층 구미고객플라자|1588-3114|09:00 ~ 16:00|128.34734|36.118767
삼성생명|달서융자창구|융자창구|대구 달서구 월곡로 266 월곡빌딩 3층 달서고객플라자|1588-3114|09:00 ~ 16:00|128.53886|35.817955
삼성생명|김해융자창구|융자창구|경남 김해시 김해대로 2367 삼성생명 5층 융자창구|1588-3114|09:00 ~ 16:00|128.88568|35.227013
삼성생명|금정융자창구|융자창구|부산광역시 연제구 중앙대로 1125 CT타워 3층 융자창구|1588-3114|09:00 ~ 16:00|129.08073|35.18818
삼성생명|수원융자지점|융자창구|경기 수원시 팔달구 경수대로 560, 10층(인계동, 삼성생명빌딩)|1588-3114|09:00 ~ 16:00|127.03061|37.275616
삼성생명|경기융자지점|융자창구|경기 수원시 팔달구 경수대로 560, 10층(인계동, 삼성생명빌딩)|1588-3114|09:00 ~ 16:00|127.03061|37.275616
삼성생명|강남융자창구|융자창구|강남구 테헤란로 412 T412빌딩 11층 강남고객프라자|1588-3114|09:00 ~ 16:00|127.051285|37.50493
삼성생명|호남융자지점|융자창구|광주 동구 금남로 148, 1층 (금남로5가, 삼성생명빌딩)|1588-3114|09:00 ~ 16:00|126.91002|35.1533
삼성생명|미아융자창구|융자창구|서울시 강북구 도봉로 188(미아동,삼성생명빌딩) 6층 미아융자|1588-3114|09:00 ~ 16:00|127.02672|37.625683
삼성생명|청량리융자창구|융자창구|서울 동대문구 왕산로 168(삼성화재 청량리사옥) 3층 고객플라자 8번 융자창구|1588-3114|09:00 ~ 16:00|127.042206|37.578873
삼성생명|노원융자창구|융자창구|서울시 노원구 동일로 1395(상계빌딩) 노원플라자 1층 노원융자|1588-3114|09:00 ~ 16:00|127.06044|37.65326
삼성생명|경남융자지점|융자창구|경남 창원시 성산구 중앙대로 82, 6층 (상남동, 삼성생명빌딩)|1588-3114|09:00 ~ 16:00|128.6793|35.221752
삼성생명|부산융자지점|융자창구|부산 부산진구 중앙대로 639, 9층 (범천동, 삼성생명빌딩)|1588-3114|09:00 ~ 16:00|129.05879|35.14981
삼성생명|평촌융자창구|융자창구|경기 안양시 동안구 시민대로 181, 5층 (달안동, 삼성생명빌딩)|1588-3114|09:00 ~ 16:00|126.95122|37.391544
삼성생명|천안융자창구|융자창구|충남 천안시 동남구 충절로 17, 10층 (신부동, 삼성생명빌딩)|1588-3114|09:00 ~ 16:00|127.15853|36.817753
삼성생명|서면융자창구|융자창구|부산 부산진구 중앙대로 639, 9층 (범천동, 삼성생명빌딩)|1588-3114|09:00 ~ 16:00|129.05879|35.14981
삼성생명|해운대융자창구|융자창구|부산 해운대구 센텀2로 24, 5층 (우동, 센텀다이아몬드빌딩)|1588-3114|09:00 ~ 16:00|129.13246|35.166714
삼성생명|광주융자창구|융자창구|광주 동구 금남로 148, 2층 (금남로5가, 삼성생명빌딩)|1588-3114|09:00 ~ 16:00|126.91002|35.1533
삼성생명|안산융자창구|융자창구|경기 안산시 단원구 광덕대로 254, 1층 (고잔동, 삼성생명빌딩)|1588-3114|09:00 ~ 16:00|126.831314|37.31919
삼성생명|부천융자창구|융자창구|부천시 원미구 부천로 45, 삼성생명빌딩 2층 부천고객플라자 내 융자창구|1588-3114|09:00 ~ 16:00|126.783516|37.489605
삼성생명|광명융자창구|융자창구|광명시 철산로1 삼성생명빌딩 1층|1588-3114|09:00 ~ 16:00|126.86628|37.476242
삼성생명|강남융자지점|융자창구|서울시 영등포구 국회대로 559 삼성생명 당산동빌딩 8층|1588-3114|09:00 ~ 16:00|126.89685|37.528336
삼성생명|송파융자창구|융자창구|송파구 올림픽로 295 삼성생명 잠실빌딩 1층|1588-3114|09:00 ~ 16:00|127.10323|37.515106
삼성생명|초량융자창구|융자창구|부산광역시 동구 중앙대로 222 1층 초량플라자 내 융자창구|1588-3114|09:00 ~ 16:00|129.04091|35.116882
삼성생명|경인중앙융자지점|융자창구|인천 남동구 인주대로 611, 11층 (구월동, 삼성생명빌딩)|1588-3114|09:00 ~ 16:00|126.70532|37.45019
삼성생명|경기융자창구|융자창구|경기도 수원시 영통구 광교로 146 안효빌딩 8층 융자과|1588-3114|09:00 ~ 16:00|127.04836|37.29343
삼성생명|은평융자창구|융자창구|서울 은평구 통일로 715, 10층 (대조동, 은평WB타워)|1588-3114|09:00 ~ 16:00|126.922646|37.618187
삼성생명|서울융자창구|융자창구|서울시 중구 서소문로 88(중앙일보건물) 6층 삼성생명 강북융자부|1588-3114|09:00 ~ 16:00|126.97091|37.56176
삼성생명|의정부융자창구|융자창구|경기도 의정부시 시민로 62(삼성생명빌딩) 1층 고객플라자 의정부융자|1588-3114|09:00 ~ 16:00|127.04196|37.73796
삼성생명|대구융자지점|융자창구|대구 중구 달구벌대로 2095, 12층 (덕산동, 삼성생명빌딩)|1588-3114|09:00 ~ 16:00|128.59273|35.866543
삼성생명|울산융자지점|융자창구|울산 남구 삼산로 182, 5층 (달동,삼성생명빌딩)|1588-3114|09:00 ~ 16:00|129.32726|35.53701
삼성생명|창원융자창구|융자창구|경남 창원시 성산구 중앙대로 82, 2층 (상남동, 삼성생명빌딩)|1588-3114|09:00 ~ 16:00|128.6793|35.221752
삼성생명|남부융자지점|융자창구|경기도 안양시 동안구 시민대로 181 삼성생명빌딩 9층|1588-3114|09:00 ~ 16:00|126.95122|37.391544
삼성생명|태평로펀드신탁창구|펀드신탁창구|서울 중구 세종대로 73, 2층 삼성생명 태평로고객플라자 (서소문동,태평로빌딩)|1588-3114|09:00 ~ 16:00|126.97595|37.562958
삼성생명|광주펀드신탁창구|펀드신탁창구|광주 동구 금남로 148, 2층 (금남로5가, 삼성생명빌딩)|1588-3114|09:00 ~ 16:00|126.91002|35.1533
삼성생명|대구펀드신탁창구|펀드신탁창구|대구광역시 중구 달구벌대로 2095, 17층 (덕산동, 삼성생명)|1588-3114|09:00 ~ 16:00|128.59277|35.866238
삼성생명|부천펀드신탁창구|펀드신탁창구|경기 부천시 원미구 부천로 45, 2층 (심곡동, 삼성생명빌딩)|1588-3114|09:00 ~ 16:00|126.78331|37.488396
삼성생명|서면펀드신탁창구|펀드신탁창구|부산광역시 부산진구 중앙대로 639, 14층 (범천동, 삼성생명보험빌딩)|1588-3114|09:00 ~ 16:00|129.0588|35.14968
삼성생명|수원펀드신탁창구|펀드신탁창구|경기 수원시 팔달구 경수대로 560, 1층(인계동, 삼성생명빌딩)|1588-3114|09:00 ~ 16:00|127.03061|37.275616
삼성생명|안산펀드신탁창구|펀드신탁창구|경기 안산시 단원구 광덕대로 254, 1층 (고잔동, 삼성생명빌딩)|1588-3114|09:00 ~ 16:00|126.831314|37.31919
삼성생명|울산펀드신탁창구|펀드신탁창구|울산 남구 삼산로 182, 1층 (달동,삼성생명빌딩)|1588-3114|09:00 ~ 16:00|129.32726|35.53701
삼성생명|은평펀드신탁창구|펀드신탁창구|서울 은평구 통일로 715, 10층 (대조동, 은평WB타워)|1588-3114|09:00 ~ 16:00|126.93059|37.60945
삼성생명|전주펀드신탁창구|펀드신탁창구|전북 전주시 완산구 기린대로 203, 2층 (서노송동, 삼성생명빌딩)|1588-3114|09:00 ~ 16:00|127.147095|35.825127
삼성생명|제주펀드신탁창구|펀드신탁창구|제주 제주시 신대로 59, 3층 (연동, 삼성생명빌딩)|1588-3114|09:00 ~ 16:00|126.4971|33.492046
삼성생명|천안펀드신탁창구|펀드신탁창구|충남 천안시 동남구 충절로 17, 10층 (신부동, 삼성생명빌딩)|1588-3114|09:00 ~ 16:00|127.15853|36.817753
삼성생명|청주펀드신탁창구|펀드신탁창구|충북 청주시 서원구 사직대로 172, 2층 (사창동, 삼성생명빌딩)|1588-3114|09:00 ~ 16:00|127.46655|36.635086
삼성생명|해운대펀드신탁창구|펀드신탁창구|부산 해운대구 센텀2로 24, 5층 (우동, 센텀다이아몬드빌딩)|1588-3114|09:00 ~ 16:00|129.13246|35.166714
삼성생명|대전펀드신탁창구|펀드신탁창구|대전광역시 서구 한밭대로 755, 6층 (둔산동, 삼성생명)|1588-3114|09:00 ~ 16:00|127.382454|36.358253
삼성생명|동대문펀드신탁창구|펀드신탁창구|서울특별시 동대문구 왕산로 168, 3층 (용두동, 삼성화재빌딩)|1588-3114|09:00 ~ 16:00|127.04213|37.578773
삼성생명|헤리티지펀드신탁창구|펀드신탁창구|서울특별시 강남구 테헤란로 424, 6층 (대치동, 삼성생명 대치타워)|1588-3114|09:00 ~ 16:00|127.05344|37.505455
삼성생명|강남펀드신탁창구|펀드신탁창구|서울특별시 강남구 테헤란로 412 (삼성생명대치2빌딩) 11층 강남고객플라자|1588-3114|09:00 ~ 16:00|127.051254|37.50473
삼성생명|달서펀드신탁창구|펀드신탁창구|대구광역시 달서구 월곡로 266 월곡빌딩, 3층 (상인동)|1588-3114|09:00 ~ 16:00|128.53899|35.818108
삼성생명|노원펀드신탁창구|펀드신탁창구|서울 노원구 동일로 1395, 1층 (상계동, 상계빌딩)|1588-3114|09:00 ~ 16:00|127.06042|37.653164
삼성생명|분당펀드신탁창구|펀드신탁창구|경기 성남시 분당구 서현로 200, 5층 (서현동, 삼성생명빌딩)|1588-3114|09:00 ~ 16:00|127.12491|37.387337
삼성생명|송파펀드신탁창구|펀드신탁창구|서울 송파구 올림픽로 295, 1층 (신천동, 삼성생명빌딩)|1588-3114|09:00 ~ 16:00|127.10319|37.51492
삼성생명|영등포펀드신탁창구|펀드신탁창구|서울 영등포구 국회대로 559, 1층 (당산동4가, 삼성생명빌딩)|1588-3114|09:00 ~ 16:00|126.89678|37.52835
삼성생명|일산펀드신탁창구|펀드신탁창구|경기 고양시 일산동구 중앙로 1161, 3층 (장항동, 삼성화재빌딩)|1588-3114|09:00 ~ 16:00|126.77812|37.650494
삼성생명|창원펀드신탁창구|펀드신탁창구|경남 창원시 성산구 중앙대로 82, 2층 (상남동, 삼성생명빌딩)|1588-3114|09:00 ~ 16:00|128.6793|35.221752
삼성생명|평촌펀드신탁창구|펀드신탁창구|경기 안양시 동안구 시민대로 181, 1층 (달안동, 삼성생명빌딩)|1588-3114|09:00 ~ 16:00|126.95122|37.391544
삼성생명|인천펀드신탁창구|펀드신탁창구|인천 남동구 인주대로 611, 2층 (구월동, 삼성생명빌딩)|1588-3114|09:00 ~ 16:00|126.70532|37.45019
삼성생명|가회지점|지점|서울 중구 서소문로 88 7층 삼성생명 가회지점 (순화동)|02-737-3305|09:00 ~ 16:00|126.97099|37.56155
삼성생명|간석지점|지점|인천 남구 주안동 302-1번지 삼성생명빌딩 5층 간석지점|032-435-3035|09:00 ~ 16:00|126.68753|37.45766
삼성생명|강남TC지점|지점|서울 강남구 강남대로 358 강남358타워 15층 강남TC지점 (역삼동,강남358타워)|02-508-8379|09:00 ~ 16:00|127.02979|37.495056
삼성생명|강남금융법인지점|지점|서울 강남구 테헤란로 424 17층 강남금융법인지점 (대치동,삼성생명대치타워)|02-3453-2145|09:00 ~ 16:00|127.05347|37.505493
삼성생명|강남리젤지점|지점|서울 강남구 테헤란로 424 18층 강남리젤지점 (대치동,삼성생명대치타워)|02-539-3803|09:00 ~ 16:00|127.05114|37.504917
삼성생명|강남지점|지점|서울 강남구 강남대로 358 15층 삼성생명 강남지점 (역삼동,강남358타워)|02-561-7174|09:00 ~ 16:00|127.02979|37.495056
삼성생명|강릉지점|지점|강원 강릉시 율곡로 2831 6층 강릉지점 (옥천동)|033-645-4293|09:00 ~ 16:00|128.89793|37.75687
삼성생명|강북TC지점|지점|서울 강북구 도봉로 188 3층 (미아동,삼성생명빌딩)|02-987-4112|09:00 ~ 16:00|127.026794|37.625637
삼성생명|강북금융지점|지점|서울 강북구 도봉로 188 3층 강북금융지점 (미아동,삼성생명빌딩)|02-980-0392|09:00 ~ 16:00|127.026794|37.625637
삼성생명|강북삼성지점|지점|서울 강북구 도봉로 188 7층 강북삼성지점 (미아동,삼성생명빌딩)|02-980-0379|09:00 ~ 16:00|127.0268|37.625645
삼성생명|강북스타지점|지점|서울 강북구 도봉로 188 8층 강북스타지점 (미아동,삼성생명빌딩)|02-980-0620|09:00 ~ 16:00|127.0268|37.625645
