NAME|BRANCH|ADDR|TELL|XCODR|YCORD
블랙야크|롯데아울렛기흥|경기 용인시 기흥구 신고매로 124 (고매동) 롯데아울렛 기흥 블랙야크|031-8036-3151|127.120912|37.2253689
블랙야크|롯데아울렛이천|경기 이천시 호법면 단천리  산 48-1 롯데아울렛이천점 1층 블랙야크|031-887-4721|127.398717|37.23697
블랙야크|롯데아울렛파주|경기 파주시 교하읍 문발리 출판문화정보산업단지 104-1|031-960-2717|126.691272|37.718007
블랙야크|롯데안산|경기 안산시 단원구 고잔동  536-2 롯데백화점 안산점 5층 블랙야크|031-412-7949|126.834517|37.317962
블랙야크|롯데일산|경기 고양시 일산동구 장항동  784-1 롯데백화점 일산점 7층 블랙야크|031-909-3765|126.772362|37.660499
블랙야크|롯데중동|경기 부천시 원미구 중동  1140번지 롯데백화점 부천점 4층 블랙야크|032-320-7466|126.775416|37.502684
블랙야크|롯데평촌|경기 안양시 동안구 호계동  1039 롯데백화점 평촌점 4층 블랙야크|031-8086-9486|126.950584|37.390302
블랙야크|세이브존화정|경기 고양시 덕양구 화정동  970 세이브존 화정점 1층 블랙야크|031-972_-6695|126.831378|37.634281
블랙야크|신세계경기|경기 용인시 수지구 죽전동  1285 신세계백화점 경기점 6층 블랙야크|031-695-1717|127.108158|37.325082
블랙야크|신세계아울렛시흥|경기 시흥시 서해안로 699 (정왕동) 신세계아울렛시흥점 블랙야크|031-8072-3418|126.736364|37.379822
블랙야크|신세계아울렛여주|경기도 여주시 명품로 360 신세계프리미엄아울렛 여주점 블랙야크|031-8087-2608|127.61301|37.243041
블랙야크|신세계아울렛파주|경기 파주시 탄현면 법흥리  1790-8 신세계아울렛파주 1층 블랙야크|031-8071-7243|126.696529|37.769333
블랙야크|신세계의정부|경기 의정부시 의정부동  신세계백화점 의정부점 6층 블랙야크|031-8082-0628|127.045909|37.738076
블랙야크|신세계하남|경기 하남시 미사대로 750 (신장동) 신세계백화점 하남점|031-8072-1937|127.223589|37.545437
블랙야크|현대아울렛김포|경기도 김포시 고촌읍 아라육로152번길 100 현대프리미엄아울렛 블랙야크|031-8048-2801|126.783976|37.600347
블랙야크|현대아울렛스페이스원|경기 남양주시 다산순환로 50-22 (다산동) 현대아울렛스페이스원 블랙야크|031-8078-2328|127.152972|37.6152184
블랙야크|현대중동|경기 부천시 원미구 중동 1164 현대백화점 중동점 블랙야크|032-623-2628|126.762165|37.504226
블랙야크|현대킨텍스|경기 고양시 일산서구 호수로 817 (대화동) 현대백화점 킨텍스점 블랙야크|031-822 -3685|126.751197|37.6682829
블랙야크|AK분당|경기 성남시 분당구 서현동  AK백화점 분당점 4층 블랙야크|031-702-1812|127.123205|37.385258
블랙야크|AK수원|경기 수원시 팔달구 매산로1가  AK백화점 수원점 4층 블랙야크|031-240-1904|127.000635|37.265668
블랙야크|AK평택|경기 평택시 평택2로 51 (비전동) 블랙야크|031-646 -6559|127.090452|36.9955081
블랙야크|Enter6동탄|경기 화성시 반송동  96 Enter6 동탄점 1층 블랙야크|031-371-6950|127.068998|37.204585
블랙야크|NC수원터미널|경기 수원시 권선구 경수대로 270 (권선동) NC수원터미널 블랙야크|031-8065-3683|127.020699|37.2501896
블랙야크|NC야탑|경기 성남시 분당구 야탑로81번길 11 (야탑동) NC백화점 야탑점|031-780 -3288|127.127498|37.4103153
블랙야크|NC평택|경기 평택시 경기대로 279 (비전동) NC백화점 평택점 블랙야크|031-657 -5965|127.112504|36.9956621
블랙야크|강원강릉오죽헌상설점|강원 강릉시 동해대로 3298 (죽헌동) 블랙야크|033-643 -8243|128.874252|37.7852854
블랙야크|강원강릉점|강원 강릉시 중앙시장2길 4 (성남동) 1층|033-647-8245|128.899512|37.755545
블랙야크|강원삼척점|강원 삼척시 중앙로 252 (남양동) 블랙야크|033-574 -4320|129.168308|37.4457058
블랙야크|강원속초점|강원 속초시 중앙로 40 (교동) .|033-635-9954|128.591717|38.203666
블랙야크|강원원주시청점|강원 원주시 로아노크로 50 (무실동) 1동 비102호|033-747-6336|127.924914|37.339606
블랙야크|강원원주중앙점|강원 원주시 원일로 84-1 (중앙동) .|033-745-6336|127.950546|37.348603
블랙야크|강원철원점|강원 철원군 동송읍 금학로 185 블랙야크|033-458-4428|127.219682|38.205304
블랙야크|강원춘천명동점|강원 춘천시 금강로 69 (조양동) 블랙야크 춘천명동점|033-241 -4509|127.729261|37.8791264
블랙야크|강원태백점|강원 태백시 황지로 154 (황지동) .|033-552-2013|128.992456|37.172597
블랙야크|강원홍천점|강원 홍천군 홍천읍 무궁화로 97 .|033-434-8848|127.878356|37.686299
블랙야크|AK원주|강원 원주시 단계동  AK백화점 원주점 5층 블랙야크|033-811-5920|127.927747|37.345696
블랙야크|롯데아울렛청주|충북 청주시 흥덕구 비하동  332-1 롯데아울렛청주점 3층 블랙야크|043-717-2956|127.422317|36.644621
블랙야크|충북옥천점|충북 옥천군 옥천읍 삼양로 81-1 블랙야크|043-731 -5909|127.568581|36.300702
블랙야크|충북음성금왕점|충북 음성군 금왕읍 무극로 233 블랙야크|043-883 -7780|127.587649|36.9917498
블랙야크|충북청원점|충북 청주시 서원구 남이면 청남로 1575 0|043-285-1811|127.46001|36.579035
블랙야크|충북청주복대점|충북 청주시 흥덕구 가로수로 1362 (복대동) 0|043-233-3033|127.444564|36.633678
블랙야크|충북청주에버세이브점|충북 청주시 서원구 청남로1936번길 1 (미평동) 0|043-287 -1811|127.481821|36.605731
블랙야크|충북충주모다점|충북 충주시 중원대로 3683 (달천동) 블랙야크|043-724 -2603|127.898156|36.9614809
블랙야크|충북충주점|충북 충주시 국원대로 1-1 (문화동) 블랙야크|043-855 -8767|127.923097|36.9731924
블랙야크|현대충청|충북 청주시 흥덕구 복대동  3380 현대백화점 충청점 4층 블랙야크|043-909-4416|127.426537|36.644681
블랙야크|갤러리아센터시티|충남 천안시 서북구 불당동  갤러리아센터시티 5층 블랙야크|041-522-8892|127.105041|36.800354
블랙야크|롯데아울렛부여|충남 부여군 규암면 합정리  172 롯데아울렛부여 블랙야크|041-435-2671|126.901956|36.306653
블랙야크|신세계아라리오|충남 천안시 동남구 신부동  354-1 신세계백화점 충청점 3층|041-640-5375|127.156634|36.819459
블랙야크|충남공주점|충남 공주시 웅진로 162 (중동) 0|041-855-0513|127.124752|36.454748
블랙야크|충남공주타운점|충남 공주시 장기로 204-4 (송선동) 블랙야크|041-855 -1811|127.161918|36.483355
블랙야크|충남논산점|충남 논산시 계백로 1011 (취암동) 　|041-732 -3969|127.088936|36.204114
블랙야크|충남당진웨스트몰점|충남 당진시 서해로 6271-8 (시곡동) 디동 101,102호|041-970 -3360|126.682285|36.9033069
블랙야크|충남보령점|충남 보령시 터미널길 17 (궁촌동) 블랙야크|041-935-7570|126.593417|36.351186
블랙야크|충남서산점|충남 서산시 안견로 204 (동문동) 　0|041-663 -6649|126.459143|36.780034
블랙야크|충남천안쌍용점|충남 천안시 서북구 쌍용대로 69-1 블랙야크|041-575-4115|127.13215|36.801983
블랙야크|충남태안점|충남 태안군 태안읍 동백로 242 　|041-675 -7999|126.297662|36.750698
블랙야크|충남퍼스트빌리지점|충남 아산시 둔포면 해위안길 127 퍼스트빌리지 별관 블랙야크|041-536 -0776|127.029062|36.8968093
블랙야크|충남행담도모다점|충남 당진시 신평면 서해안고속도로 276 0|041-970 -3512|126.80806|36.944913
블랙야크|충남홍성시티아일랜드점|충남 홍성군 홍성읍 조양로247번길 9 2층 A-203호, 204호 홍성시티아일랜드 블랙야크|041-630 -7411|126.676313|36.6010394
블랙야크|경북경산점|경북 경산시 경안로 231 (중방동) 블랙야크|053-802 -2886|128.73586|35.8281703
블랙야크|경북경주모다점|경북 경주시 천북면 산업로 4930 0|054-620 -7783|129.244234|35.916429
블랙야크|경북구미금오산점|경북 구미시 형곡로 145 (형곡동) 　|054-454 -8980|128.332181|36.108228
블랙야크|경북구미봉곡점|경북 구미시 송선로 408 (선기동) 0|054-453 -8980|128.312914|36.13649
블랙야크|경북김천점|경북 김천시 아포대로 9 (덕곡동) 0|054-435 -4633|128.155206|36.1163048
블랙야크|경북남경주점|경북 경주시 외동읍 산업로 2468-7 블랙야크|054-774 -2570|129.32116|35.731168
블랙야크|경북문경점|경북 문경시 당교로 236-1 (모전동) 블랙야크 문경점|054-556 -3588|128.189054|36.5856916
블랙야크|경북상주점|경북 상주시 상산로 296 (서성동) 0|054-533 -7747|128.159643|36.41728
블랙야크|경북안동점|경북 안동시 육사로 273 (운흥동) 블랙야크|054-857 -9115|128.73443|36.5606379
블랙야크|경북영주점|경북 영주시 중앙로83번길 3 (영주동) 0|054-637 -1122|128.624316|36.822927
블랙야크|경북영천점|경북 영천시 최무선로 126 (오수동) 0|054-338 -0054|128.915886|35.960426
블랙야크|경북왜관점|경북 칠곡군 왜관읍 중앙로 228 0|054-977-0333|128.399443|35.995313
블랙야크|경북포항중앙점|경북 포항시 북구 중앙로 296-1 (상원동) 블랙야크|054-242 -2200|129.36631|36.0392274
블랙야크|경북포항학산점|경북 포항시 북구 해안로 1 (항구동) 블랙야크|054-247-0606|129.372949|36.051692
블랙야크|대구동명점|경북 칠곡군 동명면 경북대로 214 |054-977 -7766|128.555919|35.980386
블랙야크|롯데포항|경북 포항시 북구 학산동  27-9 롯데백화점 포항점 5층 블랙야크|054-230-1590|129.369764|36.049571
블랙야크|칠곡휴게소(상행)-서울|경북 칠곡군 왜관읍  158 칠곡휴게소(상행) 블랙야크|054-972-1810|128.430814|36.011807
블랙야크|칠곡휴게소(하행)-부산|경북 칠곡군 왜관읍 아곡리  159 칠곡휴게소 블랙야크|054-973-1611|128.428262|36.019383
블랙야크|갤러리아진주|경남 진주시 평안동 195 갤러리아백화점 진주점 4층 블랙야크|055-791-1420|128.082536|35.196819
블랙야크|경남거제옥포점|경남 거제시 옥포대첩로 37 (옥포동) 0|055-687-0330|128.691779|34.893937
블랙야크|경남거창점|경남 거창군 거창읍 거열로 122-1 블랙야크|055-943-1810|127.90737|35.688702
블랙야크|경남동마산점|경남 창원시 마산회원구 3.15대로 791 (합성동) 블랙야크|055-293-0648|128.58512|35.242097
블랙야크|경남서창점|경남 양산시 삼호1길 46 (삼호동) 1층|055-383 -1811|129.168955|35.414258
블랙야크|경남신마산점|경남 창원시 마산합포구 해안대로 19 (해운동) 0|055-247 -8246|128.561037|35.180472
블랙야크|경남양산모다점|경남 양산시 중부로 2 (중부동) 0|055-911 -7100|129.027422|35.3390288
블랙야크|경남진영점|경남 김해시 진영읍 진산대로 220 블랙야크|055-346 -1811|128.720338|35.3230129
블랙야크|경남진주정촌점|경남 진주시 정촌면 삼일로95번길 50-19 블랙야크|055-759-0087|128.100518|35.12052
블랙야크|경남진해점|경남 창원시 진해구 해원로 29 (석동) 0|055-541-1811|128.696566|35.157358
블랙야크|경남창원점|경남 창원시 의창구 상남로 252 (신월동) 블랙야크 경남창원점|055-274 -1274|128.691561|35.2334601
블랙야크|경남통영점|경남 통영시 중앙로 315 (무전동) 1층|055-648 -0087|128.42827|34.8585072
블랙야크|롯데마산|경남 창원시 마산합포구 동서동로 18 (신포동2가) 롯데백화점 마산점 블랙야크|055-240_-5465|128.573412|35.20151
블랙야크|롯데아울렛김해|경남 김해시 장유면 장유리  김해관광유통단지 롯데아울렛김해점|055-900-2738|128.829671|35.185075
블랙야크|롯데아울렛진주|경남 진주시 동진로 440 (충무공동) 롯데아울렛진주점 블랙야크|055-791 -2352|128.1397|35.180506
블랙야크|롯데창원|경상남도 창원시 성산구 중앙대로 124 롯데백화점창원점 4층 블랙야크|055-279-3464|128.682208|35.224677
블랙야크|신세계김해|경남 김해시 분성로 174 (외동) 신세계백화점 김해점|055-272 -1861|127.156735|36.820222
블랙야크|신세계마산|경남 창원시 마산합포구 산호동  10-3 신세계백화점 마산점 블랙야크|055-240-1576|128.586486|35.219576
블랙야크|롯데아울렛군산|전북 군산시 조촌로 130 (조촌동) 블랙야크|063-447 -0262|126.739138|35.9764135
블랙야크|롯데전주|전북 전주시 완산구 서신동  971 롯데백화점 전주점 4층 블랙야크|063-289-3488|127.12208|35.834392
블랙야크|전북고창점|전북 고창군 고창읍 중앙로 228-1 블랙야크 고창점|063-561 -4111|126.70041|35.4347734
블랙야크|전북군산나운점|전북 군산시 공단대로 448 (나운동) 101호 블랙야크군산나운점(나운동)|063-471 -7157|126.692919|35.9631119
블랙야크|전북군산수송점|전북 군산시 월명로 281 (수송동) 0|063-467 -7157|126.715226|35.969236
블랙야크|전북김제모다점|전북 김제시 용지면 콩쥐팥쥐로 855 김제모다아울렛 블랙야크|063-540 -9469|126.993229|35.8171775
블랙야크|전북김제점|전북 김제시 동서로 235 (요촌동) 0|063-542 -1211|126.886039|35.798208
블랙야크|전북남원점|전북 남원시 남문로 478-1 (쌍교동) 0|063-632-5347|127.391569|35.414242
블랙야크|전북서전주점|전북 전주시 완산구 유연로 14 (효자동3가) 블랙야크|063-237 -1103|127.088081|35.8217852
블랙야크|전북익산송학점|전북 익산시 오산면 무왕로2길 288 　|063-855 -1811|126.92868|35.945695
블랙야크|전북익산영등점|전북 익산시 무왕로 1107 (영등동) 0|063-835 -1811|126.980304|35.958815
블랙야크|전북익산팔봉점|전북 익산시 무왕로 1487 (팔봉동) 블랙야크|063-843 -7070|127.018066|35.9695994
블랙야크|전북전주고사점|전북 전주시 완산구 전주객사5길 73 (고사동) 블랙야크 전주고사점|063-283 -9301|127.144485|35.8212809
블랙야크|전북전주송천점|전북 전주시 덕진구 시천로 106 (송천동2가) 0|063-255 -1103|127.115282|35.86865
블랙야크|전북전주인후점|전북 전주시 덕진구 안덕원로 276 0|063-271-1811|127.157457|35.836292
블랙야크|전북전주평화점|전북 전주시 완산구 맏내로 159 (평화동2가) 0|063-225 -5949|127.126056|35.793675
블랙야크|전북정읍점|전북 정읍시 남북로 56 (수성동) 0|063-531-5900|126.852481|35.569604
블랙야크|롯데아울렛남악|전남 무안군 삼향읍 남악로162번길 80 롯데아울렛남악 블랙야크|061-801 -2206|126.46453|34.802531
블랙야크|전남고흥점|전남 고흥군 고흥읍 고흥로 1739-1 0|061-835-8000|127.284661|34.607545
블랙야크|전남나주점|전남 나주시 중앙로 61 (성북동) 0|061-332 -7033|126.718718|35.034659
블랙야크|전남남악점|전남 무안군 삼향읍 대죽동로 21 0|061-272-1811|126.463578|34.811618
블랙야크|전남동광양점|전남 광양시 길호3길 1 (중동) 0|061-793-1810|127.699053|34.932148
블랙야크|전남목포역점|전남 목포시 영산로 87 (명륜동) 0|061-247 -3300|126.385565|34.790353
블랙야크|전남목포하당점|전남 목포시 백년대로 383 (옥암동) 0|061-282 -9061|126.428286|34.8078819
블랙야크|전남순천모다점|전남 순천시 해룡면 상성길 70 　|061-902 -8003|127.544522|34.925363
블랙야크|전남순천연향점|전남 순천시 충효로 139 (조례동) 0|061-744 -0800|127.515908|34.951263
블랙야크|전남여수여천점|전남 여수시 망마로 67 (신기동) 　|061-682-2277|127.670148|34.758676
블랙야크|전남여수중앙점|전남 여수시 진남상가길 14-1 (중앙동) 블랙야크|061-666 -0372|127.735361|34.7415646
블랙야크|전남영광점|전남 영광군 영광읍 옥당로 147-2 0|061-351-6111|126.501141|35.275193
블랙야크|전남화순점|전남 화순군 화순읍 중앙로 78 　|061-374 -0078|126.989647|35.0603154
블랙야크|전남LF광양점|전남 광양시 광양읍 순광로 466 A동 305호|061-815 -4800|127.568157|34.963293
블랙야크|NC순천|전남 순천시 조례동  NC백화점 순천점 4층 블랙야크|061-720-5430|127.521122|34.972426
블랙야크|롯데인천터미널|인천 남구 연남로 35 (관교동) 롯데백화점 인천터미널점 블랙야크|032-242 -2455|126.701839|37.4401308
블랙야크|인천계산점|인천 계양구 경명대로 1095 0|032-549-5494|126.728851|37.543564
블랙야크|인천만수점|인천 남동구 백범로161번길 4 (만수동) 0|032-468-7720|126.729732|37.456962
블랙야크|인천모다점|인천 서구 북항로32번안길 50 (원창동) 0|032-288 -7728|126.647675|37.511457
블랙야크|인천부평모다점|인천 부평구 부평문화로 35 (부평동) 4층|032-452 -2466|126.719575|37.4935392
블랙야크|인천부평점|인천 부평구 부평대로 49 (부평동) 00|032-504-6378|126.722293|37.495747
블랙야크|인천송림점|인천 동구 송미로 11-14 (송림동) 00|032-764 -7004|126.647568|37.481674
블랙야크|인천신구월점|인천 남구 인주대로 498 (주안동) 블랙야크|032-439-7720|126.692057|37.450043
블랙야크|인천신포점|인천 중구 개항로 39-2 (내동) 블랙야크|032-765-0443|126.627166|37.472039
블랙야크|인천아이즈빌점|인천 부평구 마장로 489 (청천동) 0|032-270 -2230|126.703493|37.521823
블랙야크|인천LF연수점|인천 연수구 용담로 12 (청학동) 블랙야크|032-717-0511|126.668653|37.420543
블랙야크|현대아울렛송도|인천 연수구 송도국제대로 123 (송도동) 현대아울렛송도 블랙야크|032-727 -2485|126.657917|37.3816291
