INPUT|ID|BRANCH|OLDADDR|NEWADDR|TELL|CAT|XCORD|YCORD|URL|CAR_ENT|WALK_ENT|MENU|TIME
푸르덴셜생명|34581188|푸르덴셜생명 사랑지점|서울특별시 강남구 역삼동 837-12|서울특별시 강남구 강남대로 314 서우빌딩 11층|02-3453-9783|['보험', '생명보험']|127.0312663|37.4913284||[{'rep': True, 'x': 127.0310222, 'y': 37.491443}]|[{'rep': True, 'x': 127.0311143, 'y': 37.4912661}]|None|평일 09:00~18:00 (점심시간12시-1시)
푸르덴셜생명|1091740930|푸르덴셜생명 태양지점|서울특별시 강남구 역삼동 838|서울특별시 강남구 강남대로 298|02-568-0860|['보험', '생명보험']|127.0319184|37.4899216||[{'rep': True, 'x': 127.0319118, 'y': 37.4902023}]|[{'rep': True, 'x': 127.0318827, 'y': 37.4897976}]|None|None
푸르덴셜생명|1552674102|푸르덴셜생명 한얼지점|서울특별시 강남구 역삼동 838|서울특별시 강남구 강남대로 298 푸르덴셜타워 7층|02-312-9722|['보험', '생명보험']|127.0318341|37.4899714|http://www.prudential.co.kr|[{'rep': True, 'x': 127.0319118, 'y': 37.4902023}]|[{'rep': True, 'x': 127.0318827, 'y': 37.4897976}]|None|None
푸르덴셜생명|1168705821|푸르덴셜생명 최강지점|서울특별시 강남구 역삼동  838-1|서울특별시 강남구 강남대로 298|02-2051-9696|['보험', '생명보험']|127.0321155|37.4900375|http://www.prudential.co.kr|[{'rep': True, 'x': 127.0319118, 'y': 37.4902023}]|[{'rep': True, 'x': 127.0318827, 'y': 37.4897976}]|None|None
푸르덴셜생명|1700481262|푸르덴셜생명 명인지점|서울특별시 서초구 서초동 1340-6 남강빌딩 12층|서울특별시 서초구 강남대로 291 남강빌딩 12층|02-587-8232|['보험', '생명보험']|127.0314079|37.4891300|http://www.prudential.co.kr|[{'rep': True, 'x': 127.031477, 'y': 37.488925}]|[{'rep': True, 'x': 127.031515, 'y': 37.489156}]|None|None
푸르덴셜생명|1865759653|푸르덴셜생명 거탑지점|서울특별시 서초구 서초동 1357-10 태우빌딩 동관 3층|서울특별시 서초구 강남대로 285 태우빌딩 동관 3층|02-3412-4251|['보험', '생명보험']|127.0314805|37.4886783||[{'rep': True, 'x': 127.031379, 'y': 37.488831}]|[{'rep': True, 'x': 127.031738, 'y': 37.488699}]|None|None
푸르덴셜생명|34689763|푸르덴셜생명 진성지점|서울특별시 서초구 서초동 1357-10|서울특별시 서초구 강남대로 285 태우빌딩 12층|02-2056-5200|['보험', '생명보험']|127.0315563|37.4887113|http://www.prudential.co.kr|[{'rep': True, 'x': 127.031379, 'y': 37.488831}]|[{'rep': True, 'x': 127.031738, 'y': 37.488699}]|None|None
푸르덴셜생명|1450686031|푸르덴셜생명 태광지점|서울특별시 서초구 서초동 1357-10 태우빌딩 동관 8층|서울특별시 서초구 강남대로 285 태우빌딩 동관 8층|02-598-7310|['보험', '생명보험']|127.0314805|37.4886783||[{'rep': True, 'x': 127.031379, 'y': 37.488831}]|[{'rep': True, 'x': 127.031738, 'y': 37.488699}]|None|None
푸르덴셜생명|34573493|푸르덴셜생명 가온지점|서울특별시 강남구 역삼동 838|서울특별시 강남구 강남대로 298 푸르덴셜타워 7층|02-561-5997|['보험', '생명보험']|127.0321155|37.4900376|https://www.prudential.co.kr|[{'rep': True, 'x': 127.0319118, 'y': 37.4902023}]|[{'rep': True, 'x': 127.0318827, 'y': 37.4897976}]|None|None
푸르덴셜생명|1616702244|푸르덴셜생명 부강지점|서울특별시 서초구 서초동 1357-10 태우빌딩 동관 4층|서울특별시 서초구 강남대로 285 태우빌딩 동관 4층|02-3452-0092|['보험', '생명보험']|127.0314805|37.4886783||[{'rep': True, 'x': 127.031379, 'y': 37.488831}]|[{'rep': True, 'x': 127.031738, 'y': 37.488699}]|None|None
푸르덴셜생명|1009081956|푸르덴셜생명 정담지점|서울특별시 서초구 서초동 1357-10 태우빌딩 동관 13층|서울특별시 서초구 강남대로 285 태우빌딩 동관 13층|02-564-4771|['보험', '생명보험']|127.0315987|37.4887152||[{'rep': True, 'x': 127.031379, 'y': 37.488831}]|[{'rep': True, 'x': 127.031738, 'y': 37.488699}]|None|평일 09:00~18:00
푸르덴셜생명|1992760870|푸르덴셜생명 대한지점|서울특별시 강남구 역삼동 838 푸르덴셜타워 10층|서울특별시 강남구 강남대로 298 푸르덴셜타워 10층|02-3453-8960|['보험', '생명보험']|127.0319184|37.4899216||[{'rep': True, 'x': 127.0319118, 'y': 37.4902023}]|[{'rep': True, 'x': 127.0318827, 'y': 37.4897976}]|None|None
푸르덴셜생명|1138402036|푸르덴셜생명 승리지점|서울특별시 서초구 서초동 1340-6 남강빌딩 4층|서울특별시 서초구 강남대로 291 남강빌딩 4층|02-2051-7050|['보험', '생명보험']|127.0314079|37.4891300||[{'rep': True, 'x': 127.031477, 'y': 37.488925}]|[{'rep': True, 'x': 127.031515, 'y': 37.489156}]|None|None
푸르덴셜생명|1087051568|푸르덴셜생명 반석지점|서울특별시 서초구 서초동 1357-10 태우빌딩 동관 6층|서울특별시 서초구 강남대로 285 태우빌딩 동관 6층|02-556-4713|['보험', '생명보험']|127.0314805|37.4886783||[{'rep': True, 'x': 127.031379, 'y': 37.488831}]|[{'rep': True, 'x': 127.031738, 'y': 37.488699}]|None|None
푸르덴셜생명|34589923|푸르덴셜생명 초원지점|서울특별시 서초구 서초동 1340-6 , 남강빌딩 12층|서울특별시 서초구 강남대로 291 , 남강빌딩 12층|02-3452-0092|['보험', '생명보험']|127.0314068|37.4891386|http://www.prudential.co.kr|[{'rep': True, 'x': 127.031477, 'y': 37.488925}]|[{'rep': True, 'x': 127.031515, 'y': 37.489156}]|None|None
푸르덴셜생명|1050574727|푸르덴셜생명 빅스타지점|서울특별시 강남구 역삼동 838 푸르덴셜타워 13층|서울특별시 강남구 강남대로 298 푸르덴셜타워 13층|02-568-0860|['보험', '생명보험']|127.0319184|37.4899216||[{'rep': True, 'x': 127.0319118, 'y': 37.4902023}]|[{'rep': True, 'x': 127.0318827, 'y': 37.4897976}]|None|None
푸르덴셜생명|1878000286|푸르덴셜생명 Life지점|서울특별시 강남구 역삼동 837-12 서우빌딩 13층|서울특별시 강남구 강남대로 314 서우빌딩 13층|02-756-1003|['보험', '생명보험']|127.0312663|37.4913284|http://www.prudential.co.kr|[{'rep': True, 'x': 127.0310222, 'y': 37.491443}]|[{'rep': True, 'x': 127.0311143, 'y': 37.4912661}]|None|None
푸르덴셜생명|1266786441|푸르덴셜생명 다성지점|서울특별시 서초구 서초동 1357-10 태우빌딩 동관 5층|서울특별시 서초구 강남대로 285 태우빌딩 동관 5층|02-2226-9363|['보험', '생명보험']|127.0314805|37.4886783||[{'rep': True, 'x': 127.031379, 'y': 37.488831}]|[{'rep': True, 'x': 127.031738, 'y': 37.488699}]|None|None
푸르덴셜생명|1643083553|푸르덴셜생명 대산지점|서울특별시 강남구 역삼동 838 푸르덴셜타워 10층|서울특별시 강남구 강남대로 298 푸르덴셜타워 10층|02-508-2744|['보험', '생명보험']|127.0319184|37.4899216||[{'rep': True, 'x': 127.0319118, 'y': 37.4902023}]|[{'rep': True, 'x': 127.0318827, 'y': 37.4897976}]|None|None
푸르덴셜생명|1004442914|푸르덴셜생명 성원지점|서울특별시 강남구 역삼동 837-12 서우빌딩 14층|서울특별시 강남구 강남대로 314 서우빌딩 14층|02-597-4019|['보험', '생명보험']|127.0312708|37.4913283||[{'rep': True, 'x': 127.0310222, 'y': 37.491443}]|[{'rep': True, 'x': 127.0311143, 'y': 37.4912661}]|None|None
푸르덴셜생명|1923156924|푸르덴셜생명 다산지점|서울특별시 강남구 역삼동 838 푸르덴셜타워 10층|서울특별시 강남구 강남대로 298 푸르덴셜타워 10층|02-508-2744|['보험', '생명보험']|127.0318379|37.4899608|https://www.prudential.co.kr|[{'rep': True, 'x': 127.0319118, 'y': 37.4902023}]|[{'rep': True, 'x': 127.0318827, 'y': 37.4897976}]|None|None
푸르덴셜생명|1294667440|푸르덴셜생명 이룸지점|서울특별시 강남구 역삼동 838 푸르덴셜타워 13층|서울특별시 강남구 강남대로 298 푸르덴셜타워 13층|02-568-0860|['보험', '생명보험']|127.0319184|37.4899216||[{'rep': True, 'x': 127.0319118, 'y': 37.4902023}]|[{'rep': True, 'x': 127.0318827, 'y': 37.4897976}]|None|None
푸르덴셜생명|1688631053|푸르덴셜생명 해솔지점|서울특별시 강남구 역삼동 838 푸르덴셜타워 13층|서울특별시 강남구 강남대로 298 푸르덴셜타워 13층|02-568-0860|['보험', '생명보험']|127.0319184|37.4899216||[{'rep': True, 'x': 127.0319118, 'y': 37.4902023}]|[{'rep': True, 'x': 127.0318827, 'y': 37.4897976}]|None|None
푸르덴셜생명|1953845881|푸르덴셜생명 정진지점|서울특별시 강남구 역삼동 838 푸르덴셜타워 13층|서울특별시 강남구 강남대로 298 푸르덴셜타워 13층|02-568-0860|['보험', '생명보험']|127.0319184|37.4899216||[{'rep': True, 'x': 127.0319118, 'y': 37.4902023}]|[{'rep': True, 'x': 127.0318827, 'y': 37.4897976}]|None|None
푸르덴셜생명|1198547757|푸르덴셜생명 한별지점|서울특별시 중구 소공동 50 OCI빌딩 3층|서울특별시 중구 소공로 94 OCI빌딩 3층|02-734-4859|['보험', '생명보험']|126.9804480|37.5633897|http://www.prudential.co.kr|[{'rep': True, 'x': 126.9805858, 'y': 37.5629988}]|[{'rep': True, 'x': 126.9802529, 'y': 37.5632004}]|None|None
푸르덴셜생명|1569181702|푸르덴셜생명 여의도지점|서울특별시 영등포구 여의도동 27-3 하나투자금융빌딩 11층|서울특별시 영등포구 의사당대로 82 하나투자금융빌딩 11층|02-786-4858|['보험', '생명보험']|126.9218358|37.5226609||[{'rep': True, 'x': 126.9220625, 'y': 37.523075}, {'rep': False, 'x': 126.9215532, 'y': 37.5221652}]|[{'rep': True, 'x': 126.9220625, 'y': 37.523075}]|None|월요일 09:00~16:00 | 화요일 09:00~16:00 | 수요일 09:00~16:00 | 목요일 09:00~16:00 | 금요일 09:00~16:00 | 평일 09:00~16:00 | 평일 12:00~13:00 점심시간
푸르덴셜생명|20066438|푸르덴셜생명홍보역사관|서울특별시 강남구 역삼동 838|서울특별시 강남구 강남대로 298||['문화,예술', '전시관']|127.0319215|37.4899490||[{'rep': True, 'x': 127.0319118, 'y': 37.4902023}]|[{'rep': True, 'x': 127.0318827, 'y': 37.4897976}]|None|None
푸르덴셜생명|1047345342|푸르덴셜생명 정예지점|경기도 성남시 분당구 수내동 22-2 후너스빌딩 4층|경기도 성남시 분당구 백현로 93 후너스빌딩 4층|031-712-1150|['보험', '생명보험']|127.1110583|37.3770920||[{'rep': True, 'x': 127.111276, 'y': 37.3772682}]|[{'rep': True, 'x': 127.1109331, 'y': 37.3769255}]|None|None
푸르덴셜생명|1836500893|푸르덴셜생명 새론지점|서울특별시 영등포구 여의도동 23-6 오투타워 7층|서울특별시 영등포구 의사당대로 83 오투타워 7층|02-786-1981|['보험', '생명보험']|126.9234407|37.5233663||[{'rep': True, 'x': 126.923842, 'y': 37.52319}, {'rep': False, 'x': 126.9230981, 'y': 37.5235217}]|[{'rep': True, 'x': 126.923842, 'y': 37.52319}, {'rep': False, 'x': 126.9230981, 'y': 37.5235217}]|None|평일 09:00~16:00
푸르덴셜생명|1599298964|푸르덴셜생명 대운지점|경기도 성남시 분당구 수내동 22-2 후너스빌딩 4층|경기도 성남시 분당구 백현로 93 후너스빌딩 4층|031-707-9111|['보험', '생명보험']|127.1110583|37.3770920||[{'rep': True, 'x': 127.111276, 'y': 37.3772682}]|[{'rep': True, 'x': 127.1109331, 'y': 37.3769255}]|None|None
푸르덴셜생명|1601139308|푸르덴셜생명 수원지점|경기도 수원시 영통구 하동  986-2|경기도 수원시 영통구 광교중앙로248번길 95-5 용현법조타워 7층|031-211-1950|['보험', '생명보험']|127.0682587|37.2919011||[{'rep': True, 'x': 127.068332, 'y': 37.291917}]|[{'rep': True, 'x': 127.068332, 'y': 37.291917}]|None|None
푸르덴셜생명|34581217|푸르덴셜생명 스타지점|경기도 수원시 팔달구 인계동 1124|경기도 수원시 팔달구 권광로 178 한국교직원공제회관 경기회관 10층|031-221-1701|['보험', '생명보험']|127.0331036|37.2633644||[{'rep': True, 'x': 127.0334804, 'y': 37.2633607}]|[{'rep': True, 'x': 127.032721, 'y': 37.2633748}]|None|None
푸르덴셜생명|1671462833|푸르덴셜생명 미추홀지점|인천광역시 부평구 부평동 203-14 부평사옥 8층|인천광역시 부평구 부평대로 60 부평사옥 8층|032-361-6480|['보험', '생명보험']|126.7229673|37.4967522||[{'rep': True, 'x': 126.7231594, 'y': 37.4970016}]|[{'rep': True, 'x': 126.7227416, 'y': 37.4967055}]|None|None
푸르덴셜생명|1142334383|푸르덴셜생명 믿음지점|인천광역시 부평구 부평동 203-14 부평사옥 8층|인천광역시 부평구 부평대로 60 부평사옥 8층|032-361-6480|['보험', '생명보험']|126.7229673|37.4967522||[{'rep': True, 'x': 126.7231594, 'y': 37.4970016}]|[{'rep': True, 'x': 126.7227416, 'y': 37.4967055}]|None|None
푸르덴셜생명|1143994251|푸르덴셜생명 송도지점|인천광역시 부평구 부평동 203-14 부평사옥 8층|인천광역시 부평구 부평대로 60 부평사옥 8층|032-361-6480|['보험', '생명보험']|126.7229673|37.4967522||[{'rep': True, 'x': 126.7231594, 'y': 37.4970016}]|[{'rep': True, 'x': 126.7227416, 'y': 37.4967055}]|None|None
푸르덴셜생명|1283631307|푸르덴셜생명 분당지점|경기도 성남시 분당구 수내동 22-2|경기도 성남시 분당구 백현로 93|031-711-8994|['금융,보험', '생명보험']|127.1110583|37.3770920||[{'rep': True, 'x': 127.111276, 'y': 37.3772682}]|[{'rep': True, 'x': 127.1109331, 'y': 37.3769255}]|None|None
푸르덴셜생명|34689575|푸르덴셜생명 비전지점|부산광역시 연제구 거제동 76-2 국제신문빌딩 14층|부산광역시 연제구 중앙대로 1217 14층|051-631-8017|['보험', '생명보험']|129.0793344|35.1960602||[{'rep': True, 'x': 129.079767, 'y': 35.195751}, {'rep': False, 'x': 129.079086, 'y': 35.196194}]|[{'rep': True, 'x': 129.079731, 'y': 35.196013}, {'rep': False, 'x': 129.079086, 'y': 35.196194}]|None|None
푸르덴셜생명|34490345|푸르덴셜생명 광주지점|광주광역시 서구 치평동 1251-2|광주광역시 서구 상무중앙로 44 오션3빌딩 8층 푸르덴셜생명 광주지점|062-514-5755|['보험', '생명보험']|126.8489164|35.1508624|http://www.prudential.co.kr|[{'rep': True, 'x': 126.84912, 'y': 35.150779}]|[{'rep': True, 'x': 126.848676, 'y': 35.150935}]|None|None
푸르덴셜생명|1878006959|푸르덴셜생명 황금지점|대구광역시 수성구 범어동 41-3 7층|대구광역시 수성구 달구벌대로 2397 7층|053-754-1366|['보험', '생명보험']|128.6248173|35.8596459||[{'rep': True, 'x': 128.6248818, 'y': 35.8594792}]|[{'rep': True, 'x': 128.6248818, 'y': 35.8594792}]|None|None
푸르덴셜생명|1023064805|푸르덴셜생명 울산지점|울산광역시 남구 달동 1248-4 동양생명보험빌딩 8층|울산광역시 남구 삼산로 212 동양생명보험빌딩 8층|052-265-3755|['보험', '생명보험']|129.3302806|35.5376186||[{'rep': True, 'x': 129.3302753, 'y': 35.5373554}]|[{'rep': True, 'x': 129.3302209, 'y': 35.537788}]|None|평일 09:00~17:00
푸르덴셜생명|34582316|푸르덴셜생명 중앙지점|경상남도 창원시 성산구 상남동 74-6 신텍타워 5층|경상남도 창원시 성산구 중앙대로 64 신텍타워|055-264-5656|['보험', '생명보험']|128.6782081|35.2204354||[{'rep': True, 'x': 128.678654, 'y': 35.2203191}]|[{'rep': True, 'x': 128.6780313, 'y': 35.2203688}]|None|None
푸르덴셜생명|34787049|푸르덴셜생명 세계지점|대구광역시 수성구 범어동 190-2 현대증권빌딩 5층|대구광역시 수성구 달구벌대로 2418|053-341-3311|['보험', '생명보험']|128.6271334|35.8582609||[{'rep': True, 'x': 128.62721, 'y': 35.8580799}]|[{'rep': True, 'x': 128.6268934, 'y': 35.85841}]|None|None
푸르덴셜생명|1436064453|푸르덴셜생명 푸른지점|대구광역시 수성구 범어동 190-5|대구광역시 수성구 달구벌대로 2424 5층|053-473-7999|['보험', '생명보험']|128.6274936|35.8583749|http://www.prudential.co.kr|[{'rep': False, 'x': 128.6275915, 'y': 35.8587128}]|[{'rep': True, 'x': 128.6274203, 'y': 35.8586602}]|None|None
푸르덴셜생명|1738646062|푸르덴셜생명 다안지점|대전광역시 서구 둔산동 931 대전캐피탈타워 18층|대전광역시 서구 한밭대로 797 대전캐피탈타워 18층|042-471-8850|['보험', '생명보험']|127.3874246|36.3582783||[{'rep': True, 'x': 127.387482, 'y': 36.358658}]|[{'rep': True, 'x': 127.38763, 'y': 36.357969}]|None|None
푸르덴셜생명|1305988206|푸르덴셜생명 미래지점|부산광역시 해운대구 우동 1468|부산광역시 해운대구 센텀서로 30 KNN타워 3층|051-742-3883|['보험', '생명보험']|129.1284181|35.1720633|http://www.prudential.co.kr|[{'rep': True, 'x': 129.1282221, 'y': 35.1726295}]|[{'rep': True, 'x': 129.1281057, 'y': 35.1717744}]|None|None
푸르덴셜생명|34818526|푸르덴셜생명 동대구점|대구광역시 수성구 범어동 190-2 현대증권빌딩 6층|대구광역시 수성구 달구벌대로 2418|053-754-0020|['보험', '생명보험']|128.6271334|35.8582609||[{'rep': True, 'x': 128.62721, 'y': 35.8580799}]|[{'rep': True, 'x': 128.6268934, 'y': 35.85841}]|None|None
푸르덴셜생명|1145334622|푸르덴셜생명 미소지점|대구광역시 수성구 범어동 41-3|대구광역시 수성구 달구벌대로 2397 7층 푸르덴셜생명 미소지점|053-756-8640|['보험', '생명보험']|128.6248173|35.8596459||[{'rep': True, 'x': 128.6249263, 'y': 35.8594512}]|[{'rep': True, 'x': 128.6249263, 'y': 35.8594512}]|None|None
푸르덴셜생명|1880621301|푸르덴셜생명 신제주지점|제주특별자치도 제주시 노형동 1294-5 현대해상빌딩 8층|제주특별자치도 제주시 도령로 33 현대해상빌딩 8층|064-743-7660|['보험', '생명보험']|126.4823670|33.4881007||[{'rep': True, 'x': 126.482336, 'y': 33.488283}]|[{'rep': True, 'x': 126.4824327, 'y': 33.4879134}]|None|None
푸르덴셜생명|37629985|푸르덴셜생명 정명지점|광주광역시 서구 치평동 1213|광주광역시 서구 상무중앙로 110 우체국보험광주회관 12층|062-384-6933|['보험', '생명보험']|126.8489241|35.1567666||[{'rep': True, 'x': 126.8493027, 'y': 35.1566377}]|[{'rep': True, 'x': 126.8486431, 'y': 35.1568904}]|None|None
푸르덴셜생명|1656682612|푸르덴셜생명 한빛지점|부산광역시 해운대구 우동 1516 센텀타워메디컬 6층|부산광역시 해운대구 센텀2로 20 센텀타워메디컬 6층|051-743-1400|['보험', '생명보험']|129.1320258|35.1671978||[{'rep': True, 'x': 129.1320803, 'y': 35.1674521}]|[{'rep': True, 'x': 129.1320803, 'y': 35.1674521}]|None|None
푸르덴셜생명|1479501713|푸르덴셜생명 경북지점|대구광역시 수성구 범어동 41-3 KB손해보험대구빌딩 14층|대구광역시 수성구 달구벌대로 2397 KB손해보험대구빌딩 14층|053-741-1060|['보험', '생명보험']|128.6248177|35.8596502||[{'rep': True, 'x': 128.6248818, 'y': 35.8594792}]|[{'rep': True, 'x': 128.6248818, 'y': 35.8594792}]|None|None
푸르덴셜생명|1949776609|푸르덴셜생명 리딩지점|부산광역시 해운대구 우동 1516 센텀타워메디컬 12층|부산광역시 해운대구 센텀2로 20 센텀타워메디컬 12층|051-746-7140|['보험', '생명보험']|129.1320258|35.1671978||[{'rep': True, 'x': 129.1320803, 'y': 35.1674521}]|[{'rep': True, 'x': 129.1320803, 'y': 35.1674521}]|None|None
푸르덴셜생명|1888834488|푸르덴셜생명 도담지점|대구광역시 수성구 범어동 41-3 KB손해보험대구빌딩 12층|대구광역시 수성구 달구벌대로 2397 KB손해보험대구빌딩 12층|053-753-0570|['보험', '생명보험']|128.6248177|35.8596502||[{'rep': True, 'x': 128.6248818, 'y': 35.8594792}]|[{'rep': True, 'x': 128.6248818, 'y': 35.8594792}]|None|None
푸르덴셜생명|1170706462|푸르덴셜생명 한마음지점|대구광역시 수성구 범어동 41-3 KB손해보험대구빌딩 12층|대구광역시 수성구 달구벌대로 2397 KB손해보험대구빌딩 12층|053-756-7356|['보험', '생명보험']|128.6248177|35.8596502||[{'rep': True, 'x': 128.6248818, 'y': 35.8594792}]|[{'rep': True, 'x': 128.6248818, 'y': 35.8594792}]|None|None
푸르덴셜생명|1658384339|푸르덴셜생명 범어지점|대구광역시 수성구 범어동 41-3 KB손해보험대구빌딩 12층|대구광역시 수성구 달구벌대로 2397 KB손해보험대구빌딩 12층|053-756-7360|['보험', '생명보험']|128.6248177|35.8596502||[{'rep': True, 'x': 128.6248818, 'y': 35.8594792}]|[{'rep': True, 'x': 128.6248818, 'y': 35.8594792}]|None|None
푸르덴셜생명|1411189678|푸르덴셜생명 태산지점|광주광역시 서구 치평동 1251-2 오션3빌딩 8층|광주광역시 서구 상무중앙로 44 오션3빌딩 8층|062-514-5755|['보험', '생명보험']|126.8489164|35.1508624||[{'rep': True, 'x': 126.84912, 'y': 35.150779}]|[{'rep': True, 'x': 126.848676, 'y': 35.150935}]|None|None
푸르덴셜생명|1186640437|푸르덴셜생명 경성지점|부산광역시 해운대구 우동 1516 센텀타워메디컬 6층|부산광역시 해운대구 센텀2로 20 센텀타워메디컬 6층|051-631-8301|['보험', '생명보험']|129.1320258|35.1671978||[{'rep': True, 'x': 129.1320803, 'y': 35.1674521}]|[{'rep': True, 'x': 129.1320803, 'y': 35.1674521}]|None|None
푸르덴셜생명|1291427699|푸르덴셜생명 전주지점|전라북도 전주시 완산구 효자동3가 1525-1 로자벨시티 3층|전라북도 전주시 완산구 효자로 194 로자벨시티 3층|063-272-0072|['금융,보험', '생명보험']|127.1064722|35.8186420||[{'rep': True, 'x': 127.1067579, 'y': 35.8184544}]|[{'rep': True, 'x': 127.1063884, 'y': 35.8189087}, {'rep': False, 'x': 127.1061111, 'y': 35.8185786}]|None|None
푸르덴셜생명|1646226176|푸르덴셜생명 대전지점|대전광역시 서구 둔산동 931|대전광역시 서구 한밭대로 797|042-472-0466|['금융,보험', '생명보험']|127.3876679|36.3583314||[{'rep': True, 'x': 127.387482, 'y': 36.358658}]|[{'rep': True, 'x': 127.38763, 'y': 36.357969}]|None|None
푸르덴셜생명|1718510785|푸르덴셜생명 부산지점|부산광역시 해운대구 우동 1516|부산광역시 해운대구 센텀2로 20|051-746-7140|['금융,보험', '생명보험']|129.1320252|35.1672161||[{'rep': True, 'x': 129.1320803, 'y': 35.1674521}]|[{'rep': True, 'x': 129.1320803, 'y': 35.1674521}]|None|None
푸르덴셜생명|1925734360|푸르덴셜생명 제주지점|제주특별자치도 제주시 노형동 1294-5|제주특별자치도 제주시 도령로 33|064-743-7660|['금융,보험', '생명보험']|126.4824260|33.4881208||[{'rep': True, 'x': 126.482336, 'y': 33.488283}]|[{'rep': True, 'x': 126.4824327, 'y': 33.4879134}]|None|None
