CODE|NAME|BRANCH|ADDR|TELL|XCORD|YCORD|CLOSEDATE1|CLOSEDATE2|CLOSEDATE3|CLOSEDATE4|TIME
11023|GS THE FRESH|과천8점|경기도 과천시 별양로 180 남서울상가 101호|02-502-5460|126.99996812|37.43469928|01월 12일|01월 26일|||10:00-22:30
11211|GS THE FRESH|관악난향점|서울 관악구 난곡로 50(신림동 1735-8)|02-864-5656|126.92007009|37.46050532|01월 09일|01월 23일|||10:00-22:30
11039|GS THE FRESH|관악점|서울 관악구 쑥고개로 111(청룡동 1567-1)|02-873-0637~8|126.94909582|37.47920258|01월 09일|01월 23일|||10:00-24:00
11277|GS THE FRESH|관악청림점|서울 관악구 청림6길 3, 110,114호(봉천동 1717-3, 관악푸르지오1단지아파트)|028776661|126.96071883|37.4873608|01월 09일|01월 23일|||10:00-22:00
13179|GS THE FRESH|관저북로점|대전 서구 관저북로 21(관저동 1755)|042-543-8911|127.33673355|36.30372359|01월 09일|01월 23일|||10:00-23:00
13239|GS THE FRESH|광교신대점|경기 용인시 수지구 광교마을로 54, SB타운1층(상현동 1132)|031-8019-9504|127.0706262|37.29825808|01월 09일|01월 23일|||10:00-23:00
11301|GS THE FRESH|광나루점|서울 광진구 아차산로 552, 광장극동아파트 극동아파트상가지하1층(광장동 218-1)|02-447-3433|127.1023485|37.54299073|01월 09일|01월 23일|||
11293|GS THE FRESH|광명데시앙점|경기 광명시 양지로 7, 유-플래닛광명역데시앙 판매시설A동지하1층103호(일직동 512)|02-897-0944|126.88139204|37.41782306|01월 09일|01월 23일|||09:00-22:00
13077|GS THE FRESH|광명점|경기 광명시 도덕로 33(광명동 739-8~9번지 1층|02-2685-4589|126.85169526|37.46863687|01월 09일|01월 23일|||10:00-23:00
12086|GS THE FRESH|광양금호점|전남 광양시 금호로 26, GS수퍼광양금호점(금호동 624-24)|0617958322|127.7220817|34.93525478|01월 09일|01월 23일|||10:00-23:00
13349|GS THE FRESH|광주역동점|경기 광주시 순암로36번길 61, 이편한세상광주역4단지 417동(역동 246)|0317980432|127.24744622|37.39961668|01월 09일|01월 23일|||10:00-23:00
11106|GS THE FRESH|광진화양점|서울 광진구 능동로13길 39(화양동 10-1)|02-469-1333~4|127.06979517|37.54364884|01월 09일|01월 23일|||10:00-23:00
11060|GS THE FRESH|구갈점|경기 용인시 기흥구 관곡로64번길 18(구갈동 351-1)|031-275-1977|127.11264668|37.2815139|01월 09일|01월 23일|||10:00-23:00
11263|GS THE FRESH|구리갈매점|경기 구리시 갈매중앙로 16, 구리갈매푸르지오아파트 푸르지오상가GS수퍼마켓(갈매동)|0315758425|127.11479976|37.62683713|01월 12일|01월 26일|||10:00-23:00
12038|GS THE FRESH|구미구평점|경북 구미시 인동36길 23-7(구평동 451-1)|054-474-5733|128.43271248|36.09269114|01월 09일|01월 23일|||10:00-23:00
14050|GS THE FRESH|구미신당점|경북 구미시 산동면 신당3로 16, 109호(신당리 1383, 우미린센트럴파크)|0544713577|128.43287112|36.15802514|01월 09일|01월 23일|||09:00-23:00
14015|GS THE FRESH|구미인덕점|경북 구미시 산동면 신당인덕3로 1, 2동 101~104호(인덕리, 우미린풀하우스상가)|0544720678|128.43802263|36.16304459|01월 09일|01월 23일|||9:00-23:00
11076|GS THE FRESH|구월점|인천 남동구 구월로 212, 지하1층(구월2동 23, 힐캐슬프라자)|032-710-5300|126.7142321|37.45604815|01월 09일|01월 23일|||10:00-22:00
12008|GS THE FRESH|구포점|부산 북구 낙동대로1780번길 106(구포1동 654-11)|051-342-1114|129.0033988|35.20560249|01월 09일|01월 23일|||10:00-23:00
11097|GS THE FRESH|군산나운점|전북 군산시 수송로 50(나운2동 486-1)|063-734-3004|126.70139379|35.96621958|01월 09일|01월 23일|||10:00-23:00
13242|GS THE FRESH|군포고산점|경기 군포시 고산로151번길 28, LG프라자(당정동 988-1)|031-477-6722|126.95599621|37.34628492|01월 09일|01월 23일|||10:00-23:00
13028|GS THE FRESH|군포당동점|경기 군포시 용호2로 33(당동 874-2)|031-398-3519|126.94221064|37.34341419|01월 09일|01월 23일|||10:00-23:00
11162|GS THE FRESH|군포당정점|경기 군포시 한세로12번길 25(당정동 1004-1)|031-451-3033|126.9505295|37.34414606|01월 09일|01월 23일|||10:00-23:00
11300|GS THE FRESH|군포오금점|경기 군포시 광정로 25-57,율곡아파트 중심상가 지하(금정동 876)|031-399-1118|126.93102059|37.35416249|01월 09일|01월 23일|||
11304|GS THE FRESH|권선아이파크점|경기 수원시 권선구 동수원로177번길 40, 수원아이파크시티8단지 109호(권선동1364)|02|127.02921444|37.24686994|01월 09일|01월 23일|||
13193|GS THE FRESH|기흥역점|경기 용인시 기흥구 기흥역로58번길 10, 기흥역센트럴푸르지오 3동B110,112호(구갈동 234-2)|031-281-4758|127.11985031|37.27396244|01월 09일|01월 23일|||10:00-23:00
13363|GS THE FRESH|기흥효성점|경기 용인시 기흥구 덕영대로2077번길 33,기흥효성해링턴플레이스 106호(영덕동1267)|031-283-1272|127.09704004|37.26541949|01월 09일|01월 23일|||10:00-23:00
13089|GS THE FRESH|길음뉴타운점|서울 성북구 길음로 33, 길음뉴타운 길음뉴타운제상가비동제지2층2호5호(길음동 1284, 길음뉴타운)|02-6053-1252|127.02181641|37.60582057|01월 09일|01월 23일|||10:00-23:00
11168|GS THE FRESH|김포감정점|경기 김포시 봉화로181번길 31-14, GS수퍼마켓김포감정점(감정동 676, 한국아파트)|031-996-5444|126.70093017|37.62617785|01월 12일|01월 26일|||09:00-23:00
13231|GS THE FRESH|김포고촌점|경기 김포시 고촌읍 태리로 236, 캐슬앤파밀리에시티1단지 1단지제401동111호114호(신곡리 923-2)|0319822532|126.75833548|37.59457557|01월 12일|01월 26일|||10:00-23:00
11186|GS THE FRESH|김포사우점|경기 김포시 돌문로 43(사우동 237-2)|03198316913|126.71775424|37.61883844|01월 12일|01월 26일|||10:00-23:00
13249|GS THE FRESH|김포장기점|경기도 김포시 김포한강2로 222,101~106호|03180499100|126.6607657|37.64542474|01월 12일|01월 26일|||09:00-23:00
13215|GS THE FRESH|김포풍무점|경기 김포시 풍무로68번길 44, 109,112호(풍무동)|031-984-1258|126.72641647|37.60042542|01월 12일|01월 26일|||10:00-23:00
11253|GS THE FRESH|김포한강자이점|경기 김포시 태장로 845, 1동 B107호(장기동 2128-1, 한강센트럴자이1단지)|0319978915|126.67570887|37.63472732|01월 12일|01월 26일|||10:00-23:00
13381|GS THE FRESH|김포향산점|경기 김포시 고촌읍 상미1로 7, 힐스테이트리버시티2단지 근린b122호(향산리 83-1)|0319986381|126.74832238|37.61976135|01월 12일|01월 26일|||10:00-23:00
14036|GS THE FRESH|김해내동점|경남 김해시 평전로 205, B동 102,110호(내동 121-7, 홍익아파트)|0553373511|128.86416254|35.24691473|01월 09일|01월 23일|||10:00-23:00
12090|GS THE FRESH|김해외동점|경남 김해시 외동 1096-3번지 GS수퍼마켓김해외동점|0553385254|128.8497452|35.22996235|01월 09일|01월 23일|||10:00-23:00
11092|GS THE FRESH|낙성대점|서울 관악구 봉천로 576,  상가 1층 101호(낙성대동 1629-2, 동아타운아파트)|02-2039-8215|126.96122483|37.47694908|01월 09일|01월 23일|||10:00-24:00
13246|GS THE FRESH|남가좌디엠씨점|서울 서대문구 거북골로 100, 래미안루센티아 제상가동제지3층제32호35호(남가좌동 390)|02-373-9993|126.91836247|37.57576028|01월 09일|01월 23일|||10:00-23:00
13149|GS THE FRESH|남산타운점|서울 중구 다산로 32, 제스포츠센터동1층(신당동 844, 남산타운)|0222560003|127.00856112|37.54808832|01월 09일|01월 23일|||10:00-23:00
11305|GS THE FRESH|남양주금곡점|경기 남양주시 진접읍 해밀예당3로 50(금곡리 1096-2)|031-574-9784|127.19860047|37.71423324|01월 12일|01월 26일|||
13382|GS THE FRESH|남양주묵현점|경기 남양주시 화도읍 비룡로 180,두산트레지움단지상가110~117호(묵현리)|0315928870|127.30270412|37.66772531|01월 12일|01월 26일|||10:00-23:00
11238|GS THE FRESH|남양주별내점|경기 남양주시 별내5로5번길 8(별내동, 지상1층~3층)|031-574-8515|127.113459|37.65005587|01월 12일|01월 26일|||10:00-23:00
13082|GS THE FRESH|노원월계점|서울 노원구 마들로 31, 그랑빌아파트 주상가동제지하1층101호(월계동 18, 그랑빌아파트)|02-977-3020|127.06881727|37.61584193|01월 09일|01월 23일|||10:00-22:00
13372|GS THE FRESH|녹번이캐슬점|서울 은평구 은평로 220, 녹번역e편한세상캐슬아파트 A110호(응암동 36)|023566377|126.93207824|37.60069065|01월 09일|01월 23일|||10:00-23:00
11050|GS THE FRESH|능곡점|경기 고양시 덕양구 토당로 110(토당동 282-10)|031-971-5853|126.81765536|37.6249185|01월 12일|01월 26일|||10:00-23:00
14038|GS THE FRESH|다대점|부산 사하구 다대낙조2길 100, 다대동롯데캐슬몰운대아파트 비동101,110호(다대동 1624)|0512661186|128.96288954|35.05592856|01월 09일|01월 23일|||10:00-22:00
13347|GS THE FRESH|다산금강펜테리움점|경기 남양주시 다산지금로146번길 107,다산금강펜테리움2차 103,108호(다산동)|0315552574|127.17074338|37.59710353|01월 12일|01월 26일|||10:00-23:00
13181|GS THE FRESH|다산반도유보라점|경기 남양주시 다산순환로 300, 다산반도유보라메이플타운 근린생활시설2동13호,18호(다산동 5763)|031-562-2230|127.1554315|37.62927043|01월 12일|01월 26일|||10:00-23:00
13368|GS THE FRESH|다산인스빌점|경기 남양주시 다산지금로123번길 15,다산신안인스빌퍼스트포레2동(다산동 6213)|031-551-0209|127.17672649|37.60189395|01월 12일|01월 26일|||10:00-23:00
13331|GS THE FRESH|다산중앙점|경기 남양주시 다산중앙로 105-14,웅신미켈란의아침108(다산동 6088-1)|0315544088|127.15226947|37.62239081|01월 12일|01월 26일|||10:00-23:00
13373|GS THE FRESH|당진기지시점|충남 당진시 송악읍 틀모시로 737, 힐스테이트당진2차109호(기지시리 504)|041-356-4003|126.69327107|36.90006256|01월 09일|01월 23일|||10:00-23:00
11125|GS THE FRESH|당진송악점|충남 당진시 송악읍 신복운로5길 7(복운리 1630-4)|041-352-8220~1|126.78066527|36.94228999|01월 09일|01월 23일|||10:00-23:00
11061|GS THE FRESH|당진점|충남 당진시 당진중앙2로 185-50, 푸른병원사거리(읍내동 250)|041-357-8261|126.63411728|36.89702728|01월 09일|01월 23일|||10:00-23:00
14060|GS THE FRESH|대구수목원점|대구 달서구 한실로6길 120-3(대곡동 1113)|053-633-3511|128.52853942|35.79686509|01월 09일|01월 23일|||
14004|GS THE FRESH|대구월곡점|대구 달서구 상화북로 187(상인1동 1527-3)|053-632-7744|128.54604472|35.81344353|01월 09일|01월 23일|||
12004|GS THE FRESH|대동점|부산광역시 해운대구 대천로103번길 29 (좌동, 대동타운)|051-701-0191|129.17446398|35.17779796|01월 09일|01월 23일|||10:00-22:00
12016|GS THE FRESH|대방점|경남 창원시 성산구 가양로124번길 5-12(대방동 363-6)|055-263-6656|128.70782257|35.20883589|01월 09일|01월 23일|||10:00-23:00
11149|GS THE FRESH|대전도마점|대전 서구 배재로 206(도마1동 14-4)|042-536-1002|127.37097683|36.32674641|01월 09일|01월 23일|||10:00-23:00
11233|GS THE FRESH|대전송강점|대전 유성구 구즉로58번길 33(송강동 171-5)|042-934-9700|127.38725524|36.43397092|01월 09일|01월 23일|||10:00-23:00
13351|GS THE FRESH|대전스마트시티점|대전 유성구 엑스포로123번길 34, 102동 114호(도룡동 4-8)|0428631588|127.39396001|36.37632571|01월 09일|01월 23일|||10:00-23:00
11303|GS THE FRESH|대치사거리점|서울 강남구 역삼로 453, 삼익빌딩1층(대치동 903-3)|02-3454-1797|127.05673176|37.50267342|01월 09일|01월 23일|||
11099|GS THE FRESH|도곡렉슬점|서울 강남구 선릉로 225, 상가 지하1층(도곡동 527-3, 도곡렉슬)|02-2138-7162|127.05261718|37.49533293|01월 09일|01월 23일|||10:00-22:00
12089|GS THE FRESH|도청신도시점|경북 예천군 호명면 양지2길 4(산합리 1277)|0546549494|128.48008727|36.57763952|01월 13일|01월 27일|||9:00-22:30
12100|GS THE FRESH|도청호명점|경북 예천군 호명면 검무로 27, 우방아이유쉘센텀109호(산합리 1400)|0546548585|128.49546578|36.57814437|01월 13일|01월 27일|||09:00-23:00
11226|GS THE FRESH|동두천점|경기도 동두천시 이담로 72 송내동 700-1|031-861-6623|127.05632673|37.88810277|01월 13일|01월 27일|||10:00-23:00
11016|GS THE FRESH|동소문점|서울특별시 성북구 성북로4길 52 돈암2동 609-1, 스카이프라자|02-921-8053~4|127.01125098|37.59459569|01월 09일|01월 23일|||10:00-22:00
13074|GS THE FRESH|동작상도점|서울 동작구 상도로 346-1, 단지내상가(상도동 531, 힐스테이트상도센트럴파크)|02-821-3311|126.94960708|37.49598469|01월 09일|01월 23일|||10:00-23:00
13255|GS THE FRESH|동탄남광장점|경기 화성시 동탄반석로 130(반송동104-13)|031-613-7353|127.07138727|37.20045916|01월 09일|01월 23일|||
13199|GS THE FRESH|동탄목동점|경기 화성시 동탄순환대로20길 31, 106동 110호(목동 118-17, e편한세상동탄)|0313761958|127.12686155|37.19011279|01월 09일|01월 23일|||10:00-23:00
13219|GS THE FRESH|동탄반도유보라점|경기 화성시 동탄순환대로10길 88, 레이크힐 반도유보라 아이비파크 10.2 B145호(산척동 416)|031-373-0829|127.13044969|37.16597141|01월 09일|01월 23일|||10:00-23:00
13225|GS THE FRESH|동탄아이비파크점|경기 화성시 동탄광역환승로 73, 동탄역 반도유보라 아이비파크 8.0 207동지하E051호(오산동 967-1251)|0313752230|127.09011669|37.20265901|01월 09일|01월 23일|||
13339|GS THE FRESH|동탄영천점|경기 화성시 동탄대로24가길 7, 동탄파크푸르지오 102106호(영천동 37-16)|0313783230|127.11060995|37.21784505|01월 09일|01월 23일|||10:00-23:00
11227|GS THE FRESH|동탄중앙점|경기 화성시 동탄중앙로 78(반송동 221-1)|031-8015-1602|127.07232047|37.19323962|01월 09일|01월 23일|||10:00-23:00
13212|GS THE FRESH|동탄한신점|경기 화성시 동탄순환대로20길 70, 111,115호(목동 188-1, 한신더휴)|031-373-6817|127.1260046|37.18628577|01월 09일|01월 23일|||10:00-23:00
11302|GS THE FRESH|디에이치자이점|서울 강남구 영동대로 22, 디에이치 자이 개포 상가2동지하2층B101호(일원동 611-1)|02-3411-3546|127.0736001|37.49127337|01월 09일|01월 23일|||
13376|GS THE FRESH|마곡점|서울 강서구 마곡중앙로 55, 문영 퀸즈파크13 1층(101104호)(마곡동 798-11)|0226629981|126.8262291|37.55870662|01월 09일|01월 23일|||10:00-23:00
14010|GS THE FRESH|마산삼계점|경남 창원시 마산회원구 내서읍 숲속로 20-4, (삼계리 507-5)|055-231-8449|128.4964489|35.22990763|01월 09일|01월 23일|||10:00-23:00
14058|GS THE FRESH|마산월영점|경남 창원시 마산합포구 월영남로 42 대동아파트(월영동 703-2)|0552438459|128.55863696|35.17483008|01월 09일|01월 23일|||10:00-23:00
12010|GS THE FRESH|마산점|경남 창원시 마산합포구 월영동서로 20(해운동 34)|055-246-7114~5|128.56057189|35.18002238|01월 09일|01월 23일|||10:00-23:00
12036|GS THE FRESH|마산회원점|경상남도 창원시 마산회원구 북성로 138 (회원동, 천지리치빌)|055-715-7030~1|128.57116845|35.21946422|01월 09일|01월 23일|||10:00-23:00
11241|GS THE FRESH|마포상암점|서울 마포구 월드컵북로 496, GS수퍼마켓마포상암점(상암동 1739)|02-304-8276|126.88035242|37.58446125|01월 09일|01월 23일|||10:00-23:00
13237|GS THE FRESH|마포염리점|서울 마포구 대흥로24길 24,마포프레스티지자이A동115호(염리동 14-149)|02-707-1372|126.94696414|37.55208728|01월 09일|01월 23일|||10:00-23:00
14057|GS THE FRESH|만덕이편한점|부산 북구 상학로 36, e편한세상금정산 1031~06호(만덕동 818)|051-331-6169|129.03747308|35.21566324|01월 09일|01월 23일|||09:00-23:00
12033|GS THE FRESH|만덕점|부산광역시 북구 덕천로 188 (만덕동)|051-711-7100|129.02504575|35.21091062|01월 09일|01월 23일|||10:00-23:00
13251|GS THE FRESH|만수2점|인천 남동구 만수로 107, 1,4층(만수동 1-190)|02|126.73774356|37.46467227|01월 09일|01월 23일|||
11006|GS THE FRESH|만수점|인천 남동구 만수로50번길 53, 가동상가(만수4동 18)|032-461-3417~8|126.73624416|37.4590608|01월 09일|01월 23일|||10:00-23:00
11046|GS THE FRESH|명일점|서울 강동구 양재대로 1630(명일1동 312-99)|02-426-3708|127.14472546|37.55109039|01월 09일|01월 23일|||10:00-23:00
12014|GS THE FRESH|명장점|부산 동래구 반송로 291(명장2동 23-2)|051-524-4944~5|129.10175608|35.20642403|01월 09일|01월 23일|||10:00-23:00
12084|GS THE FRESH|명지국제점|부산 강서구 명지동 801-12번지|051-201-4456|128.92095282|35.09834133|01월 09일|01월 23일|||10:00-23:00
14016|GS THE FRESH|명지신도시점|부산 강서구 명지국제12로 7, 102~109호(명지동 1090)|0512930718|128.92295871|35.1050416|01월 09일|01월 23일|||9:30-23:00
14052|GS THE FRESH|명지퍼스트점|부산 강서구 명지국제7로 37,더샵명지퍼스트월드2단지 지하(명지동 3594)|0512047065|128.90744044|35.09737053|01월 09일|01월 23일|||09:00-23:00
13353|GS THE FRESH|목동12점|서울 양천구 목동동로 50,목동신시가지아파트12단지B동101(신정동 326)|0226499466|126.86016827|37.51215822|01월 09일|01월 23일|||10:00-23:00
11005|GS THE FRESH|목동13점|서울특별시 양천구 목동동로 100 (신정동, 목동신시가지아파트13단지 상가)|02-2649-0297~8|126.86615473|37.51421615|||||10:00-23:00
11007|GS THE FRESH|목동7점|서울특별시 양천구 목동로 212 목동, 목동7단지아파트|02-2648-8026~7|126.86842657|37.52781661|None|None|||10:00-23:00
11084|GS THE FRESH|문경점|경북 문경시 영신로 12-1(점촌동 272-2)|054-552-9573|128.19993219|36.59439025|01월 05일|01월 19일|||10:00-23:00
14040|GS THE FRESH|물금대방점|경남 양산시 물금읍 새실로 116(가촌리 1278-2, 양산물금대방노블랜드6차더클|0553725985|129.00156234|35.31170147|01월 09일|01월 23일|||10:00-23:00
11012|GS THE FRESH|미래점|경기 성남시 분당구 불정로376번길 37(서현동 312-3, 범함플라자)|031-701-1913~4|127.13933759|37.37166661|01월 09일|01월 23일|||10:00-22:30
13173|GS THE FRESH|미사13단지점|경기 하남시 아리수로 565(망월동 949)미사강변도시13단지 상가2동|031-791-9125|127.18964547|37.56874354|01월 09일|01월 23일|||10:00-23:00
13364|GS THE FRESH|미사강변1점|경기 하남시 미사강변대로 165,미사강변푸르지오110~116호(망월동 1060)|0317964211|127.18401237|37.56523568|01월 09일|01월 23일|||10:00-23:00
13152|GS THE FRESH|미사강변2점|경기 하남시 미사강변대로 95-1, 미사강변센트럴자이 미사강변2점(풍산동 480)|0317925989|127.18485377|37.55761856|01월 09일|01월 23일|||
11067|GS THE FRESH|방이점|서울 송파구 양재대로 1109, 대림가락아파트 대림상가지하1층GS수퍼마켓방이점(방이동 217)|02-418-5853|127.12313493|37.50733889|01월 09일|01월 23일|||10:00-23:00
13234|GS THE FRESH|방학신동아점|서울 도봉구 시루봉로 103-1, 1층 일부(방학동 484-7)|029552739|127.02738322|37.66012691|01월 09일|01월 23일|||10:00-23:00
11259|GS THE FRESH|배곧신도시점|경기 시흥시 배곧1로 27-15, 상가지하1층(정왕동 1771-1, 한라비발디캠퍼스1차)|0314313620|126.71333147|37.36338413|01월 09일|01월 23일|||10:00-23:00
13223|GS THE FRESH|배곧중흥점|경기 시흥시 해송십리로 472-11, 배곧중흥에스클래스 1동101.106호(정왕동 2381)|031-497-2248|126.73129443|37.3833382|01월 09일|01월 23일|||10:00-23:00
13203|GS THE FRESH|별내2점|경기 남양주시 송산로307번길 18, 별내하우스토리근린생활시설 101-105,106호(별내동 872)|031-527-5584|127.1322404|37.66921643|01월 12일|01월 26일|||10:00-23:00
12039|GS THE FRESH|본리점|대구광역시 달서구 장기로 167 (본리동)|053-655-6933~4|128.5416329|35.8432705|01월 09일|01월 23일|||10:00-23:00
12019|GS THE FRESH|부곡점|부산 금정구 부곡로 79(부곡1동 333-1)|051-583-8541|129.09060276|35.22320055|01월 09일|01월 23일|||10:00-23:00
12105|GS THE FRESH|부산금정점|부산 금정구 중앙대로1719번길 47(부곡동 225-58)|051-514-6506|129.08937385|35.23727312|01월 09일|01월 23일|||
14022|GS THE FRESH|부산장전점|부산 금정구 금강로 209, 한신시티빌 102,103-1호(장전동 538-1)|051-583-0037|129.08281302|35.22720951|01월 09일|01월 23일|||
14025|GS THE FRESH|부산지사점|부산 강서구 과학산단로306번길 10, 협성.DS엘리시안 115동101-104호(지사동 1186)|0518314556|128.83879417|35.1500028|01월 09일|01월 23일|||9:00-23:00
12006|GS THE FRESH|부암점|부산광역시 부산진구 당감서로80번길 19 (부암동)|051-808-6494|129.03846574|35.16766476|01월 09일|01월 23일|||10:00-23:00
13138|GS THE FRESH|부천약대점|경기 부천시 수도로 48(약대동 122)|0327102500|126.77157741|37.51363075|01월 09일|01월 23일|||10:00-23:00
11110|GS THE FRESH|부평산곡점|인천 부평구 원적로432번길 10(산곡4동 137-1)|032-527-8872|126.71379918|37.50307733|01월 09일|01월 23일|||10:00-23:00
11020|GS THE FRESH|북가좌점|서울 서대문구 응암로 54(북가좌2동 306-17)|02-376-4397~8|126.91020284|37.57790178|01월 09일|01월 23일|||10:00-23:00
13148|GS THE FRESH|분당구미점|경기 성남시 분당구 미금일로 65(구미동 112-1)|0317145544|127.11264802|37.34570745|01월 09일|01월 23일|||10:00-23:00
11130|GS THE FRESH|분당시범단지점|경기 성남시 분당구 중앙공원로31번길 42, 1층(서현동 89, 파크프라자)|031-781-2140|127.12547473|37.38318885|01월 09일|01월 23일|||10:00-23:00
13228|GS THE FRESH|분당야탑점|경기 성남시 분당구 야탑로 251(야탑동 175-4, 다주빌딩)|031-705-2266|127.14628538|37.4071474|01월 09일|01월 23일|||10:00-23:00
11290|GS THE FRESH|분당정자점|경기 성남시 분당구 정자일로 190(정자동 23-2)|0317125005|127.10630753|37.36739382|01월 09일|01월 23일|||10:00-23:00
14054|GS THE FRESH|사하구평점|부산 사하구 서포로30번길 7(구평동 506-2)|0512662570|128.98624135|35.08253994|01월 09일|01월 23일|||10:00-23:00
11028|GS THE FRESH|상계점|서울 노원구 한글비석로 471(상계9동 684)|02-2091-0011~2|127.06549444|37.66410221|01월 09일|01월 23일|||10:00-23:00
13169|GS THE FRESH|서울역센트럴자이점|서울 중구 만리재로 175, 401동 911호(만리동2가 176-1, 서울역센트럴자이)|02-363-3731|126.96342496|37.55415217|01월 09일|01월 23일|||10:00-23:00
11040|GS THE FRESH|서인천점|인천 서구 탁옥로34번길 1(심곡동 249-4)|032-565-4363|126.67394819|37.54373229|01월 09일|01월 23일|||10:00-23:00
13256|GS THE FRESH|서초교대점|서울 서초구 사임당로 84,반곡빌딩 1층(서초동 1629-1)|02-3486 -2784|127.01910551|37.48954497|01월 09일|01월 23일|||
11140|GS THE FRESH|서초점|서울특별시 서초구 서초중앙로 238|02-592-1832~3|127.01200788|37.50299263|01월 09일|01월 23일|||10:00-23:00
11153|GS THE FRESH|성북돈암점|서울 성북구 북악산로 844, 이수브라운스톤APT상가지하1층(돈암동 636)|02-3291-3333|127.01804493|37.59893235|01월 09일|01월 23일|||10:00-23:00
