##NAME|SUBNAME|ID|TELNUM|ADDR|NEWADDR|OT@@삼성전자서비스
삼성전자서비스|경주센터|11|1588-3366|경북 경주시 황성동 362-2 디지털프라자 황성점 1층|경북 경주시 원화로 447 디지털프라자 황성점 1층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|고양센터|12|1588-3366|경기 고양시 덕양구 화정동 984-2 디지털프라자 화정점 3층|경기 고양시 덕양구 화중로 48 디지털프라자 화정점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|고잔휴대폰센터|13|1588-3366|경기 안산시 단원구 고잔동 703번지 GD컨벤션 1층|경기 안산시 단원구 광덕4로 140 GD컨벤션 1층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|공주센터|14|1588-3366|충남 공주시 신관동 586-3 디지털프라자 2층|충남 공주시 번영1로 33 디지털프라자 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|관악센터|15|1588-3366|서울 관악구 봉천동 931-5번지 디지털프라자 봉천점 2층|서울 관악구 남부순환로 1719 디지털프라자 봉천점 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|광명센터|16|1588-3366|경기 광명시 소하1동 1340-4번지 디지털프라자 소하점 3층|경기 광명시 금하로 454 디지털프라자 소하점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|상무휴대폰센터|17|1588-3366|광주 서구 쌍촌동 970-10번지 디지털프라자 2층|광주 서구 상무대로 873 디지털프라자 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|광안센터|18|1588-3366|부산 수영구 남천동 48-11번지 디지털프라자 남천점 3층|부산 수영구 수영로 469 디지털프라자 남천점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|금천센터|20|1588-3366|서울 금천구 독산동 1008-2 디지털프라자 금천점 3층|서울 금천구 시흥대로 357 디지털프라자 금천점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|구리센터|21|1588-3366|경기 구리시 수택동 534-1번지 디지털프라자 3층|경기 구리시 경춘로 270 디지털프라자 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|구미센터|22|1588-3366|경북 구미시 공단동 257-16|경북 구미시 산호대로 218|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|구포센터|23|1588-3366|부산 북구 덕천동 353-10번지 디지털프라자 덕천점 3층|부산 북구 낙동대로 1783 디지털프라자 덕천점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|군산센터|24|1588-3366|전북 군산시 수송동 854-7 디지털프라자 수송점 3층|전북 군산시 월명로 194 디지털프라자 수송점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|군포센터|25|1588-3366|경기 군포시 당동 920-5번지 디지털프라자 당동점 3층|경기 군포시 군포로 454 디지털프라자 당동점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|평내센터|26|1588-3366|경기 남양주시 평내동 188-3 (구)평내패션타운 2층|경기 남양주시 경춘로 1325 (구)평내패션타운 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|금오센터|28|1588-3366|경기 의정부시 금오동 105-4번지 2층|경기 의정부시 호국로 1588 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|금정휴대폰센터|29|1588-3366|부산 금정구 부곡동 298-3 디지털프라자 2층|부산 금정구 중앙대로 1603 디지털프라자 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|금촌센터|30|1588-3366|경기 파주시 금촌동 329-43 디지털프라자 금촌점 3층|경기 파주시 새꽃로 175 디지털프라자 금촌점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00토요일/당직자/최소인원/근무로/혼잡/예상일요일/·/공휴일/:/휴무
삼성전자서비스|김천센터|31|1588-3366|경북 김천시 신음동 998-2번지 디지털프라자 김천중앙점 1층|경북 김천시 시청로 51 디지털프라자 김천중앙점 1층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|김포센터|32|1588-3366|경기 김포시 풍무동 35-15호 2층|경기 김포시 풍무로 176 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일·공휴일/:/휴무월요일///토요일/액정/보호/필름/부착/서비스/불가
삼성전자서비스|김해센터|33|1588-3366|경남 김해시 구산동 1080-1번지 디지털프라자 구산점 2층|경남 김해시 김해대로1902번길 83 디지털프라자 구산점 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|나주휴대폰센터|34|1588-3366|전남 나주시 성북동 92-2번지 디지털프라자 1층|전남 나주시 영산로 5390 디지털프라자 1층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|남광주센터|35|1588-3366|광주 남구 주월동 1264-1번지 디지털프라자 봉선점 2층|광주 남구 대남대로 161 디지털프라자 봉선점 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|남대구센터|36|1588-3366|대구 달서구 성당동 261-4번지 1층|대구 달서구 구마로 259 1층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|남울산센터|37|1588-3366|울산 남구 삼산동 1642-7 2층|울산 남구 산업로643번길 26 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|남원센터|38|1588-3366|전북 남원시 향교동 178-1번지 디지털프라자 남원점 3층|전북 남원시 충정로 108 디지털프라자 남원점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|남인천센터|39|1588-3366|인천 남동구 만수동 1072-2 디지털프라자 남동구청점 3층|인천 남동구 인주대로 875 디지털프라자 남동구청점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|노원센터|40|1588-3366|서울 노원구 상계1동 1049-36번지 디지털프라자 상계점 3층|서울 노원구 동일로 1637 디지털프라자 상계점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|논산센터|41|1588-3366|충남 논산시 취암동 103-32번지 디지털프라자 논산북점 3층|충남 논산시 논산대로 330 디지털프라자 논산북점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|대곡센터|42|1588-3366|대구 달서구 진천동 301-2번지 디지털프라자 대곡점 3층|대구 달서구 상화로 105 디지털프라자 대곡점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|도봉센터|47|1588-3366|서울 도봉구 쌍문2동 659번지 디지털프라자 쌍문점 2층|서울 도봉구 도봉로 565 디지털프라자 쌍문점 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|동광주센터|48|1588-3366|광주 북구 두암동 573-1번지 디지털프라자 동광주점 3층|광주 북구 동문대로 170 디지털프라자 동광주점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|동울산휴대폰센터|49|1588-3366|울산 동구 일산동 551-20번지 디지털프라자 울산동구점 2층|울산 동구 방어진순환도로 665 디지털프라자 울산동구점 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|동대구센터|50|1588-3366|대구 수성구 황금동 550-1번지 디지털프라자 황금점 3층|대구 수성구 동대구로 110 디지털프라자 황금점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|동대문센터|51|1588-3366|서울 동대문구 휘경동 72-3  3층|서울 동대문구 망우로 113  3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|동대전센터|52|1588-3366|대전 동구 성남동 494-6번지 디지털프라자 터미널점 3층|대전 동구 동서대로 1684 디지털프라자 터미널점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|동래센터|54|1588-3366|부산 동래구 사직3동 145-6번지 디지털프라자 온천점 2층|부산 동래구 중앙대로 1267 디지털프라자 온천점 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|동수원센터|55|1588-3366|경기 용인시 기흥구 영덕동 788-4번지 디지털프라자 수원본점 3층|경기 용인시 기흥구 중부대로 12 디지털프라자 수원본점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|동인천센터|56|1588-3366|인천 남구 도화동 534-5번지 디지털프라자 도화점 2층|인천 남구 경인로 262 디지털프라자 도화점 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|동해센터|57|1588-3366|강원 동해시 천곡동 892번지 디지털프라자 동해천곡점 2층|강원 동해시 중앙로 202 디지털프라자 동해천곡점 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|두정센터|58|1588-3366|충남 천안시 서북구 성정1동 439-1번지 디지털프라자 두정점 2층|충남 천안시 서북구 동서대로 112 디지털프라자 두정점 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|마산센터|59|1588-3366|경남 창원시 마산회원구 석전동 234-4번지 디지털프라자 마산역점 2층|경남 창원시 마산회원구 3.15대로 673 디지털프라자 마산역점 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|마포센터|60|1588-3366|서울 마포구 대흥동 3-30번지 디지털프라자 이대역점 2층|서울 마포구 대흥로 174 디지털프라자 이대역점 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|목포센터|61|1588-3366|전남 목포시 상동 891-1번지 디지털프라자 하당점 3층|전남 목포시 백년대로 284 디지털프라자 하당점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|문경휴대폰센터|62|1588-3366|경북 문경시 모전동 864-16번지 디지털프라자 문경점 1층|경북 문경시 당교로 237 디지털프라자 문경점 1층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|밀양휴대폰센터|63|1588-3366|경남 밀양시 내이동 1571-1번지 디지털프라자 밀양점 2층|경남 밀양시 백민로 68 디지털프라자 밀양점 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|서면휴대폰센터|65|1588-3366|부산 부산진구 부암동 123-6번지 디지털프라자 부산본점 1층|부산 부산진구 신천대로 222 디지털프라자 부산본점 1층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|부산진센터|67|1588-3366|부산 부산진구 가야동 257-24번지 디지털프라자 가야점 4층|부산 부산진구 가야대로 582 디지털프라자 가야점 4층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|중동센터|68|1588-3366|경기 부천시 원미구 중동 1149-3 디지털프라자 3층|경기 부천시 원미구 길주로 254 디지털프라자 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00(일요일/·/공휴일/:/휴무)평일/접수/마감은/18시40분/토요일/접수/마감은/12시40분/입니다////토요일/접수마감은/접수/물량에/따라/조기/마감될수/있습니다
삼성전자서비스|북대구센터|71|1588-3366|대구 북구 침산동 233-7번지 디지털프라자 칠성점 1층|대구 북구 침산로 119 디지털프라자 칠성점 1층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|북인천센터|72|1588-3366|인천 계양구 작전동 866-10번지 디지털프라자 작전점 2층|인천 계양구 계양대로 58 디지털프라자 작전점 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|서현휴대폰센터|73|1588-3366|경기 성남시 분당구 서현동 262-1 디지털프라자 서현점 3층|경기 성남시 분당구 황새울로 340 디지털프라자 서현점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|사하센터|74|1588-3366|부산 사하구 괴정동 1122-1번지 디지털프라자 사하역점 3층|부산 사하구 낙동대로 338 디지털프라자 사하역점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|사천센터|75|1588-3366|경남 사천시 벌리동 70-6번지 디지털프라자 삼천포점 1층|경남 사천시 중앙로 151 디지털프라자 삼천포점 1층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|상주센터|76|1588-3366|경북 상주시 남성동 127-1번지 디지털프라자 상주점 2층|경북 상주시 상서문2길 106 디지털프라자 상주점 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|서광주센터|77|1588-3366|광주 광산구 수완동 1450번지 디지털프라자 수완점 3층|광주 광산구 장신로 158 디지털프라자 수완점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|청라센터|78|1588-3366|인천 서구 청라동 167-12번지 디지털프라자 청라점 3층|인천 서구 청라에메랄드로102번길 8-26 디지털프라자 청라점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|서귀포센터|79|1588-3366|제주 서귀포시 동홍동 440-3번지 디지털프라자 서귀포점 1층|제주 서귀포시 일주동로 8607 디지털프라자 서귀포점 1층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|서대구센터|80|1588-3366|대구 달서구 감삼동 142-1번지 디지털프라자 죽전점 2층|대구 달서구 와룡로 180 디지털프라자 죽전점 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|서대전센터|81|1588-3366|대전 서구 둔산동 1361번지 디지털프라자 대전본점 4층|대전 서구 대덕대로 222 디지털프라자 대전본점 4층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|서부산센터|82|1588-3366|부산 중구 남포동4가 15-3번지 디지털프라자 광복점 4층|부산 중구 구덕로 33 디지털프라자 광복점 4층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|서산센터|83|1588-3366|충남 서산시 예천동 485-1번지 디지털프라자 서산점 3층|충남 서산시 고운로 6-6 디지털프라자 서산점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|서수원센터|84|1588-3366|경기 수원시 장안구 정자2동 76-8번지 디지털프라자 정자점 3층|경기 수원시 장안구 장안로 73 디지털프라자 정자점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|서울하이테크센터|85|1588-3366|서울 용산구 한강로3가 16-9 용산전자랜드 신관 2층|서울 용산구 청파로 74 용산전자랜드 신관 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|서전주센터|86|1588-3366|전북 전주시 완산구 삼천동1가 732-8 디지털프라자 삼천점 3층|전북 전주시 완산구 백제대로 58 디지털프라자 삼천점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|서초센터|87|1588-3366|서울 서초구 서초2동 1341-1번지 디지털프라자 서초점 2층|서울 서초구 효령로 410 디지털프라자 서초점 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|성남센터|89|1588-3366|경기 성남시 수정구 수진동 4534번지 디지털프라자 모란점 3층|경기 성남시 수정구 성남대로 1176 디지털프라자 모란점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|성동센터|90|1588-3366|서울 광진구 능동 315-18번지 디지털프라자 능동점 3층|서울 광진구 능동로 252 디지털프라자 능동점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|성서센터|91|1588-3366|대구 달서구 이곡동 1258-9번지 디지털프라자 성서점 3층|대구 달서구 달구벌대로 1351 디지털프라자 성서점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|속초센터|92|1588-3366|강원 속초시 조양동 1500-1번지 디지털프라자 조양점 1층|강원 속초시 동해대로 4141 디지털프라자 조양점 1층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|송천센터|93|1588-3366|전북 전주시 덕진구 송천동2가 529-4번지 디지털프라자 송천점 3층|전북 전주시 덕진구 송천중앙로 192 디지털프라자 송천점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|송파센터|94|1588-3366|서울 송파구 송파동 147-6번지 디지털프라자 송파점 3층 ※ 티맵(T-map) 검색시 도로명으로 검색|서울 송파구 오금로 218 디지털프라자 송파점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|순천센터|97|1588-3366|전남 순천시 조례동 1034-1번지 디지털프라자 조례점 2층|전남 순천시 봉화로 279 디지털프라자 조례점 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|시화휴대폰센터|99|1588-3366|경기 시흥시 정왕동 1622-5번지 디지털프라자 시화점 3층|경기 시흥시 평안상가4길 17 디지털프라자 시화점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|안동센터|102|1588-3366|경북 안동시 옥동 741-5번지 디지털프라자 옥동점 2층|경북 안동시 경북대로 409 디지털프라자 옥동점 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|안산센터|103|1588-3366|경기 안산시 단원구 선부동 1070-4번지 디지털프라자 선부점 2층|경기 안산시 단원구 선부광장로 11 디지털프라자 선부점 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|평촌센터|104|1588-3366|경기 안양시 동안구 평촌동 131-5번지 디지털프라자 평촌점 3층|경기 안양시 동안구 흥안대로 398 디지털프라자 평촌점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|양산센터|105|1588-3366|경남 양산시 신기동 643-6번지 디지털프라자 양산점 3층|경남 양산시 양산대로 955 디지털프라자 양산점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|여수센터|106|1588-3366|전남 여수시 문수동 49-1번지 디지털프라자 여수점 3층|전남 여수시 좌수영로 327 디지털프라자 여수점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|영덕센터|108|1588-3366|경북 영덕군 영덕읍 우곡리 351-10 1층|경북 영덕군 영덕읍 영덕로 116 1층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|영등포센터|109|1588-3366|서울 영등포구 신길4동 4902-7 디지털프라자 신길점 2층|서울 영등포구 신길로 162 디지털프라자 신길점 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|영주센터|110|1588-3366|경북 영주시 가흥2동 1381-139번지 디지털프라자 영주서천점 1층|경북 영주시 가흥로 315 디지털프라자 영주서천점 1층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|영천센터|111|1588-3366|경북 영천시 완산동 1000-104번지 디지털프라자 영천중앙점 2층|경북 영천시 완산로 69 디지털프라자 영천중앙점 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|용산센터|112|1588-3366|서울 용산구 갈월동 14-60번지 디지털프라자 숙대역점 2층|서울 용산구 한강대로 314 디지털프라자 숙대역점 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|구성센터|113|1588-3366|경기 용인시 기흥구 보정동 692-2 1층|경기 용인시 기흥구 용구대로 2458 1층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|용인시청센터|114|1588-3366|경기 용인시 처인구 역북동 423-11, 12번지 디지털프라자 3층|경기 용인시 처인구 중부대로 1293 디지털프라자 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|울산센터|115|1588-3366|울산 중구 약사동 666-28번지 디지털프라자 약사점 3층|울산 중구 번영로 483 디지털프라자 약사점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|원주센터|116|1588-3366|강원 원주시 무실동 1725-4번지 디지털프라자 시청점 3층|강원 원주시 만대공원길 57 디지털프라자 시청점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|북청주센터|117|1588-3366|충북 청주시 청원구 사천동 8-4번지 디지털프라자 율량점 3층|충북 청주시 청원구 공항로 219 디지털프라자 율량점 3층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|은평센터|118|1588-3366|서울 은평구 불광동 251-2번지 디지털프라자 불광점 2층|서울 은평구 통일로 760 디지털프라자 불광점 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|의정부센터|119|1588-3366|경기 의정부시 의정부3동 370-4번지 디지털프라자 의정부점 2층|경기 의정부시 평화로 456 디지털프라자 의정부점 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
삼성전자서비스|이천센터|120|1588-3366|경기 이천시 증포동 133-5번지 디지털프라자 증포점 2층|경기 이천시 증신로 130 디지털프라자 증포점 2층|월/~/금요일/:/09:00/~/19:00///토요일/:/09:00/~/13:00일요일/·/공휴일/:/휴무
