##NAME|SUBNAME|TELNUM|ADDR|OT|XCOORD|YCOORD@@하이마트
롯데하이마트|구리롯데마트점|031-566-8700|경기 구리시 인창동 430|10:00~22:00|127.140912|37.612764
롯데하이마트|구리역점|031-565-1300|경기 구리시 수택동 534|10:30~20:30|127.144952|37.602161
롯데하이마트|구리점|031-555-1101|경기 구리시 인창동 701-4|10:30~20:30|127.139536|37.611258
롯데하이마트|구미롯데마트점|0544634989|경북 구미시 신평동 465번지|10:00~22:00|128.365207|36.113763
롯데하이마트|구성점|031-287-9922|경기 용인시 기흥구 마북동 512-1|10:30~20:30|127.108193|37.298779
롯데하이마트|구월점|032-435-4352|인천 남동구 구월동 1145-8|10:30~20:30|126.706707|37.45022
롯데하이마트|구포점|0513410130|부산 북구 구포동 920-2, 12번지|10:30~20:30|128.996135|35.199084
롯데하이마트|군산롯데마트점|0634665400|전북 군산시 수송동 833 롯데마트|10:00~22:00|126.716394|35.964824
롯데하이마트|권선롯데마트점|031-267-2200|경기 수원시 권선구 권선동 1296-5|10:00~22:00|127.034718|37.250257
롯데하이마트|금사점|0515214411|부산 금정구 금사동 105-15,16|10:30~20:30|129.108928|35.214606
롯데하이마트|금오점|031-841-8200|경기 의정부시 금오동 445-4|10:30~20:30|127.068228|37.753549
롯데하이마트|금정롯데마트점|0515832020|부산 금정구 부곡3동 223-1|10:00~22:00|129.091352|35.239004
롯데하이마트|금천점|02-892-8877|서울 금천구 독산동 1055-21|10:30~20:30|126.898064|37.462231
롯데하이마트|금촌점|0319422871|경기 파주시 금촌2동 796-5 하이마트|10:30~20:30|126.776619|37.750769
롯데하이마트|기장점|0517222322|부산 기장군 기장읍  동부리 124-4|10:30~20:30|129.213039|35.245551
롯데하이마트|길동점|02-489-5545|서울 강동구 길동 336-1|10:30~20:30|127.142369|37.54297
롯데하이마트|김량장점|031-323-2266|경기 용인시 처인구 김량장동 171번지외 4필지|10:30~20:30|127.208865|37.239174
롯데하이마트|김제점|063-548-8282|전북 김제시 요촌동 70-6 번지|10:30~20:30|126.89236|35.802028
롯데하이마트|김천롯데마트점|0544325200|경북 김천시 신음동 470번지 롯데마트1층|10:00~22:00|128.117778|36.136004
롯데하이마트|김천점|054-431-2111|경북 김천시 성내동 4-6|10:30~20:30|128.11841|36.127874
롯데하이마트|김포공항롯데마트점|0226670070|서울 강서구 방화동 886 롯데몰|10:00~22:00|126.80253|37.566814
롯데하이마트|김포롯데마트점|031-989-9595|경기 김포시 운양동 1077-2|10:00~22:00|126.669817|37.656793
롯데하이마트|김포한강롯데마트점|0319899595|경기 김포시 장기동 2031 김포한강롯데마트점 2층|10:00~22:00|126.6645|37.66097
롯데하이마트|김해내동점|0553355866|경남 김해시 내동 1128-2|10:30~20:30|128.867097|35.239803
롯데하이마트|김해롯데마트점|0553325900|경남 김해시 부원동 959번지|10:00~22:00|128.881877|35.225877
롯데하이마트|나운점|0634684004|전북 군산시 나운3동 849-12|10:30~20:30|126.69073|35.963456
롯데하이마트|나주점|061-332-3450|전남 나주시 성북동 52-3|10:30~20:30|126.718169|35.036889
롯데하이마트|난곡점|02-837-6100|서울 금천구 독산동 900-2|10:30~20:30|126.907107|37.480137
롯데하이마트|남악롯데아울렛모바일점|0618012347|전남 무안군 삼향읍 2622|10:30~20:30|126.76788|37.50566
롯데하이마트|남악롯데아울렛점|0618012347|전남 무안군 삼향면 남악리 2622|10:30~22:00|126.467571|34.810393
롯데하이마트|남양점|0313669300|경기 화성시 남양읍  남양리 508-1|10:30~20:30|126.811405|37.207301
롯데하이마트|남원롯데마트점|063-636-4700|전북 남원시 향교동 2-6|10:00~22:00|127.39245|35.423349
롯데하이마트|남원점|063-626-8255|전북 남원시 왕정동 44-1|10:30~20:30|127.376032|35.408853
롯데하이마트|남천점|0517538277|부산 수영구 남천동 12-14 20,21,24|10:30~20:30|129.109571|35.143238
롯데하이마트|남춘천점|0332643600|강원 춘천시 퇴계동 1160-5|10:30~20:30|127.722727|37.867231
롯데하이마트|내서점|0552317400|경남 창원시 마산회원구 내서읍  중리 634-4 하이마트|10:30~20:30|128.516887|35.249769
롯데하이마트|노서점|054-773-8999|경북 경주시 노서동 117-11|10:30~20:30|129.207349|35.840886
롯데하이마트|노은롯데마트점|042-826-2200|대전 유성구 하기동  519|10:00~22:00|127.321669|36.384196
롯데하이마트|논산점|0417335512|충남 논산시 취암동 565-20 해송빌딩|10:30~20:30|127.089016|36.199312
롯데하이마트|논현신도시점|0324389200|인천 남동구 논현동 746-4 에코타워|10:30~20:30|126.726255|37.398433
롯데하이마트|다대점|0512626644|부산 사하구 다대동 590-10|10:30~20:30|128.970349|35.05396
롯데하이마트|다산점|0315232960|경기 남양주시 다산동 3008-52|10:30~20:30|127.16411|37.61388
롯데하이마트|단계점|033-734-3400|강원 원주시 학성동 978-13|10:30~20:30|127.936807|37.356864
롯데하이마트|단구점|033-766-4123|강원 원주시 단구동 648-9|10:30~20:30|127.954649|37.327983
롯데하이마트|당동점|0314298800|경기 군포시 당동 745-4 하이마트|10:30~20:30|126.946386|37.354922
롯데하이마트|당진롯데마트점|041-357-6657|충남 당진시 원당동 824번지|10:00~22:00|126.645929|36.905753
롯데하이마트|당진점|0413572214|충남 당진시 읍내동 310-1|10:30~20:30|126.633259|36.900147
롯데하이마트|대구율하롯데마트점|053-965-9977|대구 동구 율하동  1117 롯데마트 대구 율하점|10:00~22:00|128.693411|35.868589
롯데하이마트|대덕롯데마트점|0429366900|대전 유성구 관평동 887번지|10:00~22:00|127.386862|36.426834
롯데하이마트|대방점|02-835-5151|서울 동작구 대방동 384-8, 9|10:30~20:30|126.922689|37.505212
롯데하이마트|대연점|0516111400|부산 남구 대연동 1764-1|10:30~20:30|129.086729|35.134584
롯데하이마트|대잠점|054-273-1116|경북 포항시 남구 대잠동 940-8|10:30~20:30|129.344517|36.013595
롯데하이마트|대전시청점|042-477-0700|대전 서구 둔산동 1421|10:30~20:30|127.387076|36.349698
롯데하이마트|대전터미널점|0427211280|대전 동구 용전동 68-9|10:30~20:30|127.43832|36.35003
롯데하이마트|대치점|025588100|서울 강남구 대치동 509 하이마트 빌딩 B1층|10:30~20:30|127.06387|37.49424
롯데하이마트|덕계점|0553668080|경남 양산시 덕계동 717번지|10:30~20:30|129.153284|35.374427
롯데하이마트|덕소롯데마트점|0315766161|경기 남양주시 와부읍  덕소리 501-3 롯데마트|10:00~22:00|127.214605|37.584659
롯데하이마트|덕천점|0513356100|부산 북구 덕천동 381-2|10:30~20:30|129.009864|35.211616
롯데하이마트|도계점|0552762288|경남 창원시 의창구 도계동 404-8|10:30~20:30|128.637434|35.254078
롯데하이마트|도동점|055-762-6200|경남 진주시 상대2동 197-18|10:30~20:30|128.117472|35.185673
롯데하이마트|도화점|0328689070|인천 남구 도화동 552-5 송월빌딩|10:30~20:30|126.670079|37.463618
롯데하이마트|독산점|02-808-7009|서울 금천구 독산동 292-33|10:30~20:30|126.897314|37.467873
롯데하이마트|동광양점|061-795-8180|전남 광양시 중동 1768-3, 1768-4|10:30~20:30|127.698502|34.933439
롯데하이마트|동광주점|062-266-5500|광주 북구 두암동 575-10|10:30~20:30|126.929808|35.178889
롯데하이마트|동구일산점|0522015757|울산 동구 일산동 951-1|10:30~20:30|129.428634|35.498945
롯데하이마트|동김해점|0553279511|경남 김해시 어방동 1115-5, 6|10:30~20:30|128.904977|35.228699
롯데하이마트|동두천롯데마트점|0318664114|경기 동두천시 송내동 551|10:00~22:00|127.052866|37.880568
롯데하이마트|동두천점|0318597400|경기 동두천시 생연동 745-10|10:30~20:30|127.0575|37.89601
롯데하이마트|동래롯데마트점|0515582300|부산 동래구 온천동 502-3|10:00~22:00|129.077381|35.211926
롯데하이마트|동부산롯데마트점|0519012400|부산 기장군 기장읍  당사리 64|10:00~22:00|129.209978|35.192662
롯데하이마트|동수원점|031-226-4700|경기 수원시 팔달구 인계동 944-6|10:30~20:30|127.030222|37.274721
롯데하이마트|동인천점|032-772-9550|인천 중구 신생동 38-9|10:30~20:30|126.628726|37.465668
롯데하이마트|동탄2신도시점|0313769560|경기 화성시 영천동 678-5|10:30~20:30|127.110517|37.206524
롯데하이마트|동탄점|03180030777|경기 화성시 석우동 42-6|10:30~20:30|127.078739|37.215635
롯데하이마트|동해점|0335317979|강원 동해시 천곡동 894|10:30~20:30|129.116426|37.518781
롯데하이마트|두정점|0416228833|충남 천안시 서북구 성정동 1247 두정하이마트|10:30~20:30|127.134421|36.826684
롯데하이마트|둔산점|042-485-5544|대전 서구 둔산동 962|10:30~20:30|127.37892|36.355442
롯데하이마트|둔촌점|02-482-5858|서울 강동구 둔촌동 435-5|10:30~20:30|127.139582|37.533345
롯데하이마트|들안길네거리점|0537823355|대구 수성구 황금동  885-3번지|10:30~20:30|128.617188|35.840984
롯데하이마트|마산롯데마트점|055-223-7200|경남 창원시 마산합포구 창포동3가 8-1|10:00~22:00|128.560721|35.181326
롯데하이마트|마산역점|055-256-0202|경남 창원시 마산회원구 석전동 232-8|10:30~20:30|128.579219|35.233431
롯데하이마트|마석롯데마트점|0315592400|경기 남양주시 화도읍  마석우리 255-24|10:00~22:00|127.309383|37.656173
롯데하이마트|마석점|031-594-0200|경기 남양주시 화도읍 마석우리 255|10:30~20:30|127.309383|37.656173
롯데하이마트|만수점|032-468-6262|인천 남동구 만수동 874번지|10:30~20:30|126.727635|37.459115
롯데하이마트|만촌점|0537568710|대구 수성구 만촌동 1329-15번지|10:30~20:30|128.63925|35.87302
롯데하이마트|먹골역점|02-977-7999|서울 중랑구 묵동 180-17|10:30~20:30|127.078019|37.610578
롯데하이마트|면목점|02-496-2277|서울 중랑구 면목동 175-17|10:30~20:30|127.079511|37.585964
롯데하이마트|명곡로터리점|055-274-5522|경남 창원시 의창구 명서동 202-1번지|10:30~20:30|128.650001|35.241238
롯데하이마트|모란점|031-751-5556|경기 성남시 중원구 성남동 4127번지|10:30~20:30|127.130123|37.429824
롯데하이마트|모현점|0638410025|전북 익산시 모현동1가 374-14|10:30~20:30|126.941019|35.950286
롯데하이마트|목동점|02-2645-3300|서울 양천구 목동 807-1|10:30~20:30|126.864304|37.53076
롯데하이마트|목포롯데마트점|061-283-9449|전남 목포시 상동 1134|10:00~22:00|126.429384|34.797269
롯데하이마트|목포점|0612812121|전남 목포시 옥암동 957-7|10:30~20:30|126.425884|34.810645
롯데하이마트|무실점|0337478528|강원 원주시 무실동 1857-26|10:30~20:30|127.9262|37.33158
롯데하이마트|문경점|054-556-1110|경북 문경시 모전동 861-5|10:30~20:30|128.191262|36.586188
롯데하이마트|문산점|031-952-2399|경기 파주시 문산읍 당동리 899-1번지|10:30~20:30|126.784211|37.865859
롯데하이마트|미아사거리점|029897400|서울 강북구 미아동  42-56|10:30~20:30|127.030785|37.609939
롯데하이마트|미아점|02-988-9366|서울 강북구 미아동 317-6|10:30~20:30|127.027491|37.622049
롯데하이마트|민락점|0318538148|경기 의정부시 민락동 790|10:30~20:30|127.093159|37.745175
롯데하이마트|밀양점|055-355-2020|경남 밀양시 내이동 1572-1|10:30~20:30|128.746258|35.498524
롯데하이마트|발산점|02-2659-6699|서울 강서구 등촌3동 673-4|10:30~20:30|126.839228|37.558773
롯데하이마트|발안점|031-8059-8822|경기 화성시 향남읍 장짐리 268번지 외 2필지|10:30~20:30|126.911753|37.136943
롯데하이마트|방축점|041-542-1515|충남 아산시 방축동 134-5|10:30~20:30|126.990454|36.784836
롯데하이마트|백석점|031-909-5533|경기 고양시 일산동구 백석동 1296|10:30~20:30|126.786793|37.644447
롯데하이마트|범서점|0522471545|울산 울주군 범서읍 굴화리 327-9|10:30~20:30|129.25344|35.555992
롯데하이마트|범어네거리점|053-746-0111|대구 수성구 범어동 588-2번지|10:30~20:30|128.625331|35.857255
롯데하이마트|별내점|0315726906|경기 남양주시 별내동 931-7|10:30~20:30|127.12585|37.65721
롯데하이마트|병점|0312255454|경기 화성시 진안동 484-2 하이마트|10:30~20:30|127.034605|37.211274
롯데하이마트|보령점|041-935-0463|충남 보령시 동대동 1271|10:30~20:30|126.602491|36.347424
롯데하이마트|복산점|0522458100|울산 중구 복산동 30-4|10:30~20:30|129.33499|35.563128
롯데하이마트|복현점|053-954-0111|대구 북구 복현동 401-1|10:30~20:30|128.614841|35.896733
롯데하이마트|봉담점|0312671500|경기 화성시 봉담읍  와우리 125번지|10:30~20:30|126.975036|37.220777
롯데하이마트|봉선점|062-676-0990|광주 남구 주월동 1119-3|10:30~20:30|126.904248|35.128174
롯데하이마트|봉천점|028748522|서울 관악구 청룡동  883-12번지|10:30~20:30|126.947791|37.48147
롯데하이마트|부곡점|0515189228|부산 금정구 부곡동 222-1|10:30~20:30|129.092784|35.237639
롯데하이마트|부산교대역점|0515038800|부산 연제구 거제1동 1470-1|10:30~20:30|129.080271|35.192674
롯데하이마트|부산롯데마트점|0518174200|부산 부산진구 부암동  257번지 롯데키즈마트 부산점|10:00~22:00|129.04935|35.16324
롯데하이마트|부산충무점|0512429007|부산 중구 부평동 2가 57-1|10:30~20:30|129.02525|35.099714
롯데하이마트|부송점|0638362144|전북 익산시 어양동 145-1|10:30~20:30|126.986026|35.959543
롯데하이마트|부안점|0635824411|전북 부안군 부안읍  봉덕리 798-3|10:30~20:30|126.739157|35.720234
롯데하이마트|부여점|041-834-0805|충남 부여군 부여읍 동남리 523-11|10:30~20:30|126.911562|36.275519
롯데하이마트|부천중동점|032-668-7200|경기 부천시 원미구 중3동 1056-4|10:30~20:30|126.770888|37.504237
롯데하이마트|부천점|032-614-7755|경기 부천시 소사구 심곡본동 527번지 KCC 엠파이어타워 1층|10:30~20:30|126.77497|37.48424
롯데하이마트|부평롯데마트점|0325083700|인천 부평구 산곡2동 159-52|10:00~22:00|126.704124|37.505001
롯데하이마트|부평역롯데마트점|0325026699|인천 부평구 부평동 738-21 부평민자역사|10:00~22:00|126.7243|37.489759
롯데하이마트|부평점|032-330-1230|인천 부평구 부평동 442-24|10:30~20:30|126.722843|37.498979
롯데하이마트|북변점|0319856445|경기 김포시 걸포동 1563-3|10:30~20:30|126.706159|37.632122
롯데하이마트|북수원점|031-269-3555|경기 수원시 장안구 송죽동 183번지|10:30~20:30|127.001849|37.3066
롯데하이마트|분당서현점|0317053511|경기 성남시 분당구 서현동 97-2|10:30~20:30|127.135787|37.380244
롯데하이마트|분평점|0432960070|충북 청주시 서원구 분평동 87 하이마트|10:30~20:30|127.490849|36.605864
롯데하이마트|불광점|02-355-7100|서울 은평구 불광동 255-4|10:30~20:30|126.927598|37.613544
롯데하이마트|비산사거리점|031-445-8500|경기 안양시 동안구 비산동 566번지|10:30~20:30|126.935561|37.397364
롯데하이마트|비산점|031-383-5400|경기 안양시 동안구 비산동 1052-5|10:30~20:30|126.953138|37.402783
롯데하이마트|사당점|025821491|서울 동작구 사당1동 1007-46|10:30~20:30|126.98156|37.48348
롯데하이마트|사상롯데마트점|0513265200|부산 사상구 엄궁동 690번지|10:00~22:00|128.96847|35.127683
롯데하이마트|사상점|0513056050|부산 사상구 괘법동 532-8|10:30~20:30|128.979586|35.163415
롯데하이마트|사창점|043-277-4747|충북 청주시 흥덕구 사창동 257-4|10:30~20:30|127.460836|36.634743
롯데하이마트|사천점|055-853-2400|경남 사천시 사천읍 수석리 323-2번지|10:30~20:30|128.083664|35.080611
롯데하이마트|사하롯데마트점|0512667400|부산 사하구 장림1동 1033-2|10:00~22:00|128.971406|35.084825
롯데하이마트|산곡점|032-515-7799|인천 부평구 산곡동 93-3|10:30~20:30|126.703263|37.509002
롯데하이마트|산남점|0432920014|충북 청주시 서원구 산남동 334-25|10:30~20:30|127.469811|36.615713
롯데하이마트|산본점|031-392-9500|경기 군포시 산본동 71-7|10:30~20:30|126.937206|37.372816
롯데하이마트|산수점|062-522-3663|광주 동구 산수동 543-11|10:30~20:30|126.930339|35.160082
롯데하이마트|삼계점|055-314-8066|경남 김해시 삼계동 1502-5번지|10:30~20:30|128.869447|35.260301
롯데하이마트|삼산롯데마트점|032-508-8600|인천 부평구 삼산동 465-1|10:00~22:00|126.732045|37.507881
롯데하이마트|삼산점|0522678400|울산 남구 삼산동 224-11|10:30~20:30|129.346044|35.540166
롯데하이마트|삼선교점|02-928-8400|서울 성북구 동소문동3가 76|10:30~20:30|127.012548|37.591218
롯데하이마트|삼송점|023899850|경기 고양시 덕양구 동산동 77-1|10:30~20:30|126.897634|37.646138
롯데하이마트|삼양롯데마트점|02-985-9700|서울 강북구 미아동 1359|10:00~22:00|127.01769|37.625608
롯데하이마트|삼척점|033-574-1101|강원 삼척시 당저동 34-2|10:30~20:30|129.166955|37.446668
롯데하이마트|삼천포점|055-835-5533|경남 사천시 벌리동 482-3|10:30~20:30|128.077811|34.935884
롯데하이마트|삼화점|0648030525|제주 제주시 도련1동 2190-2|10:30~20:30|126.57834|33.5118
롯데하이마트|상계점|02-934-6007|서울 노원구 상계동 1049-4|10:30~20:30|127.054779|37.674927
롯데하이마트|상남점|0552752800|경남 창원시 성산구 상남동 15-1번지|10:30~20:30|128.68279|35.22308
롯데하이마트|상당롯데마트점|043-298-6700|충북 청주시 상당구 용암1동 2634|10:00~22:00|127.51611|36.620371
롯데하이마트|상도점|028256700|서울 동작구 상도2동 22-42 (주)하이마트상도점|10:30~20:30|126.945295|37.505443
롯데하이마트|상동세이브존점|032-512-2006|경기 부천시 원미구 상3동 세이브존 상동점 5층|10:00~22:00|126.753831|37.506419
롯데하이마트|상록롯데마트점|031-408-9800|경기 안산시 상록구 본오2동 880|10:00~22:00|126.860744|37.295253
롯데하이마트|상록수점|031-501-3300|경기 안산시 상록구 본오3동 877-10|10:30~20:30|126.861962|37.302014
롯데하이마트|상무롯데마트점|062-382-9119|광주 서구 치평동 1239|10:00~22:00|126.852385|35.152375
롯데하이마트|상무점|062-371-1177|광주 서구 치평동 278-22|10:30~20:30|126.852247|35.148137
롯데하이마트|상봉점|02-2207-8881|서울 중랑구 망우동 489-26|10:30~20:30|127.096516|37.599296
롯데하이마트|상암월드컵점|023752800|서울 마포구 상암동 1628번지|10:30~20:30|126.897888|37.573553
롯데하이마트|상주점|054-536-8211|경북 상주시 무양동 1-19|10:30~20:30|128.150454|36.422618
롯데하이마트|서강점|02-702-2700|서울 마포구 신수동 1-3 서강빌딩1층|10:30~20:30|126.939334|37.549478
롯데하이마트|서곡점|0632550014|전북 전주시 완산구 효자동3가 855-5 하이마트 서곡점|10:30~20:30|127.102616|35.83856
롯데하이마트|서구청점|032-564-8111|인천 서구 심곡동 278-11|10:30~20:30|126.67734|37.546774
롯데하이마트|서귀포점|0647620811|제주 서귀포시 동홍동 458-5 하이마트|10:30~20:30|126.566137|33.253944
롯데하이마트|서대전롯데마트점|0425426611|대전 유성구 원내동 33-2 롯데마트 서대전점|10:00~22:00|127.323623|36.301185
롯데하이마트|서면점|0516089400|부산 부산진구 전포동 585-4 외 3필지|10:30~20:30|129.06568|35.163751
롯데하이마트|서산롯데마트점|0416688899|충남 서산시 예천동 508-10|10:00~22:00|126.438754|36.773681
롯데하이마트|서산점|041-668-0082|충남 서산시 석남동 28-5번지|10:30~20:30|126.454147|36.769061
롯데하이마트|서수원점|0312273400|경기 수원시 권선구 구운동 316-1 서수원점하이마트|10:30~20:30|126.96949|37.274848
롯데하이마트|서울역롯데마트점|023926800|서울 중구 봉래동2가 122-11 경부고속철도서울민자역사|10:00~22:00|126.969524|37.554728
롯데하이마트|서진주탑마트점|0557726611|경남 진주시 평거동 921|10:00~22:00|128.0619|35.170373
롯데하이마트|서청주롯데마트점|0432315500|충북 청주시 흥덕구 비하동 811 롯데아울렛 청주점|10:00~22:00|127.421644|36.645176
롯데하이마트|서현롯데마트점|031-702-3232|경기 성남시 분당구 서현동 275|10:00~22:00|127.120601|37.386016
롯데하이마트|석관점|029679600|서울 성북구 석관동 183-1|10:30~20:30|127.062455|37.610717
롯데하이마트|석남점|032-574-4300|인천 서구 석남동 480-5|10:30~20:30|126.672762|37.510096
롯데하이마트|석사롯데마트점|0332621177|강원 춘천시 석사동 27-2 롯데마트 석사점|10:00~22:00|127.759203|37.866554
롯데하이마트|석촌역점|024126678|서울 송파구 석촌동 286번지|10:30~20:30|127.107511|37.504345
롯데하이마트|선부점|031-483-7400|경기 안산시 단원구 선부동 1076-14|10:30~20:30|126.811612|37.335562
롯데하이마트|성남세이브존점|0317301231|경기 성남시 수정구 신흥2동 2463-5 세이브존|10:30~21:00|127.153478|37.443906
롯데하이마트|성남시청점|0317026750|경기 성남시 중원구 여수동 187|10:30~20:30|127.128188|37.417411
롯데하이마트|성내점|02-484-0787|서울 송파구 풍납동 504-2|10:30~20:30|127.120164|37.530607
롯데하이마트|성서점|053-584-1110|대구 달서구 이곡동 663-8번지|10:30~20:30|128.509478|35.850954
롯데하이마트|성정롯데마트점|0415624488|충남 천안시 서북구 성정동  1486|10:00~22:00|127.140041|36.826274
롯데하이마트|세교점|031-692-3311|경기 평택시 세교동 443-4|10:30~20:30|127.073035|37.010623
롯데하이마트|세이점|0422523838|대전 중구 문화동  1-16번지 세이백화점|10:30~20:30|127.408962|36.321013
롯데하이마트|세종점|0448683624|세종특별자치시 어진동 669번지|10:30~20:30|127.263|36.496441
롯데하이마트|센텀점|0517840089|부산 해운대구 재송동 652-10|10:30~20:30|129.12544|35.179913
롯데하이마트|소사점|0323519870|경기 부천시 소사구 소사본동 81-3 소사하이마트 81-3|10:30~20:30|126.795262|37.480259
롯데하이마트|소하점|02-804-8900|경기 광명시 소하동 1343번지|10:30~20:30|126.881648|37.447254
롯데하이마트|속초점|033-637-0089|강원 속초시 조양동 1500-6|10:30~20:30|128.582228|38.18925
롯데하이마트|송도롯데마트점|0328596800|인천 연수구 송도동 6-11 송도롯데마트|10:00~22:00|126.643349|37.388222
롯데하이마트|송우점|031-541-0080|경기 포천시 소흘읍 송우리 450-2번지|10:30~20:30|127.143156|37.824739
롯데하이마트|송정점|0336515700|강원 강릉시 송정동 622|10:30~20:30|128.920957|37.771489
롯데하이마트|송천점|063-272-2100|전북 전주시 덕진구 송천동2가 529-3|10:30~20:30|127.122067|35.863471
롯데하이마트|송탄점|031-663-1600|경기 평택시 이충동 435-1|10:30~20:30|127.061698|37.058131
롯데하이마트|송파롯데마트점|02-448-7300|서울 송파구 문정2동 150-2|10:00~22:00|127.117804|37.491727
