##NAME|SUBNAME|TELNUM|NEWADDR|FEAT|XCOORD|YCOORD@@이마트24
이마트24|간석점|070-8860-5679|인천광역시 남동구 동암남로 34번길 50|24시간;의약품;스포츠토토;ATM;POSA||
이마트24|간석태광점|0324388633|인천광역시 남동구 용천로153번길 27|원두커피;택배;POSA;원두커피||
이마트24|간석태화점|032-427-2364|인천광역시 남동구 남동대로916번길 23|24시간;원두커피;택배;ATM;POSA;원두커피;스포츠토토||
이마트24|갈마중앙점|042-537-0908|대전광역시 서구 갈마로87(갈마동) 101호(갈마동,동빌라)|ATM;POSA||
이마트24|갈매스위첸점|031-573-5205|경기도 구리시 갈매중앙로 25|||
이마트24|갈매신영점|070-7761-4990|경기도 구리시 갈매순환로 194 신영프라자 106호|원두커피;택배;POSA;원두커피||
이마트24|갈매파크위버점|031-529-9524|경기도 구리시 갈매순환로204번길 119 파크위버 오피스텔 1층 124호|원두커피;택배;POSA;원두커피||
이마트24|갈산주공2단지점|032-665-2660|인천광역시 부평구 주부토로 206|원두커피;택배;POSA;원두커피;스포츠토토||
이마트24|갈산태화점|032-527-5477|인천광역시 부평구 부평북로 313|24시간;택배;POSA;원두커피;스포츠토토||
이마트24|갈현제일점|02-2614-6262|서울특별시 은평구 통일로85길 18-1|원두커피;택배;POSA;원두커피;스포츠토토||
이마트24|감계푸르지오점|055-296-9624|경상남도 창원시 의창구 북면 감계로 221 상가동-2동 B1층 103호|원두커피;택배;POSA;원두커피||
이마트24|감삼센터점|053-291-1049|대구광역시 달서구 감삼남길 95(감삼동)|원두커피;ATM;POSA||
이마트24|감신대점|02-393-3340|서울특별시 서대문구 독립문로14길 30 종합관|||
이마트24|감천네거리점|02-6916-1500|대구광역시 달서구 용산로 3(본리동)|ATM;POSA||
이마트24|감천문화마을점|02-6916-1500|부산광역시 사하구 옥천로 43(감천동)|POSA||
이마트24|강남개포점|02-6916-1500|서울특별시 강남구 언주로 110 1층 101-나호|||
이마트24|강남고개점|02-6916-1500|서울특별시 강남구 학동로18길 59|택배||
이마트24|강남대역점|02-6916-1500|경기도 용인시 기흥구  중부대로 583 (구갈동)|원두커피;ATM;POSA||
이마트24|강남대입구점|02-6916-1500|경기도 용인시 기흥구 강남로 13 1층 113~115호|||
이마트24|강남대학사점|02-6916-1500|경기도 용인시 기흥구 강남로 40(구갈동) 심전산학관 B105호|원두커피;택배;POSA||
이마트24|강남더인피닛점|02-6951-3283|서울특별시 서초구 사평대로58길 6|24시간;원두커피;의약품;택배;POSA;원두커피;스포츠토토||
이마트24|강남도곡점|02-451-2244|서울특별시 강남구 남부순환로370길 9|||
이마트24|강남압구정점|02-542-3391|서울특별시 강남구 언주로174길 29|24시간;원두커피;의약품;택배;ATM;POSA;원두커피;스포츠토토||
이마트24|강남역점|02-6916-1500|서울특별시 강남구 강남대로 지하 396 F-2호|원두커피||
이마트24|강남오픈로드점|02-571-0710|서울특별시 강남구 논현로16길 6 1층 101호|||
이마트24|강대정문점|02-6916-1500|강원도 춘천시 효석로9번길 21|||
이마트24|강대후문점|02-6916-1500|강원도 춘천시 백령로138번길 20(효자동)|택배;ATM;POSA||
이마트24|강동명일점|02-6053-4700|서울특별시 강동구 동남로65길 56|원두커피;택배;원두커피||
이마트24|강동본점|02-474-3271|서울특별시 강동구 천호옛길 84|24시간;의약품;스포츠토토;ATM;POSA;원두커피||
이마트24|강동성내점|02-470-8929|서울특별시 강동구 풍성로 106 1층 102-1호|24시간;의약품;택배;ATM;POSA;원두커피||
이마트24|강동암사점|02-6916-1500|서울특별시 강동구 구천면로 343|원두커피;택배;ATM;원두커피||
이마트24|강동중앙점|02-478-5310|서울특별시 강동구 양재대로 1335|ATM;원두커피||
이마트24|강동프라자점|02-6916-1500|서울특별시 강동구 천호대로 1238|스포츠토토;ATM;POSA;원두커피||
이마트24|강릉(강릉방향)휴게소|033-648-8850|강원도 강릉시 성산면 영동고속도로 232|24시간;의약품||
이마트24|강릉(서창방면)휴게소점|033-647-9970|강원도 강릉시 성산면 영동고속도로 231|24시간;의약품||
이마트24|강릉관동대점|033-644-5059|강원도 강릉시  관대길 27 (내곡동)|24시간;원두커피;의약품;택배;ATM;POSA;원두커피;스포츠토토||
이마트24|강릉교동점|033-641-2528|강원도 강릉시 하슬라로232번길 12(교동) 1층 이마트24편의점|24시간;원두커피;의약품;택배;POSA;스포츠토토||
이마트24|강릉교동주공점|02-6916-1500|강원도 강릉시 가작로 85-1|원두커피;택배;POSA;원두커피||
이마트24|강릉남항진점|02-6916-1500|강원도 강릉시 공항길127번길 66|원두커피||
이마트24|강릉노암점|033-642-2490|강원도 강릉시 임영로26번길 12(노암동) 1층 이마트24편의점|원두커피;택배;POSA||
이마트24|강릉동부점|070-7700-1411|강원도 강릉시 옥가로50번길 2|||
이마트24|강릉솔향점|02-6916-1500|강원도 강릉시 노가니길 24 1층|원두커피;택배;POSA||
이마트24|강릉심곡항점|02-6916-1500|강원도 강릉시 강동면 심곡리100 1층 이마트24편의점|원두커피||
이마트24|강릉올림픽파크점|02-6916-1500|강원도 강릉시 수리골길22번길 4 (포남동)|원두커피||
이마트24|강릉원대로점|02-6916-1500|강원도 강릉시 원대로 20 (교동)|||
이마트24|강릉원주대점|02-6916-1500|강원도 강릉시 경포로15번길 6-1|택배;POSA||
이마트24|강릉유천점|033-653-1264|강원도 강릉시 홍제동1022-1 1층 이마트24편의점|원두커피;택배;POSA||
이마트24|강릉율곡로점|02-6916-1500|강원도 강릉시 율곡로 2952|||
이마트24|강릉의료원점|070-7700-2700|강원도 강릉시 경강로 2007|||
이마트24|강릉일송점|02-6916-1500|강원도 강릉시 하평3길 37 124호|원두커피;택배;POSA;원두커피||
이마트24|강릉임당점|02-6916-1500|강원도 강릉시 임영로 182번길 18 (임당동)|원두커피||
이마트24|강릉입암주공점|033-651-5550|강원도 강릉시 성덕포남로 37 상가 104호,105호|24시간;원두커피;택배;POSA||
이마트24|강릉주문진점|02-6916-1500|강원도 강릉시 주문진읍 매맥이길 13-6|원두커피;택배;POSA;원두커피||
이마트24|강릉중앙점|033-645-9191|강원도 강릉시 중앙시장2길 10-3|원두커피;택배;POSA;원두커피||
이마트24|강릉축구공원점|02-6916-1500|강원도 강릉시 남부로212번길 13-6|택배;POSA;원두커피||
이마트24|강릉포남점|02-6916-1500|강원도 강릉시 보래미하길53번길 10 (포남동)|원두커피||
이마트24|강릉한신더휴점|033-652-6859|강원도 강릉시 경강로 2446 강릉송정한신더휴 제상가동 1층 105호|원두커피;택배;POSA;원두커피||
이마트24|강릉한신점|02-6916-1500|강원도 강릉시 경강로2539번길 8 상가동 101,102,107,108호|||
이마트24|강릉해피점|033-641-2539|강원도 강릉시 경강로 2101|||
이마트24|강릉회산점|02-6916-1500|강원도 강릉시 회산로 348-31 1층|ATM;POSA;원두커피||
이마트24|강변두산위브점|052-257-1908|울산광역시 남구 신정로203번길 61 두산위브더제니스101호|||
이마트24|강북미아점|02-6916-1500|서울특별시 강북구 도봉로20가길 40|||
이마트24|강서까치산점|070-7707-0823|서울특별시 강서구 강서로10길 19(화곡동) 루체비스타|원두커피;택배;POSA||
이마트24|강서내발산점|02-6916-1500|서울특별시 강서구 강서로47다길 20 1층|원두커피||
이마트24|강서등마루점|02-2653-9208|서울특별시 강서구  등촌로51길 11 (등촌동)|원두커피;택배;ATM;POSA||
이마트24|강서등촌점|02-6916-1500|서울특별시 강서구  화곡로68길 148 (등촌동)|원두커피;택배;ATM;POSA||
이마트24|강서미음점|070-4184-6054|부산광역시 강서구 미음산단로139번길 5|원두커피||
이마트24|강서백점만점|02-2662-5567|서울특별시 강서구 강서로45길 73 102호|원두커피;택배;POSA||
이마트24|강서범방점|051-914-0268|부산광역시 강서구 범방3로68번길 1|원두커피;택배;POSA;원두커피||
이마트24|강서우장산점|02-6916-1500|서울특별시 강서구  우장산로 104(화곡동)|원두커피;택배;스포츠토토||
이마트24|강서우장초교점|02-6916-1500|서울특별시 강서구 화곡로43길 34 1층|원두커피;ATM;POSA||
이마트24|강원고성대로점|033-633-5972|강원도 고성군 토성면 고성대로 51|원두커피||
이마트24|강촌힐스점|033-263-3456|강원도 춘천시 서면 경춘로 584|POSA||
이마트24|강화길상점|02-6916-1500|인천광역시 강화군 길상면 장흥로 166|원두커피;택배;ATM;POSA;원두커피||
이마트24|강화동막해변점|02-6916-1500|인천광역시 강화군 화도면 해안남로 1476|원두커피||
이마트24|강화리조트점|02-6916-1500|인천광역시 강화군 길상면 장흥로 195-38 인천광역시 강화군 길상면 선두리 산281-1|||
이마트24|강화양도점|032-937-1107|인천광역시 강화군 양도면 강화남로 687 1층|원두커피;택배;POSA;원두커피||
이마트24|강화점|032-933-9678|인천광역시 강화군 강화읍 강화대로 571|24시간;원두커피;의약품;택배;POSA;원두커피||
이마트24|강화터미널점|032-932-1729|인천광역시 강화군 강화읍 중앙로 27|||
이마트24|강화해안로점|032-937-4705|인천광역시 강화군 화도면 해안남로 2394 장화리695-1|24시간;원두커피;의약품;택배;POSA;원두커피||
이마트24|강화흥왕리점|02-6916-1500|인천광역시 강화군 화도면 해안남로 1808 132-3|원두커피;택배;POSA;원두커피||
이마트24|개금대명점|02-6916-1500|부산광역시 부산진구 진사로77번길3|택배;POSA||
이마트24|개금센츄어리점|051-895-8711|부산광역시 부산진구 냉정로233|택배;POSA;스포츠토토||
이마트24|개금이린타워점|051-898-3828|부산광역시 부산진구 엄광로 24|원두커피;택배;POSA;원두커피||
이마트24|개봉동부점|02-6015-1337|서울특별시 구로구 개봉로12길 12 1층|24시간;의약품;택배;POSA||
이마트24|개봉중앙점|02-2060-2335|서울특별시 구로구 개봉로5길 23|24시간;원두커피;의약품;택배;POSA;원두커피;스포츠토토||
이마트24|개봉크로바점|02-2689-7835|서울특별시 구로구 개봉로17바길 58|원두커피;택배;POSA;원두커피;스포츠토토||
이마트24|개포래미안점|02-577-5588|서울특별시 강남구 선릉로 8 201동 왼쪽코너|POSA||
이마트24|거여삼거리점|02-6083-3434|서울특별시 송파구  마천로 343 , 1층(마천동)|원두커피;ATM;POSA||
이마트24|거여역점|070-7719-5948|서울특별시 송파구 오금로 491 1층|원두커피;택배;ATM;POSA;스포츠토토||
이마트24|거제계룡점|055-635-5800|경상남도 거제시 동문천로 13|||
이마트24|거제고현점|055-637-7381|경상남도 거제시 거제중앙로25길 6|24시간;원두커피;의약품;택배;ATM;POSA;원두커피||
이마트24|거제농소몽돌점|055-634-3614|경상남도 거제시 장목면 거제북로 2594|원두커피;택배;POSA;원두커피||
이마트24|거제능포점|02-6916-1500|경상남도?거제시?능포로?232(능포동)|택배;ATM;POSA||
이마트24|거제대우마리나점|02-6916-1500|경상남도 거제시 옥포로19길 26(옥포동) 1층|원두커피;택배;ATM;POSA||
이마트24|거제도장포점|055-633-1887|경상남도 거제시 도장포1길 75|원두커피;POSA;원두커피||
이마트24|거제두모점|055-681-6285|경상남도 거제시 능포로 15(장승포동)|POSA||
이마트24|거제삼성중공업점|02-6916-1500|경상남도 거제시 장평1로16길 15|원두커피;ATM;원두커피||
이마트24|거제성원아파트점|055-636-1538|경상남도 거제시 장퐁로10길 439(장평동) 1층|택배;POSA;스포츠토토||
이마트24|거제옥포덕산점|02-6916-1500|경상남도 거제시 옥포로 293-1|원두커피;택배;POSA;원두커피||
이마트24|거제옥포로점|055-687-6079|경상남도 거제시 옥포로 168|원두커피;택배;POSA;원두커피||
이마트24|거제옥포점|055-680-0959|경상남도 거제시 옥포로 265 한양상가 102호|ATM;POSA||
이마트24|거제옥포중앙점|070-4150-0770|경상남도 거제시 옥포로4길 26|24시간;원두커피;택배;POSA;원두커피||
이마트24|거제운동장점|055-637-6062|경상남도 거제시 계룡로 166(고현동) 1층|택배;ATM;POSA||
이마트24|거제유스호스텔점|055-632-7977|경상남도 거제시 남부면 거제대로 283 거제유스호스텔|POSA;원두커피||
이마트24|거제장승포항점|055-682-2275|경상남도 거제시 장승로 113|원두커피;택배;ATM;POSA;원두커피||
이마트24|거제장평골드점|055-632-4312|경상남도 거제시 장평1로3길 10|원두커피;택배;POSA;원두커피||
이마트24|거제장평아내점|070-4951-8677|경상남도 거제시 장평4로2길 2|||
이마트24|거제장평점|02-6916-1500|경상남도 거제시 장평3로4길 12(장평동) 1층|택배;스포츠토토;POSA||
이마트24|거제장평중앙점|055-638-0227|경상남도 거제시 장평로 37|24시간;원두커피;의약품;택배;ATM;POSA;원두커피||
이마트24|거제중곡중앙점|055-632-0829|경상남도 거제시 중곡로3길 31(고현동) 1층|택배;ATM;POSA||
이마트24|거제중앙병원점|02-6916-1500|경상남도 거제시 고현로87-1(고현동) 1층|택배;ATM;POSA||
이마트24|거제한내점|055-632-8592|경상남도 거제시 연초면 연하해안로 824(한내리) 1층|원두커피;택배;POSA||
이마트24|거창가조온천점|055-942-4490|경상남도 거창군 가조면 도산길 3|원두커피;택배;POSA;원두커피||
이마트24|거창공수들점|02-6916-1500|경상남도 거창군 거창읍 공수들6길 3|||
이마트24|거창수승대점|055-943-0043|경상남도 거창군 위천면 송계로 358|원두커피;택배;POSA;원두커피||
이마트24|거창승강기밸리점|02-6916-1500|경상남도 거창군 남상면 승강기길 57 1층|원두커피;택배;POSA||
이마트24|거창창동점|055-945-3659|경상남도 거창군 거창읍 창동로 131|원두커피;택배;POSA;원두커피||
이마트24|건대차이나점|02-498-7005|서울특별시 광진구 동일로18길 44|||
이마트24|검단대림점|070-7543-1825|인천광역시 서구 검단로 448 상가동 202호|||
이마트24|검단사거리점|032-567-3201|인천광역시 서구 완정로 172|||
이마트24|검단어울림점|032-562-1166|인천광역시 서구 봉화로 18 드림파크어울림 1단지 상가|POSA||
이마트24|검단왕길점|032-564-4665|인천광역시 서구 검단로 463 현대프라자 101호|||
이마트24|검암2단지점|070-7700-5378|인천광역시 서구 승학로 536|24시간;원두커피;의약품;택배;ATM;POSA;원두커피;스포츠토토||
이마트24|검암그랑블점|032-566-5283|인천광역시 서구 승학로495번길 7|원두커피;택배;POSA;원두커피;의약품||
이마트24|경기광주역점|031-761-7792|경기도 광주시 역동로 106|||
이마트24|경기광주역점|031-761-7792|경기도 광주시  역동로  106(역동)|원두커피;ATM;POSA||
이마트24|경기광주지월점|031-768-3876|경기도 광주시 초월읍 경수길 43(골든하우스)|택배||
이마트24|경대원룸점|053-941-7855|대구광역시 북구 경대로23길 57|||
이마트24|경복대점|02-6916-1500|경기도 남양주시 진접읍 경복대로 425 기숙사건물|POSA;24시간;원두커피||
이마트24|경북대누리관점|02-6916-1500|대구광역시 북구 대학로 80 생활관|원두커피;POSA;원두커피||
이마트24|경북대병원점|053-255-9718|대구광역시 중구 동덕로 125|24시간;원두커피;의약품;택배;POSA;원두커피||
이마트24|경북대점|053-958-8265|대구광역시 북구 대학로 81|||
이마트24|경북대정문점|070-7729-8883|대구광역시 동구 경대로 62|||
이마트24|경산(서울방향)휴게소점|053-981-0526|경상북도 경산시 진량읍 대학로 1089|24시간;의약품;POSA||
이마트24|경산계양점|053-817-7610|경상북도 경산시 원효로26길 42|24시간;원두커피;의약품;택배;ATM;POSA||
이마트24|경산대평점|02-6916-1500|경상북도 경산시 경안로67길 14|24시간;원두커피;의약품;택배;POSA||
이마트24|경산백천점|02-6916-1500|경상북도 경산시 경청로217길 3-19|24시간;원두커피;의약품;택배;POSA||
이마트24|경산베르디움점|053-816-4567|경상북도 경산시 남매공원로2길 12|원두커피;택배;POSA;원두커피;스포츠토토;스포츠토토||
이마트24|경산부영점|02-6916-1500|경상북도 경산시 장산로 321|원두커피;택배;POSA||
이마트24|경산사동점|053-812-5204|경상북도 경산시 백자로 76|원두커피;택배;POSA;원두커피||
이마트24|경산압량공원점|053-262-9989|경상북도 경산시 압량면 청운2로 97|||
이마트24|경산압량점|02-6916-1500|경상북도 경산시 압량면 화랑로 297|원두커피;택배;POSA||
이마트24|경산역점|02-6916-1500|경상북도 경산시 옥산로 39|원두커피;택배;POSA||
이마트24|경산옥산중앙점|053-816-0711|경상북도 경산시 대학로8길 53|||
이마트24|경산임당점|02-6916-1500|경상북도 경산시  청운2로7길 6|24시간;의약품;택배;POSA||
이마트24|경산자인공단점|02-6916-1500|경상북도 경산시 자인면 자인로 58|원두커피;택배;POSA||
이마트24|경산정평역점|02-6916-1500|경상북도 경산시  대학로 58|24시간;원두커피;의약품;택배;ATM;POSA||
이마트24|경산중방점|053-818-1494|경상북도 경산시 경안로41길 13|원두커피;택배;POSA;원두커피;스포츠토토||
이마트24|경산지식산업단지점|053-852-6058|경상북도 경산시 와촌면 지식산업2로 140|||
이마트24|경산진량센터점|02-6916-1500|경상북도 경산시 진량읍 공단로 462 1층|24시간;원두커피;POSA||
이마트24|경산펜타힐즈점|053-813-0224|경상북도 경산시 펜타힐즈2로 40 401동 101호|||
이마트24|경상대정문점|02-6916-1500|경상남도 진주시  가좌안골길10번길 14 (가좌동)|24시간;의약품;택배;POSA||
이마트24|경성대점|02-6916-1500|부산광역시 남구  수영로346번길 12 (대연동)|24시간;의약품;POSA||
이마트24|경성대후문점|051-624-4498|부산광역시 남구 수영로293번길 36-1 화목아파트|ATM;POSA||
이마트24|경인교대점|02-6916-1500|인천광역시 계양구 향교로5번길 2|원두커피;택배;POSA;원두커피||
이마트24|경일대정문점|070-4036-7479|경상북도 경산시 하양읍 대경로105길 44|24시간;원두커피;택배;POSA;원두커피;스포츠토토||
이마트24|경주교촌점|02-6916-1500|경상북도 경주시 교촌길 4|원두커피;택배;POSA;원두커피||
이마트24|경주구어블루점|02-6916-1500|경상북도 경주시 외동읍 구어2산단로 73-5|||
이마트24|경주노동점|054-773-4353|경상북도 경주시 중앙로 34번길 7|원두커피;택배;스포츠토토;POSA||
이마트24|경주동대로점|02-6916-1500|경상북도 경주시 동대로 24|원두커피;택배;POSA;원두커피||
이마트24|경주동천점|02-6916-1500|경상북도 경주시 알천북로249번길 29 1층 101호|POSA;원두커피||
이마트24|경주문무왕릉점|054-774-6387|경상북도 경주시 양북면 동해안로 1370|원두커피;택배;POSA;원두커피||
이마트24|경주문산공단점|054-774-1529|경상북도 경주시 외동읍 문산공단길 98|택배;ATM;POSA||
이마트24|경주미소지움점|054-771-7014|경상북도 경주시 외동읍 외남로 1737-15 상가동 B101호|원두커피;택배;POSA;원두커피;스포츠토토||
이마트24|경주불국사초점|02-6916-1500|경상북도 경주시 불국사초등길 32-1 1층|원두커피;택배;ATM;POSA;원두커피||
이마트24|경주석계점|054-701-2009|경상북도 경주시 외동읍 문구로 13|원두커피;택배;POSA||
이마트24|경주성건금성점|02-6916-1500|경상북도 경주시 금성로 386|원두커피;택배;ATM;POSA;스포츠토토||
이마트24|경주성건점|02-6916-1500|경상북도 경주시 금성로 396번길 52|택배;ATM;POSA||
이마트24|경주안강대로점|054-762-2422|경상북도 경주시 안강읍 호국로 2620|||
이마트24|경주안강삼도점|054-763-6262|경상북도 경주시 안강읍 구부랑4길 14|원두커피;의약품;택배;ATM;POSA;스포츠토토||
이마트24|경주안강우성점|054-761-0695|경상북도 경주시 안강읍 화전중앙길 16|||
이마트24|경주양남점|054-742-5183|경상북도 경주시 양남면 동해안로 652-1|||
이마트24|경주엑스포점|054-777-5701|경상북도 경주시 엑스포로 80 1층 205호|택배;ATM;POSA;스포츠토토||
이마트24|경주외동원룸점|02-6916-1500|경상북도 경주시 외동읍 계동2길 62-2 1층|택배;ATM;POSA||
이마트24|경주외동점|070-7624-0202|경상북도 경주시 외동읍 입실로 40|원두커피;택배;ATM;POSA;원두커피||
이마트24|경주용강공단점|054-773-1559|경상북도 경주시 공단로 69|24시간;원두커피;의약품;택배;ATM;POSA||
이마트24|경주초당점|054-773-8838|경상북도 경주시 초당길19번길 29|원두커피;택배;POSA;원두커피||
이마트24|경주충효흥무점|02-6916-1500|경상북도 경주시 충효중앙길29 흥무전당오피스텔|원두커피;택배;POSA||
이마트24|경주한마음점|054-775-6675|경상북도 경주시 금성로372번길 14|원두커피;택배;POSA||
이마트24|경주현곡점|054-772-2279|경상북도 경주시 현곡면 안현로 19-11|원두커피;택배;POSA;원두커피||
이마트24|경주황성점|02-6916-1500|경상북도 경주시 용담로92번길 42-2|원두커피;택배;POSA;원두커피||
이마트24|경주황오점|02-6916-1500|경상북도 경주시 원효로 128|원두커피;택배;POSA;원두커피||
이마트24|경주IC점|054-772-3468|경상북도 경주시  서라벌대로 322-16|원두커피;택배;POSA||
이마트24|경희대국제캠퍼스점|02-6916-1500|경기도 용인시 기흥구 서그내로15번길 41|원두커피;의약품;POSA||
이마트24|경희대원룸점|02-966-6607|서울특별시 동대문구 천장산로7길 62|택배;POSA;원두커피||
이마트24|계룡포스코점|042-551-5475|충청남도 계룡시 두마면 사계로 101(계룡 더 샵 아파트)|원두커피;택배;POSA||
이마트24|계명대동문점|053-588-3247|대구광역시 달서구 서당로7길 35|24시간;원두커피;택배;POSA;원두커피||
이마트24|계산새로점|02-6916-1500|인천광역시 계양구 계산새로 31|원두커피;택배;POSA;원두커피||
이마트24|계산역점|032-551-0682|인천광역시 계양구 하느재로4|24시간;의약품;ATM||
이마트24|계산현대점|02-6916-1500|인천광역시 계양구 계산로 149|원두커피;택배;ATM;POSA;원두커피||
이마트24|계양동양점|032-555-1539|인천광역시 계양구 양지말1길 5 101호|원두커피;POSA||
이마트24|계양병방점|032-547-0784|인천광역시 계양구 계양산로 201|원두커피;택배;POSA;원두커피||
이마트24|계양봉오대로점|032-215-1881|인천광역시 계양구 봉오대로706번길 15 1층 일부|POSA||
이마트24|계양세종병원점|032-240-8435|인천광역시 계양구 계양문화로 20(작전동) Mediplex 세종병원 1층 편의점|원두커피;POSA||
이마트24|계양임학점|02-6916-1500|인천광역시 계양구 임학동로 33 1층|ATM;POSA;스포츠토토||
이마트24|고강수주점|070-8838-0478|경기도 부천시 고강로 114 지층 101호|||
이마트24|고덕갈평로점|031-667-3793|경기도 평택시 고덕면 고덕갈평1로 39|원두커피;택배;POSA;원두커피||
이마트24|고덕다채움앙상블점|031-662-0908|경기도 평택시 고덕면 고덕여염7길 27|택배;원두커피||
이마트24|고덕으뜸점|02-6916-1500|서울특별시 강동구 상일로 153|ATM;POSA;원두커피||
이마트24|고등호반점|02-6916-1500|경기도 성남시 수정구 고등로 34|24시간;원두커피;택배;POSA;원두커피||
이마트24|고려대역점|029296460|서울특별시 동대문구 고산자로 560|24시간;원두커피;의약품;택배;POSA;원두커피||
이마트24|고려병원점|051-611-7999|부산광역시 남구 수영로 238 1층|POSA||
이마트24|고령우륵점|053-954-9777|경상북도 고령군 대가야읍 우륵로62|원두커피;택배;POSA||
이마트24|고성상리점|02-6916-1500|경상남도 고성군 상리면 척번정9길 49|원두커피;택배;POSA;원두커피||
이마트24|고성송학점|055-673-1170|경상남도 고성군 고성읍 중앙로43번길 73-13|||
이마트24|고성월평태광점|055-673-6711|경상남도 고성군 고성읍 남해안대로 2238|||
이마트24|고성점|055-672-7124|경상남도 고성군 고성읍 남포로 49 1층 101호|원두커피;택배;POSA;원두커피;스포츠토토||
이마트24|고성하이점|02-6916-1500|경상남도 고성군 하이면 하이로 243|||
