##NAME|SUBNAME|TELNUM|NEWADDR|OT|XCOORD|YCOORD@@말자싸롱
말자싸롱|청주내덕점|043-221-1536|충청북도 청주시 청원구 향군로 137 (내덕동)|AM05:00~AM03:00|127.4798827|36.6564263
말자싸롱|천안성거점|041-523-2228|충청남도 천안시 서북구 성거길 20 자이에뜨상가 103호|PM06:00~AM02:00|127.1975139|36.8677432
말자싸롱|칠곡태전점|053-323-7797|대구광역시 북구 영송로 4 , 104호|AM05:00~AM03:00|128.5439554|35.9254829
말자싸롱|송도캠퍼스타운점|032-812-8005|인천광역시 연수구 송도과학로27번길 55 캠퍼스타운 302동 1층 D동 120호|AM05:00~AM03:00|126.6650678|37.3880369
말자싸롱|창원대방점|055-286-3303|경상남도 창원시 성산구 가양로 124번길 17-13, 1층 101호 (대방동)|AM05:00~AM03:00|128.7080111|35.2081267
말자싸롱|아산탕정점|041-541-6606|충청남도 아산시 탕정면 탕정면로 8번길 15-16 (1층)|AM05:00~AM03:00|127.0586550|36.7982983
말자싸롱|경북영양점|054-683-6633|경북 영양군 영양읍 중앙로 129-1|AM05:00~AM03:00|129.1137873|36.6649665
말자싸롱|서울종암점|02-925-5750|서울특별시 성북구  종암로21길 11|AM05:00~AM03:00|127.0339009|37.5992486
말자싸롱|서산테크노밸리점|041-669-6880|충남 서산시 성연면 성연2로 19-26, 101호|AM05:00~AM03:00|126.4609841|36.8390916
말자싸롱|부산신호점|051-971-3590|부산광역시 강서구 신호산단4로 64번길 20 102호|AM05:00~AM03:00|128.8797082|35.0840525
말자싸롱|정읍상동점|063-536-9157|전라북도 정읍시 중앙로 289 1층 (상동)|AM05:00~AM03:00|126.8682493|35.5595712
말자싸롱|오창산업단지점|043-241-9988|충청북도 청주시 청원구 오창읍 주성1길 16  (103호)|AM05:00~AM03:00|127.4513239|36.7326657
말자싸롱|안양인덕원점|031-421-4846|경기도 안양시 동안구 인덕원로 30(관양동)|AM05:00~AM03:00|126.9744959|37.4020940
말자싸롱|포항양덕점|054-256-4883|경상북도 포항시 북구 천마로46번길 18 1층 (양덕동)|AM05:00~AM03:00|129.3989695|36.0805602
말자싸롱|내포신도시점|041-631-1593|충청남도 홍성군 홍북면 충남대로 36, 114호(빌앤더스오피스텔)|AM05:00~AM03:00|126.6747652|36.6559476
말자싸롱|전북무주점|063-322-1661|전라북도 무주군 무주읍 주계로 8길 10|AM05:00~AM03:00|127.6618508|36.0073899
말자싸롱|대구지산점|053-782-0997|대구광역시 수성구 지범로31길 9 (지산동)|AM05:00~AM03:00|128.6390936|35.8227403
말자싸롱|충남태안점|041-673-1018|충청남도 태안군 태안읍 동문 6길 4|AM05:00~AM03:00|126.3058721|36.7476637
말자싸롱|아산음봉점|041-534-1983|충청남도 아산시 음봉면 음봉로 567 (더샵레이크사이드아파트) 101호|AM05:00~AM03:00|127.0730096|36.8389992
말자싸롱|평택포승점|031-8029-9070|경기도 평택시 포승읍 여술로 7 (스마트빌듀오2차) 120호|AM05:00~AM03:00|126.8434931|36.9876896
말자싸롱|대구시지광장점|053-295-9069|대구광역시 수성구 신매로19길 10 (신매동)|AM05:00~AM03:00|128.7082013|35.8387559
말자싸롱|동해효가점|033-535-3977|강원도 동해시 청운1길 55-1, 다동 3,4호(나안동)|AM05:00~AM03:00|129.1095691|37.4866066
말자싸롱|익산모현점|063-861-5738|전북 익산시 선화로 3길 17, 1층(모현동1가)|AM05:00~AM03:00|126.9397940|35.9508972
말자싸롱|대구사수점|053-311-7840|대구광역시 북구 한강로 6길 14, 1동 1층 106호|AM05:00~AM03:00|128.5153189|35.8960599
말자싸롱|전주송천점|063-278-3337|전라북도 전주시 덕진구 붓내3길 9 (송천동 2가) 1층|AM05:00~AM03:00|127.1226588|35.8667698
말자싸롱|천안차암점|041-621-1030|충청남도 천안시 서북구 밤개울2길 1-3, 1층 102호 (차암동 466)|AM05:00~AM03:00|127.1023366|36.8407709
말자싸롱|구미신평점|054-463-1001|경상북도 구미시 야은로 757 1층 (신평동)|AM05:00~AM03:00|128.3621236|36.1240804
말자싸롱|창원상남점|055-267-0434|경상남도 창원시 성산구 마디미로37번길 11 넥스타운 101호|AM05:00~AM03:00|128.6848359|35.2206942
말자싸롱|천안안서점|041-557-5119|충청남도 천안시 동남구 각원사길 59-6 1층 (안서동 252-1)|AM05:00~AM03:00|127.1790705|36.8313387
말자싸롱|수원북문점|031-244-0339|경기도 수원시 장안구 정조로934번길 21|AM05:00~AM03:00|127.0137338|37.2915543
말자싸롱|목포산정점|061-273-5747|전라남도 목포시 원산중앙로 32 제1층 제103호|AM05:00~AM03:00|126.3760053|34.8083284
말자싸롱|인천구월광장점|032-423-4689|인천 남동구 성말로 16 (구월동, 신현파크프라자)|AM05:00~AM03:00|126.70223145838324|37.445134296137795
말자싸롱|대구이곡점|070-8196-1004|대구광역시 달서구 이곡서로 21 서강상가 103호|AM05:00~AM03:00|128.5046384|35.8537333
말자싸롱|삼척교동점|033-576-0070|강원도 삼척시 청석로 71|AM05:00~AM03:00|129.1768933|37.4482027
말자싸롱|정읍수성점|063-537-1670|전라북도 정읍시 수성 2로 45 (수성동)|AM05:00~AM03:00|126.8561802|35.5811434
말자싸롱|오산운암점|031-835-7116|경기도 오산시 운암로 19 (원동,108호)|AM05:00~AM03:00|127.0759724|37.1480756
말자싸롱|대전둔산을지점|042-482-8187|대전광역시 서구 대덕대로 248 넥서스밸리A동 104호 (둔산동)|AM05:00~AM03:00|127.3799811|36.3547365
말자싸롱|군산산북점|063-471-7832|전라북도 군산시 칠성로 157, 101(산북동, 101호~102호)|AM05:00~AM03:00|126.6788542|35.9689648
말자싸롱|인천연수역점|032-221-3171|인천광역시 연수구 먼우금로218(연수동, 연수푸르지오3단지 씨동 109,110호)|AM05:00~AM03:00|126.6776575|37.4164788
말자싸롱|천안목천부영점|041-551-9007|충청남도 천안시 동남구 목천읍 삼성5길 62, 107(제일아이조움프라자1층)|AM05:00~AM03:00|127.17915|36.7605083
말자싸롱|인천마전점|032-563-9492|인천광역시 서구 완정로 57-1, 102(마전동, 우림프라자 1층)|AM05;00~AM03:00|126.6680185|37.5967828
말자싸롱|당진신평점|041-362-5503|충청남도 당진시 신평면 거산 3거리길 43|AM05:00~AM03:00|126.7549060|36.8815091
말자싸롱|안성한경대점|031-672-2999|경기도 안성시 비룡1길 27 (당왕동)|AM05:00~AM03:00|127.2652575|37.0134055
말자싸롱|독산씨티렉스점|02-893-3979|서울특별시 금천구 시흥대로 399, 114호(독산동, 시티렉스)|AM05:00~AM03:00|126.8990831|37.4643950
말자싸롱|세종아름점|044-866-5306|세종특별자치시 보듬3로 92(아름동, 해피라움2차 1층 131호)|AM05:00~AM03:00|127.2505495|36.5117186
말자싸롱|서산동문점|041-667-5506|충청남도 서산시 율지16로 27 (동문동)|AM05:00~AM03:00|126.4626830|36.7794047
말자싸롱|유성온천점|042-826-0826|대전광역시 유성구 온천로 45, 113 ( 봉명동, 1층)|AM05:00~AM03:00|127.3433797|36.3561374
말자싸롱|강릉대학로점|033-655-6911|강원도 강릉시 토성로 159 (임당동)|AM05:00~AM03:00|128.8937857|37.7557976
말자싸롱|세종첫마을점|044-867-4888|세종특별자치시 한누리대로 193 (나성동, 참미르빌딩 1층 105호)|AM05:00~AM03:00|127.2604320|36.4820971
말자싸롱|인천계산1호점|032-544-6121|인천광역시 계양구 계산로 149, 1층 3호(계산동 영동프라자)|AM05:00~AM03:00|126.7290373|37.5372852
말자싸롱|충주칠금점|043-857-8550|충청북도 충주시 계명대로 35 (칠금동)|AM05:00~AM03:00|127.9183804|36.9826459
말자싸롱|대전가오점|042-273-6649|대전광역시 동구 은어송로51번길 12 (가오동,프리존빌딩109호)|AM05:00~AM03:00|127.455077|36.3064472
말자싸롱|천안쌍용용암점|041-573-8550|충청남도 천안시 서북구 쌍용9길 10 102 (쌍용동, 다래하우스)|AM05:00~AM03:00|127.1205523|36.8019945
말자싸롱|용인김량장점|031-334-9900|경기도 용인시 처인구 중부대로 1391,1층 (김량장동)|AM05:00~AM03:00|127.1989351|37.2334616
말자싸롱|논산시청점|041-736-6766|충청남도 논산시 시민로 210번길 38 (내동)|AM05:00~AM03:00|127.1009956|36.1866756
말자싸롱|구의역점|02-457-1002|서울특별시 광진구 아차산로 51길 73 (구의동, 1층)|AM05:00~AM03:00|127.0848961|37.5403714
말자싸롱|창원봉곡점|055-546-9012|경상남도 창원시 의창구 지귀로 12번길 25 (봉곡동, 청학상가 105호,107호)|AM05:00~AM03:00|128.6515351|35.2434896
말자싸롱|주문진점|033-662-2201|강원도 강릉시 주문진읍 연주로 372-1|AM05:00~AM03:00|128.8246279|37.8854618
말자싸롱|여주터미널점|031-884-5082|경기도 여주시 세종로 67번길 10, 1층-101 (홍문동)|AM05:00~AM03:00|127.6364324|37.2914121
말자싸롱|서산호수공원점|041-668-8881|충청남도 서산시 호수공원4로 40 (예천동)|AM05:00~AM03:00|126.4486694|36.7738494
말자싸롱|제천청전점|043-643-5820|충청북도 제천시 내제로 27길 2 (청전동)|AM05:00~AM03:00|128.2111586|37.1469250
말자싸롱|속초점|033-363-3620|강원도 속초시 수복로 29 (교동)|AM05:00~AM03:00|128.5750637|38.1956410
말자싸롱|광혜원점|043-534-0907|충청북도 진천군 광혜원면 화랑5길 16 1층 102호|AM05:00~AM03:00|127.4387633|36.9920837
말자싸롱|음성금왕점|043-883-0434|충청북도 음성군 금왕읍 무극로 204-1|AM05:00~AM03:00|127.5845135|36.9907235
말자싸롱|대전덕암점|042-933-8433|대전광역시 대덕구 덕암로 201 (덕암동,1층)|AM05:00~AM03:00|127.4230543|36.4385091
말자싸롱|남양주별내1호점|031-573-8381|경기도 남양주시 별내5로5번길 4-79 (별내동 1층)|AM05:00~AM03:00|127.1142942|37.6508633
말자싸롱|평택안중점|031-684-5368|경기도 평택시 안중읍 현화중앙길1 (세연프라자114호)|AM05:00~AM03:00|126.9206886|36.9787301
말자싸롱|동해평릉점|033-535-8445|강원도 동해시 하평로 72, 106호 (평릉동)|AM05:00~AM03:00|129.1131582|37.5317572
말자싸롱|원주단관점|033-763-3579|강원도 원주시 단구로 377 (단구동)|AM05:00~AM03:00|127.9569749|37.3227157
말자싸롱|청주용정점|043-291-2915|충청북도 청주시 상당구 용정로38번길 21,102 (용정동)|AM05:00~AM03:00|127.5180812|36.6289551
말자싸롱|청주서원대점|043-288-2718|충청북도 청주시 서원구 서원남로 28-2 (모충동, 1층)|AM05:00~AM03:00|127.4848641|36.6224212
말자싸롱|안산한대앞역점|031-501-0927|경기도 안산시 상록구 광덕1로 376,117 (이동,한대프라자)|AM05:00~AM03:00|126.8446999|37.3012250
말자싸롱|당진터미널점|041-354-5055|충청남도 당진시 밤절로 132-99 (수청동)|AM05:00~AM03:00|126.6462379|36.9010192
말자싸롱|진주평거점|055-745-5553|경상남도 진주시 신평공원길 39번길 11 (평거동,1층)|AM05:00~AM03:00|128.0662305|35.1726269
말자싸롱|대구침산점|053-341-7276|대구광역시 북구 침산남로19길 9,102-113 (청구타운)|AM05:00~AM03:00|128.5859651|35.8900007
말자싸롱|원주문막점|033-734-3006|강원도 원주시 문막읍 왕건로 41, 4호|AM05:00~AM03:00|127.8292126|37.3230874
말자싸롱|아산장재점|041-547-5892|충청남도 아산시 배방읍 새아산로 20-10, 1층 101호|AM05:00~AM03:00|127.0930743|36.7834392
말자싸롱|김해삼계점|055-312-1255|경상남도 김해시 해반천로 168번길 18-17 (삼계동)|AM05:00~AM03:00|128.8694828|35.2624409
말자싸롱|동두천지행점|031-867-2718|경기도 동두천시 지행로 50,202 (지행동, 성지에스앤비타워)|AM05:00~AM03:00|127.0525960|37.8921043
말자싸롱|용인둔전점|031-335-9435|경기도 용인시 처인구 포곡읍 포곡로 83|AM05:00~AM03:00|127.2304750|37.2779083
말자싸롱|청주수곡점|043-286-0246|충청북도 청주시 서원구 구룡산로 326번길 29 (수곡동,1층)|AM05:00~AM03:00|127.4799507|36.6172925
말자싸롱|안성공도점|031-652-0618|경기도 안성시 공도읍 공도로 77 (다동좌호)|AM05:00~AM03:00|127.1695458|36.9996066
말자싸롱|아산모종점|041-545-9668|충청남도 아산시 삼동로 36 (모종동)|AM05:00~AM03:00|127.0112238|36.7833357
말자싸롱|대전한남대점|042-623-3374|대전광역시 동구 한남로7번길3 1층(홍도동)|AM05:00~AM03:00|127.4276831|36.3510737
말자싸롱|기흥구청점|031-275-3382|경기도 용인시 기흥구 구갈로 72번길 10-1|AM05:00~AM03:00|127.1126181|37.2803972
말자싸롱|대전복수점|042-585-9263|대전광역시 광역시 서구 복수남로 40-3,101 (복수동)|AM05:00~AM03:00|127.3849508|36.3504395
말자싸롱|천안백석점|041-556-6233|충청남도 천안시 서북구 한들3로 78-23,101 (백석동)|AM05:00~AM03:00|127.1258824|36.8307121
말자싸롱|대전시청점|042-488-8802|대전광역시 서구 둔산로 130 (둔산동, 대덕프라자 125호)|AM05:00~AM03:00|127.3882922|36.3509828
말자싸롱|천안성정현대점|041-577-4062|충청남도 천안시 서북구 쌍용대로 308-1 (성정동, 1층)|AM05:00~AM03:00|127.1373786|36.8246391
말자싸롱|당진송악점|070-8871-0579|충청남도 당진시 송악읍 신복운로 7길 16-1 (1층)|AM05:00~AM03:00|126.7833083|36.9419545
말자싸롱|성남을지대점|031-748-1987|경기도 성남시 수정구 산성대로 521 (경진빌딩1층102호)|AM05:00~AM03:00|127.1635547|37.4577991
말자싸롱|대전오류점|042-523-9677|대전광역시 중구 계룡로 882번길 30-5 (오류동)|AM05:00~AM03:00|127.4099869|36.3227071
말자싸롱|청주대농지구점|043-235-7201|충청북도 청주시 흥덕구 진재로110번길 40-1, 101호 (복대동)|AM05:00~AM03:00|127.4314350|36.6397587
말자싸롱|오창각리점|070-8836-3299|충청북도 청주시 청원구 오창읍 과학산업2로 272, B동 101호|AM05:00~AM03:00|127.4156595|36.7086474
말자싸롱|청주예대점|043-213-4497|충청북도 청주시 청원구 안덕벌로 64 101호 (내덕동)|AM05:00~AM03:00|127.4954992|36.6582935
말자싸롱|의정부중앙점|031-848-9992|경기도 의정부시 행복로2 (의정부동, 진성빌딩지하1층)|AM05:00~AM03:00|127.0482228|37.7391339
말자싸롱|오송만수점|070-8101-8670|충청북도 청원군 오송읍 오송생명로 220|AM05:00~AM03:00|127.3330052|36.6299016
말자싸롱|청주청대점|043-221-0434|충북 청주시 청원구 중앙로 163-2 (우암동)|AM05:00~AM03:00|127.4875706|36.6518358
말자싸롱|청주분평점|043-287-7113|충청북도 청주시 서원구 1순환로 1107번길 21 108호 (분평동, 조은주차빌딩1층)|AM05:00~AM03:00|127.4893032|36.6074603
말자싸롱|안산선부점|031-410-0401|경기도 안산시 단원구 선부광장북로 36 상가-216|AM05:00~AM03:00|126.8114075|37.3376075
말자싸롱|천안신방통정지구점|041-592-6633|충청남도 천안시 동남구 통정10로 33-6, 1-104 (신방동|AM05:00~AM03:00|127.1318215|36.7734908
말자싸롱|천안성정5단지점|041-577-6336|충청남도 천안시 서북구 성정로 72 , 102호 (성정동)|AM05:00~AM03:00|127.1378633|36.8136179
말자싸롱|대전궁동점|042-863-7799|대전광역시 유성구 대학로 159번길 19 (궁동, 1층)|AM05:00~AM03:00|127.3509698|36.3616450
말자싸롱|대전롯데점|042-523-4847|대전광역시 서구 용문로 35-12 1층 (괴정동)|AM05:00~AM03:00|127.3882283|36.3398446
말자싸롱|대구동성로점|053-218-8327|대구광역시 중구 동성로3길 30 (삼덕동1가)|AM05:00~AM03:00|128.5955813|35.8738777
말자싸롱|천안청수점|041-565-7008|충청남도 천안시 동남구 청수로 78 , 6호 (청수동, 1층)|AM05:00~AM03:00|127.1551873|36.7898888
말자싸롱|한민괴정점|042-522-9940|대전광역시 서구 가장로 78-1 (괴정동)|AM05:00~AM03:00|127.3833629|36.3355948
말자싸롱|경기시흥대야점|070-4113-4567|경기도 시흥시 비둘기공원5길 16 (대야프라자109호)|AM05:00~AM03:00|126.7900688|37.4428101
말자싸롱|진해충무점|055-547-9045|경상남도 창원시 진해구 벚꽃로70번길 28, 102 (충무동)|AM05:00~AM03:00|128.6667059|35.1511768
말자싸롱|청주모충점|043-264-7726|충청북도 청주시 서원구 모충로 13 (개신동, 1층)|AM05:00~AM03:00|127.4655254|36.6251327
말자싸롱|창원신촌점|055-286-2087|경상남도 창원시 성산구 신촌로 83 (신촌동 양곡상가아파트 가동 107-13, 14호)|AM05:00~AM03:00|128.6285985|35.2021521
말자싸롱|천안두정2호점|041-522-5600|충청남도 천안시 서북구 두정로 117,108 (두정동 퓨전주차빌딩)|AM05:00~AM03:00|127.1299839|36.8341882
말자싸롱|천안불당점|041-567-9005|충청남도 천안시 서북구 검은들3길 9, 105 (불당동)|AM05:00~AM03:00|127.1104607|36.8110321
말자싸롱|군산수송점|063-464-7112|전라북도 군산시 동수송2길 28 (수송동)|AM05:00~AM03:00|126.7186516|35.9654364
말자싸롱|이천중리점|031-694-6001|경기도 이천시 어재연로 28 (중리동)|AM05:00~AM03:00|127.4445885|37.2790696
말자싸롱|목포하당점|061-281-5061|전라남도 목포시 비파로51번길 9-2 (상동, 1층)|AM05:00~AM03:00|126.4257055|34.8025901
말자싸롱|이천하이닉스점|031-635-1367|경기도 이천시 부발읍 경충대로 2110번길 14-1 (112호)|AM05:00~AM03:00|127.4900347|37.2538614
말자싸롱|강릉입암점|033-652-2090|강원도 강릉시 성덕포남로 64 (입암동)|AM05:00~AM03:00|128.9187488|37.7605091
말자싸롱|전주중화산점|063-222-2653|전라북도 전주시 완산구 신촌4길 14-5 (중화산동2가 1층)|AM05:00~AM03:00|127.1164823|35.8182880
말자싸롱|청주운천점|043-260-0035|충청북도 청주시 흥덕구 사운로 226 (운천동 1층상가)|AM05:00~AM03:00|127.4761466|36.6485945
말자싸롱|청주봉명점|043-212-0168|충청북도 청주시 흥덕구 백봉로 209 (봉명동 1층)|AM05:00~AM03:00|127.4587849|36.6495504
말자싸롱|경기평택점|031-651-6534|경기도 평택시 자유로 4번길 6 (평택동)|AM05:00~AM03:00|127.0901168|36.9921376
말자싸롱|충남예산점|041-335-1150|충청남도 예산군 예산읍 역전로 140번길 10 (산성리)|AM05:00~AM03:00|126.8309817|36.6914134
말자싸롱|군산나운점|063-464-5227|전라북도 군산시 수송로 28 (나운동)|AM05:00~AM03:00|126.6993485|35.9675146
말자싸롱|청주개신점|043-263-0338|충북 청주시 흥덕구 장구봉로 147 (복대동)|AM05:00~AM03:00|127.44960024408748|36.6247315718493
말자싸롱|청주충북대정문점|043-233-8725|충청북도 청주시 흥덕구 내수동로 45 1층 (복대동)|AM05:00~AM03:00|127.4525055|36.6328005
말자싸롱|김해장유율하점|055-321-3544|경상남도 김해시 장유면 율하1로 14 103호(율하동)|AM05:00~AM03:00|128.8074789|35.1727611
말자싸롱|구미인동점|054-472-0434|경상북도 구미시 인동 중앙로5길 28-5 (황상동 1층 103호)|AM05:00~AM03:00|128.4205413|36.109452
말자싸롱|창원진해석동점|055-546-9012|경상남도 창원시 진해구 동진로61번길 6 (석동)|AM05:00~AM03:00|128.7027229|35.1518158
말자싸롱|청주용암광장점|043-292-0434|충청북도 청주시 상당구 월평로 184번길 150 , 2|AM05:00~AM03:00|127.5044877|36.6096478
말자싸롱|청주산남점|043-286-0434|충청북도 청주시 서원구 산남로 22 (산남동 109호)|AM05:00~AM03:00|127.4716004|36.6118612
말자싸롱|천안두정1호점|041-555-1541|충청남도 천안시 서북구 원두정6길 14 1층(두정동)|AM05:00~AM03:00|127.1348081|36.8314471
말자싸롱|청주하복대점|043-238-0434|충청북도 청주시 흥덕구 진재로 19번길 4 1층 102호 (복대동,복대빌라)|AM05:00~AM03:00|127.4293023|36.632941
