##NAME|SUBNAME|ID|TELNUM|ADDR|OT|XCOORD|YCOORD@@설빙
설빙|경기/군포금정역점|154|031-398-7289|경기도 군포시 군포로 739 2층|pm11:30 ~ am11:00|126.9431124|37.3711503
설빙|경기/의정부점|152|031-846-7989|경기도 의정부시 의정부180-10 2층|am 11:00 ~ pm 11:00|127.0493969|37.7406052
설빙|경기/시흥정왕점|151|031-497-8088|경기도 시흥시 정왕동 1742-6 2층|am 10:30 ~ pm 10:30|126.7357528|37.3442085
설빙|경기/광명철산점|145|02-2611-1478|경기도 광명시 철산동 410번지|pm 12:00 ~ pm 10:30|126.8679005|37.4753214
설빙|경기/부천역점|142|032-656-3988|경기도 부천시 원미구 심곡동 부일로 463 2층|am 10:30 ~ am 12:00|126.7816741|37.4863119
설빙|경기/평택점|117|031-691-3013|경기도 평택시 평택동 290-2번지 2층|am 10:00 ~ pm 11:00|127.089329|36.9922237
설빙|군포/산본점|112|031-393-5311|경기도 군포시 산본동 1138-2 성훈빌딩 2층|am 10:30 ~ pm 10:30|126.9307575|37.3593988
설빙|성남/미금역점|104|031-724-1355|경기도 성남시 분당구 구미동 9-1 분당엠코헤리츠 212호|am 11:00 ~ pm 10:30|127.1083201|37.3496117
설빙|구리/돌다리점|79|031-567-1150|경기도 구리시 수택동 383-12 2층|am.10:30 - pm.10:30|127.139501|37.600113
설빙|경기도/안산/중앙점|58|031-405-2614|경기도 안산시 단원구 고잔동 540-12 206호|am.10:30 - pm.10:30|126.8395167|37.317637
설빙|안양/평촌(범계역)점|55|031-385-8998|경기도 안양시 동안구 호계동 1042 에메랄드빌딩 206-207호|am.10:30 - pm.10:30|126.9534700|37.3914875
설빙|경기도/오산/궐동점|53|031-373-6602|경기도 오산시 궐동 689-1|am.11:00 - am.01:00|127.0544573|37.1573255
설빙|경기도/안양점|39|031-445-8600|경기도 안양시 만안구 안양1동 674-135번지 덕원빌딩 2층|am.10:30 - pm. 10:30|126.9218800|37.3991137
설빙|경기/수원/아주대점|30|031-213-9055|경기도 수원시 영통구 원천동 18-6 무영빌딩 2층|am.10:30 - pm.10:30|127.0440756|37.2782839
설빙|경남/진주/정촌아울렛점|379|055-757-3133|경남 진주시 정촌면 예하리 1272-1번지 2층|am 11:00 ~ pm 10:30|128.1006517|35.1323573
설빙|경남/통영/죽림점|377|055-648-7747|경남 통영시 광도면 죽림2로 55-71(죽림리 1574-61)|am 10:30 ~ pm 11:00|128.4223279|34.8799043
설빙|양산/증산점|373|055-365-5678|경남 양산시 물금읍 야리1길 17(가촌리 1299-3,증산타워)|11:00am ~ 11:00pm|129.007411|35.310372
설빙|경남/김해율하카페거리점|346|055-323-3283|경남 김해시 관동동 1103-12|am 11:00 ~ pm 11:00|128.8140555|35.1761243
설빙|남해점|338|055-863-0087|경남 남해군 남해읍 망운로 3(북변리 128-5)|11:00am ~ 9:00pm (last order 08:30pm)|127.893649|34.83803
설빙|경남/진주/하대점|308|055-757-7589|경남 진주시 도동로234번지|am 10:30 ~ am 12:00|128.1222155|35.1911676
설빙|경남/마산/양덕점|274|055-297-8868|경남 창원시 마산회원구 양덕동 77-4 메트로스퀘어5상가 2층|am 10:30 ~ pm 10:30|128.5815217|35.2293949
설빙|경남/함안점|243|055-583-6006|경남 함안군 가야읍 도항리 323-1번지|am 10:30 ~ pm 10:30|128.3993458|35.2754064
설빙|경남/진주/판문점|235|055-747-8838|경남 진주시 평거동 818번지|am 11:00 ~ pm 11:00|128.0572188|35.1661669
설빙|창원마산/삼계점|231|055-232-1008|경남 창원시 마산회원구 내서읍 삼계리 31-6 2층|am 10:30 ~ pm 10:30|128.5048561|35.2310186
설빙|김해/아이스퀘어점|220|055-323-9291|경남 김해시 김해대로 2342 아이스퀘어몰 C 301호|am 11:00 ~ pm 10:00|128.8832406|35.2257313
설빙|경남/창원성원점|218|055-275-0788|경남 창원시 성산구 상남동 45-1 216호|am 10:30 ~ pm 10:30|128.6919629|35.2175271
설빙|진주/중앙점(대안)|207|055-743-6808|경남 진주시 대안동 19-12 2층|am 10:30 ~ pm 11:00|128.083037|35.1937295
설빙|김해인제대점|186|055-322-0907|경남 김해시 인제로 180|am 11:30 ~ pm 11:00|128.904172|35.2445739
설빙|경남/고성점|183|055-673-6778|경남 고성군 고성읍 동외로 175 양강빌딩 2층202호|am 10:30 ~ pm 10:00|128.3258988|34.9769088
설빙|진해/자은점|180|070-8818-2528|경남 창원시 진해구 석동 139-3 2층|am 12:00 ~ pm 11:30|128.7045187|35.1520206
설빙|경남/거창점|171|055-943-3678|경남 거창군 읍상림리148-25|am 10:30 ~ pm 10:30|127.9098566|35.6844453
설빙|김해/삼계점|160|055-311-1034|경남 김해시 삼계동 1462-5 2층|am 11:30 ~ pm 11:20|128.870622|35.2624906
설빙|마산/호계점|153|055-232-0063|경남 창원시 마산회원구 내서읍 호계리 182-2|am 10:00 ~ pm 10:30|128.5226676|35.2605458
설빙|창원/대방점|130|055-284-3304|경남 창원시 성산구 대방동 364-4 대암빌딩 2층|am 10:30 ~ pm 10:30|128.7075141|35.20804
설빙|경남/양산덕계점|125|055-386-1479|경남 양산시 평산동 336번지 경남은행 2층|am 10:30 ~ pm 10:30|129.1489419|35.3771934
설빙|경남/사천점|100|055-855-8511|경남 사천시 사천읍 사주리 18-13|12:00pm ~ 10:00pm(주문마감 09:30pm)|128.0838391|35.0758408
설빙|마산/경남대점|98|055-222-7800|경남 창원시 마산합포구 해운동 5-52번지 2층|10:30am ~ 10:30pm|128.540425|35.174019
설빙|창원/합성점|92|055-256-3554|경남 창원시 마산회원구 합성동 267 세븐일레븐 2층|10:30am ~ 10:30pm|128.5835317|35.2391572
설빙|사천/벌리점|77|055-834-0500|경남 사천시 벌리동 284-5 1층|am.10:30 - pm.10:30|128.0869879|34.9421645
설빙|창원/시티세븐점|69|055-600-5255|경남 창원시 의창구 대원동 121 시티세븐몰 2층|am.10:30 - pm.10:30|128.6526656|35.2400666
설빙|진해/석동점|65|070-8838-2528|경남 창원시 진해구 석동 513-2 H빌딩 2층 205호|am.11:30 - pm.11:00|128.6967944|35.1591418
설빙|김해/진영점|60|055-342-8008|경남 김해시 진영읍 진영리 1608-8번지 홍춘이김밥 2층|am.10:30 - pm.10:30|128.7293372|35.308259
설빙|경남/양산/서창점|59|055-386-1245|경남 양산시 삼호동 1009-9 세광빌딩 202호|12:00 ~22:00|129.1693667|35.4137577
설빙|진주/경상대점|48|055-756-0330|경남 진주시 가좌동 480-14번지 상명빌딩 2층|am.10:30 - pm.10:30|128.1070626|35.1536165
설빙|진해/용원점|34|055-544-2211|경남 창원시 진해구 용원동 1211-1번지 그랜드쇼핑2층|am.13:00 - pm.10:00 (주문마감 pm 09:30)|128.8103015|35.1020632
설빙|김해/장유부곡점|20|055-311-3969|경남 김해시 부곡동 1158번지 뉴프라자 빌딩2층|am.10:30 - pm.10:30|128.8086898|35.2041435
설빙|거제/고현점|19|055-634-1006|경남 거제시 고현동 961-160번지 2층|am.11:00 - pm.11:00(주문마감 pm 10:30)|128.623581|34.888001
설빙|창원/상남점|18|055-274-5002|경남 창원시 성산구 상남동 21-12 그래드빌딩 201/202호|am.10:30 - pm.10:30|128.6834674|35.2208365
설빙|통영/북신점|16|055-645-9990|경남 통영시 북신동 1-6 성산빌딩 2층|am 10:30 ~ pm 10:30|128.4287513|34.8565478
설빙|김해/내외점|8|055-327-6636|경남 김해시 내동 1120-2번지  거북빌딩 301호|am.10:30~pm.10:30|128.8670145|35.2361987
설빙|양산/중부점|6|055-386-7200|경남 양산시 중부동 691-4  광장프라자 202호|am.11:00 - pm.11:00|129.0280677|35.3364322
설빙|경북/울진/후포점|418|054-788-0008|후포면 삼율리 290-1 태진센트럴타워 1층 105호||129.441579|36.678683
설빙|경북/문경새재점|413|054-572-7770|문경읍 새재로 888|am. 10: 30~ pm.10:30|128.078104|36.757971
설빙|경주/안강점|399|054-763-1212|안강읍 구부랑두림길 67|am.11:30 ~ pm.10:40|129.192944|36.0041225
설빙|경북/안동/옥동점|392|054- 843-0222|옥동 767-10번지|am11:00 ~ am12:00 (금,토요일,공휴일전날 11시~26시)|128.7006499|36.5636891
설빙|경북/성주점|363|-|경북 성주군 성주읍 성주순환로2길 64|12:00 ~ 23:00|128.284720|35.923981
설빙|경북/문경점촌점|357|054-552-1223|경북 문경시 점촌동 249-15|am 11:00 ~ pm 10:00(주문마감 pm 9:20)|128.1992697|36.5966744
설빙|경북/구미/상모사곡점|327|070-4799-9796|경북 구미시 상모동 48-5번지 2층|am 11:00 ~ pm 11:00|128.3554918|36.0888971
설빙|경북/영덕점|322|054-733-2626|경북 영덕군 영덕읍 강변길 54-1|am 11:00 ~ pm 11:00|129.3709365|36.4111138
설빙|김천혁신점|260|054-430-9619|경북 김천시 혁신3로 35(율곡동 809,율곡스퀘어 the 테라스)|11:00am ~ 11:00pm|128.181993|36.115586
설빙|경북/영주점|229|054-638-5557|경북 영주시 영주1동 377-19번지 2층|am 10:30 ~ pm 10:30|128.624369|36.8240502
설빙|경북/칠곡왜관읍점|219|054-974-4774|경북 칠곡군 왜관읍 왜관리 294-3|am 10:00 ~ pm 11:00|128.3996289|35.9879415
설빙|경산/오거리점|201|053-815-5111|경북 경산시 중방동 520-2 미광프라자 2층|am 11:00 ~ pm 10:30|128.7353211|35.8232591
설빙|포항/오천점|161|054-292-6400|경북 포항시 남구 오천읍 문덕리 184-1|am 10:30 ~ pm 10:30|129.4032747|35.9646135
설빙|경북/상주점|137|054-533-3380|경북 상주시 남성동 13-18번지|am 10:30 ~ pm 10:30|128.158675|36.4158104
설빙|구미/금오산점|132|054-442-8008|경북 구미시 남통동414-107번지 2층|(7,8월 한정) 12:00~24:00(주문마감 11:30)|128.3237085|36.1234463
설빙|구미/봉곡점|119|054-454-2224|경북 구미시 봉곡동 225-10 2층|am 10:30 ~ pm 10:30|128.3146214|36.1513563
설빙|경북/영남대점|113|053-812-3325|경북 경산시 조영동 280-5번지 2층|am 10:30 ~ pm 10:30|128.7544947|35.8377089
설빙|포항/영일대점|108|054-247-9113|경북 포항시 북구 항구동 17-275|am 10:30 ~ pm 10:30|129.3769471|36.0543522
설빙|포항/양덕점|68|054-252-9199|경북 포항시 북구 장량로 158|am.10:30 - pm.10:30|129.397782|36.0815348
설빙|김천/신음점|67|070-4229-5799|경북 김천시 신음동 989-10|am.10:30 - pm.10:30|128.1170418|36.1354249
설빙|구미/인동점|64|054-475-4343|경북 구미시 인의동 367-11번지|am.10:30 - pm.10:30|128.42286|36.107931
설빙|안동/삼산점|51|070-4064-2621|경북 안동시 문화광장길 42|am.10:30 - pm.10:30|128.7314043|36.5649854
설빙|경주/시내점|45|054-777-3653|경북 경주시 노동동 74-3번지|am.12:00 - pm.09:00(주문마감 pm 08:30)|129.2132386|35.8418465
설빙|경산/하양점|41|053-856-4123|경북 경산시 하양읍 금락리 117-21|am.12:00 - pm. 10:30(주문마감:pm.10시)|128.8154957|35.9110274
설빙|경북/칠곡/석적점|33|054-976-4646|경북 칠곡군 석적읍 중리 206-1 태경빌딩 201호|am.7:30 - am.02:00|128.4141648|36.0769444
설빙|포항/죽도점|22|054-255-5390|경북 포항시 북구 대흥동 560-10|am.10:30 - pm.10:30|129.3634991|36.0373830
설빙|구미/원평점|13|054-444-7141|경북 구미시 원평동 129-2|11:00~22:30 (주문마감 22:10)|128.332567|36.129347
설빙|광주/호남대점|344|062-941-9449|어등대로 418,2층(선암동)|am 11:00 ~ pm 11:00|126.7691477|35.1487203
설빙|광주/용봉점|287|062-512-7179|광주 북구 용봉동 1383-4 2층|am 10:30 ~ am 12:00|126.8951572|35.1786859
설빙|광주/풍암점|271|062-655-0500|광주 서구 풍암동 987-3 2층|am 10:30 ~ pm 11:00|126.8687885|35.1252246
설빙|광주/일곡점|259|062-575-6014|광주광역시 북구 설죽로 506-3 2층|am 10:00 ~ am 12:00|126.8984801|35.2045262
설빙|광주/첨단2지구|257|062-572-0058|광주광역시 북구 신용동 729번지|am 11:00 ~ pm 11:00|126.8625019|35.2065549
설빙|광주/진월점|250|062-674-5300|광주광역시 남구 서문대로 687 (진월동)|am 10:30 ~ am 12:00|126.8984753|35.1206155
설빙|광주/지산점(조선대)|244|062-227-5276|광주시 동구 지산동 506-5번지 2층|am 10:00 ~ pm 11:00 (일요일 pm 1:00 ~ pm 11:00)|126.9296377|35.1450275
설빙|광주/동천점|208|062-513-3939|광주광역시 서구하남대로 690 (동천동 623 )|am 10:30 ~ pm 11:00|126.8681831|35.1714798
설빙|광주/신창점|181|062-952-3555|광주광역시 광산구 신창동 1219번지|am 10:30 ~ pm 10:30|126.8374328|35.1909697
설빙|광주/봉선점|155|062-651-5957|광주광역시 남구 봉선동 473-1번지|am 11:00 ~ pm 11:30(주문마감 11:00)|126.9111275|35.1260157
설빙|광주/전남대점|94|070-4232-1327|광주시 북구 용봉동 160-4번지 2층|10:30am ~ 10:30pm (일요일 1:00 pm 오픈)|126.9129157|35.1762512
설빙|광주/상무점|90|062-382-9981|광주시 서구 상무 연하로 62 (치평동2층)|12:00pm ~ 10:00pm|126.8505001|35.1537427
설빙|광주수완점|81|062-956-4030|광주광역시 광산구 수완동 1474번지 우리빌딩 2층|am.10:30 - pm.10:30|126.8264808|35.1897534
설빙|광주첨단점|80|062-973-5957|광주광역시 광산구 첨단중앙로 104-204 스타벅스 2층|am.10:30 - pm.10:30|126.843332|35.2146218
설빙|광주/충장점|37|062-233-5957|광주광역시 동구 황금동 51번지|am.10:30 - pm.10:30|126.9163653|35.1469279
설빙|대구/신월성점|469|053-635-7774|월성동 1142-3 2층||128.52547314908327|35.82376365962452
설빙|대구/현풍/테크노폴리스점|422|053-611-2324|현풍면 테크노상업로50, 203호|11:00am ~ 11:00pm|128.455676|35.692969
설빙|대구/앞산점|361|053-623-8955|대구 남구 대명동 501-4|am 10:00 ~ pm 11:00|128.5794827|35.8368797
설빙|대구/동서변점|315|053-959-1700|대구 북구 서변동 1787번지 2층|am 11:30 ~ pm 11:00 (주문마감 pm 10:30)|128.5986778|35.9208366
설빙|대구/만촌점|296|053-751-8004|대구광역시 수성구 만촌동 1040-12번지 2층|월~목,일 am 11:00 ~ pm 11:00 금~토 am 11:00 ~ am 12:00|128.6470519|35.8580525
설빙|대구/수목원점|284|053-637-0288|대구시 달서구 화암로 323번지 2층(대곡동 1038번지)|am 10:00 ~ pm 11:00|128.5185196|35.80426
설빙|대구/신천점|215|053-751-7008|대구 수성구 범어천로 201|am 10:30 ~ am 12:00|128.6196523|35.8632245
설빙|대구/대곡점|209|053-636-0230|대구 달서구 도원동 1432번지 대방프라자상가 2층|am 10:30 ~ pm 10:30|128.5354528|35.8075828
설빙|대구범어점|184|053-745-8004|대구광역시 수성구 범어동 561-4 복림빌딩 2층|am 11:00 ~ pm 11:00|128.6247306|35.8587648
설빙|대구/율하점|179|053-965-8104|대구광역시 동구 율하동 1419번지 202호|am 10:30 ~ pm 10:30|128.695058|35.8628487
