##NAME|SUBNAME|ID|TELNUM|NEWADDR|OT@@이디야
이디야|속초조양동점|2648|033-631-4777|강원 속초시 조양로 213 (조양동) 1,2층 이디야커피|평일 운영시간 : 08:00 ~ 22:00;주말 및 공휴일 : 08:00 ~ 22:00
이디야|속초중앙점|1869|033-631-1816|강원 속초시 수복로 199 (금호동)|평일 운영시간 : 09:00 ~ 18:40;주말 및 공휴일 : 09:00 ~ 21:40
이디야|속초해수욕장점|1963|033-633-1816|강원 속초시 해오름로 137 (조양동)|평일 운영시간 : 09:00 ~ 22:50;주말 및 공휴일 : 09:00 ~ 22:50
이디야|강원양구점|892|033-481-2221|강원 양구군 양구읍 중앙길 10|평일 운영시간 : 08:00 ~ 22:55;주말 및 공휴일 : 08:00 ~ 21:55
이디야|강원양양점|2271|033-672-4321|강원 양양군 양양읍 양양로 72|평일 운영시간 : 09:00 ~ 22:10;주말 및 공휴일 : 09:00 ~ 22:10
이디야|강원영월점|2867||강원 영월군 영월읍 중앙로 40-5 (영흥리) 1층|평일 운영시간 : 09:30 ~ 22:00;주말 및 공휴일 : 10:00 ~ 21:00
이디야|상지대2호점|616|033-738-7808|강원 원주시 상지대길 84 (우산동, 상지대학교) 동악관 1층|평일 운영시간 : 09:00 ~ 18:00;주말 및 공휴일에는 휴점입니다.
이디야|상지대점|193|033-738-7808|강원 원주시 상지대길 84 (우산동, 상지대학교) (민주관) 3층|평일 운영시간 : 09:00 ~ 18:00;주말 및 공휴일에는 휴점입니다.
이디야|원주단관점|2210|033-765-7969|강원 원주시 단구로 387 (단구동)|평일 운영시간 : 09:00 ~ 23:30;주말 및 공휴일 : 09:30 ~ 23:30
이디야|원주단구동점|760|033-766-0303|강원 원주시 남원로 528-31 (단구동)|평일 운영시간 : 09:00 ~ 23:30토요일 : 09:00 ~ 23:30 / 일요일 09:00 ~ 23:00
이디야|원주무실점|1671|033-731-3677|강원 원주시 시청로 70 (무실동)|평일 운영시간 : 08:00 ~ 21:40;주말 및 공휴일에는 변경될 수 있습니다.
이디야|원주문막동화점|2164|033-734-3678|강원 원주시 문막읍 왕건로 81|평일 운영시간 : 09:00 ~ 21:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|원주반곡동점|2597|033-745-2280|강원 원주시 오리현길 16-9 (반곡동) 우측상가|평일 운영시간 : 09:00 ~ 22:00;주말 및 공휴일 : 10:00 ~ 22:00
이디야|원주법원점|2214|033-745-9007|강원 원주시 능라동길 48 (무실동) 이디야커피 원주법원점|평일 운영시간 : 09:00 ~ 22:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|원주봉화산점|2737|033-735-5058|강원 원주시 바우골길 8 (단계동) 이디야커피 원주봉화산점|평일 운영시간 : 09:00 ~ 23:00주말 : 09:00 ~ 22:00공휴일 : 09:00 ~ 22:00
이디야|원주원예하나로클럽점|2687|033-765-0857|강원 원주시 무실로 173 (명륜동) 1층 이디야커피|평일 운영시간 : 09:00 ~ 23:00;주말 및 공휴일 : 09:00 ~ 23:00
이디야|원주중앙점|2230|033-731-9701|강원 원주시 무실로12번길 33 (일산동)|평일 운영시간 : 09:00 ~ 21:45;주말 및 공휴일에는 변경될 수 있습니다.
이디야|원주태장점|2055|033-735-9704|강원 원주시 흥양로51번길 11 (태장동)|평일 운영시간 : 09:00 ~ 23:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|원주터미널점|1946|033-731-3133|강원 원주시 서원대로 168 (단계동)|평일 운영시간 : 08:00 ~ 00:00;주말 및 공휴일 : 08:00 ~ 00:00
이디야|원주혁신건강보험공단점|2081|033-731-3133|강원 원주시 건강로 23 (반곡동) 이디야커피 원주혁신건강보험공단점|평일 운영시간 : 07:45 ~ 22:00;주말 및 공휴일 : 11:00 ~ 18:00
이디야|원주혁신도시점|1774|033-732-3248|강원 원주시 양지로 10 (반곡동) 이디야커피 원주혁신도시점|평일 운영시간 : 08:30 ~ 23:00;주말 및 공휴일 : 10:00 ~ 23:00
이디야|원주홈플러스점|2715|070-4179-7577|강원 원주시 치악로 1489 (관설동, 홈플러스)|평일 운영시간 : 10:00 ~ 22:00;주말 및 공휴일 : 10:00 ~ 22:00
이디야|원주흥업점|584|033-765-5009|강원 원주시 흥업면 남원로 85|평일 운영시간 : 09:00 ~ 23:00;주말 및 공휴일 : 09:00 ~ 23:001,2월 학교 겨울방학 : 09:00 ~ 22:00
이디야|강원원통점|1216|02-728-1546|강원 인제군 북면 금강로 5|평일 운영시간 : 10:00 ~ 21:30;주말 및 공휴일 : 10:00 ~ 21:30
이디야|강원인제점|1982|033-461-7557|강원 인제군 인제읍 인제로 200-1|평일 운영시간 : 10:00 ~ 22:50;주말 및 공휴일 : 10:00 ~ 22:50
이디야|하이원리조트점|1745||강원 정선군 고한읍 하이원길 265-1|평일 운영시간 : 10:00 ~ 22:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|동송터미널점|644|033-455-1826|강원 철원군 동송읍 이평1로 1|평일 운영시간 : 08:00 ~ 22:50공휴일에는 변경될 수 있습니다.
이디야|신철원터미널점|1930|033-452-9936|강원 철원군 갈말읍 삼부연로 9|평일 운영시간 : 10:00 ~ 22:00공휴일에는 변경될 수 있습니다.
이디야|철원와수리점|1753|033-458-2234|강원 철원군 서면 와수로181번길 25-21 1층|평일 운영시간 : 09:00 ~ 23:00주말 8:00 ~ 23:00, 공휴일에는 변경될 수 있습니다.
이디야|강원대점|1166|033-256-7799|강원 춘천시 서부대성로 245 (효자동)|평일 운영시간 : 11:00 ~ 20:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|강원도청점|2136|033-251-4074|강원 춘천시 서부대성로 44 (요선동)|평일 운영시간 : 09:30 ~ 23:00;주말 및 공휴일 : 09:30 ~ 23:00
이디야|남춘천점|1975|033-241-0023|강원 춘천시 행촌로 47 (퇴계동)|평일 운영시간 : 09:00 ~ 23:00;주말 및 공휴일 : 09:00 ~ 22:00
이디야|춘천거두사거리점|2076|033-261-5866|강원 춘천시 동내면 춘천순환로 70|평일 운영시간 : 10:00 ~ 23:00;주말 및 공휴일 : 10:00 ~ 23:00
이디야|춘천거두점|1941|033-262-0823|강원 춘천시 동내면 춘천순환로 134|평일 운영시간 : 10:00 ~ 23:00;주말 및 공휴일 : 10:00 ~ 23:00
이디야|춘천공지천점|2513|033-252-2272|강원 춘천시 수변공원길 11 (삼천동) 2동 1층|평일 운영시간 : 09:00 ~ 23:00;주말 및 공휴일 : 10:00 ~ 23:00홀마감 22:30 / TAKE OUT 23:00까지
이디야|춘천김유정역점|2819|033-251-7748|강원 춘천시 신동면 김유정로 1417 (증리) 이디야 춘천김유정역점|평일 운영시간 : 09:00 ~ 22:00;주말 및 공휴일 : 09:00 ~ 22:00
이디야|춘천낙원점|2097|033-253-5759|강원 춘천시 중앙로 110 (낙원동)|평일 운영시간 : 08:00 ~ 21:30;주말 및 공휴일 : 11:00 ~ 18:30
이디야|춘천벨몽드점|132|033-251-0492|강원 춘천시 춘천로 197-1 (효자동) 벨몽드1층|평일 운영시간 : 09:00 ~ 21:50;주말 및 공휴일 : 11:00 ~ 21:50
이디야|춘천사농동점|2742|033-256-7784|강원 춘천시 사우로 38 (사농동) 이디야커피 춘천사농동점|평일 운영시간 : 09:00 ~ 22:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|춘천사우중앙점|2916|033-253-4777|강원 춘천시 충열로 153 (우두동, 북춘천새마을금고)|평일 운영시간 : 10:00 ~ 21:00;주말 및 공휴일도 동일합니다.
이디야|춘천석사점|468|--|강원 춘천시 퇴계농공로 10 (석사동) 한주빌딩 1층|평일 운영시간 : 09:00 ~ 22:00평일과 주말 동일합니다.
이디야|춘천애막골점|1453|02-728-1546|강원 춘천시 후석로186번길 18 (석사동)|평일 운영시간 : 08:00 ~ 23:30;주말 및 공휴일 : 08:00 ~ 23:30
이디야|춘천여고점|2745|033-252-0899|강원 춘천시 동면 만천양지길 91 (만천리) 이디야커피 춘천여고점|평일 운영시간 : 07:30 ~ 22:00;주말 및 공휴일 : 10:00 ~ 22:00
이디야|춘천온의롯데캐슬점|1807|02-728-1546|강원 춘천시 방송길 70 (온의동, 온의 롯데캐슬 스카이클래스)|평일 운영시간 : 09:30 ~ 22:50;주말 및 공휴일 : 09:30 ~ 22:50
이디야|춘천우두동점|1733|033-241-1220|강원 춘천시 충열로79번길 37 (우두동)|평일 운영시간 : 09:00 ~ 21:50;주말 및 공휴일 : 09:00 ~ 21:50
이디야|춘천의암호점|2665||강원 춘천시 서면 박사로 734 (현암리) 1층 이디야 커피|평일 운영시간 : 11:00 ~ 20:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|춘천장학점|872|033-252-2620|강원 춘천시 동면 춘천로449번길 30|평일 운영시간 : 09:30 ~ 22:00;주말 및 공휴일 : 09:30 ~ 22:00
이디야|춘천점|75|033-251-8887|강원 춘천시 시청길10번길 4-1 (조양동)|평일 운영시간 : 09:00 ~ 20:00;주말 및 공휴일 : 10:00 ~ 20:00
이디야|춘천제일점|2030|033-251-7137|강원 춘천시 춘주로 89 (온의동)|평일 운영시간 : 09:00 ~ 22:30;주말 및 공휴일 : 09:00 ~ 22:30
이디야|춘천중앙역점|2093|02-728-1546|강원 춘천시 우묵길52번길 24 (퇴계동)|평일 운영시간 : 09:00 ~ 22:00;주말 및 공휴일 : 09:00 ~ 22:00
이디야|춘천퇴계점|832|033-261-0222|강원 춘천시 퇴계로93번길 15 (퇴계동)|평일 운영시간 : 10:00 ~ 23:00;주말 및 공휴일 : 10:00 ~ 23:00
이디야|춘천학곡점|2743|033-262-1420|강원 춘천시 동내면 영서로 1783 (학곡리) 이디야커피 춘천학곡점|평일 운영시간 : 09:00 ~ 21:00;주말 및 공휴일 : 09:00 ~ 21:00
이디야|춘천현대점|1799|033-256-3832|강원 춘천시 춘천로 267 (후평동)|평일 운영시간 : 09:00 ~ 09:00;주말 및 공휴일 : 09:00 ~ 21:00
이디야|춘천후평동점|772|033-256-3572|강원 춘천시 보안길 70-2 (후평동)|평일 운영시간 : 10:00 ~ 22:25;주말 및 공휴일 : 10:30 ~ 22:30
이디야|한림대점|399|033-910-3792|강원 춘천시 삭주로 62-1 (교동) 2층|평일 운영시간 : 10:00 ~ 22:30;주말 및 공휴일 : 11:00 ~ 22:00
이디야|태백중앙점|2931|033-553-1008|강원 태백시 번영로 349 (황지동) 102호|평일 운영시간 : 10:00 ~ 22:00주말 : 10:00 ~ 22:00(매월 첫째, 셋째 월요일 휴무)
이디야|강원평창점|2690|033-334-8989|강원 평창군 평창읍 평창중앙로 55 (하리) 1층 이디야 커피 강원평창점|평일 운영시간 : 10:00 ~ 22:00추후 변경될 수 있습니다.
이디야|대관령점|2592|033-335-0002|강원 평창군 대관령면 눈마을길 11 (횡계리) 이디야커피 대관령점|평일 운영시간 : 09:00 ~ 21:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|홍천연봉점|1887|033-432-3195|강원 홍천군 홍천읍 연봉로 32|평일 운영시간 : 09:00 ~ 22:50;주말 및 공휴일에는 변경될 수 있습니다.
이디야|홍천제일점|2062|033-436-0010|강원 홍천군 홍천읍 공작산로 45|평일 운영시간 : 10:30 ~ 22:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|홍천희망점|804|033-432-7609|강원 홍천군 홍천읍 홍천로 321 (안정스위트타워)|평일 운영시간 : 08:00 ~ 22:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|강원사내점|1623|033-441-2720|강원 화천군 사내면 사내로 41-2|평일 운영시간 : 08:00 ~ 22:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|강원화천점|1184|033-442-3566|강원 화천군 화천읍 상승로 42-7|평일 운영시간 : 08:00 ~ 22:00토요일  07:00 ~ 22:00, 공휴일에는 변경될 수 있습니다.
이디야|가평대성점|2363|031-584-8288|경기 가평군 청평면 경춘로 524|평일 운영시간 : 08:00 ~ 20:00;주말 및 공휴일 : 08:00 ~ 20:00
이디야|가평설악점|2492|031-585-9975|경기 가평군 설악면 유명로 1600 (신천리) 1층(이디야커피 가평설악점)|평일 운영시간 : 07:00 ~ 19:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|가평점|1485|031-582-0049|경기 가평군 가평읍 가화로 104|평일 운영시간 : 08:00 ~ 22:00;주말 및 공휴일 : 08:00 ~ 22:00
이디야|가평터미널점|2337|031-581-0010|경기 가평군 가평읍 가화로 51|평일 운영시간 : 08:00 ~ 21:00;주말 및 공휴일 : 08:00 ~ 21:00
이디야|가평현리점|1264|031-584-6566|경기 가평군 조종면 조종희망로 14|평일 운영시간 : 09:00 ~ 22:00;주말 및 공휴일 : 08:00 ~ 22:00
이디야|청평점|1386|031-584-8177|경기 가평군 청평면 청평중앙로 57 (청평리)|평일 운영시간 : 08:00 ~ 22:00토요일 : 08:00~22:00, 일요일 및 공휴일 : 09:00 ~ 22:00
이디야|고양관산점|1499|031-969-8284|경기 고양시 덕양구 통일로 774 (관산동) 이디야커피 고양관산점|평일 운영시간 : 09:00 ~ 21:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|고양내유점|2298|031-966-2609|경기 고양시 덕양구 통일로 1072 (내유동) 1층 이디야커피|평일 운영시간 : 09:00 ~ 22:50;주말 및 공휴일에는 변경될 수 있습니다.
이디야|고양동산점|1339|02-381-8821|경기 고양시 덕양구 동세로 11 (동산동) 명주프라자 1층|평일 운영시간 : 09:00 ~ 22:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|고양삼송시티점|2591|02-6403-7890|경기 고양시 덕양구 동송로 33 (동산동, 이편한세상시티삼송) 상가동 1-12호|평일 운영시간 : 08:00 ~ 23:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|고양삼송역점|2382|02-371-2701|경기 고양시 덕양구 삼송로 189-7 (삼송동)|평일 운영시간 : 08:00 ~ 23:00;주말 및 공휴일 : 08:00 ~ 23:00
이디야|고양삼송점|1425|02-371-3211|경기 고양시 덕양구 삼송로 88 (삼송동) 오성프라자 1층|평일 운영시간 : 09:00 ~ 22:30;주말 및 공휴일 : 09:00 ~ 22:30
이디야|고양삼송중앙점|1874|070-4408-7788|경기 고양시 덕양구 고양대로 1772 (삼송동) 세움빌딩 1층|평일 운영시간 : 09:00 ~ 22:00;주말 및 공휴일 : 09:00 ~ 22:00
이디야|고양어울림점|1367|031-964-7723|경기 고양시 덕양구 고양대로1384번길 15 (성사동) 1층|평일 운영시간 : 09:00 ~ 22:55;주말 및 공휴일에는 변경될 수 있습니다.
이디야|고양원당점|524|031-965-6229|경기 고양시 덕양구 호국로 804 (성사동)|평일 운영시간 : 09:00 ~ 22:50;주말 및 공휴일 : 09:00~23:30
이디야|고양지축점|2711|070-8866-7391|경기 고양시 덕양구 삼송로 299 (지축동)|평일 운영시간 : 09:00 ~ 20:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|고양화정동점|1171|031-970-4700|경기 고양시 덕양구 성신로 22 (화정동) 백년프라자 1층|평일 운영시간 : 08:30 ~ 20:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|능곡역점|2632|031-971-4588|경기 고양시 덕양구 토당로 54 (토당동, 충정회관) 1층 이디야커피|평일 운영시간 : 08:00 ~ 23:00;주말 및 공휴일 : 09:00 ~ 23:00
이디야|능곡점|949|031-971-4288|경기 고양시 덕양구 지도로 100 (토당동) 107호|평일 운영시간 : 09:00 ~ 22:00;주말 및 공휴일 동일합니다.
이디야|덕양구청점|457|031-968-9456|경기 고양시 덕양구 화중로104번길 26 (화정동) 한솔빌딩 105호|평일 운영시간 : 09:30 ~ 22:30;주말 및 공휴일 : 10:00~23:00
이디야|삼송신원마을점|1249|02-371-1181|경기 고양시 덕양구 권율대로 885 (신원동) 태웅프라자 1층|평일 운영시간 : 08:30 ~ 23:30;주말 및 공휴일 : 08:30 ~ 23:30
이디야|원흥도내동점|1433|031-962-2410|경기 고양시 덕양구 도래울로 34 (도내동) 1층|평일 운영시간 : 09:00 ~ 22:45;주말 및 공휴일 : 10:00 ~ 22:45
이디야|원흥역점|2038|031-965-3951|경기 고양시 덕양구 삼송로 8 (원흥동) 한일골드타워 1층|평일 운영시간 : 08:00 ~ 23:00;주말 및 공휴일 : 09:00 ~ 23:00
이디야|원흥중앙점|1587|031-967-3054|경기 고양시 덕양구 도래울로 105 (도내동) 아카메디 1층|평일 운영시간 : 09:00 ~ 23:00;주말 및 공휴일 : 09:00 ~ 23:00
이디야|일산고양동점|1531|031-969-4605|경기 고양시 덕양구 혜음로 42 (고양동)|평일 운영시간 : 09:00 ~ 22:50;주말 및 공휴일에는 변경될 수 있습니다.
이디야|행신서정점|530|031-979-3834|경기 고양시 덕양구 중앙로 438 (행신동) 106호|평일 운영시간 : 08:00 ~ 23:00;주말 및 공휴일 : 일요일 휴무
이디야|행신역점|571|031-970-3321|경기 고양시 덕양구 충장로 20 (행신동) 청원프라자 101호|평일 운영시간 : 08:30 ~ 22:50주말 : 09:00 ~ 23:00
이디야|행신점|327|031-974-0905|경기 고양시 덕양구 중앙로 554 (행신동) 희성프라자 108호|평일 운영시간 : 08:00 ~ 22:50;주말 및 공휴일 : 08:00~22:00
이디야|행신중앙점|1482|031-972-4288|경기 고양시 덕양구 행신로 131-11 (행신동) 113호|평일 운영시간 : 08:00 ~ 00:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|화정로데오점|221|031-970-4177|경기 고양시 덕양구 화신로260번길 31 (화정동) 백양빌딩 1층|평일 운영시간 : 09:00 ~ 23:30월~금 - 09:00~23:30 토,일 - 10:00~22:00
이디야|화정이마트점|527|070-4157-0817|경기 고양시 덕양구 백양로 79 (화정동) 화정이마트 내 1층|평일 운영시간 : 10:00 ~ 22:00;주말 및 공휴일 : 10:00~23:30
이디야|화정중앙점|1311|031-966-6051|경기 고양시 덕양구 화중로130번길 32 (화정동) 파스텔프라자 1층|평일 운영시간 : 08:00 ~ 00:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|EBS1호점|2330|031-917-6467|경기 고양시 일산동구 한류월드로 281 (장항동) 1층 로비|평일 운영시간 : 08:00 ~ 22:00토요일, 공휴일 09:00~18:00 (일요일 휴업)
이디야|EBS2호점|2331|031-917-6466|경기 고양시 일산동구 한류월드로 281 (장항동) EBS 통합사옥 20층|평일 운영시간 : 08:00 ~ 19:00(토,일요일,공휴일 휴업)
이디야|고양백석터미널점|1862|02-728-1546|경기 고양시 일산동구 일산로 74-17 (백석동) 대방 샤인밸리 1층|평일 운영시간 : 08:00 ~ 23:00;주말 및 공휴일 : 08:00 ~ 23:00
이디야|동국대일산병원점|2612|070-8866-4316|경기 고양시 일산동구 동국로 18 (식사동, 연합빌딩) 101, 102호 이디야커피 동국대일산병원점|평일 운영시간 : 08:00 ~ 23:00;주말 및 공휴일 : 08:00 ~ 22:00
이디야|마두역2호점|883|031-902-4177|경기 고양시 일산동구 중앙로 1190 (마두동) 서울타워 1층|평일 운영시간 : 08:00 ~ 22:50;주말 및 공휴일 동일합니다.
이디야|마두역점|480|031-907-4177|경기 고양시 일산동구 장백로 184 (장항동) 우신프라자 102호|평일 운영시간 : 08:00 ~ 22:50;주말 및 공휴일 : 08:00 ~ 22:50
이디야|마두중앙점|831|031-905-6051|경기 고양시 일산동구 강송로 181 (마두동) 일산프라자 1층|평일 운영시간 : 09:00 ~ 22:45평일과 주말 동일합니다.
이디야|백석역점|555|031-901-1181|경기 고양시 일산동구 일산로 46 (백석동) 남경씨티프라자 3호 1층|평일 운영시간 : 08:00 ~ 01:00;주말 및 공휴일 : 08:00 ~ 01:00
이디야|일산국립암센터점|2796|070-4242-5858|경기 고양시 일산동구 일산로330번길 12-2 (마두동) 이디야커피 일산국립암센터점|평일 운영시간 : 08:00 ~ 22:00;주말 및 공휴일 : 08:00 ~ 22:00
이디야|일산식사점|939|031-964-1060|경기 고양시 일산동구 위시티2로11번길 45 (식사동, 위시티일산자이 주상복합) 이디야커피 일산식사점|평일 운영시간 : 10:00 ~ 23:00;주말 및 공휴일 : 10:00 ~ 23:00
이디야|일산웨스턴돔점|215|031-903-8858|경기 고양시 일산동구 정발산로 24 (장항동) 웨스턴돔 b동 187호|평일 운영시간 : 09:30 ~ 22:00;주말 및 공휴일 : 09:00 ~ 22:00
이디야|일산이마트점|633|031-903-3352|경기 고양시 일산동구 중앙로 1124 (백석동, 흰돌마을1단지아파트) 이마트 일산점 내 1층|평일 운영시간 : 10:00 ~ 22:00;주말 및 공휴일 : 10:00 ~ 22:00
이디야|일산풍동점|878|031-908-2989|경기 고양시 일산동구 숲속마을1로 76 (풍동) 1275|평일 운영시간 : 09:00 ~ 22:30;주말 및 공휴일 : 09:00 ~ 22:30
이디야|일산허유재병원점|154|031-811-2411|경기 고양시 일산동구 중앙로 1317 (장항동) 일산복합빌딩 1층|평일 운영시간 : 07:00 ~ 22:00;주말 및 공휴일 : 09:00 ~ 21:00
이디야|중산마을점|749|031-975-7435|경기 고양시 일산동구 중산로 247 (중산동) 이디야커피 중산마을점|평일 운영시간 : 08:00 ~ 00:00;주말 및 공휴일 : 08:00 ~ 00:00
이디야|풍산역점|2611|031-976-2328|경기 고양시 일산동구 하늘마을1로 8 (중산동) 중산동 1812 성원타워 제1층 제107호 1층 이디야커피|평일 운영시간 : 09:00 ~ 22:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|대화마을점|1276|031-919-2896|경기 고양시 일산서구 대화로 138 (대화동) 768-3|평일 운영시간 : 09:00 ~ 23:00;주말 및 공휴일에는 변경될 수 있습니다.
이디야|대화역점|1118|031-916-3332|경기 고양시 일산서구 중앙로 1567 (대화동) 이디야커피 대화역점|평일 운영시간 : 07:00 ~ 22:00;주말 및 공휴일 : 08:30 ~ 22:00
이디야|일산가좌마을점|1338|031-925-1012|경기 고양시 일산서구 가좌4로 2 (가좌동) 이디야커피 가좌마을점|평일 운영시간 : 09:00 ~ 21:00;주말 및 공휴일 : 09:00 ~ 21:00
이디야|일산강선마을점|1692|031-919-7855|경기 고양시 일산서구 중앙로 1376 (주엽동, 강선마을10단지아파트) 이디야커피 강선마을점|평일 운영시간 : 09:00 ~ 22:00;주말 및 공휴일 : 08:30~ 22:00
이디야|일산미래로타운점|1828|031-919-0111|경기 고양시 일산서구 장자길118번길 112 (덕이동) 이디야커피 일산미래로타운점|평일 운영시간 : 09:00 ~ 21:00;주말 및 공휴일 : 09:00 ~ 21:00
이디야|일산산들점|1347|031-923-7100|경기 고양시 일산서구 원일로 117 (일산동) 이디야커피 일산산들점|평일 운영시간 : 09:00 ~ 23:00;주말 및 공휴일 : 09:00 ~ 23:00
이디야|일산시장점|1313|031-975-6765|경기 고양시 일산서구 원일로 69 (일산동) 이디야커피 일산시장점|평일 운영시간 : 09:30 ~ 21:00;주말 및 공휴일 : 09:30 ~ 20:00
이디야|일산원마운트점|844|031-961-6622|경기 고양시 일산서구 한류월드로 300 (대화동) 이디야커피 원마운트점|평일 운영시간 : 09:30 ~ 21:30;주말 및 공휴일 : 09:30 ~ 22:00
이디야|일산킨텍스꿈에그린점|2947|031-8076-8242|경기 고양시 일산서구 킨텍스로 240 (대화동, 킨텍스 꿈에그린) B129|평일 운영시간 : 08:00 ~ 22:00;주말 및 공휴일에는 변경될 수 있습니다.
