nm|tel|addr|lat|lon
명지병원|['tel']|경기 고양시 덕양구 화수로14번길 55|37.6421989801055|126.83094924818755
서울의료원강남분원|['tel']|서울특별시 강남구 봉은사로114길 43|37.5124501404093|127.066391801426
종로플레이스|['tel']|서울 종로구 창경궁로 120|37.57297991853953|126.998247665782
에이플러스에셋타워|['tel']|서울 서초구 강남대로 369|37.49565987464587|127.02821648896852
미란다호텔이천|['tel']|경기 이천시 중리천로115번길 45|37.276074934169266|127.45109053151569
도봉로15길|['tel']|서울 강북구 도봉로15길|37.616638534697366|127.0285385107867
홍대좋은사람들|['tel']|서울 마포구 양화로 162|37.55643111692955|126.9238695499175
여의도리버타워|['tel']|서울 영등포구 63로 36|37.51941940673789|126.93861262607845
청주CGV서문빌딩|['tel']|충북 청주시 상당구 상당로81번길 63|36.63506731230963|127.4868041185095
충무로흥국빌딩|['tel']|서울 중구 퇴계로 166|37.56089536522248|126.99016678268582
평택TS-one|['tel']|경기 평택시 비전2로 195|37.001387691170684|127.11178510498033
용산더프라임타워|['tel']|서울 용산구 원효로90길 11|37.54039598047992|126.96971637235515
신라스테이해운대|['tel']|부산 해운대구 해운대로570번길 46|35.15980495204547|129.15872542064264
구의웰츠타워|['tel']|서울 광진구 자양로 116|37.538247337794886|127.08385123668683
성수우리큐브빌딩|['tel']|서울 성동구 연무장11길 10|37.542930256400915|127.05756392180108
V-PLEX|['tel']|서울 강남구 테헤란로 501|37.507380674469225|127.05682181664706
더피나클역삼|['tel']|서울 강남구 테헤란로 218|37.501466013830154|127.04043259105433
분당M타워|['tel']|경기 성남시 분당구 구미로 8|37.33765653132263|127.10974474747744
동대전컨벤션|['tel']|대전 동구 대전로448번길 60-10|36.3071838365882|127.45496305877562
대전드림타운|['tel']|대전 서구 둔산중로134번길 39|36.35902133671878|127.38910594705652
서소문한화빌딩|['tel']|서울 중구 서소문로 125|37.563697017615986|126.97494518323401
평택송탄역클래시아|['tel']|경기 평택시 탄현로 261|37.07592140317723|127.05493735735854
사학연금부산회관|['tel']|부산 부산진구 범일로 181|35.14621700947207|129.05886061014817
경복궁주차장|['tel']|서울 종로구 효자로 12|37.5772926|126.9789107
일산웨스턴853|['tel']|경기 고양시 일산동구 정발산로42번길 60|37.655372461335496|126.77356803419146
순화빌딩|['tel']|서울 중구 서소문로 89|37.56259325188101|126.97082564929374
구로키콕스벤처센터|['tel']|서울 구로구 디지털로32길 29|37.48487859742197|126.89729915617868
호텔선샤인강남|['tel']|서울 강남구 도산대로 205|37.52050224524126|127.02877786949148
제주노형오거리2|['tel']|제주특별자치도 제주시 도령로 1|33.4868131243454|126.47932115718618
홍대유림빌딩|['tel']|서울 마포구 양화로 164|37.55653935606282|126.9240550467758
강동그린타워|['tel']|서울 강동구 천호대로 1139|37.534595945280486|127.1381144742747
전주고사CGV|['tel']|전북 전주시 완산구 전주객사3길 72|35.82032762446845|127.1420815909087
병점효성해링턴플레이스|['tel']|경기 화성시 떡전골로 60|37.20449573394879|127.03572268177003
안산AW주차타워|['tel']|경기 안산시 단원구 광덕서로 48|37.30888530886275|126.82729454086468
부천디아뜨갤러리2|['tel']|경기 부천시 소향로 119|37.50255798476072|126.76126889293602
신중동헤리움메트로|['tel']|경기 부천시 길주로 284|37.502780707496534|126.77371752418328
동탄물류센터|['tel']|경기 화성시 동탄물류로 69|37.17198851639088|127.13302885151941
삼성역EG빌딩|['tel']|서울 강남구 테헤란로98길 11|37.5076912293207|127.06273950718875
강남푸르지오시티2|['tel']|서울 강남구 자곡로 192|37.474483237471844|127.10421054682153
마곡747|['tel']|서울 강서구 공항대로 168|37.55927211017624|126.82613879590866
머큐어앰버서더홍대호텔|['tel']|서울 마포구 양화로 144|37.55537777408047|126.92236768103965
베스트웨스턴제주|['tel']|제주특별자치도 제주시 도령로 27|33.487826311999505|126.48185444721206
힐스테이트삼송역|['tel']|경기 고양시 덕양구 동송로 70|37.65266810960871|126.89612569106076
청라스퀘어7|['tel']|인천 서구 청라루비로 76|37.532305974252296|126.64170945299178
오라카이대학로|['tel']|서울 종로구 율곡로 180|37.57557118553275|126.99871853290131
휴맥스빌리지|['tel']|경기 성남시 분당구 황새울로 216|37.37846658554907|127.11280750544944
문정프라자|['tel']|서울 송파구 중대로 80|37.49176257607539|127.11784451376074
서초역파크빌딩|['tel']|서울 서초구 반포대로27길 16|37.49017408676456|127.00723678758744
을지트윈타워|['tel']|서울 중구 을지로 170|37.56613954359335|126.99732872702188
언주S타워/언주타워|['tel']|서울 강남구 논현로 563|37.506329858854|127.03402475354589
어바니엘천호|['tel']|서울 강동구 천호대로161길 21|37.53819963701453|127.12882042035785
신한L서울타워|['tel']|서울 중구 세종대로7길 37|37.560752013737016|126.97248786988496
부산W스퀘어|['tel']|부산 남구 분포로 145|35.13422790354133|129.11121804221423
송파푸르지오시티|['tel']|서울 송파구 새말로 62|37.48083528410936|127.12127796227368
티맥스수내타워|['tel']|경기 성남시 분당구 황새울로258번길 29|37.37921235208539|127.11681007986931
제주연동3|['tel']|제주특별자치도 제주시 연북로 168|33.48189744965767|126.49940579913742
롯데마트서청주|['tel']|충북 청주시 흥덕구 2순환로 1004|36.64517411393479|127.42164165798872
노량진리더스타워|['tel']|서울 동작구 노량진로 104|37.51303615285336|126.93757272492388
SC제일은행본점|['tel']|서울 종로구 종로 47|37.57112617977124|126.98244086914895
SC제일은행부산|['tel']|부산 중구 대청로 135|35.10312887453102|129.03483586515625
SC제일은행광주|['tel']|광주 동구 금남로 224|35.14913668315657|126.91633655991905
수내파이낸스타워|['tel']|경기 성남시 분당구 황새울로258번길 25|37.3794211660963|127.11703622023394
어바니엘한강|['tel']|서울 동작구 노량진로 190|37.51295780441162|126.94686131397638
역삼키움저축나대지 |['tel']|서울 강남구 논현로 426|37.49837076143143|127.03862605109772
아산시외버스터미널|['tel']|충남 아산시 번영로 225|36.78464213683987|127.01589924909486
브라운스톤서울|['tel']|서울 중구 청파로 464|37.56081941992014|126.96822769418286
제주연동4|['tel']|제주특별자치도 제주시 신대로 104|33.48796476221498|126.4961902381945
밀레니엄서울힐튼|['tel']|서울 중구 소월로 50|37.55545481361424|126.97550022900556
이대서울병원|['tel']|서울 강서구 공항대로 260|37.55726114898413|126.83626592745642
동탄SKV1센터|['tel']|경기도 화성시 동탄순환대로 830|37.2097875429174|127.096967841654
부천국민차매매단지|['tel']|경기 부천시 송내대로 450|37.52328240700666|126.76194949441832
봉래빌딩|['tel']|서울 중구 칠패로 36|37.55939700665859|126.97288675935049
아크플레이스|['tel']|서울 강남구 테헤란로 142|37.49974503859954|127.03495362076806
W타워|['tel']|서울 서초구 서초대로77길 54|37.50258036554254|127.02481724033439
강남역BNK디지털타워|['tel']|서울 서초구 서초대로 398|37.49663726813572|127.0251047699657
HD인텔렉스빌딩|['tel']|서울 강남구 언주로 620|37.511619865031655|127.03635263764735
을지입구센터플레이스|['tel']|서울 중구 남대문로9길 40|37.56714345301058|126.98036814403505
신사동8세컨즈|['tel']|서울 강남구 강남대로156길 49|37.51938989490946|127.02288168651863
여의도NH농협캐피탈|['tel']|서울 영등포구 국제금융로8길 27-8|37.519460512326546|126.92840473701351
구파발역에코테라스|['tel']|서울 은평구 진관3로 37|37.640390390345694|126.9204392797787
일산양우드라마|['tel']|경기 고양시 일산동구 백마로213번길 36|37.65597365972578|126.7732262318859
구로원메디타운|['tel']|서울 구로구 경인로 403|37.49795680806554|126.8643459430724
판교알파돔타워|['tel']|경기 성남시 분당구 판교역로 152|37.39426202230159|127.11036477013562
어바니엘염창|['tel']|서울 양천구 공항대로 630|37.546535879137785|126.8747139275024
파주운정월드스퀘어|['tel']|경기 파주시 책향기로 830|37.72932874795333|126.76290681327937
사당K스퀘어|['tel']|서울 동작구 동작대로 59|37.48199891082701|126.98148488749025
KAIT타워|['tel']|서울 강남구 테헤란로 306|37.5025963641503|127.04410195468044
KT&G분당|['tel']|경기 성남시 분당구 황새울로312번길 26|37.38346645906094|127.12267015648536
반포쇼핑타운|['tel']|서울 서초구 신반포로 165|37.50572565958964|127.0021714865483
충정로센트럴플레이스|['tel']|서울 중구 서소문로 50|37.56091639861344|126.96702792776361
남산스퀘어|['tel']|서울 중구 퇴계로 173|37.5618252647587|126.99105854255446
역삼위워크타워|['tel']|서울 강남구 테헤란로 302|37.50243081222071|127.0434730586735
충정로센트럴타워|['tel']|서울 중구 서소문로 38|37.560404403399694|126.96621777849133
NH농협생명빌딩|['tel']|서울 서대문구 통일로 87|37.56277646080805|126.9685120878853
선릉ING오렌지타워|['tel']|서울 강남구 테헤란로 318|37.503172256554336|127.04607013592484
트윈시티남산|['tel']|서울 용산구 한강대로 366|37.55108621021494|126.9729124035517
KT&G대치|['tel']|서울 강남구 테헤란로98길 8|37.50768440590033|127.06201112978057
KT&G서대문|['tel']|서울 서대문구 충정로 60|37.56386421167193|126.96615283204352
KT&G수원|['tel']|경기 수원시 팔달구 매산로 37|37.26852574627355|127.00542517009544
KT&G대구|['tel']|대구 남구 대명로 124|35.83862956970628|128.5711947092042
공덕푸르지오시티|['tel']|서울 마포구 마포대로 156|37.5479383583415|126.954369685876
파주아시아출판문화정보센터|['tel']|경기 파주시 회동길 145|37.7084811508113|126.686793323813
인천토성프라자|['tel']|인천 남동구 소래역로 50|37.4015958313533|126.73421947366
서울역|['tel']|서울 중구 한강대로 405|37.5547278494914|126.969526329341
보라매공원|['tel']|서울 동작구 여의대방로20길 33|37.4950475|126.9184288
신야탑푸르지오시티|['tel']|경기 성남시 중원구 양현로405번길 5|37.4172704857737|127.126873684806
분당시티파크|['tel']|경기 성남시 중원구 양현로405번길 17|37.4185182829796|127.126894881185
별내메트로망|['tel']|경기 남양주시 별내중앙로 36-37|37.64603952734|127.126699771399
김포센트럴프라자|['tel']|경기 김포시 김포한강9로 73|37.6433496634411|126.625509849233
필동T&S빌딩|['tel']|서울 중구 서애로 33|37.5595492748546|126.996562057598
을지로신한L타워|['tel']|서울 중구 삼일대로 358|37.5664890113878|126.988103724531
트윈트리타워|['tel']|서울 종로구 율곡로 6|37.5754538625026|126.979775832051
한국지식재산센터|['tel']|서울 강남구 테헤란로 131|37.5000818732753|127.032937953168
도곡린스퀘어|['tel']|서울 강남구 언주로30길 39|37.4887462103566|127.053214137263
무궁화공영|['tel']|서울 서초구 서초대로54길 45|37.4923242676548|127.016810974025
더피나클강남점|['tel']|서울특별시 강남구 논현동 119번지|37.517449|127.040634
논현점|['tel']|서울특별시 강남구 학동로 47길 5 논현점|37.516963|127.038589
상도성대시장점|['tel']|서울특별시 동작구 상도로 102 성대시장점|37.499943|126.931776
을지로3가점|['tel']|서울특별시 중구 충무로 48 을지로3가|37.565376|126.992961
상봉점|['tel']|서울특별시 중랑구 상봉로 117|37.596611|127.092594
구로점|['tel']|서울특별시 구로구 구로4동 94-1 구로점|37.495105|126.891838
광명역점|['tel']|경기도 광명시 일직동 467-4 KTX 광명역 C 주차장|37.418951|126.887066
일산우리프라자점|['tel']|경기도 고양시 일산서구 주화로 210|37.675648|126.746669
일산금강주차빌딩점|['tel']|경기도 고양시 일산서구 강성로 115 금강빌딩|37.670341|126.762785
안산한미타워점|['tel']|경기도 안산시 단원구 초지2로 67 한미타워|37.30656|126.816026
판교메트로큐브점|['tel']|경기도 성남시 분당구 대왕판교로606번길 31 메트로큐브점|37.396689|127.110662
성남모란점|['tel']|경기도 성남시 중원구 성남동 4118|37.430547|127.1305
평촌칼라힐|['tel']|경기도 안양시 동안구 시민대로 312|37.39507508|126.9648952
서소문동화빌딩|['tel']|서울 중구 서소문로 106|37.562528903337515|126.97302597264284
여의도KTB빌딩|['tel']|서울 영등포구 여의대로 66|37.52455003796545|126.9237073803792
역삼글라스톤빌딩|['tel']|서울 강남구 봉은사로 108|37.5045372|127.0255905
역삼메타랩스|['tel']|서울 강남구 언주로 428|37.50165590410326|127.04359022518528
KT&G서대전|['tel']|대전 서구 문예로 137|36.35902635265156|127.38977892361231
판교석란빌딩|['tel']|경기 성남시 분당구 판교로 182-7|37.39973121817694|127.09590759765258
사학연금대전회관|['tel']|대전 서구 한밭대로 809|36.35825793745558|127.38886149132072
송파웰리스타워|['tel']|서울 송파구 송파대로 562|37.51532451630079|127.09950300358983
태평로빌딩|['tel']|서울 중구 세종대로 73|37.562962016368786|126.97596409188525
신논현KI타워|['tel']|서울 서초구 강남대로69길 8|37.50184517898912|127.02465414394187
이안강동|['tel']|서울 강동구 천호대로162길 34|37.535576869984055|127.12795149425534
수송스퀘어|['tel']|서울 종로구 율곡로2길 19|37.57447406929605|126.98109524161765
청담애비뉴|['tel']|서울 강남구 압구정로79길 32|37.52516246128687|127.04976256426305
KT&G부산서면|['tel']|부산 부산진구 서면로 39|35.15428191555029|129.05729946341032
대전만금프라자|['tel']|대전 서구 둔산중로134번길 21|36.3590208919373|127.38813439888098
아산Y시티몰|['tel']|충남 아산시 배방읍 광장로 210|36.79743571071005|127.10924257926749
미아역미성빌딩|['tel']|서울 강북구 도봉로 188|37.62563800673036|127.02679744389886
양주제일타워|['tel']|경기 양주시 옥정로 226|37.821750205133846|127.09212599330533
아이콘역삼|['tel']|서울 강남구 테헤란로44길 8|37.50232593365278|127.04444559870342
대구메디스퀘어빌딩|['tel']|대구 중구 달구벌대로 2094|35.865284907856925|128.59259147266928
대전삼성생명둔산|['tel']|대전 서구 한밭대로 755|36.358173915917085|127.38250598311613
여의도오투타워|['tel']|서울 영등포구 의사당대로 83|37.52336775689814|126.9234506596217
서울숲공원|['tel']|서울 성동구 뚝섬로 273|37.54307023686678|127.04179932558158
방화사거리노외|['tel']|서울시 강서구 방화동 484-17|37.5735267|126.8102477
양재공영주차장|['tel']|서울 서초구 양재천로 125-10|37.478601723891394|127.04136090615407
구룡공영주차장|['tel']|서울 서초구 동산로19길 37|37.47419589730049|127.04593929336353
안산AW컨벤션|['tel']|경기 안산시 단원구 광덕1로 171|37.30820273432464|126.82881666761305
송파태원빌딩|['tel']|서울 송파구 오금로 91|37.5140509174178|127.107654676422
남산T타워|['tel']|서울 중구 소월로2길 30|37.5539946799726|126.975612746457
하남풍산메트하임|['tel']|경기 하남시 덕풍동로 123|37.55224724781|127.209173441765
토요코인호텔대전|['tel']|대전 서구 둔산중로134번길 13|36.3590333779614|127.387647127983
울산업스퀘어|['tel']|울산 남구 화합로 185|35.5413457303704|129.338899684243
교대역동측공영|['tel']|서울 서초구 서초대로52길|37.4938779|127.0154083
역삼우정에쉐르3|['tel']|서울 강남구 언주로86길 25|37.5024828995605|127.045130245839
마포한강2차푸르지오점|['tel']|서울시 마포구 월드컵로3길 14|37.551029|126.9117323
양재SK허브프리모점|['tel']|서울시 강남구 강남대로 240(도곡동)|37.4852893|127.0342905
별내백상앨리츠2|['tel']|경기 남양주시 별내중앙로 36-31|37.6462023708503|127.126414391365
순화타워|['tel']|서울 중구 세종대로7길 43|37.5610649662767|126.972258222014
오토웨이타워|['tel']|서울 강남구 영동대로 417|37.506288395234|127.063692550186
송도형지글로벌패션복합센터|['tel']|인천 연수구 하모니로177번길 49|37.3783371308295|126.644414087073
청주쥬네스빌딩|['tel']|충북 청주시 상당구 상당로81번길 33|36.6352628333999|127.488131325156
중동점|['tel']|경기도 부천시 중동로254번길 90 중동파크타운|37.501502|126.773701
일산이스턴시티점|['tel']|경기도 고양시 일산동구 장항동 855 이스턴시티|37.656712|126.773153
인천신현파크프라자점|['tel']|인천광역시 남동구 구월동 1462 구월중앙점|37.445128|126.702241
광교SB타운점|['tel']|경기도 용인시 수지구 광교마을로 54 광교SB타운|37.298204|127.070511
서판교점|['tel']|경기도 성남시 분당구 판교동 620 서판교점|37.390267|127.090208
광교이끌림타워점|['tel']|경기도 용인시 수지구 광교마을로 41 광교 이끌림타워점|37.299024|127.069179
남대문우리빌딩점|['tel']|서울특별시 중구 칠패로 42 우리빌딩  (봉래동1가 5-36)|37.559474|126.97356
부천먹자골점|['tel']|경기도 부천시 조마루로291번길 9 부천 먹자골점|37.498019|126.775785
마포푸르메점|['tel']|서울특별시 마포구 월드컵북로 496 푸르메타워|37.584873|126.880129
영통동아점|['tel']|경기도 수원시 영통구 매영로345번길 95 영통 동아점 (동아프라자)|37.255575|127.073357
안국역해영회관점|['tel']|서울특별시 종로구 율곡로 53 해영회관점|37.5766|126.985128
광교더로프트점|['tel']|경기도 수원시 영통구 에듀타운로106번길 46 광교 더 로프트 주차장|37.29052|127.046986
회기베라체캠퍼스점|['tel']|서울특별시 동대문구 이문로 37|37.590801|127.056117
해운대라뮤에뜨점|['tel']|부산광역시 해운대구 해운대로 620 부산 라뮤에뜨점|35.162963|129.158453
공항철도청라국제도시역점|['tel']|인천광역시 서구 에코로|37.553316|126.623336
공항철도서울역점|['tel']|서울특별시 용산구 청파로 378 공항철도 서울역 지하주차장|37.549118|126.970484
공항철도계양역점|['tel']|인천광역시 계양구 다남로 24 공항철도 계양역|37.571609|126.736023
공항철도검암역점|['tel']|인천광역시 서구 검바위로 26 공항철도 검암역|37.56903|126.673542
평촌역점|['tel']|경기도 안양시 동안구 관평로170번길 33 (관양동 1606,평촌주공공이) 평촌역 CGV|37.392983|126.962259
명동중부점|['tel']|서울특별시 중구 저동2가 64 명동 중부점|37.564014|126.98978
회룡역점|['tel']|경기도 의정부시 외미로 99 회룡역 주차장|37.724675|127.046579
공항철도영종역점|['tel']|인천광역시 중구  운북동 465-37 공항철도 영종역|37.511934|126.523738
옥수어울림더리버점|['tel']|서울특별시 성동구 독서당로40길 39 옥수 어울림 더리버|37.541709|127.017975
산본한숲스포츠센터점|['tel']|경기도 군포시 산본동 1146-3 한숲스포츠센터|37.360461|126.928416
부산명지국제타워점|['tel']|부산광역시 강서구 명지국제8로 251 명지국제타워 주차장|35.098342|128.920478
대전둔산점|['tel']|대전광역시 서구 대덕대로 179 대전 둔산점 주차장|36.349407|127.376831
부산비프광장점|['tel']|부산광역시 중구 비프광장로 37 부산 비프광장점(대영시네마)|35.098607|129.029469
마포푸르메재단어린이병원점|['tel']|서울특별시 마포구 월드컵북로 494 푸르메재단 넥슨 어린이재활병원|37.584647|126.88052
묵동자이1단지점|['tel']|서울특별시 중랑구 숙선옹주로 6-9 묵동 자이아파트 1단지 상가주차장|37.614842|127.077889
묵동자이2단지점|['tel']|서울특별시 중랑구 동일로 932 묵동 자이아파트 2단지 상가주차장|37.613839|127.077557
청담대신빌딩점|['tel']|서울특별시 강남구 도산대로507 대신빌딩점|37.524751|127.048532
신촌테라운드빌딩점|['tel']|서울특별시 서대문구 창천동 72-14 신촌 케이 스퀘어 (거화빌딩) |37.556319|126.934535
중계K스퀘어점|['tel']|서울특별시 노원구 중계동 364-19? 케이스퀘어 중계점 (삼부프라자) |37.649185|127.076958
티마크그랜드호텔명동점|['tel']|서울특별시 중구 퇴계로6길 3-10 티마크그랜드호텔점 |37.558094|126.978823
서판교2점|['tel']|경기도 성남시 분당구 판교동 595 AJ주차타워점|37.390182|127.090615
분당월드쇼핑점|['tel']|경기도 성남시 분당구 탄천상로 151번길 20|37.340325|127.106819
대구시티센터점|['tel']|대구광역시 중구 국채보상로 611|35.870953|128.598106
재륜빌딩서교동점|['tel']|서울특별시 마포구 잔다리로6길 25|37.552379|126.92057
의정부웅신프라자점|['tel']|경기도 의정부시 용민로 192|37.745764|127.093685
봉명1점|['tel']|대전광역시 유성구 봉명동 1034|36.346256|127.341246
봉명2점|['tel']|대전광역시 유성구 봉명동 1048|36.345354|127.34122
역삼우신빌딩점|['tel']|서울특별시 강남구 테헤란로 145|37.500713|127.035193
방배점|['tel']|서울특별시 서초구 방배동 1002-23|37.480424|127.003589
수지외식타운점|['tel']|경기도 용인시 수지구 풍덕천동 658-30|37.327719|127.095497
이태원크라운호텔점|['tel']|서울특별시 용산구 녹사평대로 140|37.531751|126.990412
광주영효주차타워점|['tel']|광주광역시 서구 상무중앙로 78번길 5-6 영효주차타워|35.154556|126.849474
분당안랩솔리드빌딩점|['tel']|경기도 성남시 분당구 판교역로 220|37.400429|127.110225
금촌역점|['tel']|경기도 파주시 금촌동 42-10 금촌역점|37.764681|126.775747
당산디오빌점|['tel']|서울특별시 영등포구 당산로 222 당산디오빌|37.533245|126.902291
