##NAME|TELNUM|NEWADDR|ID|ID2|TYPE|SIZE|SUBJ1|SUBJ2|SUBJ3|SUBJ4@@PACADEMY
BHL와와영수학원|033-652-2905|강원도 강릉시 하평2길 7 , 2층 (포남동)|9476|1076|학교교과교습학원|3|입시.검정 및 보습|보습|영어(고등)|보통교과
BOSTON ENGLISH(보스턴 잉글리쉬)학원|033-653-9982|강원도 강릉시 하평길 40 , 3층 (포남동)|3000010689|1215|학교교과교습학원|5|입시.검정 및 보습|보습|영어(초등)|보통교과
BOSTON ENGLISH(보스턴 잉글리쉬)학원|033-653-9982|강원도 강릉시 하평길 40 , 3층 (포남동)|3000010689|1215|학교교과교습학원|5|입시.검정 및 보습|보습|영어(중등)|보통교과
BOSTON ENGLISH(보스턴 잉글리쉬)학원|033-653-9982|강원도 강릉시 하평길 40 , 3층 (포남동)|3000010689|1215|학교교과교습학원|5|입시.검정 및 보습|보습|영어(고등)|보통교과
C&C수학학원||강원도 강릉시 하평3길 37 , 203호 (포남동, 일송아파트)|3000012722|1410|학교교과교습학원|2|입시.검정 및 보습|보습|수학초등A|보통교과
C&C수학학원||강원도 강릉시 하평3길 37 , 203호 (포남동, 일송아파트)|3000012722|1410|학교교과교습학원|2|입시.검정 및 보습|보습|수학중등A|보통교과
C&C수학학원||강원도 강릉시 하평3길 37 , 203호 (포남동, 일송아파트)|3000012722|1410|학교교과교습학원|2|입시.검정 및 보습|보습|수학고등A|보통교과
C&C수학학원||강원도 강릉시 하평3길 37 , 203호 (포남동, 일송아파트)|3000012722|1410|학교교과교습학원|2|입시.검정 및 보습|보습|수학고등B|보통교과
C&C수학학원||강원도 강릉시 하평3길 37 , 203호 (포남동, 일송아파트)|3000012722|1410|학교교과교습학원|2|입시.검정 및 보습|보습|수학초등B|보통교과
C&C수학학원||강원도 강릉시 하평3길 37 , 203호 (포남동, 일송아파트)|3000012722|1410|학교교과교습학원|2|입시.검정 및 보습|보습|고등수학C|보통교과
C&C수학학원||강원도 강릉시 하평3길 37 , 203호 (포남동, 일송아파트)|3000012722|1410|학교교과교습학원|2|입시.검정 및 보습|보습|초등수학C|보통교과
C&C수학학원||강원도 강릉시 하평3길 37 , 203호 (포남동, 일송아파트)|3000012722|1410|학교교과교습학원|2|입시.검정 및 보습|보습|중등수학B|보통교과
C&C수학학원||강원도 강릉시 하평3길 37 , 203호 (포남동, 일송아파트)|3000012722|1410|학교교과교습학원|2|입시.검정 및 보습|보습|고등수학D|보통교과
CMS(쎄임에스)융합사고력강릉센터학원|033-643-8620|강원도 강릉시 솔올로 76 , 3층 (교동)|3000011281|1271|학교교과교습학원|5|입시.검정 및 보습|보습|초등사고력|보통교과
CMS(쎄임에스)융합사고력강릉센터학원|033-643-8620|강원도 강릉시 솔올로 76 , 3층 (교동)|3000011281|1271|학교교과교습학원|5|입시.검정 및 보습|보습|초등교과|보통교과
CMS(쎄임에스)융합사고력강릉센터학원|033-643-8620|강원도 강릉시 솔올로 76 , 3층 (교동)|3000011281|1271|학교교과교습학원|5|입시.검정 및 보습|보습|중등교과토론|보통교과
CMS(쎄임에스)융합사고력강릉센터학원|033-643-8620|강원도 강릉시 솔올로 76 , 3층 (교동)|3000011281|1271|학교교과교습학원|5|입시.검정 및 보습|보습|중등교과|보통교과
CMS(쎄임에스)융합사고력강릉센터학원|033-643-8620|강원도 강릉시 솔올로 76 , 3층 (교동)|3000011281|1271|학교교과교습학원|5|입시.검정 및 보습|보습|고등교과|보통교과
CNS Education수학학원||강원도 강릉시 솔올로 91 , 3층 (교동)|3000011272|1270|학교교과교습학원|6|입시.검정 및 보습|보습|수학1(초등)|보통교과
CNS Education수학학원||강원도 강릉시 솔올로 91 , 3층 (교동)|3000011272|1270|학교교과교습학원|6|입시.검정 및 보습|보습|수학2(초등)|보통교과
CNS Education수학학원||강원도 강릉시 솔올로 91 , 3층 (교동)|3000011272|1270|학교교과교습학원|6|입시.검정 및 보습|보습|수학3(초등)|보통교과
CNS Education수학학원||강원도 강릉시 솔올로 91 , 3층 (교동)|3000011272|1270|학교교과교습학원|6|입시.검정 및 보습|보습|수학1(중등)|보통교과
CNS Education수학학원||강원도 강릉시 솔올로 91 , 3층 (교동)|3000011272|1270|학교교과교습학원|6|입시.검정 및 보습|보습|수학2(중등)|보통교과
CNS Education수학학원||강원도 강릉시 솔올로 91 , 3층 (교동)|3000011272|1270|학교교과교습학원|6|입시.검정 및 보습|보습|수학3(중등)|보통교과
CNS Education수학학원||강원도 강릉시 솔올로 91 , 3층 (교동)|3000011272|1270|학교교과교습학원|6|입시.검정 및 보습|보습|수학4(중등)|보통교과
CNS Education수학학원||강원도 강릉시 솔올로 91 , 3층 (교동)|3000011272|1270|학교교과교습학원|6|입시.검정 및 보습|보습|수학1(고등)|보통교과
CNS Education수학학원||강원도 강릉시 솔올로 91 , 3층 (교동)|3000011272|1270|학교교과교습학원|6|입시.검정 및 보습|보습|수학2(고등)|보통교과
CNS Education수학학원||강원도 강릉시 솔올로 91 , 3층 (교동)|3000011272|1270|학교교과교습학원|6|입시.검정 및 보습|보습|수학3(고등)|보통교과
CNS Education수학학원||강원도 강릉시 솔올로 91 , 3층 (교동)|3000011272|1270|학교교과교습학원|6|입시.검정 및 보습|보습|수학4(고등)|보통교과
CNS Education영어학원|033-641-5213|강원도 강릉시 솔올로 91 , 4층 (교동)|3000010688|1214|학교교과교습학원|5|입시.검정 및 보습|보습|영어2(초등)|보통교과
CNS Education영어학원|033-641-5213|강원도 강릉시 솔올로 91 , 4층 (교동)|3000010688|1214|학교교과교습학원|5|입시.검정 및 보습|보습|영어3(초등)|보통교과
CNS Education영어학원|033-641-5213|강원도 강릉시 솔올로 91 , 4층 (교동)|3000010688|1214|학교교과교습학원|5|입시.검정 및 보습|보습|수학1(초등)|보통교과
CNS Education영어학원|033-641-5213|강원도 강릉시 솔올로 91 , 4층 (교동)|3000010688|1214|학교교과교습학원|5|입시.검정 및 보습|보습|수학2(초등)|보통교과
CNS Education영어학원|033-641-5213|강원도 강릉시 솔올로 91 , 4층 (교동)|3000010688|1214|학교교과교습학원|5|입시.검정 및 보습|보습|수학3(초등)|보통교과
CNS Education영어학원|033-641-5213|강원도 강릉시 솔올로 91 , 4층 (교동)|3000010688|1214|학교교과교습학원|5|입시.검정 및 보습|보습|수학2(고등)|보통교과
CNS Education영어학원|033-641-5213|강원도 강릉시 솔올로 91 , 4층 (교동)|3000010688|1214|학교교과교습학원|5|입시.검정 및 보습|보습|수학3(고등)|보통교과
CNS Education영어학원|033-641-5213|강원도 강릉시 솔올로 91 , 4층 (교동)|3000010688|1214|학교교과교습학원|5|입시.검정 및 보습|보습|수학4(고등)|보통교과
CNS Education영어학원|033-641-5213|강원도 강릉시 솔올로 91 , 4층 (교동)|3000010688|1214|학교교과교습학원|5|입시.검정 및 보습|보습|영어1(초등)|보통교과
CNS Education영어학원|033-641-5213|강원도 강릉시 솔올로 91 , 4층 (교동)|3000010688|1214|학교교과교습학원|5|입시.검정 및 보습|보습|영어1(중등)|보통교과
CNS Education영어학원|033-641-5213|강원도 강릉시 솔올로 91 , 4층 (교동)|3000010688|1214|학교교과교습학원|5|입시.검정 및 보습|보습|영어2(중등)|보통교과
CNS Education영어학원|033-641-5213|강원도 강릉시 솔올로 91 , 4층 (교동)|3000010688|1214|학교교과교습학원|5|입시.검정 및 보습|보습|영어3(중등)|보통교과
CNS Education영어학원|033-641-5213|강원도 강릉시 솔올로 91 , 4층 (교동)|3000010688|1214|학교교과교습학원|5|입시.검정 및 보습|보습|영어4(중등)|보통교과
CNS Education영어학원|033-641-5213|강원도 강릉시 솔올로 91 , 4층 (교동)|3000010688|1214|학교교과교습학원|5|입시.검정 및 보습|보습|수학1(중등)|보통교과
CNS Education영어학원|033-641-5213|강원도 강릉시 솔올로 91 , 4층 (교동)|3000010688|1214|학교교과교습학원|5|입시.검정 및 보습|보습|수학2(중등)|보통교과
CNS Education영어학원|033-641-5213|강원도 강릉시 솔올로 91 , 4층 (교동)|3000010688|1214|학교교과교습학원|5|입시.검정 및 보습|보습|수학3(중등)|보통교과
CNS Education영어학원|033-641-5213|강원도 강릉시 솔올로 91 , 4층 (교동)|3000010688|1214|학교교과교습학원|5|입시.검정 및 보습|보습|수학4(중등)|보통교과
CNS Education영어학원|033-641-5213|강원도 강릉시 솔올로 91 , 4층 (교동)|3000010688|1214|학교교과교습학원|5|입시.검정 및 보습|보습|영어1(고등)|보통교과
CNS Education영어학원|033-641-5213|강원도 강릉시 솔올로 91 , 4층 (교동)|3000010688|1214|학교교과교습학원|5|입시.검정 및 보습|보습|영어2(고등)|보통교과
CNS Education영어학원|033-641-5213|강원도 강릉시 솔올로 91 , 4층 (교동)|3000010688|1214|학교교과교습학원|5|입시.검정 및 보습|보습|영어3(고등)|보통교과
CNS Education영어학원|033-641-5213|강원도 강릉시 솔올로 91 , 4층 (교동)|3000010688|1214|학교교과교습학원|5|입시.검정 및 보습|보습|영어4(고등)|보통교과
CNS Education영어학원|033-641-5213|강원도 강릉시 솔올로 91 , 4층 (교동)|3000010688|1214|학교교과교습학원|5|입시.검정 및 보습|보습|수학1(고등)|보통교과
Can(캔)수학학원||강원도 강릉시 홍제로46번길 12 , 2층 (홍제동)|3000011584|1303|학교교과교습학원|2|입시.검정 및 보습|보습|영어(초등)|보통교과
Can(캔)수학학원||강원도 강릉시 홍제로46번길 12 , 2층 (홍제동)|3000011584|1303|학교교과교습학원|2|입시.검정 및 보습|보습|수학(초등)|보통교과
Can(캔)수학학원||강원도 강릉시 홍제로46번길 12 , 2층 (홍제동)|3000011584|1303|학교교과교습학원|2|입시.검정 및 보습|보습|영어(중등)|보통교과
Can(캔)수학학원||강원도 강릉시 홍제로46번길 12 , 2층 (홍제동)|3000011584|1303|학교교과교습학원|2|입시.검정 및 보습|보습|수학(중등)|보통교과
Can(캔)수학학원||강원도 강릉시 홍제로46번길 12 , 2층 (홍제동)|3000011584|1303|학교교과교습학원|2|입시.검정 및 보습|보습|국어(초등)|보통교과
Can(캔)수학학원||강원도 강릉시 홍제로46번길 12 , 2층 (홍제동)|3000011584|1303|학교교과교습학원|2|입시.검정 및 보습|보습|사회(초등)|보통교과
Can(캔)수학학원||강원도 강릉시 홍제로46번길 12 , 2층 (홍제동)|3000011584|1303|학교교과교습학원|2|입시.검정 및 보습|보습|과학(초등)|보통교과
D.H학원|033-647-2411|강원도 강릉시 토성로 88-1 , 지하1층, 지상1층 (홍제동)|6213|411|학교교과교습학원|3|입시.검정 및 보습|입시|수학심화(중,고등)|보통교과
D.H학원|033-647-2411|강원도 강릉시 토성로 88-1 , 지하1층, 지상1층 (홍제동)|6213|411|학교교과교습학원|3|입시.검정 및 보습|입시|수학기초(중등)|보통교과
D.H학원|033-647-2411|강원도 강릉시 토성로 88-1 , 지하1층, 지상1층 (홍제동)|6213|411|학교교과교습학원|3|입시.검정 및 보습|입시|수학심화(초등)|보통교과
D.H학원|033-647-2411|강원도 강릉시 토성로 88-1 , 지하1층, 지상1층 (홍제동)|6213|411|학교교과교습학원|3|입시.검정 및 보습|입시|수학기초(초등)|보통교과
D.H학원|033-647-2411|강원도 강릉시 토성로 88-1 , 지하1층, 지상1층 (홍제동)|6213|411|학교교과교습학원|3|입시.검정 및 보습|입시|과학(중등)|보통교과
D.H학원|033-647-2411|강원도 강릉시 토성로 88-1 , 지하1층, 지상1층 (홍제동)|6213|411|학교교과교습학원|3|입시.검정 및 보습|입시|영어(중등)|보통교과
D.H학원|033-647-2411|강원도 강릉시 토성로 88-1 , 지하1층, 지상1층 (홍제동)|6213|411|학교교과교습학원|3|입시.검정 및 보습|입시|국어(중등)|보통교과
D.H학원|033-647-2411|강원도 강릉시 토성로 88-1 , 지하1층, 지상1층 (홍제동)|6213|411|학교교과교습학원|3|입시.검정 및 보습|입시|사회(중등)|보통교과
D.H학원|033-647-2411|강원도 강릉시 토성로 88-1 , 지하1층, 지상1층 (홍제동)|6213|411|학교교과교습학원|3|입시.검정 및 보습|입시|기술가정(중등)|보통교과
D.H학원|033-647-2411|강원도 강릉시 토성로 88-1 , 지하1층, 지상1층 (홍제동)|6213|411|학교교과교습학원|3|입시.검정 및 보습|입시|한문(중등)|보통교과
D.H학원|033-647-2411|강원도 강릉시 토성로 88-1 , 지하1층, 지상1층 (홍제동)|6213|411|학교교과교습학원|3|입시.검정 및 보습|입시|역사(중등)|보통교과
DM(디엠)독서실|033-652-8242|강원도 강릉시 옥가로 43 , 4층 (옥천동)|10280|1156|학교교과교습학원|1|독서실|독서실(유아/초・중・고)|독서실|독서실
Dance+ master company(댄스플러스마스터컴퍼니)학원|033-645-0925|강원도 강릉시 은행나무길 1 , 4층 (옥천동)|3000012162|1344|학교교과교습학원|2|기타(대)|기타(소)|댄스스포츠|기타(중)
Dance+ master company(댄스플러스마스터컴퍼니)학원|033-645-0925|강원도 강릉시 은행나무길 1 , 4층 (옥천동)|3000012162|1344|학교교과교습학원|2|기타(대)|기타(소)|댄스스포츠|기타(중)
EMS학원|033-651-2900|강원도 강릉시 성덕로 328-15 , 2층 (입암동, 금호어울림아파트)|3000012752|1414|학교교과교습학원|2|입시.검정 및 보습|보습|초등(국수사과)|보통교과
EMS학원|033-651-2900|강원도 강릉시 성덕로 328-15 , 2층 (입암동, 금호어울림아파트)|3000012752|1414|학교교과교습학원|2|입시.검정 및 보습|보습|중등수학|보통교과
EMS학원|033-651-2900|강원도 강릉시 성덕로 328-15 , 2층 (입암동, 금호어울림아파트)|3000012752|1414|학교교과교습학원|2|입시.검정 및 보습|보습|중등과학|보통교과
EMS학원|033-651-2900|강원도 강릉시 성덕로 328-15 , 2층 (입암동, 금호어울림아파트)|3000012752|1414|학교교과교습학원|2|입시.검정 및 보습|보습|고등수학|보통교과
EMS학원|033-651-2900|강원도 강릉시 성덕로 328-15 , 2층 (입암동, 금호어울림아파트)|3000012752|1414|학교교과교습학원|2|입시.검정 및 보습|보습|고등과학|보통교과
ESLP영어학원|033-642-0503|강원도 강릉시 경강로 2138-1 , 2층 (옥천동)|8929|1033|학교교과교습학원|2|입시.검정 및 보습|보습|영어A(중등)|보통교과
ESLP영어학원|033-642-0503|강원도 강릉시 경강로 2138-1 , 2층 (옥천동)|8929|1033|학교교과교습학원|2|입시.검정 및 보습|보습|영어B(중등)|보통교과
ESLP영어학원|033-642-0503|강원도 강릉시 경강로 2138-1 , 2층 (옥천동)|8929|1033|학교교과교습학원|2|입시.검정 및 보습|보습|영어C(중등)|보통교과
ESLP영어학원|033-642-0503|강원도 강릉시 경강로 2138-1 , 2층 (옥천동)|8929|1033|학교교과교습학원|2|입시.검정 및 보습|보습|영어A(고등)|보통교과
ESLP영어학원|033-642-0503|강원도 강릉시 경강로 2138-1 , 2층 (옥천동)|8929|1033|학교교과교습학원|2|입시.검정 및 보습|보습|영어B(고등)|보통교과
ESLP영어학원|033-642-0503|강원도 강릉시 경강로 2138-1 , 2층 (옥천동)|8929|1033|학교교과교습학원|2|입시.검정 및 보습|보습|영어C(고등)|보통교과
ESLP영어학원|033-642-0503|강원도 강릉시 경강로 2138-1 , 2층 (옥천동)|8929|1033|학교교과교습학원|2|입시.검정 및 보습|보습|영어D(고등)|보통교과
Eton(이튼)영어학원|033-652-0517|강원도 강릉시 하평6길 63 , 1층 (포남동)|5475|752|학교교과교습학원|4|국제화|실용외국어(유아/초・중・고)|영어(초등)|외국어
Eton(이튼)영어학원|033-652-0517|강원도 강릉시 하평6길 63 , 1층 (포남동)|5475|752|학교교과교습학원|4|국제화|실용외국어(유아/초・중・고)|영어(중등)|외국어
Eton(이튼)영어학원|033-652-0517|강원도 강릉시 하평6길 63 , 1층 (포남동)|5475|752|학교교과교습학원|4|국제화|실용외국어(유아/초・중・고)|영어(고등)|외국어
Ex영수학원||강원도 강릉시 성덕포남로 40 , 3층 (입암동)|3000012480|1379|학교교과교습학원|2|입시.검정 및 보습|보습|초등전과목(국,수,사,과)|보통교과
Ex영수학원||강원도 강릉시 성덕포남로 40 , 3층 (입암동)|3000012480|1379|학교교과교습학원|2|입시.검정 및 보습|보습|초등영어|보통교과
Ex영수학원||강원도 강릉시 성덕포남로 40 , 3층 (입암동)|3000012480|1379|학교교과교습학원|2|입시.검정 및 보습|보습|중등영어|보통교과
Ex영수학원||강원도 강릉시 성덕포남로 40 , 3층 (입암동)|3000012480|1379|학교교과교습학원|2|입시.검정 및 보습|보습|중등수학|보통교과
Ex영수학원||강원도 강릉시 성덕포남로 40 , 3층 (입암동)|3000012480|1379|학교교과교습학원|2|입시.검정 및 보습|보습|고등영어|보통교과
Ex영수학원||강원도 강릉시 성덕포남로 40 , 3층 (입암동)|3000012480|1379|학교교과교습학원|2|입시.검정 및 보습|보습|고등수학|보통교과
GL수학학원||강원도 강릉시 교동광장로 143 , 2층 (교동)|3000012357|1366|학교교과교습학원|3|입시.검정 및 보습|보습|일반수학(재수)|보통교과
GL수학학원||강원도 강릉시 교동광장로 143 , 2층 (교동)|3000012357|1366|학교교과교습학원|3|입시.검정 및 보습|보습|초등수학C|보통교과
GL수학학원||강원도 강릉시 교동광장로 143 , 2층 (교동)|3000012357|1366|학교교과교습학원|3|입시.검정 및 보습|보습|초등수학D|보통교과
GL수학학원||강원도 강릉시 교동광장로 143 , 2층 (교동)|3000012357|1366|학교교과교습학원|3|입시.검정 및 보습|보습|중등수학B|보통교과
GL수학학원||강원도 강릉시 교동광장로 143 , 2층 (교동)|3000012357|1366|학교교과교습학원|3|입시.검정 및 보습|보습|초등수학A|보통교과
GL수학학원||강원도 강릉시 교동광장로 143 , 2층 (교동)|3000012357|1366|학교교과교습학원|3|입시.검정 및 보습|보습|초등수학B|보통교과
GL수학학원||강원도 강릉시 교동광장로 143 , 2층 (교동)|3000012357|1366|학교교과교습학원|3|입시.검정 및 보습|보습|중등수학A|보통교과
GL수학학원||강원도 강릉시 교동광장로 143 , 2층 (교동)|3000012357|1366|학교교과교습학원|3|입시.검정 및 보습|보습|고등수학A|보통교과
GL수학학원||강원도 강릉시 교동광장로 143 , 2층 (교동)|3000012357|1366|학교교과교습학원|3|입시.검정 및 보습|보습|고등수학B|보통교과
H English(에이치잉글리쉬)영어학원||강원도 강릉시 강릉대로547번길 6 , 1층 (포남동)|3000012598|1397|학교교과교습학원|2|입시.검정 및 보습|보습|초등영어|보통교과
H English(에이치잉글리쉬)영어학원||강원도 강릉시 강릉대로547번길 6 , 1층 (포남동)|3000012598|1397|학교교과교습학원|2|입시.검정 및 보습|보습|중등영어|보통교과
H English(에이치잉글리쉬)영어학원||강원도 강릉시 강릉대로547번길 6 , 1층 (포남동)|3000012598|1397|학교교과교습학원|2|입시.검정 및 보습|보습|고등영어|보통교과
IVY외국어학원|033-642-0512|강원도 강릉시 문화의길 9 (임당동)|1000000151|627|학교교과교습학원|3|국제화|실용외국어(유아/초・중・고)|영어회화(내,외국인강사)|외국어
IYW학원|033-641-6999|강원도 강릉시 강중길48번길 8 (입암동)|6798|853|학교교과교습학원|2|입시.검정 및 보습|보습|수학|보통교과
IYW학원|033-641-6999|강원도 강릉시 강중길48번길 8 (입암동)|6798|853|학교교과교습학원|2|입시.검정 및 보습|보습|과학|보통교과
IYW학원|033-641-6999|강원도 강릉시 강중길48번길 8 (입암동)|6798|853|학교교과교습학원|2|입시.검정 및 보습|보습|사회|보통교과
IYW학원|033-641-6999|강원도 강릉시 강중길48번길 8 (입암동)|6798|853|학교교과교습학원|2|입시.검정 및 보습|보습|국어|보통교과
IYW학원|033-641-6999|강원도 강릉시 강중길48번길 8 (입암동)|6798|853|학교교과교습학원|2|입시.검정 및 보습|보습|영어|보통교과
J&S영어학원|033-641-0511|강원도 강릉시 솔올로 93 , 2층 (교동)|9202|1061|학교교과교습학원|4|국제화|실용외국어(유아/초・중・고)|영어(초등)|외국어
J&S영어학원|033-641-0511|강원도 강릉시 솔올로 93 , 2층 (교동)|9202|1061|학교교과교습학원|4|국제화|실용외국어(유아/초・중・고)|영어(중등)|외국어
JJ수학학원|033-643-0090|강원도 강릉시 경강로 2150, 3층 (옥천동)|1000000970|704|학교교과교습학원|2|입시.검정 및 보습|보습|수학초등|보통교과
JJ수학학원|033-643-0090|강원도 강릉시 경강로 2150, 3층 (옥천동)|1000000970|704|학교교과교습학원|2|입시.검정 및 보습|보습|수학중등|보통교과
JJ수학학원|033-643-0090|강원도 강릉시 경강로 2150, 3층 (옥천동)|1000000970|704|학교교과교습학원|2|입시.검정 및 보습|보습|수학고등A|보통교과
JJ수학학원|033-643-0090|강원도 강릉시 경강로 2150, 3층 (옥천동)|1000000970|704|학교교과교습학원|2|입시.검정 및 보습|보습|수학고등B|보통교과
K.E.M학원|033-646-8443|강원도 강릉시 경강로 2150, 2층 (옥천동)|6409|814|학교교과교습학원|4|입시.검정 및 보습|보습|초등영어|보통교과
K.E.M학원|033-646-8443|강원도 강릉시 경강로 2150, 2층 (옥천동)|6409|814|학교교과교습학원|4|입시.검정 및 보습|보습|수학초등|보통교과
K.E.M학원|033-646-8443|강원도 강릉시 경강로 2150, 2층 (옥천동)|6409|814|학교교과교습학원|4|입시.검정 및 보습|보습|중등영어|보통교과
K.E.M학원|033-646-8443|강원도 강릉시 경강로 2150, 2층 (옥천동)|6409|814|학교교과교습학원|4|입시.검정 및 보습|보습|중등수학|보통교과
K.E.M학원|033-646-8443|강원도 강릉시 경강로 2150, 2층 (옥천동)|6409|814|학교교과교습학원|4|입시.검정 및 보습|보습|고등영어|보통교과
K.E.M학원|033-646-8443|강원도 강릉시 경강로 2150, 2층 (옥천동)|6409|814|학교교과교습학원|4|입시.검정 및 보습|보습|고등수학|보통교과
KP반석학원||강원도 강릉시 성덕로 316-15 , 이안상가 1층 및 3층 (입암동)|3000012403|1372|학교교과교습학원|8|입시.검정 및 보습|보습|초등영어A|보통교과
KP반석학원||강원도 강릉시 성덕로 316-15 , 이안상가 1층 및 3층 (입암동)|3000012403|1372|학교교과교습학원|8|입시.검정 및 보습|보습|초등영어B|보통교과
KP반석학원||강원도 강릉시 성덕로 316-15 , 이안상가 1층 및 3층 (입암동)|3000012403|1372|학교교과교습학원|8|입시.검정 및 보습|보습|초등영어C|보통교과
KP반석학원||강원도 강릉시 성덕로 316-15 , 이안상가 1층 및 3층 (입암동)|3000012403|1372|학교교과교습학원|8|입시.검정 및 보습|보습|초등영어D|보통교과
KP반석학원||강원도 강릉시 성덕로 316-15 , 이안상가 1층 및 3층 (입암동)|3000012403|1372|학교교과교습학원|8|입시.검정 및 보습|보습|중등수학|보통교과
KP반석학원||강원도 강릉시 성덕로 316-15 , 이안상가 1층 및 3층 (입암동)|3000012403|1372|학교교과교습학원|8|입시.검정 및 보습|보습|고등수학A|보통교과
KP반석학원||강원도 강릉시 성덕로 316-15 , 이안상가 1층 및 3층 (입암동)|3000012403|1372|학교교과교습학원|8|입시.검정 및 보습|보습|고등수학B|보통교과
KP반석학원||강원도 강릉시 성덕로 316-15 , 이안상가 1층 및 3층 (입암동)|3000012403|1372|학교교과교습학원|8|입시.검정 및 보습|보습|중등논술B|보통교과
KP반석학원||강원도 강릉시 성덕로 316-15 , 이안상가 1층 및 3층 (입암동)|3000012403|1372|학교교과교습학원|8|입시.검정 및 보습|보습|중등영어A|보통교과
KP반석학원||강원도 강릉시 성덕로 316-15 , 이안상가 1층 및 3층 (입암동)|3000012403|1372|학교교과교습학원|8|입시.검정 및 보습|보습|중등영어B|보통교과
KP반석학원||강원도 강릉시 성덕로 316-15 , 이안상가 1층 및 3층 (입암동)|3000012403|1372|학교교과교습학원|8|입시.검정 및 보습|보습|고등영어|보통교과
KP반석학원||강원도 강릉시 성덕로 316-15 , 이안상가 1층 및 3층 (입암동)|3000012403|1372|학교교과교습학원|8|입시.검정 및 보습|보습·논술|초등논술|보통교과
