##NAME|TELNUM|NEWADDR|ID|ID2|TYPE|SIZE|SUBJ1|SUBJ2|SUBJ3|SUBJ4@@PACADEMY
YBMECC제주국제어학원|064-794-8088|제주특별자치도 서귀포시 안덕면 녹차분재로 44-5 , 2층 202호 (안덕면)|3000011625|571|학교교과교습학원|10|국제화|실용외국어(유아/초·중·고)|영어 정규(4~7세)|외국어
YBMECC제주국제어학원|064-794-8088|제주특별자치도 서귀포시 안덕면 녹차분재로 44-5 , 2층 202호 (안덕면)|3000011625|571|학교교과교습학원|10|국제화|실용외국어(유아/초·중·고)|영어 정규(초등학생)|외국어
YBMECC제주국제어학원|064-794-8088|제주특별자치도 서귀포시 안덕면 녹차분재로 44-5 , 2층 202호 (안덕면)|3000011625|571|학교교과교습학원|10|국제화|실용외국어(유아/초·중·고)|영어 오후(4~7세)|외국어
YBMECC제주국제어학원|064-794-8088|제주특별자치도 서귀포시 안덕면 녹차분재로 44-5 , 2층 202호 (안덕면)|3000011625|571|학교교과교습학원|10|국제화|실용외국어(유아/초·중·고)|영어 오후(초등학생)|외국어
e해법에듀학원|064-764-9979|제주특별자치도 서귀포시 남원읍 태위로 650 , 2층 (남원읍, 남원분무기)|3000011590|568|학교교과교습학원|2|입시.검정 및 보습|보습|초등종합A[국어, 수학, 사회, 과학] [초등 1~2학년 대상] (월1,400분)|보통교과
e해법에듀학원|064-764-9979|제주특별자치도 서귀포시 남원읍 태위로 650 , 2층 (남원읍, 남원분무기)|3000011590|568|학교교과교습학원|2|입시.검정 및 보습|보습|초등종합B[국어, 수학, 사회, 과학] [초등 3~6학년 대상] (월1,400분)|보통교과
e해법에듀학원|064-764-9979|제주특별자치도 서귀포시 남원읍 태위로 650 , 2층 (남원읍, 남원분무기)|3000011590|568|학교교과교습학원|2|입시.검정 및 보습|보습|중등수학 (월1,600분)|보통교과
e해법에듀학원|064-764-9979|제주특별자치도 서귀포시 남원읍 태위로 650 , 2층 (남원읍, 남원분무기)|3000011590|568|학교교과교습학원|2|입시.검정 및 보습|보습|유아종합[국어, 수학] (월 1,000분)|보통교과
inSKY독서실|064-733-5085|제주특별자치도 서귀포시 중앙로72번길 26 (서귀동)|4073|359|학교교과교습학원|1|독서실|독서실(유아/초·중·고)|독서실(월)|독서실
inSKY독서실|064-733-5085|제주특별자치도 서귀포시 중앙로72번길 26 (서귀동)|4073|359|학교교과교습학원|1|독서실|독서실(유아/초·중·고)|독서실(일)|독서실
가온누리보습학원|064-732-7409|제주특별자치도 서귀포시 동홍서로112번길 9 , ,2층 (동홍동)|3000010426|458|학교교과교습학원|4|입시.검정 및 보습|보습·논술|초등A반 (수학, 국어)[월 1,000분]|보통교과
가온누리보습학원|064-732-7409|제주특별자치도 서귀포시 동홍서로112번길 9 , ,2층 (동홍동)|3000010426|458|학교교과교습학원|4|입시.검정 및 보습|보습·논술|초등B반 (수학)[월 1,400분]|보통교과
가온누리보습학원|064-732-7409|제주특별자치도 서귀포시 동홍서로112번길 9 , ,2층 (동홍동)|3000010426|458|학교교과교습학원|4|입시.검정 및 보습|보습·논술|초등C반 (수학, 국어, 사회, 과학)[월 1,700분]|보통교과
가온누리보습학원|064-732-7409|제주특별자치도 서귀포시 동홍서로112번길 9 , ,2층 (동홍동)|3000010426|458|학교교과교습학원|4|입시.검정 및 보습|보습·논술|초등D반 (수학, 국어, 사회, 과학)[월 1,500분]|보통교과
가온누리보습학원|064-732-7409|제주특별자치도 서귀포시 동홍서로112번길 9 , ,2층 (동홍동)|3000010426|458|학교교과교습학원|4|입시.검정 및 보습|보습·논술|초등논술반 (수리, 독서)[월 480분]|보통교과
가온누리보습학원|064-732-7409|제주특별자치도 서귀포시 동홍서로112번길 9 , ,2층 (동홍동)|3000010426|458|학교교과교습학원|4|입시.검정 및 보습|보습·논술|중등논술반 (수리, 독서)[월 480분]|보통교과
가온누리보습학원|064-732-7409|제주특별자치도 서귀포시 동홍서로112번길 9 , ,2층 (동홍동)|3000010426|458|학교교과교습학원|4|입시.검정 및 보습|보습·논술|중등A반 (수학)[월 1,500분]|보통교과
가온누리보습학원|064-732-7409|제주특별자치도 서귀포시 동홍서로112번길 9 , ,2층 (동홍동)|3000010426|458|학교교과교습학원|4|입시.검정 및 보습|보습·논술|중등B반 [수학 및 자기주도학습(국어, 사회, 과학, 역사)][월 2,000분]|보통교과
강혜정피아노학원|064-739-4175|제주특별자치도 서귀포시 천제연로 221 , 2층 (중문동)|3000010048|422|학교교과교습학원|2|예능(대)|음악|피아노 고급 C (월 960분)[유치원·초·중·고·성인]|예능(중)
강혜정피아노학원|064-739-4175|제주특별자치도 서귀포시 천제연로 221 , 2층 (중문동)|3000010048|422|학교교과교습학원|2|예능(대)|음악|피아노 초급 (월 1,100분)[유치원·초·중·고·성인]|예능(중)
강혜정피아노학원|064-739-4175|제주특별자치도 서귀포시 천제연로 221 , 2층 (중문동)|3000010048|422|학교교과교습학원|2|예능(대)|음악|피아노 중급 (월 1,100분)[유치원·초·중·고·성인]|예능(중)
강혜정피아노학원|064-739-4175|제주특별자치도 서귀포시 천제연로 221 , 2층 (중문동)|3000010048|422|학교교과교습학원|2|예능(대)|음악|피아노 고급 A (월 1,100분)[유치원·초·중·고·성인]|예능(중)
강혜정피아노학원|064-739-4175|제주특별자치도 서귀포시 천제연로 221 , 2층 (중문동)|3000010048|422|학교교과교습학원|2|예능(대)|음악|피아노 고급 B (월 800분)[유치원·초·중·고·성인]|예능(중)
개념원리수학서귀포제1학원|064-763-4416|제주특별자치도 서귀포시 일주동로 8548 (동홍동)|4614|397|학교교과교습학원|3|입시.검정 및 보습|보습|초등수학A (월 1,300분)|보통교과
개념원리수학서귀포제1학원|064-763-4416|제주특별자치도 서귀포시 일주동로 8548 (동홍동)|4614|397|학교교과교습학원|3|입시.검정 및 보습|보습|초등수학B (월 1,400분)|보통교과
개념원리수학서귀포제1학원|064-763-4416|제주특별자치도 서귀포시 일주동로 8548 (동홍동)|4614|397|학교교과교습학원|3|입시.검정 및 보습|보습|초등수학C (월 1,400분)|보통교과
개념원리수학서귀포제1학원|064-763-4416|제주특별자치도 서귀포시 일주동로 8548 (동홍동)|4614|397|학교교과교습학원|3|입시.검정 및 보습|보습|초등수학D (월 1,500분)|보통교과
개념원리수학서귀포제1학원|064-763-4416|제주특별자치도 서귀포시 일주동로 8548 (동홍동)|4614|397|학교교과교습학원|3|입시.검정 및 보습|보습|초등수학E [방학특강] (월 2,100분)|보통교과
개념원리수학서귀포제1학원|064-763-4416|제주특별자치도 서귀포시 일주동로 8548 (동홍동)|4614|397|학교교과교습학원|3|입시.검정 및 보습|보습|중등수학A (월 1,680분)|보통교과
개념원리수학서귀포제1학원|064-763-4416|제주특별자치도 서귀포시 일주동로 8548 (동홍동)|4614|397|학교교과교습학원|3|입시.검정 및 보습|보습|중등수학B (월 1,760분)|보통교과
개념원리수학서귀포제1학원|064-763-4416|제주특별자치도 서귀포시 일주동로 8548 (동홍동)|4614|397|학교교과교습학원|3|입시.검정 및 보습|보습|중등수학C [방학특강] (월 2,400분)|보통교과
개념원리수학서귀포제1학원|064-763-4416|제주특별자치도 서귀포시 일주동로 8548 (동홍동)|4614|397|학교교과교습학원|3|입시.검정 및 보습|보습|중등종합 [국어, 사회, 과학] (월 1,360분)|보통교과
개념원리수학서귀포제1학원|064-763-4416|제주특별자치도 서귀포시 일주동로 8548 (동홍동)|4614|397|학교교과교습학원|3|입시.검정 및 보습|보습|고등수학A (월 1,800분)|보통교과
개념원리수학서귀포제1학원|064-763-4416|제주특별자치도 서귀포시 일주동로 8548 (동홍동)|4614|397|학교교과교습학원|3|입시.검정 및 보습|보습|고등수학B (월 1,880분)|보통교과
개념원리수학서귀포제1학원|064-763-4416|제주특별자치도 서귀포시 일주동로 8548 (동홍동)|4614|397|학교교과교습학원|3|입시.검정 및 보습|보습|고등수학C [방학특강] (월 2,880분)|보통교과
개념원리영어수학전문학원|070-4238-2426|제주특별자치도 서귀포시 신서귀로97번길 61 , 2층 (강정동)|4773|409|학교교과교습학원|4|입시.검정 및 보습|보습|초등수학반(1,700분:초등학생)|보통교과
개념원리영어수학전문학원|070-4238-2426|제주특별자치도 서귀포시 신서귀로97번길 61 , 2층 (강정동)|4773|409|학교교과교습학원|4|입시.검정 및 보습|보습|중등수학반(1,900분:중학생)|보통교과
개념원리영어수학전문학원|070-4238-2426|제주특별자치도 서귀포시 신서귀로97번길 61 , 2층 (강정동)|4773|409|학교교과교습학원|4|입시.검정 및 보습|보습|고등수학반(2,000분:고등학생)|보통교과
개념원리영어수학전문학원|070-4238-2426|제주특별자치도 서귀포시 신서귀로97번길 61 , 2층 (강정동)|4773|409|학교교과교습학원|4|입시.검정 및 보습|보습|초등영어반(1,700분:초등학생)|보통교과
개념원리영어수학전문학원|070-4238-2426|제주특별자치도 서귀포시 신서귀로97번길 61 , 2층 (강정동)|4773|409|학교교과교습학원|4|입시.검정 및 보습|보습|중등영어반(1,900분:중학생)|보통교과
개념원리영어수학전문학원|070-4238-2426|제주특별자치도 서귀포시 신서귀로97번길 61 , 2층 (강정동)|4773|409|학교교과교습학원|4|입시.검정 및 보습|보습|고등영어반(2,000분:고등학생)|보통교과
거꾸로수학학원||제주특별자치도 서귀포시 동홍남로 31 , 2층 (동홍동)|3000010699|488|학교교과교습학원|4|입시.검정 및 보습|보습|초등수학A (월 1,400분)|보통교과
거꾸로수학학원||제주특별자치도 서귀포시 동홍남로 31 , 2층 (동홍동)|3000010699|488|학교교과교습학원|4|입시.검정 및 보습|보습|초등수학B (월 1,800분)|보통교과
거꾸로수학학원||제주특별자치도 서귀포시 동홍남로 31 , 2층 (동홍동)|3000010699|488|학교교과교습학원|4|입시.검정 및 보습|보습|중등수학 (월 1,800분)|보통교과
건반위아이들음악학원|064-733-8827|제주특별자치도 서귀포시 동홍북로 26 , 1층 (동홍동)|3000010465|466|학교교과교습학원|2|예능(대)|음악|피아노 고급 C (월 1,200분)[유치원·초·중·고·성인]|예능(중)
건반위아이들음악학원|064-733-8827|제주특별자치도 서귀포시 동홍북로 26 , 1층 (동홍동)|3000010465|466|학교교과교습학원|2|예능(대)|음악|피아노 고급 D (월 800분)[유치원·초·중·고·성인]|예능(중)
건반위아이들음악학원|064-733-8827|제주특별자치도 서귀포시 동홍북로 26 , 1층 (동홍동)|3000010465|466|학교교과교습학원|2|예능(대)|음악|피아노 고급 E (월 960분)[유치원·초·중·고·성인]|예능(중)
건반위아이들음악학원|064-733-8827|제주특별자치도 서귀포시 동홍북로 26 , 1층 (동홍동)|3000010465|466|학교교과교습학원|2|예능(대)|음악|피아노 초급 (월 1,100분)[유치원·초·중·고·성인]|예능(중)
건반위아이들음악학원|064-733-8827|제주특별자치도 서귀포시 동홍북로 26 , 1층 (동홍동)|3000010465|466|학교교과교습학원|2|예능(대)|음악|피아노 중급 (월 1,100분)[유치원·초·중·고·성인]|예능(중)
건반위아이들음악학원|064-733-8827|제주특별자치도 서귀포시 동홍북로 26 , 1층 (동홍동)|3000010465|466|학교교과교습학원|2|예능(대)|음악|피아노 고급 A (월 1,100분)[유치원·초·중·고·성인]|예능(중)
건반위아이들음악학원|064-733-8827|제주특별자치도 서귀포시 동홍북로 26 , 1층 (동홍동)|3000010465|466|학교교과교습학원|2|예능(대)|음악|피아노 고급 B (월 1,400분)[유치원·초·중·고·성인]|예능(중)
건반위아이들음악학원|064-733-8827|제주특별자치도 서귀포시 동홍북로 26 , 1층 (동홍동)|3000010465|466|학교교과교습학원|2|예능(대)|음악|플루트  (월 1,000분)[유치원·초·중·고·성인]|예능(중)
고려대제주어학원|064-733-0584|제주특별자치도 서귀포시 동홍중앙로 68 , 2층 (동홍동)|1000003529|418|학교교과교습학원|6|국제화|실용외국어(유아/초·중·고)|초등영어반 기초
(월, 내국인 700분, 외국인 700분)|외국어
고려대제주어학원|064-733-0584|제주특별자치도 서귀포시 동홍중앙로 68 , 2층 (동홍동)|1000003529|418|학교교과교습학원|6|국제화|실용외국어(유아/초·중·고)|초등영어반 기본
(월, 외국인 1,400분)|외국어
고려대제주어학원|064-733-0584|제주특별자치도 서귀포시 동홍중앙로 68 , 2층 (동홍동)|1000003529|418|학교교과교습학원|6|국제화|실용외국어(유아/초·중·고)|초등영어반 심화
(월, 외국인 2,000분)|외국어
고려대제주어학원|064-733-0584|제주특별자치도 서귀포시 동홍중앙로 68 , 2층 (동홍동)|1000003529|418|학교교과교습학원|6|국제화|실용외국어(유아/초·중·고)|중등영어반 기본
(월, 내국인 800분, 외국인 800분)|외국어
고려대제주어학원|064-733-0584|제주특별자치도 서귀포시 동홍중앙로 68 , 2층 (동홍동)|1000003529|418|학교교과교습학원|6|국제화|실용외국어(유아/초·중·고)|중등영어반 심화
(월, 외국인 1,440분)|외국어
고려대제주어학원|064-733-0584|제주특별자치도 서귀포시 동홍중앙로 68 , 2층 (동홍동)|1000003529|418|학교교과교습학원|6|국제화|실용외국어(유아/초·중·고)|고등영어반 기본(월, 내국인 480분, 외국인 1,440분)|외국어
고려대제주어학원|064-733-0584|제주특별자치도 서귀포시 동홍중앙로 68 , 2층 (동홍동)|1000003529|418|학교교과교습학원|6|국제화|실용외국어(유아/초·중·고)|고등영어반 심화(월, 내국인 600분, 외국인 1,800분)|외국어
