##NAME|SUBNAME|ID|TELNUM|NEWADDR|TYPE|ETC|FEAT|XCOORD|YCOORD|SOURCE2@@묘지
삼숭동공설묘지||2000000566|031-8082-7750|경기도 양주시 삼숭로129번길 199-13, 외2 (삼숭동)|공원묘원||None|127.0950177|37.8022685|보건복지부장사정보시스템
상지석||2000000586|031-940-4402|경기도 파주시 탑삭골1길 78 (상지석동)|공원묘원||None|126.79015|37.7334|보건복지부장사정보시스템
비암리공설묘지||2000000559|031-8082-7610|경기 양주시 광적면 비암리 산18외1|공원묘원||None|126.945698|37.8113797|보건복지부장사정보시스템
장수공설묘지||2000000399||인천광역시 남동구 백범로 26 (장수동)|공원묘원||None|126.7442354|37.4521322|보건복지부장사정보시스템
방성리공설묘지||2000000536|031-8082-7510|경기 양주시 백석읍 방성리 산41|공원묘원||None|127.0132148|37.8186744|보건복지부장사정보시스템
인천호남향우회||7000001606|032-439-6767|인천광역시 서구 당하동  산179-1|공원묘원||None|126.7036801|37.5863452|보건복지부장사정보시스템
양우회||7000001633|031-431-3453|인천광역시 서구 당하동  산161-1|공원묘원||None|126.7036801|37.5863452|보건복지부장사정보시스템
남양주시공설묘지||2000000079|031-590-4287|경기 남양주시 화도읍 묵현리 산151 |공원묘원||None|127.3032304|37.6721034|보건복지부장사정보시스템
낙원공원/의정부묘원||2000000375|031-542-1058|경기 포천시 소흘읍 무봉리 산38-1     |공원묘원||None|127.1402536|37.8012806|보건복지부장사정보시스템
하늘공원||2000000505|031-481-3257|경기도 안산시 상록구 수인로 1824 (부곡동)|공원묘원|부곡동공설공원묘지|None|126.8706288|37.3463951|보건복지부장사정보시스템
모란공원/묘지||2000000156|031-594-6363|경기도 남양주시 화도읍 경춘로2110번길 8-102 |공원묘원||None|127.32058|37.64782|보건복지부장사정보시스템
포천기독교상조회묘지||2000000061|031-542-1302|경기도 포천시 소흘읍 소흘로24번길 32-41|공원묘원||None|127.1396586|37.8065615|보건복지부장사정보시스템
하늘의문||2000000507|032-564-4131|인천 서구 당하동 산152|공원묘원|당하동|None|126.690358|37.5862777|보건복지부장사정보시스템
해방교회공원묘원||2000000517|02-793-8830|경기 파주시 월롱면 도내리 산30-1|공원묘원||None|126.8232508|37.7804694|보건복지부장사정보시스템
신산||2000000598|031-940-4404|경기도 파주시 광탄면 혜음로 1300-183|공원묘원||None|126.8527611|37.7959044|보건복지부장사정보시스템
안양공원묘원||2000000008|031-482-2949|경기 안산시 상록구 양상동 산50|공원묘원||None|126.8404424|37.3533746|보건복지부장사정보시스템
불노공설묘지||2000000199|032-560-4544|인천 서구 불노동 산80|공원묘원||None|126.6894275|37.6096998|보건복지부장사정보시스템
의정부시공설묘지||2000000376|031-828-4195|경기도 양주시 광적면 석우리 산19번지 외 4필지|공원묘원||None|126.975275|37.8308977|보건복지부장사정보시스템
수산공설묘지||2000000270|032-453-5522|인천 남동구 수산동 산14|공원묘원||None|126.729719|37.4413818|보건복지부장사정보시스템
검암공설묘지||2000008435|032-560-4975|인천광역시 서구 검암동 |공원묘원||None|126.6835943|37.5648367|보건복지부장사정보시스템
우고리공설묘지||2000000556|031-8082-7610|경기 양주시 광적면 우고리 산1|공원묘원||None|126.966118|37.8318647|보건복지부장사정보시스템
광석리공설묘지||2000000555|031-8082-7610|경기 양주시 광적면 광석리 산1|공원묘원||None|126.9671307|37.8319889|보건복지부장사정보시스템
석우리공설묘지||2000000558|031-8082-7610|경기 양주시 광적면 석우리 산27|공원묘원||None|126.9786126|37.8332747|보건복지부장사정보시스템
야당||2000000587|031-940-4402|경기 파주시 교하읍 야당리 산18-1,산19|공원묘원||None|126.7801781|37.7598688|보건복지부장사정보시스템
하지석||2000000585|031-940-4402|경기 파주시 교하읍 하지석리 산66|공원묘원||None|126.7801781|37.7598688|보건복지부장사정보시스템
교하공설묘지||2000000041|031-940-4402|경기 파주시 교하읍 동패리 산116-4|공원묘원||None|126.7801781|37.7598688|보건복지부장사정보시스템
교하||2000000584|031-940-4402|경기 파주시 교하읍 산51|공원묘원||None|126.7801781|37.7598688|보건복지부장사정보시스템
동패||2000000588|031-940-4402|경기 파주시 교하읍 동패리 산167-2|공원묘원||None|126.7801781|37.7598688|보건복지부장사정보시스템
신촌||2000000590|031-940-4402|경기 파주시 교하읍 신촌리 산50|공원묘원||None|126.7801781|37.7598688|보건복지부장사정보시스템
소흘읍제3공설묘지||7000001104||경기도 포천시 소흘읍 고모리 산 99번지|공원묘원||None|127.1612953|37.8096017|보건복지부장사정보시스템
화정동/공설묘지||2000008414|031-481-2834|경기도 안산시 단원구 화정동 산116-1|공원묘원||None|126.8174129|37.355465|보건복지부장사정보시스템
가납리공설묘지||2000000554|031-8082-7610|경기 양주시 광적면 가납리 산14|공원묘원||None|126.9974713|37.8397663|보건복지부장사정보시스템
도하리공설묘지||2000000544|031-8082-7550|경기 양주시 은현면 도하리 산47|공원묘원||None|126.9976115|37.8401477|보건복지부장사정보시스템
군자공설묘지||2000008412|031-481-2834|경기도 안산시 단원구 선부동 산3|공원묘원||None|126.8132868|37.3565735|보건복지부장사정보시스템
문형리공설묘지||2000000164|031-760-2844|경기 광주시 오포읍 문형리 산65|공원묘원||None|127.2008669|37.3455781|보건복지부장사정보시스템
가정공설묘지||2000008434|032-560-4975|인천광역시 서구 가정동 |공원묘원||None|126.6751892|37.5290951|보건복지부장사정보시스템
대곡공설묘지||2000000102|032-560-4544|인천 서구 대곡동 산202|공원묘원||None|126.6715223|37.614557|보건복지부장사정보시스템
재림공원묘원||7000001042|031-542-1081|경기도 포천시 소흘읍 송우로 101-16 (송우리)|공원묘원||None|127.1375551|37.8304157|보건복지부장사정보시스템
도림공설묘지||2000000125|032-453-5522|인천 남동구 도림동 산33|공원묘원||None|126.7244741|37.419432|보건복지부장사정보시스템
회정동공설묘지||2000000568|031-8082-7750|경기 양주시 회정동 산13|공원묘원||None|127.0530471|37.8489002|보건복지부장사정보시스템
부곡||2000000575|031-940-4402|경기도 파주시 파주읍 여울길 148|공원묘원||None|126.8324834|37.8111986|보건복지부장사정보시스템
남양주시공설묘지2||2000000080|031-590-4287|경기 남양주시 수동면 운수리 400-1 |공원묘원||None|127.3172059|37.7153133|보건복지부장사정보시스템
하늘의문||2000000506|032-564-4131|인천 서구 마전동 산164|공원묘원|마전동|None|126.6626758|37.5952936|보건복지부장사정보시스템
신월리공설묘지||2000000288|031-760-2844|경기 광주시 초월읍 신월리 산68|공원묘원||None|127.3021577|37.4097616|보건복지부장사정보시스템
용암리공설묘지||2000000541|031-8082-7550|경기 양주시 은현면 용암리 산65-1|공원묘원||None|127.0302383|37.8531087|보건복지부장사정보시스템
가산면/제3공설묘지||2000008383|031-538-4311|경기도 포천시 가산면 금현리 740|공원묘원||None|127.1899425|37.8178221|보건복지부장사정보시스템
안산사사동공설묘지||2000000531|031-481-3257|경기 안산시 상록구 사사동 산23|공원묘원||None|126.9388059|37.2963295|보건복지부장사정보시스템
덕도리공설묘지||2000000557|031-8082-7610|경기 양주시 광적면 덕도리 산27|공원묘원||None|126.97271|37.8534967|보건복지부장사정보시스템
왕길조성묘지||2000000344|032-522-0507|인천 서구 왕길동 산116|공원묘원||None|126.65821|37.59708|보건복지부장사정보시스템
정왕공설묘지||2000000409|031-310-2265|경기 시흥시 정왕동 산2-1|공원묘원||None|126.7599877|37.372606|보건복지부장사정보시스템
월롱면공설묘지||2000000370|031-940-8065|경기 파주시 월롱면 덕은리 169-3|공원묘원||None|126.7767476|37.785991|보건복지부장사정보시스템
왕길공설묘지||2000000343|032-560-4544|인천 서구 왕길동 산120|공원묘원||None|126.6554964|37.5948065|보건복지부장사정보시스템
오도||2000000591|031-940-4402|경기 파주시 교하읍 오도리 산49|공원묘원||None|126.724509|37.7423302|보건복지부장사정보시스템
가산면/제2공설묘지||2000008382|031-538-4311|경기도 포천시 가산면 가산리 산72|공원묘원||None|127.1705013|37.8297729|보건복지부장사정보시스템
봉양동공설묘지||2000000567|031-8082-7750|경기 양주시 봉양동 산87|공원묘원||None|127.0731002|37.8552262|보건복지부장사정보시스템
상수리공설묘지||2000000547|031-8082-7580|경기 양주시 남면 상수리 산21외3|공원묘원||None|127.0023463|37.8595863|보건복지부장사정보시스템
내리교회묘지||2000000093|032-762-7771|인천 서구 왕길동 산130-1|공원묘원||None|126.6525298|37.5950493|보건복지부장사정보시스템
안산팔곡동공설묘지||2000000296|031-481-3257|경기 안산시 상록구 팔곡일동 산42|공원묘원||None|126.8894901|37.3011024|보건복지부장사정보시스템
송월교회묘지||2000000265|032-765-7851|인천 서구 마전동 산72-1|공원묘원||None|126.65231|37.6142643|보건복지부장사정보시스템
경신리공설묘지||2000000546|031-8082-7580|경기 양주시 남면 경신리 산70|공원묘원||None|126.9775963|37.8615562|보건복지부장사정보시스템
주안공설묘지||2000000420|032-880-4816|인천 남구 주안8동 산62-6|공원묘원||None|126.6838096|37.4444475|보건복지부장사정보시스템
선암리공설묘지||2000000542|031-8082-7550|경기 양주시 은현면 선암리 산66-1외2|공원묘원||None|127.0215264|37.8656398|보건복지부장사정보시스템
대능||2000000581|031-940-4402|경기 파주시 법원읍 대능리 산18|공원묘원||None|126.8737098|37.8443446|보건복지부장사정보시스템
천보묘원||7000001047|031-541-0098|경기도 포천시 동교동  695-22  |공원묘원|매장|None|127.1251776|37.853063|보건복지부장사정보시스템
두곡리공설묘지||2000000545|031-8082-7580|경기 양주시 남면 두곡리 산44|공원묘원||None|126.9734525|37.8648547|보건복지부장사정보시스템
논현공설묘지||2000008431|032-440-2833|인천광역시 남동구 논현동 |공원묘원||None|126.7056|37.4075188|보건복지부장사정보시스템
선단동공설묘지||2000000243|031-538-4811|경기도 포천시 원동교길 309 (동교동)|공원묘원||None|127.1154948|37.8571948|보건복지부장사정보시스템
오현||2000000580|031-940-4402|경기 파주시 법원읍 오현리 산79-1|공원묘원||None|126.9280919|37.8634865|보건복지부장사정보시스템
갈현||2000000595|031-940-4402|경기 파주시 탄현면 갈현리 산20|공원묘원||None|126.7158434|37.7668565|보건복지부장사정보시스템
광주공원묘원||2000000038|031-762-0072|경기 광주시 오포읍 매산리 산17|공원묘원||None|127.2787399|37.3478429|보건복지부장사정보시스템
봉암||2000000577|031-940-4402|경기 파주시 파주읍 봉암리 산76,산76-1|공원묘원||None|126.7926564|37.8250362|보건복지부장사정보시스템
직천||2000000579|031-940-4402|경기 파주시 법원읍 직천리 산60|공원묘원||None|126.9420464|37.8756652|보건복지부장사정보시스템
가산면/제4공설묘지||2000008384|031-538-4311|경기도 포천시 가산면 우금리 산6-1|공원묘원||None|127.210152|37.8395359|보건복지부장사정보시스템
파주||2000000573|031-940-4402|경기도 파주시 파주읍 우계로104번길 85|공원묘원||None|126.8174111|37.8395166|보건복지부장사정보시스템
경서공설묘지||2000008432|032-560-4975|인천광역시 서구 경서동 |공원묘원||None|126.6260968|37.539602|보건복지부장사정보시스템
탄현공설묘지||2000000490|031-940-8085|경기 파주시 탄현면 금승리 산22|공원묘원||None|126.75942|37.8081902|보건복지부장사정보시스템
향양||2000000578|031-940-4402|경기 파주시 파주읍 향양리 산47-1,-2|공원묘원||None|126.8240874|37.8444164|보건복지부장사정보시스템
가산면/제1공설묘지||2000008381|031-538-4311|경기도 포천시 가산면 감암리 산12|공원묘원||None|127.1911798|37.8510778|보건복지부장사정보시스템
원창공설묘지||2000008433|032-560-4975|인천광역시 서구 원창동 |공원묘원||None|126.6270971|37.5128726|보건복지부장사정보시스템
입암리공설묘지||2000000548|031-8082-7580|경기 양주시 남면 입암리 산8|공원묘원||None|126.9943239|37.8867884|보건복지부장사정보시스템
청학동공설묘지||2000000473|032-810-7298|인천 연수구 청학동 산53-2|공원묘원||None|126.6632226|37.4243929|보건복지부장사정보시스템
법흥||2000000594|031-940-4402|경기 파주시 탄현면 법흥리 산142|공원묘원||None|126.7109439|37.7774364|보건복지부장사정보시스템
구암리공설묘지||2000000553|031-8082-7580|경기 양주시 남면 구암리 산16|공원묘원||None|126.9784962|37.8879063|보건복지부장사정보시스템
신산리공설묘지||2000000551|031-8082-7580|경기 양주시 남면 신산리 산13|공원묘원||None|126.9798062|37.8882897|보건복지부장사정보시스템
어천공설묘지||2000008392|031-369-3157|경기도 화성시 매송면 어천리 산13|공원묘원||None|126.919557|37.2618037|보건복지부장사정보시스템
야목공설묘지||2000008393|031-369-3157|경기도 화성시 매송면 야목리 산43-3,43-6|공원묘원||None|126.8898364|37.2684021|보건복지부장사정보시스템
하패리공설묘지||2000000543|031-8082-7550|경기 양주시 은현면 하패리 산77|공원묘원||None|127.0344125|37.8938301|보건복지부장사정보시스템
