NAME|BRANCH|ADDR|TELL|TIME|XCORD|YCORD
현대자동차 상용블루핸즈|산지공업사|제주특별자치도 제주시 선반로 62 (화북일동)|064-758-7182|오전 09:00~오후 06:00|126.5664639|33.5113306
현대자동차 상용블루핸즈|삼공사|인천광역시 동구 중봉대로 73(송현동)|032-773-5544|오전 08:30~오후 06:30|126.646725|37.4836667
현대자동차 상용블루핸즈|삼일 이알씨|경상북도 포항시 남구 철강로 159 (장흥동)|054-285-3030|오전 08:30~오후 06:00|129.3622389|35.9853083
현대자동차 상용블루핸즈|서면자동차공업사|전라남도 순천시 서면 순천로 76|061-755-3630|오전 08:30~오후 06:30|127.4902222|34.9935028
현대자동차 상용블루핸즈|성일공업사|경기도 고양시 일산동구 성석로 365 (성석동)|031-977-4992|오전 08:30~오후 06:00|126.7942962|37.7054879
현대자동차 상용블루핸즈|세일|경상북도 문경시 신기공단2길 5 (신기동)|054-554-1422|오전 08:30~오후 06:00|128.173776|36.633567
현대자동차 상용블루핸즈|양주자동차정비공업사|경기도 양주시 평화로 1617 (회정동)|031-858-1748|오전 08:30~오후 06:00|127.0557278|37.830675
현대자동차 상용블루핸즈|영남중공업|서울특별시 금천구 시흥대로153길 26 (독산동)|02-855-9966|오전 08:00~오후 06:00|126.8989417|37.4745083
현대자동차 상용블루핸즈|오미산오토랜드|경기도 고양시 일산동구 성현로 13(성석동)|031-977-5651|오전 08:30~오후 06:00|126.7903442|37.7072953
현대자동차 상용블루핸즈|옥천현대상용서비스|충청북도 옥천군 옥천읍 중앙로 135|043-732-2200|오전 08:50~오후 05:50|127.5741043|36.3056919
현대자동차 상용블루핸즈|유로트럭모터스|경상남도 창원시 진해구 남영로 571|055-544-1222|오전 08:00~오후 06:00|128.7836303|35.1182651
현대자동차 상용블루핸즈|전국정비|경상남도 김해시 한림면 김해대로 1131-2|055-342-1677|오전 09:00~오후 06:00|128.8083953|35.2931748
현대자동차 상용블루핸즈|중앙고속|경기도 화성시 풀무골로 1(영천동)|031-376-8288|오전 08:00~오후 06:00|127.1274861|37.2022333
현대자동차 상용블루핸즈|창신종합중기정비|대구광역시 북구 신천동로 980 (산격동)|053-382-5900|오전 09:00~오후 05:30|128.5968111|35.8994694
현대자동차 상용블루핸즈|천일정비|경상남도 양산시 물금읍 제방로 27|055-371-2230|오전 08:30~오후 05:30|129.0149167|35.2920972
현대자동차 상용블루핸즈|춘천자동차종합정비공장|강원도 춘천시 지내고탄로 9 (신동)|033-244-3777|오전 08:30~오후 05:30|127.7247917|37.9304972
현대자동차 상용블루핸즈|카라인종합정비공장|인천광역시 서구 원당대로 331-15|032-564-1516|오전 08:30~오후 06:00|126.6407928|37.585568
현대자동차 상용블루핸즈|파주현대상용서비스|경기도 파주시 월롱면 도감로 164|031-949-8074|오전 08:30~오후 06:00|126.8049472|37.7886111
현대자동차 상용블루핸즈|평택항현대서비스|경기도 평택시 포승읍 하만호길 237|031-686-9752|오전 08:30~오후 05:30|126.8523635|36.9525266
현대자동차 상용블루핸즈|한국쓰리축 현대상용서비스|전라남도 장성군 동화면 원남평길 15-21|061-390-8750|오전 08:30~오후 05:30|126.7276535|35.2732024
현대자동차 상용블루핸즈|한남상용현대서비스|인천광역시 중구 축항대로296번길 22(신흥동3가)|032-886-9321|오전 08:30~오후 06:00|126.6297683|37.4434837
현대자동차 상용블루핸즈|현대기아남구정비서비스|부산광역시 남구 신선로 340 (용당동)|051-621-9204|오전 08:30~오후 05:30|129.0981833|35.113525
현대자동차 상용블루핸즈|현대남부서비스|전라남도 나주시 산포면 산남로 66|061-337-0500|오전 08:30~오후 06:00|126.8244552|35.0394685
현대자동차 상용블루핸즈|현대자동차충청써비스|충청남도 아산시 곡교천로 125번길 35(실옥동)|041-547-3399|오전 09:00~오후 06:00|126.9914639|36.7926111
현대자동차 상용블루핸즈|대동정비|경상남도 진주시 도동로 154(상대동)|055-752-1121|오전 09:00~오후 05:30|128.124925|35.1808833
현대자동차 상용블루핸즈|동신공업사|울산광역시 북구 효자로 146(연암동)|052-287-7777|오전 09:00~오후 05:30|129.3709564|35.5716893
현대자동차 상용블루핸즈|가평상용현대서비스|경기도 가평군 상면 청군로 1990 가평상용현대서비스|031-585-6360|오전 08:00~오후 06:00|127.2970428|37.8282165
현대자동차 상용블루핸즈|강남현대상용서비스|경상남도 양산시 상북면 소노길 9|055-374-4767|오전 08:30~오후 05:30|129.0576705|35.3759342
현대자동차 상용블루핸즈|강릉대형점|강원도 강릉시 율곡로 2553 (유산동)|033-643-8546|오전 08:30~오후 06:00|128.9237594|37.7378431
현대자동차 상용블루핸즈|강서상용현대서비스|경기도 김포시 고촌읍 아라육로57번길 87-11|02-2666-6268|오전 09:00~오후 06:00|126.7980422|37.5893659
현대자동차 상용블루핸즈|고려자동차정비|경기도 포천시 내촌면 금강로 2008번길|031-534-6772|오전 08:30~오후 06:00|127.2237056|37.7565583
현대자동차 상용블루핸즈|과천대형점현대자동차블루핸즈|경기도 과천시 중촌로 15|02-503-8465|오전 08:30~오후 06:00|127.0323486|37.4534669
현대자동차 상용블루핸즈|광산현대서비스|광주광역시 광산구 동곡로 663 (송촌동)|062-940-9800|오전 08:30~오후 05:30|126.7782897|35.138036
현대자동차 상용블루핸즈|당진현대상용서비스|충청남도 당진시 석문면 북부산업로 3046 (통정리 1014-7)|041-355-0103|오전 08:30~오후 07:00|126.5656356|36.9935155
현대자동차 상용블루핸즈|대양정비공업사|경상남도 김해시 김해대로2596번길 85 (안동)|055-322-3077|오전 08:30~오후 05:30|128.9185611|35.2224028
현대자동차 상용블루핸즈|대지남사서비스|경기도 용인시 처인구 남사면 천덕산로 23|000-1577-1335|오전 08:30~오후 05:30|127.114273|37.1147176
현대자동차 상용블루핸즈|동해대형현대서비스|강원도 동해시 강원남부로 4610(단봉동)|033-522-3058|오전 09:00~오후 06:00|129.1177978|37.4592125
현대자동차 상용블루핸즈|만장공업사|울산광역시 울주군 온양읍 덕망로 290|052-238-0002|오전 08:30~오후 06:00|129.2945722|35.4516639
현대자동차 상용블루핸즈|부광종합정비|울산광역시 울주군 청량면 온산로 323|052-268-8287|오전 08:30~오후 06:00|129.3310361|35.4639889
현대자동차 상용블루핸즈|삼덕정비|부산광역시 사상구 가야대로 85 (감전동)|051-315-3225|오전 08:00~오후 06:00|128.9845972|35.1480333
현대자동차 상용블루핸즈|상리정비현대서비스|대구광역시 달성군 논공읍 비슬로262길 21|053-617-7200|오전 09:00~오후 05:30|128.4141472|35.7432583
현대자동차 상용블루핸즈|선진1급정비공업|경기도 포천시 일동면 화동로 790|031-531-0808|오전 07:30~오후 08:00|127.3108972|37.9329139
현대자동차 상용블루핸즈|세방정비공장|경상남도 양산시 물금읍 제방로 225 (ICD10단지)|055-381-3031|오전 09:00~오후 06:00|129.0152111|35.2965972
현대자동차 상용블루핸즈|속초대형점현대자동차|강원도 속초시 선사로 26-9 (조양동)|033-636-3850|오전 08:30~오후 07:30|128.595625|38.1868528
현대자동차 상용블루핸즈|송우현대서비스|경기도 포천시 소흘읍 부흥로 129(외2필지)|031-541-1737|오전 08:30~오후 06:00|127.1348444|37.802525
현대자동차 상용블루핸즈|신우정비|부산광역시 강서구 생곡산단1로 7(생곡동)|051-941-3761|오전 09:00~오후 06:00|128.8879547|35.1329254
현대자동차 상용블루핸즈|신월대형점현대자동차|서울특별시 양천구 남부순환로 563 (신월동)|02-2607-4343|오전 08:30~오후 06:00|126.8411389|37.5159306
현대자동차 상용블루핸즈|신창현대서비스|충청남도 공주시 우금티로 616 (금학동)|041-857-9977|오전 09:00~오후 06:00|127.130625|36.4399222
현대자동차 상용블루핸즈|안성현대서비스|경기도 안성시 미양면 안성대로 697-16|031-671-0004|오전 08:20~오후 06:00|127.2523803|36.9803634
현대자동차 상용블루핸즈|여수현대정비서비스|전라남도 여수시 화치동 산단중앙로 67 (화치동)|061-692-7575|오전 09:10~오후 06:00|127.6526489|34.826397
현대자동차 상용블루핸즈|영원자동차공업|서울특별시 도봉구 도봉로136길 49(창동)|02-908-9700|오전 08:30~오후 06:00|127.0461028|37.65685
현대자동차 상용블루핸즈|영주종합정비공장|경상북도 영주시 구성로88번길 172 (휴천동)|054-634-2800|오전 08:30~오후 05:30|128.6371994|36.8054171
현대자동차 상용블루핸즈|오성모터스|인천광역시 서구 보도진로41번길 8 (가좌동)|032-571-5679|오전 08:00~오후 05:00|126.6612694|37.4968861
현대자동차 상용블루핸즈|용현대형점현대자동차|경기도 의정부시 시민로416번길 35-19 (용현동)|031-856-8855|오전 08:30~오후 07:00|127.08365|37.7296861
현대자동차 상용블루핸즈|울산현대상용서비스|울산광역시 북구 산업로 1515(신천동)|052-286-4747|오전 09:00~오후 06:00|129.3449859|35.6417973
현대자동차 상용블루핸즈|원일현대서비스|경기도 고양시 일산동구 장진천길 14-7(설문동)|031-905-5100|오전 08:30~오후 06:00|126.8132247|37.7060069
현대자동차 상용블루핸즈|원주상용정비|강원도 원주시 우두산길 20-1 (우산동)|033-732-7667|오전 08:00~오후 08:00|127.9434361|37.3771056
현대자동차 상용블루핸즈|은성건설기계정비공업|대구광역시 달서구 성서공단로 72-19(대천동)|053-585-5900|오전 09:00~오후 06:00|128.4929556|35.8299694
현대자동차 상용블루핸즈|은혜산업개발|인천광역시 중구 서해대로94번길 57-33 (신흥동3가)|032-887-5711|오전 09:00~오후 05:30|126.6259806|37.4342056
현대자동차 상용블루핸즈|인천대형점현대자동차|인천광역시 중구 축항대로 289 (신흥동3가)|032-887-8812|오전 08:30~오후 06:00|126.6293487|37.4457551
현대자동차 상용블루핸즈|제주대형점주식회사|제주특별자치도 제주시 제성1길 62, 1층(도두이동)|064-744-0902|오전 08:30~오후 06:30|126.4827041|33.4949198
현대자동차 상용블루핸즈|제주한국상용트럭서비스|제주특별자치도 제주시 애월읍 평화로 2585|064-799-1030|오전 08:30~오후 05:30|126.4284667|33.4354484
현대자동차 상용블루핸즈|제주현대상용서비스|제주특별자치도 제주시 조천읍 함와로 399|064-784-3313|오전 09:00~오후 06:00|126.6758193|33.5038467
현대자동차 상용블루핸즈|제천현대상용서비스|충청북도 제천시 단양로14길 48-11(고명동)|043-648-5300|오전 08:30~오후 06:00|128.2331924|37.115316
현대자동차 상용블루핸즈|지원정비공업사|경상남도 창원시 의창구 무역로503번길 5-26|055-238-1500|오전 09:00~오후 06:00|128.6362889|35.2205778
현대자동차 상용블루핸즈|진주현대상용서비스|경상남도 진주시 동부로 142(호탄동)|055-754-0342|오전 08:30~오후 06:00|128.1254272|35.1590342
현대자동차 상용블루핸즈|천안상용현대서비스|충청남도 천안시 서북구 직산읍 성진로 430|041-583-8272|오전 08:30~오후 06:00|127.135559|36.9251172
현대자동차 상용블루핸즈|천안특장차자동차정비|충청남도 천안시 서북구 천일고2길 89 (신당동)|041-585-9889|오전 08:00~오후 06:00|127.1598861|36.8611028
현대자동차 상용블루핸즈|첨단공업|충청북도 제천시 내토로 891 (장락동)|043-646-0589|오전 08:00~오후 06:00|128.2305028|37.1530111
현대자동차 상용블루핸즈|청라트럭서비스|인천광역시 서구 봉수대로501번길 57 (원창동)|032-575-8504|오전 08:00~오후 06:00|126.6571807|37.517762
현대자동차 상용블루핸즈|태안대형점현대자동차|경기도 화성시 정조로 63 (진안동)|031-223-5433|오전 09:00~오후 06:00|127.0304444|37.2144806
현대자동차 상용블루핸즈|태평공업사|전라북도 전주시 덕진구 팔복로 99 (팔복동2가)|063-212-1501|오전 08:00~오후 06:00|127.0981083|35.8483861
현대자동차 상용블루핸즈|팔탄상용현대서비스|경기도 화성시 팔탄면 버들로 1317(외 3플지)|031-8059-7755|오전 08:30~오후 05:30|126.8537979|37.1256472
현대자동차 상용블루핸즈|평화현대서비스|경기도 평택시 포승읍 포승서로 80|031-686-8777|오전 08:30~오후 05:30|126.8576202|36.9946145
현대자동차 상용블루핸즈|한광자동차종합정비|강원도 동해시 삼화로 58 (이로동)|033-534-8882|오전 08:00~오후 06:00|129.0663722|37.4817417
현대자동차 상용블루핸즈|한성종합정비|대구광역시 달성군 하빈면 하빈남로 564|053-583-9580|오전 09:00~오후 05:00|128.3991556|35.8724944
현대자동차 상용블루핸즈|현대감곡상용서비스|충청북도 음성군 감곡면 중간말길16번길 59(외1필지)|043-882-9191|오전 08:30~오후 05:30|127.6984863|37.1097596
현대자동차 상용블루핸즈|현대서비스가산종합정비|경상북도 칠곡군 가산면 송신로 276|054-971-1500|오전 09:00~오후 06:00|128.5214167|36.1020444
현대자동차 상용블루핸즈|현대서비스하나종합정비|울산광역시 북구 죽전로 21 (효문동)|052-289-1001|오전 08:30~오후 05:30|129.3690795|35.5625366
현대자동차 상용블루핸즈|현대자동차청주상용서비스|충청북도 청주시 청원구 팔결로 67-26(오동동)|043-213-4085|오전 08:30~오후 06:00|127.4828186|36.6880373
현대자동차 상용블루핸즈|현대종합정비공장|경상북도 안동시 공단로 42 (수상동)|054-8585-5555|오전 08:30~오후 05:30|128.7075694|36.5471944
현대자동차 상용블루핸즈|화성상용서비스|경기도 화성시 양감면 암소고개로 255-18|031-8058-1133|오전 08:30~오후 06:00|126.9165802|37.074553
