##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@뚜레쥬르
뚜레쥬르|동탄나루마을점|37.1936795|127.0730160|뚜레쥬르|031-8003-5820|경기도 화성시 동탄솔빛로 51|경기도 화성시 반송동 220-5|||||||뚜레쥬르 동탄나루마을점|(반송동,인창프라자) 107,108;(인창프라자) 107,108|||80802
뚜레쥬르|인천논현점|37.3919331|126.7266923|뚜레쥬르|032-437-0049|인천광역시 남동구 에코중앙로156번길 5-19|인천광역시 남동구 논현동 772-7|||||||뚜레쥬르 인천논현점|(논현동) 1층 뚜레쥬르;1층 뚜레쥬르|||80802
뚜레쥬르|장유신문점|35.1959824|128.8150184|뚜레쥬르|055-908-4773|경상남도 김해시 장유로334번길 18|경상남도 김해시 신문동 504-3|||||||뚜레쥬르 장유신문점|(신문동) -;-|||80802
뚜레쥬르|제천청전비둘기점|37.1519769|128.2159816|뚜레쥬르|043-646-4030|충청북도 제천시 청전대로 167-1|충청북도 제천시 청전동 637-1|||||||뚜레쥬르 제천청전비둘기점|(청전동) 1층 뚜레쥬르;1층 뚜레쥬르|||80802
뚜레쥬르|아산터미널점|36.7846804|127.0158714|뚜레쥬르|010-4264-0051|충청남도 아산시 번영로 225|충청남도 아산시 모종동 555-5|||||||뚜레쥬르 아산터미널점|(모종동,아산시외버스터미널복합시설) 아산시외버스터미널內;(아산시외버스터미널복합시설) 아산시외버스터미널內|||80802
뚜레쥬르|광명아울렛점|37.4612390|126.8799076|뚜레쥬르|02-3397-2887|경기도 광명시 하안로287번길 8|경기도 광명시 하안동 38|||||||뚜레쥬르 광명아울렛점|(하안동,뉴코아아울렛) 뉴코아아울렛 지하1층;(뉴코아아울렛) 뉴코아아울렛 지하1층|||80802
뚜레쥬르|포항초곡점|36.0985150|129.3339840|뚜레쥬르|054-261-2230|경상북도 포항시 북구 흥해읍 초곡지구로58번길 52|경상북도 포항시 북구 흥해읍 초곡리 1761|||||||뚜레쥬르 포항초곡점|(초곡리,초곡삼구트리니엔시티) 경상북도 포항시 북구 흥해읍;(초곡삼구트리니엔시티) 경상북도 포항시 북구 흥해읍 초|||80802
뚜레쥬르|광주수완롯데점|35.1904468|126.8187481|뚜레쥬르|062-956-5077|광주광역시 광산구 장신로 82|광주광역시 광산구 장덕동 1661|||||||뚜레쥬르 광주수완롯데점|(장덕동) 1층;1층|||80802
뚜레쥬르|배곧한라비발디점|37.3627494|126.7151139|뚜레쥬르|031-431-4315|경기도 시흥시 배곧1로 27-16|경기도 시흥시 정왕동 2564|||||||뚜레쥬르 배곧한라비발디점|(정왕동,한라비발디캠퍼스2차) 101호 102호;(한라비발디캠퍼스2차) 101호 102호|||80802
뚜레쥬르|제주이도이동점|33.4963416|126.5325202|뚜레쥬르|064-725-2486|제주특별자치도 제주시 중앙로 273|제주특별자치도 제주시 이도이동 1860-1|||||||뚜레쥬르 제주이도이동점|(이도이동) 1층 105호;1층 105호|||80802
뚜레쥬르|서귀포하나로마트점|33.2573897|126.5814736|뚜레쥬르|070-4772-4343|제주특별자치도 서귀포시 516로 40|제주특별자치도 서귀포시 토평동 880-1|||||||뚜레쥬르 서귀포하나로마트점|(토평동) 1층;1층|||80802
뚜레쥬르|퇴계원점|37.6539807|127.1439131|뚜레쥬르|031-571-7588|경기도 남양주시 퇴계원면 퇴계원로 86|경기도 남양주시 퇴계원면 퇴계원리 103-1|||||||뚜레쥬르 퇴계원점|(퇴계원리) 1층 뚜레쥬르;1층 뚜레쥬르|||80802
뚜레쥬르|화곡곰달래점|37.5310213|126.8515929|뚜레쥬르|02-2696-0459|서울특별시 강서구 곰달래로 167|서울특별시 강서구 화곡동 872-21|||||||뚜레쥬르 화곡곰달래점||||80802
뚜레쥬르|암사라인점|37.5549948|127.1311595|뚜레쥬르|02-951-0234|서울특별시 강동구 고덕로 53|서울특별시 강동구 암사동 442|||||||뚜레쥬르 암사라인점|(암사동,라인아파트) 1층;(라인아파트) 1층|||80802
뚜레쥬르|해남군청점|34.5729792|126.5984416|뚜레쥬르|061-536-3456|전라남도 해남군 해남읍 군청길 13|전라남도 해남군 해남읍 성내리 42-2|||||||뚜레쥬르 해남군청점|(성내리,세광복사문구가람전력) 뚜레쥬르 해남군청;(세광복사문구가람전력) 뚜레쥬르 해남군청|||80802
뚜레쥬르|동천동문점|37.3405315|127.0966925|뚜레쥬르|031-266-9337|경기도 용인시 수지구 동천로 58|경기도 용인시 수지구 동천동 174-14|||||||뚜레쥬르 동천동문점|(동천동,빌프라자) 105,106호;(빌프라자) 105,106호|||80802
뚜레쥬르|삼성DSR점|37.2199887|127.0649603|뚜레쥬르|031-8096-0177|경기도 화성시 삼성전자로 1|경기도 화성시 반월동 산16|||||||뚜레쥬르 삼성DSR점|(반월동,삼성전자 (주)) 삼성DSR동 1층 (반월동);(삼성전자 (주)) 삼성DSR동 1층 (반월동)|||80802
뚜레쥬르|아산장재점|36.7889743|127.0902963|뚜레쥬르|041-548-2009|충청남도 아산시 배방읍 용연로 84-5|충청남도 아산시 배방읍 장재리 1522|||||||뚜레쥬르 아산장재점|(장재리) 이마트에브리데이 內 뚜레쥬르;이마트에브리데이 內 뚜레쥬르|||80802
뚜레쥬르|청주가경2호점|36.6229533|127.4400859|뚜레쥬르|043-235-8204|충청북도 청주시 흥덕구 가경로 85|충청북도 청주시 흥덕구 가경동 181-1|||||||뚜레쥬르 청주가경2호점|(가경동) 1층 뚜레쥬르 청주가경2호점;1층 뚜레쥬르 청주가경2호점|||80802
뚜레쥬르|순천조례파머스점|34.9670343|127.5210393|뚜레쥬르|061-000-0000|전라남도 순천시 비봉길 51-40|전라남도 순천시 조례동 695-5|||||||뚜레쥬르 순천조례파머스점|(조례동) 1,2층;1,2층|||80802
뚜레쥬르|통영미수점|34.8256137|128.4022657|뚜레쥬르|055-649-0559|경상남도 통영시 미수로 120|경상남도 통영시 미수동 439|||||||뚜레쥬르 통영미수점|(미수동,새롬미술학원) -;(새롬미술학원) -|||80802
뚜레쥬르|여수학동점|34.7589965|127.6672455|뚜레쥬르|061-692-0804|전라남도 여수시 선소로 69|전라남도 여수시 학동 85-25|||||||뚜레쥬르 여수학동점|(학동) 1층 뚜레쥬르 여수학동점;1층 뚜레쥬르 여수학동점|||80802
뚜레쥬르|수성3가캐슬점|35.8562366|128.6199470|뚜레쥬르|053-744-0453|대구광역시 수성구 명덕로 455|대구광역시 수성구 수성동3가 57|||||||뚜레쥬르 수성3가캐슬점|(수성동3가,수성3가롯데캐슬아파트) 뚜레쥬르 수성3가캐슬;(수성3가롯데캐슬아파트) 뚜레쥬르 수성3가캐슬|||80802
뚜레쥬르|성서모다점|35.8394655|128.4900770|뚜레쥬르|053-582-0452|대구광역시 달서구 달서대로91길 15|대구광역시 달서구 호림동 10-5|||||||뚜레쥬르 성서모다점|(호림동) 15;15|||80802
뚜레쥬르|용인고림점|37.2407211|127.2153304|뚜레쥬르|031-332-0187|경기도 용인시 고림로 86|경기도 용인시 처인구 고림동 736-29|||||||뚜레쥬르 용인고림점||||80802
뚜레쥬르|포항법원대로점|36.0881748|129.3877922|뚜레쥬르|054-272-3287|경상북도 포항시 북구 신덕로 262|경상북도 포항시 북구 양덕동 669-4|||||||뚜레쥬르 포항법원대로점|(양덕동) 경상북도 포항시 북구 신덕로 282;경상북도 포항시 북구 신덕로 282|||80802
뚜레쥬르|카페서현역점|37.3855330|127.1223318|뚜레쥬르|031-701-3200|경기도 성남시 분당구 황새울로 332|경기도 성남시 분당구 서현동 262-2|||||||뚜레쥬르 카페서현역점|(서현동,분당문화센터) 분당문화센터 1층;(분당문화센터) 분당문화센터 1층|||80802
뚜레쥬르|만촌무열로점|35.8620387|128.6477950|뚜레쥬르|053-744-1125|대구광역시 수성구 무열로 35|대구광역시 수성구 만촌동 995-2|||||||뚜레쥬르 만촌무열로점|(만촌동) 만촌동 995-2;만촌동 995-2|||80802
뚜레쥬르|충남서천중앙점|36.0811900|126.6866485|뚜레쥬르|041-953-7715|충청남도 서천군 서천읍 서천로 147|충청남도 서천군 서천읍 사곡리 278|||||||뚜레쥬르 충남서천중앙점|(사곡리,하영프라자) 하영프라자 1층;(하영프라자) 하영프라자 1층|||80802
뚜레쥬르|이츠마트석교점|36.3097740|127.4432739|뚜레쥬르|042-273-3105|대전광역시 중구 대종로224번길 28|대전광역시 중구 석교동 58-11|||||||뚜레쥬르 이츠마트석교점|(석교동) 뚜레쥬르 이츠마트 석교점;뚜레쥬르 이츠마트 석교점|||80802
뚜레쥬르|용인민속마을점|37.2552026|127.1181752|뚜레쥬르|031-285-5804|경기도 용인시 기흥구 사은로126번길 6|경기도 용인시 기흥구 보라동 140-7|||||||뚜레쥬르 용인민속마을점|(보라동,신원프라자) (보라동)신원프라자;(신원프라자) (보라동)신원프라자|||80802
뚜레쥬르|동해점|37.5244186|129.1107133|뚜레쥬르|033-535-0402|강원도 동해시 천곡로 49|강원도 동해시 천곡동 801-7|||||||뚜레쥬르 동해점|(천곡동) 1층 뚜레쥬르;1층 뚜레쥬르|||80802
뚜레쥬르|광주금남로점|35.1526847|126.9112104|뚜레쥬르|062-463-1799|광주광역시 동구 금남로 162-1|광주광역시 동구 금남로5가 61-5|||||||뚜레쥬르 광주금남로점|(금남로5가) 뚜레쥬르 광주금남로;뚜레쥬르 광주금남로|||80802
뚜레쥬르|아산테크노밸리점|36.9229653|127.0559012|뚜레쥬르|041-531-8377|충청남도 아산시 둔포면 아산밸리중앙로 58-5|충청남도 아산시 둔포면 석곡리 1801|||||||뚜레쥬르 아산테크노밸리점|(석곡리,아산테크노벨리이지더원2단지아파트) 뚜레쥬르;(아산테크노벨리이지더원2단지아파트) 뚜레쥬르|||80802
뚜레쥬르|천안목천점|36.7721398|127.2074859|뚜레쥬르|041-566-8980|충청남도 천안시 동남구 충절로 869|충청남도 천안시 동남구 목천읍 신계리 291-4|||||||뚜레쥬르 천안목천점|뚜레쥬르 천안목천점;뚜레쥬르 천안목천점|||80802
뚜레쥬르|광주금호운천점|35.1440342|126.8570913|뚜레쥬르|062-376-5545|광주광역시 서구 운천로 129|광주광역시 서구 쌍촌동 1240-1|||||||뚜레쥬르 광주금호운천점|(쌍촌동) 뚜레쥬르 광주금호운천점;뚜레쥬르 광주금호운천점|||80802
뚜레쥬르|역촌2동점|37.6053183|126.9103195|뚜레쥬르|02-358-0455|서울특별시 은평구 갈현로 81|서울 은평구 역촌동 54-8|||||||뚜레쥬르 역촌2동점|(역촌동)|||80802
뚜레쥬르|인천향촌점|37.4614528|126.7317615|뚜레쥬르|032-469-3971|인천광역시 남동구 만수서로 52|인천광역시 남동구 만수동 1117-1|||||||뚜레쥬르 인천향촌점|(만수동,쓰리제이프라자) 1층 101호;(쓰리제이프라자) 1층 101호|||80802
뚜레쥬르|뚝섬유원지점|37.5327596|127.0681986|뚜레쥬르|02-468-4753|서울특별시 광진구 능동로 18|서울특별시 광진구 자양동 855|||||||뚜레쥬르 뚝섬유원지점|(자양동,이튼타워리버3차) 1층 뚜레쥬르;(이튼타워리버3차) 1층 뚜레쥬르|||80802
뚜레쥬르|대전버드내점|36.3179497|127.3887050|뚜레쥬르|042-536-2976|대전광역시 중구 태평로 15|대전광역시 중구 태평동 422-7|||||||뚜레쥬르 대전버드내점|(태평동,버드내마을아파트) 주상가 108호;(버드내마을아파트) 주상가 108호|||80802
뚜레쥬르|진주이현웰가점|35.1939948|128.0573503|뚜레쥬르|055-743-0078|경상남도 진주시 진주대로 1317|경상남도 진주시 이현동 1180|||||||뚜레쥬르 진주이현웰가점|(이현동,이현하이클래스웰가아파트) 이현하이클래스웰가상가;(이현하이클래스웰가아파트) 이현하이클래스웰가상가 103|||80802
뚜레쥬르|대전낭월점|36.2810520|127.4674244|뚜레쥬르|042-286-1003|대전광역시 동구 산내로 1317|대전광역시 동구 낭월동 461|||||||뚜레쥬르 대전낭월점|(낭월동) 뚜레쥬르 대전낭월점;뚜레쥬르 대전낭월점|||80802
뚜레쥬르|카페신촌점|37.5558484|126.9377833|뚜레쥬르|02-392-0405|서울특별시 서대문구 신촌로 109|서울특별시 서대문구 창천동 29-81|||||||뚜레쥬르 카페신촌점|르메이르타운 5 103-2,103-3;르메이르타운 5 103-2,103-3|||80802
뚜레쥬르|카페강남대로점|37.5090367|127.0227869|뚜레쥬르|02-545-3644|서울특별시 강남구 강남대로 524|서울특별시 강남구 논현동 143-15|||||||뚜레쥬르 카페강남대로점|(논현동,건일빌딩) 1층;(건일빌딩) 1층|||80802
뚜레쥬르|롯데마트부평점|37.5049869|126.7040610|뚜레쥬르|032-522-2115|인천광역시 부평구 마장로 296|인천광역시 부평구 산곡동 159-52|||||||뚜레쥬르 롯데마트부평점|(산곡동,롯데마트 부평점) 지하1층 식품코너 뚜레쥬르;(롯데마트 부평점) 지하1층 식품코너 뚜레쥬르|||80802
뚜레쥬르|방이한양점|37.5066558|127.1213450|뚜레쥬르|02-415-9598|서울특별시 송파구 오금로31길 5|서울특별시 송파구 방이동 223-8|||||||뚜레쥬르 방이한양점|(방이동,오풍빌딩) 뚜레쥬르 방이한양점;(오풍빌딩) 뚜레쥬르 방이한양점|||80802
뚜레쥬르|충주용산호암점|36.9587510|127.9412292|뚜레쥬르|043-844-0004|충청북도 충주시 형설로 54-10|충청북도 충주시 호암동 181-1|||||||뚜레쥬르 충주용산호암점|(호암동) 나동 뚜레쥬르;나동 뚜레쥬르|||80802
뚜레쥬르|창원무동점|35.3169521|128.5845517|뚜레쥬르|055-252-4140|경상남도 창원시 의창구 북면 무동로226번길 8|경상남도 창원시 의창구 북면 무동리 145-5|||||||뚜레쥬르 창원무동점|(무동리) -;-|||80802
뚜레쥬르|고양터미널점|37.6432481|126.7897170|뚜레쥬르|031-936-7499|||||||||뚜레쥬르 고양터미널점||||80802
뚜레쥬르|대전노은월드코아점|36.3756147|127.3190090|뚜레쥬르|042-477-7277|대전광역시 유성구 은구비로 36|대전광역시 유성구 지족동 901-1|||||||뚜레쥬르 대전노은월드코아점|(지족동,월드코아종합라이프상가) 1층 뚜레쥬르;(월드코아종합라이프상가) 1층 뚜레쥬르|||80802
뚜레쥬르|남산타운점|37.5500494|127.0097435|뚜레쥬르|02-2231-8999|서울특별시 중구 다산로 32|서울특별시 중구 신당동 844|||||||뚜레쥬르 남산타운점|(신당동,남산타운) 상가5동120-3호;(남산타운) 상가5동120-3호|||80802
뚜레쥬르|원주반곡현대점|37.3330805|127.9640869|뚜레쥬르|033-813-0304|강원도 원주시 늘품로 201|강원도 원주시 반곡동 1805|||||||뚜레쥬르 원주반곡현대점|(반곡동,원주반곡아이파크) 1층;(원주반곡아이파크) 1층|||80802
뚜레쥬르|광주능평점|37.3441401|127.1791114|뚜레쥬르|031-766-6010|경기도 광주시 오포읍 능평로 221|경기도 광주시 오포읍 능평리 152-15|||||||뚜레쥬르 광주능평점|(능평리) 1층;1층|||80802
뚜레쥬르|침산명성푸르지오점|35.8893078|128.5900885|뚜레쥬르|053-351-0453|대구광역시 북구 침산로 153|대구광역시 북구 침산동 269-10|||||||뚜레쥬르 침산명성푸르지오점|(침산동,명성푸르지오) 269-10번지 명성푸르지오아파트;(명성푸르지오) 269-10번지 명성푸르지오아파트|||80802
뚜레쥬르|휘경GS점|37.5912436|127.0670472|뚜레쥬르|02-2241-7778|서울특별시 동대문구 망우로 126|서울특별시 동대문구 휘경동 34-10|||||||뚜레쥬르 휘경GS점|(휘경동) 뚜레쥬르 휘경GS;뚜레쥬르 휘경GS|||80802
뚜레쥬르|상계점|37.6573959|127.0746738|뚜레쥬르|02-932-8204|서울특별시 노원구 덕릉로 669|서울특별시 노원구 중계동 434-1|||||||뚜레쥬르 상계점||||80802
