##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@탐앤탐스
탐앤탐스|강서구청점|||탐앤탐스|02-2699-4565|서울 강서구 화곡로 329||24시간;마이탐사용;와이파이존;비지니스룸||||||탐앤탐스 강서구청점||||80708
탐앤탐스|건대점|||탐앤탐스|02-464-4565|서울 광진구 동일로22길 115||마이탐사용;와이파이존;흡연실설치;BCPAY||||||탐앤탐스 건대점|(화양동)|||80708
탐앤탐스|건천(상)휴게소|||탐앤탐스|없음|경상북도 경주시 건천읍 경부고속도로 76||마이탐사용;와이파이존;테라스;주차가능;흡연실설치||||||탐앤탐스 건천(상)휴게소||||80708
탐앤탐스|경기광주(상)휴게소|||탐앤탐스|없음|경기도 광주시 곤지암읍 만삼로 211||마이탐사용;와이파이존;주차가능;흡연실설치||||||탐앤탐스 경기광주(상)휴게소|경기광주 (상)휴게소|||80708
탐앤탐스|경기광주(하)휴게소|||탐앤탐스|없음||경기도 광주시 곤지암읍 삼합리 산27-2|마이탐사용;와이파이존;주차가능;흡연실설치||||||탐앤탐스 경기광주(하)휴게소|경기광주 (하)|||80708
탐앤탐스|경기광주점|||탐앤탐스|031-767-5100|경기도 광주시 경안로 10||A클래스;마이탐사용;와이파이존;비지니스룸;주차가능;BCPAY||||||탐앤탐스 경기광주점|(경안동)|||80708
탐앤탐스|경산/휴게소|||탐앤탐스|없음|경상북도 경산시 진량읍 대학로 1089||마이탐사용;와이파이존;주차가능;흡연실설치||||||탐앤탐스 경산/휴게소|경산 휴게소|||80708
탐앤탐스|경주휴게소|||탐앤탐스|없음|경상북도 경주시 내남면 경부고속도로 59||마이탐사용;와이파이존;주차가능;흡연실설치||||||탐앤탐스 경주휴게소||||80708
탐앤탐스|계원대점|||탐앤탐스|031) 421-6161|경기도 의왕시 계원대학로 41||A클래스;마이탐사용;와이파이존;비지니스룸;테라스;주차가능;BCPAY||||||탐앤탐스 계원대점|탐앤탐스|||80708
탐앤탐스|고대점|||탐앤탐스|02-925-4565|서울시 성북구 인촌로24길 63||B클래스;24시간;마이탐사용;와이파이존;비지니스룸;BCPAY||||||탐앤탐스 고대점||||80708
탐앤탐스|고속터미널역점|||탐앤탐스|02-594-4565|서울 서초구 신반포로 지하188||B클래스;마이탐사용||||||탐앤탐스 고속터미널역점|(반포동) 고속터미널9호선 지하상가|||80708
탐앤탐스|곡성(하)휴게소|||탐앤탐스|없음|전라남도 곡성군 겸면 호남고속도로 49||마이탐사용;와이파이존;주차가능;흡연실설치||||||탐앤탐스 곡성(하)휴게소|곡성 휴게소|||80708
탐앤탐스|공릉점|||탐앤탐스|02-979-4565|서울 노원구 동일로192길 31||A클래스;24시간;마이탐사용;와이파이존;비지니스룸;주차가능;BCPAY||||||탐앤탐스 공릉점||||80708
탐앤탐스|공주점|||탐앤탐스|041-853-4565|충청남도 공주시 흑수골길 18||B클래스;마이탐사용;와이파이존;BCPAY||||||탐앤탐스 공주점||||80708
탐앤탐스|광교역경기대점|||탐앤탐스|031-213-9350|경기도 수원시 영통구 대학3로4번길 12||마이탐사용;와이파이존;주차가능;BCPAY||||||탐앤탐스 광교역경기대점|(이의동) 이스턴타워 1층 탐앤탐스|||80708
탐앤탐스|광명사거리점|||탐앤탐스|02-2682-4565|경기도 광명시 오리로 965||B클래스;24시간;마이탐사용;와이파이존;비지니스룸||||||탐앤탐스 광명사거리점|(광명동)장현빌딩|||80708
탐앤탐스|광명소하점|||탐앤탐스|02-897-0440|경기도 광명시 소하로92번길 5||마이탐사용;와이파이존;비지니스룸;테라스;주차가능;BCPAY||||||탐앤탐스 광명소하점|1층 103호|||80708
탐앤탐스|광명역점|||탐앤탐스|02-899-6933|경기도 광명시 광명역로 21||B클래스;마이탐사용;BCPAY||||||탐앤탐스 광명역점|(일직동)|||80708
탐앤탐스|광명테크노파크점|||탐앤탐스|02-6122-3838|경기도 광명시 하안로 60||B클래스;마이탐사용;와이파이존;비지니스룸;테라스;주차가능;BCPAY||||||탐앤탐스 광명테크노파크점|(소하동)|||80708
탐앤탐스|광안리오션브릿지|||탐앤탐스|051-756-5002|부산광역시 수영구 광안해변로278번길 42||마이탐사용;와이파이존;비지니스룸;테라스;주차가능;BCPAY||||||탐앤탐스 광안리오션브릿지|오션브릿지|||80708
탐앤탐스|광주스타타워점|||탐앤탐스|062-384-1997|광주광역시 서구 운천로 247||24시간;마이탐사용;와이파이존;테라스;주차가능;BCPAY||||||탐앤탐스 광주스타타워점||||80708
탐앤탐스|광주오포점|||탐앤탐스|070-8836-9733|경기도 광주시 오포읍 양벌로 327||마이탐사용;와이파이존;비지니스룸;주차가능||||||탐앤탐스 광주오포점|1층|||80708
탐앤탐스|광주운암점|||탐앤탐스|062-512-5126|광주광역시 북구 서강로 78||마이탐사용;와이파이존;비지니스룸;주차가능||||||탐앤탐스 광주운암점|골든프라자,1,2층|||80708
탐앤탐스|광진구청점|||탐앤탐스|02-457-0533|서울 광진구 자양로 129||C클래스;마이탐사용;와이파이존;비지니스룸;주차가능;흡연실설치;BCPAY||||||탐앤탐스 광진구청점|(자양동) Y타워빌딩|||80708
탐앤탐스|광흥창역점|||탐앤탐스|02-363-8090|서울특별시 마포구 서강로 46||마이탐사용;와이파이존;테라스;주차가능;BCPAY||||||탐앤탐스 광흥창역점|(창전동)|||80708
탐앤탐스|구로디지털단지역점|||탐앤탐스|02-856-8828|서울특별시 관악구 시흥대로 570||마이탐사용;와이파이존;흡연실설치||||||탐앤탐스 구로디지털단지역점|(신림동) 1층|||80708
탐앤탐스|구리점|||탐앤탐스|031-564-4565|경기도 구리시 경춘로227번길 14||B클래스;마이탐사용;와이파이존;비지니스룸;주차가능;흡연실설치;BCPAY||||||탐앤탐스 구리점||||80708
탐앤탐스|구미옥계점|||탐앤탐스|054-475-0388|경북 구미시 산호대로24길 9-45||A클래스;마이탐사용;와이파이존;비지니스룸;테라스;주차가능;BCPAY||||||탐앤탐스 구미옥계점||||80708
탐앤탐스|구미원평점|||탐앤탐스|054-441-4472|경상북도 구미시 구미중앙로17길 16||A클래스;마이탐사용;와이파이존;비지니스룸;테라스;주차가능;흡연실설치;BCPAY||||||탐앤탐스 구미원평점||||80708
탐앤탐스|구미인동점|||탐앤탐스|054-475-0931|경상북도 구미시 인동중앙로3길 18-8||A클래스;마이탐사용;와이파이존;테라스;주차가능;흡연실설치;BCPAY||||||탐앤탐스 구미인동점|(황상동) 1층|||80708
탐앤탐스|구월아시아드점|||탐앤탐스|032-715-5677|인천광역시 남동구 선수촌공원로23번길 11||마이탐사용;와이파이존;주차가능||||||탐앤탐스 구월아시아드점|(구월동) 네이쳐프라자|||80708
탐앤탐스|구정(동해)휴게소|||탐앤탐스|없음|강원도 강릉시 구정면 동해고속도로 345||마이탐사용;와이파이존;주차가능;흡연실설치||||||탐앤탐스 구정(동해)휴게소|구정 휴게소|||80708
탐앤탐스|군산(무안)휴게소|||탐앤탐스|없음|전라북도 군산시 성산면 서해안고속도로 141||마이탐사용;와이파이존;주차가능;흡연실설치||||||탐앤탐스 군산(무안)휴게소||||80708
탐앤탐스|군산(서울)휴게소|||탐앤탐스|없음|전라북도 군산시 나포면 서해안고속도로 148||마이탐사용;와이파이존;주차가능;흡연실설치||||||탐앤탐스 군산(서울)휴게소||||80708
탐앤탐스|군산대점|||탐앤탐스|063-466-7800|전라북도 군산시 대학로 531||B클래스;마이탐사용;와이파이존;비지니스룸;테라스;주차가능||||||탐앤탐스 군산대점||||80708
탐앤탐스|군산수송점|||탐앤탐스|063-463-3003|전라북도 군산시 월명로 277||24시간;마이탐사용;와이파이존;비지니스룸;테라스;주차가능;흡연실설치||||||탐앤탐스 군산수송점||||80708
탐앤탐스|군위영천/휴게소|||탐앤탐스|없음||경상북도 군위군 산성면 백학리 15-2|마이탐사용;와이파이존;주차가능;흡연실설치||||||탐앤탐스 군위영천/휴게소|군위영천 휴게소|||80708
탐앤탐스|군자역점|||탐앤탐스|02-3437-0279|서울 광진구 능동로 296||A클래스;마이탐사용;와이파이존;비지니스룸;주차가능;BCPAY||||||탐앤탐스 군자역점||||80708
탐앤탐스|금강(상)휴게소|||탐앤탐스|없음|충북 옥천군 동이면 금강로 596||마이탐사용;와이파이존;주차가능;흡연실설치||||||탐앤탐스 금강(상)휴게소||||80708
탐앤탐스|금강(하)휴게소|||탐앤탐스|없음|충청북도 옥천군 동이면 금강로 596||마이탐사용;와이파이존;테라스;주차가능;흡연실설치||||||탐앤탐스 금강(하)휴게소||||80708
탐앤탐스|기흥(부산)휴게소|||탐앤탐스|없음||경기도 용인시 기흥구 공세동 260-1|마이탐사용;와이파이존;테라스;흡연실설치||||||탐앤탐스 기흥(부산)휴게소||||80708
탐앤탐스|길동사거리점|||탐앤탐스|02-471-1414|서울 강동구 천호대로 1139||24시간;마이탐사용;와이파이존;비지니스룸;주차가능;흡연실설치||||||탐앤탐스 길동사거리점|(길동)|||80708
탐앤탐스|김해공항점|||탐앤탐스|051-941-5525||부산 강서구 대저2동 2350|와이파이존||||||탐앤탐스 김해공항점|김해국제공항국내선청사|||80708
탐앤탐스|나주혁신도시점|||탐앤탐스|061-335-1001|전라남도 나주시 빛가람로 676||마이탐사용;와이파이존;비지니스룸;흡연실설치||||||탐앤탐스 나주혁신도시점|(빛가람동) 씨티원빌딩|||80708
탐앤탐스|낙선재점|||탐앤탐스|00-0000-0000|경기도 광주시 남한산성면 불당길 101||주차가능||||||탐앤탐스 낙선재점||||80708
탐앤탐스|난곡사거리점|||탐앤탐스|02-865-4565|서울시 관악구 남부순환로 1474||B클래스;24시간;마이탐사용;와이파이존;비지니스룸;주차가능;BCPAY||||||탐앤탐스 난곡사거리점||||80708
탐앤탐스|남부터미널역점|||탐앤탐스|02-587-3892|서울 서초구 효령로 276||B클래스;마이탐사용;와이파이존;테라스;주차가능;발레파킹;BCPAY||||||탐앤탐스 남부터미널역점|(서초동) 덕암빌딩|||80708
탐앤탐스|남창원농협점|||탐앤탐스|055-213-8655|경상남도 창원시 성산구 가음로 100||A클래스;마이탐사용;와이파이존;주차가능;BCPAY||||||탐앤탐스 남창원농협점||||80708
탐앤탐스|내린천(서울)휴게소|||탐앤탐스|없음|강원도 인제군 상남면 서울양양고속도로 117||마이탐사용;와이파이존;주차가능;흡연실설치||||||탐앤탐스 내린천(서울)휴게소|내린천 휴게소|||80708
탐앤탐스|내린천(양양)휴게소|||탐앤탐스|없음|강원도 인제군 상남면 서울양양고속도로 117||마이탐사용;와이파이존;주차가능;흡연실설치||||||탐앤탐스 내린천(양양)휴게소|내린천 휴게소|||80708
탐앤탐스|노량진점|||탐앤탐스|02) 824-4565|서울특별시 동작구 노량진로 114||마이탐사용;와이파이존;비지니스룸;주차가능;흡연실설치;BCPAY||||||탐앤탐스 노량진점|탐앤탐스|||80708
탐앤탐스|노은역점|||탐앤탐스|042-826-2812|대전광역시 유성구 은구비서로23번길 11||C클래스;마이탐사용;와이파이존;테라스;BCPAY||||||탐앤탐스 노은역점||||80708
탐앤탐스|녹양역점|||탐앤탐스|031-829-7770|경기도 의정부시 체육로 298-33||A클래스;마이탐사용;와이파이존;비지니스룸;주차가능;BCPAY||||||탐앤탐스 녹양역점||||80708
탐앤탐스|논현1호점|||탐앤탐스|02-546-2948|서울 강남구 논현로 726||24시간;마이탐사용;와이파이존;비지니스룸;테라스;주차가능;발레파킹;흡연실설치||||||탐앤탐스 논현1호점|(논현동)|||80708
탐앤탐스|논현점|||탐앤탐스|02-516-1030|서울 강남구 강남대로118길 43||24시간;마이탐사용;와이파이존;비지니스룸;테라스;주차가능;발레파킹;흡연실설치||||||탐앤탐스 논현점|(논현동)|||80708
탐앤탐스|당진점|||탐앤탐스|041-352-1500|충청남도 당진시 당진중앙2로 59-3||A클래스;마이탐사용;와이파이존;비지니스룸;BCPAY||||||탐앤탐스 당진점||||80708
탐앤탐스|대구강북점/|||탐앤탐스|053-321-1828|대구시 북구 칠곡중앙대로 326||마이탐사용;와이파이존;비지니스룸;테라스;주차가능;흡연실설치||||||탐앤탐스 대구강북점/|탐앤탐스|||80708
탐앤탐스|대구계명대학교점|||탐앤탐스|053-593-2357|대구 달서구 계대동문로 11-1||A클래스;마이탐사용;와이파이존;비지니스룸;주차가능;흡연실설치;BCPAY||||||탐앤탐스 대구계명대학교점||||80708
탐앤탐스|대구들안길점|||탐앤탐스|053-767-5900|대구 광역시 수성구 들안로 10||B클래스;와이파이존;비지니스룸;테라스;주차가능;흡연실설치;BCPAY||||||탐앤탐스 대구들안길점||||80708
탐앤탐스|대구범어그랜드점|||탐앤탐스|053-743-0054|대구 수성구 범어동 동대구로59길 16||A클래스;마이탐사용;와이파이존;테라스;주차가능;BCPAY||||||탐앤탐스 대구범어그랜드점||||80708
탐앤탐스|대구성서점|||탐앤탐스|053-593-3355|대구 달서구 달구벌대로251안길 6||A클래스;마이탐사용;와이파이존;비지니스룸;테라스;주차가능;흡연실설치;BCPAY||||||탐앤탐스 대구성서점||||80708
탐앤탐스|대구수성못호반점|||탐앤탐스|053-653-5567|대구광역시 수성구 용학로 45||A클래스;마이탐사용;와이파이존;비지니스룸;테라스;주차가능;BCPAY||||||탐앤탐스 대구수성못호반점||||80708
탐앤탐스|대구신월성점|||탐앤탐스|053-652-1000||대구시 달서구 월성동 1855|마이탐사용;와이파이존;비지니스룸;테라스;주차가능;BCPAY||||||탐앤탐스 대구신월성점||||80708
탐앤탐스|대구엘디스호텔점|||탐앤탐스|053-253-7794|대구 중구 달구별대로 2033||마이탐사용;와이파이존;테라스;BCPAY||||||탐앤탐스 대구엘디스호텔점||||80708
탐앤탐스|대구호산점//|||탐앤탐스|053-586-2555|대구광역시 달서구 성서공단로15길 70||마이탐사용;와이파이존;비지니스룸;테라스;주차가능;흡연실설치;BCPAY||||||탐앤탐스 대구호산점//|(호산동) 호산동 718-11|||80708
탐앤탐스|대방역점|||탐앤탐스|02-3280-9890|서울시 동작구 여의대방로 62길 1||B클래스;마이탐사용;와이파이존;비지니스룸;테라스;주차가능;흡연실설치;BCPAY||||||탐앤탐스 대방역점||||80708
탐앤탐스|대전대서문점|||탐앤탐스|042-285-6945|대전 동구 용운동 대학로 55||B클래스;와이파이존;BCPAY||||||탐앤탐스 대전대서문점||||80708
탐앤탐스|대전둔산점|||탐앤탐스|042-485-8333|대전광역시 서구 둔지로 17||C클래스;마이탐사용;와이파이존;비지니스룸;테라스;BCPAY||||||탐앤탐스 대전둔산점||||80708
탐앤탐스|대전복합터미널점|||탐앤탐스|042-625-5977|대전광역시 동구 동서대로1695번길 30||B클래스;마이탐사용;와이파이존;주차가능;BCPAY||||||탐앤탐스 대전복합터미널점||||80708
탐앤탐스|대전송촌점|||탐앤탐스|042-637-8500|대전광역시 대덕구 계족산로81번길 116||와이파이존;비지니스룸;테라스;BCPAY||||||탐앤탐스 대전송촌점||||80708
탐앤탐스|대전시청점|||탐앤탐스|042-482-4565|대전광역시 서구 둔산서로 59||마이탐사용;와이파이존;비지니스룸;주차가능;BCPAY||||||탐앤탐스 대전시청점||||80708
탐앤탐스|대전유성점|||탐앤탐스|042-542-2400|대전광역시 유성구 문화원로 94||와이파이존;비지니스룸;테라스;주차가능;BCPAY||||||탐앤탐스 대전유성점||||80708
탐앤탐스|대전은행동점|||탐앤탐스|042-226-4931|대전광역시 중구 중앙로156번길 13||B클래스;마이탐사용;와이파이존;흡연실설치;BCPAY||||||탐앤탐스 대전은행동점|(은행동) 중앙로156번길 13|||80708
탐앤탐스|대학로2호점|||탐앤탐스|02-742-4565|서울 종로구 동숭길 117||B클래스;마이탐사용;와이파이존;비지니스룸;주차가능;흡연실설치;BCPAY||||||탐앤탐스 대학로2호점|(동숭동)|||80708
탐앤탐스|대한항공/서소문점|||탐앤탐스|02-3789-3565|서울 중구 서소문로 117||마이탐사용;와이파이존;비지니스룸;주차가능;BCPAY||||||탐앤탐스 대한항공/서소문점|(서소문동) 대한항공 BD|||80708
탐앤탐스|덕유산(상)휴게소|||탐앤탐스||전라북도 무주군 안성면 통영대전고속도로 148||마이탐사용;와이파이존;주차가능;흡연실설치||||||탐앤탐스 덕유산(상)휴게소||||80708
탐앤탐스|덕유산(하)휴게소|||탐앤탐스|없음|전라북도 장수군 계북면 통영대전고속도로 147||마이탐사용;와이파이존;주차가능;흡연실설치||||||탐앤탐스 덕유산(하)휴게소||||80708
탐앤탐스|도봉구청점|||탐앤탐스|02-956-9482|서울시 도봉구 마들로 657||B클래스;마이탐사용;와이파이존;비지니스룸;주차가능;흡연실설치;BCPAY||||||탐앤탐스 도봉구청점|(방학동) 이에스에이아파트상가|||80708
탐앤탐스|도봉산입구점|||탐앤탐스|02-955-4565|서울시 도봉구 도봉산4길 4-13||A클래스;마이탐사용;와이파이존;비지니스룸;BCPAY||||||탐앤탐스 도봉산입구점||||80708
탐앤탐스|동김해점|||탐앤탐스|055-338-1073|경상남도 김해시 삼안로195번길 37||A클래스;마이탐사용;와이파이존;비지니스룸;테라스;주차가능;BCPAY||||||탐앤탐스 동김해점||||80708
탐앤탐스|동대구KTX역사점|||탐앤탐스|053-959-1033|대구 동구 동대구로 550||A클래스;마이탐사용;와이파이존;BCPAY||||||탐앤탐스 동대구KTX역사점||||80708
탐앤탐스|동대입구역점|||탐앤탐스|02-2267-4565|서울시 중구 동호로 260||마이탐사용;와이파이존;비지니스룸;흡연실설치;BCPAY||||||탐앤탐스 동대입구역점|1층2층 (장충동2가) 탐앤탐스|||80708
탐앤탐스|동탄스타점|||탐앤탐스|031-613-9920|경기도 화성시 동탄지성로 11||B클래스;마이탐사용;와이파이존;비지니스룸;주차가능;BCPAY||||||탐앤탐스 동탄스타점|(반송동) CGV동탄스타점|||80708
탐앤탐스|동탄한림대병원점|||탐앤탐스|031-613-7710||경기도 화성시 석우동 36-1|C클래스;마이탐사용;와이파이존;테라스;주차가능;발레파킹;흡연실설치||||||탐앤탐스 동탄한림대병원점|동탄 삼성쉐르빌 117호|||80708
탐앤탐스|롯데시네마프리미엄만경관점|||탐앤탐스|070-7717-2192|대구 중구 국채보상로 547||마이탐사용;주차가능;BCPAY||||||탐앤탐스 롯데시네마프리미엄만경관점|(종로1가)|||80708
탐앤탐스|롯데프리미엄아울렛/기흥점|||탐앤탐스|031-000-0000|경기도 용인시 기흥구 신고매로 124||와이파이존;주차가능||||||탐앤탐스 롯데프리미엄아울렛/기흥점|(고매동) 1동|||80708
탐앤탐스|마산삼계점|||탐앤탐스|055-232-9912|경상남도 창원시 마산회원구 내서읍 삼계3길 5||마이탐사용;와이파이존;비지니스룸;흡연실설치;BCPAY||||||탐앤탐스 마산삼계점|나드리신발마트|||80708
탐앤탐스|마석점|||탐앤탐스|031-594-7400|경기도 남양주시 화도읍 마석로 100||C클래스;와이파이존;테라스;주차가능;흡연실설치||||||탐앤탐스 마석점|A동|||80708
탐앤탐스|마포도화점|||탐앤탐스|02-704-7405|서울특별시 마포구 삼개로 15||B클래스;24시간;마이탐사용;와이파이존;주차가능||||||탐앤탐스 마포도화점|(도화동) 탐앤탐스|||80708
탐앤탐스|마포역점|||탐앤탐스|02-713-1534|서울 마포구 토정로37길 17||마이탐사용;와이파이존||||||탐앤탐스 마포역점|1층~2층 탐앤탐스|||80708
탐앤탐스|망우점|||탐앤탐스|02-433-6350|서울 중랑구 용마산로115길 108||B클래스;마이탐사용;와이파이존;테라스;주차가능;BCPAY||||||탐앤탐스 망우점||||80708
탐앤탐스|망향(부산)휴게소|||탐앤탐스|없음||충청남도 천안시 서북구 성거읍 요방리 121|24시간;마이탐사용;와이파이존;주차가능;흡연실설치||||||탐앤탐스 망향(부산)휴게소||||80708
탐앤탐스|명동중앙우체국점|||탐앤탐스|02-775-4117|서울시 중구 명동8나길 51||B클래스;마이탐사용;와이파이존;BCPAY||||||탐앤탐스 명동중앙우체국점||||80708
탐앤탐스|목감/휴게소|||탐앤탐스|없음|경기도 시흥시 목감1길 47||마이탐사용;와이파이존;주차가능;흡연실설치||||||탐앤탐스 목감/휴게소|목감 휴게소|||80708
탐앤탐스|목동사거리점|||탐앤탐스|02-2644-0133|서울 강서구 등촌로 19||C클래스;마이탐사용;와이파이존;비지니스룸;주차가능;흡연실설치;BCPAY||||||탐앤탐스 목동사거리점|(화곡제4동) 수남빌딩|||80708
탐앤탐스|목동점|||탐앤탐스|02-796-4556|서울 양천구 목동동로 293||A클래스;24시간;마이탐사용;와이파이존;주차가능||||||탐앤탐스 목동점|(목동) 현대 41타워|||80708
탐앤탐스|목포북항점|||탐앤탐스|061-272-7500|전라남도 목포시 청호로 188||A클래스;마이탐사용;와이파이존;비지니스룸;주차가능;BCPAY||||||탐앤탐스 목포북항점||||80708
탐앤탐스|목포상동점|||탐앤탐스|061-284-0066|전라남도 목포시 원형동로 10||24시간;마이탐사용;와이파이존;비지니스룸;주차가능;BCPAY||||||탐앤탐스 목포상동점||||80708
탐앤탐스|목포역점|||탐앤탐스|061-244-3355|전라남도 목포시 호남로64번길 28||B클래스;마이탐사용;와이파이존;비지니스룸;BCPAY||||||탐앤탐스 목포역점||||80708
탐앤탐스|목포하당점|||탐앤탐스|061-287-7003|전라남도 목포시 신흥로83번길 27||A클래스;24시간;마이탐사용;와이파이존;비지니스룸;주차가능||||||탐앤탐스 목포하당점||||80708
탐앤탐스|무안도청점|||탐앤탐스|061-287-7666|전라남도 무안군 삼향읍 후광대로 274||B클래스;마이탐사용;와이파이존;테라스;BCPAY||||||탐앤탐스 무안도청점|남악 도청프라자|||80708
탐앤탐스|무주리조트점|||탐앤탐스|063-322-9890|전라북도 무주군 설천면 만선로 185||A클래스;와이파이존;테라스||||||탐앤탐스 무주리조트점||||80708
탐앤탐스|무학여고점|||탐앤탐스|02-2294-7800|서울 성동구 고산자로 202||C클래스;마이탐사용;와이파이존;주차가능;흡연실설치;BCPAY||||||탐앤탐스 무학여고점||||80708
탐앤탐스|문경(상)/휴게소|||탐앤탐스|없음|경상북도 문경시 중부내륙고속도로 174||마이탐사용;와이파이존;주차가능;흡연실설치||||||탐앤탐스 문경(상)/휴게소|문경 휴게소|||80708
탐앤탐스|문막(강릉)휴게소|||탐앤탐스|없음|강원도 원주시 명봉산길 62||마이탐사용;와이파이존;주차가능;흡연실설치||||||탐앤탐스 문막(강릉)휴게소|(문막읍) 동화리 문막 (강릉)휴게소|||80708
탐앤탐스|문막(서창)휴게소|||탐앤탐스|없음|강원도 원주시 문막읍 개나루길 13||마이탐사용;와이파이존;주차가능;흡연실설치||||||탐앤탐스 문막(서창)휴게소|문막 휴게소|||80708
탐앤탐스|문정로데오점|||탐앤탐스|02-403-4565|서울 송파구 동남로 130-1||A클래스;24시간;마이탐사용;와이파이존;비지니스룸;테라스;주차가능||||||탐앤탐스 문정로데오점|(문정동)|||80708
탐앤탐스|미금역점|||탐앤탐스|031-782-4565|경기도 성남시 분당구 성남대로 165||마이탐사용;와이파이존;비지니스룸;테라스;흡연실설치;BCPAY||||||탐앤탐스 미금역점|(금곡동)|||80708
탐앤탐스|미사강변점|||탐앤탐스|031-792-4565|경기도 하남시 미사강변동로 125||마이탐사용;와이파이존;주차가능;BCPAY||||||탐앤탐스 미사강변점|푸프지오시티A동 1,2층 탐앤탐스|||80708
탐앤탐스|미스터타이푼점|||탐앤탐스|02-3445-4565|서울시 강남구 학동로 309||마이탐사용;와이파이존;비지니스룸;테라스;주차가능;흡연실설치;BCPAY||||||탐앤탐스 미스터타이푼점||||80708
탐앤탐스|박달사거리점|||탐앤탐스|031-465-6161|경기도 안양시 만안구 양화로 112||B클래스;마이탐사용;와이파이존;주차가능;BCPAY||||||탐앤탐스 박달사거리점|탐앤탐스|||80708
탐앤탐스|반포자이점|||탐앤탐스|02-594-8890|서울 서초구 잠원로 24||마이탐사용;와이파이존;비지니스룸;주차가능||||||탐앤탐스 반포자이점|(반포동) 반포자이플라자 제1동|||80708
탐앤탐스|방이점|||탐앤탐스|02-424-0661|서울 송파구 오금로11길 11-8||B클래스;24시간;마이탐사용;와이파이존;비지니스룸;테라스;주차가능||||||탐앤탐스 방이점|(방이동)|||80708
탐앤탐스|백양사(상)/휴게소|||탐앤탐스|없음||전남 장성군 북이면 모현리 백양사 (상)휴게소 |마이탐사용;와이파이존;주차가능;흡연실설치||||||탐앤탐스 백양사(상)/휴게소||||80708
탐앤탐스|벌곡(하)휴게소|||탐앤탐스|없음|충남 논산시 벌곡면 호남고속도로 2465-10||마이탐사용;와이파이존;주차가능;흡연실설치||||||탐앤탐스 벌곡(하)휴게소||||80708
탐앤탐스|범계점|||탐앤탐스|031) 381-5005|경기도 안양시 동안구 평촌대로223번길 64||B클래스;마이탐사용;와이파이존;비지니스룸;BCPAY||||||탐앤탐스 범계점|탐앤탐스|||80708
탐앤탐스|별내/휴게소|||탐앤탐스|없음|경기도 남양주시 별내면 구리포천고속도로 14||마이탐사용;와이파이존;주차가능;흡연실설치||||||탐앤탐스 별내/휴게소|별내 휴게소|||80708
