##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@설빙
설빙|경기/광주태전점|127.23393502623432|37.386902130937344|설빙|031-766-0559|태전동로 21||||||||설빙 경기/광주태전점|202호|||80720
설빙|경기/양주덕정점|127.06801335232291|37.836711052287924|설빙|031-859-8599|고암길 306-53.||||||||설빙 경기/양주덕정점|1층 112,113호 (덕정동)|||80720
설빙|부천/신중동점|126.77464214473326|37.50153645977572|설빙|032-321-1359|중동로254번길 104||||||||설빙 부천/신중동점|호정프라자 2층 202호|||80720
설빙|경기/구리갈매점|127.11798132971448|37.63436447932023|설빙|031-575-0278|경춘북로 252||||||||설빙 경기/구리갈매점|상가 A동 211,212호|||80720
설빙|경기/분당정자역점|127.10770089593358|37.365329705928524|설빙|031-713-2014||정자동 156-1|||||||설빙 경기/분당정자역점|젤존타워3 202호|||80720
설빙|경기/여주대점|127.63764563922338|37.273120935660216|설빙|031-882-5945|||||||||설빙 경기/여주대점||||80720
설빙|용인구성점|127.12122475672221|37.29359613884506|설빙|031-275-9996|구성로 107||||||||설빙 용인구성점|203호 (언남동,로얄프라자)|||80720
설빙|경기/화성/동탄카림애비뉴점|127.11341656225738|37.198481059803974|설빙|031-375-0124||||12:00pm ~ 10:00pm(동계) / 11:00pm ~ 10:00pm(하계)|||||설빙 경기/화성/동탄카림애비뉴점|카림에비뉴상가 1층 1031,1032호|||80720
설빙|경기광명소하점|126.88403699081981|37.44845736069124|설빙|070-8704-1677||소하동 1335|||||||설빙 경기광명소하점|2층 202호 (소하동,메이저리치안)|||80720
설빙|경기고양원흥역점|126.87390064296905|37.64945463555983|설빙|031-966-3123|||||||||설빙 경기고양원흥역점|C동 220호 (2층)|||80720
설빙|경기/하남/미사호수공원점|127.18874493594248|37.56575185774248|설빙|031-794-9214|미사강변중앙로 217||||||||설빙 경기/하남/미사호수공원점|206호|||80720
설빙|경기/이천갈산점|127.455068|37.284561|설빙|031-637-3517||갈산동 601|||||||설빙 경기/이천갈산점|2층|||80720
설빙|의정부/회룡역점|127.046593|37.724684|설빙|031-826-4927|외미로 99||||||||설빙 의정부/회룡역점|2층|||80720
설빙|김포/구래점|126.625550|37.645295|설빙|031-981-7767||||11:00am ~ 11:00pm|||||설빙 김포/구래점|센타프라자 208호|||80720
설빙|경기/고양/화정점|126.8324613|37.6321404|설빙|031-973-0077|덕양구 화신로260번길 31|||am10:30 ~ pm10:30|||||설빙 경기/고양/화정점|(화정동,백양빌딩 2층)|||80720
설빙|경기/연천전곡점|127.068614|38.025194|설빙|031-832-6040|전곡읍 전곡로 145|||am 10:00 ~ pm 10:30|||||설빙 경기/연천전곡점|2층|||80720
설빙|경기/성남/위례신도시점|127.1407526|37.4668305|설빙|031-751-1117||창곡동 547-2||am 10:30 ~ pm 10:30|||||설빙 경기/성남/위례신도시점|으뜸프라자 2층|||80720
설빙|경기/남양주/별내점|127.124904|37.658552|설빙|031-571-5665|순화궁로 357|||pm.12:00~ pm.10:30 (주문마감 pm.09:50)|||||설빙 경기/남양주/별내점|205,206호|||80720
설빙|경기/의정부/민락지구점|127.096891|37.744809|설빙|031-851-2122||민락동 민락2지구 204-3||am 11:00~ pm 10:30|||||설빙 경기/의정부/민락지구점|거택프라자 202호|||80720
설빙|경기/포천/송우점|127.146854|37.828124|설빙|-----||소홀읍 송우리 180-2||am 11:00 ~ pm 11:00|||||설빙 경기/포천/송우점||||80720
설빙|수원/정자점|126.993713|37.296300|설빙|031-268-2202||정자동 876-8||am 10:00~pm 23:00|||||설빙 수원/정자점||||80720
설빙|동두천시/중앙로점|127.053650|37.903600|설빙|031-862-4287||생연동 669-17||am10:30~pm11:00|||||설빙 동두천시/중앙로점||||80720
설빙|수원/호매실점|126.952376|37.260407|설빙|031-293-0086|금곡로 102번길 15|||am.10:30~pm.10:30|||||설빙 수원/호매실점||||80720
설빙|경기/평택/비젼점|127.1117757|36.9956751|설빙|031-658-5679||비전동 831-1||am.10:30~pm.10:30|||||설빙 경기/평택/비젼점||||80720
설빙|경기/평택/안중점|126.9191096|36.9787079|설빙|031-683-9772|안중읍 안현로서8길 57|||am9:00  ~ pm10:30|||||설빙 경기/평택/안중점|붐붐프라자1층|||80720
설빙|경기/일산/대화역점|126.7479337|37.6763898|설빙|031-921-1330||대화동 2203||am 10:00 ~ pm 11:00|||||설빙 경기/일산/대화역점||||80720
설빙|경기/파주/운정점|126.7566093|37.7345995|설빙|031-957-2228|경기 파주 와동동 가람로 59|||am 11:00 ~ pm 10:30|||||설빙 경기/파주/운정점||||80720
설빙|경기/동두천/지행역점|127.054628|37.8920778|설빙|031-858-4705||경기 동두천시 지행동 721-2||am 10:00 ~ pm 11:00|||||설빙 경기/동두천/지행역점||||80720
설빙|경기/용인동백점|127.152071|37.2768612|설빙|031-275-2818||경기 용인시 기흥구 중동 832-6||am 11:00 ~ pm 10:30|||||설빙 경기/용인동백점||||80720
설빙|경기/성남신흥역점|127.1453996|37.4406462|설빙|031-735-3147||경기 성남시 수정구 신흥동 4193||am 11:00 ~ pm 11:00|||||설빙 경기/성남신흥역점||||80720
설빙|경기/용인/광교신대역점|127.068861|37.2978485|설빙|031-211-5334||경기 용인시 수지구 상현동 1117-3||am 11:00 ~ pm 11:00|||||설빙 경기/용인/광교신대역점|우리상가 2층|||80720
설빙|경기/남양주마석점|127.3029007|37.6573883|설빙|031-597-5788||경기 남양주시 화도읍 마석우리 383-5||am 10:30 ~ pm 10:30|||||설빙 경기/남양주마석점|203,204호|||80720
설빙|경기/구리토평점|127.138463|37.5868113|설빙|031-566-1150||경기 구리시 수택동 873-4||am 10:00 ~ pm 11:00 (주문마감 pm 10:30)|||||설빙 경기/구리토평점|대림빌딩2층|||80720
설빙|경기/시흥대야점|126.7927631|37.4430372|설빙|031-315-2212|경기도 시흥시 비둘기공원7길 33|||am 11:00 ~ pm 11:00|||||설빙 경기/시흥대야점|성원디아망타운 2층|||80720
설빙|경기/김포시청점|126.719146|37.6191246|설빙|031-998-4212||경기 김포시 사우동 927||am 11:00 ~ pm 11:00|||||설빙 경기/김포시청점|그린월드프라자 2층|||80720
설빙|경기/파주교하점|126.7181959|37.7249819|설빙|031-945-7137||경기도 파주시 동패동 1696-3||am 10:30 ~ pm 11:00|||||설빙 경기/파주교하점|이지타운 204호|||80720
설빙|경기/용인흥덕점|127.0737079|37.2765003|설빙|031-211-9432||경기도 용인시 기흥구 영덕동 975-7||am 10:30 ~ pm 10:30|||||설빙 경기/용인흥덕점|흥덕노블레스|||80720
설빙|경기/안양평촌학원가점|126.9592484|37.3836921|설빙|070-8899-8998||경기도 안양시 동안구 호계동 1058-7||am 11:00 ~ pm 10:30|||||설빙 경기/안양평촌학원가점|아카데미센터 203호|||80720
설빙|경기/부천송내역점|126.7529169|37.4904844|설빙|032-322-3302||경기 부천시 원미구 상동 404-3||am 10:30 ~ am 12:00 (주문마감 pm 11:30)|||||설빙 경기/부천송내역점|장미상가 2층|||80720
설빙|경기/화성동탄반송점|127.0720516|37.2045978|설빙|031-8003-3717||경기도 화성시 반송동 93-1||am 11:00 ~ pm 10:00 (주문 마감: 9:15pm까지)|||||설빙 경기/화성동탄반송점|풍성 위버폴리스 201호,202호|||80720
설빙|경기고양/식사점|126.8078562|37.6767792|설빙|031-965-3590||경기도 고양시 일산동구 식사동 662-9||am 11:00 ~ pm 11:00|||||설빙 경기고양/식사점|2층|||80720
설빙|경기분당/서현점|127.1244113|37.387768|설빙|031-702-1114||경기도 성남시 분당구 서현동 251-1||(평일)am 11:00 ~ pm 11:00 (주말)am 11:00 ~ am 12:00|||||설빙 경기분당/서현점|야베스벨리 206호|||80720
설빙|경기/용인/기흥구청점|127.1118077|37.2798557|설빙|031-274-4399||경기도 용인시 기흥구 구갈동 352-3||am 12:00 ~ pm 11:00|||||설빙 경기/용인/기흥구청점|2층|||80720
설빙|경기/부천/신중동역점|126.775558|37.5016768|설빙|032-327-8802||경기 부천시 원미구 중동 1137||am 11:00 ~ pm 11:00|||||설빙 경기/부천/신중동역점|정석프라자1층|||80720
설빙|경기/광명/하안점|126.8791403|37.4629766|설빙|02-899-0503||경기 광명시 하안동 34-3||pm 12:00 ~ pm 10:30|||||설빙 경기/광명/하안점|2층|||80720
설빙|경기/의정부/금오점|127.069692|37.7519106|설빙|031-852-3155||경기도 의정부시 금오동 473-2||am 11:00 ~ pm 11:00|||||설빙 경기/의정부/금오점|201호|||80720
설빙|경기/오산/운암점|127.0754207|37.1496988|설빙|031-375-5379||경기도 오산시 오산동 924-1||am 10:00 ~ am 12:00|||||설빙 경기/오산/운암점|거성프라자 205호 (그린사우나 2층)|||80720
설빙|경기/수원/성균관대점|126.9701268|37.2968572|설빙|031-296-5729|경기도 수원시 장안구 서부로 2107|||am 10:30 ~ pm 11:00|||||설빙 경기/수원/성균관대점|(율전동,2층)|||80720
설빙|경기/고양백석점|126.7878742|37.6423324|설빙|031-904-3833||경기도 고양시 일산동구 백석동 남정씨티프라자3차 203호 ||am 10:30 ~ pm 11:00|||||설빙 경기/고양백석점||||80720
설빙|경기/수원/장안구청점|127.008056|37.3031495|설빙|031-241-0188|경기도 수원시 장안구 경수대로 940|||am 10:00 ~ pm 11:00|||||설빙 경기/수원/장안구청점|일호골든타워 201호|||80720
설빙|경기/용인/성복점|127.0793466|37.3144105|설빙|031-261-0499||경기도 용인시 수지구 성복동 76||am 10:30 ~ pm 10:30|||||설빙 경기/용인/성복점|1층|||80720
설빙|경기/오산역점|127.0694266|37.1459057|설빙|031-375-6003||경기 오산시 원동 762-16||am 10:00 ~ pm 11:00|||||설빙 경기/오산역점|명동빌딩 2층|||80720
설빙|경기/평택/서정점|127.0617661|37.0665959|설빙|031-666-7128||경기 평택시 서정동 847||am 10:30 ~ pm 10:30|||||설빙 경기/평택/서정점|2층|||80720
설빙|경기/부천역곡점|126.812935|37.48445|설빙|032 343 3232||경기도 부천시 소사구 괴안동 127-1||am 11:00 ~ pm 11:00|||||설빙 경기/부천역곡점|창성빌딩 2층|||80720
설빙|경기/안산/상록수점|126.8643782|37.3022433|설빙|031-438-7577||경기도 안산시 상록구 본오동 874-2||am 10:30 ~ pm 11:00|||||설빙 경기/안산/상록수점||||80720
설빙|경기/수원/영통점|127.0744533|37.2520842|설빙|031-204-3777||경기도 수원시 영통구 영통동 998-6||am 10:30 ~ pm 10:30|||||설빙 경기/수원/영통점|아셈프라자 2층|||80720
설빙|경기/일산/웨스턴돔점|126.7711725|37.6569292|설빙|031-901-3160||경기도 일산 동구 장항동 862||am 11:00 ~ pm 11:00|||||설빙 경기/일산/웨스턴돔점|J3빌딩 2층|||80720
설빙|경기/양주고읍점|127.078086|37.794382|설빙|031-848-1767|경기도 양주시 고읍남로 24|||am 10:30 ~pm11:00 (22:30 주문마감)|||||설빙 경기/양주고읍점|202호 (광사동,레드프라자)|||80720
설빙|양주/옥정점|127.092141|37.819802|설빙|031-866-1003||경기도 양주시 옥정동 963-10||am 10:00 ~ pm 11:00|||||설빙 양주/옥정점|한길프라자 204호|||80720
설빙|경기/부천/중동점|126.7617858|37.5035348|설빙|032-324-1150||경기도 부천시 원미구 중동 1163-12||am 10:00 ~ pm 11:00|||||설빙 경기/부천/중동점|2층|||80720
설빙|경기/성남분당/야탑점|127.127619|37.4116106|설빙|031-705-3733||경기 성남시 분당구 야탑동 353-5||am 10:30 ~ pm 11:00|||||설빙 경기/성남분당/야탑점|2층|||80720
설빙|안산/선부점|126.813413|37.3366679|설빙|031-410-0245||경기 안산시 선부동 1081||am 10:30 ~ pm 10:30|||||설빙 안산/선부점|선부산호상가 102호,201호|||80720
설빙|경기/화성/병점|127.0417879|37.2135978|설빙|031-223-1127||경기도 화성시 진안동 876-4||am 10:30 ~ pm 10:30|||||설빙 경기/화성/병점|2층|||80720
설빙|안산/고잔점|126.8312446|37.3115874|설빙|031-403-4914||경기 안산시 단원구 고잔동 768||am 10:30 ~ pm 10:30|||||설빙 안산/고잔점|2층|||80720
설빙|경기/의왕/계원예대점|126.9724497|37.3795288|설빙|031-424-2300||경기 의왕시 내손동 748||am 10:00 ~ pm 10:00|||||설빙 경기/의왕/계원예대점|대림프라자 203호|||80720
설빙|경기/용인수지점|127.0960825|37.32359|설빙|031-261-3003||경기 용인시 수지구 풍덕천동 713-4||am 10:00 ~ am 12:00|||||설빙 경기/용인수지점||||80720
설빙|경기/과천중앙점|126.9909172|37.428318|설빙|070-4153-2753||경기도 과천시 중앙동 40-10||am 10:30 ~ pm 11:00|||||설빙 경기/과천중앙점|2층|||80720
설빙|경기/하남시청점|127.2139219|37.5405788|설빙|031-793-0628|경기도 하남시 대청로 15|||am 10:30 ~ pm 11:00|||||설빙 경기/하남시청점|201호 (신장동,오피스텔트레벨)|||80720
설빙|경기/광주경안점|127.2594386|37.4098142|설빙|031-769-0077||경기 광주시 경안동 24-20||am 10:00 ~ pm 11:00|||||설빙 경기/광주경안점|2층|||80720
설빙|수원/인계점|127.0334164|37.264596|설빙|031-239-3330||경기 수원시 팔달구 인계동 1119||am 10:30 ~ am 12:00|||||설빙 수원/인계점|2층|||80720
설빙|경기/안성중앙점|127.2718867|37.0069062|설빙|031-674-9498|경기 안성시 중앙로 406-1|||am 10:30 ~ pm 10:30|||||설빙 경기/안성중앙점||||80720
설빙|수원/수원역점|127.0023082|37.2673204|설빙|070-7797-9813|경기 수원시 팔달구 매산로 7-1|||am 10:30 ~ pm 10:30|||||설빙 수원/수원역점|2층|||80720
설빙|경기/파주/금촌점|126.7668905|37.7519465|설빙|031-945-7289||경기도 파주시 금촌동 988-1||am 11:30 ~ pm 11:30|||||설빙 경기/파주/금촌점|부평프라자 204호|||80720
설빙|용인/기흥/죽전점|127.1098247|37.3202306|설빙|031-263-1007||경기도 용인시 기흥구 보정동 1261-4||am 10:30 ~ pm 10:30|||||설빙 용인/기흥/죽전점|장은메디칼프라자 203호,204호|||80720
설빙|경기/성남/모란점|127.1297847|37.4328438|설빙|031-755-0071||경기도 성남시 중원구 성남동 3219-1||am 10:30 ~ pm 11:30|||||설빙 경기/성남/모란점||||80720
설빙|용인/김량장동점|127.2035064|37.2351671|설빙|031-336-5758||경기도 용인시 처인구 김량장동 254-326||am 10:30 ~ pm 10:30|||||설빙 용인/김량장동점|2층|||80720
설빙|경기/군포금정역점|126.9431124|37.3711503|설빙|031-398-7289|경기도 군포시 군포로 739|||pm11:30 ~ am11:00|||||설빙 경기/군포금정역점|2층|||80720
설빙|경기/의정부점|127.0493969|37.7406052|설빙|031-846-7989||||am 11:00 ~ pm 11:00|||||설빙 경기/의정부점||||80720
설빙|경기/시흥정왕점|126.7357528|37.3442085|설빙|031-497-8088||경기도 시흥시 정왕동 1742-6||am 10:30 ~ pm 10:30|||||설빙 경기/시흥정왕점|2층|||80720
설빙|경기/광명철산점|126.8679005|37.4753214|설빙|02-2611-1478||경기도 광명시 철산동 410||pm 12:00 ~ pm 10:30|||||설빙 경기/광명철산점||||80720
설빙|경기/부천역점|126.7816741|37.4863119|설빙|032-656-3988|경기도 부천시 원미구 심곡동 부일로 463|||am 10:30 ~ am 12:00|||||설빙 경기/부천역점|2층|||80720
설빙|경기/평택점|127.089329|36.9922237|설빙|031-691-3013||경기도 평택시 평택동 290-2||am 10:00 ~ pm 11:00|||||설빙 경기/평택점|2층|||80720
설빙|군포/산본점|126.9307575|37.3593988|설빙|031-393-5311||경기도 군포시 산본동 1138-2||am 10:30 ~ pm 10:30|||||설빙 군포/산본점|성훈빌딩 2층|||80720
설빙|성남/미금역점|127.1083201|37.3496117|설빙|031-724-1355||경기도 성남시 분당구 구미동 9-1||am 11:00 ~ pm 10:30|||||설빙 성남/미금역점|분당엠코헤리츠 212호|||80720
설빙|구리/돌다리점|127.139501|37.600113|설빙|031-567-1150||경기도 구리시 수택동 383-12||am.10:30   pm.10:30|||||설빙 구리/돌다리점|2층|||80720
설빙|경기도/안산/중앙점|126.8395167|37.317637|설빙|031-405-2614||경기도 안산시 단원구 고잔동 540-12||am.10:30   pm.10:30|||||설빙 경기도/안산/중앙점|206호|||80720
설빙|안양/평촌(범계역)점|126.9534700|37.3914875|설빙|031-385-8998||경기도 안양시 동안구 호계동 1042||am.10:30   pm.10:30|||||설빙 안양/평촌(범계역)점|에메랄드빌딩 206-207호|||80720
설빙|경기도/오산/궐동점|127.0544573|37.1573255|설빙|031-373-6602||경기도 오산시 궐동 689-1||am.11:00   am.01:00|||||설빙 경기도/오산/궐동점||||80720
설빙|경기도/안양점|126.9218800|37.3991137|설빙|031-445-8600||경기도 안양시 만안구 안양1동 674-135||am.10:30   pm. 10:30|||||설빙 경기도/안양점|덕원빌딩 2층|||80720
설빙|경기/수원/아주대점|127.0440756|37.2782839|설빙|031-213-9055||경기도 수원시 영통구 원천동 18-6||am.10:30   pm.10:30|||||설빙 경기/수원/아주대점|무영빌딩 2층|||80720
설빙|경남/진주/정촌아울렛점|128.1006517|35.1323573|설빙|055-757-3133||경남 진주시 정촌면 예하리 1272-1||am 11:00 ~ pm 10:30|||||설빙 경남/진주/정촌아울렛점|2층|||80720
설빙|경남/통영/죽림점|128.4223279|34.8799043|설빙|055-648-7747|경남 통영시 광도면 죽림2로 55-71|||am 10:30 ~ pm 11:00|||||설빙 경남/통영/죽림점|(죽림리 1574-61)|||80720
설빙|양산/증산점|129.007411|35.310372|설빙|055-365-5678|경남 양산시 물금읍 야리1길 17|||11:00am ~ 11:00pm|||||설빙 양산/증산점|(가촌리 1299-3,증산타워)|||80720
설빙|경남/김해율하카페거리점|128.8140555|35.1761243|설빙|055-323-3283||경남 김해시 관동동 1103-12||am 11:00 ~ pm 11:00|||||설빙 경남/김해율하카페거리점||||80720
설빙|남해점|127.893649|34.83803|설빙|055-863-0087|경남 남해군 남해읍 망운로 3|||11:00am ~ 9:00pm (last order 08:30pm)|||||설빙 남해점|(북변리 128-5)|||80720
설빙|경남/진주/하대점|128.1222155|35.1911676|설빙|055-757-7589|경남 진주시 도동로 234|||am 10:30 ~ am 12:00|||||설빙 경남/진주/하대점||||80720
설빙|경남/마산/양덕점|128.5815217|35.2293949|설빙|055-297-8868||경남 창원시 마산회원구 양덕동 77-4||am 10:30 ~ pm 10:30|||||설빙 경남/마산/양덕점|메트로스퀘어5상가 2층|||80720
설빙|경남/함안점|128.3993458|35.2754064|설빙|055-583-6006||경남 함안군 가야읍 도항리 323-1||am 10:30 ~ pm 10:30|||||설빙 경남/함안점||||80720
설빙|경남/진주/판문점|128.0572188|35.1661669|설빙|055-747-8838||경남 진주시 평거동 818||am 11:00 ~ pm 11:00|||||설빙 경남/진주/판문점||||80720
설빙|창원마산/삼계점|128.5048561|35.2310186|설빙|055-232-1008||경남 창원시 마산회원구 내서읍 삼계리 31-6||am 10:30 ~ pm 10:30|||||설빙 창원마산/삼계점|2층|||80720
설빙|김해/아이스퀘어점|128.8832406|35.2257313|설빙|055-323-9291|경남 김해시 김해대로 2342|||am 11:00 ~ pm 10:00|||||설빙 김해/아이스퀘어점|아이스퀘어몰 C 301호|||80720
설빙|경남/창원성원점|128.6919629|35.2175271|설빙|055-275-0788||경남 창원시 성산구 상남동 45-1||am 10:30 ~ pm 10:30|||||설빙 경남/창원성원점|216호|||80720
설빙|진주/중앙점(대안)|128.083037|35.1937295|설빙|055-743-6808||경남 진주시 대안동 19-12||am 10:30 ~ pm 11:00|||||설빙 진주/중앙점(대안)|2층|||80720
설빙|김해인제대점|128.904172|35.2445739|설빙|055-322-0907|경남 김해시 인제로 180|||am 11:30 ~ pm 11:00|||||설빙 김해인제대점||||80720
설빙|경남/고성점|128.3258988|34.9769088|설빙|055-673-6778|경남 고성군 고성읍 동외로 175|||am 10:30 ~ pm 10:00|||||설빙 경남/고성점|양강빌딩 2층202호|||80720
설빙|진해/자은점|128.7045187|35.1520206|설빙|070-8818-2528||경남 창원시 진해구 석동 139-3||am 12:00 ~ pm 11:30|||||설빙 진해/자은점|2층|||80720
설빙|경남/거창점|127.9098566|35.6844453|설빙|055-943-3678||경남 거창군 읍상림리 148-25||am 10:30 ~ pm 10:30|||||설빙 경남/거창점||||80720
설빙|김해/삼계점|128.870622|35.2624906|설빙|055-311-1034||경남 김해시 삼계동 1462-5||am 11:30 ~ pm 11:20|||||설빙 김해/삼계점|2층|||80720
설빙|마산/호계점|128.5226676|35.2605458|설빙|055-232-0063||경남 창원시 마산회원구 내서읍 호계리 182-2||am 10:00 ~ pm 10:30|||||설빙 마산/호계점||||80720
설빙|창원/대방점|128.7075141|35.20804|설빙|055-284-3304||경남 창원시 성산구 대방동 364-4||am 10:30 ~ pm 10:30|||||설빙 창원/대방점|대암빌딩 2층|||80720
설빙|경남/양산덕계점|129.1489419|35.3771934|설빙|055-386-1479||경남 양산시 평산동 336||am 10:30 ~ pm 10:30|||||설빙 경남/양산덕계점|경남은행 2층|||80720
설빙|경남/사천점|128.0838391|35.0758408|설빙|055-855-8511||경남 사천시 사천읍 사주리 18-13||12:00pm ~ 10:00pm(주문마감 09:30pm)|||||설빙 경남/사천점||||80720
설빙|마산/경남대점|128.540425|35.174019|설빙|055-222-7800||경남 창원시 마산합포구 해운동 5-52||10:30am ~ 10:30pm|||||설빙 마산/경남대점|2층|||80720
설빙|창원/합성점|128.5835317|35.2391572|설빙|055-256-3554||경남 창원시 마산회원구 합성동 267||10:30am ~ 10:30pm|||||설빙 창원/합성점|세븐일레븐 2층|||80720
설빙|사천/벌리점|128.0869879|34.9421645|설빙|055-834-0500||경남 사천시 벌리동 284-5||am.10:30   pm.10:30|||||설빙 사천/벌리점|1층|||80720
설빙|창원/시티세븐점|128.6526656|35.2400666|설빙|055-600-5255||경남 창원시 의창구 대원동 121||am.10:30   pm.10:30|||||설빙 창원/시티세븐점|시티세븐몰 2층|||80720
설빙|진해/석동점|128.6967944|35.1591418|설빙|070-8838-2528||경남 창원시 진해구 석동 513-2||am.11:30   pm.11:00|||||설빙 진해/석동점|H빌딩 2층 205호|||80720
설빙|김해/진영점|128.7293372|35.308259|설빙|055-342-8008||경남 김해시 진영읍 진영리 1608-8||am.10:30   pm.10:30|||||설빙 김해/진영점|홍춘이김밥 2층|||80720
설빙|경남/양산/서창점|129.1693667|35.4137577|설빙|055-386-1245||경남 양산시 삼호동 1009-9||12:00 ~22:00|||||설빙 경남/양산/서창점|세광빌딩 202호|||80720
설빙|진주/경상대점|128.1070626|35.1536165|설빙|055-756-0330||경남 진주시 가좌동 480-14||am.10:30   pm.10:30|||||설빙 진주/경상대점|상명빌딩 2층|||80720
설빙|진해/용원점|128.8103015|35.1020632|설빙|055-544-2211||경남 창원시 진해구 용원동 1211-1||am.13:00   pm.10:00 (주문마감 pm 09:30)|||||설빙 진해/용원점|그랜드쇼핑2층|||80720
설빙|김해/장유부곡점|128.8086898|35.2041435|설빙|055-311-3969||경남 김해시 부곡동 1158||am.10:30   pm.10:30|||||설빙 김해/장유부곡점|뉴프라자 빌딩2층|||80720
설빙|거제/고현점|128.623581|34.888001|설빙|055-634-1006||경남 거제시 고현동 961-160||am.11:00   pm.11:00(주문마감 pm 10:30)|||||설빙 거제/고현점|2층|||80720
설빙|창원/상남점|128.6834674|35.2208365|설빙|055-274-5002||경남 창원시 성산구 상남동 21-12||am.10:30   pm.10:30|||||설빙 창원/상남점|그래드빌딩 201/202호|||80720
설빙|통영/북신점|128.4287513|34.8565478|설빙|055-645-9990||경남 통영시 북신동 1-6||am 10:30 ~ pm 10:30|||||설빙 통영/북신점|성산빌딩 2층|||80720
설빙|김해/내외점|128.8670145|35.2361987|설빙|055-327-6636||경남 김해시 내동 1120-2||am.10:30~pm.10:30|||||설빙 김해/내외점|거북빌딩 301호|||80720
설빙|양산/중부점|129.0280677|35.3364322|설빙|055-386-7200||경남 양산시 중부동 691-4||am.11:00   pm.11:00|||||설빙 양산/중부점|광장프라자 202호|||80720
설빙|경북/울진/후포점|129.441579|36.678683|설빙|054-788-0008||후포면 삼율리 290-1|||||||설빙 경북/울진/후포점|태진센트럴타워 1층 105호|||80720
설빙|경북/문경새재점|128.078104|36.757971|설빙|054-572-7770|문경읍 새재로 888|||am. 10: 30~ pm.10:30|||||설빙 경북/문경새재점||||80720
설빙|경주/안강점|129.192944|36.0041225|설빙|054-763-1212|안강읍 구부랑두림길 67|||am.11:30 ~ pm.10:40|||||설빙 경주/안강점||||80720
설빙|경북/안동/옥동점|128.7006499|36.5636891|설빙|054- 843-0222||옥동 767-10||am11:00 ~ am12:00 (금,토요일,공휴일전날 11시~26시)|||||설빙 경북/안동/옥동점||||80720
설빙|경북/성주점|128.284720|35.923981|설빙|-|경북 성주군 성주읍 성주순환로2길 64|||12:00 ~ 23:00|||||설빙 경북/성주점||||80720
설빙|경북/문경점촌점|128.1992697|36.5966744|설빙|054-552-1223||경북 문경시 점촌동 249-15||am 11:00 ~ pm 10:00(주문마감 pm 9:20)|||||설빙 경북/문경점촌점||||80720
설빙|경북/구미/상모사곡점|128.3554918|36.0888971|설빙|070-4799-9796||경북 구미시 상모동 48-5||am 11:00 ~ pm 11:00|||||설빙 경북/구미/상모사곡점|2층|||80720
