##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@투썸플레이스
투썸플레이스|군산시청점|||투썸플레이스|063-451-2320|전라북도 군산시 조촌4길 3|전북 군산시 조촌동 893-10||09 : 00 ~ 22 : 00|||||투썸플레이스 군산시청점|1~2층|||80714
투썸플레이스|아산모종점|||투썸플레이스|041-547-3257|충남 아산시 모종남로42번길 37|충남 아산시 모종동 99||8시 ~ 22시|||||투썸플레이스 아산모종점||||80714
투썸플레이스|세종고운힐데스하임점|||투썸플레이스|044-863-3036||세종 고운동 1810||08:00~24:00|||||투썸플레이스 세종고운힐데스하임점||||80714
투썸플레이스|전주평화점|||투썸플레이스|063-225-3131|전라북도 전주시 완산구 맏내3길 4|전북 전주시 완산구 평화동1가 706-7||09:00~23:00|||||투썸플레이스 전주평화점|(평화동1가,자바데이브) 투썸플레이스 전주평화점|||80714
투썸플레이스|광주첨단호수공원점|||투썸플레이스|062-971-1470|광주광역시 광산구 첨단중앙로182번길 22|광주 광산구 쌍암동 654-19||09:00~23:00|||||투썸플레이스 광주첨단호수공원점|(쌍암동) 투썸플레이스 광주첨단호수공원점|||80714
투썸플레이스|화성동탄나루점|||투썸플레이스|031-613-0115|경기도 화성시 동탄솔빛로 68|경기도 화성시 반송동 218-1||일~목 : 08:00~23:00  / 금,토 : 08:00~24:00|||||투썸플레이스 화성동탄나루점|1층|||80714
투썸플레이스|포항대도점|||투썸플레이스|054-275-1555|경상북도 포항시 남구 포스코대로 380|경북 포항시 남구 대도동 125-7||09:00~24:00|||||투썸플레이스 포항대도점|(대도동) 1층|||80714
투썸플레이스|부여궁남점|||투썸플레이스|041-832-5635|충청남도 부여군 사비로 2|충남 부여군 부여읍 동남리 185-4||09:00~23:00|||||투썸플레이스 부여궁남점||||80714
투썸플레이스|화성와우리점|||투썸플레이스|031-234-7994|경기도 화성시 봉담읍 와우로 24|경기 화성시 봉담읍 221-75||08:30~23:00|||||투썸플레이스 화성와우리점|(와우리) 1동 1층 123호 (도원프라자);1동 1층 123호도원프라자|||80714
투썸플레이스|석수역점|||투썸플레이스|02-804-1003|서울특별시 금천구 시흥대로 8|서울 금천구 시흥동 979-4||09시~23시|||||투썸플레이스 석수역점|1층101호,2층201호 (시흥동,아르스파크)|||80714
투썸플레이스|순천법원점|||투썸플레이스|061-727-3359|전라남도 순천시 왕지로 30|전남 순천시 왕지동 870-4||08:30~23:00|||||투썸플레이스 순천법원점|(왕지동,거형빌딩) 1층|||80714
투썸플레이스|광주첨단2지구점|||투썸플레이스|062-572-1469|광주광역시 북구 첨단연신로91번길 10|광주 북구 신용동 730||10:00~24:00|||||투썸플레이스 광주첨단2지구점|(신용동) 투썸플레이스 광주첨단2지구점|||80714
투썸플레이스|여수디아크점|||투썸플레이스|061-642-2005|전라남도 여수시 돌산읍 돌산로 3169-38|전남 여수시 돌산읍 평사리 산318-109||08시~ 22시|||||투썸플레이스 여수디아크점|제1동 지1층;제1동 지1층|||80714
투썸플레이스|세종대학교점|||투썸플레이스|02-2205-1238|서울특별시 광진구 능동로 209|서울 광진구 군자동 98||평일 08:00 ~ 23 :00 / 주말 09:00 ~ 23 :00|||||투썸플레이스 세종대학교점|(군자동,세종대학교) 대양AI센터 1층;세종대학교 대양AI센터 1층|||80714
투썸플레이스|고양행신점|||투썸플레이스|031-971-4505|경기도 고양시 덕양구 충장로 134|경기 고양시 덕양구 행신동 943-1||평일 8시 30분 ~23시 / 주말 9시 ~23시|||||투썸플레이스 고양행신점|(행신동,아이프라자) 1층|||80714
투썸플레이스|제주노형오거리점|||투썸플레이스|064-747-7760|제주특별자치도 제주시 1100로 3339|제주 제주시 노형동 3783-2||평일/주말 09시~23시|||||투썸플레이스 제주노형오거리점|(노형동) 1층;1층|||80714
투썸플레이스|울산삼산중로점|||투썸플레이스|052-227-2339|울산 남구 삼산중로 29|울산 남구 달동 1284-2||10:00~24:00|||||투썸플레이스 울산삼산중로점||||80714
투썸플레이스|다산신도시점|||투썸플레이스|031-553-2356|경기 남양주시 다산중앙로 117|경기 남양주시 다산동 6089-1||일~목 : 08:30~22:30 / 금,토 : 08:30~23:00|||||투썸플레이스 다산신도시점||||80714
투썸플레이스|아산이순신대로점|||투썸플레이스|041-541-7373|충남 아산시 탕정면 매곡로 39-23|충남 아산시 탕정면 607-2||8시 ~ 22시|||||투썸플레이스 아산이순신대로점||||80714
투썸플레이스|구로대륭7차점|||투썸플레이스|02-853-3336|서울특별시 구로구 디지털로33길 48|서울 구로구 구로동 170-10||월 금 7:30 21:30 / 토일 10:00~21:00|||||투썸플레이스 구로대륭7차점|(구로동,대륭포스트타워7차) 구로대륭포스트타워7차|||80714
투썸플레이스|강남KI타워점|||투썸플레이스|02-593-2388|서울특별시 서초구 강남대로69길 8|서울 서초구 서초동 1309-8||일~목: 08시~24시 / 금~토: 24시간|||||투썸플레이스 강남KI타워점|(서초동) KI타워;KI타워 2층|||80714
투썸플레이스|강남역KR타워점|||투썸플레이스|02-555-0517|서울특별시 강남구 강남대로84길 13|서울 강남구 역삼동 825-26||월 금 07:00~23:00 / 토,일 08:00~23:00|||||투썸플레이스 강남역KR타워점|(역삼동) KR타워 1,2층;KR타워 1,2층|||80714
투썸플레이스|천안터미널점|||투썸플레이스|041-558-2388|충청남도 천안시 동남구 만남로 43|충남 천안시 동남구 신부동 363-2||평일 07:00~22:00 / 주말,공휴일 08:00~22:00|||||투썸플레이스 천안터미널점|(신부동,신세계백화점충청점,천안종합버스터미널) B동 지하1;본관2동 1층|||80714
투썸플레이스|평택청북점|||투썸플레이스|031-681-2225|경기도 평택시 청북읍 청북남로 260|경기 평택시 청북읍 1157-2||09:00~21:30|||||투썸플레이스 평택청북점|109,209호 (한샘쇼핑센터)|||80714
투썸플레이스|대구대실역점|||투썸플레이스|053-583-8511|대구광역시 달성군 다사읍 달구벌대로 1층 |대구 달성군 다사읍 매곡리 1546-10||08:00~23:00|||||투썸플레이스 대구대실역점|1층|||80714
투썸플레이스|예산수덕사점|||투썸플레이스|041-337-6038|충청남도 예산군 덕산면 수덕사안길 33-5|충남 예산군 덕산면 사천리 25-40||09:00~20:00|||||투썸플레이스 예산수덕사점|(사천리,덕산도립공원관리사무소) 1층|||80714
투썸플레이스|평택석정점|||투썸플레이스|031-664-9999|경기도 평택시 돌우물길 1|경기 평택시 이충동 125-23||10:00 ~ 22:00|||||투썸플레이스 평택석정점|(이충동) 1층;1층|||80714
투썸플레이스|파인애비뉴점|||투썸플레이스|02-6031-0029|서울 중구 을지로 100|서울 중구 을지로2가 203||월 금 07:00~23:00 / 토,일 10:00~22:00|||||투썸플레이스 파인애비뉴점||||80714
투썸플레이스|마산저도점|||투썸플레이스|055-221-0969|경남 창원시 마산합포구 구산면 큰개길 13|경남 창원시 마산합포구 구산면 165-32||10시~22시|||||투썸플레이스 마산저도점||||80714
투썸플레이스|수락산역점|||투썸플레이스|02-936-2241|서울특별시 노원구 동일로243길 13|서울 노원구 상계동 1132-63||08:00~23:00|||||투썸플레이스 수락산역점|(상계동,대성빌딩) 1층;1층|||80714
투썸플레이스|충정로센트럴플레이스점|||투썸플레이스|02-363-2377|서울특별시 중구 서소문로 50|서울 중구 중림동 419||월 금 07:00~23:00 / 주말 08:00~22:00|||||투썸플레이스 충정로센트럴플레이스점|(중림동,CENTRAL PLACE) 1층;센트럴플레이스 1층|||80714
투썸플레이스|인천공항세인물류센터점|||투썸플레이스|070-4353-1620|인천광역시 중구 자유무역로 25|인천 중구 운서동 3170-6||평일 08:30~18:00, / 토,일,공휴일 휴무|||||투썸플레이스 인천공항세인물류센터점|(운서동)|||80714
투썸플레이스|부산하단점|||투썸플레이스|051-204-2227|부산광역시 사하구 낙동대로 464|부산 사하구 당리동 303-7||08:00~23:00|||||투썸플레이스 부산하단점|(당리동) 1층;1층|||80714
투썸플레이스|울산상안점|||투썸플레이스|052-281-3355|울산광역시 북구 신답로 31|울산 북구 상안동 323-1||08:00~23:00|||||투썸플레이스 울산상안점|(상안동) 1층|||80714
투썸플레이스|진해해양공원점|||투썸플레이스|055-546-7750|경남 창원시 진해구 명동로 62|경남 창원시 진해구 명동 산121||10시 ~ 22시|||||투썸플레이스 진해해양공원점||||80714
투썸플레이스|동대구점|||투썸플레이스|053-745-5600|대구광역시 동구 동부로30길 12|대구 동구 신천동 330-6||월~토 08:00~26:00, 일  08:00~24:00|||||투썸플레이스 동대구점|(신천동) 1,2층;1~2층|||80714
투썸플레이스|서대문역바비엥점|||투썸플레이스|02-6399-1399|서울특별시 중구 통일로 114|서울 중구 의주로1가 25-10||평일 07:30~22:00 / 공휴일,주말 09:00~20:00|||||투썸플레이스 서대문역바비엥점|(의주로1가,바비엥-2) 1층;바비엥-2 1층|||80714
투썸플레이스|구미진평점|||투썸플레이스|054-444-0006|경상북도 구미시 인동남길 112|경북 구미시 진평동 13-1||09:00~24:00|||||투썸플레이스 구미진평점|(진평동) 1층;1층|||80714
투썸플레이스|위례중앙점|||투썸플레이스|031-752-6665|경기도 성남시 수정구 위례광장로 300|경기 성남시 수정구 창곡동 509||09:00~22:00|||||투썸플레이스 위례중앙점|(창곡동,위례중앙역중앙타워) 1층;위례중앙역중앙타워 1층|||80714
투썸플레이스|광주염주점|||투썸플레이스|062-413-2031|광주광역시 서구 월드컵4강로 114|광주 서구 화정동 332-18||09:00~23:00|||||투썸플레이스 광주염주점||||80714
투썸플레이스|홍대걷고싶은거리점|||투썸플레이스|02-337-7955|서울특별시 마포구 어울마당로 109|서울 마포구 동교동 163-11||월 목,일 08:00~02:00 /금,토 24시간|||||투썸플레이스 홍대걷고싶은거리점|(동교동) 1~3층;2층~4층|||80714
투썸플레이스|미아사거리역점|||투썸플레이스|02-982-2500|서울시 강북구 도봉로8길 5|서울 강북구 미아동 860-187||08:00 ~ 02:00|||||투썸플레이스 미아사거리역점|1층|||80714
투썸플레이스|대구두산동DT점|||투썸플레이스|053-763-7999|대구광역시 수성구 무학로 121|대구 수성구 두산동 205-5||월 목 08:00~23:00 / 금 일 08:00~24:00|||||투썸플레이스 대구두산동DT점||||80714
투썸플레이스|보라매삼성쉐르빌점|||투썸플레이스|02-832-2388|서울특별시 동작구 보라매로5길 43|서울 동작구 신대방동 395-66||평일 07:00~23:00 / 주말 08:00~23:00|||||투썸플레이스 보라매삼성쉐르빌점|(신대방동,보라매삼성쉐르빌) 1층;1층|||80714
투썸플레이스|대구고성3가점|||투썸플레이스|053-352-0321|대구광역시 북구 원대로 52|대구 북구 고성동3가 140||월 토 08:00~01:00 / 일 08:00~00:00|||||투썸플레이스 대구고성3가점|(고성동3가) 1층|||80714
투썸플레이스|방배CJ건설사옥점|||투썸플레이스|070-4756-5500|서울특별시 서초구 남부순환로 2271|서울 서초구 방배동 1026-28||월 금 7:30~17:30 / 토,일 휴무|||||투썸플레이스 방배CJ건설사옥점|(방배동,CJ방배사옥) 1층 투썸플레이스;지하1층|||80714
투썸플레이스|가양역점|||투썸플레이스|02-2668-7021|서울특별시 강서구 양천로 504|서울 강서구 등촌1동 628-11||08:00~23:30|||||투썸플레이스 가양역점|(등촌동,명문빌딩) 1층;명문빌딩 1층|||80714
투썸플레이스|플레이스/이천하이닉스점|||투썸플레이스|031-8094-7666|경기도 이천시 부발읍 경충대로 2091|경기도 이천시 부발읍 136-1||평일 7:00 ~23:00 토요일 9:00 ~ 20:00 / 일요일,공휴일 휴일|||||투썸플레이스 플레이스/이천하이닉스점|(아미리,에스케이하이닉스) MF동 1층;MF20동 1층|||80714
투썸플레이스|대전대서문점|||투썸플레이스|042-283-5633|대전광역시 동구 대학로50번길 25|대전 동구 용운동 632||08시 ~ 23시 / 방학기간 운영 10시~23시|||||투썸플레이스 대전대서문점|(용운동) 1층|||80714
투썸플레이스|횡성점|||투썸플레이스|033-344-5900|강원도 횡성군 횡성읍 앞들서3로 5|강원도 횡성군 횡성읍 읍하리 291-5||09:00 22:00|||||투썸플레이스 횡성점|(읍하리) 2층|||80714
투썸플레이스|양재사거리점|||투썸플레이스|02-573-0090|서울특별시 강남구 남부순환로 2613|서울특별시 강남구 도곡동 957-3||07:00 ~ 23:00|||||투썸플레이스 양재사거리점|(도곡동) 1~2층;외 1 1층|||80714
투썸플레이스|대전원신흥점|||투썸플레이스|042-825-5778|대전광역시 유성구 원신흥남로12번길 38-13|대전 유성구 원신흥동 558-2||08:00~24:00|||||투썸플레이스 대전원신흥점|(원신흥동) 대전광역시 유성구 원신흥동 558-2|||80714
투썸플레이스|팔공산휴온천점|||투썸플레이스|054-971-6363||경북 칠곡군 동명면 기성리 930||월 일 09:00~20:00|||||투썸플레이스 팔공산휴온천점|외 7필지;휴온천 1층|||80714
투썸플레이스|제주노형DT점|||투썸플레이스|064-711-9006|제주특별자치도 제주시 월랑로 70|제주특별자치도 제주시 노형동 1236-4||08:00~24:00|||||투썸플레이스 제주노형DT점|(노형동) 1층|||80714
투썸플레이스|진주혁신로데오점|||투썸플레이스|055-753-2322|경상남도 진주시 충의로 20-4|경남 진주시 충무공동 284-1||평일 08:00~24:00 / 주말 10:00~24:00|||||투썸플레이스 진주혁신로데오점|(충무공동) 106호,107호;106호,107호|||80714
투썸플레이스|광주수완우미점|||투썸플레이스|062-954-9547|광주광역시 광산구 수완로49번길 14|광주 광산구 수완동 1467||월 일 10:00~24:00|||||투썸플레이스 광주수완우미점|(수완동) 투썸플레이스 광주수완우미점|||80714
투썸플레이스|강동길동점|||투썸플레이스|02-479-2019|서울특별시 강동구 천호대로 1207|서울 강동구 길동 252-4||09:00~22:00|||||투썸플레이스 강동길동점|(길동) 1층|||80714
투썸플레이스|의왕서해그랑블점|||투썸플레이스|031-456-5566|경기도 의왕시 경수대로 262|경기 의왕시 오전동 892||08:00 23:00|||||투썸플레이스 의왕서해그랑블점|(오전동,서해그랑블) 의왕서해그랑블 상가 124호;서해그랑블 1층|||80714
투썸플레이스|용인한숲시티점|||투썸플레이스|031-333-0219|경기도 용인시 처인구 남사면 한숲로 84|경기 용인시 처인구 남사면 완장리 954||09:00~22:00|||||투썸플레이스 용인한숲시티점|(완장리,e편한세상용인한숲시티) 1층;e편한세상용인한숲시티 1층|||80714
투썸플레이스|공덕풍림빌딩점|||투썸플레이스|02-701-3992|서울특별시 마포구 마포대로 127|서울특별시 마포구 공덕동 404||평일,주말 07:00~23:00|||||투썸플레이스 공덕풍림빌딩점|(공덕동,풍림브이아이피텔) 1층;풍림브이아이피텔 1층|||80714
투썸플레이스|비발디파크점|||투썸플레이스|033-439-7864|강원도 홍천군 서면 한치골길 262|강원 홍천군 서면 1290-2||09:00 20:00|||||투썸플레이스 비발디파크점|비발디파크 오크동 1층;비발디파크 오크동 1층|||80714
투썸플레이스|둔산은하수점|||투썸플레이스|042-472-7918|대전광역시 서구 대덕대로176번길 9|대전 서구 둔산동 1126||08:00~23:00|||||투썸플레이스 둔산은하수점|(둔산동) 1층|||80714
투썸플레이스|삼척의료원점|||투썸플레이스|033-572-8787|강원 삼척시 오십천로 421|강원도 삼척시 남양동 55-20||평일 08:30~23:00 / 주말 09:30~23:30|||||투썸플레이스 삼척의료원점||||80714
투썸플레이스|한양대엔터식스점|||투썸플레이스|02-6454-6154|서울특별시 성동구 왕십리로 241|서울 성동구 행당동 155-1||평일 08:30~22:00 / 주말 08:30~22:00|||||투썸플레이스 한양대엔터식스점|(행당동,서울숲더샵) 1층;서울숲더샵 1층|||80714
투썸플레이스|노량진점|||투썸플레이스|02-821-2388|서울특별시 동작구 노량진로 174|서울 동작구 노량진동 148-87||일 목 08:00~22:00 / 금,토 08:00~23:00|||||투썸플레이스 노량진점|(노량진동) 1층|||80714
투썸플레이스|이천의료원점|||투썸플레이스|031-637-0850||경기도 이천시 관고동 186-16||평일 08:30~22:00 / 주말,공휴일 10:00~22:00|||||투썸플레이스 이천의료원점||||80714
투썸플레이스|강남일원점|||투썸플레이스|02-445-7005|서울특별시 강남구 일원로 28|서울 강남구 일원동 615-1||08:30 ~ 23:00|||||투썸플레이스 강남일원점|(일원동,기호빌딩) 1층|||80714
투썸플레이스|영등포시장사거리점|||투썸플레이스|02-3667-5113|서울특별시 영등포구 영등포로 193|서울특별시 영등포구 영등포동6가 77-1||월 금 8:00~23:00 / 토,일 9:00~23:00|||||투썸플레이스 영등포시장사거리점|(영등포동6가) 서울특별시 영등포구 영등포로 193 (영등|||80714
투썸플레이스|구미인동점|||투썸플레이스|054-471-0771|경상북도 구미시 인동가산로 24|경북 구미시 진평동 1026-1||08:00~02:00|||||투썸플레이스 구미인동점|(진평동) 1~2층;1층,2층|||80714
투썸플레이스|충남내포청사점|||투썸플레이스|041-337-5207|충청남도 예산군 삽교읍 청사로 190|충청남도 예산군 삽교읍 목리 960||08:30~23:00|||||투썸플레이스 충남내포청사점|(목리,내포에드가오피스텔2차) 1층|||80714
투썸플레이스|인천영종도점|||투썸플레이스|032-751-7729|인천광역시 중구 하늘별빛로 71|인천 중구 중산동 1882-12||월 금 08:00~23:00 / 토,일,공휴일 09:00~23:00|||||투썸플레이스 인천영종도점|(중산동,타임프라자) 1층;타임프라자 1~2층|||80714
투썸플레이스|인천신포점|||투썸플레이스|032-773-1080|인천광역시 중구 신포로 16-1|인천광역시 중구 신생동 2-33||08:00~23:30|||||투썸플레이스 인천신포점|(신생동) 인천 중구 신포로 16-1|||80714
투썸플레이스|평택리버타워점|||투썸플레이스|031-684-2277|경기도 평택시 오성면 강변로 521|경기 평택시 오성면 당거리 253||09:00~23:00|||||투썸플레이스 평택리버타워점|(당거리) 리버타워 4층;평택리버타워 3층|||80714
투썸플레이스|부산대한통운점|||투썸플레이스|051-710-7130|부산광역시 중구 대교로 119|부산 중구 중앙동6가 2||07:00~22:00|||||투썸플레이스 부산대한통운점|(중앙동6가,씨제이대한통운빌딩) 1층 투썸플레이스 부산대;CJ대한통운빌딩 1층|||80714
투썸플레이스|화순동구리호수공원점|||투썸플레이스|061-375-2501||전남 화순군 화순읍 동구리 128||10:00~22:00|||||투썸플레이스 화순동구리호수공원점||||80714
투썸플레이스|마포연남점|||투썸플레이스|02-334-3639|서울 마포구 성미산로 143|서울 마포구 연남동 250-28||월 목,일 09:00~22:00 / 금,토 09:00~23:00|||||투썸플레이스 마포연남점||||80714
투썸플레이스|이천창전점|||투썸플레이스|031-631-5555|경기 이천시 영창로173번길 1|경기 이천시 창전동 152-16||월 금 08:00~22:30 / 토,일 08:30~22:30|||||투썸플레이스 이천창전점|B동;1층|||80714
투썸플레이스|경주보문호수점|||투썸플레이스|054-777-2113|경상북도 경주시 천군1길 8-18|경상북도 경주시 천군동 391-1||10:00 ~ 23:00|||||투썸플레이스 경주보문호수점|(천군동) 1층|||80714
투썸플레이스|부산초량점|||투썸플레이스|051-441-4422|부산 동구 중앙대로 325|부산 동구 초량동 1143-16||07:30 ~ 23:00|||||투썸플레이스 부산초량점||||80714
투썸플레이스|김해진영점|||투썸플레이스|055-343-0090|경남 김해시 진영읍 장등로 90|경남 김해시 진영읍 진영리 1709-1||08:00~23:30|||||투썸플레이스 김해진영점||||80714
투썸플레이스|경복궁점|||투썸플레이스|02-6016-6886|서울특별시 종로구 율곡로 6|서울 종로구 중학동 14||07:00~21:00|||||투썸플레이스 경복궁점|(중학동,트윈트리빌딩) 1;종로트윈트리타워 A동 1층|||80714
투썸플레이스|포천중앙점|||투썸플레이스|031-535-0202|경기 포천시 중앙로 142|경기 포천시 신읍동 197-8||일 목 9:00 22:00 / 금,토 9:00 23:00|||||투썸플레이스 포천중앙점||||80714
투썸플레이스|일산애니골점|||투썸플레이스|031-932-6934|경기도 고양시 일산동구 애니골길 7-5|경기 고양시 일산동구 풍동 1126||평일/주말/공휴일  09:00~22:00|||||투썸플레이스 일산애니골점|(풍동) 1층 일부,2층 일부|||80714
투썸플레이스|CJ더센터점|||투썸플레이스|02-726-8930|서울특별시 중구 소월로 2길 12|서울 중구 남대문로5가 500||월 금 07:00~19:30 / 토,일 09:00~18:00|||||투썸플레이스 CJ더센터점|2층 로비층|||80714
투썸플레이스|울산매곡점|||투썸플레이스|052-292-3336||울산광역시 북구 매곡동 230||10:00~23:00|||||투썸플레이스 울산매곡점||||80714
투썸플레이스|서소문점|||투썸플레이스|02-773-2388|서울특별시 중구 서소문로 135|서울 중구 서소문동 21-1||월 금 07:00~23:00 / 토 08:00~22:00 / 일 10:00~22:00|||||투썸플레이스 서소문점|1층 (서소문동,연호빌딩);연호빌딩 1층 지하철 2호선 시청역 11번출구|||80714
투썸플레이스|당산역점|||투썸플레이스|02-2636-3658|서울특별시 영등포구 양평로 36|서울 영등포구 당산동6가 227||월~토 8:00~26:00 / 일: 8:00~23:00|||||투썸플레이스 당산역점|(당산동6가,삼원빌딩) 36 1층,2층|||80714
투썸플레이스|대전삼부스포렉스점|||투썸플레이스|042-523-9960|대전광역시 중구 태평로 83|대전 중구 태평동 408-11||08:00~23:00|||||투썸플레이스 대전삼부스포렉스점|(태평동,삼부스포렉스) 1층 투썸플레이스|||80714
투썸플레이스|올림픽공원역점|||투썸플레이스|02-417-6789|서울 송파구 올림픽로 424|서울특별시 송파구 방이동 88||평일 07:00~23:00 / 주말 09:00~23:00|||||투썸플레이스 올림픽공원역점|만남의광장 A-3동 B구역|||80714
투썸플레이스|아산탕정점|||투썸플레이스|041-532-2313|충남 아산시 탕정면 탕정면로 8|충남 아산시 탕정면 명암리 935-3||07:00~25:00|||||투썸플레이스 아산탕정점|트라빌딩 1층|||80714
투썸플레이스|대방역점|||투썸플레이스|02-844-3477|서울특별시 영등포구 영등포로 422|서울 영등포구 신길동 1300||08:30~23:00|||||투썸플레이스 대방역점|(신길동) 영등포구 영등포로 422;1층|||80714
투썸플레이스|천안안서점|||투썸플레이스|041-622-8305|천안시 동남구 망향로 195|충남 천안시 동남구 안서동 447-2||08:00~22:00 월~금 / 09:00~22:00토~일|||||투썸플레이스 천안안서점||||80714
투썸플레이스|문정역점|||투썸플레이스|02-2283-1513|서울특별시 송파구 법원로 114|서울특별시 송파구 문정동 643-1||평일 07:00~23:00 / 주말 08:00~22:00|||||투썸플레이스 문정역점|엠스테이트 B동 1층|||80714
투썸플레이스|서산테크노밸리점|||투썸플레이스|041-663-6163||충남 서산시 성연면 일람리 1099||08:30~22:00|||||투썸플레이스 서산테크노밸리점||||80714
투썸플레이스|세종고운힐스테이트점|||투썸플레이스|041-337-5207|세종시 마음안1로 137|세종특별자치시 고운동 산95||08:00~22:30|||||투썸플레이스 세종고운힐스테이트점||||80714
투썸플레이스|대구영대병원역점|||투썸플레이스|053-657-0887|대구 남구 대명로 291|대구 남구 대명동 142-4||월 일 09:30~23:30|||||투썸플레이스 대구영대병원역점|외1필지|||80714
투썸플레이스|양천향교역점|||투썸플레이스|02-2668-3666|서울특별시 강서구 강서로 460|서울 강서구 등촌동 682||08:00~23:00|||||투썸플레이스 양천향교역점|1층;1층|||80714
투썸플레이스|인천용현점|||투썸플레이스|032-891-1080|인천광역시 미추홀구 아암대로 87|인천 남구 용현동 629-6||08:30~24:00|||||투썸플레이스 인천용현점||||80714
투썸플레이스|충북대소점|||투썸플레이스|043-882-7170|충북 음성군 대소 대금로 432-3|충청북도 음성군 대소면 131-3||월 일10:00~22:00|||||투썸플레이스 충북대소점||||80714
투썸플레이스|포항쌍용점|||투썸플레이스|054-285-0099|경북 포항시 북구 중흥로 123|경북 포항시 북구 죽도동 709-10||월 목,일 08:00~01:00 / 금,토 08:00~02:00|||||투썸플레이스 포항쌍용점||||80714
투썸플레이스|영종도그레이스호텔점|||투썸플레이스|032-890-0059|인천광역시 중구 은하수로29번길 36|인천 중구 중산동 1955-1||09:00 22:00|||||투썸플레이스 영종도그레이스호텔점|(중산동) 웨스턴그레이스호텔 1층;웨스턴그레이스호텔 1층|||80714
투썸플레이스|대구상인점|||투썸플레이스|053-643-4959|대구시 달서구 월배로 202|대구 달서구 상인동 246-21||일~목 09:00~24:00 / 금~토 09:00~01:00|||||투썸플레이스 대구상인점|1층|||80714
