##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@스타벅스
스타벅스|신세계광주점|126.882542|35.160794|스타벅스|062-360-1137|광주광역시 서구 무진대로 932|광주광역시 서구 광천동 |에스프레소초이스;주차;콜드브루커피;입점||||||스타벅스 신세계광주점|신세계 백화점 1층|||80702
스타벅스|광주상무점|126.84795429999997|35.1536205|스타벅스|062-385-8040|광주광역시 서구 상무중앙로 75|광주광역시 서구 치평동 1182-2|에스프레소초이스;콜드브루커피;현금없는매장||||||스타벅스 광주상무점|(치평동)|||80702
스타벅스|상무치평점|126.853423|35.151968|스타벅스|062-375-8381|광주광역시 서구 상무자유로 173|광주광역시 서구 치평동 1240-6|에스프레소초이스;콜드브루커피;현금없는매장;병원;지하철인접||||||스타벅스 상무치평점|1층 (치평동);1층|||80702
스타벅스|상무역점|126.847989|35.147468|스타벅스|062-381-8393|광주광역시 서구 상무중앙로 7|광주광역시 서구 치평동 1176-3|에스프레소초이스;콜드브루커피;현금없는매장;지하철인접||||||스타벅스 상무역점|1층 (치평동);1층|||80702
스타벅스|신세계광주패션몰점|126.882069|35.158806|스타벅스|062-352-8437|광주광역시 서구 죽봉대로 61|광주광역시 서구 화정동 12-13|에스프레소초이스;주차;콜드브루커피;입점||||||스타벅스 신세계광주패션몰점|패션스트리트 B01호 (화정동);패션스트리트 B1|||80702
스타벅스|계명대동산병원점|128.480276|35.853811|스타벅스|053-584-3740|대구광역시 달서구 달구벌대로 1035|대구광역시 달서구 신당동 1000-2|콜드브루커피;현금없는매장;병원;지하철인접||||||스타벅스 계명대동산병원점|(신당동);계명대학교동산의료원|||80702
스타벅스|대구죽전역점|128.536007|35.848437|스타벅스|053-552-3634|대구광역시 달서구 와룡로 169|대구광역시 달서구 감삼동 461|에스프레소초이스;콜드브루커피;현금없는매장;지하철인접||||||스타벅스 대구죽전역점|월드마크웨스트엔드|||80702
스타벅스|대구월곡DT점|128.541057|35.814866|스타벅스|053-637-3568|대구광역시 달서구 월곡로 225|대구광역시 달서구 상인동 620|드라이브스루;주차;콜드브루커피||||||스타벅스 대구월곡DT점|(상인동)|||80702
스타벅스|대구광장점|128.552811|35.855770|스타벅스|053-622-3607|대구광역시 달서구 달구벌대로 1710|대구광역시 달서구 두류동 493-2|에스프레소초이스;콜드브루커피;현금없는매장;지하철인접||||||스타벅스 대구광장점|(두류동);3|||80702
스타벅스|대구월촌역점|128.545226|35.824025|스타벅스|053-622-3542|대구광역시 달서구 월배로 315|대구광역시 달서구 송현동 1914-11|주차;콜드브루커피||||||스타벅스 대구월촌역점|(송현동)|||80702
스타벅스|대구진천역점|128.524377|35.814395|스타벅스|053-644-3317|대구광역시 달서구 월배로 91|대구광역시 달서구 진천동 581-1|주차;콜드브루커피;현금없는매장||||||스타벅스 대구진천역점|(진천동)|||80702
스타벅스|대구도원DT점|128.548117|35.807727|스타벅스|053-637-3256|대구광역시 달서구 상화로 314|대구광역시 달서구 도원동 577|드라이브스루;에스프레소초이스;콜드브루커피||||||스타벅스 대구도원DT점|(도원동)|||80702
스타벅스|대구월성점|128.525418|35.824362|스타벅스|053-632-3360|대구광역시 달서구 조암로 41|대구광역시 달서구 월성동 1838|에스프레소초이스;콜드브루커피;현금없는매장||||||스타벅스 대구월성점|(월성동);101,102,103,201호|||80702
스타벅스|대구이곡점|128.50411009999993|35.8551616|스타벅스|053-586-6798|대구광역시 달서구 계대동문로 108|대구광역시 달서구 이곡동 1196-6|에스프레소초이스;콜드브루커피;현금없는매장||||||스타벅스 대구이곡점||||80702
스타벅스|대구수목원점|128.520278|35.807237|스타벅스|053-638-3255|대구광역시 달서구 화암로 379|대구광역시 달서구 대곡동 1018|에스프레소초이스;콜드브루커피;현금없는매장||||||스타벅스 대구수목원점||||80702
스타벅스|대구성서IC/DT점|128.52026039999998|35.8507998|스타벅스|053-592-8990|대구광역시 달서구 달구벌대로 1393|대구광역시 달서구 용산동 410-9|드라이브스루;에스프레소초이스;주차;콜드브루커피||||||스타벅스 대구성서IC/DT점|12|||80702
스타벅스|대구감삼DT점|128.5366553|35.8443842|스타벅스|053-567-8932|대구광역시 달서구 와룡로 131|대구광역시 달서구 감삼동 490-1|드라이브스루;에스프레소초이스;콜드브루커피||||||스타벅스 대구감삼DT점||||80702
스타벅스|대구상인역점|128.53656920000003|35.8182768|스타벅스|053-642-8936|대구광역시 달서구 월배로 210|대구광역시 달서구 상인동 228-6|스타벅스리저브;콜드브루커피;현금없는매장;터미널/기차역;지하철인접||||||스타벅스 대구상인역점|(상인동)|||80702
스타벅스|대구두류DT점|128.561685|35.858804|스타벅스|053-622-7851|대구광역시 달서구 달구벌대로 1798|대구광역시 달서구 두류동 135-14|드라이브스루;에스프레소초이스;주차;콜드브루커피;터미널/기차역;지하철인접||||||스타벅스 대구두류DT점|(두류동);15|||80702
스타벅스|대구상인DT점|128.533771|35.822408|스타벅스|053-638-9831|대구광역시 달서구 월곡로 334|대구광역시 달서구 상인동 54-3|드라이브스루;에스프레소초이스;주차;콜드브루커피;지하철인접||||||스타벅스 대구상인DT점|(상인동);1~ 2층|||80702
스타벅스|대구계명대점|128.4937254|35.85567272|스타벅스|053-583-8301|대구광역시 달서구 계대동문로 13|대구광역시 달서구 신당동 1721-12|에스프레소초이스;주차;콜드브루커피;현금없는매장;대학가;지하철인접||||||스타벅스 대구계명대점|(신당동)|||80702
스타벅스|대구성서점|128.510127|35.855292|스타벅스|053-583-8474|대구광역시 달서구 이곡공원로 26|대구광역시 달서구 이곡동 1248-1|에스프레소초이스;주차;콜드브루커피;현금없는매장||||||스타벅스 대구성서점|이곡메디컬빌딩 (이곡동);이곡메디컬빌딩|||80702
스타벅스|대구서부정류장역점|128.556926|35.837881|스타벅스|053-624-8543|대구광역시 달서구 구마로 265|대구광역시 달서구 성당동 성당동 261-7|에스프레소초이스;주차;콜드브루커피;터미널/기차역;지하철인접||||||스타벅스 대구서부정류장역점|(성당동)|||80702
스타벅스|신세계대구3F(티바나)점|128.628498|35.877767|스타벅스|053-661-6344|대구광역시 동구 동부로 149|대구광역시 동구 신천동 329-3|에스프레소초이스;주차;콜드브루커피;입점;터미널/기차역;지하철인접||||||스타벅스 신세계대구3F(티바나)점|신세계백화점 대구점 3층|||80702
스타벅스|신세계대구8FR점|128.628453|35.877812|스타벅스|053-661-6887|대구광역시 동구 동부로 149|대구광역시 동구 신천동 329-3|스타벅스리저브;주차;콜드브루커피;나이트로콜드브루커피||||||스타벅스 신세계대구8FR점|신세계백화점 대구점 8층|||80702
스타벅스|동대구로DT점|128.62715890000004|35.8680868|스타벅스|053-756-3217|대구광역시 동구 동대구로 422|대구광역시 동구 신천동 300-2|드라이브스루;에스프레소초이스;주차;콜드브루커피||||||스타벅스 동대구로DT점|(신천동)|||80702
스타벅스|대구팔공산점|128.636347|35.9878685|스타벅스|053-986-8895|대구광역시 동구 파계로 650|대구광역시 동구 중대동 665-2|스타벅스리저브;주차;콜드브루커피;현금없는매장||||||스타벅스 대구팔공산점|665-5|||80702
스타벅스|대구봉무점|128.639708|35.921942|스타벅스|053-986-7768|대구광역시 동구 팔공로51길 15-11|대구광역시 동구 봉무동 1539-8|에스프레소초이스;콜드브루커피;현금없는매장||||||스타벅스 대구봉무점|(봉무동)|||80702
스타벅스|동대구터미널점|128.62859|35.876315|스타벅스|053-742-8417|대구광역시 동구 동부로30길 12|대구광역시 동구 신천동 330-6|에스프레소초이스;주차;콜드브루커피;터미널/기차역;지하철인접||||||스타벅스 동대구터미널점|(신천동)|||80702
스타벅스|대구동촌유원지점|128.653159|35.88011|스타벅스|053-939-8564|대구광역시 동구 효동로2길 45|대구광역시 동구 효목동 1105|에스프레소초이스;주차;콜드브루커피;현금없는매장||||||스타벅스 대구동촌유원지점|(효목동)|||80702
스타벅스|반야월이마트점|128.727397|35.870899|스타벅스|053-965-8389|대구광역시 동구 안심로 389-2|대구광역시 동구 신서동 520-1|에스프레소초이스;주차;콜드브루커피;입점;지하철인접||||||스타벅스 반야월이마트점|이마트 1층 (신서동);반야월이마트 1층|||80702
스타벅스|대구평리DT점|128.555343|35.866138|스타벅스|053-521-8996|대구광역시 서구 서대구로 89|대구광역시 서구 평리동 1407-7|드라이브스루;에스프레소초이스;주차;콜드브루커피||||||스타벅스 대구평리DT점|(평리1동)|||80702
스타벅스|대구수성도서관DT점|128.638985|35.873059|스타벅스|053-744-3614|대구광역시 수성구 화랑로 112|대구광역시 수성구 만촌동 1329-17|드라이브스루;주차;콜드브루커피||||||스타벅스 대구수성도서관DT점|(만촌동);1,33,34|||80702
스타벅스|대구범어네거리R점|128.625094|35.857871|스타벅스|053-753-3652|대구광역시 수성구 동대구로 305|대구광역시 수성구 범어동 563-1|스타벅스리저브;주차;콜드브루커피;나이트로콜드브루커피;입점;지하철인접||||||스타벅스 대구범어네거리R점|(범어동);대구그랜드호텔|||80702
스타벅스|대구수성호수R점|128.615912|35.826126|스타벅스|053-765-3327|대구광역시 수성구 용학로 56|대구광역시 수성구 두산동 911-5|스타벅스리저브;주차;콜드브루커피;나이트로콜드브루커피||||||스타벅스 대구수성호수R점|(두산동)|||80702
스타벅스|대구수성동점|128.620304|35.853776|스타벅스|053-768-3512|대구광역시 수성구 명덕로 460|대구광역시 수성구 수성동3가 77|주차;콜드브루커피;현금없는매장;지하철인접||||||스타벅스 대구수성동점|(수성동3가)|||80702
스타벅스|대구수성네거리DT점|128.617977|35.860580|스타벅스|053-755-3286|대구광역시 수성구 들안로 342|대구광역시 수성구 수성동4가 1021-8|드라이브스루;에스프레소초이스;주차;콜드브루커피;지하철인접||||||스타벅스 대구수성네거리DT점|(수성동4가)|||80702
스타벅스|대구중동DT점|128.612529|35.847384|스타벅스|053-764-3435|대구광역시 수성구 수성로 243|대구광역시 수성구 중동 316-3|드라이브스루;주차;콜드브루커피;병원||||||스타벅스 대구중동DT점|(중동)|||80702
스타벅스|대구중동네거리DT점|128.613963|35.840917|스타벅스|053-762-3284|대구광역시 수성구 청수로 51|대구광역시 수성구 중동 184-4|드라이브스루;주차;콜드브루커피||||||스타벅스 대구중동네거리DT점|(중동)|||80702
스타벅스|대구상동DT점|128.6116932|35.8296424|스타벅스|053-768-1997|대구광역시 수성구 무학로 29|대구광역시 수성구 상동 415-1|드라이브스루;에스프레소초이스;주차;콜드브루커피||||||스타벅스 대구상동DT점|(상동)|||80702
스타벅스|대구황금DT점|128.625797|35.839069|스타벅스|053-767-3226|대구광역시 수성구 청수로 164|대구광역시 수성구 지산동 941|드라이브스루;에스프레소초이스;주차;콜드브루커피;지하철인접||||||스타벅스 대구황금DT점|(지산동)|||80702
스타벅스|대구삼성화재점|128.62626260000002|35.8661924|스타벅스|053-752-8947|대구광역시 수성구 동대구로 401|대구광역시 수성구 범어동 2-1|에스프레소초이스;주차;콜드브루커피;현금없는매장;입점||||||스타벅스 대구삼성화재점|(범어동) 삼성화재사옥;삼성화재사옥 (삼성화재빌딩)|||80702
스타벅스|대구시지점|128.7080427|35.8394934|스타벅스|053-795-7879|대구광역시 수성구 달구벌대로 3216|대구광역시 수성구 신매동 567-43|에스프레소초이스;주차;콜드브루커피;터미널/기차역;지하철인접||||||스타벅스 대구시지점|(신매동)|||80702
스타벅스|대구법원점|128.62738279999996|35.8641739|스타벅스|053-745-8673|대구광역시 수성구 동대구로 376|대구광역시 수성구 범어동 45-32|에스프레소초이스;주차;콜드브루커피;현금없는매장||||||스타벅스 대구법원점|(범어동)|||80702
스타벅스|대구만촌DT점|128.6502|35.856431|스타벅스|053-745-8619|대구광역시 수성구 달구벌대로 2636|대구광역시 수성구 만촌동 853-3|드라이브스루;에스프레소초이스;주차;콜드브루커피;대학가;지하철인접||||||스타벅스 대구만촌DT점|,853-25번지 (만촌동)|||80702
스타벅스|대구수성하이츠점|128.61352710000005|35.8609096|스타벅스|053-754-8662|대구광역시 수성구 수성로 393|대구광역시 수성구 수성동4가 1090-8|에스프레소초이스;주차;콜드브루커피;현금없는매장;지하철인접||||||스타벅스 대구수성하이츠점|수성하이츠 1층 (수성동4가);수성하이츠 1층|||80702
스타벅스|동아수성점|128.6406389|35.82124651|스타벅스|053-782-1875|대구광역시 수성구 지범로 191|대구광역시 수성구 범물동 1273|에스프레소초이스;주차;콜드브루커피;입점||||||스타벅스 동아수성점|동아백화점수성점 1,2 층 (범물동);동아백화점 1,2 층|||80702
스타벅스|수성리더스점|128.62304229999995|35.83871|스타벅스|053-763-8411|대구광역시 수성구 동대구로 95|대구광역시 수성구 두산동 113|에스프레소초이스;주차;콜드브루커피;현금없는매장||||||스타벅스 수성리더스점|(두산동)|||80702
스타벅스|수성레이크점|128.621814|35.825764|스타벅스|053-761-8413|대구광역시 수성구 수성못길 4|대구광역시 수성구 두산동 840-1|주차;콜드브루커피;나이트로콜드브루커피||||||스타벅스 수성레이크점|(두산동)|||80702
스타벅스|대구범어제니스점|128.629687|35.859274|스타벅스|053-743-9536|대구광역시 수성구 달구벌대로 2435|대구광역시 수성구 범어동 179|에스프레소초이스;주차;콜드브루커피;현금없는매장;나이트로콜드브루커피;지하철인접||||||스타벅스 대구범어제니스점|두산위브더제니스아파트 상가 1층 110호 (범어동);두산위브더제니스 상가 1층 110호|||80702
스타벅스|대구시티센터점|128.598092|35.870954|스타벅스|053-423-3546|대구광역시 중구 국채보상로 611|대구광역시 중구 문화동 11-1|에스프레소초이스;콜드브루커피;지하철인접||||||스타벅스 대구시티센터점|(문화동);대구시티센터 104호|||80702
스타벅스|대구계산점|128.589696|35.866429|스타벅스|053-254-3410|대구광역시 중구 달구벌대로415길 1|대구광역시 중구 계산동2가 180|에스프레소초이스;콜드브루커피;현금없는매장;지하철인접||||||스타벅스 대구계산점|(계산동2가)|||80702
스타벅스|대구중앙로역점|128.594374|35.870674|스타벅스|053-424-3326|대구광역시 중구 국채보상로 582|대구광역시 중구 남일동 36-1|콜드브루커피;지하철인접||||||스타벅스 대구중앙로역점|(남일동);미도빌딩 103호|||80702
스타벅스|대구공평DT점|128.6006466|35.8691866|스타벅스|053-257-9810|대구광역시 중구 국채보상로 642|대구광역시 중구 동인동2가 25-1|드라이브스루;에스프레소초이스;주차;콜드브루커피;지하철인접||||||스타벅스 대구공평DT점|(동인동2가);1~ 2층|||80702
스타벅스|대구중앙로점|128.593375|35.867317|스타벅스|053-257-8616|대구광역시 중구 남성로 61|대구광역시 중구 동성로3가 35-13|에스프레소초이스;콜드브루커피;현금없는매장;지하철인접||||||스타벅스 대구중앙로점|(동성로3가)|||80702
스타벅스|반월당점|128.5918695|35.86616318|스타벅스|053-254-1840|대구광역시 중구 달구벌대로 2085|대구광역시 중구 덕산동 53-3|에스프레소초이스;주차;콜드브루커피;지하철인접||||||스타벅스 반월당점|(덕산동) 동아쇼핑;동아쇼핑 (동아쇼핑센터건물)|||80702
스타벅스|동성로광장점|128.594217|35.867319|스타벅스|053-427-8509|대구광역시 중구 동성로 4|대구광역시 중구 동성로3가 91-16|에스프레소초이스;콜드브루커피;현금없는매장;지하철인접||||||스타벅스 동성로광장점|(동성로3가);18번지|||80702
스타벅스|동성로중앙점|128.59666|35.867556|스타벅스|053-256-8356|대구광역시 중구 동성로5길 38|대구광역시 중구 삼덕동1가 17-3|에스프레소초이스;콜드브루커피||||||스타벅스 동성로중앙점|(삼덕동1가)|||80702
스타벅스|동성로로데오점|128.597862|35.86723|스타벅스|053-421-8501|대구광역시 중구 동성로5길 62|대구광역시 중구 삼덕동1가 25-1|에스프레소초이스;콜드브루커피;현금없는매장||||||스타벅스 동성로로데오점|(삼덕동1가)|||80702
스타벅스|대구칠성DT점|128.596391|35.879674|스타벅스|053-424-3435|대구광역시 북구 중앙대로 524|대구광역시 북구 칠성동2가 371-5|드라이브스루;에스프레소초이스;주차;콜드브루커피||||||스타벅스 대구칠성DT점|(칠성동2가)|||80702
스타벅스|대구유통단지점|128.613347|35.905624|스타벅스|053-381-3373|대구광역시 북구 유통단지로8길 78|대구광역시 북구 산격동 167|에스프레소초이스;콜드브루커피||||||스타벅스 대구유통단지점|106호 (산격동)|||80702
스타벅스|대구칠곡대로DT점|128.547736|35.926583|스타벅스|053-312-3220|대구광역시 북구 칠곡중앙대로 348|대구광역시 북구 태전동 1049-2|드라이브스루;에스프레소초이스;주차;콜드브루커피||||||스타벅스 대구칠곡대로DT점|(태전동)|||80702
