##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@카페베네
카페베네|건대2호점|||카페베네|02-462-6282|서울특별시 광진구 아차산로 207||WIFI;PC사용가능;북카페|08:00~24:00|||||카페베네 건대2호점|(화양동 1층)|||80709
카페베네|송탄출장소점|||카페베네|031-611-8232||경기도 평택시 서정동 847-2|세미나실;WIFI;24시간;북카페||||||카페베네 송탄출장소점||||80709
카페베네|홍천점|||카페베네|033-434-2374||강원도 홍천군 홍천읍 신장대리 65-18|세미나실;WIFI;북카페||||||카페베네 홍천점||||80709
카페베네|수원역점|||카페베네|031-241-6232||경기도 수원시 팔달구 매산로1가 11-15|WIFI;북카페|월 금 : 09:00~23:00 / 토 일 : 09:00~23:30|||||카페베네 수원역점||||80709
카페베네|대전청사점|||카페베네|070-4246-7779||대전광역시 서구 둔산동 923|WIFI;북카페||||||카페베네 대전청사점|1층 103호|||80709
카페베네|대전은행동점|||카페베네|042-226-6232||대전광역시 중구 은행동 170-42외 |세미나실;WIFI;PC사용가능;북카페;베이글인매장||||||카페베네 대전은행동점||||80709
카페베네|배재대점|||카페베네|042-536-6232|대전광역시 서구 도마동 도마로 15-4||WIFI;PC사용가능;북카페||||||카페베네 배재대점||||80709
카페베네|당진터미널점|||카페베네|041-356-6230||충청남도 당진시 수청동 999|WIFI;PC사용가능;북카페|09:00~01:00|||||카페베네 당진터미널점|지원빌딩 109 201호|||80709
카페베네|아산온양역점|||카페베네|041-544-6232||충청남도 아산시 온천동 212-7|WIFI;PC사용가능;북카페;베이글인매장||||||카페베네 아산온양역점||||80709
카페베네|서산이마트점|||카페베네|041-681-6232||충청남도 서산시 잠홍동 459-3|북카페||||||카페베네 서산이마트점|이마트서산점 지하1층|||80709
카페베네|보령동대점|||카페베네|041-934-6232||충청남도 보령시 동대동 476-41|세미나실;WIFI;PC사용가능;북카페|10:00~24:00|||||카페베네 보령동대점||||80709
카페베네|홍성오관점|||카페베네|041-631-6232||충청남도 홍성군 홍성읍 오관리 266|WIFI;PC사용가능;북카페;베이글인매장||||||카페베네 홍성오관점||||80709
카페베네|군산나운점|||카페베네|070-4258-6233||전라북도 군산시 나운동 100-14|WIFI;PC사용가능;베이글인매장||||||카페베네 군산나운점|유앤미프라자 1층 101호|||80709
카페베네|군산수송사거리점|||카페베네|070-4221-5448||전라북도 군산시 수송동 850-9|세미나실;WIFI;PC사용가능;북카페|09:00~24:00|||||카페베네 군산수송사거리점|제1층|||80709
카페베네|군산중앙점|||카페베네|070-4412-6232||전라북도 군산시 중앙로2가동 12-4|WIFI;PC사용가능;북카페|10:00~23:00|||||카페베네 군산중앙점||||80709
카페베네|공주중동점|||카페베네|041-857-6232||충청남도 공주시 중동 67-3|WIFI;PC사용가능;북카페||||||카페베네 공주중동점|1 2F|||80709
카페베네|청주분평점|||카페베네|043-286-6232||충청북도 청주시 흥덕구 분평동 1383|세미나실;WIFI;PC사용가능;북카페||||||카페베네 청주분평점|103 202호|||80709
카페베네|천안쌍용점|||카페베네|041-577-6232||충청남도 천안시 서북구 쌍용동 392-1|세미나실;WIFI;PC사용가능;북카페|09:30~23:30|||||카페베네 천안쌍용점|외 2필지 101|||80709
카페베네|청주지웰시티몰점|||카페베네|043-233-6231||충청북도 청주시 흥덕구 복대동 3379|WIFI;PC사용가능;북카페||||||카페베네 청주지웰시티몰점|신영지웰시티 1차상업시설 (229호)|||80709
카페베네|전남도청점|||카페베네|070-4135-6232||전라남도 무안군 삼향면 남악리 8293|WIFI;PC사용가능;북카페||||||카페베네 전남도청점|1층|||80709
카페베네|광주오일팔공원점|||카페베네|062-381-6233||광주광역시 서구 쌍촌동 1271-1|WIFI;24시간;PC사용가능;북카페|09:30~24:00|||||카페베네 광주오일팔공원점|1층 2층|||80709
카페베네|광주쌍촌점|||카페베네|062-385-6232||광주광역시 서구 쌍촌동 964-8|WIFI;PC사용가능;북카페||||||카페베네 광주쌍촌점|1층|||80709
카페베네|광주진월점|||카페베네|062-651-6232||광주광역시 남구 진월동 259|WIFI;24시간;PC사용가능;북카페;베이글인매장||||||카페베네 광주진월점|2동 1층 2층|||80709
카페베네|광주현대웰빙랜드점|||카페베네|062-511-6232||광주광역시 북구 운암동 118-14|WIFI;PC사용가능|09:00~24:00|||||카페베네 광주현대웰빙랜드점|1층|||80709
카페베네|김제검산점|||카페베네|063-544-6232||전라북도 김제시 검산동 844|WIFI;북카페;베이글인매장|09:00~24:00|||||카페베네 김제검산점|1층|||80709
카페베네|대구서구청점|||카페베네|053-563-1117|대구광역시 서구 국채보상로 225||WIFI;베이글인매장||||||카페베네 대구서구청점|(평리동)|||80709
카페베네|대구7호광장점|||카페베네|070-4175-0100|대구광역시 달서구 달구벌대로 1720||WIFI;북카페||||||카페베네 대구7호광장점|(두류동)|||80709
카페베네|대구침산점|||카페베네|053-351-2007||대구광역시 북구 고성동3가 11-1|WIFI;북카페|10:00~24:00|||||카페베네 대구침산점||||80709
카페베네|포항이동점|||카페베네|054-272-8228||경상북도 포항시 남구 대잠동 458-2|세미나실;WIFI;북카페;베이글인매장||||||카페베네 포항이동점||||80709
카페베네|문경시청점|||카페베네|054-554-9788|경상북도 문경시 매봉2길 32||WIFI;북카페||||||카페베네 문경시청점|(모전동)|||80709
카페베네|보문콜로세움점|||카페베네|054-743-7979|경상남도 경주시 보문로 132-16||WIFI;북카페|09:00~24:00|||||카페베네 보문콜로세움점|(북군동)|||80709
카페베네|포항두호점|||카페베네|054-251-0012||경상북도 포항시 북구 두호동 1097-2|WIFI;북카페||||||카페베네 포항두호점|101호|||80709
카페베네|제주연동점|||카페베네|070-4117-6232||제주특별자치도 제주시 연동 283-26|세미나실;WIFI;24시간;PC사용가능;베이글인매장||||||카페베네 제주연동점||||80709
카페베네|부산재송점|||카페베네|051-782-7733||부산광역시 해운대구 재송동 1044-12|WIFI;북카페|09:00~24:00|||||카페베네 부산재송점|1층|||80709
카페베네|김해휴앤락점|||카페베네|070-8882-5422|경상남도 김해시 내외중앙로 137||세미나실;WIFI;PC사용가능;북카페;베이글인매장|10:30~23:00|||||카페베네 김해휴앤락점|(내동 휴앤락몰)|||80709
카페베네|울산동구점|||카페베네|052 235 6232|울산광역시 동구 명덕로 4-1||WIFI;PC사용가능;북카페||||||카페베네 울산동구점|(서부동)|||80709
카페베네|다대포해수욕장점|||카페베네|070-8881-6323|부산광역시 사하구 다대로 684||WIFI;북카페||||||카페베네 다대포해수욕장점|(다대동 1층)|||80709
카페베네|부산사직운동장점|||카페베네|070-4252-6231||부산광역시 동래구 사직동 89-10|세미나실;WIFI;PC사용가능;북카페;베이글인매장|09:00~24:00|||||카페베네 부산사직운동장점|1층|||80709
카페베네|부산용호메트로점|||카페베네|070-8818-6232||부산광역시 남구 용호동 170|WIFI;북카페||||||카페베네 부산용호메트로점|1층|||80709
카페베네|부산남산점|||카페베네|051-518-3303||부산광역시 금정구 남산동 989-14|WIFI;PC사용가능;북카페;베이글인매장||||||카페베네 부산남산점|1 2층|||80709
카페베네|진주교대점|||카페베네|055-747-6006|경상남도 진주시 진양호로 342||WIFI;PC사용가능;북카페|09:00~23:00|||||카페베네 진주교대점|(신안동)|||80709
카페베네|대림대점|||카페베네|||경기도 안양시 동안구 비산1동 526-7대림대학 홍지관 2층 |세미나실;WIFI;24시간;PC사용가능;북카페||||||카페베네 대림대점||||80709
카페베네|인천지법부천지원점|||카페베네|||경기도 부천시 원미구 상동 445-11층 매점 내 |세미나실;WIFI;24시간;PC사용가능;북카페||||||카페베네 인천지법부천지원점||||80709
카페베네|세브란스치과대학점/|||카페베네||서울특별시 서대문구 성산로 250치과대학 2층 ||세미나실;WIFI;24시간;PC사용가능;북카페|10:00~24:00|||||카페베네 세브란스치과대학점/||||80709
카페베네|수원지법안산지원점|||카페베네|||경기도 안산시 단원구 고잔 1동1동 711|세미나실;WIFI;24시간;PC사용가능;북카페||||||카페베네 수원지법안산지원점||||80709
카페베네|제중관점|||카페베네||서울특별시 서대문구 성산로 250||세미나실;WIFI;24시간;PC사용가능;북카페||||||카페베네 제중관점|연세대학교제중관 지하2층|||80709
카페베네|연세의료원종합관점|||카페베네|||서울특별시 서대문구 신촌동 134|세미나실;WIFI;24시간;PC사용가능;북카페||||||카페베네 연세의료원종합관점|연세의료원 종합관 장례식장건물2층|||80709
카페베네|인천지방법원점|||카페베네|||인천광역시 남구 학익동 278-2|세미나실;WIFI;24시간;PC사용가능;북카페||||||카페베네 인천지방법원점|인천지방법원구내식당|||80709
카페베네|연세의료원점(학생식당)|||카페베네||서울특별시 서대문구 성산로 250||세미나실;WIFI;24시간;PC사용가능;북카페||||||카페베네 연세의료원점(학생식당)|연세대학교학생회관|||80709
카페베네|부천송내역점|||카페베네|032-655-5757||경기도 부천시 소사구 송내1동 708-2|WIFI;PC사용가능;북카페||||||카페베네 부천송내역점|1층|||80709
카페베네|일산대화역점|||카페베네|031-917-6232||경기도 고양시 일산서구 대화동 2205|WIFI||||||카페베네 일산대화역점|태진빌딩1층202|||80709
카페베네|서울대역점|||카페베네|02-3285-62323|서울특별시 관악구 남부순환로 1840||WIFI;24시간;북카페||||||카페베네 서울대역점|(봉천동 계림빌딩1층 지하1층)|||80709
카페베네|서울랜드점|||카페베네|02-509-6450||경기도 과천시 막계동 433|WIFI;북카페||||||카페베네 서울랜드점|서울랜드정문앞|||80709
카페베네|이수태평점|||카페베네|02-595-7781|서울특별시 동작구 동작대로27길 32||WIFI;북카페||||||카페베네 이수태평점|(사당동 1층)|||80709
카페베네|일산그랜드백화점점|||카페베네|031-924-6232|경기도 고양시 일산서구 중앙로 1436||WIFI|10:00~21:00|||||카페베네 일산그랜드백화점점|(주엽동 그랜드백화점지하2층일부|||80709
카페베네|삼양사거리점|||카페베네|02-981-6232|서울특별시 강북구 솔샘로 223||WIFI;북카페||||||카페베네 삼양사거리점|(미아동 2층)|||80709
카페베네|신정네거리역점|||카페베네|02-2693-6233|서울특별시 양천구 중앙로 259-1||WIFI;PC사용가능;북카페||||||카페베네 신정네거리역점|(신정동 1층)|||80709
카페베네|동인천역점|||카페베네|032-765-6232||인천광역시 중구 인현동 29-28|WIFI;PC사용가능;북카페|08:30~23:00|||||카페베네 동인천역점|31|||80709
카페베네|마포도화점|||카페베네|02-717-6232|서울특별시 마포구 도화길 27||WIFI;북카페||||||카페베네 마포도화점|(도화동 성진빌딩1층)|||80709
카페베네|봉천현대시장점|||카페베네|02-3285-6233||서울특별시 관악구 봉천동 501-4|WIFI;북카페||||||카페베네 봉천현대시장점||||80709
카페베네|일산탄현역점|||카페베네|031-916-6232||경기도 고양시 일산서구 탄현동 1563-7|WIFI;북카페|08:00~02:00|||||카페베네 일산탄현역점|예성프라자2차 1층|||80709
카페베네|삼육대점|||카페베네|070-4222-6233||경기도 남양주시 별내면 558-65|WIFI;북카페||||||카페베네 삼육대점|외1필지 (불암로25-39)|||80709
카페베네|인천서구청점|||카페베네|032-563-6232|인천광역시 서구 서곶로301번길 7-1||WIFI;PC사용가능;북카페||||||카페베네 인천서구청점|101 (심곡동 세광빌딩)|||80709
카페베네|인천논현한화지구점|||카페베네|032-423-1416||인천광역시 남동구 논현동 649-4|WIFI;북카페|09:00~24:00|||||카페베네 인천논현한화지구점|105 106 202 203호|||80709
카페베네|부천중동현대점|||카페베네|032-326-6236||경기도 부천시 원미구 중동 1163-13|WIFI;북카페|09:00~02:00|||||카페베네 부천중동현대점|1층101호|||80709
카페베네|인천신포점|||카페베네|032-765-7656||인천광역시 중구 신포동 40|WIFI;북카페||||||카페베네 인천신포점|1층 지하1층|||80709
카페베네|문막휴게소점|||카페베네|||강원도 원주시 문막읍 동화리 113|||||||카페베네 문막휴게소점||||80709
카페베네|인천청학시대상가점|||카페베네|032-851-6232|인천광역시 연수구 용담로 11||WIFI;북카페|09:00~24:00|||||카페베네 인천청학시대상가점|(청학동 시대아파트상가지하층 101호)|||80709
카페베네|대성리역점|||카페베네|031-584-9520|경기도 가평군 청평면 경춘로 104||WIFI;북카페||||||카페베네 대성리역점||||80709
카페베네|영등포구청점|||카페베네|02-2672-6232|서울특별시 영등포구 당산로 138||WIFI;북카페||||||카페베네 영등포구청점|(당산동3가)|||80709
카페베네|김포사우점|||카페베네|031-998-6234||경기도 김포시 사우동 942|WIFI;북카페|월 화 : 07:00~19:40 / 수 목 : 07:00~21:00 / 금 일 : 24시간|||||카페베네 김포사우점||||80709
카페베네|수원방죽역점|||카페베네|031-206-4333||경기도 수원시 영통구 영통동 976-13|WIFI;PC사용가능;북카페||||||카페베네 수원방죽역점|1층|||80709
카페베네|오산대점|||카페베네|070-7699-7382||경기도 오산시 궐동 652-3|WIFI;북카페||||||카페베네 오산대점|1층|||80709
카페베네|성남신구대점|||카페베네|031-747-6232||경기도 성남시 중원구 금광동 3117|WIFI;북카페|10:00~23:00|||||카페베네 성남신구대점|1층|||80709
카페베네|천호역점|||카페베네|02-476-6232||서울특별시 강동구 성내2동 9-14|세미나실;WIFI;북카페|08:00~02:00|||||카페베네 천호역점|102 103|||80709
카페베네|산본역점|||카페베네|031-399-8201||경기도 군포시 산본동 1134-2|WIFI;북카페;베이글인매장||||||카페베네 산본역점|신명빌딩제1008호1009호2006호|||80709
카페베네|무교동사거리점|||카페베네|02-732-6232||서울특별시 종로구 서린동 128-2|WIFI;북카페||||||카페베네 무교동사거리점||||80709
카페베네|공릉역점|||카페베네|070-4192-6231||서울특별시 노원구 공릉동 386-1|WIFI;PC사용가능;북카페|08:00~01:30|||||카페베네 공릉역점||||80709
카페베네|상계역점|||카페베네|070-7753-6231||서울특별시 노원구 중계동 142-3|WIFI;PC사용가능;북카페||||||카페베네 상계역점|1층|||80709
카페베네|불광역점|||카페베네|02-353-6232||서울특별시 은평구 불광동 281-101|WIFI||||||카페베네 불광역점|1층|||80709
카페베네|평촌역점|||카페베네|031-387-6232||경기도 안양시 동안구 관양동 1606|WIFI;24시간;베이글인매장|월 금 : 07:30~23:00 / 토 : 09:00~23:00 / 일 10:00~23:0|||||카페베네 평촌역점|평촌주공공이 106|||80709
카페베네|성남수진역점|||카페베네|031-754-6232||경기도 성남시 중원구 성남동 2126|WIFI;북카페||||||카페베네 성남수진역점||||80709
카페베네|강릉안목항점|||카페베네|070-8825-6232||강원도 강릉시 견소동 3-1|WIFI;북카페||||||카페베네 강릉안목항점||||80709
카페베네|길음역점|||카페베네|02-953-6232|서울특별시 성북구 정릉로 376||WIFI;북카페|08:30~24:00|||||카페베네 길음역점|(돈암동 BR빌딩B2)|||80709
카페베네|야탑중앙점|||카페베네|031-8017-6233||경기도 성남시 분당구 야탑동 361-1|WIFI;북카페|08:00~01:00|||||카페베네 야탑중앙점||||80709
카페베네|남양주진접지구점|||카페베네|031-575-6231|경기도 남양주시 진접읍 해밀예당1로 50-47||세미나실;WIFI;PC사용가능;북카페||||||카페베네 남양주진접지구점|(리첸타워101호)|||80709
카페베네|명동점|||카페베네|02-3789-6232|서울특별시 중구 퇴계로 125||WIFI;북카페||||||카페베네 명동점|(충무로2가)|||80709
카페베네|장평점|||카페베네|02-2212-2745||서울특별시 동대문구 장안동 365-1|WIFI;24시간;북카페|08:30 ~ 23:30|||||카페베네 장평점||||80709
카페베네|남한산성역점|||카페베네|031-731-2301||경기도 성남시 수정구 양지동 857|WIFI;북카페||||||카페베네 남한산성역점||||80709
카페베네|회기역점|||카페베네|070-4409-6232||서울특별시 동대문구 휘경동 264-2지상1층 107호 108호 |WIFI;북카페||||||카페베네 회기역점||||80709
카페베네|선산(하)휴게소점|||카페베네|없음||경상북도 구미시 부곡동 65||09:00~10:00|||||카페베네 선산(하)휴게소점||||80709
카페베네|파주운정점|||카페베네|070-8818-7922|경기도 파주시 와석순환로 133||WIFI||||||카페베네 파주운정점|(동패동 형성프라자 111호)|||80709
카페베네|웨스턴돔B동점|||카페베네|031-901-3002|경기도 고양시 일산동구 정발산로 24||WIFI;북카페||||||카페베네 웨스턴돔B동점|제아이 208호|||80709
카페베네|신림역점|||카페베네|02-885-6232||서울특별시 관악구 신림동 1640-3|WIFI;24시간;PC사용가능;북카페|24시간|||||카페베네 신림역점||||80709
카페베네|나무정원병원점|||카페베네||||세미나실;WIFI;24시간;PC사용가능;북카페||||||카페베네 나무정원병원점||||80709
카페베네|울산간절곶|||카페베네|052-237-6232|울산광역시 울주군 서생면 간절곶해안길 205||WIFI;북카페||||||카페베네 울산간절곶|(2층)|||80709
카페베네|장승포점|||카페베네|055-682-3010|경상남도 거제시 장승로 146-23||WIFI;PC사용가능;북카페||||||카페베네 장승포점|(장승포동)|||80709
카페베네|대구수성점|||카페베네|053-744-6588||대구광역시 수성구 수성동 3가 322-1|세미나실;WIFI;북카페|일~목 11:00~22:00/ 금~토 11:00~23:00|||||카페베네 대구수성점||||80709
카페베네|여주(상)휴게소점|||카페베네|031-882-2900|경기 여주시 가남읍 화평길 116||||||||카페베네 여주(상)휴게소점||||80709
카페베네|이천로데오점|||카페베네|031-633-5555|경기도 이천시 중리천로81번길 16||세미나실;WIFI;24시간;북카페||||||카페베네 이천로데오점|(창전동 2층)|||80709
카페베네|익산모현점|||카페베네|063-856-6232||전라북도 익산시 모현동 1가 854|WIFI;PC사용가능;북카페|09:00~23:00|||||카페베네 익산모현점||||80709
카페베네|이마트봉담점|||카페베네|031-225-6230|경기도 화성시 봉담읍 효행로 278||WIFI;북카페||||||카페베네 이마트봉담점|지하1층|||80709
카페베네|속초대포항점|||카페베네|033-637-8880||강원도 속초시 대포동 956-5|WIFI;북카페||||||카페베네 속초대포항점||||80709
카페베네|신도림TM점|||카페베네|02-868-9911|서울특별시 구로구 구로동 새말로 97||WIFI|월~토 08:00~24:00/ 일 09:00~24:00)|||||카페베네 신도림TM점|(신도림테크노마트 1층 4호)|||80709
카페베네|김해어방점|||카페베네|055-325-9777||경상남도 김해시 어방동 1088-7|WIFI;PC사용가능;북카페|11:00~24:00|||||카페베네 김해어방점|1층|||80709
카페베네|대구용산점|||카페베네|070-4245-6231|대구광역시 달서구 평리로 62||세미나실;WIFI;PC사용가능;북카페||||||카페베네 대구용산점|(용산동 932-1)|||80709
카페베네|인천검단사거리점|||카페베네|032-567-6437|인천광역시 서구 완정로 180||WIFI;북카페||||||카페베네 인천검단사거리점|(마전동 동화빌딩1층)|||80709
카페베네|인천호구포역점|||카페베네|032-464-6232|인천광역시 남동구 논현로 46번길 22||WIFI;북카페|주중 09:00~01:00/ 주말 09:00~02:00)|||||카페베네 인천호구포역점|(논현동 코아루파크 에이동)|||80709
카페베네|연세의료원abmrc점|||카페베네|||서울특별시 서대문구 신촌동 134|세미나실;WIFI;24시간;PC사용가능;북카페||||||카페베네 연세의료원abmrc점|연세의료원 ABMRC|||80709
카페베네|상현역점|||카페베네|031-215-5432|경기도 용인시 수지구 광교중앙로 314||WIFI;PC사용가능;북카페||||||카페베네 상현역점|(상현동 108 109호)|||80709
카페베네|경산성암점|||카페베네|053-811-2552|경상북도 경산시 삼성현로 168||WIFI;PC사용가능;북카페|09:00~24:00|||||카페베네 경산성암점|(사정동)|||80709
카페베네|제주중앙병원점|||카페베네|064-711-0807|제주특별자치도 제주시 월랑로 91||WIFI||||||카페베네 제주중앙병원점|(이호이동)|||80709
카페베네|천안펜타포트|||카페베네|041-534-6232|||WIFI;북카페||||||카페베네 천안펜타포트|지하2층 B|||80709
카페베네|구미문성못점|||카페베네|054-453-8012|경상북도 구미시 고아읍 들성로 177||WIFI;PC사용가능;북카페|09:00~23:00|||||카페베네 구미문성못점|1동 1층|||80709
카페베네|양산범어점|||카페베네|055-365-6232|경상남도 양산시 물금읍 화합길 37||WIFI;북카페|10:00~23:00|||||카페베네 양산범어점||||80709
카페베네|독산역점|||카페베네|02-6954-4441|서울특별시 금천구 가산디지털1로 1||WIFI;PC사용가능;북카페||||||카페베네 독산역점|(가산동 더루벤스밸리 109-2호)|||80709
카페베네|장유코아점|||카페베네|055-335-6232|경상남도 김해시 장유면 장유로 230||세미나실;WIFI;PC사용가능;베이글인매장||||||카페베네 장유코아점|성환프리마빌딩 101호|||80709
카페베네|청주봉명점|||카페베네|043-263-6232|충청북도 청주시 흥덕구 덕암로 30번길 44||세미나실;WIFI;PC사용가능;북카페|08:00~24:00|||||카페베네 청주봉명점|(봉명동)|||80709
카페베네|울산정자해변점|||카페베네|052-291-0630|울산광역시 북구 동해안로 1615||WIFI;PC사용가능;북카페||||||카페베네 울산정자해변점|(산하동)|||80709
카페베네|용인동백CGV점|||카페베네|031-679-0610|경기도 용인시 기흥구 동백죽전대로 444||WIFI;PC사용가능;북카페||||||카페베네 용인동백CGV점|(중동 쥬네브6004호)|||80709
카페베네|대구이곡점|||카페베네|053-593-4010|대구광역시 달서구 이곡공원로 24||세미나실;WIFI;PC사용가능;북카페|09:00~24:00|||||카페베네 대구이곡점|(이곡동)|||80709
카페베네|춘천CGV점|||카페베네|033-264-4302||강원도 춘천시 석사동 885-3|세미나실;WIFI;북카페||||||카페베네 춘천CGV점|넥서스프라자 1층|||80709
카페베네|신림고시촌점|||카페베네|070-4235-6232|서울특별시 관악구 신림로 85||WIFI;북카페||||||카페베네 신림고시촌점|(신림동 1층)|||80709
카페베네|충무로역점|||카페베네|02-2279-6232|서울특별시 중구 퇴계로 189||WIFI;북카페|09:00~24:00|||||카페베네 충무로역점|(필동1가 1층)|||80709
카페베네|부산기장점|||카페베네|051-721-1021||부산광역시 기장군 기장읍 동부리 124-3|WIFI;북카페|09:00~24:00|||||카페베네 부산기장점|1층|||80709
카페베네|소래포구점|||카페베네|032-423-7666|인천광역시 남동구 소래역로 20||세미나실;WIFI;북카페||||||카페베네 소래포구점|(논현동 베스트프라자 1층 106호)|||80709
카페베네|서울고교사거리점|||카페베네|070-7778-6630|서울특별시 서초구 명달로 43||세미나실;WIFI;북카페||||||카페베네 서울고교사거리점|(방배동 1층)|||80709
카페베네|구리돌다리점|||카페베네|031-564-6232|경기도 구리시 경춘로 244번길 B (수택동 1층) ||WIFI;북카페|09:00~24:00|||||카페베네 구리돌다리점||||80709
카페베네|거제아주점|||카페베네|055-682-6232||경상남도 거제시 아주동 아주도시개발사업지구 21블럭 9로트 1층 |세미나실;WIFI;북카페||||||카페베네 거제아주점||||80709
카페베네|대구동구시장점|||카페베네|053-745-0019|대구광역시 동구 효목로 5||WIFI;북카페||||||카페베네 대구동구시장점|(효목동 1 2층)|||80709
카페베네|안성점|||카페베네|031-671-6232|경기도 안성시 중앙로 402||세미나실;WIFI;북카페|09:00~23:00|||||카페베네 안성점|(동본동)|||80709
카페베네|고신의대점|||카페베네|051-256-6173|부산광역시 서구 감천로 262||WIFI;북카페||||||카페베네 고신의대점|(암남동 고신대학교 의과대학)|||80709
카페베네|거제옥포점|||카페베네|055-687-6232|경상남도 거제시 옥포로 206||WIFI;북카페||||||카페베네 거제옥포점|(옥포동 1층)|||80709
카페베네|아산이마트트레이더스점|||카페베네|070-7776-6233|충청남도 아산시 배방읍 고속철대로 133||WIFI|08:30~24:00|||||카페베네 아산이마트트레이더스점|(1층)|||80709
