##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@맘스터치
맘스터치|울산진장CGV점|||맘스터치|052-980-1010|울산광역시 북구 진장유통로 51-10||||||||맘스터치 울산진장CGV점||||80622
맘스터치|울산복산점|||맘스터치|052-285-2020|울산광역시 중구 복산동 화합로 479||||||||맘스터치 울산복산점||||80622
맘스터치|전북순창점|||맘스터치|063-653-6787|전라북도 순창군 순창읍 장류로 362||||||||맘스터치 전북순창점||||80622
맘스터치|일산마두역점|||맘스터치|031-901-3212|경기도 고양시 일산동구 강석로 123||||||||맘스터치 일산마두역점|A동 140호|||80622
맘스터치|안산홈플러스점|||맘스터치|031-484-8282|경기도 안산시 상록구 충장로 432||||||||맘스터치 안산홈플러스점|1층|||80622
맘스터치|부산남구청점|||맘스터치|051-637-1010|부산광역시 남구 못골로 40||||||||맘스터치 부산남구청점|2층|||80622
맘스터치|한티역점|||맘스터치|02-6235-4868|선릉로64길 11-2||||||||맘스터치 한티역점|1층|||80622
맘스터치|부천옥길점|||맘스터치|032-344-6257|경기도 부천시 범안로219번길 19||||||||맘스터치 부천옥길점|1층|||80622
맘스터치|남양주다산진건점|||맘스터치|031-555-2299|경기도 남양주시 다산순환로 424||||||||맘스터치 남양주다산진건점|2층|||80622
맘스터치|천안역점|||맘스터치|041-566-9289|충청남도 천안시 동남구 대흥로 227||||||||맘스터치 천안역점|1층|||80622
맘스터치|대치동학원가점|||맘스터치|02-3437-8383|서울시 강남구 삼성로 229||||||||맘스터치 대치동학원가점|1층|||80622
맘스터치|제주성산점|||맘스터치|064-782-9995|제주특별자치도 서귀포시 성산읍 일주동로 4234||||||||맘스터치 제주성산점||||80622
맘스터치|대전카이스트점|||맘스터치|070-4233-1112|대전광역시 유성구 어은로42번길 5||||||||맘스터치 대전카이스트점|1층|||80622
맘스터치|경주용황점|||맘스터치|054-744-3399|경상북도 경주시 용황구획4길 41||||||||맘스터치 경주용황점||||80622
맘스터치|구산역점|||맘스터치|02-385-1977|서울 은평구 연서로 128||||||||맘스터치 구산역점|(역촌동)|||80622
맘스터치|구로디지털단지역점|||맘스터치|02-853-8864|서울 구로구 시흥대로 577||||||||맘스터치 구로디지털단지역점|(구로동),1층|||80622
맘스터치|남양주금곡점|||맘스터치|031-593-9998|경기도 남양주시 경춘로 996||||||||맘스터치 남양주금곡점||||80622
맘스터치|전주만성지구점|||맘스터치|063-211-8866|전북 전주시 덕진구 만성중앙로 56||||||||맘스터치 전주만성지구점|(만성동)|||80622
맘스터치|경북예천점|||맘스터치|054-654-0001|경상북도 예천군 예천읍 중앙로 78||||||||맘스터치 경북예천점||||80622
맘스터치|개봉역점|||맘스터치|02-2060-9370|서울 구로구 남부순환로97길 3||||||||맘스터치 개봉역점|(개봉동),2층|||80622
맘스터치|충북단양점|||맘스터치|043-421-0915|충북 단양군 단양읍 삼봉로 293-1||||||||맘스터치 충북단양점|2층|||80622
맘스터치|경남고성점|||맘스터치|055-674-5829|경상남도 고성군 고성읍 송학로 149번길 2||||||||맘스터치 경남고성점|1층|||80622
맘스터치|경산중산점|||맘스터치|053-815-8700|경북 경산시 펜타힐즈2로 37||||||||맘스터치 경산중산점|(중산동),1층|||80622
맘스터치|영등포역점|||맘스터치|02-2679-9786|서울특별시 영등포구 영중로 16-1||||||||맘스터치 영등포역점|1,2층|||80622
맘스터치|화곡역점|||맘스터치|02-2606-9096|서울 강서구 화곡로 145||||||||맘스터치 화곡역점|(화곡동),1층|||80622
맘스터치|구로신도림점|||맘스터치|02-2068-8563|서울 구로구 경인로59길 8||||||||맘스터치 구로신도림점|(신도림동),태영프라자 207호,2층|||80622
맘스터치|하동진교점|||맘스터치|055-882-0809|경남 하동군 진교면 진교시장길 17-15||||||||맘스터치 하동진교점|1층|||80622
맘스터치|부산센텀점|||맘스터치|051-783-8259|부산광역시 해운대구 센텀중앙로 90||||||||맘스터치 부산센텀점|1층|||80622
맘스터치|경북도청점|||맘스터치|054-655-0092|경북 예천군 호명면 새움2로 18||||||||맘스터치 경북도청점||||80622
맘스터치|의정부금오지구점|||맘스터치|031-851-8510|경기 의정부시 청사로47번길 18||||||||맘스터치 의정부금오지구점|(금오동)|||80622
맘스터치|일산가좌점|||맘스터치|031-922-2252|경기도 고양시 일산서구 가좌3로 25||||||||맘스터치 일산가좌점|1층|||80622
맘스터치|경남사천점|||맘스터치|055-852-2266|경상남도 사천시 사천읍 평화1길 15||||||||맘스터치 경남사천점|1층|||80622
맘스터치|안양석수점|||맘스터치|031-471-6070|경기도 안양시 만안구 충훈로 83||||||||맘스터치 안양석수점||||80622
맘스터치|대전대점|||맘스터치|042-273-3000|대전광역시 동구 대학로 62-29||||||||맘스터치 대전대점|2층|||80622
맘스터치|다대낫개역점|||맘스터치|051-262-9003|부산광역시 사하구 다대로 429번길 15||||||||맘스터치 다대낫개역점||||80622
맘스터치|중화역점|||맘스터치|02-433-3309|서울 중랑구 동일로 812||||||||맘스터치 중화역점|(중화동)|||80622
맘스터치|강동강일점|||맘스터치|02-429-8854|서울특별시 강동구 아리수로93길 27||||||||맘스터치 강동강일점|강일타워|||80622
맘스터치|서울시청점|||맘스터치|02-3789-8503|서울시 중구 무교로 12||||||||맘스터치 서울시청점|(무교동21-3),2층|||80622
맘스터치|수원곡반점|||맘스터치|031-222-3474|경기 수원시 권선구 곡선로 48||||||||맘스터치 수원곡반점|(곡반정동),1층|||80622
맘스터치|동두천지행점|||맘스터치|031-862-9995|경기 동두천시 중앙로 134-26||||||||맘스터치 동두천지행점|(지행동)|||80622
맘스터치|미사역점|||맘스터치|031-794-6969|경기도 하남시 미사강변중앙로 204번길 45||||||||맘스터치 미사역점|1층|||80622
맘스터치|오산수청점|||맘스터치|031-376-9292|경기 오산시 내삼미로 93||||||||맘스터치 오산수청점|(수청동),백현프라자 1층|||80622
맘스터치|인천하늘도시점|||맘스터치|032-751-9669|인천 중구 하늘별빛로65번길 11||||||||맘스터치 인천하늘도시점|(중산동),1층|||80622
맘스터치|구리한대병원점|||맘스터치|031-555-0802|경기도 구리시 경춘로 168||||||||맘스터치 구리한대병원점|1층|||80622
맘스터치|해군교육사령부점(기초군사학교)|||맘스터치|055-544-1004|경상남도 창원시 진해구 진희로 111||||||||맘스터치 해군교육사령부점(기초군사학교)|1층 ( 경화동,복지관)|||80622
맘스터치|부산동래메가점|||맘스터치|051-553-5000|부산광역시 동래구 명륜로 129번길 2||||||||맘스터치 부산동래메가점|2층|||80622
맘스터치|충북광혜원점|||맘스터치|043-536-0880|충청북도 진천군 광혜원면 중리1길 5||||||||맘스터치 충북광혜원점|1층|||80622
맘스터치|양산에덴밸리점|||맘스터치|055-379-8054|경상남도 양산시 원동면 어실로 1206||||||||맘스터치 양산에덴밸리점|2층|||80622
맘스터치|세종대평점|||맘스터치|044-866-9289|세종특별자치시 시청대로 20||||||||맘스터치 세종대평점|1층|||80622
맘스터치|양주옥정중앙점|||맘스터치|031-862-7750|경기도 양주시 옥정로 196||||||||맘스터치 양주옥정중앙점|1층|||80622
맘스터치|위례중앙점|||맘스터치|02-400-5833|서울특별시 송파구 위례광장로 270||||||||맘스터치 위례중앙점||||80622
맘스터치|경북영덕점|||맘스터치|054-732-1003|경상북도 영덕군 영덕읍 덕곡길 106-1||||||||맘스터치 경북영덕점|1층|||80622
맘스터치|대전대흥동점|||맘스터치|042-242-5214|대전광역시 중구 선화서로 7||||||||맘스터치 대전대흥동점|1층|||80622
맘스터치|광주양산점|||맘스터치|062-572-9231|광주광역시 북구 양산택지로 57||||||||맘스터치 광주양산점|1층|||80622
맘스터치|포항우현점|||맘스터치|054-254-7004|경북 포항시 북구 우창동로 41||||||||맘스터치 포항우현점|(우현동)|||80622
맘스터치|용인둔전점|||맘스터치|031-333-9991|경기도 용인시 처인구 포곡읍 포곡로 99||||||||맘스터치 용인둔전점|1층|||80622
맘스터치|전주안골점|||맘스터치|063-242-1115|전북 전주시 덕진구 안덕원로 246||||||||맘스터치 전주안골점|(인후동1가),1층|||80622
맘스터치|노원중계점|||맘스터치|02-931-0777|서울 노원구 한글비석로 233||||||||맘스터치 노원중계점|(중계동),1층|||80622
맘스터치|영등포문래점|||맘스터치|02-562-2707|서울 영등포구 문래로 77||||||||맘스터치 영등포문래점|(문래동3가),1층|||80622
맘스터치|의정부신곡점|||맘스터치|031-878-3309|경기도 의정부시 신곡동 발곡로 27||||||||맘스터치 의정부신곡점|1층|||80622
맘스터치|강원횡성점|||맘스터치|033-343-6999|강원도 횡성군 횡성읍 태기로 36||||||||맘스터치 강원횡성점|1층|||80622
맘스터치|아산풍기점|||맘스터치|041-531-9282|충남 아산시 어의정로 184||||||||맘스터치 아산풍기점|1층|||80622
맘스터치|시흥배곧1호점|||맘스터치|031-497-3399|경기도 시흥시 서울대학로278번길 43-7||||||||맘스터치 시흥배곧1호점|(정왕동),1층|||80622
맘스터치|통영중앙점|||맘스터치|055-648-1999|경상남도 통영시 중앙로 141||||||||맘스터치 통영중앙점|1층|||80622
맘스터치|청주가경강서점|||맘스터치|043-233-7915|충북 청주시 흥덕구 서현북로 60||||||||맘스터치 청주가경강서점|1층|||80622
맘스터치|구리갈매점|||맘스터치|031-574-4600|경기도 구리시 갈매중앙로 89-10||||||||맘스터치 구리갈매점|1층|||80622
맘스터치|봉천현대시장점|||맘스터치|02-876-1019|서울 관악구 양녕로 43||||||||맘스터치 봉천현대시장점|1층|||80622
맘스터치|남양주청학점|||맘스터치|031-846-0222|경기도 남양주시 별내면 청학로중앙길 13-23||||||||맘스터치 남양주청학점||||80622
맘스터치|마곡역홈앤쇼핑점|||맘스터치|02-2661-4992|서울 강서구 공항대로 140||||||||맘스터치 마곡역홈앤쇼핑점|(마곡동,마곡엠밸리12단지),1층|||80622
맘스터치|금천시흥사거리점|||맘스터치|02-804-7779|서울특별시 금천구 시흥대로 204||||||||맘스터치 금천시흥사거리점|(시흥동),1층|||80622
맘스터치|강동역점|||맘스터치|02-471-2030|서울 강동구 성안로 149||||||||맘스터치 강동역점|(천호동),1층|||80622
맘스터치|아차산역점|||맘스터치|02-453-7780|서울 광진구 천호대로 655||||||||맘스터치 아차산역점|(중곡동),2층|||80622
맘스터치|일산국립암센터점|||맘스터치|031-920-0263|경기도 고양시 일산동구 일산로 323||||||||맘스터치 일산국립암센터점|1층|||80622
맘스터치|마포대흥역점|||맘스터치|02-704-2800|서울 마포구 백범로 99||||||||맘스터치 마포대흥역점|(대흥동),1층|||80622
맘스터치|상계역점|||맘스터치|02-939-5279|서울 노원구 덕릉로83길 26||||||||맘스터치 상계역점|(중계동),2층|||80622
맘스터치|울산동구현대점|||맘스터치|052-250-4955|울산광역시 동구 방어진순환도로 899||||||||맘스터치 울산동구현대점|현대백화점 B1층|||80622
맘스터치|울산문현점|||맘스터치|052-232-1620|울산광역시 동구 문현2길 5||||||||맘스터치 울산문현점|1층|||80622
맘스터치|용인역북점|||맘스터치|031-333-0220|경기 용인시 처인구 명지로16번길 9-23||||||||맘스터치 용인역북점|(역북동)|||80622
맘스터치|고대하나스퀘어점|||맘스터치|02-3290-2635|서울 성북구 인촌로22길 6-3||||||||맘스터치 고대하나스퀘어점|하나스퀘어 지하1층|||80622
맘스터치|한성대입구역점|||맘스터치|02-742-5185|서울시 성북구 삼선교로 8-1||||||||맘스터치 한성대입구역점|(삼선동1가 8-1) 1층|||80622
맘스터치|메가박스웅천점|||맘스터치||전라남도 여수시 신월로 96||||||||맘스터치 메가박스웅천점||||80622
맘스터치|부산문현금융단지점|||맘스터치|051-636-1112|부산광역시 남구 문현금융로 22||||||||맘스터치 부산문현금융단지점|2층|||80622
맘스터치|평택이충점|||맘스터치|031-668-1112|경기 평택시 이충로35번길 28||||||||맘스터치 평택이충점|(이충동)|||80622
맘스터치|마곡LG사이언스파크점|||맘스터치|*특수매장으로 일반전화가 없습니다|서울 강서구 마곡중앙10로 10||||||||맘스터치 마곡LG사이언스파크점|(마곡동) E동 지하1층|||80622
맘스터치|김해한림점|||맘스터치|055-345-1199|경상남도 김해시 한림면 김해대로 1464||||||||맘스터치 김해한림점|104호|||80622
맘스터치|천안불무점|||맘스터치|041-565-6688|충남 천안시 서북구 불당23로 70||||||||맘스터치 천안불무점|(불당동) 정우프라자 1층|||80622
맘스터치|김해메가마트점|||맘스터치|055-335-0203|경상남도 김해시 김해대로 2492번길 20||||||||맘스터치 김해메가마트점|김해메가마트|||80622
맘스터치|광주상무점|||맘스터치|062-376-0010|광주 서구 치평로 79||||||||맘스터치 광주상무점|(치평동) 상무프라자|||80622
맘스터치|세종국책연구소점|||맘스터치|*특수매장으로 일반전화가 없습니다|세종특별자치시 시청대로 370||||||||맘스터치 세종국책연구소점|세종국책연구단지 B1층|||80622
맘스터치|화성남양점|||맘스터치|031-357-0492||경기도 화성시 남양읍 남양리 1189-2|||||||맘스터치 화성남양점||||80622
맘스터치|수원정자점|||맘스터치|031-268-1231|경기 수원시 장안구 대평로 80||||||||맘스터치 수원정자점|(정자동),2층|||80622
맘스터치|경남하동점|||맘스터치|055-884-0177|경상남도 하동군 하동읍 시장1길 25||||||||맘스터치 경남하동점||||80622
맘스터치|강릉유천점|||맘스터치|033-655-9272|강원 강릉시 선수촌로 67||||||||맘스터치 강릉유천점|(홍제동)|||80622
맘스터치|대구논공점|||맘스터치|053-614-3165|대구시 달성군 논공읍 논공로23길 1||||||||맘스터치 대구논공점||||80622
맘스터치|대구구지점|||맘스터치|053-616-7782|대구 달성군 구지면 과학마을로 60||||||||맘스터치 대구구지점||||80622
맘스터치|은평불광1호점|||맘스터치|02-382-7005|서울시 은평구 불광로 80||||||||맘스터치 은평불광1호점||||80622
맘스터치|울산청량점|||맘스터치|052-267-9991|울산 울주군 청량면 상남길 54||||||||맘스터치 울산청량점|대산빌딩 104호 맘스터치|||80622
맘스터치|김포트레이더스점|||맘스터치|031-984-9880|경기도 김포시 김포대로 715||||||||맘스터치 김포트레이더스점||||80622
맘스터치|정관CGV점|||맘스터치|070-8801-9797|부산광역시 기장군 정관읍 정관중앙로 45||||||||맘스터치 정관CGV점|910호|||80622
맘스터치|남성역점|||맘스터치|02-533-7782|서울 동작구 사당로 191||||||||맘스터치 남성역점|(사당동)|||80622
맘스터치|미사강변대로점|||맘스터치|031-793-0605|경기도 하남시 미사강변대로 80||||||||맘스터치 미사강변대로점|그린프라자 2층|||80622
맘스터치|동탄11자상가점|||맘스터치|031-377-8389|경기 화성시 동탄순환대로 690||||||||맘스터치 동탄11자상가점|(영천동) 애플스퀘어 101호|||80622
맘스터치|창동역점|||맘스터치|02-900-7925|서울특별시 도봉구 노해로 63길 67||||||||맘스터치 창동역점||||80622
맘스터치|광주곤지암점|||맘스터치|031-797-1436|경기 광주시 곤지암읍 곤지암로 36||||||||맘스터치 광주곤지암점|1층|||80622
맘스터치|인천서창2지구점|||맘스터치|032-473-3382|인천 남동구 서창남순환로215번길 27||||||||맘스터치 인천서창2지구점|(서창동)|||80622
맘스터치|춘천메가박스점|||맘스터치|033-253-8800|강원 춘천시 춘천로17번길 17||||||||맘스터치 춘천메가박스점|(온의동) 뉴타운 1층 105호|||80622
맘스터치|창원상남점|||맘스터치|055-262-2269|경남 창원시 성산구 마디미로16번길 3||||||||맘스터치 창원상남점|2층|||80622
맘스터치|미아사거리역점|||맘스터치|02-6326-9707|서울 강북구 도봉로10길 26||||||||맘스터치 미아사거리역점|(미아동) 1층,B1층|||80622
맘스터치|동의의료원점|||맘스터치|051-868-0991|부산 부산진구 양정로 52-57||||||||맘스터치 동의의료원점|(양정동) 동의의료원 본관|||80622
맘스터치|신금호역점|||맘스터치|02-2296-8982|서울 성동구 금호로 160||||||||맘스터치 신금호역점|(금호동1가) 1층|||80622
맘스터치|구파발역점|||맘스터치|02-385-8500|서울 은평구 진관3로 21||||||||맘스터치 구파발역점|(진관동) 엘크루상가 124호|||80622
맘스터치|(신)원주단계점|||맘스터치|033-742-8292|강원 원주시 장미공원길 75-10||||||||맘스터치 (신)원주단계점|(단계동)|||80622
맘스터치|논산연무점|||맘스터치|041-742-0114|충남 논산시 연무읍 안심로 112||||||||맘스터치 논산연무점||||80622
맘스터치|파주금촌역점|||맘스터치|031-948-7666|경기도 파주시 새꽃로 196||||||||맘스터치 파주금촌역점||||80622
맘스터치|남양주장현점|||맘스터치|031-572-3373|경기도 남양주시 진접읍 봉현로 25||||||||맘스터치 남양주장현점|1층|||80622
맘스터치|시흥휴게소점|||맘스터치|070-4229-3255||경기도 시흥시 조남동 산15-10|||||||맘스터치 시흥휴게소점||||80622
맘스터치|일산대화역점|||맘스터치|031-923-3269|경기도 고양시 일산서구 중앙로 1581||||||||맘스터치 일산대화역점|1층|||80622
맘스터치|송파마천점1|||맘스터치|02-402-1144|서울 송파구 마천로 315||||||||맘스터치 송파마천점1|아울렛라이프상가 1층|||80622
맘스터치|천안쌍용고점|||맘스터치|041-592-0011|충남 천안시 서북구 월봉2길 16||||||||맘스터치 천안쌍용고점|101호 1층|||80622
맘스터치|신정네거리역점|||맘스터치|02-2065-7779|서울 양천구 중앙로 269||||||||맘스터치 신정네거리역점|(신정동)|||80622
맘스터치|중곡역점|||맘스터치|02-462-3300|서울 광진구 능동로 409-1||||||||맘스터치 중곡역점|(중곡동) 1,2층|||80622
맘스터치|대전가오점|||맘스터치|042-282-3001|대전시 동구 은어송로 42-3||||||||맘스터치 대전가오점|1층|||80622
맘스터치|포미점|||맘스터치|061-273-9282|전남 목포시 용해지구로 2||||||||맘스터치 포미점||||80622
맘스터치|충북대소점|||맘스터치|043-882-9997|충북 음성군 대소면 대동로 876||||||||맘스터치 충북대소점|1층|||80622
맘스터치|의령점|||맘스터치|055-572-3388|경남 의령군 의령읍 의병로 227-1||||||||맘스터치 의령점||||80622
맘스터치|천안법원점|||맘스터치|041-555-9388|충남 천안시 동남구 청수5로 3||||||||맘스터치 천안법원점|(청당동) 1층|||80622
맘스터치|안양평촌학원가점|||맘스터치|031-381-1270|경기 안양시 동안구 귀인로 190||||||||맘스터치 안양평촌학원가점|(평촌동) 1층|||80622
맘스터치|의정부경민점|||맘스터치|031-878-8982|경기 의정부시 호국로1111번길 19||||||||맘스터치 의정부경민점|(가능동) 1층|||80622
맘스터치|세종새롬점|||맘스터치|044-867-0626|세종특별자치시 새롬중앙로 55||||||||맘스터치 세종새롬점|(새롬동) 1층|||80622
맘스터치|대전태평점|||맘스터치|042-535-3311|대전시 중구 태평로 71||||||||맘스터치 대전태평점|1층 (태평동)|||80622
맘스터치|광주신현리점|||맘스터치|031-717-7183|경기도 광주시 오포읍 신현로 84||||||||맘스터치 광주신현리점|1동 1층|||80622
맘스터치|파주봉일천점|||맘스터치|031-944-7002|경기도 파주시 봉천로 42-1||||||||맘스터치 파주봉일천점||||80622
맘스터치|대전송강점|||맘스터치|042-936-1575|대전 유성구 봉산로 15||||||||맘스터치 대전송강점||||80622
맘스터치|왕십리뉴타운점|||맘스터치|02-2281-8871|서울시 성동구 왕십리로 410||||||||맘스터치 왕십리뉴타운점||||80622
맘스터치|울산모다아울렛점|||맘스터치|052-935-3073|울산 북구 진장유통로 78-6||||||||맘스터치 울산모다아울렛점|4층 모다아울렛|||80622
맘스터치|처인구청점|||맘스터치|031-321-0017|경기 용인시 처인구 금령로 86||||||||맘스터치 처인구청점|(김량장동)|||80622
맘스터치|청주하복대점|||맘스터치|043-235-1008|충북 청주시 흥덕구 증안로 20||||||||맘스터치 청주하복대점|1층|||80622
맘스터치|부천약대점|||맘스터치|032-673-4512|경기 부천시 중동로 416-1||||||||맘스터치 부천약대점|(삼정동)|||80622
맘스터치|안산반월점|||맘스터치|031-438-7799|경기 안산시 상록구 건건로 123||||||||맘스터치 안산반월점|(건건동)|||80622
맘스터치|순천만국가정원점|||맘스터치|*특수매장으로 일반전화가 없습니다|전남 순천시 국가정원1호길 162-11||||||||맘스터치 순천만국가정원점||||80622
맘스터치|전남보성읍점|||맘스터치|061-852-4266|전라남도 보성군 보성읍 중앙로 57||||||||맘스터치 전남보성읍점|1층|||80622
맘스터치|안성공도점|||맘스터치|031-651-9070|경기 안성시 공도읍 공도4로 3||||||||맘스터치 안성공도점|1층|||80622
맘스터치|간성점|||맘스터치|033-682-9500|강원 고성군 간성읍 간성로 63||||||||맘스터치 간성점|1층|||80622
맘스터치|남양주퇴계원점|||맘스터치|031-574-1912|경기도 남양주시 퇴계원로 26||||||||맘스터치 남양주퇴계원점|1층|||80622
맘스터치|(신)평릉부곡점|||맘스터치|033-534-2117|강원도 동해시 발한로 71||||||||맘스터치 (신)평릉부곡점||||80622
맘스터치|대전도안점|||맘스터치|042-825-4111|대전 유성구 봉명서로 31-13||||||||맘스터치 대전도안점|1층|||80622
맘스터치|관악대학동점|||맘스터치|02-6465-5362|서울 관악구 신림로 89||||||||맘스터치 관악대학동점|대일고시원,제비호 1층|||80622
맘스터치|인제읍점|||맘스터치|033-461-2366|강원도 인제군 인제읍 비봉로 7||||||||맘스터치 인제읍점|1층|||80622
맘스터치|광명사거리역점|||맘스터치|02-3666-8088|경기도 광명시 오리로 971||||||||맘스터치 광명사거리역점|(광명동),2층|||80622
