##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@피쉬앤그릴
피쉬앤그릴|구미송정점|128.3491654|36.1158768|피쉬앤그릴|054-451-6095||경북 구미시 송정동 488-4||PM 5시 ~ AM 4시|||||피쉬앤그릴 구미송정점||||80215
피쉬앤그릴|대전신성점|127.3496999|36.3910572|피쉬앤그릴|042-861-2266||대전광역시 유성구 신성동 122-8||PM 5시 ~ AM 4시|||||피쉬앤그릴 대전신성점|1층|||80215
피쉬앤그릴|태백점|128.9921599|37.172545|피쉬앤그릴|033-553-1684||강원도 태백시 황지동 41-21||PM 5시 ~ AM 4시|||||피쉬앤그릴 태백점|2층|||80215
피쉬앤그릴|수원아주대점|127.0441368|37.2759187|피쉬앤그릴|031-212-9290||경기도 수원시 영통구 원천동 27-9||PM 5시 ~ AM 4시|||||피쉬앤그릴 수원아주대점||||80215
피쉬앤그릴|증평점|127.5822577|36.7851966|피쉬앤그릴|043-838-3332||충북 증평군 증평읍 중동리 1-3||PM 5시 ~ AM 4시|||||피쉬앤그릴 증평점||||80215
피쉬앤그릴|경남진해역점|-|-|피쉬앤그릴|055-542-6850|경남 창원시 진해구 중원로 86||| |||||피쉬앤그릴 경남진해역점|1층|||80215
피쉬앤그릴|울산병영점|-|-|피쉬앤그릴|052-294-8958|울산 중구 곽남길 11||| |||||피쉬앤그릴 울산병영점||||80215
피쉬앤그릴|아산배방점|127.0665059|36.7715361|피쉬앤그릴|041-533-5802||충남 아산시 배방면 북수리 989||PM 5시 ~ AM 4시|||||피쉬앤그릴 아산배방점||||80215
피쉬앤그릴|청주봉명점|127.465243|36.6465191|피쉬앤그릴|043-271-4043||충북 청주시 흥덕구 봉명동 489||PM 5시 ~ AM 4시|||||피쉬앤그릴 청주봉명점||||80215
피쉬앤그릴|흥해점|-|-|피쉬앤그릴|054-261-5392|경북 포항시 북구 흥해읍 중성로32번길 14||| |||||피쉬앤그릴 흥해점||||80215
피쉬앤그릴|춘천석사점|127.7498273|37.8492897|피쉬앤그릴|033-264-7955||강원도 춘천시 석사동 917-4||PM 5시 ~ AM 4시|||||피쉬앤그릴 춘천석사점||||80215
피쉬앤그릴|청주대점|127.4879347|36.651691|피쉬앤그릴|043-222-2541||충북 청주시 상당구 우암동 235-4||PM 5시 ~ AM 4시|||||피쉬앤그릴 청주대점||||80215
피쉬앤그릴|신용산역점|126.9705407|37.5330215|피쉬앤그릴|02-794-7015|서울시 용산구 한강로 2가 2-3|||PM 5시 ~ AM 4시|||||피쉬앤그릴 신용산역점|현대하이엘 107호|||80215
피쉬앤그릴|의왕내손점|126.9718598|37.3797253|피쉬앤그릴|031-424-8873||경기도 의왕시 내손동 746-1||PM 5시 ~ AM 4시|||||피쉬앤그릴 의왕내손점|코코프라자101호|||80215
피쉬앤그릴|안산한대역점|126.8509594|37.3084504|피쉬앤그릴|031-417-9494||안산시 상록구 이동 715-3||PM 5시 ~ AM 4시|||||피쉬앤그릴 안산한대역점|강우빌딩 106호|||80215
피쉬앤그릴|광주염주점|126.8739637|35.1431016|피쉬앤그릴|062-374-9056||광주광역시 서구 화정동 918-19||PM 5시 ~ AM 4시|||||피쉬앤그릴 광주염주점||||80215
피쉬앤그릴|인천검단점|126.6546335|37.6022435|피쉬앤그릴|032-561-9989||인천광역시 서구 왕길동 637-1||PM 5시 ~ AM 4시|||||피쉬앤그릴 인천검단점||||80215
피쉬앤그릴|인천석바위점|126.6884584|37.4596874|피쉬앤그릴|032-422-9595||인천광역시 남구 주안6동 997-2||PM 5시 ~ AM 4시|||||피쉬앤그릴 인천석바위점||||80215
피쉬앤그릴|신당점|127.0155964|37.5640501|피쉬앤그릴|02-2252-0058||서울시 중구 무학동 12-1||PM 5시 ~ AM 4시|||||피쉬앤그릴 신당점|105호|||80215
피쉬앤그릴|고대안암동점|127.0300633|37.5854128|피쉬앤그릴|02-926-6292||서울시 성북구 안암동5가 103-148||PM 5시 ~ AM 4시|||||피쉬앤그릴 고대안암동점||||80215
피쉬앤그릴|대구큰고개점|128.6321098|35.8853086|피쉬앤그릴|053-943-1035||대구광역시 동구 신암동 341-1||PM 5시 ~ AM 4시|||||피쉬앤그릴 대구큰고개점||||80215
피쉬앤그릴|광주하남점|126.8063561|35.1632661|피쉬앤그릴|062-959-9995||광주광역시 광산구 우산동 1580-1||PM 5시 ~ AM 4시|||||피쉬앤그릴 광주하남점||||80215
피쉬앤그릴|광주화정점|126.8797472|35.1591015|피쉬앤그릴|062-362-8005||광주광역시 서구 화정1동 23-139||PM 5시 ~ AM 4시|||||피쉬앤그릴 광주화정점|1층|||80215
피쉬앤그릴|중화동부시장점|127.0763066|37.5935612|피쉬앤그릴|02-2209-4003||서울시 중랑구 상봉동 130-127||PM 5시 ~ AM 4시|||||피쉬앤그릴 중화동부시장점|2층|||80215
피쉬앤그릴|미아역점|-|-|피쉬앤그릴|02-980-0997|서울 강북구 솔매로 121||| |||||피쉬앤그릴 미아역점|1층|||80215
피쉬앤그릴|충남대천점|126.6053055|36.3482933|피쉬앤그릴|041-935-9939||충남 보령시 동대동 1689||PM 5시 ~ AM 4시|||||피쉬앤그릴 충남대천점||||80215
피쉬앤그릴|마포점|126.9517355|37.5422647|피쉬앤그릴|02-706-7477||서울시 마포구 도화동 25-4||PM 5시 ~ AM 4시|||||피쉬앤그릴 마포점|2층|||80215
피쉬앤그릴|중앙대점(흑석동)점|126.960533|37.5077212|피쉬앤그릴|02-826-0148||서울시 동작구 흑석동 190-1||PM 5시 ~ AM 4시|||||피쉬앤그릴 중앙대점(흑석동)점|1층|||80215
피쉬앤그릴|제물포점|126.6577936|37.4671369|피쉬앤그릴|032-883-2277||인천시 남구 도화2동 87-4||PM 5시 ~ AM 4시|||||피쉬앤그릴 제물포점|1층|||80215
피쉬앤그릴|교보사거리점|127.021213|37.5037977|피쉬앤그릴|02-541-6070||서울시 서초구 반포동 746-9||PM 5시 ~ AM 4시|||||피쉬앤그릴 교보사거리점|1층 110호|||80215
피쉬앤그릴|포항중앙점|129.3672642|36.038072|피쉬앤그릴|054-252-7792||포항시 북구 중앙동 80||PM 5시 ~ AM 4시|||||피쉬앤그릴 포항중앙점||||80215
피쉬앤그릴|대구산격점|128.6098918|35.900013|피쉬앤그릴|053-384-9968||대구광역시 북구 산격2동 1272-1||PM 5시 ~ AM 4시|||||피쉬앤그릴 대구산격점|1층|||80215
피쉬앤그릴|경기안성점|127.2590728|37.0153388|피쉬앤그릴|031-674-3733||경기도 안성시 당왕동 462-1|| |||||피쉬앤그릴 경기안성점|태영상가 2층 203호|||80215
피쉬앤그릴|김해장유점|-|-|피쉬앤그릴|055-339-9671|경남 김해시 능동로 153||| |||||피쉬앤그릴 김해장유점|삼화빌딩 108호109호|||80215
피쉬앤그릴|대학로점|127.0024555|37.5825127|피쉬앤그릴|02-763-7556||서울시 종로구 동숭동 1-57||PM 5시 ~ AM 4시|||||피쉬앤그릴 대학로점|1층|||80215
피쉬앤그릴|안성대천점|-|-|피쉬앤그릴|031-674-7748||경기도 안성시 대천동 136-3|| |||||피쉬앤그릴 안성대천점|2충|||80215
피쉬앤그릴|일산라페스타점|126.7669394|37.6624592|피쉬앤그릴|031-916-7292|경기도 고양시 일산동구 무궁화로 25-3||| |||||피쉬앤그릴 일산라페스타점|이레빌딩|||80215
피쉬앤그릴|제주제원점|||피쉬앤그릴|064--742--6090||제주시 연동 273-35|| |||||피쉬앤그릴 제주제원점|제연빌딩2층|||80215
피쉬앤그릴|전남화순점|126.9891126|35.0620518|피쉬앤그릴|061-373-6300||전남 화순군 화순읍 만연리 73|| |||||피쉬앤그릴 전남화순점||||80215
피쉬앤그릴|부산동래점|129.081|35.2057667|피쉬앤그릴|051-556-5843|부산광역시 동래구 명륜로 129||| |||||피쉬앤그릴 부산동래점|가길12 삼목빌딩1층|||80215
피쉬앤그릴|동해천곡점|-|-|피쉬앤그릴|033-532-3366|강원 동해시 한섬로 111-7||| |||||피쉬앤그릴 동해천곡점|204호 (천곡동,현질빌딩)|||80215
피쉬앤그릴|포항오천점|129.4129776|35.9761689|피쉬앤그릴|054-291-0882||포항시 남구 오천읍 용덕리 354-7||PM 5시 ~ AM 4시|||||피쉬앤그릴 포항오천점||||80215
피쉬앤그릴|영천시청점|128.9398201|35.9724214|피쉬앤그릴|054-337-3739||경상북도 영천시 문외동 40-17||PM 5시 ~ AM 4시|||||피쉬앤그릴 영천시청점||||80215
피쉬앤그릴|포항용흥점|129.3505643|36.0412751|피쉬앤그릴|054-246-3608||경북 포항시 북구 용흥동 356-9||PM 5시 ~ AM 4시|||||피쉬앤그릴 포항용흥점||||80215
피쉬앤그릴|대구두류점|-|-|피쉬앤그릴|053-651-9797|대구 달서구 야외음악당로 39길 71||| |||||피쉬앤그릴 대구두류점||||80215
피쉬앤그릴|구미옥계점|128.4173282|36.1388684|피쉬앤그릴|054-474-7934||경북 구미시 옥계동 622-9||PM 5시 ~ AM 4시|||||피쉬앤그릴 구미옥계점||||80215
피쉬앤그릴|구미역점|128.332965|36.1299564|피쉬앤그릴|054-454-0023||경북 구미시 원평동 155-6||PM 5시 ~ AM 4시|||||피쉬앤그릴 구미역점||||80215
피쉬앤그릴|부평현대점|-|-|피쉬앤그릴|032-525-7292|인천광역시 부평구 산곡동 경원대로 1262||| |||||피쉬앤그릴 부평현대점||||80215
피쉬앤그릴|천안쌍용점|127.1302004|36.8036271|피쉬앤그릴|041-592-0992||충남 천안시 쌍용동 1084호 1층 ||PM 5시 ~ AM 4시|||||피쉬앤그릴 천안쌍용점||||80215
피쉬앤그릴|울산언양점|129.1126305|35.5652300|피쉬앤그릴|052-254-6107|울산광역시 울주군 언양읍 방천6길 21||| |||||피쉬앤그릴 울산언양점|302호 (동화빌리지)|||80215
피쉬앤그릴|가경점|127.4426812|36.6165157|피쉬앤그릴|043-237-5075||충북 청주시 흥덕구 가경동 1678외1필지 102호 ||PM 5시 ~ AM 4시|||||피쉬앤그릴 가경점||||80215
피쉬앤그릴|성환점|127.1321989|36.9162895|피쉬앤그릴|041-588-4004||충남 천안시 서북구 성환읍 성환리 372-3||PM 5시 ~ AM 4시|||||피쉬앤그릴 성환점|2층|||80215
피쉬앤그릴|포천신읍점|127.1951442|37.8913377|피쉬앤그릴|031-532-1900||경기도 포천시 신읍동 86-32||PM 5시 ~ AM 4시|||||피쉬앤그릴 포천신읍점||||80215
피쉬앤그릴|관산점|126.8660642|37.6871166|피쉬앤그릴|031-964-4529||경기도 고양시 덕양구 관산동 188-9||PM 5시 ~ AM 4시|||||피쉬앤그릴 관산점||||80215
피쉬앤그릴|대전월평점|127.3632367|36.3563932|피쉬앤그릴|042-484-7901||대전 서구 월평동 514|||||||피쉬앤그릴 대전월평점||||80215
피쉬앤그릴|낙성대점|126.9596428|37.4776992|피쉬앤그릴|02-877-2482||관악구 낙성대동 1628-1||PM 5시 ~ AM 4시|||||피쉬앤그릴 낙성대점||||80215
피쉬앤그릴|거제옥포점|128.6836297|34.896784|피쉬앤그릴|055-687-2324|경남 거제시 옥포로 6길 44||| |||||피쉬앤그릴 거제옥포점|(옥포동) 3호|||80215
피쉬앤그릴|광주쌍촌점|126.863716|35.1601806|피쉬앤그릴|062-371-2003||전남 광주시 서구 쌍촌동 1347-11|| |||||피쉬앤그릴 광주쌍촌점||||80215
피쉬앤그릴|충남예산점|126.8359710|36.6941862|피쉬앤그릴|041-335-7172|충남 예산군 예산읍 벚꽃로 155번길 5||| |||||피쉬앤그릴 충남예산점||||80215
