##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@맥도날드
맥도날드|창원상남점|||맥도날드|070-7017-6473,070-7017-6973|경상남도 창원시 성산구 단정로 22|경상남도 창원시 성산구 상남동 35-1|맥모닝;맥올데이;Signature Burger|24시간;맥딜리버리:24시간|||||맥도날드 창원상남점|(상남동);더센텀 105호|||80604
맥도날드|창원역DT점|||맥도날드|070-7017-6509,070-7017-6689|경상남도 창원시 의창구 의창대로 50|경상남도 창원시 의창구 팔용동 149-4|맥모닝;맥올데이;Signature Burger;맥드라이브|24시간;맥딜리버리:08:00~01:00|||||맥도날드 창원역DT점|(팔용동)|||80604
맥도날드|통영죽림DT점|||맥도날드|070-7017-6510,070-7017-6944|경상남도 통영시 광도면 죽림4로 36|경상남도 통영시 광도면 죽림리 1569-1|맥모닝;Signature Burger;맥드라이브|24시간;맥딜리버리:07:00~02:00|||||맥도날드 통영죽림DT점||||80604
맥도날드|합성점|||맥도날드|070-7017-0360,070-7017-0387|경상남도 창원시 마산회원구 3.15대로 742-1|경상남도 창원시 마산회원구 합성동 126-1|맥모닝;맥올데이;Signature Burger|24시간;맥딜리버리:08:00~03:00|||||맥도날드 합성점|(합성동)|||80604
맥도날드|강남대점|||맥도날드|070-7209-0968|경기도 용인시 기흥구 강남로 13|경기 용인시 기흥구 구갈동 579-1|맥모닝;맥올데이;Signature Burger|24시간;맥딜리버리:08:00~24:00|||||맥도날드 강남대점|(구갈동),칼리지포인트;칼리지포인트|||80604
맥도날드|강선점|||맥도날드|070-7017-0352,070-7017-0342|경기도 고양시 일산서구 대산로 113|경기도 고양시 일산서구 주엽동 51-1|맥모닝;맥올데이;Signature Burger|24시간;맥딜리버리:24시간|||||맥도날드 강선점|(주엽동)|||80604
맥도날드|경희대학교국제캠퍼스점|||맥도날드|070-7209-1056|경기도 수원시 영통구 덕영대로 1703|경기도 수원시 영통구 영통동 1024-9|맥모닝;Signature Burger|24시간;맥딜리버리:08:00~03:00|||||맥도날드 경희대학교국제캠퍼스점|(영통동,아이시티)|||80604
맥도날드|고양DT점|||맥도날드|070-7017-0532|경기도 고양시 덕양구 호국로 1699|경기도 고양시 덕양구 벽제동 262-1|맥모닝;맥올데이;Signature Burger;맥드라이브|24시간;맥딜리버리:11:00~23:00|||||맥도날드 고양DT점|(벽제동)|||80604
맥도날드|고양원당DT점|||맥도날드|070-7209-1555|경기도 고양시 덕양구 호국로 777|경기도 고양시 덕양구 주교동 610-4|맥모닝;맥올데이;Signature Burger;맥드라이브|08:00~01:00;맥딜리버리:08:00~01:00|||||맥도날드 고양원당DT점||||80604
맥도날드|과천이마트점|||맥도날드|070-7017-0566,070-7017-9566|경기도 과천시 별양상가3로 11|경기도 과천시 별양동 1-19|맥모닝;맥올데이;Signature Burger|24시간;맥딜리버리:07:00~01:00|||||맥도날드 과천이마트점|(별양동);뉴코아 1층|||80604
맥도날드|광명DT|||맥도날드|070-7209-0563|경기도 광명시 광명로 765|경기도 광명시 광명동 754-4|맥모닝;맥올데이;Signature Burger;맥드라이브|24시간;맥딜리버리:07:00~04:00|||||맥도날드 광명DT||||80604
맥도날드|광명소하DT점|||맥도날드|070-7209-0533|경기도 광명시 오리로 512|경기도 광명시 소하동 1340|맥모닝;맥올데이;Signature Burger;맥드라이브|07:00~01:00;맥딜리버리:07:00~01:00|||||맥도날드 광명소하DT점||||80604
맥도날드|광명역점|||맥도날드|070-7017-0440,070-7017-0044|경기도 광명시 광명로 895-1|경기도 광명시 광명동 158-792|맥모닝;맥올데이;Signature Burger|24시간;맥딜리버리:24시간|||||맥도날드 광명역점|(광명동);1층|||80604
맥도날드|구리수택|||맥도날드|070-7209-0581|경기도 구리시 검배로 7|경기도 구리시 수택동 526-4|맥모닝;맥올데이;Signature Burger|08:00~02:00;맥딜리버리:08:00~02:00|||||맥도날드 구리수택|(수택동);한국투자신탁|||80604
맥도날드|구리인창DT|||맥도날드|070-7209-1618|경기도 구리시 동구릉로 130|경기도 구리시 인창동 410-5|맥모닝;맥올데이;Signature Burger;맥드라이브|24시간;맥딜리버리:|||||맥도날드 구리인창DT||||80604
맥도날드|구리토평점|||맥도날드|070-7017-0626|경기도 구리시 장자대로 84|경기도 구리시 수택동 874-5|맥모닝;맥올데이|07:00~24:00;맥딜리버리:|||||맥도날드 구리토평점|(수택동)|||80604
맥도날드|군포당동SKDT|||맥도날드|070-7209-0557|경기도 군포시 고산로 259|경기도 군포시 당동 871-2|맥모닝;맥올데이;Signature Burger;맥드라이브|07:00~01:00;맥딜리버리:09:00~23:00|||||맥도날드 군포당동SKDT||||80604
맥도날드|군포산본DT점|||맥도날드|070-7209-0582|경기도 군포시 고산로 715|경기도 군포시 산본동 51|맥모닝;맥올데이;Signature Burger;맥드라이브|24시간;맥딜리버리:09:00~02:00|||||맥도날드 군포산본DT점|(산본동)|||80604
맥도날드|김포감정DT점|||맥도날드|070-7209-0607|경기도 김포시 중봉로 21|경기도 김포시 감정동 506-2|맥모닝;맥올데이;Signature Burger;맥드라이브|08:00~02:00;맥딜리버리:08:00~02:00|||||맥도날드 김포감정DT점||||80604
맥도날드|김포고촌SKDT점|||맥도날드|070-7017-1442,070-7017-7442|경기도 김포시 고촌읍 김포대로 336|경기도 김포시 고촌읍 신곡리 532-25|맥모닝;맥올데이;Signature Burger;맥드라이브|07:00~01:00;맥딜리버리:07:00~01:00|||||맥도날드 김포고촌SKDT점||||80604
맥도날드|김포장기DT점|||맥도날드|070-7209-0583|경기도 김포시 김포한강1로 77-40|경기도 김포시 장기동 1911-2|맥모닝;맥올데이;Signature Burger;맥드라이브|24시간;맥딜리버리:08:00~03:00|||||맥도날드 김포장기DT점||||80604
맥도날드|덕소점|||맥도날드|070-7017-0542,070-7017-0592|경기도 남양주시 와부읍 덕소로 93|경기도 남양주시 와부읍 덕소리 474-5|맥모닝;맥올데이;Signature Burger|24시간;맥딜리버리:08:00~03:00|||||맥도날드 덕소점||||80604
맥도날드|동두천지행DT점|||맥도날드|070-7209-0597|경기도 동두천시 평화로 2290|경기도 동두천시 지행동 340-1|맥모닝;맥올데이;Signature Burger;맥드라이브|24시간;맥딜리버리:08:00~03:00|||||맥도날드 동두천지행DT점|(지행동)|||80604
맥도날드|동수원GSDT점|||맥도날드|070-7017-6491,070-7017-6981|경기도 수원시 영통구 창룡대로 370|경기도 수원시 영통구 이의동 422-5|맥모닝;맥올데이;Signature Burger;맥드라이브|24시간;맥딜리버리:08:00~03:00|||||맥도날드 동수원GSDT점|(이의동)|||80604
맥도날드|동탄SK점|||맥도날드|031-8003-3200,070-7017-0156|경기도 화성시 효행로 1260|경기도 화성시 능동 1051-1|맥모닝;맥올데이;맥드라이브|08:30~24:00;맥딜리버리:08:30~24:00|||||맥도날드 동탄SK점|(능동)|||80604
맥도날드|동판교점|||맥도날드|070-7017-6519,070-7204-4642|경기도 성남시 분당구 대왕판교로606번길 58|경기도 성남시 분당구 삼평동 741|맥모닝;맥올데이;Signature Burger|24시간;맥딜리버리:24시간|||||맥도날드 동판교점|(삼평동);푸르지오월드마크|||80604
맥도날드|마두역점|||맥도날드|070-7017-6489,070-7017-6884|경기도 고양시 일산동구 중앙로 1190|경기도 고양시 일산동구 마두동 798-6|맥모닝;맥올데이|07:00~23:00;맥딜리버리:07:00~23:00|||||맥도날드 마두역점|(마두동)|||80604
맥도날드|마석DT점|||맥도날드|070-7209-1068|경기도 남양주시 화도읍 비룡로 89|경기도 남양주시 화도읍 마석우리 481|맥모닝;맥올데이;Signature Burger;맥드라이브|24시간;맥딜리버리:07:00~04:00|||||맥도날드 마석DT점||||80604
맥도날드|마장휴게소점|||맥도날드|070-7017-6499|경기도 이천시 마장면 중부고속도로 82|경기도 이천시 마장면 목리 산13-32||24시간;맥딜리버리:|||||맥도날드 마장휴게소점|마장휴게소|||80604
맥도날드|병점DT점|||맥도날드|070-7017-6959,070-7204-4985|경기도 화성시 경기대로 1004|경기도 화성시 병점동 372-1|맥모닝;맥올데이;Signature Burger;맥드라이브|08:30~24:00;맥딜리버리:08:30~24:00|||||맥도날드 병점DT점|(병점동)|||80604
맥도날드|부천북부역|||맥도날드|070-7209-0598|경기도 부천시 원미구 부천로 11|경기도 부천시 원미구 심곡동 175-6|맥모닝;맥올데이;Signature Burger|24시간;맥딜리버리:11:00~23:00|||||맥도날드 부천북부역|(심곡동)|||80604
맥도날드|부천심곡DT|||맥도날드|070-7209-0537|경기도 부천시 소사구 경인로 170|경기도 부천시 소사구 심곡본동 559|맥모닝;맥올데이;Signature Burger;맥드라이브|07:00~01:00;맥딜리버리:07:00~01:00|||||맥도날드 부천심곡DT||||80604
맥도날드|북수원DT점|||맥도날드|070-7017-1416,070-7017-4416|경기도 수원시 장안구 경수대로 991|경기도 수원시 장안구 송죽동 451-1|맥모닝;맥올데이;맥드라이브|07:00~01:00;맥딜리버리:07:00~01:00|||||맥도날드 북수원DT점|(송죽동)|||80604
맥도날드|분당효자점|||맥도날드|031-703-4048|경기도 성남시 분당구 불정로 379|경기도 성남시 분당구 서현동 305-2|맥모닝;맥올데이;Signature Burger|07:00~01:00;맥딜리버리:07:00~01:00|||||맥도날드 분당효자점|(서현동);분당서현프라자|||80604
맥도날드|서판교DT|||맥도날드|070-7209-1595|경기도 성남시 분당구 운중로 190|경기도 성남시 분당구 운중동 1017|맥모닝;맥올데이;Signature Burger;맥드라이브|07:00~00:00;맥딜리버리:09:00~00:00|||||맥도날드 서판교DT||||80604
맥도날드|성남신흥DT점|||맥도날드|070-7209-0920|경기도 성남시 수정구 수정로 306|경기도 성남시 수정구 신흥동 181~182 |맥모닝;맥올데이;맥드라이브|07:00~01:00;맥딜리버리:|||||맥도날드 성남신흥DT점|(신흥동)|||80604
맥도날드|세이브존광명점|||맥도날드|070-7017-0389|경기도 광명시 철망산로 87|경기도 광명시 철산동 367|맥모닝;맥올데이;Signature Burger|07:00~22:00;맥딜리버리:|||||맥도날드 세이브존광명점|(철산동);한신코아|||80604
맥도날드|송탄점|||맥도날드|070-7017-0551,070-7017-0501|경기도 평택시 쇼핑로 11|경기도 평택시 신장동 303-17|맥모닝;맥올데이;Signature Burger|24시간;맥딜리버리:08:00~24:00|||||맥도날드 송탄점|(신장동)|||80604
맥도날드|수내역점|||맥도날드|070-7204-4918|경기도 성남시 분당구 백현로101번길 29|경기도 성남시 분당구 수내동 18-1|맥모닝;맥올데이;Signature Burger|24시간;맥딜리버리:24시간|||||맥도날드 수내역점|(수내동)|||80604
맥도날드|수원망포DT점|||맥도날드|070-7209-0589|경기도 수원시 영통구 덕영대로 1499|경기도 수원시 영통구 망포동 21-1|맥모닝;맥올데이;Signature Burger;맥드라이브|24시간;맥딜리버리:08:00~03:00|||||맥도날드 수원망포DT점|(망포동)|||80604
맥도날드|수원아주대점|||맥도날드|070-7209-0922,070-7209-0924|경기도 수원시 영통구 아주로 46|경기도 수원시 영통구 원천동 18-1|맥모닝;맥올데이;Signature Burger|08:00~02:00;맥딜리버리:08:00~02:00|||||맥도날드 수원아주대점|(원천동)|||80604
맥도날드|수원인계DT점|||맥도날드|070-7209-0042|경기도 수원시 팔달구 권광로 261|수원시 팔달구 인계동 363-1|맥모닝;맥올데이;Signature Burger;맥드라이브|24시간;맥딜리버리:24시간|||||맥도날드 수원인계DT점|(인계동);3,4,360-1|||80604
맥도날드|수원GSDT점|||맥도날드|070-7017-4461,070-7013-4461|경기도 수원시 권선구 권선로 684|경기도 수원시 권선구 권선동 1029|맥모닝;맥올데이;Signature Burger;맥드라이브|24시간;맥딜리버리:24시간|||||맥도날드 수원GSDT점|(권선동)|||80604
맥도날드|수원성균관대점|||맥도날드|070-7204-4999|경기도 수원시 장안구 서부로 2127|경기도 수원시 장안구 율전동 291-6|맥모닝;맥올데이;Signature Burger|24시간;맥딜리버리:24시간|||||맥도날드 수원성균관대점|(율전동)|||80604
