##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@놀부부대찌개
부대찌개|개봉부대점|||놀부부대찌개|02-2686-0193||서울 구로구 개봉동 403-58|예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 개봉부대점|(서울 구로구 개봉로51-1);(서울 구로구 개봉로51-1)|||81021
부대찌개|거제아주부대찌개&철판구이점|||놀부부대찌개|055-682-3338||경남 거제시 아주동 464-3|예약가능;포장가능;배달가능;주차가능|11:00   22:00|||||부대찌개 거제아주부대찌개&철판구이점||||81021
부대찌개|건대스타시티부대점|||놀부부대찌개|02-2024-8822||서울 광진구 자양동 227-7|예약가능;포장가능;배달불가능;주차가능|11:00   22:00|||||부대찌개 건대스타시티부대점|스타시티판매점 지하1층 41호;스타시티판매점 지하1층 41호|||81021
부대찌개|경남함안부대찌개|||놀부부대찌개|055-582-5382||경남 함안군 가야읍 323-2층 |예약불가능;포장가능;배달불가능;주차가능|11:00   22:00|||||부대찌개 경남함안부대찌개||||81021
부대찌개|경남합천부대점|||놀부부대찌개|055-931-9800||경남 합천군 합천읍 합천리 435-3|예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 경남합천부대점||||81021
부대찌개|경북문경부대점|||놀부부대찌개|054-552-7892||경북 문경시 모전동 388-5|예약가능;포장가능;배달불가능;주차가능|11:00   24:00|||||부대찌개 경북문경부대점||||81021
부대찌개|경북상주부대찌개점|||놀부부대찌개|054-531-9500||경북 상주시 무양동 276-3|예약가능;포장가능;배달가능;주차가능|11:00   22:30|||||부대찌개 경북상주부대찌개점||||81021
부대찌개|경북성주부대점|||놀부부대찌개|054-933-8243||경상북도 성주군 성주읍 성산리 2101-5|예약가능;포장가능;배달가능;주차가능|11:00   22:00|||||부대찌개 경북성주부대점||||81021
부대찌개|경북신도청부대점|||놀부부대찌개|054-843-5080||경북 안동시 풍천면 갈전리 870|예약가능;포장가능;배달가능;주차가능|10:00   22:00|||||부대찌개 경북신도청부대점||||81021
부대찌개|경북영덕부대점|||놀부부대찌개|054-733-2688|경북 영덕군 영덕읍 군청길 59||예약불가능;포장가능;배달가능;주차가능|11:30   22:00|||||부대찌개 경북영덕부대점||||81021
부대찌개|경주황오부대점|||놀부부대찌개|054-771-7891||경북 경주시 황오동 238-2|예약불가능;포장가능;배달가능;주차불가능|11:30   11:30|||||부대찌개 경주황오부대점|(원효로 129);(원효로 129)|||81021
부대찌개|고대부대점|||놀부부대찌개|02-923-7580||서울 성북구 안암동 102-32호 |예약가능;포장가능;배달불가능;주차가능|11:30   22:00|||||부대찌개 고대부대점||||81021
부대찌개|고덕역부대점|||놀부부대찌개|02-428-8882||서울 강동구 명일동 47-17|예약가능;포장가능;배달가능;주차불가능|11:00   22:00|||||부대찌개 고덕역부대점||||81021
부대찌개|고양화정부대점|||놀부부대찌개|031-938-1144|||예약가능;포장가능;배달불가능;주차가능|11:00   23:30|||||부대찌개 고양화정부대점|원빈프라자2층;원빈프라자2층|||81021
부대찌개|고척부대점|||놀부부대찌개|02-2611-0082||서울 구로구 고척동 76-181|예약불가능;포장가능;배달불가능;주차가능|10:30   22:00|||||부대찌개 고척부대점||||81021
부대찌개|곤지암부대점|||놀부부대찌개|031-768-5959||경기도 광주시 실촌읍 106-27|예약불가능;포장가능;배달가능;주차가능|11:00   23:00|||||부대찌개 곤지암부대점||||81021
부대찌개|과천부대점|||놀부부대찌개|02-507-0701||경기도 과천시 별양동 1-17|예약가능;포장가능;배달불가능;주차가능|10:00   22:00|||||부대찌개 과천부대점|과천타워 203호;과천타워 203호|||81021
부대찌개|광교1호부대점|||놀부부대찌개|031-217-5723|||예약가능;포장가능;배달가능;주차가능|11:00   22:00|||||부대찌개 광교1호부대점|에스타워 203호;에스타워 203호|||81021
부대찌개|광교롯데아울렛부대점|||놀부부대찌개|031-8064-2378|경기도 수원시 영통구 이의동 도청로 10||예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 광교롯데아울렛부대점|롯데아울렛 광교점 3층;롯데아울렛 광교점 3층|||81021
부대찌개|광명소하부대점|||놀부부대찌개|02-898-2929||경기도 광명시 소하동 1341-1|예약가능;포장가능;배달불가능;주차가능|11:30   22:30|||||부대찌개 광명소하부대점|한빛프라자 201호;한빛프라자 201호|||81021
부대찌개|광명역부대점|||놀부부대찌개|02-898-0048||경기도 광명시 일직동 506-1|예약불가능;포장가능;배달불가능;주차가능|11:00   22:00|||||부대찌개 광명역부대점|산타마리아 2층;산타마리아 2층|||81021
부대찌개|광명테크노파크부대찌개&철판구이점|||놀부부대찌개|02-2083-1515||경기도 광명시 소하동 1345|예약가능;포장가능;배달불가능;주차가능|11:30   22:00|||||부대찌개 광명테크노파크부대찌개&철판구이점|광명테크노파크 E-204;광명테크노파크 E-204|||81021
부대찌개|광양중마부대점|||놀부부대찌개|061-795-1955||전남 광양시 중동 1639-4|예약가능;포장가능;배달가능;주차가능|11:30   22:00|||||부대찌개 광양중마부대점|1층;1층|||81021
부대찌개|광운대역부대점|||놀부부대찌개|02-909-4270||서울 노원구 월계동 411-4|예약가능;포장가능;배달가능;주차불가능|10:30   22:30|||||부대찌개 광운대역부대점||||81021
부대찌개|광주계림부대점|||놀부부대찌개|062-526-3323|광주 동구 참판로 6번길 5-1||예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 광주계림부대점|1층;1층|||81021
부대찌개|광주금호마재부대점|||놀부부대찌개|062-676-9980|광주광역시 서구 금호동 풍금로 171번길 5||예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 광주금호마재부대점|1 층;1 층|||81021
부대찌개|광주두암부대점|||놀부부대찌개|062-251-6392||광주 북구 두암동 969-3|예약불가능;포장가능;배달가능;주차가능|10:00   23:00|||||부대찌개 광주두암부대점||||81021
부대찌개|광주롯데마트월드컵부대점|||놀부부대찌개|062-675-8497||광주 서구 풍암동 423-2|예약가능;포장가능;배달불가능;주차가능||||||부대찌개 광주롯데마트월드컵부대점|롯데마트 1층;롯데마트 1층|||81021
부대찌개|광주문흥부대점|||놀부부대찌개|062-266-5382||광주 북구 문흥2동 1001-8|예약가능;포장가능;배달가능;주차가능|10:00   22:00|||||부대찌개 광주문흥부대점|1층 (광주광역시 북구 문산로 27-8);1층 (광주광역시 북구 문산로 27-8)|||81021
부대찌개|광주봉선부대점|||놀부부대찌개|062-655-5382|광주 남구 봉선동 봉선중앙로 51||예약가능;포장가능;배달가능;주차가능|10:00   22:00|||||부대찌개 광주봉선부대점||||81021
부대찌개|광주빛고을부대점|||놀부부대찌개|062-572-0054||광주 북구 신용동 728|예약가능;포장가능;배달가능;주차가능|10:30   22:30|||||부대찌개 광주빛고을부대점|(광주 북구 첨단연신로107번길 5-10 202호);(광주 북구 첨단연신로107번길 5-10 202호)|||81021
부대찌개|광주상무2호부대찌개&철판구이점|||놀부부대찌개|062-383-0131||광주 서구 치평동 1187-2|예약가능;포장가능;배달가능;주차가능|10:00   22:00|||||부대찌개 광주상무2호부대찌개&철판구이점|월계수타운 113,114호;월계수타운 113,114호|||81021
부대찌개|광주상무부대점|||놀부부대찌개|062-267-0963||광주 서구 치평동 1222|예약가능;포장가능;배달가능;주차가능|11:00   22:00|||||부대찌개 광주상무부대점|1층 102;1층 102|||81021
부대찌개|광주선운부대점|||놀부부대찌개|062-945-2121||광주 광산구 선암동 790|예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 광주선운부대점|2층;2층|||81021
부대찌개|광주송정부대점|||놀부부대찌개|062-942-4466||광주 광산구 송정동 895-1|예약가능;포장가능;배달가능;주차가능|11:00   23:00|||||부대찌개 광주송정부대점||||81021
부대찌개|광주수완부대점|||놀부부대찌개|062-962-7892||광주 광산구 수완동 1426|예약가능;포장가능;배달가능;주차가능|10:00   23:00|||||부대찌개 광주수완부대점|107,108호;107,108호|||81021
부대찌개|광주신창부대점|||놀부부대찌개|062-959-0799||광주광역시 광산구 신창동 1222-7|예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 광주신창부대점||||81021
부대찌개|광주양림부대점|||놀부부대찌개|062-419-5359||광주 남구 양림동 94-4|예약불가능;포장가능;배달가능;주차불가능|10:00   22:00|||||부대찌개 광주양림부대점||||81021
부대찌개|광주용봉부대점|||놀부부대찌개|062-524-5200||광주 북구 용봉동 1386-2|예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 광주용봉부대점||||81021
부대찌개|광주우산부대점|||놀부부대찌개|062-956-1553|광주 광산구 우산동 사암로 216||예약불가능;포장가능;배달가능;주차가능|11:00   22:00|||||부대찌개 광주우산부대점|38-16;38-16|||81021
부대찌개|광주운암부대점|||놀부부대찌개|062-511-1636|광주광역시 북구 서강로 77-1||예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 광주운암부대점||||81021
부대찌개|광주유스퀘어부대점|||놀부부대찌개|062-365-9288||광주 서구 광천동 49-1|예약불가능;포장가능;배달불가능;주차가능|11:00   22:00|||||부대찌개 광주유스퀘어부대점|115호;115호|||81021
부대찌개|광주일곡부대점|||놀부부대찌개|062-571-1500||광주 북구 일곡동 833-4|예약불가능;포장가능;배달가능;주차가능|11:00   23:00|||||부대찌개 광주일곡부대점||||81021
부대찌개|광주전남대부대점|||놀부부대찌개|062-262-0963||광주 북구 용봉동 158-8|예약가능;포장가능;배달가능;주차가능|11:30   22:00|||||부대찌개 광주전남대부대점|1층;1층|||81021
부대찌개|광주전대상대부대점|||놀부부대찌개|062-521-3211||광주 북구 용봉동 552-6|예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 광주전대상대부대점|1층;1층|||81021
부대찌개|광주진월부대점|||놀부부대찌개|062-412-6562||광주 남구 진월동 261|예약불가능;포장가능;배달가능;주차가능|11:00   23:00|||||부대찌개 광주진월부대점|2층;2층|||81021
부대찌개|광주첨단부대점|||놀부부대찌개|062-972-0082||광주 광산구 쌍암동 654-16|예약불가능;포장가능;배달가능;주차가능|10:00   22:00|||||부대찌개 광주첨단부대점|가동201호;가동201호|||81021
부대찌개|광주학동부대점|||놀부부대찌개|062-228-6688||광주 동구 학동 750-71|예약가능;포장가능;배달가능;주차가능|10:00   22:00|||||부대찌개 광주학동부대점|2층;2층|||81021
부대찌개|광주화정부대점|||놀부부대찌개|062-373-8890||광주 서구 화정동 835-16|예약불가능;포장가능;배달가능;주차불가능|10:00   22:00|||||부대찌개 광주화정부대점|(도로명: 광주 서구 월드컵4강로 48-1);(도로명: 광주 서구 월드컵4강로 48-1)|||81021
부대찌개|광화문역부대점|||놀부부대찌개|02-737-8892||서울 종로구 당주동 21-1|예약가능;포장가능;배달불가능;주차불가능|11:30   22:00|||||부대찌개 광화문역부대점|(지하1층);(지하1층)|||81021
부대찌개|광화문오피시아부대점|||놀부부대찌개|02-734-3037||서울 종로구 신문로1가 163|예약가능;포장가능;배달가능;주차불가능|10:30   22:00|||||부대찌개 광화문오피시아부대점||||81021
부대찌개|광화문LG부대점|||놀부부대찌개|02-725-8892||서울 종로구 신문로2가 92|예약가능;포장가능;배달불가능;주차가능|11:30   22:00|||||부대찌개 광화문LG부대점|LG광화문빌딩지하1층;LG광화문빌딩지하1층|||81021
부대찌개|구로디지털단지역부대|||놀부부대찌개|02-838-0850||서울 구로구 구로동 182-4|예약가능;포장가능;배달불가능;주차가능|11:00   22:00|||||부대찌개 구로디지털단지역부대|대륭포스트타워 3차 113호;대륭포스트타워 3차 113호|||81021
부대찌개|구로역부대점|||놀부부대찌개|02-2635-5382||서울 구로구 구로동 603-9|예약불가능;포장가능;배달불가능;주차불가능|11:30   22:30|||||부대찌개 구로역부대점|(서울 구로구 경인로 572) 2층;(서울 구로구 경인로 572) 2층|||81021
부대찌개|구리수택부대점|||놀부부대찌개|031-558-5382||경기 구리시 수택동 448|예약불가능;포장가능;배달불가능;주차불가능|11:00   22:00|||||부대찌개 구리수택부대점|내 제4동;내 제4동|||81021
부대찌개|구미공단부대점|||놀부부대찌개|054-444-3939||경북 구미시 공단동 263-2|예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 구미공단부대점|(구미시 1공단로 198-7);(구미시 1공단로 198-7)|||81021
부대찌개|구미구평부대찌개&철판구이점|||놀부부대찌개|054-474-8988||경북 구미시 진평동 93-6|예약가능;포장가능;배달가능;주차불가능|11:30   22:00|||||부대찌개 구미구평부대찌개&철판구이점||||81021
부대찌개|구미상모부대점|||놀부부대찌개|054-464-3633||경북 구미시 상모동 65-8|예약불가능;포장가능;배달가능;주차가능|11:30   23:30|||||부대찌개 구미상모부대점||||81021
부대찌개|구미신평부대점|||놀부부대찌개|054-463-7711|경상북도 구미시 신평동 구미대로 390||예약불가능;포장가능;배달불가능;주차가능|11:30   22:00|||||부대찌개 구미신평부대점|1층;1층|||81021
부대찌개|구미왜관부대점|||놀부부대찌개|054-972-5385|경북 칠곡군 왜관읍 자조2길 5||예약불가능;포장가능;배달가능;주차가능|11:30   22:00|||||부대찌개 구미왜관부대점||||81021
부대찌개|구미형곡부대점|||놀부부대찌개|054-442-2234||경북 구미시 송정동 463-7|예약가능;포장가능;배달가능;주차가능|11:00   24:00|||||부대찌개 구미형곡부대점||||81021
부대찌개|구일역부대점|||놀부부대찌개|02-855-4555||서울 구로구 구로동 642-108|예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 구일역부대점|해원리버파크 2층 (서울 구로구 구일로 110);해원리버파크 2층 (서울 구로구 구일로 110)|||81021
부대찌개|구파발역부대점|||놀부부대찌개|02-353-9133||서울 은평구 진관동 87일원 은평뉴타운 상업용지6블럭202호 |예약불가능;포장가능;배달가능;주차가능|11:00   22:00|||||부대찌개 구파발역부대점||||81021
부대찌개|군산나운부대점|||놀부부대찌개|063-467-5382||전북 군산시 나운동 95-12|예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 군산나운부대점|(군산시 하나운로 82);(군산시 하나운로 82)|||81021
부대찌개|군포당동부대점|||놀부부대찌개|031-398-8666||경기 군포시 당동 921-3|예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 군포당동부대점|1층;1층|||81021
부대찌개|군포대야미역부대찌개&철판구이|||놀부부대찌개|031-437-1203||경기 군포시 대야미동 664-10|예약가능;포장가능;배달가능;주차가능|10:00   23:00|||||부대찌개 군포대야미역부대찌개&철판구이||||81021
부대찌개|금강휴게소부대점|||놀부부대찌개||충청북도 옥천군 동이면 금강로 596||예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 금강휴게소부대점|금강휴게소 프드코트 내;금강휴게소 프드코트 내|||81021
부대찌개|길동부대점|||놀부부대찌개|02-477-0450||서울 강동구 길동 414-1|예약가능;포장가능;배달가능;주차가능|10:00   22:30|||||부대찌개 길동부대점||||81021
부대찌개|김천1호부대점|||놀부부대찌개|054-434-2323||경북 김천시 부곡동 1402|예약가능;포장가능;배달불가능;주차가능|11:30   23:00|||||부대찌개 김천1호부대점||||81021
부대찌개|김천혁신부대점|||놀부부대찌개|054-432-8383|경북 김천시 율곡동 혁신2로 16||예약불가능;포장가능;배달가능;주차가능|11:30   21:30|||||부대찌개 김천혁신부대점||||81021
부대찌개|김포구래부대점|||놀부부대찌개|031-988-9937|경기도 김포시 김포한강9로 80||예약가능;포장가능;배달가능;주차가능|11:00   22:00|||||부대찌개 김포구래부대점|2층 205호 (구래동);2층 205호 (구래동)|||81021
부대찌개|김포롯데몰부대점|||놀부부대찌개|02-6116-5007||서울 강서구 방화동 김포공항롯데몰 |예약가능;포장가능;배달불가능;주차가능|10:30   22:00|||||부대찌개 김포롯데몰부대점||||81021
부대찌개|김포양촌부대점|||놀부부대찌개|031-989-4455||경기도 김포시 양촌면 2987|예약불가능;포장가능;배달불가능;주차가능|10:30   22:30|||||부대찌개 김포양촌부대점|119,120호;119,120호|||81021
부대찌개|김포운양부대점|||놀부부대찌개|031-985-2268||경기 김포시 운양동 1298-1|예약불가능;포장가능;배달가능;주차가능|11:00   10:30|||||부대찌개 김포운양부대점|골든스퀘어 205호;골든스퀘어 205호|||81021
부대찌개|김해삼계부대찌개&철판구이점|||놀부부대찌개|055-311-1323|경상남도 김해시 해반천로144번길 35-8||예약불가능;포장가능;배달불가능;주차불가능|11:30   21:30|||||부대찌개 김해삼계부대찌개&철판구이점||||81021
부대찌개|김해아이스퀘어부대찌개&철판구|||놀부부대찌개|055-312-9989||경남 김해시 부원동 부원역세권지구 A-2블록 아이스퀘어몰 |예약불가능;포장가능;배달불가능;주차가능|11:30   21:30|||||부대찌개 김해아이스퀘어부대찌개&철판구||||81021
부대찌개|김해율하부대점|||놀부부대찌개|055-326-8695||경남 김해시 장유면 율하동 1350-1|예약불가능;포장가능;배달불가능;주차가능|11:30   21:30|||||부대찌개 김해율하부대점|204;204|||81021
부대찌개|나주빛가람부대찌개&철판구이점|||놀부부대찌개|061-333-3434|전라남도 나주시 상야1길 7||예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 나주빛가람부대찌개&철판구이점|예가람타워 205호;예가람타워 205호|||81021
부대찌개|나주혁신2호부대점|||놀부부대찌개|061-335-1235||전남 나주시 송월동 나주시 빛가람동 235-6|예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 나주혁신2호부대점||||81021
부대찌개|난곡놀부부대점|||놀부부대찌개|02-867-0456|서울특별시 관악구 남부순환로 1487||예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 난곡놀부부대점||||81021
부대찌개|남성부대점|||놀부부대찌개|02-525-7625||서울 동작구 사당동 248-5|예약가능;포장가능;배달가능;주차가능|11:30   22:00|||||부대찌개 남성부대점||||81021
부대찌개|남양주별내2호부대찌개|||놀부부대찌개|031-529-5522|경기도 남양주시 별내면 덕송2로 10길 9||예약가능;포장가능;배달가능;주차가능|11:00   22:00|||||부대찌개 남양주별내2호부대찌개||||81021
부대찌개|남양주오남부대|||놀부부대찌개|031-527-8891||경기도 남양주시 오남읍 94-1|예약가능;포장가능;배달불가능;주차가능|11:00   22:00|||||부대찌개 남양주오남부대|외1필지선일프라자 101호,102호;외1필지선일프라자 101호,102호|||81021
부대찌개|남양주호평부대점|||놀부부대찌개|031-592-6886||경기 남양주시 호평동 641-1|예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 남양주호평부대점|샤르망프라자 205;샤르망프라자 205|||81021
부대찌개|내발산부대점|||놀부부대찌개|02-2667-5382||서울 강서구 내발산동 750-10|예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 내발산부대점|웨스트엔드3차 105,105-1,105-2;웨스트엔드3차 105,105-1,105-2|||81021
부대찌개|노원롯데(직영점)부대찌개&철판구이점|||놀부부대찌개|02-950-2937||서울 노원구 상계동 713|예약가능;포장가능;배달불가능;주차가능|11:00   21:30|||||부대찌개 노원롯데(직영점)부대찌개&철판구이점|롯데백화점노원점 9층;롯데백화점노원점 9층|||81021
부대찌개|노원롯데부대찌개점|||놀부부대찌개||서울특별시 노원구 동일로 1414||예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 노원롯데부대찌개점||||81021
부대찌개|노원하계부대점|||놀부부대찌개|02-971-8844|서울특별시 노원구 공릉로 70길 8-6||예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 노원하계부대점||||81021
부대찌개|논산건양대부대점|||놀부부대찌개|041-734-3225||충남 논산시 내동 1130|예약가능;포장가능;배달불가능;주차가능|10:00   22:00|||||부대찌개 논산건양대부대점||||81021
부대찌개|논현역부대찌개점|||놀부부대찌개|02-542-6674|서울특별시 서초구 신반포로 339||예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 논현역부대찌개점||||81021
부대찌개|대구금호사수부대점|||놀부부대찌개|053-314-2345||대구 북구 사수동 963|예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 대구금호사수부대점|2F;2F|||81021
부대찌개|대구두류부대점|||놀부부대찌개|053-627-9940||대구 달서구 두류동 147-3|예약가능;포장가능;배달가능;주차가능|11:30   24:00|||||부대찌개 대구두류부대점||||81021
부대찌개|대구범어부대점|||놀부부대찌개|053-753-7524|대구광역시 수성구 범어동 동대구로 383||예약가능;포장가능;배달가능;주차가능|11:30   22:00|||||부대찌개 대구범어부대점|(범어3동 13-1);(범어3동 13-1)|||81021
부대찌개|대구상인부대점|||놀부부대찌개|053-633-2757||대구 달서구 상인동 1397-2|예약가능;포장가능;배달가능;주차불가능|11:30   22:00|||||부대찌개 대구상인부대점||||81021
부대찌개|대구성서이마트부대점|||놀부부대찌개|053-583-7892|대구 달서구 이곡동 이곡동로 74||예약가능;포장가능;배달가능;주차가능|11:00   22:00|||||부대찌개 대구성서이마트부대점||||81021
부대찌개|대구수성부대찌개&철판구이점|||놀부부대찌개|053-761-0080||대구광역시 수성구 두산동 153-1|예약가능;포장가능;배달가능;주차가능|11:30   22:30|||||부대찌개 대구수성부대찌개&철판구이점||||81021
부대찌개|대구시지부대점|||놀부부대찌개|053-793-7111||대구 수성구 신매동 567-52|예약불가능;포장가능;배달가능;주차가능|11:30   23:00|||||부대찌개 대구시지부대점|(대구 수성구 고산로 100);(대구 수성구 고산로 100)|||81021
부대찌개|대구시청부대점|||놀부부대찌개|053-423-5382||대구 중구 동인동2가 51|예약불가능;포장가능;배달가능;주차가능|10:00   23:00|||||부대찌개 대구시청부대점|(대구 중구 국채보상로 655);(대구 중구 국채보상로 655)|||81021
부대찌개|대구신서혁신부대점|||놀부부대찌개|053-965-1221||대구 동구 각산동 1080|예약불가능;포장가능;배달가능;주차가능|11:30   22:00|||||부대찌개 대구신서혁신부대점||||81021
부대찌개|대구유통단지부대점|||놀부부대찌개|053-383-7885||대구 북구 산격동 1644|예약가능;포장가능;배달가능;주차가능|11:30   22:00|||||부대찌개 대구유통단지부대점|1층;1층|||81021
부대찌개|대구이시아부대점|||놀부부대찌개|053-939-7755|대구 동구 팔공로 51길 15-11||예약가능;포장가능;배달가능;주차가능|11:30   22:00|||||부대찌개 대구이시아부대점|2층 202호 (봉무동);2층 202호 (봉무동)|||81021
부대찌개|대구죽전부대점|||놀부부대찌개|053-521-2001||대구 달서구 감삼동 280-4|예약불가능;포장가능;배달가능;주차가능|11:30   22:00|||||부대찌개 대구죽전부대점|1층;1층|||81021
부대찌개|대림썬프라자부대점|||놀부부대찌개|02-836-8855||서울 영등포구 대림동 909-2|예약가능;포장가능;배달가능;주차가능|10:30   23:00|||||부대찌개 대림썬프라자부대점|2층;2층|||81021
부대찌개|대명리조트양평부대점|||놀부부대찌개|031-770-7529||경기 양평군 개군면 공세리 389-7|예약불가능;포장가능;배달불가능;주차가능||||||부대찌개 대명리조트양평부대점||||81021
부대찌개|대전관저부대점|||놀부부대찌개|042-544-3003||대전 서구 관저동 1528|예약불가능;포장가능;배달가능;주차가능|11:00   24:00|||||부대찌개 대전관저부대점|2층;2층|||81021
부대찌개|대전동부복합터미널부대점|||놀부부대찌개|042-625-5233||대전 동구 용전동 68-2|예약가능;포장가능;배달가능;주차불가능|11:00   22:00|||||부대찌개 대전동부복합터미널부대점||||81021
부대찌개|대전둔산법원부대점|||놀부부대찌개|042-472-8892||대전 서구 둔산동 1391|예약가능;포장가능;배달가능;주차가능|11:00   23:30|||||부대찌개 대전둔산법원부대점|104호;104호|||81021
부대찌개|대전둔산부대점|||놀부부대찌개|042-482-5233||대전 서구 둔산동 1281|예약가능;포장가능;배달가능;주차가능|10:00   24:00|||||부대찌개 대전둔산부대점|(장천빌딩 1층);(장천빌딩 1층)|||81021
부대찌개|대전반석부대|||놀부부대찌개|042-822-8525||대전 유성구 반석동 621-3|예약불가능;포장가능;배달가능;주차가능|11:30   22:00|||||부대찌개 대전반석부대|센터프라자2차 203/204호;센터프라자2차 203/204호|||81021
부대찌개|대전신성부대점|||놀부부대찌개|042-861-7884||대전 유성구 신성동 124-16|예약가능;포장가능;배달가능;주차가능|10:30   23:00|||||부대찌개 대전신성부대점||||81021
부대찌개|대전중앙로역부대점|||놀부부대찌개|042-255-1188||대전 중구 대흥동 491-4|예약가능;포장가능;배달가능;주차불가능|10:00   22:00|||||부대찌개 대전중앙로역부대점|(대전 중구 중앙로 122번길 18);(대전 중구 중앙로 122번길 18)|||81021
부대찌개|도농이마트부대|||놀부부대찌개|031-558-1228||경기도 남양주시 도농동 1-29|예약가능;포장가능;배달불가능;주차가능|10:00   22:00|||||부대찌개 도농이마트부대|부영애시앙사랑관 161;부영애시앙사랑관 161|||81021
부대찌개|동인천역부대점|||놀부부대찌개|032-773-8258||인천 중구 인현동 26-13|예약불가능;포장가능;배달불가능;주차불가능|11:00   22:30|||||부대찌개 동인천역부대점|1층;1층|||81021
부대찌개|동탄한림대병원부대점|||놀부부대찌개|031-8015-2585||경기도 화성시 석우동 41-3|예약불가능;포장가능;배달불가능;주차가능|11:30   22:00|||||부대찌개 동탄한림대병원부대점||||81021
부대찌개|동판교부대점|||놀부부대찌개|031-8016-5114|경기 성남시 분당구 삼평동 판교로 372||예약불가능;포장가능;배달가능;주차가능|10:30   23:00|||||부대찌개 동판교부대점|205호 (삼평동);205호 (삼평동)|||81021
