##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@할리스커피
할리스커피|아주대병원점|||할리스커피|031-211-5718|경기도 수원시 영통구 월드컵로 164||||||||할리스커피 아주대병원점|아주대학교병원 본관 1층|||80704
할리스커피|부산대학교병원2호점|||할리스커피|051-231-9476|부산광역시 서구 구덕로 179||||||||할리스커피 부산대학교병원2호점|C동|||80704
할리스커피|난곡사거리점|||할리스커피|02-865-0012||서울시 관악구 신림동 526-13|흡연시설||||||할리스커피 난곡사거리점||||80704
할리스커피|부산덕천점|||할리스커피|051-342-8835|부산 북구 덕천 1길 21||24시간;흡연시설||||||할리스커피 부산덕천점|1층|||80704
할리스커피|다산지금점|||할리스커피|070-7778-2409|경기도 남양주시 다산중앙로 82번안길 143-15||주차||||||할리스커피 다산지금점||||80704
할리스커피|종로DGB점|||할리스커피|02-310-9315|||주차||||||할리스커피 종로DGB점||||80704
할리스커피|부평로데오점|||할리스커피|032-505-7130||인천광역시 부평구 부평동 193-19|24시간;흡연시설||||||할리스커피 부평로데오점|인일메트로 빌딩 1~3층|||80704
할리스커피|인덕원점|||할리스커피|031-426-1800|경기도 안양시 동안구 관악대로 480||테라스||||||할리스커피 인덕원점|101호|||80704
할리스커피|대구반야월점|||할리스커피|053-961-7007|안심로 255||흡연시설;주차||||||할리스커피 대구반야월점||||80704
할리스커피|용인명지대점|||할리스커피|031-335-9095|경기도 용인시 처인구 명지로116번길 24-2||주차||||||할리스커피 용인명지대점||||80704
할리스커피|여의도파이낸스타워점|||할리스커피|02-761-3154|서울특별시 영등포구 국제금융로 2길 32||주차||||||할리스커피 여의도파이낸스타워점||||80704
할리스커피|전북김제점|||할리스커피|063-547-9600|전라북도 김제시 검산택지5길 21-10||주차||||||할리스커피 전북김제점|1층|||80704
할리스커피|상남중앙점|||할리스커피|055-261-5925||상남동 25|||||||할리스커피 상남중앙점||||80704
할리스커피|커피클럽/센터포인트점|||할리스커피|02-6031-6213|종로구 새문안로5길 31||||||||할리스커피 커피클럽/센터포인트점|센터포인트 광화문빌딩 1F|||80704
할리스커피|서울대병원점|||할리스커피|02-741-5815|종로구 대학로 101||||||||할리스커피 서울대병원점|서울대학교병원 본관 1F|||80704
할리스커피|구로디지털/뉴스테이점|||할리스커피|070-7547-4100|시흥대로 595||주차||||||할리스커피 구로디지털/뉴스테이점|105호|||80704
할리스커피|부산명륜자이점|||할리스커피|051-554-1001|부산광역시 동래구 동래로 77||테라스||||||할리스커피 부산명륜자이점||||80704
할리스커피|충남도청점|||할리스커피|041-631-4725||충청남도 홍성군 홍북읍 신경리 553|주차||||||할리스커피 충남도청점||||80704
할리스커피|홍대입구역점|||할리스커피|02-322-3584|서울시 마포구 양화로 151||||||||할리스커피 홍대입구역점|1층|||80704
할리스커피|전남장흥점|||할리스커피|061-862-0119|전라남도 장흥군 장흥읍 북부로 18||||||||할리스커피 전남장흥점||||80704
할리스커피|낙산해수욕장점|||할리스커피|033-672-7271|강원도 양양군 강현면 해맞이길 18||||||||할리스커피 낙산해수욕장점|1층 할리스커피|||80704
할리스커피|군산선유도점|||할리스커피|063-464-9315||전라북도 군산시 옥도면 선유도리 213-4|테라스||||||할리스커피 군산선유도점|6|||80704
할리스커피|전주남천교점|||할리스커피||전주천서로 81||주차||||||할리스커피 전주남천교점||||80704
할리스커피|대구침산점|||할리스커피|053-353-5412|대구광역시 북구 성북로 36||주차||||||할리스커피 대구침산점||||80704
할리스커피|용산리첸시아점|||할리스커피|02-6012-6596|서울시 용산구 백범로 341||주차||||||할리스커피 용산리첸시아점|용산리첸시아 118호,119호|||80704
할리스커피|울산옥동대공원점|||할리스커피|070-7733-9102|문수로 377||테라스;주차||||||할리스커피 울산옥동대공원점|(옥동)|||80704
할리스커피|커피클럽/역삼테헤란점|||할리스커피|02-501-3573|서울 강남구 테헤란로 131||테라스;흡연시설;주차||||||할리스커피 커피클럽/역삼테헤란점|한국지식센터 1층|||80704
할리스커피|신사역사거리점|||할리스커피|02-511-5340|서울특별시 강남구 강남대로 600||24시간;주차||||||할리스커피 신사역사거리점|동신빌딩 1,2층|||80704
할리스커피|충남대점|||할리스커피||대전광역시 유성구 대학로 84||테라스||||||할리스커피 충남대점|(궁동 486-2)|||80704
할리스커피|응암역점|||할리스커피|02-3152-2910|증산로 475||테라스||||||할리스커피 응암역점|2층|||80704
할리스커피|대구안심점|||할리스커피|053-552-2220|대구시 동구 안심로90길 29||주차||||||할리스커피 대구안심점||||80704
할리스커피|여수소호점|||할리스커피|061-684-8254|전남 여수시 소호로 455-1||테라스||||||할리스커피 여수소호점||||80704
할리스커피|화성병점점|||할리스커피|031-239-0455|경기 화성시 병점동로 105||||||||할리스커피 화성병점점||||80704
할리스커피|동탄카림애비뉴점|||할리스커피|031-372-1650|경기 화성시 동탄대로시범길 134||테라스;주차||||||할리스커피 동탄카림애비뉴점||||80704
할리스커피|김포운양점|||할리스커피|031-986-2260|김포한강11로255번길 15||주차||||||할리스커피 김포운양점||||80704
할리스커피|창원팔용점|||할리스커피|055-298-3434|경상남도 창원시 창원대로18번길 6-8||흡연시설;주차||||||할리스커피 창원팔용점|1,2,3층|||80704
할리스커피|부안격포채석강점|||할리스커피|063-584-0011||전라북도 부안군 변산면 격포리 282|테라스||||||할리스커피 부안격포채석강점|(채석강길 22-10)|||80704
할리스커피|전남대상대점|||할리스커피|062-511-0389|광주광역시 북구 설죽로202번길 68||||||||할리스커피 전남대상대점||||80704
할리스커피|(하)매송휴게소점|||할리스커피||경기도 화성시 매송면 서해안고속도로 315||||||||할리스커피 (하)매송휴게소점|목포방향|||80704
할리스커피|(상)매송휴게소점|||할리스커피||경기도 화성시 매송면 서해안고속도로 316||||||||할리스커피 (상)매송휴게소점|서울방향|||80704
할리스커피|용산아이파크몰/영풍문고점|||할리스커피|070-8835-5073|한강대로 23길 55||주차||||||할리스커피 용산아이파크몰/영풍문고점|용산아이파크몰 리빙관 3층 영풍문고 내|||80704
할리스커피|오산대역DT점|||할리스커피|031-372-9750|경기도 오산시 경기대로 491||DT 매장;테라스;주차||||||할리스커피 오산대역DT점|1~3층|||80704
할리스커피|춘천명동점|||할리스커피|033-251-3789|강원도 춘천시 금강로 61||||||||할리스커피 춘천명동점|(조양동)|||80704
할리스커피|인천주안역점|||할리스커피|032-425-1793|인천 남구 주안로 105||||||||할리스커피 인천주안역점||||80704
할리스커피|BMC점|||할리스커피|031-961-5692|동국로 32||||||||할리스커피 BMC점|(식사동) 동국대학교 바이오메디융합 캠퍼스 내 산학협력관 1층|||80704
할리스커피|구미금오산점|||할리스커피|054-441-4452|경북 구미시 금오산로 209||주차||||||할리스커피 구미금오산점||||80704
할리스커피|을지로입구점|||할리스커피|02-318-6381||서울시 중구 을지로2가 199-44|테라스;흡연시설||||||할리스커피 을지로입구점||||80704
할리스커피|울산삼산대로점|||할리스커피|052-293-2234||울산시 남구 삼산동 1559-15|테라스;주차||||||할리스커피 울산삼산대로점||||80704
할리스커피|백석예술대학교점|||할리스커피|||방배동 981-17|주차||||||할리스커피 백석예술대학교점||||80704
할리스커피|양재역1호점|||할리스커피|02-578-6630||서울시 서초구 양재동 13-11|주차||||||할리스커피 양재역1호점||||80704
할리스커피|제주협재해수욕장점|||할리스커피|064-796-1780|한림읍 한림로 330||주차||||||할리스커피 제주협재해수욕장점||||80704
할리스커피|구리장자호수공원점|||할리스커피|031-568-7232|경기도 구리시 장자대로 86번길 18||테라스;주차||||||할리스커피 구리장자호수공원점|(수택동,1~2층)|||80704
할리스커피|(하)오창휴게소|||할리스커피|043-217-1477|충청북도 청주시 청원구 오창읍 중부고속도로 21||주차||||||할리스커피 (하)오창휴게소||||80704
할리스커피|부산교대점|||할리스커피|051-558-5886||부산광역시 동래구 수안동 55-1|주차||||||할리스커피 부산교대점||||80704
할리스커피|이대점|||할리스커피|02-392-1008|서울시 서대문구 이화여대길 59||흡연시설||||||할리스커피 이대점|엘큐브 3층|||80704
할리스커피|파주야당역점|||할리스커피|031-946-4823|경의로 1042||주차||||||할리스커피 파주야당역점|(야당동) 더진빌딩 1층|||80704
할리스커피|목동예술인회관점|||할리스커피|02-2655-1300|목동서로 225||주차||||||할리스커피 목동예술인회관점|(목동,예술인회관) 1층|||80704
할리스커피|(하)괴산휴게소점|||할리스커피|043-832-7966|충청북도 괴산군 장연면 중부내륙고속도로 205||주차||||||할리스커피 (하)괴산휴게소점|괴산 (마산방향)휴게소|||80704
할리스커피|부산광안해변점|||할리스커피|051-752-4551||부산광역시 수영구 민락동 178-5|테라스;흡연시설||||||할리스커피 부산광안해변점||||80704
할리스커피|당고개역점|||할리스커피|02-951-1029|덕릉로 126길 11||주차||||||할리스커피 당고개역점|(상계동) 1층|||80704
할리스커피|커피클럽/역삼스타점|||할리스커피|02-501-4142||서울시 강남구 역삼동 736-56|테라스||||||할리스커피 커피클럽/역삼스타점|1층|||80704
할리스커피|(하)보성녹차휴게소점|||할리스커피|070-4325-8808||전남 보성군 겸백면 수남리 385-3|주차||||||할리스커피 (하)보성녹차휴게소점||||80704
할리스커피|(상)보성녹차휴게소점|||할리스커피|070-4325-8801||전남 보성군 미력면 화방리 산196-7|주차||||||할리스커피 (상)보성녹차휴게소점||||80704
할리스커피|부산정관CGV점|||할리스커피|051-710-3532||정관읍 매학리 717-5|주차||||||할리스커피 부산정관CGV점||||80704
할리스커피|울산풍차DT점|||할리스커피|052-292-8180||신천동 456|DT 매장;테라스;주차||||||할리스커피 울산풍차DT점||||80704
할리스커피|구파발역점|||할리스커피|02-359-1366|진관3로 11||주차||||||할리스커피 구파발역점|(진관동,은평뉴타운 힐데스하임) 주상복합 1,2층|||80704
할리스커피|속초엑스포점|||할리스커피|033-638-2123|강원도 속초시 청초호반로 75||테라스;흡연시설;주차||||||할리스커피 속초엑스포점||||80704
할리스커피|안양엠타워컨벤션점|||할리스커피|031-469-0202|안양로 104||주차||||||할리스커피 안양엠타워컨벤션점|(안양동) 엠타워컨벤션 1층|||80704
할리스커피|인천연수CGV점|||할리스커피|032-456-4499|인천광역시 연수구 청능대로 210||주차||||||할리스커피 인천연수CGV점|4층|||80704
할리스커피|(상)추풍령휴게소점|||할리스커피|||경북 김천시 봉산면 광천리 737-1|주차||||||할리스커피 (상)추풍령휴게소점||||80704
할리스커피|부산경성대2호점|||할리스커피|051-611-3021|부산광역시 남구 수영로 306||||||||할리스커피 부산경성대2호점|3층|||80704
할리스커피|양주고읍점|||할리스커피|031-843-0078|경기도 양주시 고읍남로 10||테라스;주차||||||할리스커피 양주고읍점||||80704
할리스커피|(상)마장휴게소점|||할리스커피||경기도 이천시 마장면 중부고속도로 82||주차||||||할리스커피 (상)마장휴게소점||||80704
할리스커피|대구디아크점|||할리스커피|053-591-2209|대구광역시 달성군 다사읍 강정본길 57||테라스;주차||||||할리스커피 대구디아크점||||80704
할리스커피|남악신도시점|||할리스커피|061-282-8280|전남 무안군 삼향읍 남악로 234||흡연시설;주차||||||할리스커피 남악신도시점|트리폴리앙 B동 1,2층 108호,204호|||80704
할리스커피|구산역점|||할리스커피|02-351-3094|서울시 은평구 연서로 135||흡연시설||||||할리스커피 구산역점||||80704
할리스커피|김포공항점|||할리스커피|02-2064-0312|서울특별시 강서구 하늘길 112||||||||할리스커피 김포공항점|국내선청사 1층|||80704
할리스커피|경남통영점|||할리스커피|055-649-1314|경남 통영시 무전 8길 33||테라스;흡연시설||||||할리스커피 경남통영점|(무전동,로운빌딩)|||80704
할리스커피|여의도하나투자점|||할리스커피|02-761-7231|서울시 영등포구 의사당대로 82||주차||||||할리스커피 여의도하나투자점||||80704
할리스커피|마곡퀸즈파크나인점|||할리스커피|02-6421-9888|공항대로 247||주차||||||할리스커피 마곡퀸즈파크나인점|(마곡동,퀸즈파크나인)|||80704
할리스커피|울산명촌점|||할리스커피|052-289-9905|울산광역시 북구 명촌로 59||흡연시설;주차||||||할리스커피 울산명촌점||||80704
할리스커피|세종소담DI점|||할리스커피|044-862-9027|세종특별자치시 소담로 40||주차||||||할리스커피 세종소담DI점||||80704
할리스커피|부산BIFF광장점|||할리스커피|051-242-6552|부산광역시 중구 비프광장로 31-1||||||||할리스커피 부산BIFF광장점|1층|||80704
할리스커피|용평리조트점|||할리스커피|||강원도 평창군 대관령면 용산리 130|||||||할리스커피 용평리조트점|용평리조트|||80704
할리스커피|(하)가평휴게소|||할리스커피|||경기도 가평군 설악면 149|주차||||||할리스커피 (하)가평휴게소|가평휴게소 (춘천방향)|||80704
할리스커피|(춘)치악휴게소|||할리스커피|||강원도 원주시 신림면금창리 500|주차||||||할리스커피 (춘)치악휴게소||||80704
할리스커피|(하)안성휴게소|||할리스커피||경기도 안성시 원곡면 경부고속도로 365||주차||||||할리스커피 (하)안성휴게소||||80704
할리스커피|(하)안성맞춤휴게소|||할리스커피|||경기도 안성시 서운면 신능리 51-11|주차||||||할리스커피 (하)안성맞춤휴게소||||80704
할리스커피|(상)안성휴게소|||할리스커피|||경기도 안성시 원곡면 산하리 67-3|주차||||||할리스커피 (상)안성휴게소||||80704
할리스커피|(상)안성맞춤휴게소|||할리스커피|||경기도 안성시 서운면 신능리 51-16|주차||||||할리스커피 (상)안성맞춤휴게소||||80704
할리스커피|(상)가평휴게소|||할리스커피|||경기도 가평군 설악면 149|주차||||||할리스커피 (상)가평휴게소|가평휴게소 (서울방향)|||80704
할리스커피|치악휴게소부산방향|||할리스커피|033-762-8128||강원도 원주시 신림면금창리 500|주차||||||할리스커피 치악휴게소부산방향||||80704
할리스커피|(서)죽전휴게소|||할리스커피||경기도 용인시 수지구 경부고속도로 400||||||||할리스커피 (서)죽전휴게소|죽전휴게소|||80704
할리스커피|광주일곡점|||할리스커피|070-7716-0123|광주광역시 북구 송해로 81||테라스||||||할리스커피 광주일곡점||||80704
할리스커피|천안신불당점|||할리스커피|041-557-5556||불당동 1638|주차||||||할리스커피 천안신불당점||||80704
할리스커피|모다아울렛구리점|||할리스커피|031-514-8194|경춘북로 230||주차||||||할리스커피 모다아울렛구리점|1층 (갈매동,모다아울렛구리점)|||80704
할리스커피|부산역사점|||할리스커피|||초량동 1187-1|||||||할리스커피 부산역사점|부산역사 2층|||80704
할리스커피|부산해운대비치점|||할리스커피|051-731-5253||부산시 해운대구 우동 618-14|테라스;24시간;흡연시설||||||할리스커피 부산해운대비치점||||80704
할리스커피|당진푸르지오점|||할리스커피|041-354-2004||읍내동 1590|주차||||||할리스커피 당진푸르지오점|희은빌딩 1층 할리스커피|||80704
할리스커피|홍대역점|||할리스커피|02-323-7791|서울시 마포구 어울마당로 111||테라스;흡연시설||||||할리스커피 홍대역점|2~4층 (동교동)|||80704
할리스커피|원주휴게소춘천방향점|||할리스커피|||강원도 원주시 호저면 옥산리 215|||||||할리스커피 원주휴게소춘천방향점||||80704
할리스커피|(인)강릉휴게소점|||할리스커피|||강원도 강릉시 성산면 보광리 103|||||||할리스커피 (인)강릉휴게소점||||80704
할리스커피|(상)홍천휴게소|||할리스커피|||강원도 홍천군 화촌면 군업리 509-3|||||||할리스커피 (상)홍천휴게소||||80704
할리스커피|죽전패션타운점|||할리스커피|0312729798|용구대로 2729||주차||||||할리스커피 죽전패션타운점|(죽전패션타운)|||80704
할리스커피|아산마트점|||할리스커피|041-548-6060||충청남도 아산시 권곡동 219-24|주차||||||할리스커피 아산마트점||||80704
할리스커피|군위영천휴게소점|||할리스커피|||경상북도 군위군 산성면 백학리 산15-2|||||||할리스커피 군위영천휴게소점||||80704
할리스커피|삼국유사군위휴게소점|||할리스커피|||경상북도 군위군 부계명 창평리 산98-4|||||||할리스커피 삼국유사군위휴게소점||||80704
할리스커피|김천혁신도시점|||할리스커피|054-433-4333|경상북도 김천시 혁신로 246||주차||||||할리스커피 김천혁신도시점||||80704
할리스커피|대구이월드점|||할리스커피|[준비중]|대구광역시 달서구 두류공원로 200||||||||할리스커피 대구이월드점||||80704
할리스커피|KTX서울역|||할리스커피|0505-919-9119|서울시 용산구 한강대로 405||||||||할리스커피 KTX서울역|(동자동 43-205)|||80704
할리스커피|부산광안대교점|||할리스커피|051-754-9985|부산광역시 수영구 광안해변로 217||테라스;24시간;주차||||||할리스커피 부산광안대교점|(광안동)|||80704
할리스커피|대구팔달교DT점|||할리스커피|053-341-9595|대구광역시 서구 팔달로 32||DT 매장;테라스;주차||||||할리스커피 대구팔달교DT점||||80704
할리스커피|국민연금공단점|||할리스커피|063-221-5072|전라북도 전주시 덕진구 기지로 170||주차||||||할리스커피 국민연금공단점|국민연금공단 기금운용본부 1층|||80704
할리스커피|커피클럽/광나루역점|||할리스커피|02-444-0542|서울특별시 광진구 천호대로 808||||||||할리스커피 커피클럽/광나루역점|광장현대홈타운 제1202동 상가 1층|||80704
할리스커피|진해경화점|||할리스커피|055-547-9906|경상남도 창원시 진해구 조천북로 76||테라스;주차||||||할리스커피 진해경화점||||80704
할리스커피|파주탄현점|||할리스커피|031-957-9477|경기도 파주시 탄현면 방촌로 1017||주차||||||할리스커피 파주탄현점||||80704
할리스커피|수원호매실역점|||할리스커피|031-278-1717|경기도 수원시 권선구 금곡로 202||테라스||||||할리스커피 수원호매실역점||||80704
할리스커피|광주전남대점|||할리스커피|062-251-1966|광주광역시 북구 우치로 90||||||||할리스커피 광주전남대점||||80704
할리스커피|세로수길점|||할리스커피|02-511-1473|서울시 강남구 강남대로152길 41||||||||할리스커피 세로수길점||||80704
할리스커피|광주우산점|||할리스커피|062-956-6582||광주광역시 광산구 우산동 1363-2|테라스;주차||||||할리스커피 광주우산점||||80704
할리스커피|군산수송점|||할리스커피|063-467-9500|전라북도 군산시 수송북로 22||흡연시설;주차||||||할리스커피 군산수송점||||80704
할리스커피|블루스퀘어점|||할리스커피|02-790-1273|서울특별시 용산구 이태원로 294||테라스;주차||||||할리스커피 블루스퀘어점||||80704
할리스커피|대전도안DT점|||할리스커피|042-824-4931|대전광역시 유성구 도안동로 488||DT 매장;테라스;흡연시설;주차||||||할리스커피 대전도안DT점||||80704
할리스커피|별내카페거리점|||할리스커피|031-574-5655|경기도 남양주시 두물로39번길 33||테라스;주차||||||할리스커피 별내카페거리점||||80704
할리스커피|장승배기역점|||할리스커피|02-812-9330|서울특별시 동작구 금낭화로11길 31-27||주차||||||할리스커피 장승배기역점||||80704
할리스커피|영종하늘도시점|||할리스커피|032-752-1761|인천광역시 중구 하늘달빛로 90-21||주차||||||할리스커피 영종하늘도시점||||80704
할리스커피|동탄호수공원점|||할리스커피|031-373-5223|경기도 화성시 동탄면 동탄순환대로5길 15||테라스||||||할리스커피 동탄호수공원점||||80704
할리스커피|수원인계점|||할리스커피|031-222-6842|경기도 수원시 팔달구 인계로138번길 49||테라스;24시간||||||할리스커피 수원인계점||||80704
할리스커피|(하)옥천휴게소점|||할리스커피||충청북도 옥천군 옥천읍 서대구일로 265-19||||||||할리스커피 (하)옥천휴게소점|할리스커피 (하)옥천휴게소점|||80704
할리스커피|목동점|||할리스커피|02-2062-1063|서울특별시 양천구 목동서로 159-1||||||||할리스커피 목동점|CBS방송국 1,2층|||80704
할리스커피|(하)백양사휴게소점|||할리스커피|061-394-9990|전라남도 장성군 북이면 호남고속도로 107||테라스;주차||||||할리스커피 (하)백양사휴게소점||||80704
할리스커피|광주아울렛점|||할리스커피|062-385-5122|광주광역시 서구 상무대로 627||흡연시설;주차||||||할리스커피 광주아울렛점|광주아울렛 內 할리스커피|||80704
할리스커피|동부산우체국점|||할리스커피|051-631-3193|부산광역시 동구 조방로 15||||||||할리스커피 동부산우체국점||||80704
할리스커피|KTX광명역|||할리스커피|02-899-1530|경기도 광명시 광명역로 21||||||||할리스커피 KTX광명역|1층|||80704
할리스커피|광주금호점|||할리스커피|062-385-0725||금호동 762-6|||||||할리스커피 광주금호점||||80704
할리스커피|안성팜랜드점|||할리스커피|031-8053-7938|경기도 안성시 공도읍 대신두길 28||테라스;주차||||||할리스커피 안성팜랜드점|안성팜랜드|||80704
할리스커피|동대구환승센터점|||할리스커피|053-742-0614|대구광역시 동구 동부로 149||||||||할리스커피 동대구환승센터점|3층|||80704
할리스커피|양산석산점|||할리스커피|055-366-7200|경상남도 양산시 동면 금오2길 68||주차||||||할리스커피 양산석산점|착한빌딩 102호|||80704
할리스커피|대구월성CGV점|||할리스커피||대구광역시 달서구 조암로 29||주차||||||할리스커피 대구월성CGV점||||80704
할리스커피|양산원동점|||할리스커피|055-372-0268|경상남도 양산시 원동면 원동로 1429||테라스;주차||||||할리스커피 양산원동점||||80704
할리스커피|울산디자인거리점|||할리스커피|052-256-0566|울산광역시 남구 돋질로302번길 38||24시간||||||할리스커피 울산디자인거리점|1,2층|||80704
할리스커피|나주빛가람혁신도시점|||할리스커피|061-334-5466|전라남도 나주시 배멧3길 5-4||테라스;주차||||||할리스커피 나주빛가람혁신도시점||||80704
할리스커피|답십리점|||할리스커피|0222462312|서울특별시 성동구 천호대로 302||||||||할리스커피 답십리점||||80704
할리스커피|부산사상점|||할리스커피|051-313-6300|부산시 사상구 광장로 90||24시간;흡연시설;주차||||||할리스커피 부산사상점||||80704
할리스커피|명지국제신도시점|||할리스커피|051-271-5600|부산광역시 강서구 명지국제11로 57||주차||||||할리스커피 명지국제신도시점||||80704
할리스커피|대구본리점|||할리스커피|053-553-3002|대구광역시 달서구 장기로 203||테라스;흡연시설;주차||||||할리스커피 대구본리점||||80704
할리스커피|의정부로데오점|||할리스커피|031-848-1674|경기도 의정부시 행복로 28||흡연시설||||||할리스커피 의정부로데오점||||80704
할리스커피|인천엠파크허브점|||할리스커피|032-265-0103|인천 서구 염곡로 52||주차||||||할리스커피 인천엠파크허브점|엠파크 허브동 103호|||80704
할리스커피|유스퀘어CGV점|||할리스커피|062-351-4687|광주광역시 서구 무진대로 904||테라스;주차||||||할리스커피 유스퀘어CGV점||||80704
할리스커피|광주오치점|||할리스커피|062-251-5684|광주광역시 북구 서하로 185||테라스;주차||||||할리스커피 광주오치점||||80704
할리스커피|광주운남점|||할리스커피|062-951-5979|광주 광산구 하남대로 248-13||테라스;주차||||||할리스커피 광주운남점||||80704
할리스커피|김해구산점|||할리스커피|055-323-8123|경상남도 김해시 가락로 321||주차||||||할리스커피 김해구산점||||80704
할리스커피|대구세천점|||할리스커피|053-581-5768|대구광역시 달성군 다사읍 세천로 141||흡연시설;주차||||||할리스커피 대구세천점||||80704
할리스커피|부산일광해안로점|||할리스커피|051-721-7458|부산광역시 기장군 일광면 일광로 352||테라스;주차||||||할리스커피 부산일광해안로점||||80704
할리스커피|익산어양점|||할리스커피|063-832-4700|전라북도 익산시 동서로63길 4||테라스||||||할리스커피 익산어양점|101호|||80704
할리스커피|전주백제대로점|||할리스커피|063-271-5066|전라북도 전주시 덕진구 백제대로 592||테라스;흡연시설;주차||||||할리스커피 전주백제대로점||||80704
할리스커피|부산대역점|||할리스커피|051-517-7773|부산광역시 금정구 부산대학로 29||||||||할리스커피 부산대역점||||80704
할리스커피|당산역점|||할리스커피|02-2631-3446|서울특별시 영등포구 당산로 219||24시간;흡연시설||||||할리스커피 당산역점||||80704
