ID|NAME|CAT|NEWADDR|OLDADDR|XX|YY|TELL|업데이트날짜|모두_운영시간|모두_현장요금|모두_URL|카카오_주차면수|카카오_결제방법|카카오_운영시간|카카오_현장요금
20570686|공영유료주차장|공영주차장||경남 창원시 성산구 중앙동 517-4|128.67942223|35.22751729||2019.05.17.|[{'start': '08:00', 'end': '24:00', 'title': '매일'}, {'start': '08:00', 'end': '24:00', 'title': '공휴일'}]|[{'price': '500원', 'title': '30분'}, {'price': '1,100원', 'title': '1시간'}, {'price': '2,300원', 'title': '2시간'}, {'price': '4,700원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=f1fb574d-322c-47a0-b832-dabfaf0c&type=P&usingTime=60&id=2|||||
20594250|덕진광장 주차장|공영주차장|전북 전주시 덕진구 덕진광장로 3|전북 전주시 덕진구 덕진동1가 1278-2|127.12446647|35.84413767||2019.05.27.|[{'start': '00:00', 'end': '24:00', 'title': '매일'}, {'start': '00:00', 'end': '24:00', 'title': '공휴일'}]|[{'price': '600원', 'title': '30분'}, {'price': '1,200원', 'title': '1시간'}, {'price': '2,400원', 'title': '2시간'}, {'price': '4,800원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=ad3c9196518d403faffb7b1ec27ae5d9&type=P&usingTime=60&id=2|||||
19471371|공영유료주차장 동원빌딩앞|공영주차장||경기 안산시 단원구 고잔동 540|126.83721066|37.31794574||2019.04.10.|[{'start': '09:00', 'end': '23:00', 'title': '매일'}, {'start': '09:00', 'end': '23:00', 'title': '공휴일'}]|[{'price': '600원', 'title': '30분'}, {'price': '1,500원', 'title': '1시간'}, {'price': '3,300원', 'title': '2시간'}, {'price': '6,900원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=7c891e58807a3659781cbdd6f2334110&type=P&usingTime=60&id=2|||||
20588951|호림2공영주차장|공영주차장||대구 달서구 호림동 12-1|128.48969738|35.83775721||2019.05.23.|[{'start': '10:30', 'end': '20:30', 'title': '주중'}, {'start': '10:00', 'end': '21:00', 'title': '토'}, {'start': '10:00', 'end': '21:00', 'title': '일'}, {'start': '10:00', 'end': '21:00', 'title': '공휴일'}]|[{'price': '200원', 'title': '30분'}, {'price': '500원', 'title': '1시간'}, {'price': '1,100원', 'title': '2시간'}, {'price': '2,300원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=7c451ef8ecf8b6ef433a864886fe05c9&type=P&usingTime=60&id=2|||||
317620254|향남환승터미널 공영주차장|공영주차장|경기 화성시 향남읍 향남로 424|경기 화성시 향남읍 행정리 472-1|126.92186284|37.13285578||2021.03.22.|[{'start': '10:00', 'end': '23:00', 'title': '매일'}, {'start': '10:00', 'end': '23:00', 'title': '공휴일'}]|[{'price': '1,600원', 'title': '2시간'}, {'price': '8,800원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=176a19f62d007110575bde7b3635d59f&type=P&usingTime=60&id=2|||||
892789258|봉명동 공영주차장|공영주차장||대전 유성구 봉명동 442-9|127.34079623|36.35574983||2019.05.20.||[{'price': '700원', 'title': '30분'}, {'price': '1,300원', 'title': '1시간'}, {'price': '2,500원', 'title': '2시간'}, {'price': '7,300원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=077c680aaa1e50019b78a9e1e9445d13&type=P&usingTime=60&id=2|||||
872307384|근린공원4호 공영 주차장|공영주차장||경기 화성시 영천동 425-37|127.09640403|37.20671002||2021.03.19.|[{'start': '00:00', 'end': '24:00', 'title': '매일'}, {'start': '00:00', 'end': '24:00', 'title': '공휴일'}]|[{'price': '3,000원', 'title': '2시간'}, {'price': '9,000원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=716cf87351a064ee9fc2b61044fc1e43&type=P&usingTime=60&id=2|||||
20570315|서호동노외공영주차장|공영주차장||경남 통영시 서호동 163-106|128.41928714|34.84284713||2019.05.21.|[{'start': '09:00', 'end': '18:00', 'title': '매일'}, {'start': '09:00', 'end': '18:00', 'title': '공휴일'}]|[{'price': '500원', 'title': '30분'}, {'price': '1,100원', 'title': '1시간'}, {'price': '2,300원', 'title': '2시간'}, {'price': '7,100원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=2b75b8c7a920dce372e8cc22643dba71&type=P&usingTime=60&id=2|||||
20565736|화홍문공영주차장|공영주차장|경기 수원시 장안구 팔달로 280|경기 수원시 장안구 영화동 154-12|127.0162575|37.28960909|031-242-8366|2021.06.02.|[{'start': '00:00', 'end': '24:00', 'title': '매일'}, {'start': '00:00', 'end': '24:00', 'title': '공휴일'}]|[{'price': '400원', 'title': '30분'}, {'price': '700원', 'title': '1시간'}, {'price': '1,300원', 'title': '2시간'}, {'price': '2,500원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=0381cb7bf588b3b73b4e277e31185749&type=P&usingTime=60&id=2|||||
971207788|노상공영주차장|공영주차장||경북 경주시 노서동 251-1|129.2081236|35.84343643||2019.05.21.|[{'start': '09:00', 'end': '20:00', 'title': '매일'}, {'start': '09:00', 'end': '20:00', 'title': '공휴일'}]|[{'price': '500원', 'title': '30분'}, {'price': '1,000원', 'title': '1시간'}, {'price': '2,000원', 'title': '2시간'}, {'price': '4,000원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=885cb7de8017556b2ebf5d0d1111b47d&type=P&usingTime=60&id=2|||||
2079396000|중앙로5노상유료주차장|공영주차장||경북 안동시 삼산동 112-3|128.73074386|36.5655742||2019.05.27.|[{'start': '10:00', 'end': '19:00', 'title': '주중'}, {'start': '10:00', 'end': '19:00', 'title': '토'}]|[{'price': '500원', 'title': '30분'}, {'price': '1,100원', 'title': '1시간'}, {'price': '2,300원', 'title': '2시간'}, {'price': '4,700원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=b653b36ebfbe6bc0d40f0b9b2fa015a1&type=P&usingTime=60&id=2|||||
902257827|동탄역임시 공영주차장|공영주차장||경기 화성시 오산동 967-143|127.09692735|37.20191329||2021.03.18.|[{'start': '10:00', 'end': '23:00', 'title': '매일'}, {'start': '10:00', 'end': '23:00', 'title': '공휴일'}]|[{'price': '1,200원', 'title': '2시간'}, {'price': '7,800원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=0acc75182561ad32c3f5984ca7cb42d9&type=P&usingTime=60&id=2|||||
801878045|선하(B구역)공영주차장|공영주차장||경북 김천시 남면 옥산리 816-3|128.18172275|36.1129957||2019.05.13.|[{'start': '00:00', 'end': '24:00', 'title': '매일'}, {'start': '00:00', 'end': '24:00', 'title': '공휴일'}]|[{'price': '600원', 'title': '30분'}, {'price': '1,200원', 'title': '1시간'}, {'price': '2,400원', 'title': '2시간'}, {'price': '4,800원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=d33d7a977358d294efc434c6e0a561a1&type=P&usingTime=60&id=2|||||
509347403|건산천2 공영주차장|공영주차장|전북 전주시 덕진구 태진로 125-22|전북 전주시 덕진구 금암동 456-12|127.13466662|35.83293937|063-239-2612|2020.05.21.|[{'start': '00:00', 'end': '24:00', 'title': '매일'}, {'start': '00:00', 'end': '24:00', 'title': '공휴일'}]|[{'price': '500원', 'title': '30분'}, {'price': '1,000원', 'title': '1시간'}, {'price': '2,000원', 'title': '2시간'}, {'price': '4,000원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=fba1d7a701ee4115bc9f59b38d6aa3c6&type=P&usingTime=60&id=2|||||
868701208|다은지하공영주차장|공영주차장|경기 화성시 동탄중심상가1길 21|경기 화성시 반송동 104-7|127.07237458|37.20083156||2021.03.19.|[{'start': '10:00', 'end': '23:00', 'title': '매일'}, {'start': '10:00', 'end': '23:00', 'title': '공휴일'}]|[{'price': '1,200원', 'title': '2시간'}, {'price': '7,800원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=55d0ec4be433a78b2860ffd223c05935&type=P&usingTime=60&id=2|||||
36018318|원평제2노상공영주차장|공영주차장||경기 평택시 평택동 164-93|127.08342832|36.98966179|031-692-3431|2019.05.14.|[{'start': '10:00', 'end': '19:00', 'title': '주중'}]|[{'price': '1,000원', 'title': '30분'}, {'price': '1,000원', 'title': '1시간'}, {'price': '2,800원', 'title': '2시간'}, {'price': '6,400원', 'title': '4시간'}]|https://m.modu.kr/#/parkinglot?seq=cb68a93159dfa2288c2c127c4067a945&type=P&usingTime=60&id=2|||||
