##NAME|SUBNAME|TELNUM|ORG_SUBNAME|FEAT@@롯데리아
롯데리아|청주남문성안길점|043-222-7406|청주남문성안길|홈서비스;리아오더
롯데리아|김포고촌점|031-987-9268|김포고촌|와이파이;홈서비스;리아오더
롯데리아|부평역점|032-515-0501|부평역|리아오더
롯데리아|오송역사점|043-231-8085|오송역사|리아오더
롯데리아|고덕국제점|031-665-5055|고덕국제|홈서비스;리아오더
롯데리아|양양점|033-671-4000|양양|홈서비스;단체주문;리아오더
롯데리아|제주함덕점|064-783-3316|제주함덕|와이파이;홈서비스;리아오더
롯데리아|광주효천점|062-456-8088|광주효천|홈서비스;리아오더
롯데리아|비발디파크점|033-433-4292|비발디파크|리아오더
롯데리아|울산송정점|052-292-2800|울산송정|홈서비스;리아오더
롯데리아|전주법원점|063-214-0103|전주법원|홈서비스;리아오더
롯데리아|동탄호수공원점|031-372-2505|동탄호수공원|와이파이;홈서비스;리아오더
롯데리아|용산역사점|02-2012-0430|용산역사|홈서비스;리아오더
롯데리아|수원당수점|031-417-3353|수원당수|홈서비스;리아오더
롯데리아|천안신당점|041-587-5453|천안신당|홈서비스;리아오더
롯데리아|이천송정점|031-635-5824|이천송정|홈서비스;리아오더
롯데리아|이천점|031-632-7940|이천|24시간;와이파이;홈서비스;리아오더
롯데리아|홈플러스북수원점|031-241-6452|홈플러스북수원|홈서비스;리아오더
롯데리아|인천공항T2 A/S서편점|032-743-2370|인천공항T2 A/S서편|리아오더
롯데리아|구산역점|02-387-6094|구산역|와이파이;홈서비스;단체주문;리아오더
롯데리아|평택서정점|031-663-1378|평택서정|홈서비스;단체주문;리아오더
롯데리아|거제고현점|055-633-6447|거제고현|와이파이;홈서비스;리아오더
롯데리아|광주운천점|062-385-5055|광주운천|홈서비스;리아오더
롯데리아|경남산청점|055-973-3157|경남산청|와이파이;홈서비스;단체주문;리아오더
롯데리아|원주기업도시점|033-766-2100|원주기업도시|홈서비스;단체주문;리아오더
롯데리아|홈플러스칠곡점|053-324-9990|홈플러스칠곡|리아오더
롯데리아|군포송정지구점|031-418-0808|군포송정지구|와이파이;홈서비스;리아오더
롯데리아|세종고운점|044-868-7769|세종고운|와이파이;홈서비스;단체주문;리아오더
롯데리아|세종보람디엠시티점|044-868-4826|세종보람디엠시티|홈서비스;리아오더
롯데리아|진주초장점|055-746-4191|진주초장|홈서비스;리아오더
롯데리아|홍은포방점|02-391-5550|홍은포방|홈서비스;리아오더
롯데리아|세종소담점|044-867-7771|세종소담|홈서비스;리아오더
롯데리아|용인동백점|031-274-3737|용인동백|홈서비스;리아오더
롯데리아|대구옥포점|053-614-4422|대구옥포|홈서비스;리아오더
롯데리아|대구삼덕점|053-253-2299|대구삼덕|와이파이;홈서비스;리아오더
롯데리아|송산새솔동점|031-355-3328|송산새솔동|와이파이;홈서비스;리아오더
롯데리아|홈플러스동광주점|062-266-3338|홈플러스동광주|와이파이;홈서비스;리아오더
롯데리아|광주운리점|062-652-5225|광주운리|홈서비스;리아오더
롯데리아|진주대안점|055-746-7713|진주대안|홈서비스;리아오더
롯데리아|청주테크노폴리스점|043-268-7085|청주테크노폴리스|와이파이;홈서비스;단체주문;리아오더
롯데리아|평택포승점|031-684-9747|평택포승|홈서비스;리아오더
롯데리아|롯데광복점|051-678-3094|롯데광복|리아오더
롯데리아|대구황금네거리점|053-768-4847|대구황금네거리|와이파이;홈서비스;리아오더
롯데리아|과천렛츠런파크점|02-504-1575|과천렛츠런파크|리아오더
롯데리아|제주공항국내선탑승점|064-748-8591|제주공항국내선탑승|와이파이;리아오더
롯데리아|마산로봇랜드점|055-243-0221|마산로봇랜드|리아오더
롯데리아|전주에코점|063-254-0907|전주에코|홈서비스;리아오더
롯데리아|대구서성네거리점|053-427-4847|대구서성네거리|홈서비스;리아오더
롯데리아|다산진건점|031-551-7002|다산진건|홈서비스;단체주문;리아오더
롯데리아|진도점|061-544-8585|진도|홈서비스;리아오더
롯데리아|여의도아라호선착장점|02-784-7531|여의도아라호선착장|리아오더
롯데리아|홈플러스간석점|031-861-1979|홈플러스간석|리아오더
롯데리아|평창진부점|033-335-0119|평창진부|와이파이;홈서비스;리아오더
롯데리아|홈플러스창원점|055-277-9931|홈플러스창원|홈서비스;리아오더
롯데리아|당진합덕점|041-363-9920|당진합덕|홈서비스;리아오더
롯데리아|판교D/T점|031-8016-3015|판교D/T|D/T;홈서비스;단체주문;리아오더
롯데리아|이대점|02-312-3468|이대|와이파이;홈서비스;리아오더
롯데리아|이천마장점|031-632-1228|이천마장|홈서비스;리아오더
롯데리아|전주시청점|063-286-1412|전주시청|홈서비스;리아오더
롯데리아|경남의령점|055-572-0202|경남의령|와이파이;홈서비스;리아오더
롯데리아|전북대점|063-283-6220|전북대|홈서비스;리아오더
롯데리아|익산제일점|063-832-2297|익산제일|홈서비스;리아오더
롯데리아|화성비봉점|031-355-7259|화성비봉|홈서비스;리아오더
롯데리아|제천강저점|043-644-3330|제천강저|홈서비스;리아오더
롯데리아|메가마트동래점|051-552-7440|메가마트동래|단체주문;리아오더
롯데리아|김해장유점|055-314-8131|김해장유|24시간;홈서비스;리아오더
롯데리아|부천송내D/T점|032-612-6715|부천송내D/T|와이파이;D/T;홈서비스;리아오더
롯데리아|롯데백인천터미널점|032-242-2054|롯데백인천터미널|와이파이;리아오더
롯데리아|광주첨단점|062-972-7221|광주첨단|홈서비스;리아오더
롯데리아|홈플러스광주하남점|062-955-5333|홈플러스광주하남|와이파이;홈서비스
롯데리아|수원영통점|031-206-0066|수원영통|홈서비스;단체주문;리아오더
롯데리아|창원대동백화점|055-212-8809|창원대동백화점|홈서비스;리아오더
롯데리아|구미산동점|054-472-7661|구미산동|홈서비스;리아오더
롯데리아|롯데마트영통점|031-202-1892|롯데마트영통|24시간;홈서비스;리아오더
롯데리아|미사역점|031-791-1150|미사역|와이파이;홈서비스;리아오더
롯데리아|진해자은점|055-547-0011|진해자은|홈서비스;리아오더
롯데리아|수원고색점|031-295-9265|수원고색|와이파이;홈서비스;리아오더
롯데리아|전북진안점|063-432-3300|전북진안|단체주문;리아오더
롯데리아|동탄주거단지점|031-373-2575|동탄주거단지|와이파이;홈서비스;리아오더
롯데리아|안성중앙대점|031-676-4599|안성중앙대|와이파이;홈서비스;리아오더
롯데리아|영남대D/T점|053-811-9266|영남대D/T|24시간;와이파이;D/T;홈서비스;리아오더
롯데리아|홈플러스중계점|02-3296-0168|홈플러스중계|홈서비스;리아오더
롯데리아|광교점|031-212-2205|광교|홈서비스;리아오더
롯데리아|가평설악점|031-585-7776|가평설악|와이파이;홈서비스;리아오더
롯데리아|부산괴정점|051-292-4200|부산괴정|홈서비스;리아오더
롯데리아|경남대점|055-244-5720|경남대|와이파이;홈서비스;리아오더
롯데리아|서산해미점|041-688-0641|서산해미|리아오더
롯데리아|서산테크노밸리점|041-681-4555|서산테크노밸리|홈서비스;단체주문;리아오더
롯데리아|하나로제주성산점|064-782-8805|하나로제주성산|와이파이;홈서비스;리아오더
롯데리아|파주야당역점|031-957-7575|파주야당역|24시간;와이파이;홈서비스;단체주문;리아오더
롯데리아|밀양하남점|055-391-6369|밀양하남|홈서비스;리아오더
롯데리아|인천도화점|032-868-7911|인천도화|홈서비스;리아오더
롯데리아|광주퇴촌점|031-769-1233|광주퇴촌|단체주문;리아오더
롯데리아|여수예술랜드점|061-644-2299|여수예술랜드|리아오더
롯데리아|용인남사점|031-321-0612|용인남사|홈서비스;단체주문;리아오더
롯데리아|장생포점|052-272-2622|장생포|와이파이;리아오더
롯데리아|용인송전점|031-339-7800|용인송전|와이파이;리아오더
롯데리아|왕십리역사점|02-2297-7111|왕십리역사|24시간;와이파이;홈서비스;리아오더
롯데리아|화곡역점|02-2607-3311|화곡역|24시간;와이파이;홈서비스;단체주문;리아오더
롯데리아|홈플러스울산남구점|052-271-5700|홈플러스울산남구|홈서비스;리아오더
롯데리아|파주광탄점|031-942-8830|파주광탄|와이파이;홈서비스;단체주문;리아오더
롯데리아|부산서동점|051-532-1477|부산서동|와이파이;홈서비스;리아오더
롯데리아|인천가정점|032-569-5535|인천가정|홈서비스;단체주문;리아오더
롯데리아|순천조례점|061-723-4562|순천조례|홈서비스;리아오더
롯데리아|롯데마트동래점|051-668-2780|롯데마트동래|홈서비스;리아오더
롯데리아|서충주신도시점|043-852-8899|서충주신도시|와이파이;홈서비스;리아오더
롯데리아|대전세이점|042-226-1900|대전세이|리아오더
롯데리아|밀양삼문점|055-356-2324|밀양삼문|홈서비스;리아오더
롯데리아|방배역점|02-588-1405|방배역|와이파이;홈서비스;단체주문;리아오더
롯데리아|안동문화의거리점|054-843-5546|안동문화의거리|홈서비스;리아오더
롯데리아|경북의성점|054-834-6334|경북의성|리아오더
롯데리아|오남어람점|031-528-0200|오남어람|와이파이;홈서비스;리아오더
롯데리아|전남곡성점|061-363-3900|전남곡성|홈서비스;리아오더
롯데리아|해운대D/T점|051-731-0218|해운대D/T|24시간;와이파이;D/T;홈서비스;리아오더
롯데리아|강남일원점|02-451-2211|강남일원|와이파이;홈서비스;리아오더
롯데리아|금정역점|031-394-8989|금정역|홈서비스;리아오더
롯데리아|서면지하상가점|051-802-9480|서면지하상가|홈서비스;리아오더
롯데리아|경북신영주점|054-631-7171|경북신영주|와이파이;홈서비스;단체주문;리아오더
롯데리아|음성삼성점|043-881-2468|음성삼성|와이파이;홈서비스;리아오더
롯데리아|여수죽림점|061-681-0103|여수죽림|홈서비스;리아오더
롯데리아|원주흥업점|033-766-7788|원주흥업|홈서비스;리아오더
롯데리아|동탄CGV점|031-378-2018|동탄CGV|와이파이;홈서비스;리아오더
롯데리아|창천점|02-926-8884|창천|홈서비스;단체주문;리아오더
롯데리아|김포국제공항국내선청사4F점|02-2666-9439|김포국제공항국내선청사4F|와이파이;리아오더
롯데리아|부산연지점|051-803-3009|부산연지|와이파이;홈서비스;리아오더
롯데리아|평택세교점|031-653-4977|평택세교|와이파이;홈서비스;리아오더
롯데리아|평택진위D/T점|031-611-4874|평택진위D/T|와이파이;D/T;리아오더
롯데리아|청주옥산점|043-277-5288|청주옥산|와이파이;홈서비스;리아오더
롯데리아|춘천장학점|033-257-5258|춘천장학|홈서비스;리아오더
롯데리아|시흥현대시장점|02-806-9800|시흥현대시장|홈서비스;리아오더
롯데리아|인천공항제2여객터미널3층점|032-743-8530|인천공항제2여객터미널3층|24시간;와이파이;리아오더
롯데리아|부산광안역점|051-753-3838|부산광안역|홈서비스;리아오더
롯데리아|인천공항제2여객터미널1층점|032-743-8650|인천공항제2여객터미널1층|24시간;와이파이;단체주문;리아오더
롯데리아|위례중앙점|02-407-8282|위례중앙|홈서비스;리아오더
롯데리아|구리갈매점|031-528-8892|구리갈매|홈서비스;리아오더
롯데리아|당진기지시점|041-970-2049|당진기지시|홈서비스;리아오더
롯데리아|포항법원점|054-252-5100|포항법원|와이파이;홈서비스;리아오더
롯데리아|순천용당점|061-754-4800|순천용당|홈서비스;단체주문;리아오더
롯데리아|울산삼산D/I점|052-269-6973|울산삼산D/I|24시간;와이파이;홈서비스;단체주문;리아오더
롯데리아|구미신평D/T점|054-461-0202|구미신평D/T|24시간;D/T;홈서비스;리아오더
롯데리아|보라매타운점|02-849-9186|보라매타운|홈서비스;리아오더
롯데리아|진해남문점|055-543-7878|진해남문|와이파이;홈서비스;리아오더
롯데리아|시흥휴게소점|070-4230-7592|시흥휴게소|리아오더
롯데리아|청량리역사점|02-969-5433|청량리역사|와이파이;리아오더
롯데리아|용인시청D/T점|031-332-6181|용인시청D/T|D/T;홈서비스;단체주문;리아오더
롯데리아|전북장수점|063-352-3331|전북장수|리아오더
롯데리아|목동킴스클럽점|02-2644-3994|목동킴스클럽|홈서비스;단체주문;리아오더
롯데리아|롯데마트김포한강신도시점|031-984-1311|롯데마트김포한강신도시|와이파이;홈서비스;리아오더
롯데리아|부산지사점|051-974-0503|부산지사|와이파이;홈서비스;리아오더
롯데리아|경주보문점|054-776-7785|경주보문|홈서비스;단체주문
롯데리아|벌교점|061-857-1999|벌교|홈서비스;리아오더
롯데리아|용인백암점|031-334-0070|용인백암|와이파이;리아오더
롯데리아|울릉도점|054-791-8989|울릉도|리아오더
롯데리아|롯데속초리조트점|033-637-8591|롯데속초리조트|리아오더
롯데리아|내린천휴게소점|033-852-8617|내린천휴게소|리아오더
롯데리아|의정부낙양점|031-853-4319|의정부낙양|와이파이;홈서비스;리아오더
롯데리아|양주옥정점|031-857-9097|양주옥정|홈서비스;리아오더
롯데리아|롯데마트시흥배곧점|031-433-0202|롯데마트시흥배곧|와이파이;단체주문;리아오더
롯데리아|울산역사점|052-254-9492|울산역사|리아오더
롯데리아|송파하비오점|02-449-3391|송파하비오|와이파이;홈서비스;단체주문;리아오더
롯데리아|광주하남2지구점|062-954-9200|광주하남2지구|와이파이;홈서비스;단체주문;리아오더
롯데리아|충북혁신도시점|043-878-7987|충북혁신도시|와이파이;홈서비스;리아오더
롯데리아|배곧신도시점|031-434-1881|배곧신도시|홈서비스;단체주문;리아오더
롯데리아|제주표선해변점|064-787-3365|제주표선해변|홈서비스;단체주문;리아오더
롯데리아|하나로고양점|031-921-9956|하나로고양|리아오더
롯데리아|부산남산정역점|051-334-1602|부산남산정역|홈서비스;단체주문;리아오더
롯데리아|울산정자해변점|052-282-8877|울산정자해변|와이파이;홈서비스;단체주문;리아오더
롯데리아|롯데마트서울양평점|02-2069-2195|롯데마트서울양평|홈서비스;단체주문;리아오더
롯데리아|부산전포점|051-805-5999|부산전포|와이파이;홈서비스;단체주문;리아오더
롯데리아|해운대백병원점|051-704-8148|해운대백병원|홈서비스;리아오더
롯데리아|신부산역사점|051-464-1471|신부산역사|리아오더
롯데리아|양주광적점|031-855-0008|양주광적|홈서비스;단체주문;리아오더
롯데리아|천안불당점|041-522-5577|천안불당|홈서비스;리아오더
롯데리아|울산우정점|052-211-6699|울산우정|홈서비스;단체주문;리아오더
롯데리아|하나로마트광주수완점|062-531-6355|하나로마트광주수완|리아오더
롯데리아|대전죽동점|042-823-1459|대전죽동|홈서비스;리아오더
롯데리아|향남2신도시점|031-354-5512|향남2신도시|홈서비스;리아오더
롯데리아|익산역점|063-856-8240|익산역|홈서비스;단체주문;리아오더
롯데리아|백령도점|032-836-0090|백령도|홈서비스;리아오더
롯데리아|평내점|031-592-0067|평내|홈서비스;리아오더
롯데리아|인천서구점|032-578-5968|인천서구|와이파이;홈서비스;단체주문;리아오더
롯데리아|전주평화점|063-228-3669|전주평화|24시간;홈서비스;리아오더
롯데리아|아산테크노밸리점|041-545-5488|아산테크노밸리|와이파이;홈서비스;단체주문;리아오더
롯데리아|진주상봉점|055-746-6757|진주상봉|홈서비스;단체주문;리아오더
롯데리아|김해국제공항점|051-973-7975|김해국제공항|리아오더
롯데리아|대전산성점|042-586-0985|대전산성|홈서비스;리아오더
롯데리아|포항효자점|054-281-2611|포항효자|홈서비스;리아오더
롯데리아|홈플러스파주운정점|031-941-8843|홈플러스파주운정|와이파이;홈서비스;단체주문;리아오더
롯데리아|오산세교D/T점|031-378-3180|오산세교D/T|24시간;D/T;홈서비스;리아오더
롯데리아|순천오천점|061-743-7171|순천오천|홈서비스;리아오더
롯데리아|안산와동점|031-401-2188|안산와동|와이파이;홈서비스;리아오더
롯데리아|장한평역점|02-2215-2925|장한평역|홈서비스;단체주문;리아오더
롯데리아|충주용산점|043-857-0999|충주용산|홈서비스;리아오더
롯데리아|안양석수D/T점|031-472-8507|안양석수D/T|D/T;홈서비스;단체주문;리아오더
롯데리아|목감신도시점|031-414-5937|목감신도시|와이파이;홈서비스;단체주문;리아오더
롯데리아|부산명지국제신도시점|051-203-4952|부산명지국제신도시|홈서비스;리아오더
롯데리아|중화역점|02-496-8028|중화역|24시간;홈서비스;단체주문;리아오더
롯데리아|아산북수점|041-533-5678|아산북수|와이파이;홈서비스;리아오더
롯데리아|동탄역사점|031-378-9271|동탄역사|리아오더
롯데리아|수서역사점|02-459-9424|수서역사|24시간;리아오더
롯데리아|대구금호사수점|053-312-5009|대구금호사수|홈서비스;리아오더
롯데리아|경북도청점|054-852-7940|경북도청|홈서비스;리아오더
롯데리아|진주신안점|055-746-0741|진주신안|홈서비스;단체주문;리아오더
롯데리아|양산물금점|055-388-8535|양산물금|와이파이;홈서비스;단체주문;리아오더
롯데리아|제기역점|02-928-4455|제기역|홈서비스;단체주문;리아오더
롯데리아|안성휴게소(상)점|031-662-8383|안성휴게소(상)|리아오더
롯데리아|대구세천점|053-582-0116|대구세천|홈서비스;리아오더
롯데리아|수원연무점|031-253-3389|수원연무|홈서비스;단체주문;리아오더
롯데리아|경기대역점|031-217-0026|경기대역|홈서비스;리아오더
롯데리아|파주적성점|031-959-5466|파주적성|홈서비스;리아오더
롯데리아|양재동점|02-577-4618|양재동|홈서비스;리아오더
롯데리아|정읍상동점|063-536-8015|정읍상동|홈서비스;단체주문;리아오더
롯데리아|영등포역사점|02-2632-4157|영등포역사|24시간;홈서비스;리아오더
롯데리아|대구가창D/T점|053-767-4846|대구가창D/T|D/T;홈서비스;리아오더
롯데리아|포일IT점|031-422-8886|포일IT|홈서비스;리아오더
롯데리아|안성맞춤휴게소(상)점|031-672-9262|안성맞춤휴게소(상)|리아오더
롯데리아|안성맞춤휴게소(하)점|031-672-9224|안성맞춤휴게소(하)|리아오더
롯데리아|죽암휴게소(하)D/T점|043-260-9265|죽암휴게소(하)D/T|D/T;리아오더
롯데리아|용인모현점|031-333-4904|용인모현|와이파이;홈서비스;리아오더
롯데리아|부산해운대좌동점|051-731-9996|부산해운대좌동|홈서비스;단체주문;리아오더
롯데리아|평택안중D/I점|031-684-9588|평택안중D/I|홈서비스;단체주문;리아오더
롯데리아|화성반월점|031-202-4810|화성반월|홈서비스;리아오더
롯데리아|남성역점|02-588-0992|남성역|24시간;와이파이;홈서비스;단체주문;리아오더
롯데리아|울산옥동타워점|052-266-8755|울산옥동타워|와이파이;홈서비스;단체주문;리아오더
롯데리아|영주가흥점|054-635-1241|영주가흥|와이파이;홈서비스;리아오더
롯데리아|전주하가D/I점|063-275-2777|전주하가D/I|홈서비스;리아오더
롯데리아|용인천리점|031-339-0008|용인천리|와이파이;홈서비스;리아오더
롯데리아|부산재송점|051-781-0142|부산재송|홈서비스;단체주문;리아오더
롯데리아|고성간성점|033-681-8888|고성간성|리아오더
롯데리아|오창2산단점|043-211-7450|오창2산단|홈서비스;단체주문;리아오더
롯데리아|이천하이닉스점|031-632-2282|이천하이닉스|홈서비스;리아오더
롯데리아|파주당동점|031-954-0033|파주당동|홈서비스;단체주문;리아오더
롯데리아|현풍테크노폴리스점|053-611-8810|현풍테크노폴리스|와이파이;홈서비스;리아오더
롯데리아|수지풍덕천점|031-265-9989|수지풍덕천|홈서비스;단체주문;리아오더
롯데리아|의정부민락점|031-852-1236|의정부민락|홈서비스;단체주문;리아오더
롯데리아|광주백운점|062-654-1200|광주백운|와이파이;홈서비스;단체주문;리아오더
롯데리아|세종종촌점|044-865-9099|세종종촌|홈서비스;단체주문;리아오더
롯데리아|부산신호점|051-831-9452|부산신호|홈서비스;리아오더
롯데리아|전남함평점|061-323-2005|전남함평|리아오더
롯데리아|울산명촌점|052-225-7350|울산명촌|홈서비스;단체주문;리아오더
롯데리아|위례역점|031-752-1522|위례역|와이파이;홈서비스;단체주문;리아오더
롯데리아|안산부곡점|031-418-0502|안산부곡|와이파이;홈서비스;리아오더
롯데리아|청주내수점|043-218-3456|청주내수|홈서비스;리아오더
롯데리아|김천혁신도시점|054-439-5400|김천혁신도시|와이파이;홈서비스;리아오더
롯데리아|인덕원역점|031-448-8346|인덕원역|24시간;홈서비스;리아오더
롯데리아|제주한림점|064-796-9297|제주한림|홈서비스;리아오더
롯데리아|동탄커뮤니티점|031-372-8694|동탄커뮤니티|와이파이;홈서비스;리아오더
롯데리아|구미문성점|054-453-8150|구미문성|홈서비스;리아오더
롯데리아|충남도청점|041-635-0311|충남도청|홈서비스;단체주문;리아오더
롯데리아|평택청북D/T점|031-682-9999|평택청북D/T|와이파이;D/T;단체주문
롯데리아|보령동대점|041-935-0099|보령동대|와이파이;홈서비스;리아오더
롯데리아|춘천우두점|033-241-5258|춘천우두|와이파이;홈서비스;리아오더
롯데리아|대구율하중앙점|053-961-7474|대구율하중앙|홈서비스;단체주문;리아오더
롯데리아|무주리조트점|063-323-0155|무주리조트|리아오더
롯데리아|롯데마트마산양덕점|055-297-4003|롯데마트마산양덕|홈서비스;단체주문;리아오더
롯데리아|용산서계점|02-706-0444|용산서계|홈서비스;리아오더
롯데리아|구월아시아드점|032-465-1602|구월아시아드|와이파이;홈서비스;단체주문;리아오더
롯데리아|울산반구점|052-258-3636|울산반구|와이파이;홈서비스;리아오더
롯데리아|시흥하중점|031-317-0957|시흥하중|홈서비스;리아오더
롯데리아|세종부강점|044-868-2371|세종부강|홈서비스;리아오더
롯데리아|홈플러스송도점|032-814-0815|홈플러스송도|홈서비스;단체주문;리아오더
롯데리아|인천학산점|032-873-4264|인천학산|홈서비스;리아오더
롯데리아|창원감계점|055-297-5720|창원감계|와이파이;홈서비스;리아오더
롯데리아|전남구례점|061-783-7504|전남구례|와이파이;홈서비스;리아오더
롯데리아|거제상문점|055-636-3603|거제상문|홈서비스;리아오더
롯데리아|김천모다아울렛점|054-910-5012|김천모다아울렛|리아오더
롯데리아|인천공항A/S동편점|032-743-3280|인천공항A/S동편|24시간;와이파이;단체주문;리아오더
롯데리아|서대문역점|02-312-9760|서대문역|24시간;홈서비스;단체주문;리아오더
롯데리아|인천공항1층점|032-743-8550|인천공항1층|24시간;단체주문;리아오더
롯데리아|자운대점|042-862-9396|자운대|와이파이
롯데리아|청주강내점|043-235-2399|청주강내|홈서비스;단체주문;리아오더
롯데리아|삼양사거리점|02-980-0706|삼양사거리|와이파이;홈서비스;단체주문;리아오더
롯데리아|대구가톨릭대학점|053-857-6700|대구가톨릭대학|와이파이;홈서비스;리아오더
롯데리아|롯데아울렛고양터미널점|031-936-3539|롯데아울렛고양터미널|홈서비스;단체주문;리아오더
롯데리아|모슬포점|064-792-5855|모슬포|홈서비스;단체주문;리아오더
롯데리아|부산송도점|051-243-2227|부산송도|홈서비스;단체주문;리아오더
롯데리아|용인휴게소(상)점|031-338-3334|용인휴게소(상)|와이파이;리아오더
롯데리아|대구역사점|053-423-8677|대구역사|리아오더
롯데리아|전주도청점|063-221-0661|전주도청|홈서비스;리아오더
롯데리아|당진신평점|041-363-9441|당진신평|홈서비스;리아오더
롯데리아|인천공항탑승동점|032-743-8450|인천공항탑승동|24시간;리아오더
롯데리아|일산웨스턴돔점|031-907-0013|일산웨스턴돔|홈서비스;단체주문;리아오더
롯데리아|광주선운점|062-944-9696|광주선운|홈서비스;단체주문;리아오더
롯데리아|평택비전점|031-657-1303|평택비전|와이파이;홈서비스;단체주문;리아오더
롯데리아|고양원흥점|031-962-3211|고양원흥|홈서비스;리아오더
롯데리아|천왕역점|02-2686-8077|천왕역|홈서비스;단체주문;리아오더
