##NAME|SUBNAME|ID|TELNUM|TYPE|NEWADDR|XCOORD|YCOORD@@르꼬끄스포르티브
르꼬끄스포르티브|롯데본점(신발)점|Q1002|02-772-3706|백화점|서울 중구 소공동 롯데쇼핑센터빌딩|126.9771842|37.562294
르꼬끄스포르티브|롯데본점(백화점몰)점|Q6064||일반매장|서울 중구 소공동 롯데쇼핑센터빌딩|126.9771842|37.562294
르꼬끄스포르티브|신세계본점(백화점몰)점|Q6066||일반매장|서울 중구 충무로1가 신세계백화점건물|126.980709|37.5613244
르꼬끄스포르티브|신세계본점|Q1065|02-310-1562|백화점|서울 중구 충무로1가 신세계백화점건물 52-5 8층 르꼬끄 스포르티브|126.980709|37.5613244
르꼬끄스포르티브|현대아울렛김포(상설)점|Q3020|031-8048-2321|일반매장|경기도 김포시 고촌읍 아라육로152번길 100 현대김포아울렛 2|126.7825834|37.5986365
르꼬끄스포르티브|롯데아울렛고양터미널(정상)점|Q3041|031-936-3825|일반매장|경기도 고양시 일산동구  중앙로 1036 4층 르꼬끄코너(백석동,롯데백화점 고양터미널점)|126.7873558|37.6432063
르꼬끄스포르티브|스타필드고양점|Q3042|031-5173-3020|일반매장|경기도 고양시 덕양구  고양대로 1955 스타필드고양 3F 3140호|126.8926336|37.6467805
르꼬끄스포르티브|신세계사이먼파주(상설)점|Q3003|031-8071-7340|일반매장|경기도 파주시 탄현면 필승로 200 파주프리미엄아울렛 |127.0346451|37.4996452
르꼬끄스포르티브|롯데아울렛파주2(상설)점|Q3012|031-960-2732|일반매장|경기도 파주시  회동길 390 롯데프리미엄아울렛파주|126.7840375|37.8529487
르꼬끄스포르티브|현대신촌점|Q1062|02-3145-2760|백화점|서울 서대문구 창천동 현대백화점신촌점 30-33 6층|126.9342|37.5586
르꼬끄스포르티브|남양주2(상설)점|Q2214|031-576-5110|일반매장|경기도 남양주시  고산로 282-2 A동 1층 3호(삼패동)|127.1951904|37.5925292
르꼬끄스포르티브|NC불광점|Q1089|02-350-8659|백화점|서울 은평구 대조동 240|126.9290005|37.6097418
르꼬끄스포르티브|신세계사이먼여주(상설)점|Q3019|031-8087-2662|일반매장|경기도 여주시  명품로 360 (상거동)|127.6125373|37.2426374
르꼬끄스포르티브|스타필드하남직영점|Q3032|031-8072-8468|일반매장|경기도 하남시  미사대로 750 792 L2층 2195호|127.2096098226|37.5406499159
르꼬끄스포르티브|롯데청량리점|Q1043|02-3707-1615|백화점|서울 동대문구 전농동 591-53|127.0470217|37.5809967
르꼬끄스포르티브|엔터식스상봉점|Q1102|070-8808-4578|백화점|서울 중랑구 상봉동   현대 엠코 이노시티|127.0892993|37.5985302
르꼬끄스포르티브|디지텍스튜디오점|Q6031||일반매장|서울 성동구 성수동2가 3동 275-29 대군인터스타운 지하|127.061609|37.542963
르꼬끄스포르티브|엔터식스왕십리2점|Q1109|070-8844-7332|백화점|서울특별시 성동구 행당동 왕십리광장로  17 (왕십리민자역사내)|127.038069638|37.5606517739
르꼬끄스포르티브|현대천호점|Q1052|02-2225-7917|백화점|서울 강동구 천호2동 455-8번지|127.1247559|37.5388484
르꼬끄스포르티브|NC야탑점|Q1133|031-780-3592|백화점|경기도 성남시 분당구  야탑로81번길 11 NC야탑 본관 6F (르꼬끄스포츠)|127.12749|37.410644
르꼬끄스포르티브|하프클럽점|Q6003|02-1588-1812|일반매장|서울 강남구 역삼동 833-2 성보역삼빌딩3층|127.0327309|37.4935625
르꼬끄스포르티브|(주)옥션점|Q6005||일반매장|서울 강남구 역삼동 737 강남파이낸스센터 34~37층|127.036635|37.499815
르꼬끄스포르티브|현대무역점|Q1063|02-3467-8821|백화점|서울 강남구 삼성동 159-7 8층|127.0597445|37.5086
르꼬끄스포르티브|가방팝점|Q6062||일반매장|서울 강남구 도곡동 176 한웰빌딩 2층|127.0422359|37.4898026
르꼬끄스포르티브|롯데강남점|Q1035|02-531-2722|백화점|서울 강남구 대치동 937 롯데백화점7층|127.0533023|37.4969431
르꼬끄스포르티브|현대미아점|Q1054|02-2117-2625|백화점|서울 성북구 길음동 20-1번지|127.0287313|37.6083769
르꼬끄스포르티브|현대미아(백화점몰)점|Q6063||일반매장|서울 성북구 길음2동 현대백화점미아점|127.028848|37.609325
르꼬끄스포르티브|신세계강남점|Q1064|02-3479-6234|백화점|서울 서초구 반포동 19-3 신세계강남점 5층|127.0036394|37.5043628
르꼬끄스포르티브|CJ몰점|Q6006||일반매장|서울 서초구 방배2동 2724|126.9876792|37.4689832
르꼬끄스포르티브|롯데잠실(의류)점|Q1003|02-2143-7531|백화점|서울 송파구 잠실본동 40-1|127.0980427|37.5112793
르꼬끄스포르티브|롯데잠실(백화점몰)점|Q6065||일반매장|서울 송파구 잠실본동 40-1|127.0980427|37.5112793
르꼬끄스포르티브|롯데잠실(신발)점|Q1004|02-2143-7702|백화점|서울 송파구 잠실본동 40-1|127.0980427|37.5112793
르꼬끄스포르티브|롯데노원점|Q1033|02-950-2661|백화점|서울 노원구 상계동 713번지 8층|127.0610983|37.6551499
르꼬끄스포르티브|노원점|Q2178|02-930-3992|일반매장|서울특별시 노원구 상계동 노해로  81길 12-4(상계동, 1층)|127.0630856885|37.6553891091
르꼬끄스포르티브|인덕원점|Q2218|031-424-5482|일반매장|경기도 안양시 동안구  평촌동 85-13 플러스아울렛 제지동 102,103호 르꼬끄스포르티브|126.9723085|37.3953057
르꼬끄스포르티브|광명3점|Q2210|02-2060-2808|일반매장|경기도 광명시  오리로 963 1층 (광명동)|126.8570313|37.4786652
르꼬끄스포르티브|롯데미아점|Q1005|02-944-2337|백화점|서울 강북구 미아4동 70-6 롯데백화점 5층|127.0305324|37.6142324
르꼬끄스포르티브|롯데스타시티점|Q1039|02-2218-3817|백화점|서울 광진구 자양동 227-342번지|127.0711478|37.5387939
르꼬끄스포르티브|엔터식스강변점|Q1097|02-3424-1722|백화점|서울 광진구 구의동   546-4 엔터식스 강변점 1층|127.0958645|37.5357104
르꼬끄스포르티브|롯데아울렛광명(상설)점|Q3017|02-6226-2384|일반매장|경기도 광명시  일직로 17 3층(롯데백화점아울렛)|126.8814198473|37.4191474464
르꼬끄스포르티브|부천2점|Q2215|032-651-0396|일반매장|경기도 부천시 원미구  부천로 24 1층(심곡동)|126.7812813|37.4862873
르꼬끄스포르티브|GS이숍점|Q6016|02-2007-4038|일반매장|서울 영등포구 문래동6가 10|126.8890276|37.5208043
르꼬끄스포르티브|롯데아이몰점|Q6015|3668-8673|일반매장|서울 영등포구 양평동5가 21|126.8928716|37.5373818
르꼬끄스포르티브|안산시화2점|Q2208|031-319-8794|일반매장|경기도 시흥시  중심상가3길 13 102호(정왕동)|126.734574|37.3446936
르꼬끄스포르티브|롯데영등포(의류)점|Q1025|02-2630-6844|백화점|서울 영등포구 영등포본동 618-496번지|126.9063671|37.5156638
르꼬끄스포르티브|롯데영등포(신발)점|Q1026|02-2630-6844|백화점|서울 영등포구 영등포본동 618-496번지|126.9063671|37.5156638
르꼬끄스포르티브|이지웰점|Q6069||일반매장|서울 구로구 구로동   187-10 코오롱사이언스밸리 1차 |126.8988157|37.4850834
르꼬끄스포르티브|마리오아울렛(정상)점|Q1107|02-2067-2401|백화점|서울 금천구 가산동   60-52(디지털로 185)|126.8917794712|37.4768763179
르꼬끄스포르티브|현대아울렛가산(정상)점|Q1106|02-2136-9932|백화점|서울특별시 금천구 가산동 디지털로10길  9, 2001(가산동, 5층)|126.8893655183|37.4762686041
르꼬끄스포르티브|NC강서점|Q1110|02-2667-9909|백화점|서울 강서구 등촌동   689 |126.8403480804|37.5599625201
르꼬끄스포르티브|롯데김포점|Q1045|02-6116-3460|백화점|서울 강서구 방화동 886|126.8029816|37.5650346
르꼬끄스포르티브|현대목동점|Q1055|02-2163-3578|백화점|서울 양천구 목1동 916 현대백화점 1F|126.8750345|37.5268536
르꼬끄스포르티브|롯데피트인산본점|Q3028|031-8033-1328|일반매장|경기도 군포시  번영로 485 5층(산본동, 롯데피트인산본점)|126.9306670959|37.3578052954
르꼬끄스포르티브|NC동수원점|Q1131|031-231-6564|백화점|경기도 수원시 팔달구  인계로 154 NC동수원점 7F|127.0345742|37.2667358
르꼬끄스포르티브|롯데아울렛광교(정상)점|Q3024|031-8064-2251|일반매장|경기도 수원시 영통구  도청로 10 롯데아울렛광교점 2F|127.0463722742|37.3036861321
르꼬끄스포르티브|NC수원터미널점|Q1138|031-8065-3898|백화점|경기도 수원시 권선구  경수대로 270 NC수원터미널점 4F|127.019889|37.250194
르꼬끄스포르티브|AK&기흥점|Q3048|031-5186-6568|일반매장|경기도 용인시 기흥구  기흥역로 63 AK&기흥 르꼬끄스포르티브 매장|127.116527|37.274634
르꼬끄스포르티브|롯데아울렛이천(상설)점|Q3011|031-887-4731|일반매장|경기도 이천시 호법면 프리미엄아울렛로 177-74 롯데프리미엄아울렛이천점 |127.398838|37.243646
르꼬끄스포르티브|오산2점|Q2202|031-373-0086|일반매장|경기도 오산시  오산로 232 (오산동, 남촌빌딩)|127.0660925|37.147
르꼬끄스포르티브|강릉점|Q2012|033-648-0892|일반매장|강원 강릉시 금학동 4|128.8990284|37.7544322
르꼬끄스포르티브|부평2점|Q2205|032-527-3700|일반매장|인천광역시 부평구  부평동 201-117  1층|126.7217301|37.493052
르꼬끄스포르티브|스퀘어원인천3점|Q3038|032-456-4242|일반매장|인천광역시 연수구  청능대로 210 스퀘어원 2층|126.6814155|37.4059072
르꼬끄스포르티브|트리플스트리트직영점|Q3035|032-310-9571|일반매장|인천광역시 연수구  송도과학로16번길 33-3 C동 1F / 121b호(송도동)|126.6589001|37.3797524
르꼬끄스포르티브|현대아울렛송도(상설)점|Q3029|032-727-2457|일반매장|인천광역시 연수구  송도국제대로  123 B1층(송도동, 현대프리미엄아울렛)|126.6579189638|37.3816297376
르꼬끄스포르티브|AK원주점|Q1083|033-811-5723|백화점|강원 원주시 단계동 봉화로 1(단계동)|127.934412|37.352632
르꼬끄스포르티브|롯데인천터미널점|Q1135|032-242-2496|백화점|인천광역시 미추홀구  연남로 35 (관교동) 롯데인천터미널점 4층|126.701423|37.440970
르꼬끄스포르티브|인천신포2점|Q2220|032-766-0165|일반매장|인천광역시 중구  개항로 38-1 (내동, 르꼬끄스포르티브)|126.6246898|37.4717324
르꼬끄스포르티브|모다인천(상설)점|Q1114|032-288-7705|백화점|인천광역시 서구  북항로32번안길 50 (원창동, 모다아울렛 인천점)|126.6477250457|37.5099180421
르꼬끄스포르티브|동해점|Q2023|033-533-9922|일반매장|강원 동해시 천곡동 863 현진빌딩 104호|129.1153027|37.5221585
르꼬끄스포르티브|춘천점|Q2219|033-244-8755|일반매장|강원도 춘천시  명동길 14-1 1호 1층(중앙로2가)|127.7247966|37.8793422
르꼬끄스포르티브|롯데아울렛청주(정상)점|Q3050|043-717-2945|일반매장|충청북도 청주시 흥덕구  2순환로 1004 롯데아울렛청주점 3층|127.421440|36.645307
르꼬끄스포르티브|스타일마켓대전2점|Q1108|042-615-1437|백화점|대전 동구 용전동  54~126 신세계스타일마켓 2층 르꼬끄스포츠|127.4344369|36.3505795
르꼬끄스포르티브|대전세이점|Q1087|042-255-2860|백화점|대전 중구 문화동 1-16번지 2층|127.4089631|36.3210118
르꼬끄스포르티브|갤러리아대전점|Q1076|042-483-3745|백화점|대전 서구 둔산2동 갤러리아타임월드 1036  8층|127.3836734|36.3538499
르꼬끄스포르티브|롯데대전(의류)점|Q1029|042-601-2784|백화점|대전 서구 괴정동 423-1 롯데백화점 7층|127.3895613|36.3406292
르꼬끄스포르티브|롯데대전(신발)점|Q1030|042-601-2784|백화점|대전 서구 괴정동 423-1 롯데백화점 7층|127.3895613|36.3406292
르꼬끄스포르티브|롯데대전(백화점몰)점|Q6068|042-601-2784|일반매장|대전 서구 괴정동 423-1 롯데백화점|127.3895613|36.3406292
르꼬끄스포르티브|퍼스트빌리지아산3(상설)점|Q3040|041-536-0696|일반매장|충청남도 아산시 둔포면 신항리 17-3  퍼스트빌리지 3층|127.0108849|36.897127
르꼬끄스포르티브|아산점|Q2217|041-910-2589|일반매장|충청남도 아산시  온천대로 1508 1층 (온천동)|126.9929807|36.783666
르꼬끄스포르티브|당진2점|Q2201|041-357-2889|일반매장|충청남도 당진시  당진중앙2로 191 르꼬끄스포르티브 |126.6265557|36.8931247
르꼬끄스포르티브|신세계충청점|Q1071|041-640-5383|백화점|충남 천안시 신부동 야우리백화점 354-1번지|127.163925|36.8254833
르꼬끄스포르티브|갤러리아센터시티점|Q1077|041-412-9615|백화점|충남 천안시 서북구 불당동 521-3|127.1048436|36.8005153
르꼬끄스포르티브|모다대전(상설)2점|Q1115|042-542-6811|백화점|대전광역시 유성구  대정로 5 모다대전|127.331076169|36.3148257991
르꼬끄스포르티브|대전은행3점|Q2221|042-222-1663|일반매장|대전광역시 중구  중앙로 157-1 르꼬끄스포르티브|127.4249332|36.3293111
르꼬끄스포르티브|서산점|Q2011|041-664-0087|일반매장|충남 서산시 동문동 903-13|126.455277|36.782138
르꼬끄스포르티브|청주점|Q2021|043-225-6005|일반매장|충북 청주시 상당구 북문로1가 194번지|127.4889606|36.6341688
르꼬끄스포르티브|롯데청주영플점|Q1051|043-219-9243|백화점|충북 청주시 상당구 남문로2가 상당로55 롯데청주 영플라자 4층|127.4905464|36.6317073
르꼬끄스포르티브|에버세이브청주점|Q2045|043-285-1005|일반매장|충청북도 청주시 흥덕구 미평동 청남로1936번길  2 에버세이브 A동|127.431534|36.641475
르꼬끄스포르티브|현대충청점|Q1061|043-909-4803|백화점|충북 청주시 흥덕구 송정동 현대 유플렉스|127.4578383|36.6446906
르꼬끄스포르티브|안동점|Q2005|054-856-5498|일반매장|경상북도 안동시  남문로 12 1층|128.7302775|36.5650692
르꼬끄스포르티브|충주점|Q2017|043-856-7576|일반매장|충북 충주시 성서동 273번지 TTC빌딩 내|127.9328538|36.9712186
르꼬끄스포르티브|제천점|Q2020|043-647-3560|일반매장|충북 제천시 중앙로1가 113-3번지|128.2109337|37.1377156
르꼬끄스포르티브|아이즈빌부평점|Q2007|032-330-5003|일반매장|인천 부평구 청천동 386|126.7035743|37.5218251
르꼬끄스포르티브|LF스퀘어연수(상설)점|Q2192|032-717-0699|일반매장|인천 연수구 청학동   455번지 2층|126.6661587945|37.4250030077
르꼬끄스포르티브|롯데일산점|Q1038|031-909-3669|백화점|경기 고양시 일산동구 장항동 784번지 롯데백화점|126.7720291|37.6606966
르꼬끄스포르티브|신세계대구점|Q1119|053-661-6564|백화점|대구광역시 동구  동부로 149  대구신세계백화점 6층|128.6292378644|35.8779356073
르꼬끄스포르티브|대구칠곡2점|Q2200|053-321-8989|일반매장|대구광역시 북구  동암로 90 1층 C102호|128.5604536|35.9444813
르꼬끄스포르티브|김포장기점|Q2039|031-998-5494|일반매장|경기 김포시 장기동 35|126.6668551|37.6557006
르꼬끄스포르티브|현대중동점|Q1056|032-623-2697|백화점|경기 부천시 원미구 중동 1164 6층|126.7621692|37.504294
르꼬끄스포르티브|안산중앙점|Q2036|031-401-9800|일반매장|경기 안산시 단원구 고잔동 540-14 경신빌딩 113, 114호|126.8385939|37.3176824
르꼬끄스포르티브|롯데안산점|Q1048|031-412-7943|백화점|경기 안산시 단원구 고잔동 12|126.8362588|37.335428
르꼬끄스포르티브|안산한대점|Q2024|031-415-5122|일반매장|경기 안산시 상록구 사동 1531-1 114호|126.8467998|37.3049195
르꼬끄스포르티브|시흥점|Q2041|031-312-0312|일반매장|경기 시흥시 신천동 409-13|126.7793982|37.4419608
르꼬끄스포르티브|안양점|Q2076|031-449-3333|일반매장|경기 안양시 만안구 안양동 안양로 306|126.9259084|37.3989921
르꼬끄스포르티브|롯데평촌점|Q1027|031-8086-9521|백화점|경기 안양시 동안구 호계동 1039|126.9504488|37.3902475
르꼬끄스포르티브|롯데수원(사용금지)점|Q1099||백화점|경기 수원시 권선구 서둔동   롯데백화점 5층|126.9860539|37.2725801
르꼬끄스포르티브|롯데수원점|Q1098|031-8066-0538|백화점|경기도 수원시 권선구 서둔동 세화로  124(서둔동, 롯데백화점수원점5층)|126.9860539|37.2725801
르꼬끄스포르티브|신선도원몰점|Q1137|052-916-0133|백화점|울산광역시 북구  진장17길 10 (진장동)|129.356469|35.562677
르꼬끄스포르티브|AK수원점|Q1079|031-240-1433|백화점|경기 수원시 팔달구 매산로1가 애경백화점|126.999766|37.267186
르꼬끄스포르티브|갤러리아수원점|Q1075|031-548-8840|백화점|경기 수원시 팔달구 인계동 1125-1|127.032212|37.2609626
르꼬끄스포르티브|엔터식스동탄점|Q1086|031-371-6968|백화점|경기 화성시 반송동 96,98 메타폴리스 빌딩 A동 1층|127.0689314|37.2049556
르꼬끄스포르티브|화성봉담점|Q2064|031-298-1351|일반매장|경기 화성시 봉담읍 삼천병마로 1047-10, B동 104,105호|126.940248|37.200589
르꼬끄스포르티브|씨피몰(사입상설)점|Q9095|031-285-5835|일반매장|경기도 용인시 기흥구 고매동 546-13|127.1033323|37.2281252
르꼬끄스포르티브|수원영통점|Q2051|031-204-6005|일반매장|경기 용인시 기흥구 영덕동 517-1 프리미엄 아울렛 제에이동 1층 5호|127.0761903|37.2667607
르꼬끄스포르티브|신세계경기점|Q1067|031-695-1848|백화점|경기 용인시 수지구 죽전동 1285 신세계백화점 죽전 6층|127.1081442|37.3250073
르꼬끄스포르티브|AK평택점|Q1082|031--646-6681|백화점|경기 평택시 평택동 185-1 평택역사 AK플라자|127.0845923|36.9897912
르꼬끄스포르티브|팩토리아울렛(일반)점|Q8005||일반매장|경기 안성시 원곡면 칠곡리 325-1 데상트코리아 안성물류센터|127.1609013|37.0471529
르꼬끄스포르티브|평택장당점|Q2049|031-662-0450|일반매장|경기 평택시 장당동 경기대로 951|127.0631|37.0404
르꼬끄스포르티브|신세계사이먼기장(상설)점|Q3008|051-940-1343|일반매장|부산광역시 기장군 장안읍 좌천리 483-2  신세계사이먼기장|129.2378192|35.3209527
르꼬끄스포르티브|롯데아울렛동부산(상설)점|Q3018|051-901-2584|일반매장|부산광역시 기장군 기장읍 기장해안로 147 (롯데백화점롯데몰2층)|129.2104719361|35.1932801788
르꼬끄스포르티브|성남신흥점|Q2173|031-733-6611|일반매장|경기 성남시 수정구 신흥동   산성대로 255 1층(신흥동)|127.145480739|37.4405183378
르꼬끄스포르티브|패션플러스점|Q6013|02-559-5319|일반매장|경기 성남시 분당구 삼평동 624번지 PDCC빌딩 A동 1002호|127.1002512|37.4021132
르꼬끄스포르티브|현대판교점|Q1105|031-5170-1543|백화점|경기도 성남시 분당구 백현동 판교역로  146번길 20(백현동)|127.1120881618|37.3927935375
르꼬끄스포르티브|AK분당점|Q1080|031-708-9475|백화점|경기도 성남시 분당구 서현동 황새울로360번길  42 (서현동)|127.1260873|37.382903
르꼬끄스포르티브|AK몰점|Q6061||일반매장|경기 성남시 분당구 서현동 270-1 3층 에이케이에스앤디 (주|127.121878|37.3851155
르꼬끄스포르티브|롯데분당점|Q1046|031-738-2514|백화점|경기 성남시 분당구 수내동 14 4층|127.114288|37.3784683
르꼬끄스포르티브|롯데구리점|Q1031|031-550-7535|백화점|경기 구리시 인창동 261|127.1390769|37.6329819
르꼬끄스포르티브|신세계의정부점|Q1074|031-8082-0619|백화점|경기 의정부시 의정부동 신세계백화점|127.04615|37.737898
르꼬끄스포르티브|LF스퀘어양주(상설)점|Q2191|031-894-2705|일반매장|경기 양주시 회정동   453-19 브이플러스양주점 3층 르꼬끄매장|127.0512688954|37.8340821309
르꼬끄스포르티브|포천2점|Q2180|031-543-9980|일반매장|경기도 포천시 소흘읍 호국로  440|127.1350272215|37.8119280495
르꼬끄스포르티브|충장로점|Q2082|062-236-5880|일반매장|광주광역시 동구 충장로3가 충장로  76|126.9154359|35.1485992
르꼬끄스포르티브|롯데광주점|Q1041|062-221-1597|백화점|광주 동구 대인동 7-1|126.9120547|35.154825
르꼬끄스포르티브|광주아울렛(상설)점|Q2193|062-381-0058|일반매장|광주 서구 마륵동   상무대로 635 (마륵동,광주아울렛137호)|126.8466371482|35.1419441574
르꼬끄스포르티브|세정광주점|Q2091|062-370-9132|일반매장|광주광역시 서구 치평동  세정아울렛 상무대로  773 132호|126.8473115|35.1467139
르꼬끄스포르티브|신세계광주점|Q1069|062-360-1224|백화점|광주 서구 광천동 49-1번지 신세계백화점 6층|126.8801306|35.1603093
르꼬끄스포르티브|롯데광주월드컵점|Q1042|062-606-2949|백화점|광주 서구 풍암동 423-2|126.8772473|35.1333502
르꼬끄스포르티브|롯데아울렛김해2(상설)점|Q3013|055-900-2539|일반매장|경상남도 김해시  장유로 469 롯데프리미엄아울렛김해점|128.8311|35.1658
르꼬끄스포르티브|롯데마산점|Q1104|055-240-5480|백화점|경상남도 창원시 마산합포구  동서동로 18 (신포동2가) 롯데백화점|128.5729709506|35.2015158824
르꼬끄스포르티브|사천2점|Q2209|055-835-0929|일반매장|경상남도 사천시  중앙로 32 1층 (선구동)|128.0742002|34.9371442
르꼬끄스포르티브|롯데아울렛진주(상설)점|Q3034|055-791-2362|일반매장|경상남도 진주시  동진로 440 3층 (충무공동, 롯데아울렛진주점)|128.1503738019|35.1748715456
르꼬끄스포르티브|목포하당점|Q2029|061-282-7366|일반매장|전남 목포시 상동 1027-2|126.4289206|34.8005151
르꼬끄스포르티브|롯데몰군산점|Q3044|063-447-0252|일반매장|전라북도 군산시  조촌로 130 롯데몰군산점 2층|126.7361388|35.9760927
르꼬끄스포르티브|순천연향점|Q2071|061-721-0287|일반매장|전남 순천시 연향동 연향중앙상가길 12, 102|127.5221|34.9403
르꼬끄스포르티브|여수점|Q2006|061-662-3600|일반매장|전남 여수시 교동 290번지|127.7336438|34.741146
르꼬끄스포르티브|전주신도시점|Q2059|063-224-7077|일반매장|전북 전주시 완산구 효자동2가 1232-3번지|127.1054785|35.8177304
르꼬끄스포르티브|롯데전주점|Q1013|063-289-3469|백화점|전북 전주시 완산구 서신동 롯데백화점 971번지|127.1152375|35.8309833
르꼬끄스포르티브|전주점|Q2001|063-285-0205|일반매장|전북 전주시 완산구 고사동 152-2|127.1438007|35.8195729
르꼬끄스포르티브|전주송천점|Q2016|063-287-5557|일반매장|전북 전주시 덕진구 송천동2가 622-1번지 102호|127.1161257|35.8695246
르꼬끄스포르티브|익산모현점|Q2183|063-857-5857|일반매장|전북 익산시 모현동1가   875번지|126.9416915952|35.9472503498
르꼬끄스포르티브|익산영등점|Q2009|063-836-5857|일반매장|전북 익산시 영등동 837-4번지|126.9762351|35.9587899
르꼬끄스포르티브|롯데아울렛남악(상설)점|Q3036|061-801-2221|일반매장|전라남도 무안군 삼향읍 남악로162번길 80 롯데아울렛남악점|126.4647144805|34.8035251498
르꼬끄스포르티브|남원2점|Q2084|063-635-4949|일반매장|전라북도 남원시 쌍교동 남문로  450|127.3805219|35.4062056
르꼬끄스포르티브|해남점|Q2225|061-534-6999|일반매장|전라남도 해남군 해남읍 군청길 1 101동 103,104호 |126.5964179|34.5720911
르꼬끄스포르티브|롯데광복점|Q1017|051-678-3757|백화점|부산 중구 중앙동7가 20-1 롯데백화점 광복점 7층|129.0361016|35.0980088
르꼬끄스포르티브|현대부산점|Q1053|051-667-0672|백화점|부산 동구 범일2동 62-5번지 현대백화점|129.0585907|35.1412422
르꼬끄스포르티브|롯데동래점|Q1011|051-668-4512|백화점|부산 동래구 온천동 502-3번지 5층|129.0773722|35.2119846
르꼬끄스포르티브|광주용봉2점|Q2222|062-511-6340|일반매장|광주광역시 북구  용봉동 1381-4  르꼬끄스포르티브 매장|126.8951572|35.1788274
르꼬끄스포르티브|신세계센텀점|Q1070|051-745-2537|백화점|부산 해운대구 우동 1495번지|129.1296307|35.1689224
르꼬끄스포르티브|롯데센텀점|Q1009|051-730-3572|백화점|부산 해운대구 우동 1496번지 5층|129.1310949|35.1698397
르꼬끄스포르티브|롯데부산(백화점몰)점|Q6067|051-810-3598|일반매장|부산 부산진구 부전동 503-15번지 5층|129.0560099|35.1566731
르꼬끄스포르티브|롯데부산점|Q1007|051-810-3598|백화점|부산 부산진구 부전동 503-15번지 5층|129.0560099|35.1566731
르꼬끄스포르티브|애플사상2점|Q1121|051-559-6292|백화점|부산광역시 사상구 괘법동 사상로  201 애플아울렛 신관1층|128.9809868006|35.1631456957
르꼬끄스포르티브|김해진영(상설)점|Q2195|055-346-8118|일반매장|경남 김해시 진영읍 진영리  1000~1700 1027 르꼬끄스포츠|128.7155836|35.3247929
르꼬끄스포르티브|신세계김해점|Q1111|055-272-1505|백화점|경상남도 김해시 외동 전하로304번길  24 신세계백화점 김해|128.8709634264|35.2306427946
르꼬끄스포르티브|롯데아울렛수완(상설)점|Q3007|062-616-2213|일반매장|광주광역시 광산구  장덕동 1678 롯데마트 광주수완아울렛 2층|126.820967|35.1902242
르꼬끄스포르티브|신세계마산점|Q1068|055-240-1518|백화점|경남 마산시 산호동 10-3 신세계백화점 6층|128.5863598|35.2196117
르꼬끄스포르티브|서귀포3점|Q2212|064-762-2289|일반매장|제주특별자치도 서귀포시  중정로 98 (서귀동)|126.5647356|33.2482861
