##NAME|SUBNAME|TELNUM|NEWADDR|XCOORD|YCOORD@@K2
K2|현대시티몰 가든파이브점|02-2673-2355|서울 송파구 충민로 66 가든파이브 라이프동|127.1249432|37.4776339
K2|신세계사이먼 시흥점|031-8072-3304|경기도 시흥시 서해안로699 시흥프리미엄아울렛 2층|126.7363958|37.3797538
K2|천안모다점|070-7813-5016|충청남도 천안시 서북구 공원로196 펜타포트 2층|127.1012743|36.7983739
K2|제주MS점|064-759-8611|제주도 제주시 중앙로 35|126.524884|33.515336
K2|LF광양상설점|061-815-4804|전남 광양시 광양읍 순광로 466 LF광양아울렛 오션동 3층|127.567785|34.962866
K2|신세계대구점|053-661-6545|대구광역시 동구 동부로30길 12 신세계백화점 6층|128.628586|35.876289
K2|부산안락MS점|051-528-1113|부산광역시 동래구 충렬대로 447|129.107281|35.196147
K2|여수여천MS점|061-685-5010|전라남도 여수시 망마로 59 (신기동)|127.669095|34.7589369
K2|신세계김해점|055-272-1854|경남 김해시 전하로 304번길 24|128.8720233|35.2294798
K2|신세계하남점|031-8072-1938|경기도 하남시 미사대로 750 신세계백화점 하남 3층|127.2219759|37.5458246
K2|스타필드하남점|031-8072-1938|경기도 하남시 하남대로 792 (신장동) 동진빌딩 2층|127.2096406|37.5406148
K2|마리오아울렛구로점|02-2067-3932|서울특별시 금천구 디지털로9길 23 (가산동) 1층|126.8870859|37.4786854
K2|롯데몰진주점|055-791-2353|경상남도 진주시 동진로 440 (충무공동)|128.1398097|35.1802293
K2|롯데센트럴스퀘어점|051-932-6060|부산광역시 부산진구 중앙대로666번길 50(부전동, 더샵 센트럴스타) 지하 1층|129.061|35.1513704
K2|대전패션아일랜드점|042-282-6655|대전광역시 동구 은어송로 72 (가오동, 토마토쇼핑센터) 1층|127.457874|36.3069064
K2|플라이워크 롯데울산점|052-960-4759|울산광역시 남구 삼산로 288 (삼산동) 롯데백화점 5층|129.339|35.5385
K2|충주MS점|043-845-2004|충청북도 충주시 중앙로 84 (성서동)|127.9325748|36.9722898
K2|현대충청점|043-909-4412|충청북도 청주시 흥덕구 직지대로 308 (복대동) 현대백화점 충청점 4F|127.4260205|36.644202
K2|롯데아울렛청주점|043-717-2954|충청북도 청주시 흥덕구 2순환로 1004 (비하동) 롯데아울렛 청주점 3층|127.4214821|36.6446649
K2|청주복대MS점|043-223-3954|충청북도 청주시 흥덕구 가로수로1337번길 4 (복대동)|127.4420693|36.6333794
K2|청주율량(복합)점|043-216-4545|충청북도 청주시 청원구 공항로 231 (사천동)|127.4829306|36.6774091
K2|청주에버세이브MS점|043-292-8611|충청북도 청주시 서원구 청남로1936번길 1 (미평동) 에버세이브 B동 3층|127.4814691|36.6057854
K2|청원(복합)점|043-263-7770|충청북도 청주시 서원구 남이면 청남로 1579|127.460363|36.5790985
K2|제천MS점|043-653-8611|충청북도 제천시 의림대로156 (중앙로2가)|128.2125627|37.1413422
K2|금왕MS점|043-882-8632|충청북도 음성군 대소면 대금로819-7|127.5252743|36.9776954
K2|갤러리아센터시티점|041-412-9398|충청남도 천안시 서북구 공원로 227 (불당동) 갤러리아센터시티 5층|127.1048436|36.8005153
K2|천안(복합)점|041-579-8866|충청남도 천안시 동남구 쌍용대로 66 (쌍용동) 천안로데오 의류타운 내|127.1322874|36.8032617
K2|신세계충청점|041-640-5373|충청남도 천안시 동남구 만남로 43 (신부동) 3층|127.156017|36.8194964
K2|내포MS점|041-333-7603|충청남도 예산군 응봉면 충서로 257-3|126.7701938|36.6631019
K2|온양MS점|041-533-0800|충청남도 아산시 아산로 114 (온천동)|126.994812|36.792069
K2|퍼스트빌리지상설점|041-536-0556|충청남도 아산시 둔포면 해위안길 127|127.0276784|36.8970782
K2|롯데아울렛부여점|041-435-2672|충청남도 부여군 규암면 백제문로 387 롯데프리미엄아울렛 부여점 2층|126.9017623|36.3070739
K2|서산MS점|041-662-1776|충청남도 서산시 중앙로66|126.4575612|36.7794037
K2|보령MS점|041-931-9211|충청남도 보령시 남대천로 39 (대천동)|126.5945033|36.3498916
K2|행담도모다점|070-7826-8127|충청남도 당진시 신평면 서해안고속도로 275|126.8069875|36.945134
K2|당진MS점|041-358-1776|충청남도 당진시 당진중앙2로 173 (읍내동)|126.6334875|36.8959892
K2|논산점|041-734-1926|충청남도 논산시 계백로 991 (취암동)|127.0872267|36.2031465
K2|금산점|041-754-8720|충청남도 금산군 금산읍 비호로 61|127.489411|36.1073882
K2|공주MS점|041-881-7800|충청남도 공주시 웅진로 176 (중동)|127.1249357|36.456095
K2|신제주MS점|064-748-8611|제주특별자치도 제주시 도령로 39 (노형동) 1층|126.4829093|33.4884916
K2|서귀포점|064-763-7600|제주특별자치도 서귀포시 중정로 101 (서귀동)|126.5671519|33.2487287
K2|정읍점|063-538-3141|전라북도 정읍시 중앙로 126 (수성동)|126.852365|35.5666157
K2|전주평화 MS점|063-227-3555|전라북도 전주시 완산구 장승배기로 124|127.1265045|35.7938514
K2|롯데전주점|063-289-3458|전라북도 전주시 완산구 온고을로 2 (서신동) 롯데백화점 4층|127.1219568|35.8345173
K2|서전주MS점|063-223-4377|전라북도 전주시 완산구 유연로 16-5 (효자동3가)|127.0879015|35.8216729
K2|전주중앙MS점|063-284-2260|전라북도 전주시 완산구 문화광장로 1|127.1447071|35.8219466
K2|전주인후MS점|063-247-3954|전라북도 전주시 덕진구 안덕원로 276 (인후동1가)|127.1573862|35.8363248
K2|전주송천(복합)점|063-278-2260|전라북도 전주시 덕진구 동부대로 1220 (송천동2가)|127.1122849|35.8703111
K2|익산팔봉MS점|063-831-8033|전라북도 익산시 무왕로 1491 (팔봉동)|127.0167563|35.9684353
K2|K2익산영등MS점|063-833-0543|전라북도 익산시 무왕로 1097|126.978665|35.959022
K2|남원MS점|063-636-0202|전라북도 남원시 남문로 463-2 (하정동) 1호|127.3821567|35.4065289
K2|김제점|063-545-1238|전라북도 김제시 동서로 229 (요촌동)|126.892603|35.8029126
K2|군산MS점|063-461-2829|전라북도 군산시 월명로278 (수송동)|126.716084|35.9688658
K2|해남점|061-535-7900|전라남도 해남군 해남읍 중앙1로 122|126.6006799|34.5717971
K2|여수중앙MS점|061-666-0050|전라남도 여수시 진남상가길 33-18 (교동) 1층|127.7338169|34.7410916
K2|순천MS점|061-723-8885|전라남도 순천시 연향번영길 145 (연향동)|127.5184765|34.9530505
K2|순천중앙MS점|061-753-0351|전라남도 순천시 시민로 52  (남내동)|127.4862897|34.9542987
K2|NC순천점|061-720-5482|전라남도 순천시 비봉2길 22 NC백화점순천점 4층|127.5199699|34.973378
K2|남악점|061-282-7115|전라남도 무안군 삼향읍 남악3로82번길 17|126.4624588|34.8131542
K2|목포중앙점|061-247-8081|전라남도 목포시 호남로68번길 36 (대안동) 1층|126.3848261|34.7909509
K2|목포하당MS점|061-282-8080|전라남도 목포시 백년대로 331 (상동)|126.4232913|34.805573
K2|신포점|032-777-7834|인천광역시 중구 내동 215-29|126.62673|37.471931
K2|현대프리미엄아울렛 송도점|032-727-2476|인천광역시 연수구 송도국제대로 123 (송도동) 현대프리미엄아울렛 지하1|126.6585646|37.3823849
K2|부평점|032-501-0064|인천광역시 부평구 부평대로 41 (부평동)|126.7223975|37.495076
K2|부천송내복합점|032-668-2457|인천광역시 부평구 경인로1185번길 1 (일신동) 송내IC입구|126.7512757|37.4842396
K2|부평아이즈빌점|032-501-4322|인천광역시 부평구 마장로 489  (청천동) 아이즈빌아울렛 1402호|126.7035743|37.5218251
K2|롯데인천점|032-450-2628|인천광역시 남동구 예술로 148 (구월동) 롯데백화점 6층|126.7015765|37.4470762
K2|인천구월(복합)점|032-423-0053|인천광역시 남구 인주대로 492 (주안동)|126.6913165|37.4503669
K2|신세계인천점|032-430-1924|인천광역시 남구 연남로 35 (관교동) 신세계백화점 신관 4층|126.7013152|37.4414548
K2|인천계양MS점|032-553-5005|인천광역시 계양구 계양대로 190 (계산동)|126.7229323|37.5408608
K2|언양(복합)점|052-254-5060|울산광역시 울주군 삼남면 반구대로 669|129.117177|35.5524902
K2|울산호계MS점|052-296-5425|울산광역시 북구 호계로 260 (호계동)|129.3521369|35.626697
K2|울산진장MS점|052-289-7708|울산광역시 북구 염포로 152 (진장동)|129.3561686|35.5604839
K2|울산동구MS점|052-232-6777|울산광역시 동구 방어진순환도로1150 (서부동)|129.4231765|35.5397416
K2|현대동구점|052-250-4463|울산광역시 동구 방어진순환도로 899 (서부동)  현대백화점 4층|129.4313607|35.5216711
K2|롯데울산점|052-960-4758|울산광역시 남구 삼산로 288  (삼산동) 롯데백화점 5층|129.3383249|35.5384732
K2|현대울산점|052-228-0669|울산광역시 남구 삼산로 261 (삼산동) 신세계백화점 6층|129.3357802|35.5396481
K2|울산달동(복합)점|052-276-5959|울산광역시 남구 삼산로 143 (달동)|129.3229885|35.5366832
K2|울산무거(복합)점|052-222-1106|울산광역시 남구 북부순환도로 1 (무거동)|129.2641762|35.5507468
K2|상봉엔터식스점|02-6224-6125|서울특별시 중랑구 망우로55길 11-10 (상봉동) 이노시티 내 엔터식스 2층|127.0914465|37.5985332
K2|태능먹골MS점|02-972-0337|서울특별시 중랑구 공릉로 4 (묵동)|127.0780181|37.611194
K2|신림MS점|02-885-6484|서울특별시 관악구 신림로 367 (신림동) 1, 2층|126.9287431|37.4870724
K2|롯데아울렛서울역점|02-6965-2813|서울특별시 중구 한강대로 405 (봉래동2가)|126.9707819|37.5551238
K2|신세계 본점|02-310-1420|서울특별시 중구 소공로 63 (충무로1가)|126.9811261|37.5609458
K2|롯데본점|02-772-3655|서울특별시 중구 남대문로 81 (소공동) 롯데백화점 6층|126.9810855|37.5648353
K2|현대씨티아울렛 동대문점|02-2283-2710|서울특별시 중구 장충단로13길 20 (을지로6가) 7층|127.0077562|37.5686075
K2|NC불광점|02-350-8010|서울특별시 은평구 불광로 20 (대조동)|126.9290202|37.6097493
K2|북한산성MS점|02-354-3979|서울특별시 은평구 대서문길 43-11 (진관동)|126.9493202|37.6557797
K2|아이파크점|02-2012-4643|서울특별시 용산구 한강대로23길 55 아이파크백화점 5층|126.964161|37.5295669
K2|롯데영등포점|02-2164-5465|서울특별시 영등포구 경인로 846 (영등포동) 롯데백화점 6층|126.9073756|37.5159139
K2|신세계영등포점|02-2639-1981|서울특별시 영등포구 영중로 9 (영등포동4가) 신세계백화점 B관 4층|126.905589|37.5171607
K2|화곡(복합)점|02-2691-6667|서울특별시 양천구 화곡로 72 (신월동) 1층|128.623124|34.888043
K2|현대목동점|02-2163-3569|서울특별시 양천구 목동동로 257 (목동, 하이페리온) 현대백화점 별관 1층|126.8750083|37.5268408
K2|문정(복합)점|02-403-9670~1|서울특별시 송파구 중대로10길 42 (가락동) 1층|127.1238466|37.4906984
K2|롯데잠실점|02-2143-7564|서울특별시 송파구 올림픽로 240 (잠실동) 롯데백화점 6층|127.0979455|37.5112959
K2|신세계 강남점|02-3479-6241|서울특별시 서초구 신반포로 176 (반포동) 신세계백화점 7층|127.0036409|37.5043714
K2|현대미아점|02-2117-1539|서울특별시 성북구 동소문로 315 (길음동) 현대백화점 5층|127.0287147|37.6083792
K2|현대 신촌점|02-3145-2707|서울특별시 서대문구 신촌로 83 (창천동) 현대백화점 7층|126.935897|37.5561695
K2|청량리상설점|02-965-2772|서울특별시 동대문구 왕산로 240 (전농동) 제일빌딩 2층 1호|127.0487569|37.5825899
K2|도봉산점|02-3492-6789|서울특별시 도봉구 도봉산길 81 (도봉동)|127.0373309|37.686203
K2|장안아트몰링점|02-2215-7977|서울 동대문구 답십리로 288 아트몰링 2층|127.072356|37.571885
K2|장안아트몰링점|02-2215-7977|서울 동대문구 답십리로 288 아트몰링 2층|127.072356|37.571885
K2|롯데노원점|02-950-2643|서울특별시 노원구 동일로 1414 (상계동) 롯데백화점 6층|127.0610966|37.6551448
K2|세이브존노원점|02-974-0870|서울특별시 노원구 한글비석로 57 (하계동) 세이브존 1층|127.0687185|37.6378705
K2|2001아울렛중계점|02-3296-2001|서울특별시 노원구 동일로204가길 46 (중계동) 2001아울렛|127.0679938|37.6413085
K2|금천(복합)점|02-894-6484|서울 금천구 시흥대로 258 하림빌딩 1층|126.9001553|37.4567128
K2|현대아울렛 가산점|02-2136-9904|서울특별시 금천구 디지털로10길 9 (가산동)|126.8890713|37.4775955
K2|롯데팩토리아울렛 가산점|02-2623-2212|서울특별시 금천구 벚꽃로 278 (가산동) 2층|126.8845965|37.4794363
K2|W몰구로상설점|02-2081-0516|서울특별시 금천구 디지털로188 (가산동 W-MALL) 5층|126.8876991|37.4773347
K2|롯데관악점|02-3289-8569|서울특별시 관악구 봉천로 209 (봉천동) 롯데백화점 5층|126.9250547|37.4905539
K2|롯데건대스타시티점|02-2218-3713|서울특별시 광진구 능동로 92 (자양동) 롯데백화점 7층|127.0711401|37.5387831
K2|강서(복합)점|02-3664-8102|서울특별시 강서구 공항대로 521 (등촌동)|126.8644785|37.55155
K2|롯데김포공항점|02-6116-3444|서울특별시 강서구 하늘길 38 (방화동)|126.8030028|37.5650603
K2|롯데미아점|02-944-2333|서울특별시 강북구 도봉로 62 (미아동) 롯데백화점 5층|127.0304958|37.614218
K2|수유점|02-988-1230|서울특별시 강북구 도봉로273(수유동)|127.0231195|37.6327486
K2|길동사거리MS점|02-476-0098|서울특별시 강동구 양재대로1462 (길동)|127.1397518|37.5362434
K2|현대 무역점|02-3467-8486|서울특별시 강남구 테헤란로 517 (삼성동) 현대백화점 8층|127.0597342|37.508596
K2|롯데강남점|02-531-2736|서울특별시 강남구 도곡로 401 (대치동) 6층|127.0532974|37.4969112
K2|롯데센텀시티점|051-730-3590|부산광역시 해운대구 센텀남대로 59 (우동) 롯데백화점 5층|129.1310928|35.1698628
K2|신세계센텀시티점|051-745-2591|부산광역시 해운대구 센텀남대로 35 (우동) 신세계백화점 3층|129.1296287|35.1689454
K2|롯데광복점|051-678-3748|부산광역시 중구 중앙대로 2 (중앙동7가) 롯데백화점 7층|129.0361027|35.098017
K2|부산남포MS(복합)점|051-257-8611|부산광역시 중구 구덕로 83 (남포동6가)|129.0269454|35.0971554
K2|뉴코아괴정점|051-209-5227|부산광역시 사하구 사하로 190 (괴정동)|128.994021|35.0989107
K2|부산하단복합점|051-203-2294|부산광역시 사하구 낙동대로 442 (당리동)|128.9703221|35.1049402
K2|부산애플아울렛점|051-559-6203|부산광역시 사상구 사상로 201 (괘법동)|128.9832782|35.1634865
K2|NC서면점|051-794-7319|부산광역시 부산진구 동천로 92 (전포동) NC서면점|129.0631333|35.1570657
K2|부산범일(복합)점|051-645-8611|부산광역시 부산진구 범일로 155-1 (범천동)|129.0589924|35.1439656
K2|롯데부산본점|051-810-4562|부산광역시 부산진구 가야대로 772 롯데백화점 4층|129.0560043|35.1566793
K2|롯데동래점|051-668-4541|부산광역시 동래구 중앙대로 1393 롯데백화점 5층|129.0774444|35.2118248
K2|현대부산점|051-667-0690|부산광역시 동구 범일로 125 (범일동)|129.0585611|35.1413361
K2|신세계사이먼기장점|051-940-1347|부산광역시 기장군 장안읍 정관로 1133|129.2349663|35.323811
K2|롯데아울렛 동부산점|051-901-2564|부산광역시 기장군 기장읍 기장해안로 147 롯데아울렛 동부산점 2층|129.2123033|35.1924892
K2|부산녹산MS점|051-941-9181|부산광역시 강서구 낙동남로 662 (녹산동)|128.8899598|35.1173769
K2|대전중촌MS점|042-257-0003|대전광역시 중구 동서대로 1421 (중촌동)|127.4136254|36.3351814
K2|대전유성MS(복합)점|042-822-4975|대전광역시 유성구 유성대로 783|127.3364279|36.3622592
K2|대전세이점|042-221-2637|대전광역시 중구 계백로 1700 (문화동) 세이백화점 4층|127.4089516|36.3210066
K2|대전모다MS점|042-545-8611|대전광역시 유성구 대정로5 (대정동) 모다아울렛 1층|127.3189917|36.3126534
K2|대전둔산MS(복합)점|042-483-4985|대전광역시 서구 문정로 89 (탄방동)|127.3894466|36.3469876
K2|갤러리아타임월드점|042-472-0885|대전광역시 서구 대덕대로 211 (둔산동) 갤러리아백화점 6층|127.3785331|36.3523378
K2|대전도마MS점|042-533-9393|대전광역시 서구 계백로 1477 (도마동)|127.3844868|36.3153816
K2|롯데대전점|042-601-2631|대전광역시 서구 계룡로 598 (괴정동) 롯데백화점 6층|127.3895496|36.3406236
K2|신세계스타일마켓 대전점|042-615-1423|대전광역시 동구 동서대로 1689 (용전동)|127.4366283|36.3503694
K2|대전중리MS점|042-226-0006|대전광역시 대덕구 한밭대로 1146 (중리동)|127.4258393|36.3584689
K2|대덕MS점|042-933-7676|대전광역시 대덕구 신탄진로 490 (상서동)|127.4198791|36.42307
K2|대백프라자점|053-425-4540|대구광역시 중구 명덕로 333 (대봉동) 대백프라자 6층|128.6063478|35.8559376
K2|동아쇼핑점|053-251-4010|대구광역시 중구 달구벌대로 2085 (덕산동) 대구 동아쇼핑 6층|128.5919122|35.8661747
K2|현대 대구점|053-245-2538|대구광역시 중구 달구벌대로 2077 (계산동2가) 현대백화점 5층|128.5906053|35.8667516
K2|대구수성MS(복합)점|053-742-5572|대구광역시 수성구 달구벌대로 2531 (범어동)|128.6395256|35.8592735
K2|대구광장복합점|053-552-7275|대구광역시 서구 달구벌대로 1681 (내당동) 1층|128.549519|35.8552388
K2|칠곡MS점|053-325-7855|대구광역시 북구 칠곡중앙대로 366 (태전동)|128.5480032|35.9282132
K2|롯데대구역점|053-660-3525|대구광역시 북구 태평로 161 (칠성동2가) 롯데백화점 7층|128.5947031|35.8762175
K2|롯데이시아폴리스점|053-945-2609|대구광역시 동구 팔공로49길 16 (봉무동)|128.6373536|35.9215607
K2|롯데아울렛 대구율하점|053-960-2752|대구광역시 동구 안심로 80 (율하동)|128.6933536|35.8684187
K2|달성군청MS점|053-616-6336|대구광역시 달성군 논공읍 비슬로 1853|128.4271424|35.7776251
K2|반야월MS점|053-961-5117|대구광역시 동구 신서로 10 (신서동)|128.7241394|35.8689155
K2|팔공산(복합)점|053-985-8020|대구광역시 동구 팔공로 317  (봉무동)|128.6407887|35.9273375
K2|롯데상인점|053-258-3568|대구광역시 달서구 월배로 232 (상인동)|128.5392488|35.8189892
K2|대구성서(복합)점|053-586-3636|대구광역시 달서구 달서대로 459 (호산동)|128.4913784|35.8404027
K2|대구월배MS점|053-635-7338|대구광역시 달서구 월배로 126 (진천동)|128.5281245|35.8148524
K2|대구서부정류장MS점|053-628-7373|대구광역시 달서구 구마로 234 (송현동)|128.5532585|35.8365772
K2|신세계광주점|062-360-1345|광주광역시 서구 무진대로 932 (광천동) 신세계백화점 6층|126.8801435|35.1603056
K2|롯데아울렛월드컵점|062-606-2931|광주광역시 서구 금화로 278 (풍암동)|126.8772601|35.1333466
K2|광주용봉MS점|062-522-7020|광주광역시 북구 설죽로 247 (용봉동)|126.8980007|35.1816659
K2|무등산(복합)점|062-234-8611|광주광역시 동구 증심사길 177 (운림동) 상가 2-1 블록|126.9557419|35.1336736
K2|플라이워크 롯데광주점|062-221-1678|광주광역시 동구 독립로 268 (대인동) 롯데백화점 6층|126.9120551|35.1548262
K2|롯데광주점|062-221-1678|광주광역시 동구 독립로 268 (대인동) 롯데백화점 6층|126.9120675|35.1548216
K2|롯데아울렛수완점|062-616-2202|광주광역시 광산구 장신로 98 (장덕동)|126.8194013|35.1883153
K2|광주첨단점|062-954-3080|광주광역시 광산구 임방울대로 791 (쌍암동)|126.845048|35.2182361
K2|광주흑석MS점|062-953-6717|광주광역시 광산구 사암로 395 (하남동)|126.8076941|35.1797572
K2|롯데포항점|054-230-1548|경상북도 포항시 북구 학산로 62 롯데백화점 5층|129.369504|36.0496393
K2|포항양덕MS점|054-246-3590|경상북도 포항시 북구 천마로 97  (양덕동)|129.3964357|36.0853221
K2|포항MS점|054-246-6376|경상북도 포항시 북구 중앙상가길 65 (신흥동) 1층|129.365971|36.0403807
K2|포항오광장MS(복합)점|054-273-5959|경상북도 포항시 남구 포스코대로 323 (상도동)|129.3592137|36.0190224
K2|동명(복합)점|054-976-7855|경상북도 칠곡군 동명면 경상북도대로 208-9|128.5556326|35.9797097
K2|영천점|054-333-9997|경북 영천시 금호읍 금호로 302|128.8923694|35.9383081
K2|영주MS점|054-638-8333|경상북도 영주시 구성로 367  (영주동)|128.6217164|36.8240842
K2|안동MS점|054-854-1333|경상북도 안동시 남문로11|128.7295446|36.56421
K2|상주MS점|054-534-8282|경상북도 상주시 중앙로198-1 (남성동)|128.1601309|36.4154718
K2|동김천MS점|054-439-3088|경상북도 김천시 영남대로 2064 (덕곡동)|128.1539018|36.1157568
K2|구미복합점|054-452-6482|경상북도 구미시 구미중앙로 131 (원평동)|128.3365238|36.1269084
K2|구미인동MS점|054-475-1200|경상북도 구미시 삼일로 52 (황상동)|128.4178706|36.1095652
K2|경주역MS점|054-773-5080|경상북도 경주시 화랑로 128 (황오동)|129.2147622|35.8442692
K2|경주모다MS점|054-620-7668|경상북도 경주시 천북면 산업로 4938|129.24437345|35.91649504
K2|경산MS(복합)점|053-816-5117|경상북도 경산시 대학로106 (중방동)|128.734352|35.8335237
K2|통영점|055-644-0567|경상남도 통영시 중앙로 301 (북신동) 화룡빌딩 1층|128.4281233|34.8573065
K2|창원대동점|055-212-8932|경상남도 창원시 성산구 원이대로 730 (상남동) 대동백화점 3층|128.6884858|35.2194866
K2|롯데창원점|055-279-3495|경상남도 창원시 성산구 중앙대로 124 (상남동) 롯데백화점 5층|128.6819083|35.224564
K2|마산중리MS점|055-244-8611|경상남도 창원시 마산회원구 내서읍 함마대로 2800|128.5179156|35.2492414
K2|마산합성MS(복합)점|055-255-8611|경상남도 창원시 마산회원구 3·15대로 815 (합성동)|128.5863151|35.2441127
K2|롯데마산점|055-240-5482|경상남도 창원시 마산합포구 동서동로18 (신포동2가) 4층|128.5733964|35.2014427
K2|신마산복합점|055-244-9292|경상남도 창원시 마산합포구 해안대로 19 (해운동)|128.561005|35.1804687
K2|신마산복합점|055-244-9292|경상남도 창원시 마산합포구 해안대로 19 (해운동)|128.561005|35.1804687
K2|갤러리아진주점|055-791-1433|경상남도 진주시 진주대로 1095 (평안동) 갤러리아백화점 4층|128.0823404|35.1966926
K2|진주모다MS점|055-923-1700|경상남도 진주시 정촌면 삼일로105번길 15 E-2동|128.0983236|35.1305713
K2|진주시청MS점|055-757-7178|경상남도 진주시 동진로 131 (상대동)|128.1055111|35.1796496
K2|양산서창(복합)점|055-383-4239|경상남도 양산시 삼호1길 57 (삼호동)|129.1684143|35.4151558
K2|진영MS(복합)점|055-345-2022|경상남도 김해시 진영읍 진산대로 165|128.7244603|35.3195131
K2|롯데아울렛김해점|055-900-2527|경상남도 김해시 장유로 469 (신문동) 롯데아울렛 1B4L A-206|128.8303589|35.1851845
K2|서김해(복합)점|055-328-5989|경상남도 김해시 금관대로 858 (명법동)|128.841187|35.2058131
K2|김해(복합)점|055-334-9182|경상남도 김해시 가락로 57 (부원동)|128.8817552|35.2315482
K2|거창MS점|055-943-9920|경상남도 거창군 거창읍 중앙로 131-5|127.9125041|35.6872364
K2|거제옥포점|055-688-0990|경상남도 거제시 옥포대첩로 40|128.6920559|34.8934587
K2|거제MS점|055-636-3626|경상남도 거제시 거제중앙로 1928 (고현동)|128.6225005|34.8900518
K2|봉담(복합)점|031-227-2132|경기도 화성시 봉담읍 능산길 45-32 트레보시티 2층|126.941346|37.2003741
K2|화성(남양)MS점|031-355-0205|경기도 화성시 남양읍 화성로 1446 112~114호|126.8399533|37.2219044
K2|검단산MS점|031-794-9396|경기도 하남시 검단산로 218번길 21 (창우동)|127.2284776|37.533744
K2|포천송우(복합)점|031-544-8611|경기도 포천시 소홀읍 이동교리 74-1|127.1353123|37.8124367
K2|AK평택점|031-646-6511|경기도 평택시 평택로 51 (평택동)|127.0853084|36.9906616
K2|서평택MS점|031-684-7177|경기도 평택시 안중읍 서동대로 1912 A동|126.9581756|37.0007913
K2|평택소사벌MS점|031-655-1288|경기도 평택시 청룡동 397-5|127.119553|37.020042
K2|평택MS점|031-657-5359|경기도 평택시 경기도대로 951 (장당동)|127.0694698|37.0331195
K2|롯데아울렛파주점|031-960-2710|경기도 파주시 회동길 390 롯데프리미엄아울렛파주점 2F|126.6927242|37.718839
K2|신세계사이먼 파주점|031-8071-7314|경기도 파주시 탄현면 필승로 200 978-A,B호|126.6962862|37.769539
K2|롯데아울렛이천점|031-887-4751|경기도 이천시 호법면 프리미엄아울렛로 177-74 롯데프리미엄아울렛 이천점 청자동 1층|127.3990223|37.2424415
K2|덕평상설점|031-638-8231|경기도 이천시 마장면 덕이로 154번길 287-76 덕평자연휴게소 내|127.388881|37.2406276
