##NAME|SUBNAME|TYPE|ID|TELNUM|ADDR|XCOORD|YCOORD@@필라
필라|시화(E)점|INTIMO|store1548|031-433-2835|경기 시흥시 정왕동 1734-2 이마트 시화점 1층|126.7368715|37.3459421
필라|안산고잔(E)점|INTIMO|store1277|031-481-8532|경기도 안산시 단원구 초지동 742-4 이마트 742-6|126.81329871400806|37.303119060586695
필라|안산선부점|INTIMO|store1184|031-508-5567|경기 안산시 단원구 원곡1동 845 우성상가 105|126.80162577372614|37.325831331680355
필라|안성(E)점|INTIMO|store1284|031-674-8226|경기도 안성시 중앙로 246 이마트 2층|127.2559145|37.0126934
필라|안중점|INTIMO|store1189|031-681-0452|경기도 평택시 안중읍 안중로114번길 4-2 휠라 인티모 안중지점|126.92866290397473|36.98838923214466
필라|오산(E)점|INTIMO|store1274|031-373-9703|경기도 오산시 경기대로 181 이마트 3층|127.07333725694953|37.138654471655066
필라|용인점|INTIMO|store1182|031-333-4333|경기도 용인시 처인구  금령로85번길 5 (김량장동) 용인인티모|127.2056536|37.2357916
필라|용인(E)점|INTIMO|store1273|031-321-5772|경기도 용인시 처인구 명지로 53 이마트 2층|127.18917920989927|37.23139952196901
필라|이천점|INTIMO|store1187|031-631-4549|경기도 이천시 창전동 158-8|127.4439131|37.2809892
필라|이천(E)점|INTIMO|store1282|031-635-0425|경기 이천시 이섭대천로 1440-50 이마트 2층 경기도 이천시 증포동 47-4|127.4589260312286|37.2941375233819
필라|장호원점|INTIMO|store1188|031-642-2011|경기 이천시 장호원읍 장감로 73-1|127.63073607730713|37.1173309990528
필라|죽전(E)점|INTIMO|store1287|031-889-6646|경기도 용인시 수지구 포은대로 552 이마트 B1층 택지개발지구 1703블록|127.10997504411759|37.325333811672635
필라|진접점|INTIMO|store1186|031-572-9582|경기도 남양주시 진접읍 장현로 114 (진접파출소) 1층 73호 휠라인티모|127.18435298750822|37.71979344836893
필라|킨텍스(E)점|INTIMO|store1289|031-901-3203|경기도 고양시 일산서구 킨텍스로 171(대화동) 이마트 킨텍스 이마트|126.7440654|37.6615832
필라|파주운정(E)점|INTIMO|store1290|031-948-0622|경기도 파주시 한울로 123 이마트 2층 파주운정지구 F2-5 블럭|126.7457955620033|37.71218186796072
필라|평택(E)점|INTIMO|store1283|031-651-9702|경기 평택시 영신로 29 이마트 2층|127.07580434328689|37.02117861978679
필라|풍산(E)점|INTIMO|store1291|031-975-8823|경기도 고양시 일산동구 무궁화로 237 (중산동) 이마트 2층 이마트 풍산점|126.7791456|37.6688149
필라|하남(E)점|INTIMO|store1286|031-796-4554|경기도 하남시 덕풍서로 70 이마트 4층 736 하남풍산지구|127.20536139463033|37.55275237072568
필라|현대김포I점|INTIMO|store1551|031-8048-2378|경기도 김포시 고촌읍 아라육로152번길 100 (전호리, 현대프리미엄아울렛)|126.7852907|37.5966958
필라|현대중동I점|INTIMO|store1550|032-623-1417|경기도 부천시 원미구 길주로 172|126.7661814|37.5035483
필라|화정(E)점|INTIMO|store1292|031-979-0339|경기도 고양시 덕양구 백양로 79 이마트 B1층 976|126.83341337395242|37.63267007320987
필라|AK수원점|INTIMO|store1553|031-240-2103|경기도 수원시 팔달구 덕영대로 924 (매산로1가, AK플라자)|127.0002404|37.2656796
필라|현대중동점|KIDS|store1506|032-623-2681|경기도 부천시 원미구 중동 1164, 1165-1,2번지 현대백화점 6층|126.7621692|37.504294
필라|갤러리아수원점|KIDS|store1059|031-226-6621|경기 수원시 팔달구 인계동 갤러리아 백화점 7층|127.03226820274972|37.260988761812385
