##NAME|SUBNAME|TELNUM|NEWADDR|OT|TYPE|XCOORD|YCOORD
코오롱스포츠|아이파크/용산점|02-2012-4640|서울 용산구 한강로3가40-999|10:00:00-20:30:00|백화점|126.96526507|37.52868251
코오롱스포츠|신세계/강남점|02-3479-6245|서울 서초구 신반포로 176 (반포동, 센트럴시티빌딩)신세계강남점 5|10:00:00-20:30:00|백화점|127.00442592|37.50499904
코오롱스포츠|서울응암점|023890396|서울특별시 은평구 응암동 110 - 9 메트로럭스 108호 코오롱스포츠|10:00:00-20:30:00|특약점|126.91905592|37.5996112
코오롱스포츠|W몰/가산점|02-2081-0525|서울 금천구 디지털로 188 (가산동)W몰 5층 코오롱스포츠|10:00:00-20:30:00|쇼핑몰|126.887616|37.477366
코오롱스포츠|롯데/노원점|02-950-2642|서울 노원구 상계2동|10:00:00-20:30:00|백화점|127.06109354|37.65514246
코오롱스포츠|신세계/본점|02-310-1549|서울시 중구 소공동|10:00:00-20:30:00|백화점|126.98107678|37.56043005
코오롱스포츠|신세계/영등포점|02-2639-1984|서울 영등포구 영중로 9 신세계백화점 B관 4F|10:00:00-20:30:00|백화점|126.90584927|37.51717786
코오롱스포츠|서울화곡점|02-2695-8278|서울시 양천구 신월5동59-1|10:00:00-20:30:00|특약점|126.82992166|37.53917351
코오롱스포츠|현대/무역점|02-563-6403|서울시 강남구 삼성동159-7 (8층)|10:00:00-20:30:00|백화점|127.05974628|37.50850583
코오롱스포츠|롯데/잠실점|02-2143-7600|서울 송파구 잠실동40-1|10:00:00-20:30:00|백화점|127.09935012|37.51213771
코오롱스포츠|롯데/미아점|02-944-2330|서울특별시 강북구도봉로 62 (미아4동 70-6)|10:00:00-20:30:00|백화점|127.030453|37.61392159
코오롱스포츠|롯데/스타시티점|02-2218-3711|서울특별시 광진구능동로 92 (자양동 227-342)|10:00:00-20:30:00|백화점|127.07082688|37.53912647
코오롱스포츠|NC/강서점|02-2667-9717|서울특별시 강서구 강서로56길17 NC백화점 5층 (등촌동 689)|10:00:00-20:30:00|백화점|126.84054665|37.56000265
코오롱스포츠|현대/판교점|031-5170-1755|경기 성남시 분당구 판교역로146번길 8 (백현동)현대백화점 7층 코오롱스포츠|10:00:00-20:30:00|백화점|127.11160982|37.3926208
코오롱스포츠|세이브프라자/봉담점|0312988546|경기 화성시 봉담읍삼천병마로 1093-8|10:00:00-20:30:00|직영점||
코오롱스포츠|하남검단산점|031-794-5942|경기도 하남시 창우동 284-5.|10:00:00-20:30:00|특약점|127.2280966|37.5345883
코오롱스포츠|안성중앙로점|031-677-9992|경기 안성시 동본동중앙로 402|10:00:00-20:30:00|특약점|127.27154335|37.00695158
코오롱스포츠|롯데/안산점|031-410-7940|경기 안산시 단원구 고잔1길 12 롯데백화점 안산점 4F|10:00:00-20:30:00|백화점|126.83453813|37.31804609
코오롱스포츠|롯데/프리미엄아울렛/기흥점|031-8036-3150|경기도 용인시 기흥구 고매동 279 - 13||쇼핑몰||
코오롱스포츠|스타필드/고양점|031-5173-3080|경기도 고양시 덕양구 고양대로1954번길 40 (동산동)||쇼핑몰|126.895785|37.646313
코오롱스포츠|신세계사이먼/시흥점|03180723360|경기도 시흥시 서해안로 699 시흥 프리미엄 아울렛 2층 코오롱스포츠||쇼핑몰|126.736224|37.379645
코오롱스포츠|오산중앙점|031-374-9977|경기 오산시 원동성호대로 92 (1층, 원동)|10:00:00-20:30:00|특약점|127.07158584|37.14862846
코오롱스포츠|여주375점|031-882-5126|경기 여주군 여주읍 상거리375-24번지|10:00:00-20:30:00|특약점|127.6159819|37.2415618
코오롱스포츠|갤러리아/수원점|031-237-4922|경기 수원시 팔달구효원로282(인계동)|10:00:00-20:30:00|백화점|127.03226538|37.26090601
코오롱스포츠|LF/양주점|031-863-1181|경기도 양주시 평화로1593번지 V-PLUS (회정동)|10:00:00-20:30:00|쇼핑몰|127.05232686|37.83135336
코오롱스포츠|AK/평택점|031-646-6545|경기도 평택시평택로 51|10:00:00-20:30:00|백화점|127.08566686|36.99159052
코오롱스포츠|세이브프라자/망포점||경기 수원시 영통구 망포동195 B107,107-3 골든스퀘어지하1층|10:00:00-20:30:00|직영점||
코오롱스포츠|용인기흥/상설점||경기 용인시 기흥구 용구대로 1894 (보라동)387-15|10:00:00-20:30:00|특약점||
코오롱스포츠|롯데아울렛/광명점|0262262412|경기도 광명시 일직로 17 롯데프리미엄아울렛 광명점 4층 코오롱스포츠|10:00:00-20:30:00|쇼핑몰|126.8843778|37.423173
코오롱스포츠|세이브프라자/안양점|0314232181|경기 안양시 동안구 관양동1451|10:00:00-20:30:00|직영점|126.962769|37.403565
코오롱스포츠|용인시청점|031-334-3939|경기 용인시 처인구 중부대로 1099-1|10:00:00-20:30:00|특약점|127.168869|37.242429
코오롱스포츠|모다/곤지암점|031-769-2233|경기 광주시 초월읍 산이리77-6 모다아울렛 곤지암점 1F|10:00:00-20:30:00|쇼핑몰|127.312528|37.363277
코오롱스포츠|남양주삼패/상설점|0315777829|경기도 남양주시 고산로220 작은고추몰 (삼패동 404-1)|10:00:00-20:30:00|특약점|127.19070902|37.59388297
코오롱스포츠|세이브프라자/기흥점|0312864594|경기 용인시 기흥 공세 333-10|10:00:00-20:30:00|직영점|127.103873|37.239458
코오롱스포츠|덕평/상설(KS/ED/JN/HD)점|031-645-0042|경기 이천시 마장면 각평리 319|10:00:00-20:30:00|쇼핑몰|127.388804|37.241063
코오롱스포츠|부천남부점|032-668-2326|경기 부천시 소사구 심곡본동542-10번지|10:00:00-20:30:00|특약점|129.42823552|35.50002778
코오롱스포츠|롯데아울렛/파주점|0319602793|경기도 파주시 문발동 회동길 390 (문발동 211-8) 롯데프리미엄아울렛 파주점 B block 2층 코오롱스포츠|10:00:00-20:30:00|쇼핑몰|126.69374403|37.71780274
코오롱스포츠|롯데/수원점|031-8066-0573|경기도 수원시 권선구 세화로 124 (서둔동)롯데백화점 5층 코오롱스포츠|10:00:00-20:30:00|백화점|126.997754|37.265638
코오롱스포츠|양평중앙점|031-775-2121|경기 양평군 양평읍양근로 204|10:00:00-20:30:00|특약점|127.4915056|37.48897981
코오롱스포츠|신세계/의정부점|031-8082-0656|경기 의정부시 의정부동평화로 525 (7층)|10:00:00-20:30:00|백화점|127.04622861|37.73752359
코오롱스포츠|롯데/일산점|031-909-3693|경기도 고양시 일산동구중앙로 1283(장항동 784)|10:00:00-20:30:00|백화점|126.77203866|37.6604951
코오롱스포츠|롯데/평촌점|031-8086-9479|경기 안양시 동안구 호계동시민대로 180|10:00:00-20:30:00|백화점|126.9505732|37.39028553
코오롱스포츠|현대/중동점|032-623-2679|경기도 부천시 원미구 중동길주로 180|10:00:00-20:30:00|백화점|126.76216741|37.5042088
코오롱스포츠|엔터식스/동탄점|031-371-5777|경기도 화성시 동탄중앙로220 메타폴리스 A블럭 1층 (반송동 96)|10:00:00-20:30:00|백화점|127.06930089|37.20483652
코오롱스포츠|김포장기점|031-997-0053|경기도 김포시 김포대로1473번길 8 (장기동.|10:00:00-20:30:00|특약점|126.66842767|37.65518459
코오롱스포츠|구리수택점|031-568-2335|경기 구리시 수택동562-1 1층 11,12호|10:00:00-20:30:00|특약점|127.1461254|37.60286619
코오롱스포츠|평택장당점|031-611-0284|경기도 평택시 경기대로 977|10:00:00-20:30:00|특약점|127.068991|37.037258
코오롱스포츠|롯데아울렛/광교점|03180642219|경기 수원시 영통구 이의동 1338 롯데아울렛 2층 코오롱스포츠|10:00:00-20:30:00|쇼핑몰|126.8099678|36.9414054
코오롱스포츠|화성봉담/상설점|0312279504|경기도 화성시 봉담읍 삼천병마로1013 (왕림리 103)|10:00:00-20:30:00|특약점|126.93971653|37.19819305
코오롱스포츠|평택뉴코아/상설점|070-4905-9501|경기 평택시 경기대로 279 뉴코아아울렛 평촌점 5F|10:00:00-20:30:00|특약점|127.112462|36.995797
코오롱스포츠|AK/수원점|031-240-1492|경기 수원시 팔달구 매산로덕영대로 924|10:00:00-20:30:00|백화점|127.0006287|37.26588372
코오롱스포츠|조이코오롱/과천점|02-3677-5299|경기도 과천시 코오롱로 11|00:10:00-00:19:00|직영점|126.990394|37.425652
코오롱스포츠|신세계사이먼/파주점|03180717183|경기도 파주시 탄현면 필승로 200 121호 코오롱스포츠|10:00:00-20:30:00|쇼핑몰|126.69637861|37.76950246
코오롱스포츠|현대아울렛/김포점||경기 김포시 고촌읍 아라육로152번길 210-34100|10:00:00-20:30:00|쇼핑몰|126.785901|37.599176
코오롱스포츠|신세계/경기점|031-695-1886|경기 용인시 수지구 포은대로 536 (죽전동, (주)신세계백화점6층 코오롱스포츠|10:00:00-20:30:00|백화점|127.10803393|37.32510195
코오롱스포츠|롯데/중동점|032-320-7532|경기 부천시 원미구 중동길주로 300|10:00:00-20:30:00|백화점|126.77517837|37.50253337
코오롱스포츠|롯데/분당점|031-738-2546|경기 성남시 분당구 수내동14|10:00:00-20:30:00|백화점|127.11435039|37.37820228
코오롱스포츠|신세계/하남점|031-8072-1932|경기 하남시 미사대로 750 신세계백화점 하남점 3F||백화점|127.222119|37.545918
코오롱스포츠|현대/킨텍스점|031-822-3681|경기 고양시 일산서구호수로 817|10:00:00-20:30:00|백화점|126.75174419|37.6642776
코오롱스포츠|스타필드/하남점|031-8072-8461|경기 하남시 미사대로 750 신세계 스타필드 하남점 3F||쇼핑몰|127.223487|37.545786
코오롱스포츠|안양만안점|0314485600|경기 안양시 만안구 안양동 674-296 코오롱스포츠|10:00:00-20:30:00|특약점|126.92093807|37.3998206
코오롱스포츠|롯데/구리점|031-550-7595|경기 구리시 인창동경춘로 261|10:00:00-20:30:00|백화점|127.08191727|37.50822707
코오롱스포츠|AK/분당점|031-704-4650|경기 성남시 분당구 서현동263 4층|10:00:00-20:30:00|백화점|127.12358766|37.38475611
코오롱스포츠|인천부평아이즈빌점|032-521-4725|인천 부평구 청천동마장로 489 아이즈빌아울렛 3-1302|10:00:00-20:30:00|특약점|126.70362838|37.52188184
코오롱스포츠|롯데백화점/인천터미널점|032-242-2453|인천광역시 남구 연남로 35 (관교동)||백화점||
코오롱스포츠|인천구월점|032-437-7222|인천 남구 주안동 1563-5.|10:00:00-20:30:00|특약점|126.69191834|37.45028839
코오롱스포츠|현대아울렛/송도점|0327272477|인천광역시 연수구 송도동 국제대로 123 현대프리미엄 아울렛 송도점 B1층 코오롱스포츠|10:00:00-20:30:00|쇼핑몰|126.657164|37.381515
코오롱스포츠|모다/인천점|032-288-7736|인천 서구 원창동381-69번지 모다아울렛 인천점 1F|10:00:00-20:30:00|쇼핑몰|126.647832|37.511418
코오롱스포츠|롯데/부평점|032-452-2552|인천 부평구 부평동부평문화로 35|10:00:00-20:30:00|백화점|126.71976551|37.49348353
코오롱스포츠|신세계/인천점|032-430-1866|서울시 중구 소공동63|10:00:00-20:30:00|백화점|126.70116681|37.44250956
코오롱스포츠|인천신포점|032-772-9663|인천 중구 내동개항로 44|10:00:00-20:30:00|특약점|126.62753738|37.47195228
코오롱스포츠|인천계양점|032-542-3288|인천 계양구 계산동경명대로 1075|10:00:00-20:30:00|특약점|126.7264146|37.5436949
코오롱스포츠|대구시지점|053-794-7900|대구 수성구 달구벌대로 3173||특약점|128.704258|35.841597
코오롱스포츠|대구칠곡점|053-253-6678|대구 북구 태전동칠곡중앙대로 384-1|10:00:00-20:30:00|특약점|128.5483029|35.9299756
코오롱스포츠|대구수성점|053-743-7193|대구 수성구 만촌동|10:30:00-21:30:00|특약점|128.64154578|35.85857193
코오롱스포츠|대구달성점|053-617-6678|대구 달성군 논공읍 비슬로 1840||특약점|128.425727|35.776567
코오롱스포츠|대구동성로점|053-423-7747|대구 중구 동성로1가 10-3.|10:00:00-20:30:00|특약점|128.59584747|35.87215632
코오롱스포츠|롯데/대구점|053-660-3536|대구 북구 칠성동2가302-155|10:00:00-20:30:00|백화점|128.59547636|35.87551708
코오롱스포츠|대구동구점|053-964-9900|대구 동구 신서동695 1충 103.|10:00:00-20:30:00|특약점|128.72605183|35.86922195
코오롱스포츠|대구서부점|053-628-3585|대구 달서구 송현동 194-1.|10:00:00-20:30:00|특약점|128.55632779|35.83529491
코오롱스포츠|롯데/이시아점|053-945-2557|대구 동구 봉무동1545|10:00:00-20:30:00|쇼핑몰|128.64344772|35.92625308
코오롱스포츠|동아/수성점|053-781-7194|대구광역시 수성구 지범로191 동아백화점 5층 (범물동 1273)|10:00:00-20:30:00|백화점|128.62353698|35.84028548
코오롱스포츠|신세계/대구점|053-661-6546|대구 동구 동부로 149 신세계백화점 대구점 6F||백화점|128.628562|35.877841
코오롱스포츠|롯데/상인점|053-258-3562|대구 달서구 상인1동1502 (4층)|10:00:00-20:30:00|백화점|128.53928605|35.81905199
코오롱스포츠|현대/대구점|053-422-1193|대구 중구 계산동|10:00:00-20:30:00|백화점|128.59057911|35.86670036
코오롱스포츠|동아/쇼핑점|053-251-4007|대구 중구 덕산동 동아쇼핑센타건물53 3외 1필지|10:00:00-20:30:00|백화점|128.59178157|35.86615458
코오롱스포츠|대백/프라자점|053-427-6650|대구 중구 대봉동명덕로 333|10:00:00-20:30:00|백화점|128.60632626|35.85593328
코오롱스포츠|대구광장점|053-527-8033|대구 서구 내당동468-11번지 수연빌딩 1층|10:00:00-20:30:00|특약점|128.5560063|35.8576742
코오롱스포츠|대구팔공산점|053-651-8080|대구 동구 봉무동 1520.|10:00:00-20:30:00|특약점|128.64340416|35.92628972
코오롱스포츠|대구성서점|053-592-8848|대구 달서구 호산동달서대로 471|10:00:00-20:30:00|특약점|128.49156599|35.83673184
코오롱스포츠|롯데/율하점|053-960-2753|대구 동구 율하동1117|10:00:00-20:30:00|쇼핑몰|128.6933819|35.86852955
코오롱스포츠|신세계사이먼/부산점|051-940-1333|부산 기장군 장안읍정관로 1133 (138호)|10:00:00-20:30:00|쇼핑몰|129.23496613|35.3238425
코오롱스포츠|롯데/센텀시티점|051-730-3588|부산 해운대구 우동1496|10:00:00-20:30:00|백화점|129.13135971|35.16950055
코오롱스포츠|롯데/부산점|051-810-3555|부산 부산진구 가야대로 772 (부전동)롯데백화점5층|10:00:00-20:30:00|백화점|129.05615833|35.15694011
코오롱스포츠|롯데아울렛/동부산점|051-901-2629|부산 기장군 기장읍당사리 64|10:00:00-20:30:00|쇼핑몰|129.2123033|35.1924892
코오롱스포츠|롯데/광복점|051-678-3742|부산 중구 중앙동7가201-1|10:00:00-20:30:00|백화점|129.03636788|35.09805681
코오롱스포츠|부산남포점|051-257-2128|부산광역시 중구 구덕로 32 (남포동2가 36-18)|10:00:00-20:30:00|특약점|129.03138433|35.09783758
코오롱스포츠|부산하단점|0512041001|부산광역시 사하구 당리동 313-25 코오롱스포츠|10:00:00-20:30:00|특약점|128.97194499|35.10443571
코오롱스포츠|현대/부산점|051-667-0682|부산 동구 범일동|10:00:00-20:30:00|백화점|129.05853308|35.14125928
코오롱스포츠|롯데/동래점|051-668-4545|부산 동래 은천동502-3|10:00:00-20:30:00|백화점|129.07748926|35.21129423
코오롱스포츠|부산덕천점|051-361-0003|부산광역시 북구 덕천동396-8|10:00:00-20:30:00|특약점|129.00521606|35.21087941
코오롱스포츠|부산범일점|051-642-6000|부산 부산진구 범일로 168 (범천동)1F 코오롱스포츠 부산범일점|10:00:00-20:30:00|특약점|129.0575585|35.143986
코오롱스포츠|신세계/센텀시티점|051-745-2592|서울시 중구 소공동63|10:00:00-20:30:00|백화점|129.12953531|35.16878715
코오롱스포츠|세이브프라자/해운대점|0517039866|부산 해운대구 좌동1478-2|10:00:00-20:30:00|직영점|129.177039|35.168873
코오롱스포츠|울산진장점|052-283-4545|울산 북구 진장동염포로 172번지|10:00:00-20:30:00|특약점|129.35764515|35.5611701
코오롱스포츠|울산무거점|052-222-0120|울산 울주군 범서읍굴화리 384-2번지|10:00:00-20:30:00|특약점|129.258651|35.558172
코오롱스포츠|현대/울산점|052-228-0662|울산 남구 삼산동|10:00:00-20:30:00|백화점|129.33581171|35.53960651
코오롱스포츠|롯데/울산점|052-960-4714|울산 남구 삼산동1480-1|10:00:00-20:30:00|백화점|129.33878139|35.53876325
코오롱스포츠|울산중구점|052-294-5338|울산중구 반구동62-1번지|10:00:00-20:30:00|특약점|129.33526|35.56331846
코오롱스포츠|울산동구점|052-233-6686|울산광역시 동구 화정동 655-21|10:00:00-20:30:00|특약점|129.426634|35.492244
코오롱스포츠|현대/울산동구점|052-250-4474|울산광역시 동구 서부동105(방어진 순환도로 899)|10:00:00-20:30:00|백화점|129.4318003|35.5215064
코오롱스포츠|울산달동점|052-271-8737|울산시 남구 달동115-1번지|10:00:00-20:30:00|특약점|129.323367|35.536349
코오롱스포츠|롯데/수완점|062-616-2200|광주 광산구 장덕동장신로 98|10:00:00-20:30:00|쇼핑몰|126.82105999|35.19033809
코오롱스포츠|광주금남로점|062-223-3077|광주 동구 금남로 4가 26-1번지.|10:00:00-20:30:00|특약점|126.91566528|35.15065294
코오롱스포츠|롯데/광주월드컵점|062-606-2935|광주 서구 풍암동423-2|10:00:00-20:30:00|쇼핑몰|126.87671141|35.13281912
코오롱스포츠|롯데/광주점|062-221-1672|광주광역시 동구 대인동7-1|10:00:00-20:30:00|백화점|126.91207876|35.15474611
코오롱스포츠|NC백화점/광주점|062-510-7644|광주 북구 신안동경열로 249|10:00:00-20:30:00|백화점|126.90710581|35.1615746
코오롱스포츠|광주첨단점|062-971-5331|광주광역시 광산구 임방울대로 805|10:00:00-20:30:00|특약점|126.8465396|35.2181904
코오롱스포츠|광주송하점|0626739114|광주 남구 송하동 181-2번지 송하아울렛 108호 코오롱스포츠||특약점|126.8905454|35.1137562
코오롱스포츠|신세계/광주점|062-360-1823|광주 서구 광천동 49-1무진대로 932|10:00:00-20:30:00|백화점|126.85261352|35.56650582
코오롱스포츠|패션아일랜드점|042-286-7354|대전 동구 가오동557|10:00:00-20:30:00|백화점|127.45789972|36.30689865
코오롱스포츠|대전유성점|0428252821|대전 유성구 장대동 유성대로 781 코오롱스포츠|10:00:00-20:30:00|특약점|127.335453|36.362428
코오롱스포츠|세이/대전점|042-256-8926|대전광역시 중구 계백로1700 세이백화점 본관 4층 (문화동 1-16)|10:00:00-20:30:00|백화점|127.40904804|36.3205296
코오롱스포츠|롯데/대전점|042-601-2632|대전 서구 괴정동423-1|10:00:00-20:30:00|백화점|127.38964193|36.34063985
코오롱스포츠|갤러리아/타임월드점|042-483-5450|대전 서구대덕대로 211(둔산동)|10:00:00-20:30:00|백화점|127.37856817|36.35230039
코오롱스포츠|세이/관저점|042-545-8926|대전광역시 유성구 대정로2 (대정동 315-1)|10:00:00-20:30:00|백화점|127.32021435|36.31226357
코오롱스포츠|신세계/대전점|042-615-1421|대전 동구 동서대로 1689 (용전동)신세계스타일마켓 2층|10:00:00-20:30:00|쇼핑몰|127.43684261|36.35035196
코오롱스포츠|상주중앙점|054-535-6803|경상북도 상주시 중앙로 190 (남성동)||특약점||
코오롱스포츠|경주중앙로점|0547753668|경상북도 경주시 노동동 136 - 3 코오롱스포츠|2017-10-10 10:00:00-20:30:00|특약점|129.212434|35.843498
코오롱스포츠|안동천리점|054-855-1800|경북 안동시 천리동경동로 640|10:00:00-20:30:00|특약점|128.72796445|36.56299973
코오롱스포츠|롯데/포항점|054-230-1547|경북 포항시 북구 학산동127-9 (6층)|10:00:00-20:30:00|백화점|128.65274599|35.24031774
코오롱스포츠|영주중앙로점|054-631-3019|경북 영주시 영주동582|10:00:00-20:30:00|특약점|128.62468265|36.82291823
코오롱스포츠|영천완산점|054-334-8018|경북 영천시 완산동1071-4|10:00:00-20:30:00|특약점|128.9357574|35.9635462
코오롱스포츠|경산중방점|053-811-1171|경북 경산시 중방동862-7|10:00:00-20:30:00|특약점|128.7346441|35.83245872
코오롱스포츠|조이코오롱/구미우정관점|054-462-7622|경북 구미시 공단동212|10:00:00-20:30:00|직영점|128.368584|36.10762
코오롱스포츠|포항오광장점|054-241-9696|경북 포항시 남구 상도동18-2|10:00:00-20:30:00|특약점|129.35953264|36.01797116
코오롱스포츠|김천신음점|054-431-1000|경북 김천시 신음동998-12|10:00:00-20:30:00|특약점|128.11669151|36.1331153
코오롱스포츠|문경모전점|054-555-7100|경북 문경시 모전동862|10:00:00-20:30:00|특약점|128.1896751|36.58574419
코오롱스포츠|포항영일대점|054-247-2442|경북 포항시 북구 두호동1035-6|10:00:00-20:30:00|특약점|129.3783087|36.0595607
코오롱스포츠|구미원평점|054-452-4200|경북 구미시 원평동1008-53|10:00:00-20:30:00|특약점|128.33208671|36.12841858
코오롱스포츠|창원시티세븐점|0556005603|경상남도 창원시 의창구 대원동 121 - 0 더 시티세븐 E/203 코오롱스포츠||특약점||
코오롱스포츠|신세계/김해점|055-272-1852|경남 김해시 김해대로 2232 신세계백화점 김해점 3F||백화점|128.872522|35.22909
코오롱스포츠|신세계/마산점|055-240-1506|경남 창원시 마산합포구 합포로 251 (산호동, 신세계백화점)|10:00:00-20:30:00|백화점|128.58659578|35.21961613
코오롱스포츠|마산무학점|055-242-3236|경남 창원시 마산합포구 중성동69-2번지|10:00:00-20:30:00|특약점|128.575992|35.208797
코오롱스포츠|롯데아울렛/김해점|055-900-2525|경남 김해시 장유면 신문리김해관광유통단지 1B4L|10:00:00-20:30:00|쇼핑몰|128.82764112|35.1852287
코오롱스포츠|진주상대점|055-755-6452|경상남도 진주시 동진로 123-1|10:00:00-20:30:00|특약점|128.104735|35.179596
코오롱스포츠|진해석동점|0555457707|경남 창원시 진해구 이동 462-3 일루스빌 101호 코오롱스포츠|10:00:00-20:30:00|특약점|128.698098|35.156084
코오롱스포츠|사천동금점|055-835-0011|경남 사천시 동금동141-8|10:00:00-20:30:00|특약점|128.07636798|34.93346396
코오롱스포츠|롯데/창원점|055-279-3416|경남 창원시 상남동79 (4층)|10:00:00-20:30:00|백화점|128.68168239|35.22465647
코오롱스포츠|김해서상점|055-335-1473|경남 김해시 가락로 71|10:00:00-20:30:00|특약점|128.881495|35.233139
코오롱스포츠|양산서창점|055-362-8671|경남 양산시 삼호동 1005-9||특약점|129.1676427|35.4143699
코오롱스포츠|양산중부점|055-364-8770|경남 양산시 동면 석산리 964|10:00:00-20:30:00|특약점|129.035159|35.339677
코오롱스포츠|마산합성점|055-253-5663|경남 창원시 마산회원구 합성동3.15대로 803번|10:00:00-20:30:00|특약점|128.585695|35.243271
코오롱스포츠|김해진영점|055-342-0901|경남 김해시 진영읍진산대로 153|10:00:00-20:30:00|특약점|128.72552667|35.31896648
코오롱스포츠|갤러리아/진주점|055-791-1455|경남 진주시 평안동195 (4층)|10:00:00-20:30:00|백화점|129.21300284|35.84348129
코오롱스포츠|김제요촌점|063-546-2525|전라북도 김제시 동서로 238-1 (요촌동)||특약점|126.893383|35.803095
코오롱스포츠|전주신도시점|063-282-0033|전북 전주시 완산구 효자동 3가 1648-6번지.|10:00:00-20:30:00|특약점|127.10404721|35.82129124
코오롱스포츠|전주인후점|063-243-5995|전북 전주시 덕진구 인후동1가견훤로 289|10:00:00-20:30:00|특약점|127.15886528|35.83035113
코오롱스포츠|롯데/전주점|063-289-3461|전북 전주시 완산구 서신동971 (4층)|10:00:00-20:30:00|백화점|127.12188515|35.83440651
코오롱스포츠|정읍수성점|063-532-0707|전북 정읍시 수성동중앙로 130|10:00:00-20:30:00|특약점|126.852611|35.566548
코오롱스포츠|남원쌍교점|063-632-4754|전북 남원시 하정동 89번지.|10:00:00-20:30:00|특약점|127.38609951|35.40928861
코오롱스포츠|익산모현점|0638516800|전라북도 익산시 선화로3길 16-3 (모현동1가)  코오롱스포츠 익산모현점|10:00:00-20:30:00|특약점|126.9396779|35.9504955
코오롱스포츠|전주평화점|063-224-3233|전북 전주시 완산구 평화동2가장승배기로 150-1|10:00:00-20:30:00|특약점|127.12956324|35.79456002
코오롱스포츠|전주중앙점|063-282-2828|전북 전주시 완산구 중앙동 1가 11번지.|10:00:00-20:30:00|특약점|127.14263976|35.81709789
코오롱스포츠|익산영등점|063-855-0122|전북 익산시 영등동무왕로1092|10:00:00-20:30:00|특약점|126.97800329|35.95828555
코오롱스포츠|전주송천직영점|063-271-2706|전북 전주시 덕진구 송천동 2가 404-2|10:00:00-20:30:00|직영점|127.118424|35.869142
코오롱스포츠|롯데/남악점||전남 무안군 삼향읍 남악로162번길 80 롯데아울렛 남악점 2F||쇼핑몰|126.465464|34.803466
코오롱스포츠|LF/광양점|061-815-4955|전남 광양시 광양읍 순광로 466 LF스퀘어 광양점 3F||특약점|127.566553|34.96313
코오롱스포츠|여수학동점|0616917318|전라남도 여수시 망마로 53 (신기동) 망마로 53 코오롱스포츠||특약점|127.668697|34.759316
코오롱스포츠|여수교동점|061-662-7319|전남 여수시 중앙동 541번지.|10:00:00-20:30:00|특약점|127.73458882|34.7411037
코오롱스포츠|순천연향점|0617253911|전라남도 순천시 연향번영길 102 (연향동) 연향번영길 102 코오롱스포츠|10:00:00-20:30:00|특약점|127.51828237|34.9511308
코오롱스포츠|나주빛가람점|061-333-1331|전남 나주시 상야1길 7|10:00:00-20:30:00|특약점|126.71854963|35.03525889
코오롱스포츠|순천중앙점|061-753-3911|전남 순천시 남내동 74번지.|10:00:00-20:30:00|특약점|126.66552107|36.60142185
코오롱스포츠|광양중동점|061-792-3911|전남 광양시 중동중마중앙로 56|10:00:00-20:30:00|특약점|127.69850951|34.93508377
코오롱스포츠|해남수성점|061-532-8001|전남 해남군 해남읍중앙1로 118|10:00:00-20:30:00|특약점|126.60091848|34.5717885
코오롱스포츠|목포하당점|061-284-8848|전남 목포시 옥암로 95 포르모 3111~3112호|10:00:00-20:30:00|특약점|126.425993|34.807645
