##NAME|SUBNAME|TELNUM|ADDR|NEWADDR|ID|TYPE|XCOORD|YCOORD@@라푸마
라푸마|창원신월라푸마점|055-274-1274|경남 창원시 의창구 신월동 3-4|경남 창원시 의창구 상남로 252|4054|일반가두매장|128.6915614|35.2334602
라푸마|진주도동라푸마점|055-756-2220|경남 진주시 상대동 291-9|경남 진주시 동진로 129|3277|일반가두매장|128.1053644|35.1796596
라푸마|양산라푸마점|055-366-7844|경남 양산시 중부동 605-1|경남 양산시 서일동1길 26-1|2174|일반가두매장|129.0347304|35.3404991
라푸마|마산내서라푸마점|055-232-3430|경상남도 창원시 마산회원구 내서읍 삼계리 24-10|경남 창원시 마산회원구 내서읍 경남대로 943|3648|일반가두매장|128.5040781|35.2342873
라푸마|김해진영라푸마점|055-342-8829|경남 김해시 진영읍 진영리 674-25|경남 김해시 진영읍 진산대로 254|4561|일반가두매장|128.7175064|35.3249911
라푸마|포항육거리라푸마점|054-256-2255|경북 포항시 북구 신흥동 811-3|경북 포항시 북구 중앙상가길 61-1|3439|일반가두매장|129.3658548|36.0402136
라푸마|구미봉곡라푸마점|054-451-3900|경북 구미시 선기동 413-1|경북 구미시 송선로 388|3790|일반가두매장|128.3109284|36.1374805
라푸마|경북청도라푸마점|054-373-0188|경북 청도군 화양읍 범곡리 470-3|경북 청도군 화양읍 청화로 13|4116|일반가두매장|128.7290864|35.6494903
라푸마|경북영주라푸마점|054-632-7999|경북 영주시 영주동 531-4|경북 영주시 구성로 357|3960|일반가두매장|128.6225108|36.8234432
라푸마|경북안동라푸마점|054-854-2345|경북 안동시 남문동 148-1|경북 안동시 대안로 151-1|4031|일반가두매장|128.7295317|36.5646916
라푸마|광주흑석라푸마점|062-954-6622|광주 광산구 산정동 1134|광주 광산구 사암로 377|3654|일반가두매장|126.8076014|35.1781299
라푸마|광주용봉라푸마점|062-511-9090|광주 북구 용봉동 1369-4|광주 북구 설죽로 235|1183|일반가두매장|126.8979716|35.1806257
라푸마|광주무등산 라푸마점|062-236-1187|광주 동구 운림동 965|광주 동구 증심사길30번길 17|793148|일반가두매장|126.9571495|35.1334633
라푸마|롯데상인점|053-258-3329|대구광역시 달서구 상인동 1502번지 롯데백화점 상인점|대구광역시 달서구 월배로 232, 롯데백화점 상인점|117|백화점|128.5392731|35.8189359
라푸마|롯데 봉무 라푸마점|053-945-2626|대구광역시 동구 봉무동 1545 이시아폴리스 라이프스타일 센터|대구광역시 동구 팔공로49길 16|3293|백화점|128.6373545|35.9215563
라푸마|동대구아울렛점|053-962-6200|대구 동구 용계동 702-4|대구광역시 동구 동촌로 451|2535|상설할인매장|128.6882115|35.8748189
라푸마|대백프라자점|053-426-1234|대구광역시 중구 대봉동 214번지 대구백화점 프라자점|대구광역시 중구 명덕로 333, 대구백화점 프라자점|120|백화점|128.6064084|35.855939
라푸마|대구팔공산라푸마점|053-984-2929|대구 동구 봉무동 1520-3|대구 동구 팔공로 318|4525|일반가두매장|128.6418813|35.9272437
라푸마|대구이현아울렛점|053-563-8728|대구 서구 이현동 42-363|대구광역시 서구 와룡로 469|2474|상설할인매장|128.5385258|35.8746265
라푸마|대구성서라푸마점|053-583-0707|대구 달서구 호림동 20|대구 달서구 달서대로 435|557|일반가두매장|128.4912476|35.8381783
라푸마|대전중리라푸마점|042-626-5767|대전 동구 용전동 25-7|대전 동구 계족로521번길 2|3093|일반가두매장|127.4322175|36.3585432
라푸마|대전모다라푸마점|042-541-8222|대전 유성구 대정동 303-2|대전 유성구 대정로 5|4189|일반가두매장|127.3195527|36.3129227
라푸마|대전둔산라푸마점|042-482-4821|대전 서구 둔산동 1424|대전 서구 둔산남로 87|2195|일반가두매장|127.3874233|36.34931
라푸마|갤러리아타임월드점|042-483-5510|대전광역시 서구 둔산2동 1036번지 갤러리아 타임월드|대전광역시 서구 대덕대로 211, 갤러리아 타임월드|124|백화점|127.3785442|36.3523435
라푸마|현대부산점|051-667-2233|부산광역시 동구 범일동 62-5 현대백화점 부산점|부산광역시 동구 범일로 125, 현대백화점 부산점|128|백화점|129.0585907|35.1412422
라푸마|신세계 센텀점 질스튜어트뉴욕점|051-745-2778|부산광역시 해운대구 우동 1495번지 신세계센텀시티점|부산광역시 해운대구 센텀남대로 35, 신세계센텀시티점|1529|백화점||
라푸마|부산덕천라푸마점|051-342-2988|부산 북구 덕천동 590-2|부산 북구 금곡대로 133|3647|일반가두매장|129.0077722|35.2209857
라푸마|롯데부산점|051-810-2500|부산광역시 부산진구 부전동 503-15번지 롯데백화점 부산점|부산광역시 부산진구 가야대로 772, 롯데백화점 부산점|130|백화점|129.0559998|35.1566834
라푸마|롯데동부산라푸마점|051-901-2578|부산광역시 기장군 기장읍 당사리 64|부산광역시 기장군 기장해안로 147|3411|할인점입점|129.2128161|35.1922582
라푸마|롯데광복점|051-678-2500|부산광역시 중구 중앙동 7가 20-1번지, 롯데백화점 광복점|부산광역시 중구 중앙대로 2, 롯데백화점 광복점|1876|백화점|129.0361498|35.0980068
라푸마|현대천호점|02-2225-7625|서울시 강동구 천호동 455-8 현대백화점 천호점|서울특별시 강동구 천호대로 1005, 현대백화점 천호점|134|백화점|127.1244536|37.53886
라푸마|현대미아점|02-2117-2233|서울시 성북구 길음동 20-1 현대백화점 미아점|서울특별시 성북구 동소문로 315, 현대백화점 미아점|141|백화점|127.0287635|37.6084004
라푸마|현대목동점|02-2163-1934|서울시 양천구 목동 916번지 현대백화점 목동점|서울특별시 양천구 목동동로 257, 현대백화점 목동점|144|백화점|126.8750276|37.5268545
라푸마|현대 무역점 질스튜어트뉴욕점|02-568-7778|서울시 강남구 삼성동 159-7 현대백화점 무역센터점|서울특별시 강남구 테헤란로 517, 현대백화점 무역센터점|132|백화점||
라푸마|트윈타워종합점|02-3773-5795|서울특별시 영등포구 여의도동 20|서울특별시 영등포구 여의대로 128|4201|종합가두매장|126.9292265|37.5278973
라푸마|청담종합점|02-517-8961|서울특별시 강남구 청담동 31-11 보담빌딩|서울특별시 강남구 삼성로 727|4200|종합가두매장|127.0490066|37.5204147
라푸마|청계산라푸마점|02-571-6798|서울특별시 서초구 원지동 376-10|서울특별시 서초구 원터2길 7|4368|일반가두매장|127.0560359|37.4439509
라푸마|신세계 강남점 질스튜어트뉴욕점|1588-1234|서울시 서초구 반포동 19-3 신세계백화점 강남점|서울특별시 서초구 신반포로 176, 신세계백화점 강남점|140|백화점||
라푸마|신내종합아울렛점|02-3422-5043|서울 중랑구 신내동 387-1|서울특별시 중랑구 용마산로 623|2504|상설할인매장||
라푸마|북한산라푸마점|02-356-1951|서울특별시 은평구 진관동 266-12|서울특별시 은평구 대서문길 49|4364|일반가두매장|126.9497883|37.6551863
라푸마|문정아울렛점|02-449-0764|서울 송파구 문정동 54-2번지|서울특별시 송파구 동남로 92|2473|상설할인매장|127.1217087|37.4888061
라푸마|롯데잠실점|02-2143-7568|서울특별시 송파구 잠실동 40-1 롯데월드|서울특별시 송파구 올림픽로 240|3296|백화점|127.0980427|37.5112793
라푸마|롯데영등포라푸마점|02-2164-6154|서울특별시 영등포구 영등포동 618-513 영등포 민자역사|서울특별시 영등포구 경인로 846|4117|백화점|126.9066163|37.5150506
라푸마|롯데본점|02-771-2500|서울 중구 소공동 1|서울 중구 을지로 30|149|백화점|126.9810115|37.5653618
라푸마|롯데미아점|02-944-2500|서울시 강북구 미아동 70-6번지 롯데백화점 미아점|서울특별시 강북구 도봉로 62, 롯데백화점 미아점|531|백화점|127.0305473|37.6142348
라푸마|도봉산라푸마점|02-956-3331|서울 도봉구 도봉동 411-1|서울특별시 도봉구 도봉산길 73|4365|일반가두매장|127.0371312|37.6861511
라푸마|구로W몰아울렛라푸마점|02-2081-0540|서울특별시 금천구 가산동 60-27 더블유몰|서울특별시 금천구 디지털로 188|4396|할인점입점|126.8876854|37.4773316
라푸마|GS타워종합점|02-2005-4591|서울특별시 강남구 역삼동 679 GS강남타워|서울특별시 강남구 논현로 508|4202|종합가두매장|127.0368166|37.5020992
라푸마|AK구로점|02-818-1000|서울시 구로구 구로동 573번지 AK백화점 구로점|서울특별시 구로구 구로중앙로 152, AK백화점 구로점|136|백화점|126.8827487|37.5012666
라푸마|롯데울산점|053-960-4866|울산광역시 남구 삼산동 1480-1번지 롯데백화점 울산점|울산광역시 남구 삼산로 288|151|백화점|129.3383658|35.5383635
라푸마|인천작전아울렛점|032-541-2002|인천 계양구 작전동 854-2|인천광역시 계양구 계양대로 114|2521|상설할인매장|126.7229245|37.5338817
라푸마|롯데인천점|032-450-2500|인천광역시 남동구 구월동 1455번지 롯데백화점 인천점|인천광역시 남동구 예술로 148, 롯데백화점 인천점|155|백화점|126.7015731|37.4470788
라푸마|V-PLUS인천연수아울렛라푸마점|032-822-0327|인천광역시 연수구 청학동 455 하나아파트|인천광역시 연수구 용담로 14|4008|할인점입점|126.6689873|37.4190833
라푸마|지리산성삼재라푸마점|061-783-3989|전남 구례군 산동면 좌사리 산 110-6|전남 구례군 산동면 노고단로 1068|3096|일반가두매장|127.5107035|35.3060419
라푸마|여천라푸마점|061-686-0777|전남 여수시 신기동 116-12|전남 여수시 망마로 63|3272|일반가두매장|127.6697494|34.7588163
라푸마|남원라푸마점|063-631-6001|전북 남원시 하정동 95-10|전북 남원시 남문로 453-1|4373|일반가두매장|127.3810557|35.4064909
라푸마|구제주 라푸마점|064-723-5111|제주특별자치도 제주시 일도1동 1280-17|제주특별자치도 제주시 중앙로 38|1462068|일반가두매장||
라푸마|행담도모다라푸마점|041-970-3723|충남 당진시 신평면 매산리 516-40|충남 당진시 신평면 서해안고속도로 276|4521|일반가두매장|126.8095733|36.9409347
라푸마|퍼스트빌리지 라푸마점|041-536-0728|충남 아산시 둔포면 신항리 17-3|충남 아산시 둔포면 해위안길 127|4107|일반가두매장|127.0276529|36.8971975
라푸마|청주에버세이브라푸마점|043-284-6060|충북 청주시 서원구 미평동 35-8|충북 청주시 서원구 청남로1936번길 1|3431|일반가두매장|127.4814449|36.6057095
라푸마|청원아울렛점|043-285-4500|충북 청주시 서원구 남이면 수대리 23-5|충북 청주시 서원구 남이면 수대1길 7|2492|상설할인매장|127.4537235|36.5751256
라푸마|제천 라푸마점|043-643-7233|충북 제천시 중앙로2가 68-4|충북 제천시 의림대로 179|4514|일반가두매장|128.2131141|37.1434344
