##NAME|SUBNAME|ID|TELNUM|NEWADDR|FEAT
공차|가평휴게소서울방향점|26596|031-584-1425|설악면 미사리로 544 가평휴게소 서울방향|좌석;화장실;주차가능;와이파이
공차|가평휴게소춘천방향점|26597|031-584-1425|설악면 미사리로540번길 51 가평휴게소 춘천방향|좌석;화장실;주차가능;와이파이
공차|대구수성점|26602|053-751-7708|대구광역시 수성구 달구벌대로 2334, 1층 (수성동 3가)|좌석;화장실;와이파이
공차|일산차병원점|26595|070-3165-5871|일산동구 중앙로 1205, 307호(장항동, 차병원)|좌석;화장실;주차가능;와이파이
공차|김포사우역점|26428|031-988-3090|사우중로 78, 108호, 109호(사우동, 밀레니엄프라자)|좌석;화장실;와이파이
공차|엔터식스강남점|26396||서울특별시 서초구 신반포로 176, 고속터미널역 지하1층 25호, 엔터식스강남점|
공차|롯데영등포점|26271|02-2164-5083|경인로 846 롯데백화점 영등포점 지하1층|좌석;주차가능;와이파이
공차|양주옥정점|26191|031-928-5280|경기도 양주시 옥정로 196|좌석;화장실;주차가능;와이파이
공차|평택안중점|26189|031-682-0745|경기도 평택시 안중읍 안현로서 6길 52|좌석;화장실;주차가능;와이파이
공차|울산구영점|26035|052-242-6122|울산광역시 울주군 범서읍 구영로 82|좌석;화장실;주차가능;와이파이
공차|천안신방중앙점|26039|041-575-7391|충남 천안시 동남구 서부대로 227, 1층(신방동)|좌석;화장실;와이파이
공차|포항두호점|26036|054-248-1236|경북 포항시 북구 두호로 25, 아이코아 102, 103호|좌석;화장실;주차가능;와이파이
공차|안산초지점|25925|031-405-7308|경기도 안산시 단원구 광덕1로 55, 1층|좌석;화장실;주차가능;와이파이
공차|천안청수점|25916|041-555-5210|충남 천안시 동남구 청당동 548-2 더다움트윈브릿지 빌딩 1층|좌석;주차가능;와이파이
공차|홈플러스울산점|25877|052-282-0131|울산광역시 중구 번영로 475,1층|화장실;주차가능;와이파이
공차|부산구서점|25858|051-517-6777|부산광역시 금정구 중앙대로1841번길 24, 2층|좌석;화장실;와이파이
공차|SRT수서역점|25816|070-4110-6888|서울시 강남구 밤고개로 99(수서역사), 지하2층|화장실;주차가능;와이파이
공차|송파헬리오시티점|25814|02-3012-7722|서울특별시 송파구 가락동 479|좌석;주차가능;와이파이
공차|평택로데오점|25815|031-654-7789|경기도 평택시 평택2로 7|좌석;화장실;와이파이
공차|화순광덕점|25697|061-372-3091|전라남도 화순군 화순읍 중앙로 94, 1층|좌석;화장실;와이파이
공차|수원인계점|25592|031-221-4411|경기도 수원시 팔달구 권광로 181|좌석;화장실;주차가능;와이파이
공차|대구황금점|25537|053-767-6336|대구광역시 수성구 청수로 176, 1층(지산동)|좌석;화장실;주차가능;와이파이
공차|춘천명동점|25433|033-251-3350|강원도 춘천시 중앙로67번길 3, 1층(중앙로2가)|좌석;화장실;와이파이
공차|대전관평점|25316|042-935-9777|대전시 유성구 테크노4로 115, 1층 103호(관평동)|좌석;주차가능;와이파이
공차|롯데구리점|25308||경기도 구리시 경춘로 261 롯데백화점 구리점 지하1층|좌석;화장실
공차|대학로마로니에점|25220|02-742-7756|종로구 대학로 10길 20 (동숭동, 1층)|좌석;화장실
공차|AK&수원점|25158|031-240-1972|경기도 수원시 팔달구 덕영대로 924 AK프라자 AK& 2층|좌석;주차가능;와이파이
공차|안산중앙역사점|25157|031-482-3380|경기도 안산시 단원구 중앙대로 918, 1층(고잔동, 중앙역)|좌석;화장실;주차가능
공차|서산성연점|25127|041-920-2128|충청남도 서산시 성연면 성연3로, 36 상가동 1층 203호|좌석;와이파이
공차|평택비전점|25139|031-656-7992|경기도 평택시 만세로 1839, 아이메듀타워 1층, 101-102호|좌석;와이파이
공차|광주동명점|25109|062-222-3222|광주광역시 동구 동계천로 145|좌석;와이파이
공차|서산한서대점|25020|041-688-7336|충청남도 서산시 해미면 한서1로 36|좌석;와이파이
공차|천안남서울대점|25019|041-417-7391|충남 천안시 서북구 성환읍 성진로 65|좌석;와이파이
공차|천안역점|25024||충남 천안시 동남구 대흥로 239|좌석;와이파이
공차|코엑스도심공항점|24975|02-2052-7755|서울시 강남구 테헤란로 87길 22, 한국도심공항터미널 지상 1층|좌석;와이파이
공차|구미상모점|24949|054-461-2541|경상북도 구미시 상사서로 62, 1층(상모동)|좌석;화장실;주차가능;와이파이
공차|장흥중앙로점|24883|061-864-0706|전라남도 장흥군 장흥읍 중앙로 44|좌석;화장실;와이파이
공차|서강대점|24701|02-715-8807|서울특별시 마포구 백범로 35, 1층 102호 (노고산동, 서강대학교)|좌석;화장실;와이파이
공차|부산영도점|24665|051-944-8804|부산광역시 영도구 태종로99번길 2|좌석;화장실;주차가능;와이파이
공차|파주금촌점|24633|031-952-0808|경기도 파주시 중앙로 318-1, 1층 (금촌동)|좌석;화장실;와이파이
공차|쌍문역점|24610|02-904-5200|서울특별시 도봉구 도봉로 468, 홍일빌딩 106호(창동)|좌석;화장실;주차가능;와이파이
공차|어린이대공원역점|24615|02-462-8830|서울시 광진구 광나루로 398|좌석;화장실;와이파이
공차|롯데시네마구리아울렛점|24503|000-0000|경기도 구리시 동구릉로 136번길 47, 롯데아울렛 구리점 6층 (인창동)|화장실;주차가능
공차|영종하늘도시점|24501|032-710-7735|인천광역시 중구 하늘별빛로75|좌석;화장실;주차가능;와이파이
공차|수원롯데몰점|24495|031-8066-1815|경기도 수원시 권선구 세화로 134, 롯데몰수원점 3층|좌석;와이파이
공차|시흥배곧점|24479|031-365-5687|경기도 시흥시 서울대학로 278번길34|좌석;화장실;주차가능;와이파이
공차|제천중앙점|24481|043-643-7010|충북 제천시 풍양로13길 14|좌석;와이파이
공차|천안불당파크점|24494|041-552-3357|천안시 서북구 불당동 1489번지 중원프라자|좌석;주차가능;와이파이
공차|청주대점|24482|043-241-1000|충북 청주시 청원구 상당로 252|좌석;와이파이
공차|충주성서점|24480|043-856-5580|충북 충주시 성서3길 16(성서동, 103호)|좌석;와이파이
공차|홈플러스안산점|24488|031-402-3323|경기도 안산시 상록구 충장로 432, 1층 일부호(성포동, 홈플러스 안산점)|좌석;화장실;주차가능;와이파이
공차|대구테크노폴리스점|24455|053-617-6888|대구광역시 달성군 유가읍 테크노상업로82 1층|좌석;화장실;주차가능;와이파이
공차|롯데시네마광교점|24453|000-0000|경기도 수원시 영통구 도청로 10, 광교센트럴푸르지오시티 4층|
공차|하남미사점|24379|031-796-0776|경기도 하남시 미사강변대로 226번안길15|좌석;화장실;주차가능;와이파이
공차|현대아울렛송파점|24380|02-2673-2070|서울시 송파구 충민로 66,지하1층 (문정동,가든파이브라이프)|좌석;주차가능
공차|강릉교동점|24356|033-641-0707|강원도 강릉시 솔올로 5번길 55, 1층 104호(교동)|좌석;화장실;주차가능;와이파이
공차|AK분당점|24291|000-0000|경기도 성남시 분당구 황새울로 360번길 42 AK플라자 지하 1층|주차가능
공차|강남대성학원점|24290|02-552-2650|서울특별시 강남구 강남대로84길 16|좌석;화장실;주차가능;와이파이
공차|김제터미널점|24275|070-7543-3832|전라북도 김제시 동서로 235|좌석;화장실;주차가능;와이파이
공차|김해율하점|24145|055-333-8830|경남 김해시 율하3로 41, 1층|좌석;화장실;주차가능;와이파이
공차|사가정역점|24100|02-434-7177|서울시 중랑구 면목로 313|좌석;주차가능
공차|강릉중앙로점|23952|033-641-8687|강원도 강릉시 경강로 2098 1층|화장실;주차가능
공차|인천국제공항6호점|23825|032-743-8087|인천 중구 공항로 272 제1여객터미널|좌석;화장실;주차가능;와이파이
공차|경북도청점|23782|054-655-4445|호명면 새움3로 36|좌석;화장실;주차가능;와이파이
공차|롯데아울렛김해점|23629|000-0000|경상남도 김해시 장유로 469 (신문동)|화장실;주차가능;와이파이
공차|부산광안리점|23624|051-913-7600|부산 수영구 광안해변로 233|좌석;화장실;주차가능;와이파이
공차|부산덕천점|23632|051-333-0404|부산광역시 북구 덕천1길 19|좌석;화장실;와이파이
공차|청주봉명점|23613|043-260-0888|충북 청주시 흥덕구 백봉로 221, 1층(봉명동, 덕암빌딩)|좌석
공차|제주일도점|23579|064-702-3156|제주특별차지도 제주시 고마로 101(일도이동), 1층|좌석;와이파이
공차|충남태안점|23577|041-673-7971|충남 태안군  동백로 317, 1층|좌석;주차가능;와이파이
공차|광교중앙역점|23504|031-212-3367|경기도 수원시 영통구 도청로 지하 45, 광교중앙역 B2층 2호|
공차|을지로2가점|23506|02-6250-8129|서울 중구 삼일대로 358, 1층 104호 (을지로2가, 신한L Tower)|좌석;화장실;주차가능;와이파이
공차|일산백마점|23517|031-908-4566|경기도 고양시 일산동구 일산로 235|좌석;화장실;와이파이
공차|동탄영천점|23292|031-378-9367|경기도 화성시 동탄순환대로 690, 애플스퀘어 1층|좌석;화장실;주차가능;와이파이
공차|NC안산고잔점|22989||경기도 안산시 단원구 광덕대로 194,  NC안산고잔 지하1층|좌석;화장실;주차가능
공차|롯데시네마전주점|22904||전라북도 전주시 완산구 온고을로 2 (서신동, 롯데백화점) 7층|좌석;화장실;주차가능
공차|구미봉곡점|22841|054-444-0401|경상북도 구미시 봉곡로 100, 1층(봉곡동, 봉곡프라자)|좌석;화장실;주차가능;와이파이
공차|영천시청점|22842|05-337-0453|경상북도 영천시 충효로 75, 1층(문외동)|좌석;화장실;와이파이
공차|방이역점|22642|02-406-7710|서울시 송파구 마천로5길 6,1층(오금동,가송빌딩)|좌석;와이파이
공차|롯데몰동부산점|22606||부산광역시 기장군 기장읍 기장해안로 147, 1층|
공차|양평점|22607|031-774-6440|경기도 양평군 양평읍 양평시장길 15|좌석;와이파이
공차|포항문덕점|22604|054-293-0708|경상북도 포항시 남구 오천읍 원동로 65, 1층|좌석;화장실;주차가능;와이파이
공차|대전전민점|22207|042-864-4338|대전시 유성구 유성대로 1734, 1,2층(전민동)|좌석;화장실;주차가능;와이파이
공차|충남부여점|22154|041-836-9007|충남 부여군 부여읍 사비로 95|좌석;화장실;와이파이
공차|천안고속터미널점|21811||충청남도 천안시 동남구 신부동 363-2|화장실;와이파이
공차|광주일곡점|21592|062-574-0093|광주광역시 북구 설죽로 517, 1층 101호(일곡동)|좌석;화장실;와이파이
공차|목포장미거리점|21561|061-281-9393|전라남도 목포시 비파로 51번길 31-1, 1층|좌석;화장실;와이파이
공차|W몰점|21523||서울특별시 금천구 디지털로 188, 지하1층 (더블유몰)|좌석;화장실;주차가능
공차|속초중앙점|21336|033-633-7820|강원도 속초시 청초호반로 332|좌석;화장실;와이파이
공차|구리돌다리점|21256|031-567-4934|경기도 구리시 수택동 404-1 1층|좌석
공차|한티역점|20880|02-562-3311|서울특별시 강남구 선릉로 314|좌석;화장실;와이파이
공차|메가마트남천점|20789||부산광역시 수영구 황령대로 521, 1층(남천동,메가마트남천점)|화장실;주차가능
공차|울산달동점|20760|052-979-9997|울산광역시 남구 신정로 22, 1층|좌석;화장실;주차가능;와이파이
공차|충북증평점|20759|043-838-9008|충북 증평군 증평읍 중앙로 211, 1층|좌석;와이파이
공차|군산조촌점|20610|063-910-2006|전라북도 군산시 궁포1로 24-5, 1층 102호(조촌동)|좌석;화장실;주차가능;와이파이
공차|선릉역사점|20626|02-501-7881|서울시 강남구 선릉로 340|
공차|수원정자점|20625|031-269-9210|경기도 수원시 장안구 정자천로173번길 11-17|좌석;화장실;와이파이
공차|신사세로수길점|20575|02-548-8110|서울시 강남구 논현로 175길 60, 1층|좌석;화장실;주차가능;와이파이
공차|용인보정점|20576|031-897-5511|경기도 용인시 기흥구죽전로 53, 1층 (야후빌딩)|좌석;주차가능;와이파이
공차|천안성정점|20577|041-566-0701|충남 천안시 서북구 성정두정로 12|좌석;화장실;주차가능;와이파이
공차|천안두정점|20272|041-566-9423|충남 천안시 서북구 두정로 165|좌석;화장실;주차가능;와이파이
공차|이천로데오점|20199|031-634-0085|경기도 이천시 어재연로 37번길 25-1 , 1~2층(창전동)|좌석;화장실;와이파이
공차|NC울산성남점|19991||울산광역시 중구 시계탑거리 20|좌석;화장실;와이파이
공차|아산순천향대점|19989|041-541-6745|충남 아산시 신창면 읍내리 457-15|좌석;화장실;와이파이
공차|대전보건대점|19961|070-7633-0606|대전시 동구 가양동 146-18번지|좌석;화장실;와이파이
공차|아산모종점|19962|041-543-2514|충남 아산시 모종동 557-16번지, 우전빌딩 1층|좌석;화장실;주차가능;와이파이
공차|사천벌리점|19941|055-833-7300|경남 사천시 주공로 25|좌석;화장실;와이파이
공차|스타필드시티부천점|19878||경기도 부천시 소사구 옥길동 768 스타필드시티부천점 3층|좌석;화장실;주차가능;와이파이
공차|파주문산점|19824|031-952-9458|경기도 파주시 문산읍 문향로67번길 2, 1층|좌석;화장실;와이파이
공차|엔터식스안양점|19768|031-5177-6123|경기도 안양시 만안구 만안로 244, 지하1층(안양동, 엔터식스)|좌석;화장실;주차가능;와이파이
공차|경북문경점|19624|054-555-8777|경상북도 문경시 당교로 243-1, 101호(모전동)|좌석;화장실;주차가능;와이파이
공차|광명소하점|19414|02-898-6800|경기도 광명시 소하로 82, 109호(소하동)|좌석;화장실;주차가능;와이파이
공차|국제성모병원점|19413|02-3276-9558|인천광역시 서구 심곡동 291 B1(로비층)|화장실;주차가능
공차|부산화명점|19423|051-365-7750|부산광역시 북구 화명대로31, 현호타워 1층 103호|좌석;화장실;주차가능;와이파이
공차|원마운트점|19270|031-961-6707|경기도 고양시 일산서구 한류월드로 300 원마운트 1199, 1200호|좌석;화장실;주차가능
공차|청주분평점|19190|043-286-6232|충북 청주시 서원구 1순환로1107번길 21, 1, 2층 103, 202호|좌석;주차가능;와이파이
공차|대구범물점|19061|053-781-0402|대구광역시 수성구 지범로 180, 1층(지산동)|좌석;화장실;주차가능;와이파이
공차|아산배방점|19060|041-546-0052|충남 아산시 배방읍 모산로 124|좌석;화장실;주차가능;와이파이
공차|을지로트윈타워점|19015|02-3706-7271|서울 중구 을지로 170, 1층 111호(을지로4가)|좌석;와이파이
공차|안산상록수점|18935|031-415-5559|경기도 안산시 상록구 용신로 383, 1층 102호(본오동, 삼우프라자)|좌석;화장실;와이파이
공차|청주가경점|18934|043-231-5800|충북 청주시 흥덕구 가경로 10, 1층(가경동, 엘리트빌딩)|좌석;주차가능;와이파이
공차|구미형곡점|18826|054-454-0404|경상북도 구미시 신시로 67, 1층(형곡동)|좌석;화장실;주차가능;와이파이
공차|분당정자역점|18764|031-8023-9224|경기도 성남시 분당구 성남대로 331번길 3-3, 1층|좌석;주차가능;와이파이
공차|서울숲점|18741|02-497-9777|성동구 왕십리로94~2 1층|좌석;화장실;와이파이
공차|제주아라점|18700|064-758-0705|제주특별자치도 제주시 중앙로 566, 1층|좌석;화장실;와이파이
공차|홍천점|18678|033-433-5642|강원도 홍천군 홍천읍 신장대로 62, 1층 2호|좌석;와이파이
공차|경주노동점|18516|0502-411-8418|경북 경주시 계림로 101, 1층|좌석;화장실;와이파이
공차|롯데시네마인천아시아드점|18513|070-7403-9111|인천광역시 서구 봉수대로 806, 인천아시아드주경기장 2번게이트 롯데시네마 옆|좌석;화장실;주차가능;와이파이
공차|경성대점|18150|051-624-7771|부산광역시 남구 대연동 56-13번지, 2-3층|좌석;화장실;와이파이
공차|서면삼정타워점|18044|051-804-1452|부산광역시 부산진구 중앙대로 672, 13층|좌석;화장실;주차가능
공차|울산테라스파크점|18021|052-201-0708|울산광역시 동구 방어진순환도로 652, C동 112호|좌석;화장실;주차가능;와이파이
공차|롯데시네마라페스타점|17959|1544-8855|경기도 고양시 일산동구 무궁화로 32-34, 롯데시네마라페스타C 304호 (장항동)|화장실;주차가능;와이파이
공차|파주금릉점|17650|070-8830-0095|경기도 파주시 금빛로 24-17, 1층 103호(금촌동, 월드프라자)|좌석;화장실;주차가능;와이파이
공차|구리갈매점|17538|031-529-7531|경기 구리시 경춘북로 252 (갈매역 아이파크, 갈매동) B동 147호|좌석;화장실;주차가능;와이파이
공차|구의점|17432|02-456-3010|서울 광진구 아차산로 471 1층|좌석;화장실;주차가능;와이파이
공차|서울역점|17429|02-313-7750|서울시 중구 한강대로 405, ktx 서울역사 b1|좌석;와이파이
공차|판교역점|17214|031-8061-7065|경기도 성남시 분당구 판교역로 192번길 12, 1층|좌석;주차가능;와이파이
공차|대전용문점|17174|042-537-7335|대전시 서구 계룡로 616, 105호|좌석;화장실;주차가능;와이파이
공차|아산호서대점|17083|041-543-2369|충남 아산시 배방읍 호서로 79번길 14 , 1층|좌석;화장실;와이파이
공차|오산시청점|16949|031-378-9801|경기도 오산시 성호대로 124|좌석;와이파이
공차|제주베라체점|16948|064-721-2151|제주특별자치도 제주시 승천로 74|좌석;와이파이
공차|김천신음|16803|02-779-7758|경상북도 김천시 시청로 95, 상가동 1층 101호|좌석;화장실;와이파이
공차|여주아울렛|16802|031-8087-2066|경기 여주시 명품로 370, 9014호|화장실;주차가능
공차|광주풍암점|16609|062-671-0707|광주광역시 서구 풍암2로 2, 1층(풍암동,롯데슈퍼센터)|좌석;화장실;주차가능;와이파이
공차|영풍문고신림점|16610|02-779-7758|서울특별시 관악구 신림로 330|좌석;화장실;주차가능;와이파이
공차|전주만성지구점|16608|063-287-0707|전라북도 전주시 덕진구 만성중앙로 51, 1동 105호(만성동, 비젼타워)|좌석;화장실;와이파이
