NAME|BRANCH|ADDR|TELL
김가네김밥|김제검산점|전북 김제시 금성로 143|063-545-2100|
김가네김밥|울산언양점|울산 울주군 언양읍 헌양길 167|052-254-2103|
김가네김밥|가산갑을그레이트점|서울 금천구 디지털로9길 32 112호|02-3397-7955|
김가네김밥|김포마산점|경기 김포시 김포한강8로 167 이루프라자 103호|031-998-0833|
김가네김밥|가락본동점|서울 송파구 송파대로28길 35 105호 (가락동,송파M-SUITE1층)|02-407-1238|
김가네김밥|가락프라자점|서울 송파구 동남로18길 45|02-430-7333|
김가네김밥|가산STX타워점|서울 금천구 가산디지털1로 128 가산STX-V타워 106호|02-811-3969|
김가네김밥|가산두산위브점|서울 금천구 시흥대로153길 99|02-859-2188|
김가네김밥|가산디폴리스점|서울 금천구 서부샛길 606|02-861-8181|
김가네김밥|가산패션타운점|서울 금천구 벚꽃로 244 벽산디지털밸리5차 107호|02-2082-5779|
김가네김밥|가재울뉴타운점|서울 서대문구 수색로 100 (북가좌동, DMC래미안E편한세상)|02-309-9400|
김가네김밥|갈매점|경기 구리시 갈매중앙로 83 아름터프라자|031-575-9848|
김가네김밥|강남2호점|서울 서초구 서초대로78길 30|02-586-5022|
김가네김밥|강남대점|경기 용인시 기흥구 강남동로 10 강남피아 102호|031-287-8985|
김가네김밥|강남역점|서울 강남구 강남대로94길 27|02-3453-0777|
김가네김밥|강동역점|서울 강동구 천호대로 1092 (성내동)|02-478-4566|
김가네김밥|강변점|서울 광진구 아차산로 480 (구의동)|02-2201-5340|
김가네김밥|강서자이타워점|서울 강서구 양천로 401 A동 1층 112호(가양동,강서한강자이타워)|02-2638-5050|
김가네김밥|강원대점|강원 춘천시 서부대성로 241|033-243-5296|
김가네김밥|개포2호점|서울 강남구 선릉로6길 9|02-573-9222|
김가네김밥|개화산역점|서울 강서구 양천로 28 C-8호|02-2664-2335|
김가네김밥|건대입구역점|서울 광진구 능동로 95 (자양동)|02-499-2030|
김가네김밥|서울고덕점|서울 강동구 동남로75길 13-7 (명일동)|02-427-6644|
김가네김밥|고양점|경기 고양시 덕양구 혜음로 30  103동 102호,103호(고양동 삼성아파트상가)|031-969-8686|
김가네김밥|공덕점|서울 마포구 마포대로11길 7-18|02-718-2977|
김가네김밥|공릉점|서울 노원구 공릉로38길 12|02-979-2500|
김가네김밥|공주신관점|충남 공주시 공주대학로 62-2|041-855-1552|
김가네김밥|관악구청점|서울 관악구 관악로 152 1층 (봉천동)|02-888-7769|
김가네김밥|광나루점|서울 광진구 아차산로 549 (현대파크상가지하 106)|02-456-7700|
김가네김밥|광명테크노파크점|경기 광명시 하안로 60 (소하동,광명테크노파크 E동 206호)|02-6112-3777|
김가네김밥|광안리점|부산 수영구 광안로 20  1층 110호(광안동, 쌍용예가 상가)|051-752-9994|
김가네김밥|광운대점|서울 노원구 광운로 20 광운대학교80주년기념관 지하1층 복지매장|02-941-7446|
김가네김밥|구로G플러스점|서울 구로구 디지털로26길 123 제지1층 제비103,104호(구로동,지플러스코오롱디지털타워)|02-6969-7769|
김가네김밥|구로삼성IT밸리점|서울 구로구 디지털로33길 27|02-2028-1077|
김가네김밥|금당지구점|전남 순천시 해룡면 장선배기길 141|061-727-2004|
김가네김밥|길음뉴타운점|서울 성북구 삼양로13길 45 (길음동)|02-916-1816|
김가네김밥|길음역점|서울 성북구 정릉로 388 상가 -106|02-929-3883|
김가네김밥|김해부원점|경남 김해시 가락로 19 ,102호 (부원동,아름다운 뉴욕메디컬선터|055-327-1166|
김가네김밥|까치산점|서울 강서구 곰달래로 174|02-2695-0035|
김가네김밥|나산점|서울 강남구 선릉로 713|02-548-9998|
김가네김밥|난곡점|서울 관악구 법원단지길 28|02-837-1157|
김가네김밥|남부터미널점|서울 서초구 효령로55길 19|02-585-3386|
김가네김밥|남성역점|서울 동작구 사당로13길 31|02-533-3807|
김가네김밥|내방역점|서울 서초구 방배로 146|02-583-3970|
김가네김밥|노량진점|서울 동작구 노량진로12길 12 (노량진동)|02-817-2050|
김가네김밥|노은점|대전 유성구 은구비남로33번길 32 원일빌딩 102호|042-823-9888|
김가네김밥|논현점|서울 강남구 강남대로128길 20|02-546-5655|
김가네김밥|당산점|서울 영등포구 영중로 145 (영등포동8가)|02-2678-9092|
김가네김밥|대소점|충북 음성군 대소면 오태로 82|043-877-2590|
김가네김밥|대조점|서울 은평구 통일로69길 25 (대조동)|02-384-0050|
김가네김밥|대치3호점|서울 강남구 도곡로99길 23  102|02-564-3343|
김가네김밥|대학로본점|서울 종로구 대명길 45|02-742-8292|
김가네김밥|대흥점|서울 마포구 대흥로 57|02-716-8468|
김가네김밥|덕소점|경기 남양주시 와부읍 덕소로 92|031-577-0386|
김가네김밥|도산로점|서울 강남구 도산대로 218|02-542-1219|
김가네김밥|도안점|대전 유성구 도안대로 511-13 104호|042-825-8444|
김가네김밥|독바위역점|서울 은평구 불광로 122 (불광동, 윤호하우스)|02-383-7688|
김가네김밥|독산역점|서울 금천구 가산디지털1로 2 우림라이온스밸리2차 117호|02-2027-3339|
김가네김밥|독산지식산업센터점|서울 금천구 두산로 70 T-111호|02-2104-6565|
김가네김밥|동국대점|서울 중구 필동로 15-8|02-2269-7011|
김가네김밥|동대문역점|서울 종로구 종로 289|02-742-5940|
김가네김밥|동림점|광주 서구 하남대로 688 현성빌딩106호|062-511-1259|
김가네김밥|동묘역점|서울 종로구 지봉로 39-2 (창신동)|02-766-7707|
김가네김밥|동백점|경기 용인시 기흥구 동백중앙로 273 (중동, 동백 훼미리프라자Ⅱ) 107호|031-274-1419|
김가네김밥|동천점|경기 용인시 수지구 동천로 62|031-262-0281|
김가네김밥|둔산을지점|대전 서구 대덕대로242번길 15 둔산의아침 102호|042-472-2201|
김가네김밥|등촌점|서울 강서구 공항대로41길 66 108호|02-3663-1597|
김가네김밥|뚝섬유원지역점|서울 광진구 능동로 18 (자양동, 이튼타워리버3차) 108-1호|02-446-2260|
김가네김밥|로데오점|서울 강남구 압구정로50길 7 (신사동) 1층15호|02-543-0050|
김가네김밥|르네상스점|서울 강남구 언주로 520|02-555-8388|
김가네김밥|마포구청역점|서울 마포구 월드컵로34길 7 (성산동)|02-376-0307|
김가네김밥|마포역점|서울 마포구 삼개로 5|02-711-5010|
김가네김밥|매봉역점|서울 강남구 논현로28길 27 1층|02-2057-1677|
김가네김밥|명일역점|서울 강동구 구천면로 427 (명일동)|02-442-3132|
김가네김밥|명지국제신도시점|부산 강서구 명지국제8로 258 102호(명지동,명지빌딩)|051-208-9991|
김가네김밥|명지점|부산 강서구 명지오션시티4로 75 103호(명지동, 서린프라자)|051-205-9993|
김가네김밥|모란역점|경기 성남시 중원구 둔촌대로101번길 13|031-721-9011|
김가네김밥|목동41타워점|서울 양천구 목동동로 293 (41타워내)|02-2168-2744|
김가네김밥|목동중앙점|서울 양천구 목동동로 385 (미라지타운내)|02-2062-2111|
김가네김밥|몽촌토성역점|서울 송파구 올림픽로 354|02-421-8228|
김가네김밥|묘곡점|서울 강동구 동남로81길 78 (고덕동)|02-428-3339|
김가네김밥|묵동자이점|서울 중랑구 숙선옹주로 6-9 묵동자이1단지 상가|02-977-9990|
김가네김밥|문래하이테크점|서울 영등포구 경인로 775 (문래동3가)|02-3667-7333|
김가네김밥|문정테라타워점|서울 송파구 송파대로 167 테라타워A동G151호|02-2054-3553|
김가네김밥|문정푸르지오시티점|서울 송파구 새말로 62 (문정동)|02-449-6666|
김가네김밥|미아뉴타운점|서울 강북구 솔샘로 184 B208호|02-989-3111|
김가네김밥|민락점|경기 의정부시 오목로225번길 169|031-853-3459|
김가네김밥|반석점|대전 유성구 반석로 13 반석웰빙타운 102호|042-823-7811|
김가네김밥|반포1호점|서울 서초구 서초중앙로33길 1 (반포동 서석빌딩 1층)|02-592-5039|
김가네김밥|방배2호점|서울 서초구 방배로 28|02-3473-4433|
김가네김밥|방배3동점|서울 서초구 효령로 20|02-588-6540|
김가네김밥|방배본동점|서울 서초구 방배중앙로 167|02-592-6320|
김가네김밥|방이역점|서울 송파구 위례성대로20길 27|02-408-5881|
김가네김밥|방학점|서울 도봉구 해등로 255 (쌍문동, 에벤에셀아파트)|02-999-0302|
김가네김밥|배방점|충남 아산시 배방읍 모산로 145|041-548-7733|
김가네김밥|백석역점|경기 고양시 일산동구 일산로 46 111호|031-908-1005|
김가네김밥|법원점|충남 홍성군 홍성읍 법원로 24|041-633-0365|
김가네김밥|벽제점|경기 고양시 덕양구 푸른마을로 6 1층 111호|031-962-1181|
김가네김밥|별내북부점|경기 남양주시 별내3로 328 광장프라자 105호 (별내동)|031-571-8840|
김가네김밥|보광점|서울 용산구 우사단로2길 1|02-6405-5240|
김가네김밥|보령점|충남 보령시 번영로 39|041-931-0031|
김가네김밥|본오점|경기 안산시 상록구 샘골로 136 (본오동,우남빌딩)105|031-415-1040|
김가네김밥|봉천벽산타운점|서울 관악구 은천로 93 벽산타운 2상가|02-877-3737|
김가네김밥|부암점|부산 부산진구 시민공원로19번길 38 14|051-803-0830|
김가네김밥|분당이매점|경기 성남시 분당구 판교로 432|031-707-8703|
김가네김밥|사직역점|부산 동래구 아시아드대로161번길 25 (사직동)|051-507-0620|
김가네김밥|삼릉공원점|서울 강남구 선릉로 574|02-561-3376|
김가네김밥|상도두산위브점|서울 동작구 상도로30길 40  120호(상도동,상도2차두산트레지움아프트)|02-821-3275|
김가네김밥|상봉점|서울 중랑구 망우로 346 한일씨너스빌|02-438-9900|
김가네김밥|상암점|서울 마포구 월드컵북로 361 DMC 이안상암2단지 113호|02-6393-0900|
김가네김밥|상일점|서울 강동구 상일로 74|02-441-3222|
김가네김밥|서강대점|서울 마포구 백범로 35 서강대학교 곤자가프라자 B1F 105호일부|02-706-1456|
김가네김밥|서노송점|전북 전주시 완산구 노송광장로 45-2|063-905-5550|
김가네김밥|서면1번가점|부산 부산진구 신천대로62번길 62 1층(부전동)|051-808-0689|
김가네김밥|서면점|부산 부산진구 중앙대로692번길 40 (부전동,지상1층)|051-816-2666|
김가네김밥|서산동문점|충남 서산시 효행6길 16|041-669-8444|
김가네김밥|서울대점|서울 관악구 신림로 91 (신림동 2421-22)|02-884-8806|
김가네김밥|서울숲IT밸리점|서울 성동구 성수일로 77|02-6965-7999|
김가네김밥|서울여대점|서울 노원구 화랑로51길 38 밀레니엄프라자 106|02-978-0151|
김가네김밥|서울역점|서울 중구 세종대로 28 청송빌딩 102|02-757-5298|
김가네김밥|서판교운중점|경기 성남시 분당구 운중로138번길 36 102호|031-757-7548|
김가네김밥|서판교점|경기 성남시 분당구 서판교로 29|031-708-8677|
김가네김밥|성남금광점|경기 성남시 중원구 자혜로 40|031-733-8013|
김가네김밥|성남시청점|경기 성남시 수정구 수정로 160|031-755-7016|
김가네김밥|성남여수점|경기 성남시 중원구 여수울로15번길 4-8|031-751-2212|
김가네김밥|성북힐스테이트점|서울 성북구 동소문로44길 43 (하월곡동)|02-909-6624|
김가네김밥|성산점|서울 마포구 월드컵로 123|02-324-6869|
김가네김밥|성수IS비즈타워점|서울 성동구 성수이로 147 (성수동2가)|02-6464-7737|
김가네김밥|성수시그마밸리점|서울 성동구 성수이로 51 (성수동2가)|02-3409-8888|
김가네김밥|성신여대점|서울 성북구 보문로34길 61 (동선동1가)|02-925-3739|
김가네김밥|세종시청점|세종특별자치시 남세종로 466 아평빌딩 106호|044-867-0873|
김가네김밥|세종청사점|세종특별자치시 도움8로 81 세종일번가 B-111호|044-863-0909|
김가네김밥|송도센타프라자점|인천 연수구 신송로 121 124호(송도동,송도센타프라자)|032-859-5999|
김가네김밥|송탄중앙점|경기 평택시 특구로27번길 7|031-663-6999|
김가네김밥|송파래미안점|서울 송파구 오금로32길 14 송파삼성래미안아파트 상가 105호|02-424-9595|
김가네김밥|수서역점|서울 강남구 광평로 280 지하2층 13호(수서동,로즈데일빌딩)|02-2226-3000|
김가네김밥|수지2호점|경기 용인시 수지구 정평로 40-1|031-265-8727|
김가네김밥|수지성복점|경기 용인시 수지구 성복2로 114 (성복동)|031-247-4455|
김가네김밥|숭실대점|서울 동작구 사당로 12  지하1층 B02호(상도동)|02-825-9295|
김가네김밥|시청역점|서울 중구 세종대로 82 (태평로2가) 1층 일부|02-319-0088|
김가네김밥|시청점|대전 서구 둔산남로 42|042-488-9858|
김가네김밥|시화중앙점|경기 시흥시 중심상가로 151 광장프라자 103|031-497-8749|
김가네김밥|식사점|경기 고양시 일산동구 고양대로 1034 (식사동)|031-964-0031|
김가네김밥|신갈점|경기 용인시 기흥구 중부대로 342 106호(신갈동)|031-287-0590|
김가네김밥|신당역점|서울 중구 퇴계로 453-1|02-2236-5003|
김가네김밥|신대방점|서울 동작구 여의대방로10길 38 롯데낙천대아파트 상가|02-833-7877|
김가네김밥|신도림점|서울 구로구 경인로 619-3 108호 (신도림동,신도림3차 푸르지오)|02-2637-8880|
김가네김밥|신림문화의거리점|서울 관악구 신림동7길 8  1층 101호(신림동)|02-3285-8584|
김가네김밥|신사2호점|서울 서초구 신반포로 333|02-515-7885|
김가네김밥|신사점|서울 강남구 압구정로2길 53|02-511-4832|
김가네김밥|신설동역점|서울 동대문구 천호대로 8 (신설동)|02-2234-8254|
김가네김밥|신원당점|경기 고양시 덕양구 고양대로1384번길 20 (성사동 시영상가 103호)|031-967-2004|
김가네김밥|신원점|경기 고양시 덕양구 권율대로 893 103호(신원동,파스텔시티)|02-381-9382|
김가네김밥|신월1호점|서울 양천구 오목로 39 (신월동) 준우 1층|02-2692-2500|
김가네김밥|신정신트리점|서울 양천구 신정로 312 목동뉴프라자 106호|02-2694-5007|
김가네김밥|잠실점|서울 송파구 백제고분로7길 25|02-414-0429|
김가네김밥|아현역점|서울 서대문구 북아현로 8-1|02-392-3799|
김가네김밥|안성공도점|경기 안성시 공도읍 공도3로 10 107|031-618-1388|
김가네김밥|안성한경대점|경기 안성시 대학로 64 주은청설상가 A-105|031-671-7559|
김가네김밥|안암점|서울 동대문구 약령시로 3 (제기동)|02-928-1177|
김가네김밥|안양관악역점|경기 안양시 만안구 경수대로 1263 1층 101호(석수동)|031-473-7779|
김가네김밥|암사2호점|서울 강동구 고덕로 140 (암사동)|02-429-3031|
김가네김밥|압구정점|서울 강남구 논현로171길 15|02-546-5633|
김가네김밥|야탑역점|경기 성남시 분당구 성남대로925번길 37 (야탑동, 한승베네피아오피스텔)|031-781-5004|
김가네김밥|약수점|서울 중구 동호로11길 39|02-2237-2276|
김가네김밥|양재2호점|서울 서초구 동산로 14|02-577-3056|
김가네김밥|양지점|경기 용인시 처인구 양지면 양지로143번길 1|031-321-9468|
김가네김밥|양천구청점|서울 양천구 목동동로 73 (신정동)|02-2645-1112|
김가네김밥|양평점|서울 영등포구 영등포로5길 19 (양평동2가 37-1)|02-6210-7299|
김가네김밥|엄궁점|부산 사상구 낙동대로 790  1층 101호(엄궁동,신우프라자)|051-322-1122|
김가네김밥|여의도2호점|서울 영등포구 은행로 29 (여의도동)|02-782-6308|
김가네김밥|여의도KBS본관점|서울 영등포구 의사당대로 38 (여의도동)|02-6338-5464|
김가네김밥|여의도점|서울 영등포구 국제금융로 78 (여의도동)|02-784-0061|
김가네김밥|여주점|경기 여주시 여흥로 137|031-886-6444|
김가네김밥|역삼2호점|서울 강남구 언주로 313  1층 6-가호(역삼동)|02-3452-1717|
김가네김밥|역삼로점|서울 강남구 역삼로14길 12 (역삼동), 1층 102호|02-554-8254|
김가네김밥|역삼충현점|서울 강남구 봉은사로30길 59  1층(역삼동)|02-501-1281|
김가네김밥|연대점|서울 서대문구 연세로 35 (창천동)|02-322-3110|
김가네김밥|연수지구점|충북 충주시 연수동산로 1|043-851-2211|
김가네김밥|연신내역점|서울 은평구 연서로28길 4-1 (대조동)|02-388-0506|
김가네김밥|연희점|서울 서대문구 연희로 118|02-324-1700|
김가네김밥|염창점|서울 강서구 공항대로 635|02-2658-6339|
김가네김밥|영암점|전남 영암군 영암읍 중앙로 61|061-473-9187|
김가네김밥|오목교역점|서울 양천구 목동서로 291 제이월드빌 상가115|02-2645-1210|
김가네김밥|오송점|충북 청주시 흥덕구 오송읍 오송가락로 255|043-235-1188|
김가네김밥|오학점|경기 여주시 도예로 83-61|031-886-7590|
김가네김밥|옥수점|서울 성동구 매봉길 17 (옥수동, 래미안 옥수 리버젠)|02-2292-2365|
김가네김밥|올림픽공원북문점|서울 강동구 성안로 10 (성내동)|02-476-9275|
김가네김밥|올림픽점|서울 송파구 양재대로 1222|02-407-7086|
김가네김밥|외대모현점|경기 용인시 처인구 모현읍 외대로 32|031-323-2177|
김가네김밥|용화점|충남 아산시 온중로 6 모아미래도A단지상가 31호|041-534-0100|
김가네김밥|우면네이처힐점|서울 서초구 태봉로 70 101호|02-571-2230|
김가네김밥|운남점|광주 광산구 임방울대로 148|062-953-9449|
김가네김밥|운정행복센터점|경기 파주시 가온로 243 (와동동,동양엔파트월드메르디앙501동 지하1증104호|031-941-3393|
김가네김밥|울산시청점|울산 남구 중앙로 184-1 (달동)|052-266-3266|
김가네김밥|울산약사점|울산 중구 곽남6길 1|052-292-4888|
김가네김밥|원주법원점|강원 원주시 능라동길 61 1층 108호|033-731-6699|
김가네김밥|월평선사점|대전 서구 청사서로 41|042-471-6933|
김가네김밥|월평점|대전 서구 월평로 40|042-483-3585|
김가네김밥|유성점|대전 유성구 계룡로 44|042-824-0096|
김가네김밥|음성점|충북 음성군 음성읍 중앙로 107|043-873-1600|
김가네김밥|응암점|서울 은평구 은평로8길 29 (응암동, 서강스카이빌3) 1층|02-355-2472|
김가네김밥|이대점|서울 서대문구 이화여대7길 46|02-312-1928|
김가네김밥|이수역점|서울 서초구 서초대로 12 세양아르비체 101-106|02-3471-0480|
김가네김밥|이천설봉점|경기 이천시 안흥로 53 신축상가 106호|031-632-3636|
김가네김밥|이천송정점|경기 이천시 증신로 303|031-637-7714|
김가네김밥|이천신하점|경기 이천시 부발읍 경충대로2265번길 3|031-635-9872|
김가네김밥|이촌점|서울 용산구 이촌로 303|02-749-7226|
김가네김밥|익산신동점|전북 익산시 무왕로 966 , 1층(신동)|063-853-5559|
김가네김밥|인덕대점|서울 노원구 초안산로2라길 17|02-995-5776|
김가네김밥|일원점|서울 강남구 일원로5길 24|02-2226-3151|
김가네김밥|자양점|서울 광진구 뚝섬로 678 (자양동)|02-447-5042|
김가네김밥|잠원점|서울 서초구 잠원로12길 4 현대상가 102호|02-534-0667|
김가네김밥|장암점|경기 의정부시 회룡로 178 , 107호(장암동)|031-826-4484|
김가네김밥|정동점|서울 중구 정동길 2-1|02-2238-5153|
김가네김밥|정자역점|경기 성남시 분당구 성남대로 393|031-784-9188|
김가네김밥|제천장락점|충북 제천시 장락로 157 (장락동)|043-651-3363|
김가네김밥|종각역점|서울 종로구 종로 65|02-722-0123|
