NAME|BRANCH|ADDR|TELL|CORDX|CORDY
시몬스|롯데 강남점|서울 강남구 도곡로 401 (대치동)|127.0532291245633|37.496959514187935|02-531-2828
시몬스|롯데 건대스타시티점|서울 광진구 능동로 92 (자양동)|127.07120433497455|37.538990856621844|02-2218-3915
시몬스|롯데 대구점|대구 북구 태평로 161 (칠성동2가)|128.59611816845518|35.87585896285076|053-660-3765
시몬스|갤러리아 타임월드점|대전 서구 대덕대로 211 (둔산동)|127.37815743590947|36.35194802652362|042-720-6941
시몬스|롯데 광복점|부산 중구 중앙대로 2 (중앙동7가)|129.03669616125623|35.0983015766001|051-678-3953
시몬스|롯데 구리점|경기 구리시 경춘로 261 (인창동)|127.14378707793217|37.60273322018902|031-550-7621
시몬스|롯데 관악점|서울 관악구 봉천로 209 (봉천동, 롯데백화점)|126.92495195229193|37.4904784387978|02-3289-8699
시몬스|롯데 대전점|대전 서구 계룡로 598 (괴정동)|127.3895538752499|36.34069178510291|042-601-2061
시몬스|롯데 동래점|부산 동래구 중앙대로 1393 (온천동)|129.0774734126722|35.21170521411243|051-668-4779
시몬스|롯데 마산점|경남 창원시 마산합포구 동서동로 18 (신포동2가)|128.57340052523796|35.20147244809706|055-240-6148
시몬스|롯데 미아점|서울 강북구 도봉로 62 (미아동)|127.03051303448306|37.61459279698343|02-944-2492
시몬스|롯데 부산본점|부산 부산진구 가야대로 772 (부전동)|129.05641232258824|35.15678779695082|051-810-2636
시몬스|롯데 상인점|대구 달서구 월배로 232 (상인동)|128.53884554459745|35.81880647251667|053-258-3665
시몬스|롯데 수원점|경기 수원시 권선구 세화로 134 (서둔동)|126.99745216960106|37.26405667572282|031-8066-0873
시몬스|롯데 분당점|경기 성남시 분당구 황새울로200번길 45 (수내동)|127.11430685665826|37.37843270902957|031-738-2864
시몬스|롯데 센텀시티점|부산 해운대구 센텀남대로 59 (우동)|129.1310720744002|35.1698523216681|051-730-3737
시몬스|롯데 안산점|경기 안산시 단원구 고잔1길 12 (고잔동)|126.83464509422706|37.31800345545835|031-412-2552
시몬스|롯데 본점|서울 중구 을지로 30 (소공동)|126.98100699997147|37.565337961569384|02-772-3998
시몬스|롯데 전주점|전북 전주시 완산구 온고을로 2 (서신동)|127.121834908457|35.83445455583471|063-289-3530
시몬스|롯데 창원점|경남 창원시 성산구 중앙대로 124 (상남동)|128.68183029523078|35.224563901187246|055-279-3655
시몬스|롯데 청량리점|서울 동대문구 왕산로 214 (전농동)|127.05114004394423|37.5841772203127|02-3707-1747
시몬스|롯데 평촌점|경기 안양시 동안구 시민대로 180 (호계동)|126.950460134295|37.39004671778952|031-8086-9789
시몬스|롯데 중동점|경기 부천시 길주로 300 (중동)|126.77530609968188|37.502533260726814|032-320-7696
시몬스|롯데 인천터미널점|인천 미추홀구 연남로 35 (관교동)|126.7015029405216|37.442479880646765|032-242-2556
시몬스|롯데 일산점|경기 고양시 일산동구 중앙로 1283 (장항동)|126.7721222948126|37.66047102692086|031-909-3812
시몬스|롯데 울산점|울산 남구 삼산로 288 (삼산동)|129.33874760229483|35.5389223141311|052-960-5541
시몬스|롯데 잠실점|서울 송파구 올림픽로 240 (잠실동)|127.09810872560753|37.51131080995086|02-2143-7784
시몬스|롯데 영등포점|서울 영등포구 경인로 846 (영등포동)|126.90766565701738|37.515667313059375|02-2164-5462
시몬스|신세계 경기점|경기 용인시 수지구 포은대로 536 (죽전동)|127.10809937442947|37.32499855398079|031-695-1482
시몬스|신세계 센텀시티점|부산 해운대구 센텀남대로 35 (우동)|129.12951959803814|35.16881628179583|051-745-2356
시몬스|롯데엘큐브 세종점|세종특별자치시 갈매로 363 (어진동)|127.26282604280436|36.49636295426024|044-415-2576
시몬스|롯데프리미엄아울렛 파주점|경기 파주시 회동길 390 (문발동)|NaN|NaN|031-960-2515
시몬스|신세계 본점|서울 중구 소공로 63 (충무로1가)|126.98096285724851|37.56088703194862|02-310-5298
시몬스|신세계 대구점|대구 동구 동부로 149 (신천동)|128.6292332889787|35.87792846029137|053-661-6735
시몬스|신세계 김해점|경남 김해시 김해대로 2232 (외동)|128.87223605501552|35.22933801821942|055-272-1416
시몬스|신세계 마산점|경남 창원시 마산합포구 합포로 251 (산호동)|128.58658828812366|35.21957738506453|055-240-1486
시몬스|신세계 강남점|서울 서초구 신반포로 176 (반포동)|127.00240893510451|37.50392724823236|02-3479-1740
시몬스|롯데 포항점|경북 포항시 북구 학산로 62 (학산동)|129.36947997472245|36.04962352517893|054-230-1810
시몬스|신세계 타임스퀘어점|서울 영등포구 영중로 9 (영등포동4가)|126.90553721128236|37.517188325582794|02-2639-4195
시몬스|현대 본점|서울 강남구 압구정로 165 (압구정동)|127.0274229325422|37.52735919616609|02-3449-5458
시몬스|신세계 충청점|충남 천안시 동남구 만남로 43 (신부동)|127.15543328455844|36.81958948374563|041-640-5446
시몬스|신세계 하남점|경기 하남시 미사대로 750 (신장동)|127.22373627711205|37.54543172011418|031-8072-1217
시몬스|현대 대구점|대구 중구 달구벌대로 2077 (계산동2가)|128.59061883563146|35.86662311325701|053-245-2779
시몬스|현대 디큐브시티점|서울 구로구 경인로 662 (신도림동, 디큐브시티)|126.88818753961019|37.508100068053714|02-2210-9475
시몬스|신세계 의정부점|경기 의정부시 평화로 525 (의정부동)|127.04585675740464|37.737985926041134|031-8082-0847
시몬스|현대 목동점|서울 양천구 목동동로 257 (목동, 하이페리온)|126.8746625766512|37.527187752202295|02-2163-1863
시몬스|현대 무역센터점|서울 강남구 테헤란로 517 (삼성동)|127.05976341303155|37.50860639134385|02-3467-8572
시몬스|현대 미아점|서울 성북구 동소문로 315 (길음동)|127.02869844219799|37.60838543773562|02-2117-1780
시몬스|현대 부산점|부산 동구 범일로 125 (범일동)|129.05856769287195|35.14129622451515|051-667-0734
시몬스|고잔점|경기 안산시 상록구 용신로 228 (사동)|126.84762651786788|37.30308173584588|031-407-8551
시몬스|현대 천호점|서울 강동구 천호대로 1005 (천호동)|127.12442913726436|37.53885666939859|02-2225-7047
시몬스|현대 충청점|충북 청주시 흥덕구 직지대로 308 (복대동)|127.42654014739013|36.644857500158025|043-909-4514
시몬스|경주점|경북 경주시 천북면 산업로 4867|129.24089696745742|35.91121348344077|054-771-4867
시몬스|현대 킨텍스점|경기 고양시 일산서구 호수로 817 (대화동)|126.75160681573145|37.667970803163485|031-822-3771
시몬스|현대 중동점|경기 부천시 길주로 180 (중동)|126.76207989704731|37.50430035985863|032-623-2769
시몬스|현대 판교점|경기 성남시 분당구 판교역로146번길 20 (백현동)|127.11208137802176|37.39278813783549|031-5170-3808
시몬스|현대 신촌점|서울 서대문구 신촌로 83 (창천동)|126.93584148576186|37.55607783033043|02-3145-2856
시몬스|현대 울산점|울산 남구 삼산로 261 (삼산동)|129.33581178209906|35.539564931409565|052-228-0788
시몬스|서청주점|충북 청주시 흥덕구 가로수로 1354 (복대동)|127.44378443447125|36.63328708481179|043-235-5000
시몬스|송파점|서울 송파구 송파대로 416 (송파동)|127.1084140039984|37.50436406632566|02-422-2418
시몬스|노량진점|서울 동작구 노량진로 131 (노량진동)|126.94045869829861|37.51376024804156|02-815-6322
시몬스|서귀포점|제주특별자치도 서귀포시 동문로 15-1 (서귀동)|126.56301972511376|33.2517506134769|064-762-0880
시몬스|금남로점|광주 북구 금남로 106 (누문동)|126.90634892395417|35.1558030475539|062-527-1575
시몬스|수지점|경기 용인시 수지구 포은대로512번길 10 (죽전동)|127.10548092734675|37.32437920471954|031-264-4071
시몬스|서김해점|경남 김해시 금관대로 1069 (풍유동)|128.84833144377907|35.22377566995278|055-342-7072
시몬스|동탄점|경기 화성시 동탄면 동탄기흥로 31|127.08689448370357|37.1638100868959|031-378-1038
시몬스|구리점|경기 구리시 벌말로 178 (토평동)|127.15028881576632|37.59221056178974|031-562-3509
시몬스|속초점|강원 속초시 사진1길 45 (장사동)|128.58975470042142|38.2216414403618|033-636-8229
시몬스|식사1단지점|경기 고양시 일산동구 고양대로 1058 (식사동)|126.8087827278622|37.67032078967058|031-969-1080
시몬스|신세계 광주점|광주 서구 무진대로 932 (광천동)|126.88261506536995|35.15967625024344|062-360-1542
시몬스|신제주점|제주특별자치도 제주시 도령로 198 (연동)|126.49589048038533|33.49698667348701|064-747-1251
시몬스|어정점|경기 용인시 기흥구 언동로 178 (상하동)|127.14261790274413|37.27976603976712|031-287-5948
시몬스|식사2단지점|경기 고양시 일산동구 무궁화로386번길 22-3 (식사동)|126.80214393908184|37.67758974342531|031-962-4117
시몬스|여수점|전남 여수시 좌수영로 471 (둔덕동)|127.69842565561237|34.76798743086839|061-653-8200
시몬스|의왕평촌점|경기 의왕시 경수대로391번길 14-12 (오전동)|126.96311098915571|37.36017334654463|031-429-9016
시몬스|아이파크몰점|서울 용산구 한강대로23길 55 (한강로3가)|126.96473595989253|37.529771799796734|02-2012-3838
시몬스|순천점|전남 순천시 서면 임촌동길 19|127.48915569862935|34.995058526350896|061-755-2900
시몬스|안동점|경북 안동시 제비원로 463 (이천동)|128.7146746617549|36.59217505356255|054-852-2878
시몬스|전자관점|대구 북구 유통단지로 45 (산격동)|128.60701531010477|35.90719040405729|053-604-1247
시몬스|좌천중앙점|부산 동구 중앙대로 458 (좌천동)|129.05477405349586|35.134403637504334|051-635-4556
시몬스|진주촉석루점|경남 진주시 남강로 653-1 (본성동)|128.08316988814167|35.19122252732419|055-741-1915
시몬스|이현점|대구 서구 국채보상로 71 (이현동)|128.53948727548558|35.86976752924022|053-565-4245
시몬스|일산공단점|경기 고양시 일산서구 경의로 901-22 (덕이동)|126.75836989194727|37.697023312973464|031-914-8014
시몬스|창원점|경남 창원시 의창구 창원대로 338 (팔용동)|128.63558828707963|35.23694064323059|055-238-3791
시몬스|제주중앙점|제주특별자치도 제주시 연삼로 177 (오라2동)|126.51158079491474|33.49304644465467|064-745-8200
시몬스|전주완산점|전북 전주시 완산구 서원로 276 (중화산동2가)|127.12479874754864|35.81174878259904|063-227-1388
시몬스|천안불당점|충남 천안시 서북구 백석로 44 (백석동)|127.11683688803177|36.822300952654814|041-621-6636
시몬스|제주서사라점|제주특별자치도 제주시 서사로 31 (삼도2동)|126.52006574535507|33.50958774281412|064-759-0077
시몬스|포항장량점|경북 포항시 북구 신덕로 223-1 (장성동)|129.39134932033167|36.08630947794207|054-249-2777
시몬스|파주운정점|경기 파주시 송학2길 78 (야당동)|126.76578263975334|37.70873290101118|031-8071-1155
