NAME|BRANCH|ADDR|TELL|TIME|XCORD|YCORD
곱창고|분당오리역점|경기 성남시 분당구 구미로9번길 13-7 (구미동, JW빌딩) |031)713-9290|15:00~02:00|127.10982373894816|37.33920623026183
곱창고|논산1호점|충남 논산시 시민로132번길 44-9 (내동) 다솜빌 1층|041)736-9293|15:00~02:00|127.10624483444155|36.1800936982684
곱창고|성남신흥역점|경기 성남시 수정구 시민로142번길 15 (신흥동) 1층|031)733-8892|15:00~02:00|127.14550520218334|37.44148059100023
곱창고|포항쌍용사거리점|경북 포항시 남구 상대로 97 (상도동) |054)275-2292|15:00~02:00|129.3575020131357|36.0145084616799
곱창고|충남당진점|충남 당진시 북문로1길 31-1 (읍내동) |041)356-9671|15:00~02:00|126.63052637224052|36.90034388954158
곱창고|대구1호점(경북지사직영점)|대구 북구 동천로 128 (동천동) |1899-9253|15:00~02:00|128.56107386209592|35.94303474945413
곱창고|동탄2신도시점|경기 화성시 동탄순환대로29길 60 (영천동) 강산프라자B105호|031)372-9592|15:00~02:00|127.10876316378277|37.20453048357353
곱창고|성남모란역점|경기 성남시 중원구 광명로16번길 6 (성남동) |031)755-9992|15:00~02:00|127.13095807770804|37.43279019387344
곱창고|광주용봉점|광주 북구 용봉택지로 87 (용봉동) |062)514-2230|15:00~02:00|126.89618992176775|35.178570284938836
곱창고|거제아주점|경남 거제시 아주1로3길 28 (아주동) |055)682-0997|15:00~02:00|128.69077687143468|34.86630191725152
곱창고|광주수완지구점|광주 광산구 장신로 189 (수완동) |062)956-9279|15:00~02:00|126.83088759100661|35.19105799323367
곱창고|진주평거점|경남 진주시 새들말로68번길 6-3 (평거동) 1층|055)746-2355|15:00~02:00|128.06101738325341|35.1681920417466
곱창고|제주1호점|제주 제주시 연동7길 30 (연동) | 064)901-8830|15:00~02:00|126.49052616767868|33.48723115134574
곱창고|장한평역점|서울 동대문구 천호대로85길 14 (장안동, 이화빌딩) |02)2212-9992|15:00~02:00|127.06643003437753|37.56257816776029
곱창고|역삼점|서울 강남구 논현로85길 47 (역삼동) 융도빌딩 1층|02)3288-7778|15:00~02:00|127.03437380769441|37.49800806867369
곱창고|청주하복대점|충북 청주시 흥덕구 2순환로1167번길 27 (복대동, 서광빌딩) |043)232-0333|15:00~02:00|127.42802849787464|36.63211378789708
곱창고|전주서신점|전북 전주시 완산구 새터로 29 (서신동) |063)277-7788|15:00~02:00|127.1101760908636|35.83609348123403
곱창고|광주경안점|경기 광주시 경안로 14-3 (경안동) |031)764-5592|15:00~02:00|127.2590540572815|37.41018322593782
곱창고|거제고현점|경남 거제시 거제중앙로24길 10 (고현동) |055)637-8292|15:00~02:00|128.6241202383938|34.88846277987763
곱창고|신천역점(본사직영점)|서울 송파구 백제고분로7길 50-1 (잠실동) |02)3431-9992|15:00~02:00|127.08450803846071|37.51065097631934
곱창고|분당판교점|경기 성남시 분당구 대왕판교로 660 (삼평동, 유스페이스1) |031)724-2781|15:00~02:00|127.10681400191869|37.40046431022458
곱창고|홍대점|서울 마포구 홍익로5안길 16 (서교동) |02)3144-3192|15:00~02:00|126.92173997978874|37.55390332770761
곱창고|군산나운점(호남지사직영점)|전북 군산시 나운5길 44 (나운동) |063)465-9772|15:00~02:00|126.70157964548598|35.96205955833667
곱창고|중앙대점|서울 동작구 서달로14길 8 (흑석동) |02)812-8892|15:00~02:00|126.96349083973033|37.507868033651754
곱창고|의정부역점|경기 의정부시 호국로1298번길 63 (의정부동) |031)821-9249|15:00~02:00|127.04851775587811|37.74061388957176
곱창고|충남서천점|충남 서천군 서천읍 사곡안길11번길 4 (사곡리) |041)951-4242|15:00~02:00|126.68600605685744|36.08188291536429
곱창고|파주운정지구점|경기 파주시 가람로51번길 26-34 (와동동) |031)941-9279|15:00~02:00|126.7575581471|37.7359706205
곱창고|부평삼산점|인천 부평구 충선로203번길 24 (삼산동, 삼산프라자)  113호|032)511-1900|15:00~02:00|126.73488685034931|37.50757977447292
곱창고|인천부평역점|인천 부평구 대정로 66 (부평동, 다운타운일레븐) |032)514-2252|15:00~02:00|126.7266770306|37.4935738872
곱창고|수원광교점|경기 수원시 영통구 도청로89번길 43 (이의동, 에듀프라자) 105호|031)212-9289|15:00~02:00|127.04721141389581|37.28916108159989
곱창고|통정지구점|충남 천안시 동남구 통정12로 23 (신방동) 1층|041)577-7992|15:00~02:00|127.1307417817075|36.77861317991152
곱창고|대학로점|서울 종로구 창경궁로34길 18-6 (명륜2가) |02)741-6788|15:00~02:00|127.00082421953678|37.58426397877032
곱창고|연신내점|서울 은평구 연서로29길 14-15 (갈현동) 1층|02)352-8125|15:00~02:00|126.91938753953714|37.61968862206481
곱창고|방배카페거리점|서울 서초구 방배중앙로 188 313호|02)599-2579|O:5시 ~ C:2시|126.9858872282|37.4956804215
곱창고|강릉교동점|강원 강릉시 하슬라로206번길 16-9 (교동) |033)643-5422|O:3시 ~ C:2시|128.877475230398|37.76714160012076
곱창고|군산수송점(호남지사직영점)|전북 군산시 동수송4길 15 (수송동) |063)465 -9779 |O:3시 ~ C:3시|126.7172085173274|35.966297162489845
곱창고|청주산남점|충북 청주시 서원구 두꺼비로78번길 71 (산남동) 1층|043)288-4552 |O:4시 ~ C:3시|127.46854090340479|36.61180845877742
곱창고|가산디지털점 |서울 금천구 가산디지털1로 131 (가산동, BYC HIGHCITY)  byc 하이시티 1층 c동 122호|02)869-9292|15:00~02:00|126.88221477423684|37.477047372356985
곱창고|전주송천점 |전북 전주시 덕진구 붓내3길 13 (송천동2가) |063)278-2292|O:4시 ~ C:2시|127.1229829624906|35.866922020348085
곱창고|강남역점|서울 강남구 강남대로96길 11 (역삼동) |02)2141-0001|O:3시 ~ C:3시|127.02788786654163|37.499909099033864
곱창고|수원곡반정동점|경기 수원시 권선구 곡선로50번길 14-1 (곡반정동, 한아름빌딩) |031)225-0792|O:3시 ~ C:2시|127.02933283155332|37.23811741579897
곱창고|파주금촌점|경기 파주시 아동로 5 (금촌동, 마가의다락방) |031-947-9229 |15:00~02:00|126.77539306058051|37.76417375620265
곱창고|전북익산점|전북 익산시 선화로3길 40 (모현동1가) |063)841-7770|O:4시 ~ C:4시|126.94080550949569|35.95239059577474
곱창고|분당미금역점|경기 성남시 분당구 돌마로 75 (금곡동, 미금프라자) |031)711-1153|O:3시 ~ C:2시|127.1104494964|37.3503892246
곱창고|인천구월동점|인천 남동구 성말로13번길 15 (구월동, 메인프라자) 메인플라자 135호  곱창고|032-438-9292|O:4시 ~ C:4시|126.70178851988175|37.44626124542297
곱창고|일산원당점(북부지사직영점)|경기 고양시 덕양구 고양대로1369번길 22 |031)967-6692|16시 부터 02시까지|126.83708403035663|37.65547367618209
곱창고|부산서면점(경남지사직영점)|부산 부산진구 중앙대로680번가길 61 (부전동) |051)802-9799|O:5시(주말4시) ~ C:3시|129.0607362366|35.1562024389
곱창고|용인김량장동점|경기 용인시 처인구 금령로99번길 6-8 |031)334-0319|O:3시 ~ C:2시|127.20802447116723|37.23613264661473
곱창고|평택송탄점|경기 평택시 특구로23번길 32 |031)666-8867|O:5시 ~ C:2시|127.06146228400311|37.06779414253674
곱창고|안양1번가점|경기 안양시 만안구 장내로143번길 34 |031)464-5055|O:3시 ~ C:3시|126.92259207326562|37.399434824880224
곱창고|오산궐동점|경기 오산시 궐동로69번서길 5 |031)377-2022|16시 부터 02시까지|127.06362872441211|37.15744897742773
곱창고|동탄북광장점|경기 화성시 동탄중심상가2길 15 |031)613-1145|O:11시 ~ C:5시 (C:일,월 3시)|127.07355074290788|37.205664070137985
곱창고|용인보정점|경기 용인시 기흥구 죽전로 17 |031)898-0818|O:4시 ~ C:2시|127.1107851455047|37.320723372609684
곱창고|안양범계역점|경기 안양시 동안구 평촌대로223번길 19 1047-4|031)476-5858|O:11시 ~ C:5시 (C:일,월 3시)|126.95464911662181|37.390888151719324
곱창고|석촌역점|서울 송파구 백제고분로41길 16 |02)415-8296|O:5시 ~ C:2시|127.10789373537523|37.507489227319674
곱창고|수원역로데오점|경기 수원시 팔달구 매산로28번길 21-9 21-9|031)251-8292|O:1시 ~ C:2시|127.00547917551802|37.26699397307102
곱창고|부천중동점|경기 부천시 소향로 111 (중동, 디아뜨갤러리) |032)326-8295|주중 4시 오픈 ~ 1시 마감 / 주말 3시 오픈 ~ 1시 마감|126.7600470327|37.5026996697
