NAME|BRANCH|ADDR|TELL
가장맛있는족발|광주경안점|경기도 광주시 경안동 73-55|031-761-0588|
가장맛있는족발|광주금호점|광주시 서구 금호동 757-8|062-373-0035|
가장맛있는족발|광주능평점|경기도 광주시 오포읍 능평로 191|031-766-2212|
가장맛있는족발|광주양벌리점|경기도 광주시 오포읍 양벌로 322|031-761-5849|
가장맛있는족발|광주초월역점|경기도 광주시 초월읍 쌍동리 199-1|031-765-5848|
가장맛있는족발|광주태전점|경기도 광주시 태전동 262-2|031-763-0333|
가장맛있는족발|구로디지털역점|서울시 구로구 구로동 1124-55|02-851-2656|
가장맛있는족발|구미봉곡점|경상북도 구미시 봉곡동 441-3|054-444-5849|
가장맛있는족발|구미산동점|경상북도 구미시 산동면 신당리 1421번지|054-473-5849|
가장맛있는족발|구미상모점|경상북도 구미시 상모동 32-1|054-465-5849|
가장맛있는족발|구미신평점|경상북도 구미시 구미대로 382(신평동)|054-461-5849|
가장맛있는족발|구미옥계점|경상북도 구미시 옥계동 844-2|054-474-5849|
가장맛있는족발|구미인동점|경상북도 구미시 인의동 836-1|054-476-0059|
가장맛있는족발|구미형곡점|경상북도 구미시 형곡동 194-10|054-453-7887|
가장맛있는족발|구의역점|서울시 광진구 구의1동 252-39|02-447-7879|
가장맛있는족발|군산나운점|전라북도 군산시 나운동 481-10|063-468-5849|
가장맛있는족발|군산미장점|전라북도 군산시 미장10길 2, 1층|063-451-0508|
가장맛있는족발|군산소룡점|전라북도 군산시 칠성로 168(소룡동)|063-465-8898|
가장맛있는족발|군산수송점|전라북도 군산시 수송동 832-2|063-462-5849|
가장맛있는족발|군산조촌점|전라북도 군산시 조촌동 2-21 세종빌딩 1층|063-443-5849|
가장맛있는족발|군자역점|서울특별시 광진구 능동 222-10|02-447-3391|
가장맛있는족발|군포당정점|경기도 군포시 당정동 971-6 대승빌딩 1층|031-427-7722|
가장맛있는족발|굽은다리역점|서울시 강동구 명일동 344-16|02-3426-5849|
가장맛있는족발|금천광장점|충청북도 청주시 상당구 산성로 104번길 21(용담동)|043-288-5849|
가장맛있는족발|길동역점|서울시 강동구 길동 414-1|02-476-0002|
가장맛있는족발|김제점|전라북도 김제시 검산동 1059-7|063-544-5849|
가장맛있는족발|김천혁신점|경상북도 김천시 혁신3로 5 154호(율곡스퀘어3 안쪽에 위치)|054-435-5849|
가장맛있는족발|김포고촌점|경기도 김포시 고촌읍 장차로 29번지|031-987-5849|
가장맛있는족발|김포구래점|경기도 김포시 구래동 6879-2, 1층|031-988-3337|
가장맛있는족발|김포운양점|경기도 김포시 김포한강 11로 310(운양동. 리엔포레1차 상가)|031-986-5849|
가장맛있는족발|김포장기점|경기도 김포시 장기동 1382|031-985-5849|
가장맛있는족발|김포풍무점|경기도 김포시 풍무로 133번지|031-998-3998|
가장맛있는족발|김해진영점|경상남도 김해시 진영읍 진영리 1609-3|055-343-5848|
가장맛있는족발|낙원점|서울시 종로구 낙원동 235-5번지|02-766-8694|
가장맛있는족발|남동탄점|경기도 화성시 경기동로 317번 가길 4-2|031-377-2932|
가장맛있는족발|남악신도시점|전라남도 무안군 삼향읍 남악리 2182 우솔빌딩 1층|061-282-2453|
가장맛있는족발|남양주마석점|경기도 남양주시 화도읍 마석로 112|031-559-5849|
가장맛있는족발|남양주오남점|경기도 남양주시 오남읍 진건오남로 778 선일프라자|031-527-4875|
가장맛있는족발|남양주호평점|경기도 남양주시 호평동 652-12|031-593-5833|
가장맛있는족발|남양주진접점|경기도 남양주시 진접읍 해밀예당3로134 1층 진접플라자|031-559-8254|
가장맛있는족발|남원점|전라북도 남원시 큰들2길 11-1(도통동)|063-633-2400|
가장맛있는족발|남한산성역점|경기도 성남시 중원구 산성대로 466|031-731-5900|
가장맛있는족발|내포신도시점|충청남도 홍성군 홍북면 신경리 에이원프라자 1층 106호|041-632-5849|
가장맛있는족발|노원점|서울특별시 노원구 상계동 725 석창빌딩|02-939-5849|
가장맛있는족발|논산점|충청남도 논산시 강산동 561번지|041-734-7990|
가장맛있는족발|다산지금점|경기도 남양주시 다산중앙로82번안길 114|031-566-6254|
가장맛있는족발|단대오거리점|경기도 성남시 중원구 금광동 15|031-735-5849|
가장맛있는족발|답십리역점|서울특별시 성동구 용답동 58-6번지|02-2242-2127|
가장맛있는족발|당진기지시점|충청남도 당진시 시곡동 반촌로 27-17|041-355-4686|
가장맛있는족발|당진송산점|충청남도 당진시 송산면 서정4길 22|041-357-5849|
가장맛있는족발|당진송악점|충청남도 당진시 송악읍 복운리 1651-10|041-354-5050|
가장맛있는족발|당진점|충청남도 당진시 읍내동 1493|041-357-7277|
가장맛있는족발|대구다사죽곡점|대구시 달성군 다사읍 매곡리 1547|053-585-5849|
가장맛있는족발|대구대현점|대구광역시 북구 대현동 199-19|053-201-5849|
가장맛있는족발|대구복현점|대구시 북구 복현2동 200-5|053-952-7888|
가장맛있는족발|대구성서점|대구광역시 달서구 이곡동 1316-17|053-555-7666|
가장맛있는족발|대구수성점|대구시 수성구 수성동4가 1023-2|053-755-0909|
가장맛있는족발|대구신서혁신점|대구광역시 동구 신서동 342-2|053-964-5885|
가장맛있는족발|대구안지랑점|대구시 남구 대명9동 813-2|053-623-5849|
가장맛있는족발|대구월성점|대구광역시 달서구 조암로32, 111호|053-636-5849|
가장맛있는족발|대구장기점|대구광역시 달서구 장기동 820-11|053-525-5849|
가장맛있는족발|대구종로점|대구시 중구 종로2가 24번지|053-256-5849|
가장맛있는족발|대구침산점|대구광역시 북구 침산동 329-2|053-351-7090|
가장맛있는족발|대구현풍점|대구광역시 달성군 유가면 테크노상업로4길 12|053-615-9893|
가장맛있는족발|대구광장코아점|대구시 달서구 두류3동 494-17|053-655-5849|
가장맛있는족발|대구수성못점|대구시 수성구 무학로 23길59, 1층|053-767-1888|
가장맛있는족발|대구연경점|대구광역시 북구 연경중앙로3길23 103,104호|053-983-0700|
가장맛있는족발|대전대덕테크노밸리점|대전광역시 유성구 관들2길 72-11|042-935-5849|
가장맛있는족발|대전송촌점|대전광역시 대덕구 송촌동 465-8|042-622-4849|
가장맛있는족발|대전유성점|대전시 유성구 봉명동 445-4|042-824-5849|
가장맛있는족발|대전관저점|대전광역시 서구 관저동 1531번지 1층 107호|042-545-5849|
가장맛있는족발|대천해수욕장점|충청남도 보령시 해수욕장8길 70 파레브호텔 1층|041-936-6100|
가장맛있는족발|덕계평산점|경상남도 양산시 평산동 104-6번지 103호|055-387-5849|
가장맛있는족발|도봉구청점|서울특별시 도봉구 마들로 663|02-956-5880|
가장맛있는족발|독산점|서울특별시 금천구 독산4동 285-23|02-858-0156|
가장맛있는족발|동대구역점|대구광역시 동구 동부로22길 43|053-744-5849|
가장맛있는족발|동대문점|서울특별시 중구 광희동1가 143-2 뉴금호타워 1층|02-2285-2004|
가장맛있는족발|동두천점|경기도 동두천시 지행동 695-1|031-858-5849|
가장맛있는족발|동묘역점|서울특별시 종로구 숭인동 298-1 1층|02-2235-1120|
가장맛있는족발|동탄2신도시점|경기도 화성시 지산2길 7|031-373-4858|
가장맛있는족발|동탄목동점|경기도 화성시 왕배산2길 4-21|031-374-5949|
가장맛있는족발|동탄직영점|경기도 화성시 반송동 87-1번지|031-8015-4450|
가장맛있는족발|동탄대로점|경기도 화성시 동탄대로 14길 5-42|031-376-5845|
가장맛있는족발|둔촌역점|서울시 강동구 성내동 429-9|02-477-5849|
가장맛있는족발|등촌역점|서울시 강서구 등촌동 506-34|02-2061-5849|
가장맛있는족발|뚝섬역점|서울특별시 성동구 상원1길 42|02-468-7535|
가장맛있는족발|망우점|서울시 중랑구 망우동 357-15|02-493-6464|
가장맛있는족발|목동점|서울특별시 강서구 화곡동 779-2|02-2648-5849|
가장맛있는족발|목포북항점|전라남도 목포시 원산중앙로7 진프라자 110호|061-272-0111|
가장맛있는족발|목포용해점|전라남도 목포시 연산동 1954-4번지|061-279-5849|
가장맛있는족발|목포하당점|전라남도 목포시 상동 1139번지 기흥빌딩|061-285-5849|
가장맛있는족발|묵동점|서울특별시 중랑구 공릉로32, B07호(공감대아파트)|02-975-5849|
가장맛있는족발|문경점촌점|경상북도 문경시 매봉로 64(모전동)|054-554-5849|
가장맛있는족발|문정법조1호점|서울특별시 송파구 법원로 127, 1층|02-401-5849|
가장맛있는족발|미아사거리점|서울시 강북구 미아동 860-262|02-987-5849|
가장맛있는족발|발산마곡점|서울특별시 강서구 마곡중앙6로 93 1층|02-2658-5849|
가장맛있는족발|방이본점|서울시 송파구 방이동 62-9번지|02-412-5952|
가장맛있는족발|배곧신도시점|경기도 시흥시 배곧3로 96 (M-플러스)|031-497-5849|
가장맛있는족발|별내신도시점|경기도 남양주시 별내중앙로57번길 19-10|031-572-5849|
가장맛있는족발|병점점|경기도 화성시 진안동 874-3|031-898-9255|
가장맛있는족발|보라매역점|서울시 동작구 대방동 400-5|02-823-3989|
가장맛있는족발|보람마들점|서울특별시 노원구 노원로 34길 110|02-935-5849|
가장맛있는족발|보령동대동점|충청남도 보령시 동대동 476-23|041-932-5849|
가장맛있는족발|복정점|경기도 성남시 수정구 복정동 686-8번지|031-723-9266|
가장맛있는족발|봉천역점|서울시 관악구 봉천로 385|02-877-5849|
가장맛있는족발|봉화산점|서울특별시 중랑구 신내동 646번지 금강리빙스텔 1층|02-3422-4788|
가장맛있는족발|부산구서점|부산광역시 금정구 수림로 66번길 101|051-515-6467|
가장맛있는족발|부산남포동점|부산시 중구 부평동 2가 52-1|051-804-7888|
가장맛있는족발|부산명장점|부산광역시 동래구 명장동 321-26|051-529-5849|
가장맛있는족발|부산명지오션시티점|부산광역시 강서구 명지동 3254-10번지|051-206-5849|
가장맛있는족발|부산반여점|부산시 해운대구 반여동 1441-53|051-527-5849|
가장맛있는족발|부산사직점|부산광역시 동래구 사직동93-6 자이언츠파크 102호|051-504-3030|
가장맛있는족발|부산서면점|부산시 부산진구 부전동 232-14|051-818-5849|
가장맛있는족발|부산수영점|부산시 수영구 광안동 50-6|051-755-5849|
가장맛있는족발|부산시청점|부산광역시 연제구 연산동 1499-21|051-867-5849|
가장맛있는족발|부산신모라점|부산시 사상구 모라동 1361번지|051-322-7721|
가장맛있는족발|부산안락점|부산광역시 동래구 안락동 468-54|051-916-4936|
가장맛있는족발|부산정관점|부산시 기장군 정관면 매학리 714-11번지|051-727-9773|
가장맛있는족발|부산주례점|부산시 사상구 주례동 55-173|051-322-5849|
가장맛있는족발|부산하단점|부산시 사하구 하단동 527-4|051-294-0116|
가장맛있는족발|부산화명점|부산광역시 북구 금곡대로 285번길 62, 103호(화명동스카이타워)|051-363-5849|
가장맛있는족발|부산대점|부산시 금정구 장전동 420-6|051-515-5849|
가장맛있는족발|부산미남로터리점|부산광역시 동래구 온천동 1424-12 더리체 1층|051-505-5849|
가장맛있는족발|부여점|충청남도 부여군 부여읍 부장대로 49|041-837-4477|
가장맛있는족발|부천범박점|경기도 부천시 소사구 옥길동 729-2|032-349-5849|
가장맛있는족발|부천상동점|경기도 부천시 상동 535-9 시그마타워1층|032-321-5597|
가장맛있는족발|분당정자점|경기도 성남시 분당구 정자동 63-1|031-711-9882|
가장맛있는족발|불광점|서울특별시 은평구 불광로111|02-354-5849|
가장맛있는족발|사가정역점|서울시 중랑구 면목동 604-33|02-493-2430|
가장맛있는족발|삼천포점|경상남도 사천시 벌리동 252-7|055-832-9500|
가장맛있는족발|상계역점|서울특별시 노원구 중계동 144-7|02-951-8887|
가장맛있는족발|상대원점|경기도 성남시 중원구 상대원3동 2357번지|031-747-7276|
가장맛있는족발|상봉역점|서울특별시 중랑구 면목로 91길 14|02-491-9898|
가장맛있는족발|상암디지털역점|서울시 마포구 상암동 2-88|02-6677-5849|
가장맛있는족발|서산동문점|충청남도 서산시 동문동 194-3|041-668-3338|
가장맛있는족발|서산예천점|충청남도 서산시 예천동 1301-1번지|041-681-5849|
가장맛있는족발|서산테크로밸리점|충청남도 서산시 성연3로 111|041-669-5522|
가장맛있는족발|서울대입구역점|서울시 관악구 봉천동 858-1|02-877-6600|
가장맛있는족발|서창2지구점|인천광역시 남동구 서창동706|032-466-5849|
가장맛있는족발|서판교점|경기도 성남시 분당구 판교동 612-2 101호|031-702-5849|
가장맛있는족발|석계역점|서울시 성북구 석관동 132-15|02-960-6191|
가장맛있는족발|선정릉점|서울특별시 강남구 봉은사로 57길 5(삼성동)|02-543-5849|
가장맛있는족발|성남미금역점|경기 성남시 분당구 금곡동 147|031-714-9592|
가장맛있는족발|성남종합운동장점|경기도 성남시 중원구 광명로 86-4|031-751-5849|
가장맛있는족발|성수역점|서울특별시 성동구 성수2가 3동 289-243|02-463-5810|
가장맛있는족발|세종고운점|세종특별자치시 마음로 240(고운동 1156)|044-864-4424|
가장맛있는족발|세종나성점|세종특별자치시 나성동 361-36 애플타워 1층|044-868-5849|
가장맛있는족발|세종대평점|세종특별자치시 대평로 87, 태양빌딩 1층|044-863-5849|
가장맛있는족발|세종도담점|세종특별자치시 보듬3로 8-29 해피라움 6차 104호|044-867-5849|
가장맛있는족발|세종보람점|세종특별자치시 한누리대로 2149 엔젤타워1층|044-865-5849|
가장맛있는족발|세종새롬점|세종특별자치시 새롬중앙로34 크리스마스 빌딩 1층|044-868-1321|
가장맛있는족발|세종조치원점|세종시 조치원읍 침산리 262-12|044-865-1177|
가장맛있는족발|속초조양점|강원도 속초시 청대로 40, KCC스위첸 상가 1층(101동 앞)|033-638-7942|
가장맛있는족발|속초교동점|강원도  속초시 미시령로 3389번길 3|033-637-7942|
가장맛있는족발|송산그린시티점|경기도 화성시 꽃내음1길 5-4 송산봄프라자 105,106호|031-355-0290|
가장맛있는족발|송탄점|경기도 평택시 서정동 815-12|031-663-5849|
가장맛있는족발|송파헬리오시티점|서울특별시 송파구 송파대로37길 74|02-418-2007|
가장맛있는족발|수락산점|서울특별시 노원구 상계동 1120-27|02-931-5849|
가장맛있는족발|수서역점|서울시 강남구 수서동 716 사이룩스 109,110호|02-3412-3949|
가장맛있는족발|수원곡반점|경기도 수원시 권선구 곡반정동 557-12|031-223-5849|
가장맛있는족발|수원율전점|경기도 수원시 장안구 율전동 297-2번지|031-295-5849|
가장맛있는족발|수원인계점|경기도 수원시 팔달구 인계동 1039-15|031-234-5849|
가장맛있는족발|수원정자점|수원시 장안구 정자동 876-1|031-269-5889|
가장맛있는족발|수원탑동점|경기도 수원시 권선구 탑동 862-1|031-296-5889|
가장맛있는족발|수원호매실점|경기도 수원시 권선구 금곡로 102번지 49-24|031-298-5849|
가장맛있는족발|수원대점|경기도 화성시 봉담읍 와우리 38-1|031-222-7877|
가장맛있는족발|수원신동점|경기도 수원시 영통구 권선로908번길 22|031-206-5849|
가장맛있는족발|수유역점|서울시 강북구 수유동 192-51|02-908-5999|
가장맛있는족발|수지데이파크점|경기도 용인시 수지구 성복동 70-1 데이파크 C동 126호, 127호|031-898-4822|
가장맛있는족발|순천오천점|전라남도 순천시 오천6길 16, 정원타워 1층|061-741-5849|
가장맛있는족발|순천조례점|전라남도 순천시 조례동 1698-1|061-727-5849|
가장맛있는족발|시흥대야점|경기도 시흥시 대야동 537 은행프라자1층|031-313-5849|
가장맛있는족발|시흥목감점|경기도 시흥시 목감동 402-3 로얄팰리스 3차|031-402-5849|
가장맛있는족발|시흥시화점|경기도 시흥시 중심상가로332 1층|031-499-5849|
가장맛있는족발|시흥정왕점|경기도 시흥시 정왕동 1858-7|031-434-5849|
가장맛있는족발|신논현역점|서울특별시 강남구 역삼동 809-6,7|02-3288-2020|
가장맛있는족발|신대방점|서울 동작구 신대방동 588-9|02-831-7663|
가장맛있는족발|신림점|서울특별시 관악구 신림동길 5|02-812-1515|
가장맛있는족발|신영통점|경기도 화성시 반월동 869 현대프라자 126호|031-203-7997|
가장맛있는족발|신정역점|서울특별시 양천구 오목로194|02-2603-5849|
가장맛있는족발|신탄진점|대전광역시 대덕구 석봉동 316-12|042-936-5849|
가장맛있는족발|아산둔포점|충청남도 아산시 둔포면 둔포리 381번지|041-542-5849|
가장맛있는족발|아산모종점|충청남도 아산시 모종동 717번지|041-545-5849|
가장맛있는족발|아산배방점|충청남도 아산시 배방읍 배방로 35-2 D동|041-544-5849|
가장맛있는족발|아산시청점|충청남도 아산시 번영로 82|041-534-3281|
가장맛있는족발|아산신창점|충청남도 아산시 신창면 남성리 213-1|041-546-5533|
가장맛있는족발|아산용화점|충청남도 아산시 용화동 1246|041-548-5849|
가장맛있는족발|아산탕정점|충청남도 아산시 탕정면 명암리 932-10|041-543-5849|
가장맛있는족발|아산월천신도시점|충남 아산시 배방읍 월천2길 8-20 한영빌딩102호|041-532-3281|
가장맛있는족발|아산테크노밸리점|충청남도 아산시 둔포면 석곡리 1378번지|041-532-5840|
가장맛있는족발|안동경북도청점|경상북도 예천군 호명면 산합리 1428 1층|054-655-5849|
가장맛있는족발|안동옥동점|경상북도 안동시 옥동 787-15|054-853-5849|
가장맛있는족발|안산반월역점|경기도 안산시 상록구 건건8길 3-4|031-599-3312|
가장맛있는족발|안산본오점|경기도 안산시 상록구 샘골로 124 1층|031-408-5849|
가장맛있는족발|안산선부점|경기도 안산시 단원구 선부광장로27 1층|031-413-5849|
가장맛있는족발|안산신길점|경기도 안산시 신길동 1647번지|031-494-5849|
가장맛있는족발|안산중앙역점|경기도 안산시 단원구 고잔동 540-5|031-485-5849|
가장맛있는족발|안산초지점|경기도 안산시 단원구 초지동 733|031-487-5849|
가장맛있는족발|안산한대역점|경기도 안산시 상록구 이동 715-9|031-407-5849|
가장맛있는족발|안산고잔와동점|경기도 안산시 단원구 고잔동 622-17 1층|031-403-5849|
가장맛있는족발|안성공도점|경기도 안성시 공도읍 만정리 814-6번지|031-658-0008|
가장맛있는족발|안성한경대점|경기도 안성시 금산동 193-3|031-672-7773|
가장맛있는족발|안성아양점|경기도 안성시 아양2로87|031-677-9026|
가장맛있는족발|안양덕천점|경기도 안양시 만안구 태평로60번길 42, 센트럴파크2차 1층|031-466-5849|
가장맛있는족발|안양1번가점|경기도 안양시 만안구 안양동 674-94|031-464-5849|
가장맛있는족발|안양호계점|경기도 안양시 동안구 평촌대로 117번길23|031-387-1200|
가장맛있는족발|양산물금점|경상남도 양산시 물금읍 범어리 2688-15|055-386-5849|
가장맛있는족발|양산신도시점|경상남도 양산시 중부동 691-3|055-366-5849|
가장맛있는족발|양산증산점|경상남도 양산시 물금읍 새실로159 나래메트로시티 D동 116호|055-381-5879|
가장맛있는족발|양산석산점|경남 양산시 동면 금오 14길 15-20, 1층|055-913-3390|
가장맛있는족발|양주고암점|경기도 양주시 고암동 159-1|031-864-5849|
가장맛있는족발|양주고읍점|경기도 양주시 광사동 652-1 오션타워 1층|031-841-5849|
가장맛있는족발|여수여서점|전라남도 여수시 문수동 190-1|061-654-5849|
가장맛있는족발|여주점|경기도 여주시 세종로 85번지(홍문동 274-6)|031-886-5849|
가장맛있는족발|연신내역점|서울시 은평구 갈현동 400-1|02-355-5849|
가장맛있는족발|영등포1호점|서울시 영등포구 영등포동 3가 9-23|02-2636-5959|
가장맛있는족발|영등포구청점|서울시 영등포구 당산동2가 164|02-3667-5849|
가장맛있는족발|영암삼호점|전라남도 영암군 삼호읍 용앙리 315-37|061-461-5849|
가장맛있는족발|영주점|경상북도 영주시 휴천동 303-15|054-635-5849|
가장맛있는족발|영통구청점|경기도 수원시 영통구 매탄동 1267-2 매탄프라자 107호|031-217-5849|
가장맛있는족발|오산갈곶점|경기도 오산시 갈곶동 162-4|031-378-2558|
가장맛있는족발|오산궐동점|경기도 오산시 궐동 699-2|031-378-6442|
가장맛있는족발|오산세교점|경기도 오산시 금암동 500-2|031-376-5849|
가장맛있는족발|오산원동점|경기도 오산시 원동 813-6|031-372-0455|
가장맛있는족발|옥정신도시점|경기도 양주시 옥정동 963-15 양주M타워|031-867-5849|
가장맛있는족발|완주봉동점|전라북도 완주군 봉동읍 둔산리 900-9|063-262-5849|
가장맛있는족발|용인구성점|경기도 용인시 기흥구 구성로 71|031-281-5849|
가장맛있는족발|용인김량장점|경기도 용인시 처인구 김량장동 133-69|031-339-5849|
가장맛있는족발|용인동백점|경기도 용인시 중동 829 골드프라자 C동|031-283-5849|
가장맛있는족발|용인둔전점|경기도 용인시 처인구 포곡읍 포곡로 108번길 6|031-335-5849|
가장맛있는족발|용인보라점|경기도 용인시 기흥구 한보라2로 11|031-282-5849|
가장맛있는족발|용인보정점|경기도 용인시 기흥구 보정동 1263번지 대덕누리에뜰 107호|031-262-5849|
가장맛있는족발|용인수지구청점|경기도 용인시 수지구 풍덕천동 712-4|031-266-0006|
가장맛있는족발|용인역북점|경기도 용인시 처인구 명지로 60번길 8-14|031-321-8253|
가장맛있는족발|용인천리점|경기도 용인시 처인구 이동면 백옥대로 630|031-332-5665|
가장맛있는족발|용인흥덕점|경기도 용인시 기흥구 영덕동 987-5|031-213-1544|
가장맛있는족발|운정신도시점|경기도 파주시 와동동 1564-6|031-957-9577|
가장맛있는족발|울산구영리점|울산시 울주군 범서읍 구영리 375-2|052-211-5849|
가장맛있는족발|울산달동점|울산광역시 남구 왕생로 27 1층|052-257-8277|
가장맛있는족발|울산매곡점|울산광역시 북구 매곡동 97-1|052-980-9988|
가장맛있는족발|울산무거점|울산광역시 남구 대학로147번길 48|052-912-0082|
가장맛있는족발|울산야음점|울산광역시 남구 신선로65번길 5(야음동)|052-265-5849|
가장맛있는족발|울산유곡점|울산광역시 중구 유곡동 480-6|052-246-1200|
가장맛있는족발|울산태화점|울산광역시 중구 태화동 489-10|052-248-5879|
가장맛있는족발|울산병영점|울산광역시 중구 약사동 625-25|052-257-7959|
가장맛있는족발|원주단계점|강원도 원주시 단계동 841-1|033-746-0102|
가장맛있는족발|원주기업도시점|강원도 원주시 지정면 신지정로153-12 1층|033-747-5849|
가장맛있는족발|원주혁신점|강원도 원주시 반곡동 1882-2|033-745-5849|
가장맛있는족발|위례북부점|서울특별시 송파구 위례광장로199, 111호|02-403-5849|
가장맛있는족발|위례중앙점|경기도 성남시 수정구 위례순환로 4길 26|031-722-5849|
가장맛있는족발|위례우남역점|경기도 성남시 수정구 위례서일로3길 4-6|031-755-5849|
가장맛있는족발|은행사거리점|서울특별시 노원구 중계동 359-20(태경빌딩 1층)|02-936-8020|
가장맛있는족발|음성금왕점|충청북도 음성군 금왕읍 무극리 588-7|043-882-5849|
가장맛있는족발|응암오거리점|서울시 은평구 응암동 592-72|02-302-4328|
가장맛있는족발|의왕역점|경기도 의왕시 부곡중앙로17|031-462-5849|
가장맛있는족발|의정부금오점|경기도 의정부시 금오동 473-4|031-853-5849|
가장맛있는족발|의정부녹양점|경기도 의정부시 녹양동 381-10|031-877-5849|
가장맛있는족발|의정부민락점|경기도 의정부시 오목로 225번길 30|031-852-5848|
가장맛있는족발|의정부호원점|경기도 의정부시 호원동 454-24번지 아성빌딩 1층|031-876-5849|
가장맛있는족발|의정부회룡점|경기도 의정부시 호원동 312-3 1층|031-875-5849|
가장맛있는족발|의정부신시가지점|경기도 의정부시 의정부2동 511|031-837-0022|
가장맛있는족발|이천송정점|경기도 이천시 송정동 82번지|031-633-4849|
가장맛있는족발|이천증포점|경기도 이천시 갈산동 550번지|031-636-5849|
가장맛있는족발|이천하이닉스점|경기도 이천시 부발읍 아미리 737-13|031-637-5849|
가장맛있는족발|이천2호점|경기도 이천시 중리동 191번지|031-631-5849|
가장맛있는족발|이천점|경기도 이천시 창전동 160-35|031-638-5849|
가장맛있는족발|익산동산점|전라북도 익산시 동산동 1054-1|063-855-5849|
가장맛있는족발|익산모현점|전라북도 익산시 모현동1가 849|063-854-5849|
가장맛있는족발|익산영등점|전라북도 익산시 영등동 843-3|063-833-5849|
가장맛있는족발|인덕원동편점|경기도 안양시 동안구 동편로 20번길 28 1층|031-424-5849|
가장맛있는족발|인덕원점|경기도 안양시 동안구 인덕원로24번길 53|031-425-5848|
가장맛있는족발|인천간석점|인천시 남동구 간석3동 921-14|032-472-5849|
가장맛있는족발|인천계산점|인천광역시 계양구 계양문화로54 1층|032-544-8882|
가장맛있는족발|인천논현역점|인천광역시 남동구 논현동 622-4|032-424-5849|
가장맛있는족발|인천만수점|인천광역시 남동구 만수1동 957번지 1층|032-469-4095|
가장맛있는족발|인천청라점|인천시 서구 연희동 799-16 청라매그놀리아 B01|032-266-6689|
가장맛있는족발|인천영종도점|인천 중구 운서동 2805-1|032-751-4982|
가장맛있는족발|인하대역점|인천광역시 미추홀구 용현동 286-4 인하아티스타 1층|032-873-5849|
가장맛있는족발|일산라페스타점|경기도 고양시 일산동구 무궁화로 43-15 한강세이프빌 1층|031-911-7775|
가장맛있는족발|일산식사지구점|경기도 고양시 일산동구 위시티2로 11번길 45|031-967-9595|
가장맛있는족발|일원점|서울특별시 강남구 일원로 9길 55|02-3412-0070|
