NAME|BRANCH|ADDR|TELL|TIME
샤브향|충남보령점|충청남도 보령시 동대동 1211번지|041-935-0811|11:00~22:00 월요일 휴무
샤브향|충북진천점|27849 충청북도 진천군 진천읍 문화로 274 문화빌딩|043-537-0202|11:30 ~ 21:30
샤브향|청주분평점|28802 충청북도 청주시 서원구 1순환로 1054 201호|043-283-4030|11:00~ 21:30
샤브향|청주금천점|28729 충청북도 청주시 상당구 중고개로243번길 4 A동 1층|043-285-0654|11:00  ~ 22:00
샤브향|청주1호점|28362 충청북도 청주시 흥덕구 2순환로 1098|043-237-0033|11:30 ~ 22:00
샤브향|제천하소점|충북 제천시 하소동 209-46|043-645-9088|11:00 ~ 21:30
샤브향|충북제천점|27144 충청북도 제천시 죽하로 83|043-642-8034|11:30 ~ 22:00
샤브향|충북오창점|28120 충청북도 청주시 청원구 오창읍 중심상업로 27 엔젤알파|043-212-0036|11:30 ~ 22:00
샤브향|충북오송점|28165 충청북도 청주시 흥덕구 오송읍 오송생명로 186 105호|043-264-0204|11:30 ~22:00 (매주 월요일 휴무)
샤브향|부산영도점|49101 부산광역시 영도구 동삼로 56 한나타워 9층 901-902호|051-405-5392|11:30~22:00
샤브향|부산연산점|47524 부산광역시 연제구 중앙대로 1111 위드타워 2층|051-868-1630|11:30~22:00
샤브향|부산다대포점|49505 부산광역시 사하구 다대로 718|051-266-0080|11:30~22:00
샤브향|부산서면점|47286 부산광역시 부산진구 서면로 48 현경빌딩 2층|051-818-0979|11:30~22:00
샤브향|부산사직점|47865 부산광역시 동래구 사직북로5번길 9|051-502-9225|11:30~22:00
샤브향|부산동래점|47808 부산광역시 동래구 명륜로 130-1 동광빌딩|051-553-0011|11:30~22:00
샤브향|부산화명점|46525 부산광역시 북구 금곡대로303번길 25 명신프라자 4층 402호|051-364-3343|11:30~22:00
샤브향|부산덕천점|46569 부산광역시 북구 만덕대로 176|051-334-4149|11:30~22:00
샤브향|부산남천점|48314 부산광역시 수영구 광남로 31 BBC빌딩 2층|051-612-3320|11:30~22:00
샤브향|부산정관점|46017 부산광역시 기장군 정관읍 정관로 566 501호|051-728-4955|11:30~22:00 (break time 15:00~17:00)
샤브향|부산남산점|46234 부산광역시 금정구 금샘로 533|051-517-9900|11:30~22:00
샤브향|부산대점|46291 부산광역시 금정구 장전온천천로 51 테라스파크 2층 217~219호|051-515-3006|11:30~22:00
샤브향|부산사상점|46968 부산광역시 사상구 광장로 81 우주빌딩 2층|051-314-9998|11:30~22:00
샤브향|부산모라점|46926 부산광역시 사상구 백양대로 987 스파캐슬 5층|051-302-3535|11:30~22:00
샤브향|부산괴정점|49381 부산광역시 사하구 사하로197번길 10|051-294-0777|11:30~22:00
샤브향|부산개금점|47006 부산광역시 사상구 가야대로 384|051-312-5454|11:30~22:00
샤브향|울산일산점|44056 울산광역시 동구 일산진5길 32 1층|052-209-0777|11:30~22:00
샤브향|울산호계점|44221 울산광역시 북구 산업로 1466 2층|052-293-3350|11:30~22:00
샤브향|울산성남점|44532 울산광역시 중구 젊음의1거리 6 동원빌딩 2층 샤브향|052-212-2318|11:30~22:00
샤브향|울산언양점|울산시 울주군 삼남면 교동리 1613-6번지|052-254-3933|11:30~22:00
샤브향|울산구영점|44924 울산광역시 울주군 범서읍 구영로 82 이프라자 201호|052-245-5151|11:30~22:00
샤브향|울산달동점|36082 울산 남구 번영로 124번길 25|052-268-2318|11:30~22:00
샤브향|경남거창점|50142 경상남도 거창군 거창읍 송정1길 12-8 2층|055-945-7111|11:30~22:00
샤브향|경남남해점|52425 경상남도 남해군 남해읍 망운로9번길 25|055-863-5577|11:30~22:00
샤브향|경남창녕점|50317 경상남도 창녕군 창녕읍 화왕산로 27|055-533-8833|11:30~22:00
샤브향|경남밀양점|50438 경상남도 밀양시 미리벌중앙로 55|055-351-4555|11:30~22:00
샤브향|경남함양점|50035 경상남도 함양군 함양읍 동위천1길 5 별궁숯불갈비|055-963-8149|11:30~22:00
샤브향|경남함안점|52044 경상남도 함안군 가야읍 성내남길 7-8 휴니온팝|055-582-3388|11:30~22:00
샤브향|김해진영점|50858 경상남도 김해시 진영읍 본산로 17 2층|055-343-4849|11:30~22:00
샤브향|김해어방점|50930 경상남도 김해시 김해대로2529번길 58|055-326-0808|11:30~22:00
샤브향|김해내외점|50948 경상남도 김해시 내외중앙로102번길 5|055-312-2334|11:30~22:00
샤브향|김해삼계점|50902 경상남도 김해시 삼계로55번길 2|055-331-1929|11:30~22:00
샤브향|양산덕계점|50549 경상남도 양산시 덕계로 144|055-365-1032|11:30~22:00
샤브향|진해이동점|51659 경상남도 창원시 진해구 진해대로776번길 27 201호|055-551-7131|11:30~22:00
샤브향|창원팔용점|51377 경상남도 창원시 의창구 팔용로 419|055-293-9992|11:30~22:00
샤브향|창원명곡점|51176 경상남도 창원시 의창구 원이대로285번길 5 O.K메디컬빌딩 202|055-265-3400|11:30~22:00
샤브향|마산해운점|51742 경상남도 창원시 마산합포구 해안대로 91 경민시티빌 101호, 106-108호|055-241-0096|11:30~22:00
샤브향|마산중리점|경상남도 창원시 마산회원구 내서읍 경상남도대로 913 201(리오빌딩)|055-232-1811|11:30~22:00
샤브향|거제옥포점|53222 경상남도 거제시 옥포대첩로 39 샤브빌딩 2층|055-688-4556|11:30~22:00
샤브향|거제고현점|53252 경상남도 거제시 거제중앙로 1925|055-637-7888|11:30~22:00
샤브향|경남사천점|52520 경상남도 사천시 사천읍 사주1길 23-5|055-852-6009|11:30~22:00
샤브향|경북왜관점|39903 경상북도 칠곡군 왜관읍 전원4길 13|054-972-8337|11:30~22:00
샤브향|경북북삼오태점|39810 경상북도 칠곡군 북삼읍 인평리 627-2|054-976-1771|11:30~22:00
샤브향|경북도청점|36849 경상북도 예천군 호명면 새움3로 36 도청W타워 3층|054-652-1588|11:30~22:00
샤브향|경북영천점|38865 경상북도 영천시 영화로 354|054-335-1225|11:30~22:00
샤브향|경산하양점|38420 경상북도 경산시 하양읍 대경로 851|053-854-8998|11:30~22:00
샤브향|경산옥곡점|38688 경상북도 경산시 옥실길 2-8|053-815-9116|11:00~22:00
샤브향|경산진량점|38457 경상북도 경산시 진량읍 공단1로 11|053-856-0809|11:30~22:00
샤브향|경산사동점|38600 경상북도 경산시 백자로 61 2층|053-816-2255|11:30~22:00
샤브향|구미옥계점|39185 경상북도 구미시 산호대로29길 13-13|054-471-7080|11:00~22:00
샤브향|구미문성점|39146 경상북도 구미시 고아읍 들성로 211 2층|054-451-2008|11:30~22:00
샤브향|구미형곡점|39311 경상북도 구미시 형곡로 141|054-456-8500|11:30~22:00
샤브향|구미인동점|39439 경상북도 구미시 인동북길 115|054-471-1455|11:30~22:00
샤브향|구미봉곡점|39207 경상북도 구미시 봉곡남로 87|054-444-3866|11:30~22:00
샤브향|김천CGV점|39660 경상북도 김천시 혁신2로 15 더스퀘어 3층 315호|054-430-7909|11:30~22:00
샤브향|김천신음점|39548 경상북도 김천시 부거리길 43|054-439-3344|11:30~22:00
샤브향|경북안동점|36709 경상북도 안동시 육사로 323 신라예식장 2층|054-843-5123|11:30~22:00
샤브향|경북영주점|36136 경상북도 영주시 대학로 256|054-636-9889|11:30~22:00
샤브향|경북성주점|40021 경상북도 성주군 성주읍 성주순환로2길 10|054-531-1137|11:30~22:00
샤브향|경주안강점|38016 경상북도 경주시 안강읍 호국로 2620 풍산레전드프라자|054-763-4949|11:30~22:00
샤브향|경주황성점|38097 경상북도 경주시 원화로 432|054-743-8877|11:30~22:00
샤브향|경북상주점|37185 경상북도 상주시 문무3길 15|054-534-4635|11:30~22:00
샤브향|포항대도점|37816 경상북도 포항시 남구 포스코대로 367 1층|054-278-4588|11:30~22:00
샤브향|포항우현점|37636 경상북도 포항시 북구 우창동로 54|054-242-5677|11:30~22:00
샤브향|포항오천점|37883 경상북도 포항시 남구 오천읍 원동로 41|054-292-5225|11:30~22:00
샤브향|포항양덕점|37587 경상북도 포항시 북구 천마로 77 1층|054-254-4646|11:30~22:00
샤브향|포항대이동점|37675 경상북도 포항시 남구 대이로189번길 11-11|054-256-7002|11:00-21:30
샤브향|포항유강점|37655 경상북도 포항시 남구 연일읍 유강길10번길 26 가동 1층|054-249-3434|11:30~22:00
샤브향|대구테크노폴리스점|43017 대구광역시 달성군 현풍읍 테크노상업로 40 월드프라자 201호|053-614-5246|11:00~22:00
샤브향|대구화원점|42947 대구광역시 달성군 화원읍 사문진로 404|053-201-2009|11:30~22:00
샤브향|대구옥포점|42974 대구광역시 달성군 옥포읍 돌미상업로1길 11|053-557-3333|11:30~22:00
샤브향|대구다사점|42918 대구광역시 달성군 다사읍 죽곡1길 5 201호|053-585-4455|11:30~22:00
샤브향|대구복현점|41530 대구광역시 북구 동북로 313|053-954-3350|11:30~22:00
샤브향|대구태전점|41447 대구광역시 북구 구암로 59 3층 301호|053-312-7337|11:30~22:00
샤브향|대구엑스코점|41517 대구광역시 북구 유통단지로8길 50 3층|053-381-3350|11:30~22:00
샤브향|대구침산점|41560 대구광역시 북구 침산로 144 A동 201호|053-356-2234|11:30~22:00
샤브향|대구상동점|42201 대구광역시 수성구 수성로 11|053-768-4848|11:30~22:00
샤브향|대구신매점|42271 대구광역시 수성구 달구벌대로 3223 2층|053-795-4100|11:30~22:00
샤브향|대구동촌유원지점|41179 대구광역시 동구 효동로2길 45 3층|053-942-2466|11:30~22:00
샤브향|대구이시아점|41027 대구광역시 동구 팔공로 250  2층|053-982-2116|11:30~22:00
샤브향|대구수성점|41253 대구광역시 동구 화랑로 5 한영빌딩|053-763-5000|11:30~22:00
샤브향|대구빨래터점|42495 대구광역시 남구 안지랑로5길 73 1층|053-621-2244|11:30~22:00
샤브향|대구수목원점|42768 대구광역시 달서구 화암로 323 2층|053-634-2004|11:30~22:00
샤브향|대구성서점|42620 대구광역시 달서구 이곡동로 29|053-592-4100|11:30~22:00
샤브향|대구상인점|18565 대구 달서구 조암남로 42 트럼프 스타|053-633-9249|11:30~22:00
샤브향|대구광장점|41855 대구광역시 서구 달구벌대로 1679|053-568-0011|11:30~22:00
샤브향|강원홍천점|25137 강원도 홍천군 홍천읍 홍천로6길 6 2층|033-432-1177|10:30 ~ 22:00
샤브향|강원원주시청점|26383 강원도 원주시 만대로 16|033-732-2244|11:30 ~ 22:00
샤브향|강원퇴계점|24367 강원도 춘천시 우묵들길 35-6|033-252-2868|11:00 ~ 22:00
샤브향|강원석사점|24401 강원도 춘천시 동내면 외솔길19번길 64-8|033-263-2555|11:00 ~ 22:00
샤브향|강원삼척점|25917 강원도 삼척시 엑스포로 4|033-572-1121|11:00 ~ 21:00
샤브향|강원동해점|25769 강원도 동해시 중앙로 248 삼양골드3차상가 3층 302호|033-535-0550|11:30-22:00 last order 20:00
샤브향|강릉교동점|25512 강원도 강릉시 교동광장로100번길 17-3|033-655-7277|11:00 ~ 21:00 (break time: 15-17) 화요일 휴무
샤브향|대전목동점|34815 대전광역시 중구 동서대로 1397|042-222-1900|11:30 ~ 22:00
샤브향|대전노은점|34145 대전광역시 유성구 노은로 71 노은스타돔아파트 101|042-256-2002|11:30 ~ 21:30 (연중무휴,코로나로 인한 마감시간이 조절 될 수 있습니다.)
샤브향|대전관저점|35382 대전광역시 서구 구봉로131번길 38|042-542-9914|11:00 ~ 22:00
샤브향|화성향남점|18598 경기도 화성시 향남읍 행정서로1길 31-28|031-353-8610|11:30 ~ 22:00
샤브향|화성봉담점|18316 경기도 화성시 봉담읍 상봉길 31 지맨프라자 120-124호|031-296-3322|11:30 ~ 22:00 (매주 월요일 휴무)
샤브향|경기이천점|17353 경기도 이천시 아리역로 98|031-636-7747|11:00 ~ 22:00
샤브향|일산화정점|10497 경기도 고양시 덕양구 화정로 53 새롬프라자 5차 203호|031-965-5655|11:30 ~ 22:00
샤브향|의정부신곡점|11733 경기도 의정부시 회룡로 181 유경빌딩 2층|031-871-3392|11:00 ~ 22:00
샤브향|용인외대점|17035 경기도 용인시 처인구 모현읍 외대로 42-1 2층|031-339-4985|11:00 ~ 22:00
샤브향|수원천천점|16329 경기도 수원시 장안구 덕영대로535번길 34 천천동그린프라자 203, 204호|031-302-6800|11:30 ~ 22:00
샤브향|수원조원점|16295 경기도 수원시 장안구 경수대로 950 아울렛쇼핑타운 271호, 272호|031-258-0646|11:30 ~ 22:00 (월요일 휴무)
샤브향|수원영통점|16704 경기도 수원시 영통구 청명남로 39 럭셔리프라자 206, 207호|031-204-2223|11:30 ~ 22:00
샤브향|수원매탄점|16545 경기도 수원시 영통구 효원로 383 매탄프라자 202호|031-213-4592|11:30 ~ 22:00
샤브향|분당판교점|13474 경기도 성남시 분당구 서판교로 154 낙생빌딩 201호|031-8016-9988|11:30 ~ 21:30
샤브향|분당구미점|13622 경기도 성남시 분당구 구미로 120 건우스포츠프라자 1층 101, 102호|031-718-0053|10:30 ~ 21:30
샤브향|분당야탑점|13569 경기도 성남시 분당구 방아로 12 정나빌딩 1층, 2층|031-702-4535|11:00 ~ 21:30
샤브향|부천중동점|14548 경기도 부천시 중동로254번길 90 중동파크타운 101~104호|032-329-2645|11:00~ 22:00
샤브향|김포신도시점|10079 경기도 김포시 김포한강1로78번길 5-7 202호|031-987-7533|11:00~ 20:00 (브레이크타임 15:00-17:00)
샤브향|광명밤일점|14260 경기도 광명시 밤일안로 27|02-898-6100|11:00 ~ 22:00
샤브향|서울광흥창역점|04087 서울특별시 마포구 토정로 193 2층|02-712-2080|11:00 ~ 22:00 (월요일 휴무)
샤브향|샤브향_구로점(新)|08227 서울특별시 구로구 중앙로 13|02-2686-1011|매일 11:00-22:00
샤브향|서울서초남부점|06716 서울특별시 서초구 효령로 260 서초빌딩 2층|02-585-9537|11:30 ~ 22:00
샤브향|서울문래점|07294 서울특별시 영등포구 문래로 83 아라비즈타워 2층 204, 205|02-2655-4555|11:30 ~ 22:00
샤브향|서울반포점|06544 서울특별시 서초구 잠원로 24 1동 (반포동,반포자이주구중심상가1동 B30호~B31호)|02-593-8844|11:00 ~ 22:00
샤브향|대구 서재점|42929 대구광역시 달성군 다사읍 서재본길 45|053-587-2777|
