NAME|BRANCH|ADDR|TELL|XCORD|YCORDL
연안식당|전주혁신도시점|전북 완주군 이서면 오공로 11-23 대성타워 1층 103호|063-227-7866|127.0565459592425|35.837990876976356
연안식당|안양점|경기 안양시 만안구 병목안로 15|031-444-4499|126.91892035897068|37.39847007340613
연안식당|광주용봉점|광주광역시 북구 설죽로 210 1층|062-412-9868|126.89782821770956|35.178294060167445
연안식당|오리역점|경기 성남시 분당구 성남대로 51 지상1층 102-103호일부(구미동,분당포스빌)|031-714-0038|127.1080922549469|37.340505308313816
연안식당|여수여천점|전남 여수시 시청서5길 3 1층|061-686-2235|127.65717455065247|34.75692076306772
연안식당|양주옥정점|경기 양주시 옥정로 222  1층 106호, 107호|031-866-4696|127.09212318197988|37.82131594625299
연안식당|전주평화점|전북 전주시 완산구 모악로 4665 1동 103호|063-285-8884|127.12926063708541|35.78616982074311
연안식당|춘천석사점|강원 춘천시 퇴계농공로 9 넥서스프라자 101호, 102호, 103호|033-261-6895|127.74519741400366|37.85234553188601
연안식당|일산식사점|경기 고양시 일산동구 위시티로 24 태종빌딩 101호일부 (좌측)|031-967-2311|126.80816334562364|37.67492017971594
연안식당|홍제역점|서울 서대문구 통일로 510 북한산더샾 1층108호|02-6014-1235|126.94116888184077|37.59457108919665
연안식당|대전노은점|대전 유성구 노은로 154 노은프라자 제1층 108호,109호|042-825-4755|127.31840166084044|36.3733106148638
연안식당|건대점|서울 광진구 능동로 68 외 3필지 이든타워 1차 상가109호,110호,111호|02-3436-8944|127.0696884439552|37.53687981656838
연안식당|어린이대공원점|서울 광진구 광나루로 361 광진동양파라곤 2단지 1층 106호|02-463-4696|127.06973993808175|37.548434202839445
연안식당|경기광주터미널점|경기 광주시 광주대로 30 1층 50,51호|031-769-0218|127.2612208834|37.4096378479
연안식당|중계점|서울 노원구 한글비석로 273 1층 102호|02-932-3330|127.07722076317003|37.652169601842445
연안식당|부천원종점|경기 부천시 소사로 712 1층 105, 106호|032-202-2500|126.8051545583079|37.51959540039041
연안식당|용인성복역점|경기 용인시 수지구 심곡로 87 주지제일아이조움 B209, B210호|031-266-7675|127.08175690768351|37.3107238866612
연안식당|압구정점|서울 강남구 논현로167길 11 1층 102호|02-545-7476|127.02719561687844|37.5244562198421
연안식당|제주연동점|제주특별자치도 제주시 신대로 169 1층|064-747-7915|126.49662502763788|33.48199798420235
연안식당|국회의사당점|서울 영등포구 국회대로66길 19 2층 201호|02-761-3337|126.91967151533501|37.52830994571216
연안식당|광주상무점|광주광역시 서구 상무중앙로 71 1층|062-373-3353|126.84779696229657|35.153176570446924
연안식당|강원삼척점|강원 삼척시 새천년도로 626|033-575-0309|129.1614491659|37.4652285753
연안식당|아산배방점|충남 아산시 배방읍 배방로13번길 24|041-547-4866|127.05698052124174|36.7755607240212
연안식당|전주송천점|전북 전주시 덕진구 사근1길 31 1층|063-274-2952|127.13055603440931|35.866665283545395
연안식당|종암동점|서울 성북구 종암로 116 1층|02-942-2922|127.0341084117|37.6006138596
연안식당|신정네거리역점|서울 양천구 중앙로 245 1층|02-6015-8990|126.85341381031554|37.518234361634846
연안식당|명동대신증권점|서울 중구 삼일대로 343 지하1층|070-7767-4000|126.98696074686852|37.565100906265485
연안식당|목포하당점|전남 목포시 하당남부로61번길 8 1층|061-246-1555|126.43061427528627|34.80101232723796
연안식당|분당수내점|경기 성남시 분당구 내정로129번길 26 1층 101호|031-717-6092|127.1143486128|37.373213934
연안식당|대전봉명점|대전 유성구 온천북로 7 레자미멀티홈 104,105호|042-823-4801|127.3440558763|36.3574653414
연안식당|오산시청점|경기 오산시 운천로 62 1층|031-376-9808|127.07473757279068|37.14801020782924
연안식당|기흥구청점|경기 용인시 기흥구 구갈로72번길 31|031-282-2442|127.11490343665945|37.28091527593921
연안식당|가산디지털점|서울 금천구 디지털로9길 32 제1층 제 101호|02-868-8848|126.88751109358344|37.47951408984022
연안식당|염창역점|서울 양천구 공항대로 596 1층|02-2645-6092|126.8709059395|37.5472850121
연안식당|라페스타점|경기 고양시 일산동구 무궁화로 25-3 104~106호|031-923-1202|126.7669413233|37.6624592769
연안식당|시화정왕점|경기 시흥시 옥구상가1길 23 1층|031-434-9688|126.7216202291|37.3531695218
연안식당|남양주호평점|경기 남양주시 늘을1로16번길 11 1층|031-594-6506|127.2414089491|37.6539732722
연안식당|쌍문역점|서울 도봉구 도봉로 463-1 1층 100호|02-990-7877|127.0334997463|37.647332018
연안식당|미아역점|서울 강북구 도봉로 169 1층|02-981-0298|127.0267288386|37.6238576719
연안식당|천안아산역점|충남 아산시 배방읍 광장로 210 요진와이시티 202동 에이 217,218,219호|041-910-9190|127.1092425793|36.7974357107
연안식당|오금역점|서울 송파구 중대로 226 2층|02-400-1161|127.1283366795|37.501522154
연안식당|안산한대점|경기 안산시 상록구 광덕1로 369 108, 109, 110호|031-437-2877|126.85045666431338|37.30813474588734
연안식당|익산모현점|전북 익산시 선화로3길 31-5 1층|063-842-1777|126.9396843837|35.9515969457
연안식당|당진시청점|충남 당진시 시청1로 86 1층|041-353-1280|126.6380868032|36.8912012394
연안식당|수원금곡점|경기 수원시 권선구 금곡로 213 딜라이트 1, 1층 103호, 104호|031-291-1300‬|126.9536454174|37.2748529155
연안식당|광주수완점|광주광역시 광산구 수완로 26 1층|062-961-1829|126.82913415863361|35.18735998097361
연안식당|청주오창점|충북 청주시 청원구 오창읍 중심상업로 30 1층 106, 107호|043-241-0109|127.4301485862312|36.71334435253735
연안식당|길음점|서울 성북구 정릉로 307 길음뉴타운 10단지 제상가동 제B 101호,102호|02-909-5303|127.0178656417|37.6032267045
연안식당|익산영등점|전북 익산시 고봉로 308|063-832-5005|126.97143105373262|35.959438677644606
연안식당|안성아양점|경기 안성시 아양1길 33-3 1층|031-675-2233|127.2563658904|37.0106320137
연안식당|대전관저점|대전 서구 관저동로 87|042-542-2288|127.3402268652|36.2998909403
연안식당|대명비발디파크점|강원 홍천군 서면 한치골길 262 오크동 지하 1층|033-434-7625|127.6873328729|37.652336805
연안식당|대전둔산점|대전 서구 대덕대로 226 1층 106~107호(명동프라자)|042-477-2599|127.3798635427|36.3527356488
연안식당|신도림점|서울 구로구 신도림로 7 금강리빙스텔 1층 112호|02-2677-1142|126.8771655526|37.5061627731
연안식당|광교아비뉴프랑점|경기 수원시 영통구 센트럴타운로 85 CB37-1호,CB37-2호|031-211-0218|127.0504699138|37.2915673108
연안식당|목포남악점|전남 무안군 삼향읍 남악3로82번길 20|061-274-1555|126.4623691043|34.8126441705
연안식당|대구월성점|대구 달서구 조암로 9 1층 107,108호|053-642-2500|128.5287705301|35.8253963657
연안식당|영종하늘도시점|인천 중구 하늘별빛로65번길 8-11 107,108호|032-751-6092|126.5624284079|37.4894576844
연안식당|검단사거리점|인천 서구 검단로459번길 3-2 정풍빌딩 101호, 102호|032-565-1142|126.6545500116|37.6015512029
연안식당|광명소하점|경기 광명시 금하로 522 1층|02-898-6092|126.8900814223096|37.45060126290676
연안식당|역곡역점|경기 부천시 경인로497번길 7 1층|032-347-0111|126.8105428418|37.4840685467
연안식당|양재역점|서울 강남구 강남대로 250 1층|02-575-3002|127.0338933587|37.4858698369
연안식당|상봉홈플러스점|서울 중랑구 망우로 353 홈플러스 상봉점 1층 X13YB호|02-437-4371|127.0916233517|37.5983343514
연안식당|인천학익점|인천 미추홀구 매소홀로 372 비 101호, 102호|032-861-2426|126.6631716248|37.4401495613
연안식당|이수역점|서울 동작구 사당로 256 1층|02-521-8919|126.9761750776|37.4832449556
연안식당|수원망포점|경기 화성시 영통로 74 106,107,112,113호|031-273-8589|127.0611572176|37.236501395
연안식당|원주행구점|강원 원주시 행구로 166|033-742-5544|127.9744521454|37.3422646544
연안식당|울산신선도원점|울산 북구 진장17길 10 신선도원몰점 1층|052-916-0189|129.3564474275|35.5624068064
연안식당|답십리사거리점|서울 동대문구 전농로 83|02-3394-5092|127.0571247557|37.5724147017
연안식당|구리별내점|경기 남양주시 별내중앙로 24 이레타워 103호, 104호|031-529-7877|127.1262225281|37.6454492642
연안식당|울산삼산점|울산 남구 삼산로 231 상업시설 더테라스가든 1층 109,110호|052-258-5554|129.3326648433|35.5388581737
연안식당|대전시청점|대전 서구 둔산중로 54 105, 106호|042-300-1219|127.3871171496|36.3515913088
연안식당|신중동점|경기 부천시 소향로253번길 25 정석프라자 1층|032-328-0522|126.7755529527|37.5016741722
연안식당|세종나성점|세종특별자치시 한누리대로 275 형성프라자 1층 102,103,104호|044-863-2598|127.2564363381267|36.488748206032156
연안식당|강남일원점|서울 강남구 일원로9길 26|02-445-3335|127.08375664020374|37.4898109311264
연안식당|파주금촌점|경기 파주시 중앙로 265 1층|031-943-9806|126.7772946271|37.7598094901
연안식당|보라매공원점|서울 영등포구 여의대방로 81-1 외2필지 1층|02-836-6092|126.9154981955|37.4970926534
연안식당|일산탄현점|경기 고양시 일산서구 일현로 97-11 일산 위브더제니스스퀘어 1동 172호|031-994-5315|126.7621678176|37.6950723163
연안식당|군자역점|서울 광진구 천호대로 562 1층|02-457-6092|127.0803541933|37.5564859818
연안식당|청주지웰점|충북 청주시 흥덕구 대농로 47-2 1층|043-232-6092|127.4277646238|36.6442475507
연안식당|의정부금오점|경기 의정부시 청사로47번길 15 골드피아 1층 112호|031-852-7944|127.0690229292|37.7521612867
연안식당|용인수지구청점|경기 용인시 수지구 풍덕천로139번길 6-2|031-263-8944|127.0967547813|37.32422808
연안식당|먹골역점|서울 중랑구 동일로 932 묵동자이2단지 2-105, 2-106호|02-948-8944|127.0775571376|37.6138378513
연안식당|김포운양점|경기 김포시 김포한강1로 247 (문양동, 혜리움타운) 123호|031-987-6098|126.6848169373|37.654267739
연안식당|하남미사역점|경기 하남시 미사강변남로 103 미사랑데르3 제1층 108, 109호|031-791-7174|127.1932964531|37.5610835261
연안식당|천안청당점|충남 천안시 동남구 청수14로 102 에이스법조타워 1층 101호, 102호(청당동)|041-551-0907|127.1573855717|36.78556275
연안식당|천안성성점|충남 천안시 서북구 성성1길 127|041-561-7566|127.1431675|36.8391404
연안식당|합정점|서울 마포구 양화로 45 합정메세나폴리스 제지층 B1116, B1117호|02-336-5070|126.9139520503|37.5515012548
연안식당|성수역점|서울 성동구 성수일로8길 53 105,106호|02-466-8892|127.0564477309|37.5452842053
연안식당|송내역점|경기 부천시 부일로 203 상동 스카이뷰자이 상가 128호|032-710-8850|126.752455749|37.4891328974
연안식당|구파발점|서울 은평구 진관2로 19 1층 103호 (휴먼프라자 1)|02-356-6095|126.9195841511|37.6348541597
연안식당|여의도 KBS별관점|서울 영등포구 여의대방로65길 17 서린빌딩 2층 213~215호|02-780-8855|126.92921892753918|37.519742115975454
연안식당|수원영통점|경기 수원시 영통구 봉영로 1590 (영통동 995-5) 제119호|031-206-3230|127.0734477353|37.2527853024
연안식당|용인상현역점|경기 용인시 수지구 광교마을로 41 1층 105, 106호|031-214-3390|127.0691796574|37.2990220466
연안식당|의정부민락점|경기 의정부시 오목로225번길 100 씨와이타워주건축물제1동 103,104호|031-852-6091|127.0945745401|37.7467521631
연안식당|고척점|서울 구로구 목동남로 6 1층 103호 104호|02-2682-6092|126.8607742383|37.50671763
연안식당|문정역점|서울 송파구 송파대로 167 문정역 테라타워 B동135호|02-2054-8944|127.12231600635431|37.48508697272708
연안식당|옥수점|서울 성동구 독서당로 216 1층|02-2298-6092|127.0147599893|37.5435632521
연안식당|평택소사벌점|경기 평택시 비전2로 212 좋은메디타워 1층 107호, 108호|031-655-1022|127.1137182563|37.0019156909
연안식당|암사역점|서울 강동구 올림픽로 801 1층|02-426-0334|127.1281708233|37.5526631732
연안식당|야탑점|경기 성남시 분당구 야탑로75번길 9 1층 102호|031-707-2040|127.1268173219|37.4108423186
연안식당|종로그랑서울점|서울 종로구 종로 33 (청진동, 그랑서울 지하 1층 B117호)|02-2158-7939|126.9814402482|37.5709602436
연안식당|길동점|서울 강동구 천호대로 1116|02-474-6092|127.1351818851|37.5346209626
연안식당|안산상록수점|경기 안산시 상록구 용신로 382 상경빌딩 107,108,109,110호|031-409-3392|126.8643523542|37.3014117452
연안식당|방배역점|서울 서초구 효령로34길 4 101호(방배동, 프린스 효령빌딩)|02-525-1002|126.9989191318|37.4813660463
연안식당|창동점|서울 도봉구 노해로 341 101호|02-999-7877|127.045912276|37.6514435316
연안식당|청라중앙점|인천 서구 중봉대로586번길 19 연희동 800-2 쳥연프라자 1층 104, 105호|032-561-7737|126.6520376016|37.5321062019
연안식당|일산화정점|경기 고양시 덕양구 화신로260번길 74 본관 120호|031-971-3777|126.8337045466|37.6341877422
연안식당|나혜석거리점|경기 수원시 팔달구 권광로196번길 27 1층 102호|031-225-5533|127.034804148|37.2647832337
연안식당|파주운정점|경기 파주시 가람로 71 명품프라자 1층 102호|031-946-4119|126.7576291521|37.7350697985
연안식당|인천삼산점|인천 부평구 충선로203번길 12 1층 5,6,7,8호|032-330-1522|126.7357103697|37.5075383718
연안식당|서대문역점|서울 종로구 통일로 146 우성빌딩 제101-3, 106호|02-733-6092|126.9655128161|37.5674355748
연안식당|웨스턴돔점|경기 고양시 일산동구 백마로213번길 12 한솔프래미낭 103호|031-908-5090|126.7739548652|37.6548686541
연안식당|동탄카림애비뉴점|경기 화성시 동탄대로시범길 134 동탄2신도시 카림애비뉴 1057-1058호(청계동)|031-372-1032|127.1132293423|37.1990623245
연안식당|서현점|경기 성남시 분당구 분당로53번길 11 1층|031-705-8005|127.1215510141|37.3840658941
연안식당|송도트리플스트리트점|인천 연수구 송도과학로16번길 33-3 C동 지하1층 ,2층|032-310-9548|126.6612512101|37.3798192687
연안식당|노원점|서울 노원구 노해로 521 1층 103,104호|02-931-4220|127.0659100738|37.6557623735
연안식당|충무로역점|서울 중구 퇴계로 198 1층|02-2279-9309|126.9939153534|37.5609424697
연안식당|범계역점|경기 안양시 동안구 평촌대로223번길 27 1층 101호|031-382-3666|126.9541929942|37.3907293959
연안식당|녹번점|서울 은평구 진흥로 66 2 층|02-354-6092|126.9214985895|37.6027478502
연안식당|왕십리점|서울 성동구 왕십리로 410  L동 1층 132호(하왕십리동)|02-2295-0833|127.0240823503|37.5665912196
연안식당|상암점|서울 마포구 월드컵북로54길 25 상암디엠씨 푸르지오시티 오피스텔동  211, 212호|02-304-7476|126.8889826823|37.5820926406
연안식당|광장동점|서울 광진구 광나루로 584 1층|02-447-0909|127.093551706|37.5430549934
연안식당|가든파이브점|서울 송파구 충민로 66 5층|02-2673-2599/2586|127.1249628964|37.477613041
연안식당|계양구청점|인천 계양구 오조산로57번길 15 명동프라자 110호|032-543-9800|126.73686376|37.5359512889
연안식당|다이닝포레스트점|서울 서초구 사임당로 157 지하1층 연안식당|02-584-6092|127.02680859298489|37.49246342966029
연안식당|잠실방이점|서울 송파구 오금로 101 1층 (방이동 65-3)|02-423-5656|127.1079426929|37.5132123608
연안식당|평촌점|경기 안양시 동안구 귀인로190번길 45 1층 (귀인로 190번길 45)|031-382-0606|126.9612839354|37.3834336411
연안식당|구월아시아드점|인천 남동구 인하로 556 1층|032-471-6092|126.7084928363|37.442594636
연안식당|여의도점|서울 영등포구 여의대로 66 KTB빌딩 1층|02-786-0225|126.9237073804|37.524550038
연안식당|역삼점|서울 강남구 논현로85길 13 근영빌딩 2층|02-562-6092|127.0362561001|37.4991067337
연안식당|마포점|서울 마포구 토정로35길 29 2층 (용강동 26-37,26-9)|02-718-6092|126.9447367638|37.5410500684
연안식당|사당점|서울 서초구 방배천로2길 2|02-588-6092|126.9829558515|37.4769282521
연안식당|서초점|서울 서초구 서초대로42길 26 1층|02-332-6092|127.0088244282|37.4907722479
연안식당|문래점|서울 영등포구 당산로 34|02-2635-6092|126.8964943795|37.5174618603
연안식당|도곡점|서울 강남구 언주로30길 10 제2층 제208호|02-575-6092|127.0515646829|37.4873374952
