NAME|BRANCH|OLDADDR|NEWADDR|TELL|XCORD|YCORD
포메인|마곡나루점|서울 강서구 마곡동 760|서울 강서구 마곡중앙5로 6 (마곡나루역보타닉푸르지오시티)|02-2664-0083|126.827041|37.56733
포메인|마곡발산점|서울 강서구 마곡동 797-1|서울 강서구 공항대로247 (퀸즈파크나인)|02-6421-9922|126.835539|37.559468
포메인|마석점|경기 남양주시 화도읍 마석우리 383-2|경기 남양주시 화도읍 비룡로62 (중앙프라자)|031-594-9870|127.3021044|37.6574936
포메인|마포점|서울 마포구 도화동 559|서울 마포구 마포대로53 (마포트라팰리스)|02-704-5494|126.9470437|37.5413911
포메인|망포역점|경기 수원시 영통구 망포동 322-3|경기 수원시 영통구 영통로195 (골든스퀘어)|031-203-6690|127.0645477|37.2504343
포메인|목동파리공원점|서울 양천구 목동 907|서울 양천구 목동서로77 (현대월드타워)|02-2062-1303|126.8779791|37.5359255
포메인|문정법조단지점|서울 송파구 문정동 644-2|서울 송파구 법원로11길 7 (문정현대지식산업센터1-2)|02-2008-1833|127.119223|37.485245
포메인|미금역점|경기 성남시 분당구 구미동 8-2|경기 성남시 분당구 돌마로52 (MD프라자)|031-713-3129|127.1077375|37.3496448
포메인|반포점|서울 서초구 반포동 57-2|서울 서초구 서초중앙로 253|02-3482-7972|127.0104598|37.50392
포메인|보라매점|서울 동작구 신대방동 395-66|서울 동작구 보라매로5길 43 (보라매삼성쉐르빌)|02-833-3129|126.923403|37.4913946
포메인|부천상동점|경기 부천시 상동 542-3|경기 부천시 상동로78 (상동동양파라곤)|032-321-4123|126.753158|37.5040026
포메인|부천점|경기 부천시 중동 1110|경기 부천시 신흥로 170 (위브더스테이트)|032-620-5922|126.7778335|37.4990246
포메인|부평CGV점|인천 부평구 청천동 386|인천 부평구 마장로 489 (아이즈빌아울렛)|032-270-2825|126.703455|37.5217753
포메인|부평삼산점|인천 부평구 삼산동 465-1|인천 부평구 길주로623 (대덕리치아노)|032-516-3111|126.7320431|37.507846
포메인|북수원점|경기 수원시 장안구 조원동 898-1|경기 수원시 장안구 송원로81|031-265-6171|127.0094346|37.3022383
포메인|분당오리역점|경기 성남시 분당구 구미동 156|경기 성남시 분당구 성남대로51 (분당포스빌오피스텔)|031-782-9123|127.108049|37.340467
포메인|산본점|경기 군포시 산본동 1142-2|경기 군포시 번영로505 (대우디오플러스)|031-344-9294|126.9332048|37.3587403
포메인|상봉이노시티점|서울 중랑구 상봉동 500|서울 중랑구 망우로 353 (상봉프레미어스엠코)|02-6081-9388|127.0932913|37.5977195
포메인|상현역점|경기 용인시 수지구 상현동 1116-3|경기 용인시 수지구 광교중앙로 295번길 13|031-212-2468|127.068202|37.297443
포메인|서울숲점|서울 성동구 성수동1가 658-1|서울 성동구 왕십리로 86|02-499-0321|127.04246|37.5457427
포메인|서울역점|서울 중구 남대문로5가 827|서울 중구 소월로2길 30 (남산트라팰리스)|02-318-1858|126.9756206|37.5539452
포메인|서초점|서울 서초구 서초동 1543-8|서울 서초구 반포대로104 (서일빌딩)|02-521-0722|127.0091707|37.4894311
포메인|선릉역점|서울 강남구 역삼동 696-18|서울 강남구 선릉로93길 8|02-553-8300|127.0477029|37.5055164
포메인|성남신흥점|경기 성남시 수정구 신흥동 4124|경기 성남시 수정구 산성대로 267|031-746-7707|127.15166976885077|37.443328930441886
포메인|송탄신장점|경기 평택시 신장동 324-21|경기 평택시 쇼핑로32|031-663-9090|127.0531274|37.080853
포메인|수내점|경기 성남시 분당구 수내동 21-1|경기 성남시 분당구 황새울로 214번길 8 (MS프라자)|031-713-8586|127.1122975|37.3781018
포메인|수원권선점|경기 수원시 권선구 권선동 1189|경기 수원시 권선구 경수대로270 (터미널동,할인점동)|031-267-7500|127.0208435|37.2503146
포메인|수원삼성디지털시티점|경기 수원시 영통구 매탄동 414-54|경기 수원시 영통구 삼성로 176-1|031-213-0852|127.0577847|37.2586106
포메인|수원아주대점|경기 수원시 팔달구 우만동 85-3|경기 수원시 팔달구 중부대로239번길5(우만동R타워)|031-216-6645|127.0423318|37.277217
포메인|수원영통점|경기 수원시 영통구 영통동 958-3|경기 수원시 영통구 봉영로 1613 (영통하우스토리)|031-202-6651|127.0739254|37.2549723
포메인|수원인계점|경기 수원시 팔달구 인계동 1113-11|경기 수원시 팔달구 권광로 181 (씨네파크)|031-222-8562|127.0322113|37.2637126
포메인|수원호매실점|경기 수원시 권선구 금곡동 1085-2|경기 수원시 권선구 금곡로 106 (우성메디피아)|031-297-9211|126.9419467|37.27392987
포메인|수지구청점|경기 용인시 수지구 풍덕천동 1080-9|경기 용인시 수지구 풍덕천로 122 (하나로프라자)|031-261-3636|127.0955396|37.3224523
포메인|수지점|경기 용인시 수지구 성복동 70-1|경기 용인시 수지구 수지로 119|031-889-3935|127.0791763|37.3130927
포메인|시흥물왕점|경기 시흥시 산현동 492|경기 시흥시 목감전원로34 (물왕레이크뷰)|031-411-8777|126.842917|37.377169
포메인|시흥배곧점|경기 시흥시 정왕동 2519|경기 시흥시 서울대학로278번길 43-13|031-499-3456|126.735316|37.370006
포메인|신촌점|서울 서대문구 창천동 33-4|서울 서대문구 연세로37|02-332-2214|126.9366673|37.5588323
포메인|안산중앙점|경기 안산시 단원구 고잔동 535-1|경기 안산시 단원구 고잔2길 41 (신양복합빌딩)|031-413-7758|126.8356354|37.3179032
포메인|안성점|경기 안성시 인지동7|경기 안성시 장기로37 (골든캐슬타워)|031-674-2100|127.2680647|37.0059356
포메인|암사역점|서울 강동구 암사동 512|서울 강동구 상암로 28|02-428-5777|127.126744210638|37.5503222093375
포메인|야탑점|경기 성남시 분당구 야탑동 355-2|경기 성남시 분당구 야탑로 75번길 9 (금호프라자)|031-701-6285|127.1268058|37.4108043
포메인|약수역점|서울 중구 신당동 369-35|서울 중구 다산로 128|02-2233-2210|127.0110298|37.5549887
포메인|여의도점|서울 영등포구 여의도동 36|서울 영등포구 의사당대로127 (롯데캐슬엠파이어)|02-782-5494|126.9263986|37.5201371
포메인|역삼GS타워점|서울 강남구 역삼동 679|서울 강남구 논현로508 (GS강남타워)|02-2005-0620|127.0372776|37.5018592
포메인|오산세교점|경기 오산시 금암동 516-2|경기 오산시 수청로199 (정원프라자)|031-378-7742|127.0446432|37.1763963
포메인|올림픽평화의문점||서울 송파구 올림픽로 424|02-425-6787|127.115517876627|37.5203396980951
포메인|왕십리민자역사점|서울 성동구 행당동 168-151|서울 성동구 왕십리 광장로17 (왕십리민자역사)|02-2200-1580|127.0379421|37.5621482
포메인|용인동백점|경기 용인시 기흥구 중동 832-1|경기 용인시 기흥구 동백5로 21-11 (동백훼미리프라자1)|031-284-4697|127.1526009|37.2771976
포메인|용인보라점|경기 용인시 기흥구 보라동 411-3|경기 용인시 기흥구 민속촌로30|031-282-7575|127.108234|37.2546977
포메인|용인역북점|경기 용인시 처인구 역북동 759-1|경기 용인시 처인구 명지로 60번길 8-10|031-321-0077|127.188075|37.231482
포메인|우면점|서울 서초구 우면동 686-2|서울 서초구 성촌1길 20|02-3462-6325|127.02132|37.465776
포메인|울산호텔다움점|울산 중구 반구동 22-6|울산 중구 번영로538 (호텔다움)|052-297-3706|129.3414902|35.5670167
포메인|원주롯데시네마점|강원 원주시 단구동 1511-1|강원 원주시 서원대로392|033-765-1006|127.948458|37.3308502
포메인|원주혁신도시점|강원 원주시 반곡동 1886-5|강원 원주시 입춘로110|033-733-2755|127.981636|37.323164
포메인|의정부로데오점|경기 의정부시 의정부동 176-10|경기 의정부시 행복로 2|031-848-3649|127.095953|37.744987
포메인|의정부민락점|경기 의정부시 민락동 809|경기 의정부시 오목로225번길 157|031-853-8022|127.0482348|37.7390791
포메인|인천청라점|인천 서구 청라동 164-1|인천 서구 중봉대로586번길 22 (청라풍림엑슬루타워)|032-566-5802|126.652398|37.531601
포메인|일산백석점|경기 고양시 일산동구 백석동 1313|경기 고양시 일산동구 장백로 19|031-906-7114|126.7891834|37.6403305
포메인|일산주엽역점|경기 고양시 일산서구 주엽동 66|경기 고양시 일산서구 강성로 121 (일산삼희프라자)|031-917-5587|126.7621233|37.6705352
포메인|전주도청점|전북 전주시 완산구 효자동3가 1527-11|전북 전주시 완산구 홍산중앙로45 (케이티빌딩)|063-225-2231|127.108762|35.8175513
포메인|전주만성점|전북 전주시 덕진구 만성동 1373-3|전북 전주시 덕진구 만성중앙로 51|063-211-0110|127.07739016136162|35.84285686768767
포메인|정자본점|경기 성남시 분당구 정자동 15-3|경기 성남시 분당구 성남대로381 (폴라리스빌딩)|031-711-9203|127.107506|37.3702444
포메인|제주노형점|제주특별자치도 제주시 노형동 3783-2|제주특별자치도 제주시 1100로 3339|064-902-9600|126.479886328797|33.4842641728675
포메인|죽전보정점|경기 용인시 기흥구 보정동 557-7|경기 용인시 기흥구 용구대로2593|031-276-0344|127.1064881|37.2816038
포메인|죽전새터마을점|경기 용인시 수지구 죽전동 1197-1|경기 용인시 수지구 현암로128 (센타프라자)|031-272-8122|127.1235016|37.3314248
포메인|중계점|서울 노원구 중계동 359-9|서울 노원구 한글비석로269 (마들플라자)|02-935-6162|127.0767715|37.6516789
포메인|천안점|충남 천안시 동남구 신부동 966|충남 천안시 동남구 만남로9 (더샾오피스텔)|041-552-1417|127.1528971|36.81904561
포메인|천천점|경기 수원시 장안구 천천동 527-4|경기 수원시 장안구 만석로19번길 25-6 (광장프라자)|031-271-0307|126.9828508|37.2965135
포메인|철산로데오점|경기 광명시 철산동 265|경기 광명시 오리로 856번길 7|02-2060-3737|126.8676861|37.4751911
포메인|청주수암골점|충북 청주시 상당구 수동 112-118|충북 청주시 상당구 수암로31|043-222-2366|127.494583|36.644849
포메인|청주지웰시티점|충북 청주시 흥덕구 복대동 3379|충북 청주시 흥덕구 대농로43 (신영지웰시티)|043-238-5570|127.4249375|36.64368574
포메인|충북오창점|충북 청주시 청원구 오창읍 양청리 752-4|충북 청주시 청원구 오창읍 과학산업2로 375|043-216-7377|127.4227615|36.7157411
포메인|코엑스점|서울 강남구 삼성동 159|서울 강남구 테헤란로 87길 36 (도심공항타워)|02-2016-7733|127.0585824|37.5101935
포메인|태릉입구역점|서울 노원구 공릉동 670-20|서울 노원구 동일로 986|02-6085-4014|127.07637956624775|37.61861025256613
포메인|파주 문산점|경기 파주시 문산읍 당동리 888-7|경기 파주시 문산읍 방촌로 1725|031-952-5656|126.78472842483048|37.86676684625332
포메인|파주교하점|경기 파주시 동패동 1694-2|경기 파주시 청석로 256 (교하일번가빌딩)|031-944-1173|126.7177462|37.7246073
포메인|평촌점|경기 안양시 동안구 호계동 1047-8|경기 안양시 동안구 평촌대로 221 (센터프라자)|031-381-9294|126.9552863|37.3910891
포메인|평택뉴코아점|경기 평택시 비전동 830|경기 평택시 경기대로 279 (뉴코아아울렛백화점)|031-650-6577|127.1124638|36.9956096
포메인|포메인 레드 도곡점|서울 강남구 도곡동 467-7|서울 강남구 언주로30길 21|02-3463-8880|127.0520135015319|37.4888654077652
포메인|포메인 레드 동탄호수점|경기 화성시 송동 694|경기 화성시 동탄대로 181|031-375-8501|127.104078001389|37.1720762292297
포메인|포메인 레드 서현역점|경기 성남시 분당구 서현동 272-1|경기 성남시 분당구 황새울로 325|031-702-5872|127.121426404731|37.3855667663695
포메인|포메인 레드 압구정역점|서울 강남구 신사동 578-4|서울 강남구 압구정로28길 14|02-518-5336|127.027585240521|37.52572834467614
포메인|포메인 레드 이태원점|서울 용산구 이태원동 44-17|서울 용산구 녹사평대로32길 47|02-790-8777|126.990789128387|37.5327095548932
포메인|포메인 레드 인천구월점|인천 남동구 구월동 1456|인천 남동구 예술로 138|032-710-5727|126.70100658216248|37.446241249675815
포메인|포메인 레드 전주송천에코시티점|전북 전주시 덕진구 송천동2가 1336-3|전북 전주시 덕진구 세병서로 22|063-252-2277|127.124609567652|35.8716381321232
포메인|포메인 레드 천안성성레이크점|충남 천안시 서북구 성성동 674|충남 천안시 서북구 성성8로 4|041-909-4901|127.128727658171|36.8397364577311
포메인|포항양덕점|경북 포항시 북구 양덕동 1344|경북 포항시 북구 천마로 73|054-254-1160|129.3965192|36.0831597
포메인|포항이동점|경북 포항시 남구 이동 661-2|경북 포항시 남구 포스코대로 127|054-273-1160|129.3399715|36.0261385
포메인|향남점|경기 화성시 향남읍 행정리 487-3|경기 화성시 향남읍 발안로 116 (중앙프라자)|031-354-3750|126.9228913|37.131026
포메인|홍제점|서울 서대문구 홍제동 469|서울 서대문구 통일로 397 (인왕산한신휴플러스)|02-736-4444|126.9474505|37.5850354
포메인|화성봉담점|경기 화성시 봉담읍 동화리 600-3|경기 화성시 봉담읍 동화길 93-12|031-278-6742|126.9597617|37.2167492
포메인|화성시청점|경기 화성시 남양읍 남양리 2072-7|경기 화성시 남양읍 시청로 113|031-356-2119|126.826078132416|37.2008885449411
포메인|황학롯데캐슬점|서울 중구 황학동 2545|서울 중구 청계천로400 (롯데캐슬베네치아)|02-2048-5989|127.021314|37.570836
포메인|흥덕점|경기 용인시 기흥구 영덕동 985-1|경기 용인시 기흥구 흥덕2로 87번길18 (이씨티)|031-216-1279|127.0719098|37.2757338
