번호|개방서비스명|개방서비스ID|개방자치단체코드|관리번호|인허가일자|인허가취소일자|영업상태구분코드|영업상태명|상세영업상태코드|상세영업상태명|폐업일자|휴업시작일자|휴업종료일자|재개업일자|소재지전화|소재지면적|소재지우편번호|소재지전체주소|도로명전체주소|도로명우편번호|사업장명|최종수정시점|데이터갱신구분|데이터갱신일자|업태구분명|좌표정보(X)|좌표정보(Y)|문화체육업종명|문화사업자구분명|지역구분명|총층수|주변환경명|제작취급품목내용|보험기관명|건물용도명|지상층수|지하층수|객실수|건축연면적|영문상호명|영문상호주소|선박총톤수|선박척수|선박제원|무대면적|좌석수|기념품종류|회의실별동시수용인원|시설면적|놀이기구수내역|놀이시설수|방송시설유무|발전시설유무|의무실유무|안내소유무|기획여행보험시작일자|기획여행보험종료일자|자본금|보험시작일자|보험종료일자|부대시설내역|시설규모
11|한옥체험업|03_11_06_P|3000000|CDFI3261132017000004|20170616||01|영업/정상|13|영업중||||||||서울특별시 종로구 권농동 152-2번지|서울특별시 종로구 율곡로10길 15-14 (권농동)|03134|해밀 게스트하우스|20170616133530|I|2018-08-31 23:59:59.0||199172.261259753    |452698.071877083    |한옥체험업||주거지역|1|||||1||||Haemil guest house|Traditional Korean housing experiencing business||||||||87.51|||||||||||||88
12|한옥체험업|03_11_06_P|3000000|CDFI3261132017000003|20170525||01|영업/정상|13|영업중||||||||서울특별시 종로구 명륜1가 31-6번지|서울특별시 종로구 성균관로16길 7 (명륜1가)|03068|혜화1938|20180118091931|I|2018-08-31 23:59:59.0||199813.645416296    |454147.045717578    |한옥체험업||주거지역|1||||단독주택|1|1|||Hyehwa1938|Traditional Korean housing experiencing business||||||||72.73|||||||||175000000||||73
13|한옥체험업|03_11_06_P|3000000|CDFI3261132018000014|20180913||03|폐업|03|폐업|20190601||20190601|||||서울특별시 종로구 옥인동 95-1번지|서울특별시 종로구 필운대로 55-5 (옥인동)|03034|No Filter|20190625184448|U|2019-06-27 02:40:00.0||197133.271070936    |453198.202840188    |한옥체험업||일반주거지역|1|학교정화(상대)|||단독주택|1|1|||No Filter|Traditional Korean housing experiencing business||||||||39.67|||||||||||||40
14|한옥체험업|03_11_06_P|3000000|CDFI3261132018000015|20181122||01|영업/정상|13|영업중||||||||서울특별시 종로구 누하동 155-1번지|서울특별시 종로구 필운대로5길 17 (누하동)|03039|달달한|20181122132554|I|2018-11-24 02:36:46.0||197078.881672675    |453000.228384028    |한옥체험업|||||||단독주택|||||Dal Dal Han|Traditional Korean housing experiencing business||||||||86|||||||||||||86
15|한옥체험업|03_11_06_P|3000000|CDFI3261132018000016|20181228||01|영업/정상|13|영업중|||||02-742-3410|||서울특별시 종로구 계동 99-1번지|서울특별시 종로구 계동길 49-21 (계동)|03056|락고재|20181228091121|I|2019-01-01 02:20:34.0||198709.56428864     |453081.974379354    |한옥체험업||일반주거지역|1||||단독주택|1|0|||RAKKOJAE|Traditional Korean housing experiencing business||||||||15.84|||||||||||||16
16|한옥체험업|03_11_06_P|3000000|CDFI3261132019000003|20190308||01|영업/정상|13|영업중||||||||서울특별시 종로구 누하동 118-4번지|서울특별시 종로구 필운대로5나길 3-1 (누하동)|03038|누와(NUWA)|20190422145608|U|2019-04-24 02:40:00.0||197085.059883294    |453030.425155695    |한옥체험업||일반주거지역|||||단독주택|||||NUWA|Traditional Korean housing experiencing business||||||||26.81|||||||||||||27
17|한옥체험업|03_11_06_P|3000000|CDFI3261132019000004|20190325||01|영업/정상|13|영업중||||||||서울특별시 종로구 체부동 120-8번지|서울특별시 종로구 자하문로5길 18-18 (체부동)|03040|아룸서울|20190326164716|I|2019-03-28 02:20:07.0||197325.903163235    |452854.656321946    |한옥체험업|||||||단독주택|||||AROOM SEOUL|Traditional Korean housing experiencing business||||||||81.93|||||||||||||82
18|한옥체험업|03_11_06_P|3000000|CDFI3261132019000001|20190219||01|영업/정상|13|영업중||||||||서울특별시 종로구 체부동 163-3번지|서울특별시 종로구 자하문로1라길 16 (체부동)|03041|물레방아|20190219095632|I|2019-02-21 02:21:27.0||197349.001092734    |452760.625355576    |한옥체험업|||||||단독주택|||||The Waterwheel House|Traditional Korean housing experiencing business||||||||76.03|||||||||||||76
19|한옥체험업|03_11_06_P|3000000|CDFI3261132019000002|20190227||01|영업/정상|13|영업중||||||||서울특별시 종로구 효자동 33-1번지|서울특별시 종로구 자하문로 68-6 (효자동)|03042|다솜게스트하우스2|20190227182609|I|2019-03-01 02:21:54.0||197381.436088144    |453301.065384662    |한옥체험업||일반주거지역||주택가주변|||단독주택|||||DASOM GUESTHOUSE2|Traditional Korean housing experiencing business||||||||72.19|||||||||||||72
20|한옥체험업|03_11_06_P|3000000|CDFI3261132019000006|20190522||01|영업/정상|13|영업중|||||02-732-2085|||서울특별시 종로구 누상동 166-14번지|서울특별시 종로구 옥인6길 37-5 (누상동)|03038|썸웨어(Somewhere)|20190522093848|I|2019-05-24 02:20:53.0||196842.940354518    |453142.583889586    |한옥체험업|||||||단독주택|||||Somewhere|Traditional Korean housing experiencing business||||||||88.25|||||||||||||88
21|한옥체험업|03_11_06_P|3000000|CDFI3261132019000007|20190605||01|영업/정상|13|영업중||||||||서울특별시 종로구 체부동 118-11번지|서울특별시 종로구 자하문로5가길 17-6 (체부동)|03040|기원(基苑)|20190605175032|I|2019-06-07 02:21:05.0||197327.529119733    |452885.67225693     |한옥체험업|||||||단독주택|||||Key Hanok|Traditional Korean housing experiencing business||||||||59.5|||||||||||||60
22|한옥체험업|03_11_06_P|3000000|CDFI3261132019000005|20190429||01|영업/정상|13|영업중||||||||서울특별시 종로구 계동 91번지|서울특별시 종로구 북촌로6길 32-6 (계동)|03056|광게스트하우스|20190429174602|I|2019-05-01 02:20:35.0||198725.139646016    |453090.13192239     |한옥체험업|||||||단독주택|||||Gwang Guesthouse|Traditional Korean housing experiencing business||||||||58.81|||||||||||||59
23|한옥체험업|03_11_06_P|3000000|CDFI3261132018000012|20180726||01|영업/정상|13|영업중||||||||서울특별시 종로구 누하동 225-1번지|서울특별시 종로구 필운대로 26-21 (누하동)|03040|이화한옥 시인의 집|20180821091611|I|2018-08-31 23:59:59.0||197227.698668265    |452942.903257342    |한옥체험업||일반주거지역|1|주택가주변|||단독주택|1||||Ihwahanok - The Poet's House|Traditional Korean housing experiencing business||||||||36.48|||||||||||||36
24|한옥체험업|03_11_06_P|3000000|CDFI3261132018000011|20180717||01|영업/정상|13|영업중||||||||서울특별시 종로구 계동 100-5번지|서울특별시 종로구 계동길 59-6 (계동)|03056|이소헌|20180717093920|I|2018-08-31 23:59:59.0||198729.759711714    |453067.249104579    |한옥체험업||일반주거지역|1|주택가주변|||단독주택|||||ISOHEON|Traditional Korean housing experiencing business||||||||101.14|||||||||||||101
25|한옥체험업|03_11_06_P|3000000|CDFI3261132018000010|20180717||01|영업/정상|13|영업중||||||||서울특별시 종로구 창신동 580-15번지|서울특별시 종로구 창신1길 22 (창신동)|03106|바닐라 3 스위트|20180820161235|I|2018-08-31 23:59:59.0||200962.202725769    |452236.731053085    |한옥체험업||준주거지역|1|기타|||단독주택|||||VANILLA 3 SUITE|Traditional Korean housing experiencing business||||||||39.67|||||||||||||40
26|한옥체험업|03_11_06_P|3000000|CDFI3261132018000009|20180627||01|영업/정상|13|영업중||||||||서울특별시 종로구 체부동 91-3번지|서울특별시 종로구 자하문로5가길 11 (체부동)|03040|김치한옥게스트하우스|20180627104221|I|2018-08-31 23:59:59.0||197375.264655577    |452868.544321192    |한옥체험업||일반주거지역|1||||단독주택|1|0|||Kimchi Hanok Guesthouse|Traditional Korean housing experiencing business||||||||39.1|||||||||||||39
27|한옥체험업|03_11_06_P|3000000|CDFI3261132018000008|20180608||01|영업/정상|13|영업중||||||||서울특별시 종로구 창신동 190번지|서울특별시 종로구 종로 313-16 (창신동)|03105|"Hi, 동대문 한옥게스트하우스"|20180608144920|I|2018-08-31 23:59:59.0||201063.421665224    |452286.426630292    |한옥체험업||일반주거지역|1|기타|||단독주택|||||"Hi, Dongdeamun haok guesthouse"|Traditional Korean housing experiencing business||||||||66.12|||||||||||||66
28|한옥체험업|03_11_06_P|3000000|CDFI3261132018000007|20180523||01|영업/정상|13|영업중||||||||서울특별시 종로구 누하동 72번지|서울특별시 종로구 필운대로5가길 16-5 (누하동)|03037|소소하우스|20180523093948|I|2018-08-31 23:59:59.0||197117.583381848    |453109.356585728    |한옥체험업||일반주거지역|1|기타|||단독주택|1|0|||SOSO HOUSE|Traditional Korean housing experiencing business||||||||44.47|||||||||||||44
29|한옥체험업|03_11_06_P|3000000|CDFI3261132018000005|20180404||01|영업/정상|13|영업중||||||||서울특별시 종로구 안국동 97번지|서울특별시 종로구 율곡로5길 3-19 (안국동)|03060|서울이야기 한옥|20180404105817|I|2018-08-31 23:59:59.0||198572.636207347    |452747.239564952    |한옥체험업||일반주거지역|1|주택가주변|||단독주택|1||||SEOULSTORY HANOK|Traditional Korean housing experiencing business||||||||82.64|||||||||||||83
30|한옥체험업|03_11_06_P|3000000|CDFI3261132018000004|20180330||01|영업/정상|13|영업중||||||||서울특별시 종로구 계동 29번지|서울특별시 종로구 계동4길 9 (계동)|03057|제이한옥|20180330134757|I|2018-08-31 23:59:59.0||198812.421070257    |453335.753927513    |한옥체험업||일반주거지역|1|주택가주변|||단독주택|1||||JAY Hanok|Traditional Korean housing experiencing business||||||||42.98|||||||||||||43
31|한옥체험업|03_11_06_P|3000000|CDFI3261132018000003|20180207||01|영업/정상|13|영업중||||||||서울특별시 종로구 체부동 18-8번지|서울특별시 종로구 자하문로5가길 26-1 (체부동)|03040|서형가|20180207091559|I|2018-08-31 23:59:59.0||197329.7084088      |452923.507473984    |한옥체험업||일반주거지역|1|기타|||단독주택|1||||Seo Hyeong Ga|Traditional Korean housing experiencing business||||||||46.28|||||||||||||46
32|한옥체험업|03_11_06_P|3000000|CDFI3261132016000010|20160307||01|영업/정상|13|영업중||||||||서울특별시 종로구 권농동 187-14번지|서울특별시 종로구 율곡로10길 81-3 (권농동)|03134|다자연 한옥게스트하우스|20181023100823|U|2018-10-25 02:36:19.0||199209.892234586    |452407.791222685    |한옥체험업|||1||||단독주택|||||Dajayon guest house|Traditional Korean housing experiencing business||||||||72.73|||||||||||||73
33|한옥체험업|03_11_06_P|3000000|CDFI3261132016000009|20160307||01|영업/정상|13|영업중||||||||서울특별시 종로구 체부동 118-10번지|서울특별시 종로구 자하문로5가길 21-3 (체부동)|03040|기비하우스|20160307175953|I|2018-08-31 23:59:59.0||197325.157228351    |452894.079301685    |한옥체험업|||||||단독주택|1|||||||||||||39.67|||||||||||||40
34|한옥체험업|03_11_06_P|3000000|CDFI3261132013000014|20131119||01|영업/정상|13|영업중|||||||110260|서울특별시 종로구 가회동 11-62번지|서울특별시 종로구 창덕궁길 168-3 (가회동)|03051|한옥 게스트하우스 202|20131119154747|I|2018-08-31 23:59:59.0||198744.242087488    |453444.773781052    |한옥체험업||일반주거지역|1|학교정화(절대)|||단독주택||||||||||||||46.28|||||||||||||46
35|한옥체험업|03_11_06_P|3000000|CDFI3261132013000013|20131007||03|폐업|03|폐업|20131122||20131122||||110360|서울특별시 종로구 와룡동 60번지|서울특별시 종로구 율곡로8길 67 (와룡동)|110360|궁 게스트하우스|20131122180541|I|2018-08-31 23:59:59.0||199171.680375348    |452452.323673795    |한옥체험업||일반상업지역|1||||단독주택|1|||||||||||||103.39|||||||||||||103
36|한옥체험업|03_11_06_P|3000000|CDFI3261132018000002|20180124||01|영업/정상|13|영업중||||||||서울특별시 종로구 창성동 94-20번지|서울특별시 종로구 자하문로14길 17-7 (창성동)|03043|수피아 게스트하우스|20180201143129|I|2018-08-31 23:59:59.0||197424.832863935    |453180.208396678    |한옥체험업|||1||||단독주택|1|0|||Supia Guesthouse|Traditional Korean housing experiencing business||||||||29.76|||||||||||||30
37|한옥체험업|03_11_06_P|3000000|CDFI3261132018000001|20180104||01|영업/정상|13|영업중||||||||서울특별시 종로구 삼청동 35-129번지|서울특별시 종로구 북촌로11길 73-4 (삼청동)|03052|에밀(Emile)|20180105133952|I|2018-08-31 23:59:59.0||198431.477307716    |453524.855170663    |한옥체험업|||1|||||1|0|||Emile|Traditional Korean housing experiencing business||||||||52.89|||||||||||||53
38|한옥체험업|03_11_06_P|3000000|CDFI3261132017000009|20171030||01|영업/정상|13|영업중||||||||서울특별시 종로구 통인동 48-1번지|서울특별시 종로구 필운대로6길 21 (통인동)|03036|아담한옥|20171030171848|I|2018-08-31 23:59:59.0||197250.315229106    |453115.238174359    |한옥체험업|||1||||단독주택|1||||ADAM HANOK|Traditional Korean housing experiencing business||||||||14.75|||||||||||||15
39|한옥체험업|03_11_06_P|3000000|CDFI3261132017000008|20171024||01|영업/정상|13|영업중||||||||서울특별시 종로구 필운동 137-4번지|"서울특별시 종로구 사직로9길 4, 2층 (필운동)"|03027|이화한옥 사직루|20180821091803|I|2018-08-31 23:59:59.0||197180.236841431    |452685.973690225    |한옥체험업||||||||||||Ihwahanok - Sajikru|Traditional Korean housing experiencing business||||||||53.33|||||||||||||53
40|한옥체험업|03_11_06_P|3000000|CDFI3261132017000007|20170912||01|영업/정상|13|영업중||||||||서울특별시 종로구 계동 119-1번지|서울특별시 종로구 계동길 53 (계동)|03056|우당|20170912162949|I|2018-08-31 23:59:59.0||198747.191513842    |453041.843955602    |한옥체험업|||2|||||1|1|||Wu Dang|Traditional Korean housing experiencing business||||||||120.88|||||||||||||121
41|한옥체험업|03_11_06_P|3000000|CDFI3261132017000006|20170720||01|영업/정상|13|영업중||||||||서울특별시 종로구 가회동 87번지|서울특별시 종로구 북촌로9길 16-1 (가회동)|03055|클라시코 북촌|20170720133918|I|2018-08-31 23:59:59.0||198532.541386209    |453219.184379954    |한옥체험업|||||||단독주택|||||Classico Bukchon|Traditional Korean housing experiencing business||||||||92.56|||||||||||||93
42|한옥체험업|03_11_06_P|3000000|CDFI3261132017000005|20170703||01|영업/정상|13|영업중||||||||서울특별시 종로구 가회동 37-4번지|서울특별시 종로구 북촌로11길 17-5 (가회동)|03055|하노크 북촌|20170703165001|I|2018-08-31 23:59:59.0||198504.521530571    |453259.841842954    |한옥체험업|||1|||||1||||Hanoque Bukchon|Traditional Korean housing experiencing business||||||||69.4|||||||||||||69
43|한옥체험업|03_11_06_P|3000000|CDFI3261132012000019|20120521||01|영업/정상|13|영업중|||||||110043|서울특별시 종로구 통인동 65-1번지|서울특별시 종로구 자하문로11길 21-8 (통인동)|03036|한게스트하우스|20120719151158|I|2018-08-31 23:59:59.0||197265.4321243      |453071.186666282    |한옥체험업||일반주거지역|1|학교정화(상대)|||단독주택|1|||||||||||||40.83|||||||||||||41
44|한옥체험업|03_11_06_P|3000000|CDFI3261132012000018|20120514||01|영업/정상|13|영업중|||||02-763-6979|||서울특별시 종로구 가회동 79번지 12호|서울특별시 종로구 북촌로9길 3-4 (가회동)|03055|명가재|20180208112351|I|2018-08-31 23:59:59.0||198569.547085768    |453205.571681575    |한옥체험업||주거지역|1|학교정화(상대)|||단독주택|1|||||||||||||115.6|||||||||||||116
45|한옥체험업|03_11_06_P|3000000|CDFI3261132012000015|20120425||03|폐업|03|폐업|20150128||20150128||||110800|서울특별시 종로구 계동 32-12번지|서울특별시 종로구 계동4길 15-3 (계동)|110800|한옥 게스트 하우스|20150128162655|I|2018-08-31 23:59:59.0||198827.874900274    |453368.531810187    |한옥체험업||일반주거지역|1|학교정화(상대)|||단독주택|1|||||||||||||139.8|||||||||||||140
46|한옥체험업|03_11_06_P|3000000|CDFI3261132015000012|20150724||01|영업/정상|13|영업중|||||||110260|서울특별시 종로구 가회동 1-40번지|서울특별시 종로구 북촌로 77-6 (가회동)|03052|Alice BNB|20150724111836|I|2018-08-31 23:59:59.0||198582.267417865    |453512.574120934    |한옥체험업|||||||||||||||||||||44.78|||||||||200000000||||45
47|한옥체험업|03_11_06_P|3000000|CDFI3261132015000011|20150716||01|영업/정상|13|영업중|||||02-722-8254||110043|서울특별시 종로구 통인동 101번지|서울특별시 종로구 자하문로13길 4-9 (통인동)|03036|서림재|20150716174109|I|2018-08-31 23:59:59.0||197346.924827389    |453133.298881724    |한옥체험업|||||||||||||||||||||82.64|||||||||1150000000||||83
48|한옥체험업|03_11_06_P|3000000|CDFI3261132015000010|20150618||01|영업/정상|13|영업중|||||||110210|서울특별시 종로구 화동 29번지|서울특별시 종로구 북촌로5나길 3-8 (화동)|03053|소나무|20150618110718|I|2018-08-31 23:59:59.0||198328.337102034    |453232.660836106    |한옥체험업|||||||||||||||||||||82.45|||||||||15000000||||82
49|한옥체험업|03_11_06_P|3000000|CDFI3261132015000003|20150331||01|영업/정상|13|영업중||||||||서울특별시 종로구 재동 53-2번지|서울특별시 종로구 북촌로 20-17 (재동)|03059|북촌 게스트하우스|20160721175535|I|2018-08-31 23:59:59.0||198668.46628528     |452928.248856538    |한옥체험업|||1|||||1||||Buchon Guesthouse|Traditional Korean housing experiencing business||||||||58.67|||||||||100000000||||59
50|한옥체험업|03_11_06_P|3000000|CDFI3261132014000010|20140728||01|영업/정상|13|영업중|||||02-744-2837||110530|서울특별시 종로구 혜화동 5-12번지|서울특별시 종로구 혜화로16길 13-6 (혜화동)|03067|모꼬지|20140728103816|I|2018-08-31 23:59:59.0||199903.722532063    |454268.534349687    |한옥체험업||일반주거지역|1|학교정화(상대)|||단독주택|1|1||||||||||||99.17|||||||||||||99
51|한옥체험업|03_11_06_P|3000000|CDFI3261132014000009|20140718||03|폐업|03|폐업|20171207||20171207||||110240|서울특별시 종로구 안국동 72-3번지|서울특별시 종로구 북촌로1길 30-22 (안국동)|03060|안국게스트하우스|20171215094340|I|2018-08-31 23:59:59.0||198535.841499828    |452842.109365686    |한옥체험업||일반주거지역||학교정화(상대)|||단독주택|1|||||||||||||79.34|||||||||||||79
52|한옥체험업|03_11_06_P|3000000|CDFI3261132014000006|20140407||03|폐업|03|폐업|20140711||20140711||||110801|서울특별시 종로구 계동 133-5번지|서울특별시 종로구 계동길 92-6 (계동)|110801|휴앤휴|20140711181939|I|2018-08-31 23:59:59.0||198783.79724797     |453232.209335162    |한옥체험업||일반주거지역|1|학교정화(절대)|||단독주택|1|||||||||||||78.32|||||||||||||78
53|한옥체험업|03_11_06_P|3000000|CDFI3261132012000009|20120305||03|폐업|03|폐업|20120307||20120307||||110801|서울특별시 종로구 계동 133-5번지|서울특별시 종로구 계동길 84-3 (계동)||북촌2|20120307151053|I|2018-08-31 23:59:59.0||198783.79724797     |453232.209335162    |한옥체험업||주거지역|1|학교정화(상대)|||단독주택|1|||||||||||||345.41|||||||||||||345
54|한옥체험업|03_11_06_P|3000000|CDFI3261132016000019|20160808||03|폐업|03|폐업|20180710||20180710|||||서울특별시 종로구 누하동 107번지|서울특별시 종로구 필운대로5가길 13-4 (누하동)|03037|수 게스트하우스|20180716144833|I|2018-08-31 23:59:59.0||197103.617179992    |453073.627903687    |한옥체험업||||||||||||SOO GUESTHOUSE|Traditional Korean housing experiencing business|||||||||||||||||||||
55|한옥체험업|03_11_06_P|3000000|CDFI3261132016000003|20160122||03|폐업|03|폐업|20180518||20180518|||||서울특별시 종로구 돈의동 21번지|서울특별시 종로구 돈화문로11다길 17 (돈의동)|03133|비욘드스테이|20180521154644|I|2018-08-31 23:59:59.0||199092.332005359    |452314.732543766    |한옥체험업|||1||||단독주택|1|||||||||||||105.02|||||||||||||105
56|한옥체험업|03_11_06_P|3000000|CDFI3261132016000002|20160118||01|영업/정상|13|영업중||||||||서울특별시 종로구 체부동 116번지|서울특별시 종로구 자하문로5가길 21-4 (체부동)|03040|경복궁24게스트하우스2|20160118173746|I|2018-08-31 23:59:59.0||197321.864661841    |452904.832483836    |한옥체험업|||||||||||||||||||||49.55|||||||||||||50
57|한옥체험업|03_11_06_P|3000000|CDFI3261132012000026|20121114||01|영업/정상|13|영업중|||||02-734-1485||110210|서울특별시 종로구 화동 67-1번지|서울특별시 종로구 북촌로5나길 3-7 (화동)|03053|ILFT|20190531135257|U|2019-06-02 02:40:00.0||198311.394119298    |453232.732428056    |한옥체험업||일반주거지역||기타|||단독주택|1||||ILFT|Traditional Korean housing experiencing business||||||||112.4|||||||||||||112
58|한옥체험업|03_11_06_P|3000000|CDFI3261132013000016|20131218||01|영업/정상|13|영업중|||||||110806|서울특별시 종로구 누하동 144-1번지|서울특별시 종로구 필운대로 35-16 (누하동)|03039|선인|20131218094254|I|2018-08-31 23:59:59.0||197129.488318008    |452989.788895379    |한옥체험업||일반주거지역||학교정화(상대)|||단독주택|1|||||||||||||79.34|||||||||||||79
59|한옥체험업|03_11_06_P|3000000|CDFI3261132014000008|20140630||03|폐업|03|폐업|20150915||20150915||||110190|서울특별시 종로구 사간동 12-3번지|서울특별시 종로구 율곡로1길 52-4 (사간동)|03062|북촌 한솔 게스트하우스|20150915110046|I|2018-08-31 23:59:59.0||198259.098350522    |452860.189907163    |한옥체험업||일반주거지역|1|학교정화(상대)|||단독주택|1|||||||||||||64.93|||||||||||||65
60|한옥체험업|03_11_06_P|3000000|CDFI3261132014000007|20140526||01|영업/정상|13|영업중|||||02-743-1955||110260|서울특별시 종로구 가회동 143번지|서울특별시 종로구 북촌로7길 3-6 (가회동)|03055|휴 게스트하우스|20171010132103|I|2018-08-31 23:59:59.0||198562.704313617    |453088.711928192    |한옥체험업||일반주거지역||학교정화(상대)|||단독주택|1||||HUE GUEST HOUSE|Traditional Korean housing experiencing business||||||||45.55|||||||||||||46
61|한옥체험업|03_11_06_P|3000000|CDFI3261132015000004|20150402||01|영업/정상|13|영업중|||||||110340|서울특별시 종로구 익선동 166-39번지|서울특별시 종로구 수표로28길 21-10 (익선동)|03133|비빔밥게스트하우스|20150402150131|I|2018-08-31 23:59:59.0||199037.311408133    |452336.91679215     |한옥체험업|||1|||||1|||||||||||||108.1|||||||||250000000||||108
62|한옥체험업|03_11_06_P|3000000|CDFI3261132013000015|20131205||03|폐업|03|폐업|20151215||20151215||02-745-7576||110360|서울특별시 종로구 와룡동 60번지|서울특별시 종로구 율곡로8길 67 (와룡동)|03134|궁 게스트하우스|20151215104636|I|2018-08-31 23:59:59.0||199171.680375348    |452452.323673795    |한옥체험업||일반상업지역|1|기타|||단독주택|1|||||||||||||103.39|||||||||||||103
63|한옥체험업|03_11_06_P|3000000|CDFI3261132010000017|20100803||03|폐업|03|폐업|20160630||20160630||02-743-8530||110800|서울특별시 종로구 계동 72번지|서울특별시 종로구 계동길 89 (계동)||북촌 게스트하우스|20160719173603|I|2018-08-31 23:59:59.0||198747.908208622    |453224.203117718    |한옥체험업||일반주거지역|1|학교정화(상대)|||단독주택|1|0||||||||||||128.93|||||||||||||129
